CASRN,LD50_svm_maccs
3115-05-7,0.5554402142666163
19403-92-0,0.04166583868322421
3861-47-0,-0.24448996040208376
57808-65-8,0.14468429005277567
577-91-3,-0.4290654558599233
14689-57-7,-0.7784797928512723
17601-49-9,0.818778386754557
1746-25-4,-0.8707405057196183
29717-26-8,-0.040840220879812095
75-47-8,0.5692497883066854
9004-95-9,0.7969117386197114
63869-27-2,-1.822441345424902
3247-33-4,-1.2802703799644979
70682-61-0,0.6568900516199097
301-13-3,1.5606498260300574
78-42-2,1.38505586107395
15458-87-4,0.5443128862811919
105084-66-0,-0.691948887375885
13080-06-3,0.8722411645790167
63869-22-7,-1.1594292061449925
139-60-6,0.0955514661143301
34206-40-1,0.3405472172370041
23505-41-1,0.3276647120594754
3857-80-5,0.2527453519469266
3687-16-9,0.42798949407442677
68289-21-4,0.4636818414163289
4559-86-8,1.1257873721004075
1941-30-6,0.506216785956511
106-20-7,0.7624267203145252
10143-60-9,0.9543585042966075
19074-24-9,1.3975154767366738
103-23-1,1.7355705306434055
117-81-7,1.6427988960412745
3658-48-8,1.4308142646060782
298-07-7,1.7044400502042472
63449-80-9,0.5821717967309897
7425-14-1,1.4696053825097557
18268-70-7,1.7864651044772084
94-28-0,1.5051433543957065
3282-85-7,0.6349217956878398
7790-07-0,1.0449999988141319
25724-60-1,1.0071131053282545
10022-60-3,1.074287059534816
468-61-1,0.6995388805835567
4551-59-1,0.3621215918443498
57647-13-9,0.47658397969761057
27591-69-1,0.23612147180180204
589-32-2,0.4258053449273187
78-53-5,-2.0736971233859967
115-79-7,0.3204114655998711
122-31-6,1.4231575100152973
78-10-4,1.6587888575038916
17356-42-2,-2.051412229230791
3689-24-5,-0.8261082203901625
563-12-2,-0.8322318545677105
78-07-9,1.9909709494638212
20395-17-9,-2.419493396361969
18300-10-2,-2.3074395396495615
2667-40-5,-0.9799441414870429
55134-13-9,-0.9980581870734444
33446-90-1,1.176123435041583
27879-29-4,0.6334226085368331
55934-93-5,1.4214664893574194
52030-05-4,1.0680552567954682
74051-80-2,0.7218699145896035
2224-33-1,0.3471020925223714
77-90-7,1.4391205925199144
21327-31-1,1.0270740303042458
5826-91-5,-0.9989013497369748
22787-59-3,-0.2209223324277249
22787-58-2,-1.9502812800902734
5675-57-0,-1.132322511664278
3730-54-9,-0.6584650080204164
655-35-6,-0.06380886321111853
77-89-4,1.2879203364442136
70833-40-8,1.7324926880034577
67239-04-7,0.6493575218583577
2595-54-2,-0.6886720714747093
5137-55-3,0.6043545065153965
64036-99-3,-2.1252404955216067
26523-78-4,1.1043395782315089
68814-95-9,0.1810799969595958
538-23-8,1.79533892996607
2528-38-3,1.5842922204142327
51249-05-9,0.5377312302096673
102-85-2,0.9316023937497755
126-73-8,1.4037087387373473
998-40-3,1.4895817178287383
115-78-6,0.6096780755937586
33060-84-3,-0.22019329871391796
150-50-5,-0.5648933272626926
78-48-8,-0.46747579838682674
60-01-5,1.3164959571890171
74125-01-2,-1.2693922051964883
1496-94-2,1.1401486051911973
21270-07-5,-0.052621475239513604
7346-61-4,0.7399594729991918
63907-12-0,1.1104367030032525
1114-71-2,0.83344848912147
64058-98-6,-0.4389474166909214
64059-01-4,0.3586585608297565
13194-48-4,-0.19695975662193693
2511-15-1,-2.3238064031982235
90220-15-8,-1.096224911498119
759-94-4,0.7800696496716577
23184-66-9,0.5828799754570655
51218-49-6,0.683746607819384
109965-82-4,0.20771332946277243
92953-10-1,0.5660136503865767
17088-72-1,0.6026678103611682
35850-79-4,0.5039400590726693
3309-68-0,-1.9952752482767557
18109-81-4,0.37817187993363693
139-45-7,1.5046625049861357
38727-55-8,0.7537594580829171
51356-13-9,-1.5347449765810177
33210-44-5,-0.07534594986446591
33210-40-1,-0.3604369390946166
33210-43-4,-0.01594342337830601
1912-26-1,0.7038717096284239
7779-27-3,0.9615004888273042
78816-48-5,0.3385956152187054
2941-55-1,0.7103216482351823
4740-11-8,0.3296847259508088
125-99-5,0.6378501324428354
5957-17-5,0.8991970380436805
2001-81-2,0.47329869289551096
56-37-1,0.4626883290361664
7789-92-6,1.439513896308783
10140-99-5,-0.03427681297464591
122-51-0,1.431825112263681
63869-26-1,-0.6332390479850623
2425-25-4,-0.24883660796993948
5823-25-6,0.2586042583283329
919-54-0,0.1478255286532023
1067-47-6,1.2765228278975045
919-30-2,1.2161663295133702
14814-09-6,0.9020078002810401
34708-08-2,0.5167471803993346
15129-36-9,0.6612849268603442
15267-95-5,0.4917798786509343
122-52-1,0.999821610913275
78-40-0,0.7234394749779258
78-38-6,1.290005058450547
126-75-0,-1.556152359674927
298-03-3,-1.6696232087442833
298-04-4,-1.7718711556058662
298-02-2,-2.692449366121798
1186-09-0,-0.7191187687083185
2524-09-6,-0.3102385174958861
2497-07-6,-1.7304846066537438
2588-03-6,-2.1282934554926425
2496-91-5,-1.0037996647650256
4891-54-7,-1.6484994310888221
2497-06-5,-1.7246594223639216
2511-11-7,-1.3809370051343253
2404-78-6,-0.6883497690599605
688-62-0,0.664213358278079
87310-56-3,0.5168399876219116
79451-10-8,-0.555066008619747
66996-10-9,-0.5556198933378219
55297-95-5,0.27715116103332654
3004-70-4,0.4894815995064816
53521-41-8,0.7903316864896105
139-88-8,0.6614855419280996
1912-25-0,0.12326928770193485
2275-18-5,-1.1285884790424614
63873-23-4,-0.47278084086931993
78-52-4,-1.0082223080902608
63873-21-2,-0.125446083812608
26818-53-1,0.5374607115057025
27891-14-1,1.021814640185874
36756-79-3,0.8258634278235399
19072-57-2,0.3800533198831676
27591-74-8,-0.8380149765571372
66734-13-2,-0.21705586931339746
27778-88-7,0.29581831694487487
27778-86-5,0.37489432527496747
27778-84-3,0.42689426888780996
27778-80-9,0.3959757667467959
27778-82-1,0.1544588834440049
27684-92-0,0.3010037217656674
26259-45-0,0.6516720917844803
40618-52-8,-0.6784825267056683
69-05-6,0.9414288616204323
9050-04-8,0.11739066180269365
60735-64-0,0.39569718643256396
24151-93-7,-0.6246592850967745
2109-64-0,0.7982831493644763
22457-23-4,1.1865269500814009
541-85-5,1.332638724438413
14355-07-8,0.1436123198447577
14355-12-5,-0.28770773251315757
10024-78-9,0.306103123243315
32838-28-1,0.6664037998708089
57-33-0,-0.21167239835335686
71-73-8,0.08094133897567873
871-22-7,1.206365377690934
29122-60-9,0.31611721443130364
7286-69-3,0.14970130600529005
98886-44-3,-0.5547349723315113
125-64-4,0.4470421517693197
730-07-4,0.4252674108345742
33499-11-5,0.5918385947215711
110429-62-4,0.4344025482623374
67050-64-0,0.1798900544433205
54-05-7,0.30147572841374315
1094-08-2,0.36308982637980314
30238-41-6,0.5484525865978633
64241-34-5,0.3935448783761253
33499-13-7,0.4068192338217744
63867-07-2,0.5572916300111564
4630-95-9,0.5254940939238859
66968-39-6,0.051427936576631916
105-57-7,1.6243110077414638
87820-88-0,0.7078993356137016
103890-78-4,1.0064905251911396
52-60-8,-1.2401007686460672
50765-89-4,-0.24201469972332346
15763-48-1,0.5891217251802363
22609-73-0,0.40524331523787904
88045-99-2,0.7832061513281187
17702-79-3,-0.22467392269711559
137-58-6,0.5898325702551582
333-40-4,-0.22664684261206788
31775-20-9,0.5609876508861832
105779-78-0,0.3326960835909464
23191-75-5,0.7281757018567352
88045-98-1,0.9213717505929901
57470-78-7,0.6075153118325649
68227-46-3,0.4944153044625321
5221-49-8,-0.35180832281043206
21409-78-9,0.13471072113649435
40374-14-9,-0.32963494716075614
29232-93-7,-0.3818036283569394
13171-21-6,-0.97439617130423
73521-00-3,-0.07266374034177428
73512-92-2,-0.0398786289450479
73520-99-7,-0.08071097195940671
128606-48-4,-0.9416113585982038
57846-34-1,-0.5698892507268116
74639-40-0,0.2940300343391514
1716-09-2,-0.031770217661456296
14143-09-0,-1.5128056602018851
10097-26-4,1.1033912380848097
105-16-8,1.0380678722069878
1918-08-7,0.7346849555122416
14663-66-2,-0.37421492047958027
14663-67-3,-0.35254176624295785
10137-90-3,1.2676770325823596
78193-97-2,0.7725906954286319
58458-55-2,1.1083053250398434
103-09-3,1.4696053825097557
23947-60-6,0.5446129725248272
6946-94-7,1.1980395359820943
274671-61-3,0.8230051494273996
2728-05-4,1.1262603486696714
134-62-3,1.1262603486696714
52406-01-6,0.5121328788987307
953-32-2,-0.7729100208178711
60090-47-3,1.0856407168855413
15386-51-3,0.03808781815358364
2728-04-3,1.038662341134091
299-45-6,-1.7928256437430115
2425-15-2,-0.9671339638893544
51356-23-1,-0.9067276102872501
51356-21-9,0.6171483455916483
3099-88-5,-1.0841983889833038
1942-78-5,-1.06089555544134
108-35-0,-0.810007894104323
15421-84-8,0.3977927137624948
51356-11-7,-1.5634192651429717
51356-09-3,-1.110831352691426
22439-40-3,-0.30728659912067524
5633-16-9,0.3034998655887564
26662-09-9,-0.7307637543342931
63979-26-0,0.3557976486095517
2544-52-7,-0.9015102710722467
120-95-6,0.5606546417563888
51959-14-9,-0.10585873667335072
79-74-3,0.41240919946554944
10508-09-5,1.1769593444877902
329-21-5,-0.42130898442308895
7795-74-6,-0.23061751537781616
69784-43-6,-0.9872611588695556
55285-14-8,-0.7632931889582162
3489-84-7,0.670601931083992
3734-95-0,-0.9426606611591801
129927-33-9,0.37395625950253175
72590-77-3,-0.17141277729098217
13472-08-7,-0.011641226735830928
78-66-0,0.5609718998369603
1338-23-4,0.8090864026122381
154619-86-0,-1.2562045978232748
154619-76-8,-1.2561947416772772
4268-36-4,0.5527179202434321
5340-36-3,1.5897090067767115
33236-05-4,-0.08595083962031963
33210-49-0,0.2516973344767862
17091-21-3,0.9773844017436273
82560-06-3,0.4072389866342625
77-74-7,1.1447528352750622
55937-99-0,0.7803595297502585
1081-95-4,-0.8408720176466019
103446-98-6,0.34349854976504635
30087-47-9,-0.07940915978206312
40373-31-7,-0.5667427183314333
2631-26-7,0.09693893159964095
3772-48-3,-1.1375331859067026
1474-80-2,-0.9778653380814712
28616-48-0,-0.6366197380022152
55769-64-7,0.680183753339503
89591-51-5,-0.011814554872766836
63580-68-7,-1.509528391052579
60244-63-5,-1.6044698352379811
60244-60-2,-1.103925581612195
63039-90-7,-0.3630779567287074
18886-42-5,0.06189497406337069
37686-84-3,0.17933127765742388
63717-17-9,-0.2935562921112827
57647-36-6,0.33617570834716815
104907-82-6,0.844905061933332
76597-98-3,0.17409069744455413
513-10-0,-0.7454803383703474
107-64-2,0.32404444080193023
68391-05-9,0.32395848626520063
7173-51-5,0.32404444080193023
37335-68-5,0.16497803227667035
124-03-8,0.22592012185565824
6458-13-5,0.25817851485554744
70206-24-5,0.18269686626619097
53-46-3,0.002470435025200002
50-10-2,0.03909461114878571
24789-78-4,-0.07604143023409726
3700-98-9,-0.015743340503593883
3700-97-8,-0.12834370903604572
63917-07-7,-0.3241567261630984
38260-54-7,-0.9117130434391192
2830-87-7,0.02384923211607734
21410-51-5,-0.4441948650217354
1634-78-2,-0.1999915085742879
121-75-5,0.06313053417789688
18300-07-7,-1.2832142347405324
3344-12-5,0.07994545151903837
51012-33-0,0.3245954073478116
4104-03-4,-0.5201085192308117
15972-60-8,0.5782932254867328
117666-91-8,0.6606253062576413
117683-18-8,0.7290349039292927
90220-16-9,-1.4534259054277374
673-04-1,0.8177539332714708
64-96-0,0.3418360450998026
109410-00-6,0.20256951592945754
364-62-5,-0.10739004662127477
4093-35-0,-0.05841177953880616
19351-21-4,-0.06155498575763374
304-84-7,0.8502448701595982
19351-20-3,0.2882845770177647
55619-22-2,0.4680034244651998
919-53-9,-0.7677207090567342
90245-33-3,-1.309186103287564
22082-34-4,-1.3079314736710193
78-62-6,1.2517487834877976
1067-99-8,0.7617326619828667
999-34-8,-0.619495405481584
90220-14-7,-1.1413615035370879
996-04-3,-1.3390674979897488
996-05-4,-1.154889158405325
63906-39-8,-0.7153825152551375
32744-43-7,-0.2675306653478392
7292-16-2,-1.2334745753263738
1014-70-6,0.6637688988139459
21923-23-9,-0.8916578650072675
2404-05-9,-0.9999207979659734
51528-03-1,0.43097758365881444
3254-62-4,-1.5715417859122764
115-90-2,-1.487943585643747
6587-45-7,-1.4230142941697916
6132-17-8,-1.8851114608349884
101526-62-9,0.5638756130109345
109-66-0,2.314982477334383
110-54-3,1.4468037710555781
84-76-4,1.9311043749720045
50602-85-2,0.334756273075174
119-07-3,1.8466461499184468
123-79-5,1.773543219350131
1639-66-3,0.7790557358670485
2915-53-9,1.3068795894914353
117-84-0,1.9311043749720045
70729-68-9,1.1580324133994524
110-32-7,1.5576652582852235
10058-20-5,1.6258194699480661
3006-15-3,0.5664507209148852
84-75-3,1.931099880806063
2050-92-2,0.8485303255283969
13256-06-9,0.8168580251311437
3913-02-8,1.2750599587155578
17810-51-4,-0.01403385138148483
21270-08-6,-0.2371843119012983
123-95-5,2.0779813034586136
111-92-2,0.49874401462416496
109-46-6,0.49484349750340084
102-83-0,0.5828202812816036
36167-63-2,0.19522427227560082
102-81-8,0.8144728900465199
102207-73-8,0.5833489747512046
119-48-2,0.675191285795604
51861-34-8,0.6181640052333691
924-16-3,0.7865529223977634
127-59-3,0.6279234564395861
142-96-1,1.3148037184567447
112-48-1,1.454018836012423
112-98-1,1.2841773174197824
141-17-3,1.0117182659423276
16672-39-2,1.0730833665372421
141-03-7,1.4586451562252907
85-70-1,1.6734141282483157
4056-77-3,1.1682107232846886
84-74-2,1.2840236887510514
7483-25-2,1.578843653913332
4092-75-5,0.8800086598579513
1809-19-4,1.1620385545179341
130525-77-8,0.9174266863073477
2528-36-1,0.4522952670828314
544-40-1,1.938280999632563
51-03-6,0.8405995245803521
2430-27-5,0.8775193721354351
123-19-3,1.3355439305098633
74550-96-2,0.46185362759048204
106-31-0,1.6165701737764686
132-82-1,1.1664555448609346
105-66-8,1.5413148204492693
142-84-7,0.4804770314513266
99247-33-3,0.8436875372510586
52888-80-9,1.121089372729499
91893-38-8,-0.24953657606593693
57-66-9,0.5165441880203652
925-15-5,1.4675670735156883
136-45-8,1.1838673177119385
16066-38-9,0.9220127183624369
104-75-6,0.6364413464009402
10137-80-1,0.7420582232431235
113-48-4,0.5506068069955354
104-76-7,1.7434010710072503
5397-31-9,0.622599005858549
10213-75-9,1.397917787567317
4126-58-3,1.4304936488881583
1559-35-9,0.7343788604620275
2461-15-6,1.419926349296755
103-44-6,1.6216425338645666
21270-19-9,-0.06890822055455478
17751-71-2,-0.12201616573236845
17751-73-4,-0.1325281242967913
17751-72-3,-0.14815242839628884
17810-52-5,-0.12230282374351834
17751-68-7,0.040062562953422476
21270-00-8,-0.2371843119012983
21270-16-6,-0.19876298902184625
21270-12-2,-0.16717908208450755
21270-02-0,-0.08811885881411588
21270-03-1,-0.09811434967066107
1928-43-4,0.43284320243439023
1928-47-8,0.4676820342205178
7659-86-1,0.49977316216889156
103-11-7,1.1101529994862496
5444-75-7,1.986778517771284
4376-20-9,1.6233990888425285
18750-05-5,1.4397166798448413
4248-21-9,0.8957051432258827
24468-13-1,0.908075014506716
68037-57-0,1.362704246115391
1070-03-7,1.4845109636053555
126-92-1,0.8045683968315923
123-04-6,1.5868865452343026
63834-30-0,1.4802057464407896
149-57-5,1.4553118478484524
94-04-2,1.3078666818829752
589-82-2,1.261083912042839
10138-47-3,1.1033436098362004
10138-87-1,1.3289978104136755
94-96-2,1.6486764693924867
10140-93-9,-0.09054584431469961
7492-37-7,0.9088976610966162
106-35-4,1.252289051233887
645-62-5,1.6210338983530483
5309-52-4,1.456607843434274
6187-24-2,0.6184243180952342
1471-51-8,0.7886246857814149
126-93-2,0.45483324396517216
13360-63-9,0.3807152132683843
1861-40-1,0.7344525448767218
91893-68-4,-0.16520646864581326
68439-49-6,1.3625848177030218
15523-43-0,1.313443271722017
628-81-9,1.3732812447372031
4413-13-2,1.403408733959253
33236-04-3,0.19260103248228513
106-32-1,1.872691091679249
79714-31-1,0.4583568415310073
3570-46-5,0.44319296735050706
64058-22-6,-0.32225322233069964
105-54-4,1.9737696561758131
101205-02-1,0.4680502681900873
40626-35-5,-0.48676624833036974
89784-60-1,0.008970237051975083
38527-91-2,-0.28137222732948697
38524-82-2,0.08791262449468551
34643-46-4,-0.2599622109290124
24017-17-2,-0.9367187924149538
18596-67-3,-0.38152417031389674
617-79-8,0.5036366261261954
97-95-0,1.635409417158079
10232-91-4,1.5835688603195404
10213-74-8,1.4859340369882885
4468-93-3,1.5507858640098973
63907-07-3,0.7126814892931974
3953-10-4,1.1476742758127028
97-96-1,1.7174540734641486
19962-50-6,0.6813313758118685
88-09-5,1.4569019788003876
4189-10-0,1.0500379273008407
584-02-1,1.2551256340672787
101952-86-7,0.8333883708350576
96-22-0,1.1849801673453673
72-56-0,1.1624256476226538
579-66-8,0.7308156054062842
38725-95-0,0.715846263343887
522-40-7,0.5111986589213962
123-62-6,1.6233033076765155
5837-63-8,1.5870977054472402
41340-25-4,0.03551983251255866
136572-09-3,0.057215845149402283
105-37-3,1.5549878115695026
512-48-1,0.6580665356377695
702-54-5,0.36813644305483995
1085-91-2,0.7613886667498148
77-04-3,0.23806246296331274
80733-97-7,0.43648536944762567
23192-94-1,0.3011610788214001
99233-24-6,0.30879073979011595
33236-13-4,0.01942468780333828
109-89-7,0.6069534371293397
105-55-5,0.18300134609579863
122-34-9,0.8077492779911029
104-78-9,0.46919591912909997
17074-44-1,-0.6496875384920612
27312-93-2,-0.2303566924720877
6009-67-2,-0.09502546816730859
100-36-7,0.21747234233032225
3105-97-3,0.17168632039917237
17074-42-9,-0.4099218818905237
51-06-9,0.0070033690875208054
23205-22-3,0.003813347866147926
34341-24-7,0.29512171603586956
100-37-8,1.0043041579467065
63883-13-6,0.7078788763806781
53421-38-8,0.06937983981637857
911-45-5,0.6673990224029482
2192-21-4,0.5247269889151707
2426-54-2,1.0095394562062519
31329-57-4,0.35815727579964274
34580-71-7,0.3326547584629963
1641-74-3,0.7220471037881295
2597-09-3,0.15195186334877847
57-37-4,0.7018410840981081
13352-70-0,0.233964313005315
3735-90-8,0.753900632591061
3010-02-4,0.8263960262496572
102394-31-0,0.6147241816024629
67367-65-1,0.5598177241355249
2431-96-1,1.0137984872833188
2315-36-8,-0.05003850841493146
120-21-8,1.0304109359142917
2198-58-5,0.4864692711836055
5123-63-7,0.6581770394173581
17754-90-4,0.6374778788126244
25953-06-4,0.49411552002774317
1696-17-9,0.9893374791697325
19311-91-2,0.8734546660857565
63886-92-0,1.0444686995580486
63887-51-4,0.45647658849471084
32773-96-9,0.27000697066913354
101152-94-7,0.3274380515049638
14052-72-3,0.2248258127209531
28249-77-6,0.7598101247931253
95-06-7,0.24451161242801123
95-30-7,0.2821923068723067
1331-27-7,0.6928122653875648
13056-98-9,0.49194806257645407
21600-43-1,0.2811961480419394
55-18-5,0.49352873152956933
6794-94-1,0.2426758924718879
1709-50-8,0.8051288292991837
36014-71-8,-0.4958082583613925
1050-48-2,0.34584924067160033
60-29-7,2.3259937629651946
629-14-1,1.3707188124624978
112-36-7,1.343775786946035
763-69-9,1.3283777266586085
110-40-7,1.357666187095921
123-25-1,1.357666187095921
27292-19-9,1.1594719683770636
22125-35-5,0.9912555262286439
59894-95-0,0.3971221867154553
73090-70-7,0.6751054062084546
98318-25-3,0.8437297896540968
84-66-2,1.297104600989677
1609-47-8,0.521402803987185
502-55-6,0.22586097243985503
1851-77-0,0.05266256572213632
1851-71-4,0.032256642730171925
6485-91-2,0.35623222096188933
762-04-9,0.6098856276715345
999-01-9,0.36697022719052197
10419-79-1,0.1855733686739783
75889-62-2,-0.2704062815521451
679-36-7,-0.4754547465698051
21548-32-3,-0.9294129339891763
333-29-9,-0.70137692043161
1516-67-2,-0.5332633730295083
5131-24-8,-0.823697376266606
64050-52-8,-0.41701302180515437
311-47-7,-0.3683640712413798
38331-02-1,-0.35936650765598016
14984-58-8,-0.2156933856523615
311-45-5,-1.1634132474974948
897-83-6,-1.1828928157444627
2701-86-2,-0.5683644131108505
33399-00-7,-1.2437621257174183
2667-41-6,-0.9553741727072409
60971-95-1,-0.8915958085202363
5598-15-2,-0.4030034000002825
1491-41-4,-0.32542725415817664
16499-75-5,-1.3678424303827181
3734-92-7,-0.8754045629609712
51376-77-3,-1.88522357314361
14734-96-4,-0.11472425892642002
1885-95-6,-1.7836445476994653
1885-98-9,-2.0056252971872754
5954-10-9,-1.1948457974610243
54593-83-8,-1.393862013997903
33841-12-2,-1.036172814878487
3735-01-1,-0.23143906804076986
84197-34-2,-0.49853106542026016
84197-35-3,-1.2318412876774858
39624-86-7,-0.9410237315252583
29689-00-7,-0.9445734903458698
6012-87-9,-0.7151655367862586
97-17-6,-0.6370157686166397
1224-63-1,-0.8093319671207191
4824-78-6,-0.5009333958576325
7533-79-1,-0.21801527464028347
4935-28-8,-0.5878847529274609
297-97-2,-1.1891660370641546
13593-03-8,-1.012506328287906
18854-01-8,-0.3289295528809982
2921-88-2,-0.32505427841932466
24017-47-8,-0.27176884826380976
14816-18-3,-0.5760028524075376
2668-92-0,-0.0761353512259472
16500-53-1,-0.6976029706595632
13286-40-3,-1.1741456997421102
2047-14-5,-0.5547663603152131
35461-10-0,-0.8153198845478992
16231-76-8,-0.282994348728467
30725-71-4,-0.9045812065564531
2310-17-0,-0.274439403791533
6119-96-6,-0.9104048567233753
51356-06-0,-1.3168577608920338
51356-15-1,-0.6203306654257718
51442-10-5,-0.7711231470249211
25923-97-1,-0.8119705020840537
3152-41-8,-0.8328383233408898
2275-14-1,-0.6548470720465469
24934-91-6,-1.5803544168177317
6436-05-1,-0.600420345513419
41219-31-2,-0.2183162605358892
3659-04-9,-0.5132851650196929
10312-20-6,-0.16384897456185513
38188-83-9,-0.8987423916360462
5823-20-1,-0.7452750800000155
973-28-4,-0.6184541863810058
4681-36-1,-0.27224111011031793
63716-53-0,-0.8978263578446802
64-67-5,-0.17572057733317267
7305-61-5,1.2375957611252877
7776-66-1,-0.018622877453348702
944-21-8,-1.1505128283697887
62421-46-9,-1.1107187374846839
1497-39-8,-1.1219961668501037
3563-52-8,-0.8403775136554242
1593-27-7,-1.246868487449052
7260-35-7,-1.1781916379116755
327-98-0,-1.096845193236142
24017-24-1,-1.2350932755196444
18596-51-5,-1.1981842979952375
63869-31-8,-0.7444658196102651
597-88-6,-1.9096947409941414
352-93-2,0.9173393216953789
18771-38-5,0.5156843758705694
34491-12-8,-0.8305559700168825
110-81-6,1.0007669021089345
70-29-1,1.0249917021010786
59865-13-3,0.19893866894114182
17013-35-3,-0.02129924927517929
94-86-0,1.1738458073120506
1264-72-8,-0.004261762077041209
108050-54-0,0.5029718462004619
80214-83-1,0.24470431718000535
81103-11-9,0.33726559131914335
6683-17-6,-0.8849924913071516
4147-51-7,1.025154265953983
7087-68-5,0.9869589715997119
5827-05-4,-1.1488168191641674
642-15-9,0.22965771056905163
1331-50-6,1.3400622652899068
131929-60-7,0.20352113108233483
75443-99-1,-0.07102785468596845
2964-06-9,-0.2423702853689925
973-21-7,-0.48254977578979563
54767-75-8,0.48954941067958546
121158-58-5,1.1916520746647261
34264-24-9,0.07190918531539925
31218-83-4,-0.5134712954353275
34381-68-5,1.0601060000738944
33857-23-7,-0.41259009552660075
78193-95-0,0.754984793576438
108419-32-5,2.010935166959765
26748-41-4,1.390373729118994
82560-54-1,-0.5477091757808511
33236-08-7,0.4503640291738209
26685-57-4,0.03696386930905296
78-44-4,0.5396111926402621
115767-74-3,0.32597859063007945
51893-82-4,-0.37747118694604054
1610-17-9,0.5989054485882097
3853-74-5,-0.4438421301702047
834-12-8,0.927490171907495
55837-18-8,0.8423071648979824
57-43-2,-0.3664489450833862
64-43-7,-0.41763626979410706
37205-87-1,0.7711273714883434
16537-52-3,-1.0258382792911191
24838-84-4,-0.8134085956817823
21270-25-7,-0.021627894593001074
21270-04-2,-0.05428184261699101
97683-31-3,0.9480697627568255
1912-24-9,0.7230851900334213
3733-84-4,0.10434968641035072
51162-51-7,-0.20651230341699817
328-04-1,-0.5328069394619912
29911-28-2,1.458706207921449
91315-15-0,0.6915478030750767
10031-58-0,0.5009868888157786
477-32-7,0.39389044007925184
1020-35-5,0.1372993581816581
5633-25-0,-0.373175956754337
43033-72-3,-0.15295510660230893
51218-45-2,0.7222982445664232
2307-68-8,0.92911395472803
37172-05-7,0.8400497323222391
7319-47-3,0.3226017841831602
314-40-9,0.5321013556471159
105-46-4,1.7380267159112834
50602-40-9,0.23512647644153262
5787-73-5,0.45642801958673673
2282-34-0,0.1878760039376444
2917-19-3,-0.6591216938360421
3766-81-2,-0.4286376670779798
1225-25-8,0.839887445683289
27778-78-5,0.12766658821630544
27684-90-8,-0.12677575749458883
35384-89-5,0.477190153910265
24729-96-2,0.1512603358148769
561-78-4,-0.09676232241095703
30238-40-5,0.6819174950963405
89396-94-1,0.5406160035096534
64050-87-9,0.6985627928342861
3614-30-0,-0.08350217415329514
2753-45-9,0.12279278996447923
79985-89-0,-0.3097373348135297
82586-52-5,0.25388879017014254
22791-12-4,-0.3103411798643789
70667-26-4,-0.2582185079005287
7789-99-3,1.1496081451287565
106463-17-6,0.40078602872474617
57558-46-0,0.036912647662027814
33054-87-4,0.04269402702240149
5389-12-8,-0.13088411479119194
105-30-6,1.3115049781746488
42615-29-2,0.42146405054992875
