CASRN,LD50_knn_rdkit2d
75-47-8,0.42949163784107747
9004-95-9,1.1487632810409039
63869-27-2,-0.9976349888486765
3247-33-4,-0.935782592454922
70682-61-0,1.4312244086028545
301-13-3,1.3576610252535364
78-42-2,1.2608087203033447
15458-87-4,0.5390953422916356
105084-66-0,-1.2092925078939223
13080-06-3,1.0731331542305067
63869-22-7,-1.134625840171814
139-60-6,0.6073479742211023
34206-40-1,1.1538579230296786
23505-41-1,-0.15405363847587106
3857-80-5,0.5488929682639475
3687-16-9,0.5648757547899593
68289-21-4,0.4650813091695962
4559-86-8,1.4472170679277774
1941-30-6,0.2853576153674822
106-20-7,0.7658313653166892
10143-60-9,1.2750410936682817
19074-24-9,1.4242071847205062
103-23-1,1.3611846942945836
117-81-7,1.6455421262086942
3658-48-8,1.12875989359103
298-07-7,1.0310902039316503
63449-80-9,1.0641508390851648
7425-14-1,1.5646227837072304
18268-70-7,1.3705070868933509
94-28-0,1.2430064108078445
3282-85-7,1.0819501310493083
7790-07-0,1.331136343736068
25724-60-1,1.3047890991101179
10022-60-3,1.2564623571211921
468-61-1,0.6965858185947316
4551-59-1,0.6514112348095005
57647-13-9,0.4923242634187726
27591-69-1,0.28373029680077677
589-32-2,0.66612122492818
78-53-5,-1.091176377794964
115-79-7,0.1893047163788065
122-31-6,1.071271856271329
78-10-4,1.2941063124985055
17356-42-2,-1.527935241874658
3689-24-5,-0.30483508940532
563-12-2,-1.5387656167656751
78-07-9,1.3914461169033363
20395-17-9,-1.2015671523216893
18300-10-2,-1.9749992560967546
2667-40-5,-0.6287479968732165
55134-13-9,-0.06512936477514092
33446-90-1,1.3033995250224495
27879-29-4,0.6190984287044915
55934-93-5,1.2646855025666905
52030-05-4,1.1953319229952422
74051-80-2,0.8463543229667255
2224-33-1,1.1334027904037216
77-90-7,1.1620068484899728
21327-31-1,0.028627388403977657
5826-91-5,-0.37998393234070266
22787-59-3,-1.3663882931930078
22787-58-2,-1.506978286990965
5675-57-0,-1.1719993466234992
3730-54-9,-0.0077506177960588556
655-35-6,0.1737388003848751
77-89-4,0.8880949068190043
70833-40-8,1.6701813058941073
67239-04-7,1.1930259467771025
2595-54-2,-0.08423843730961496
5137-55-3,0.3930990328700521
64036-99-3,-1.2378772959727522
26523-78-4,0.9071718385049704
68814-95-9,0.4266580833867601
538-23-8,1.2805022264817547
2528-38-3,1.0401798226909544
51249-05-9,0.9886584629976467
102-85-2,1.3374212420169052
126-73-8,1.2617004381354975
998-40-3,0.5605038818750945
115-78-6,0.13134305339907923
33060-84-3,-0.07949875204199616
150-50-5,-0.03218951373746508
78-48-8,-0.2587058919310727
60-01-5,1.4601229260657913
74125-01-2,-0.8350571725510109
1496-94-2,-0.1621008396850232
21270-07-5,-0.1401840520095661
7346-61-4,0.653385475981654
63907-12-0,1.4623731059899034
1114-71-2,0.29164547249498785
64058-98-6,-0.1796075971848787
64059-01-4,0.19481818867503872
13194-48-4,-0.8241387848417401
2511-15-1,-1.2970942699341659
90220-15-8,-1.3475044602819544
759-94-4,0.4469708247328318
23184-66-9,0.7522372702909949
51218-49-6,0.7083749931371615
109965-82-4,0.2529008912327743
92953-10-1,0.09692635776856387
17088-72-1,1.2269613206307497
35850-79-4,0.7873977693803448
3309-68-0,-1.7822615811817828
18109-81-4,0.47866578146811634
139-45-7,1.3893379385460733
38727-55-8,0.7621950198661209
51356-13-9,-0.9348712516542497
33210-44-5,0.023848102080222273
33210-40-1,-0.20070774329023233
33210-43-4,0.0952719661432994
1912-26-1,0.7497730561347083
7779-27-3,0.5554667314040426
78816-48-5,0.20296200976715711
2941-55-1,0.47165813563737624
4740-11-8,0.39605090303263213
125-99-5,0.35482187808274984
5957-17-5,1.1351395271671167
2001-81-2,1.2196517679954677
56-37-1,0.38380994763522086
7789-92-6,1.35893277680696
10140-99-5,1.0415272723011835
122-51-0,1.2803988227971106
63869-26-1,-0.929387757800547
2425-25-4,-0.2338585302264462
5823-25-6,-0.4266059150792612
919-54-0,-0.03525174618164858
1067-47-6,1.288007212799811
919-30-2,1.2474346504467537
14814-09-6,1.0271725546465045
34708-08-2,0.531207832777026
15129-36-9,1.1193869680907673
15267-95-5,1.3681268289542718
122-52-1,1.1911611843869783
78-40-0,0.5769683694603376
78-38-6,0.625024689076414
126-75-0,-1.3125981783289808
298-03-3,-1.2058397130075433
298-04-4,-1.632734003045869
298-02-2,-1.7487627118192526
1186-09-0,-0.663624168531753
2524-09-6,-1.3828402037212373
2497-07-6,-1.4459859611243022
2588-03-6,-1.2652881988350253
2496-91-5,-0.6442208191663092
4891-54-7,-0.5677019153196073
2497-06-5,-0.8857199082153002
2511-11-7,-1.4091135862095363
2404-78-6,-0.847161365495371
688-62-0,-0.19332567942798143
87310-56-3,0.7163848378911336
79451-10-8,-0.5654213817678178
66996-10-9,-0.7226969323200363
55297-95-5,0.4443067812349906
3004-70-4,0.7133910653234569
53521-41-8,1.330452576000141
139-88-8,0.9064130960540822
1912-25-0,0.6369616924650807
2275-18-5,-0.789315843547245
63873-23-4,-0.16205331090519925
78-52-4,-1.5209033880940668
63873-21-2,-0.3168461092663299
26818-53-1,0.5819290746377569
27891-14-1,0.9009226873300077
36756-79-3,0.9791379499104719
19072-57-2,0.43507351954331347
27591-74-8,-0.6660732356687544
66734-13-2,-0.03012859657564569
27778-88-7,0.24161797381566952
27778-86-5,0.27893395371907664
27778-84-3,0.28848772045257876
27778-80-9,0.2902849240527361
27778-82-1,0.26161227424930644
27684-92-0,0.25297539729502505
26259-45-0,0.731950772175103
40618-52-8,-0.1312687080650992
69-05-6,0.7548663701240285
9050-04-8,0.17573798146211914
60735-64-0,0.443299163588521
24151-93-7,-0.8716707379502625
2109-64-0,1.0607634597854758
22457-23-4,1.0357979936487405
541-85-5,1.0927181476054995
14355-07-8,-0.15981074953032132
14355-12-5,-0.3970194106177505
10024-78-9,0.41330009667419276
32838-28-1,1.192832357244023
57-33-0,0.057202381504904684
71-73-8,0.007737230360860871
871-22-7,1.3176712790710403
29122-60-9,0.490190606262445
7286-69-3,0.6336258408723725
98886-44-3,-0.7518610381683404
125-64-4,1.0485375197075266
730-07-4,0.8830915872373677
33499-11-5,0.6642630420095831
110429-62-4,0.7891067497424716
67050-64-0,0.17995452782791915
54-05-7,0.24773210646697283
1094-08-2,0.16729519170883028
30238-41-6,0.6298243002656254
64241-34-5,0.45905094617132824
33499-13-7,0.5058123761686011
63867-07-2,0.8317705151096834
4630-95-9,0.3944422844054713
66968-39-6,0.04969449570083607
105-57-7,1.4369254083349228
87820-88-0,0.8881871407271712
103890-78-4,0.747515635745738
52-60-8,-0.5319602991340132
50765-89-4,-0.24918820422063356
15763-48-1,-0.07915731335210432
22609-73-0,0.22365784722370982
88045-99-2,0.8584796909967093
17702-79-3,-0.8079540071898035
137-58-6,0.7571069843062824
333-40-4,-0.7514712691879555
31775-20-9,0.6419612427505508
105779-78-0,0.20803093005515752
23191-75-5,0.9262627413135769
88045-98-1,0.8710111700822636
57470-78-7,0.780921707340526
68227-46-3,0.15316565577687
5221-49-8,-0.20883454792639608
21409-78-9,-0.7537298405012949
40374-14-9,-0.7454960447470316
29232-93-7,-0.390570091381254
13171-21-6,-1.3588308996567042
73521-00-3,-0.2569993860451037
73512-92-2,-0.26717575922996417
73520-99-7,-0.24998932821683598
128606-48-4,-0.04580711535833015
57846-34-1,-0.5030483858257889
74639-40-0,-0.21081950357748544
1716-09-2,-0.24255561573274478
14143-09-0,-1.3413985112382663
10097-26-4,1.46590568536757
105-16-8,1.1198730813904936
1918-08-7,0.5344838772292425
14663-66-2,-0.5464032604633946
14663-67-3,-0.675884195503039
10137-90-3,1.238160601426035
78193-97-2,0.7904344396267191
58458-55-2,1.0066545161211329
103-09-3,1.7944486647825093
23947-60-6,0.2930787158431362
6946-94-7,1.158120823274311
274671-61-3,0.3477026136122104
2728-05-4,0.9392720553687043
134-62-3,0.875590922139102
52406-01-6,0.6617293214683219
953-32-2,-0.7359965301604735
60090-47-3,0.6368240418705741
15386-51-3,-0.10175471662019231
2728-04-3,1.033376982176694
299-45-6,-1.0093251006369042
2425-15-2,-0.8574253823870974
51356-23-1,-1.2293104311951515
51356-21-9,-0.8110647636578625
3099-88-5,-0.4488065539107412
1942-78-5,-0.7108574265419548
108-35-0,-0.6053818482599256
15421-84-8,0.26011726021777354
51356-11-7,-1.5128218752599139
51356-09-3,-1.0572332642423263
22439-40-3,-0.7183464574695029
5633-16-9,0.5269326673395329
26662-09-9,-1.0708051373452598
63979-26-0,0.4408598792385452
2544-52-7,-1.427217087309428
120-95-6,0.92098969086725
51959-14-9,0.4451434536422867
79-74-3,0.8557379383502031
10508-09-5,1.3200176570283408
329-21-5,-0.37210689888847076
7795-74-6,-0.3490960289083694
69784-43-6,-0.9772150115538003
55285-14-8,-0.7637277977366534
3489-84-7,0.7746020424247791
3734-95-0,-0.8565196846884797
129927-33-9,0.5851937824220491
72590-77-3,0.0792687642304304
13472-08-7,0.8595987395364271
78-66-0,0.9867828647854152
1338-23-4,1.2433046341823926
154619-86-0,-1.3557328591735478
154619-76-8,-1.2517554243917959
4268-36-4,0.6847949662913605
5340-36-3,1.2488540362172091
33236-05-4,0.13856169422278236
33210-49-0,0.25622912818107546
17091-21-3,1.2718162298969926
82560-06-3,0.5270616845621484
77-74-7,1.3791568765327744
55937-99-0,1.054315071160969
1081-95-4,-0.9654285066288505
103446-98-6,0.38409689821236265
30087-47-9,-0.21038877988585958
40373-31-7,-0.8437638200530222
2631-26-7,-0.42668518952420253
3772-48-3,-0.9740324421938176
1474-80-2,-0.1917874449971268
28616-48-0,-0.9759678880471663
55769-64-7,0.5087557112548043
89591-51-5,0.12497200361239527
63580-68-7,-1.5023640814496075
60244-63-5,-1.6017277859842927
60244-60-2,-1.1996764172810004
63039-90-7,-0.10191609195761389
18886-42-5,0.14687274822221164
37686-84-3,-0.1185434996840745
63717-17-9,-0.10192736232622965
57647-36-6,0.45953691936937424
104907-82-6,0.6305480112306843
76597-98-3,1.2921522506556544
513-10-0,-1.0258728963457764
107-64-2,0.6151669935488782
68391-05-9,0.48268742226057576
7173-51-5,0.4995005701603754
37335-68-5,0.2919394574616352
124-03-8,0.3683093451556465
6458-13-5,0.5374191197809713
70206-24-5,0.7093513557394046
53-46-3,0.23380528707318685
50-10-2,0.40247338245102177
24789-78-4,0.6853436986956646
3700-98-9,-0.09937725302584013
3700-97-8,0.15892547684075528
63917-07-7,-0.0023098673053243944
38260-54-7,-0.5998521499914502
2830-87-7,-0.39490126356692185
21410-51-5,-0.7496659710622368
1634-78-2,-0.1829208573248712
121-75-5,-0.0027335837886050245
18300-07-7,-1.70793993483812
3344-12-5,0.15266433302720428
51012-33-0,0.28636540681171674
4104-03-4,-1.300402031600142
15972-60-8,0.7972458559748433
117666-91-8,0.8436797981423849
117683-18-8,0.6604463682127384
90220-16-9,-1.193735998167262
673-04-1,0.7267542581173515
64-96-0,0.34640725077690765
109410-00-6,0.1207079346952156
364-62-5,0.49140007622634413
4093-35-0,0.5333148028965825
19351-21-4,-0.006593538388158623
304-84-7,0.934430265310921
19351-20-3,0.42040210011192725
55619-22-2,0.593262925648064
919-53-9,-0.4741909987256963
90245-33-3,-1.2463707874631935
22082-34-4,-0.7037733313141519
78-62-6,1.3879816111106935
1067-99-8,1.3349242819550924
999-34-8,0.41734136460614935
90220-14-7,-1.27100983574668
996-04-3,-0.8269347433325286
996-05-4,-0.6294734147738158
63906-39-8,0.8440542046844941
32744-43-7,0.29756992269295357
7292-16-2,-0.42116815792325724
1014-70-6,0.8200778335653875
21923-23-9,-0.6126404975424681
2404-05-9,-0.2902507488548619
51528-03-1,0.13675963296794108
3254-62-4,-1.2788512200332394
115-90-2,-0.9535184463992014
6587-45-7,-0.7974402973994952
6132-17-8,-1.3978298725942393
101526-62-9,0.4492620822077067
109-66-0,1.5650174890725674
110-54-3,1.094748268380227
84-76-4,2.0231736637254465
50602-85-2,0.6856524750129058
119-07-3,0.7297174692696445
123-79-5,1.4521363058526011
1639-66-3,1.1965855876009663
2915-53-9,1.413163481134447
117-84-0,1.8118180984390921
70729-68-9,1.2357469506181025
110-32-7,1.271714333559365
10058-20-5,1.2863926272685446
3006-15-3,0.7202819907115892
84-75-3,1.6133792867153647
2050-92-2,0.51506086251942
13256-06-9,0.6074795953876143
3913-02-8,1.3613177686474471
17810-51-4,-0.16373433820937244
21270-08-6,-0.17287367905380446
123-95-5,1.2929431420990163
111-92-2,0.4107320911166728
109-46-6,0.7591561986023975
102-83-0,0.42541472335786773
36167-63-2,0.21668295944477697
102-81-8,1.145770843007945
102207-73-8,0.7238120139355776
119-48-2,1.2194418749586218
51861-34-8,0.982389724960098
924-16-3,0.5930475160380002
127-59-3,0.8342580357526641
142-96-1,1.1412734369664346
112-48-1,1.4212088906178313
112-98-1,1.1868953598857184
141-17-3,1.349224242094365
16672-39-2,1.252201402169843
141-03-7,1.565774513582381
85-70-1,1.1361973004764143
4056-77-3,1.4978728764909441
84-74-2,1.172616945007184
7483-25-2,1.188890650157214
4092-75-5,-0.019568957331989725
1809-19-4,0.7021046150132266
130525-77-8,0.8968029912910943
2528-36-1,-0.0923669363963112
544-40-1,0.9398774685029033
51-03-6,0.8005121608720961
2430-27-5,1.0726343191560526
123-19-3,0.9198047105383463
74550-96-2,0.8909200320724563
106-31-0,1.5337114513417114
132-82-1,1.0379391459722678
105-66-8,1.9119007236012544
142-84-7,0.3612421960238126
99247-33-3,0.8868275490633967
52888-80-9,1.1603263035261449
91893-38-8,-0.3618516143771653
57-66-9,0.57607084542529
925-15-5,1.5895140154095275
136-45-8,0.9979536665594334
16066-38-9,0.8930511279875756
104-75-6,0.5903830503836793
10137-80-1,0.6886162692613053
113-48-4,0.9063545620975463
104-76-7,1.1946965823013955
5397-31-9,0.7754884433083874
10213-75-9,1.3236164001538007
4126-58-3,1.2910260593353753
1559-35-9,1.0373221188273847
2461-15-6,1.3265595588823267
103-44-6,1.22608271992081
21270-19-9,-0.12481680629304326
17751-71-2,-0.1841960301266571
17751-73-4,-0.18317904192647413
17751-72-3,-0.18392481143870223
17810-52-5,-0.12046516820393414
17751-68-7,-0.1040275404399858
21270-00-8,-0.11777053564381576
21270-16-6,-0.14359380320468026
21270-12-2,-0.13934955796147602
21270-02-0,-0.11743103400295292
21270-03-1,-0.11333800020030349
1928-43-4,0.29333807766313874
1928-47-8,0.26453509832578115
7659-86-1,1.1429479446902404
103-11-7,1.3127954406747129
5444-75-7,1.354669707465809
4376-20-9,1.1283482229331092
18750-05-5,1.264198026815058
4248-21-9,1.3910072942828948
24468-13-1,1.3442982428209547
68037-57-0,1.1595965641608006
1070-03-7,1.266803489948378
126-92-1,0.8925418045640903
123-04-6,1.25104948737159
63834-30-0,1.2569912671694476
149-57-5,1.256686151908793
94-04-2,1.0243687071288567
589-82-2,1.3254354498336594
10138-47-3,1.0894492508574025
10138-87-1,1.2002659863076153
94-96-2,1.430232245350909
10140-93-9,-0.008585141054727814
7492-37-7,1.0348543885785308
106-35-4,1.0989650515878604
645-62-5,1.3990343006144317
5309-52-4,1.3052764711962943
6187-24-2,1.020784848303037
1471-51-8,0.9292819759849882
126-93-2,0.8591470944266036
13360-63-9,0.6167872113995243
1861-40-1,0.1755170080518908
91893-68-4,-0.37350339739746896
68439-49-6,1.0400104193037514
15523-43-0,1.396515722546478
628-81-9,1.2044464311082932
4413-13-2,1.4125641810990697
33236-04-3,0.15228851151986228
106-32-1,1.484471730162631
79714-31-1,0.6117804236690823
3570-46-5,0.2230645205643603
64058-22-6,-0.193121113644308
105-54-4,1.881119632244149
101205-02-1,0.7728495325534274
40626-35-5,-0.3653581815491199
89784-60-1,-0.7951581864282186
38527-91-2,-0.36668981271240036
38524-82-2,-0.6314493970923123
34643-46-4,-0.604808572047406
24017-17-2,-1.0487078051303345
18596-67-3,-0.518808154998192
617-79-8,0.6472968260198593
97-95-0,1.3288327053987552
10232-91-4,1.1747877782647582
10213-74-8,1.3238871056454882
4468-93-3,1.057319161801814
63907-07-3,0.9111033692312993
3953-10-4,1.3938847336723228
97-96-1,1.627594226878423
19962-50-6,0.5765099891257044
88-09-5,1.0420155078023166
4189-10-0,0.9456879603471735
584-02-1,1.3376559713772427
101952-86-7,0.14834825001810192
96-22-0,0.9377833366168578
72-56-0,0.8952722880579246
579-66-8,0.7842876351620626
38725-95-0,0.7839338774654894
522-40-7,0.07720595084718752
123-62-6,1.1672440501480543
5837-63-8,1.1256836683750922
41340-25-4,0.5266967138969788
136572-09-3,-0.1298658967720745
105-37-3,1.8547538094755056
512-48-1,1.18672553283824
702-54-5,1.1035531898128974
1085-91-2,0.7257271670543107
77-04-3,0.8146345893173537
80733-97-7,0.530749015279622
23192-94-1,0.7404904053752633
99233-24-6,0.5220516788016234
33236-13-4,0.2048913410075898
109-89-7,0.6255872682635754
105-55-5,0.47006568167255386
122-34-9,0.7413137062482624
104-78-9,0.8827465965380609
17074-44-1,-0.5247989881271492
27312-93-2,0.24385959256713086
6009-67-2,-0.12196194409970096
100-36-7,0.7518954994391471
3105-97-3,-0.045528330990130095
17074-42-9,-0.4943956806306347
51-06-9,0.2142911599765598
23205-22-3,0.007827376472564505
34341-24-7,0.3273443112303572
100-37-8,1.1531550495037375
63883-13-6,-0.01617929574171867
53421-38-8,0.17490592735932947
911-45-5,0.40036530884540494
2192-21-4,0.4753352866548543
2426-54-2,1.1610345425069397
31329-57-4,-0.025162834678392823
34580-71-7,0.3478392824572554
1641-74-3,0.7638901563243203
2597-09-3,0.439262329008828
57-37-4,0.36989672362029474
13352-70-0,0.14898702403826314
3735-90-8,0.7843509754649037
3010-02-4,1.1037341769642441
102394-31-0,-0.13060518311067654
67367-65-1,0.6704956521894934
2431-96-1,1.0422245465373317
2315-36-8,0.8680652658010225
120-21-8,1.0232111538731388
2198-58-5,0.3536909546726791
5123-63-7,-0.062096777147223815
17754-90-4,0.6737107683846859
25953-06-4,0.6165420302656834
1696-17-9,0.9010717475715757
19311-91-2,0.66138561642394
63886-92-0,0.5999717378092119
63887-51-4,0.6751415890702422
32773-96-9,0.7171674830212013
101152-94-7,0.7714563052568582
14052-72-3,0.43856060784579637
28249-77-6,1.0493608390975966
95-06-7,0.033627319273515574
95-30-7,0.5162727122135862
1331-27-7,1.212411130817813
13056-98-9,0.32234090722021597
21600-43-1,0.29264280634436296
55-18-5,0.12423591880797209
6794-94-1,0.7293121368578703
1709-50-8,0.7423735163237076
36014-71-8,-1.6951613766361484
1050-48-2,0.3403198037423423
60-29-7,1.4099530301641765
629-14-1,1.4699959277197612
112-36-7,1.4355904699283057
763-69-9,1.5438313447849612
110-40-7,1.505131892482415
123-25-1,1.529289752202597
27292-19-9,0.5887936709187531
22125-35-5,1.0648018101650667
59894-95-0,0.3842429104941231
73090-70-7,0.5280083842565845
98318-25-3,0.9443171893708016
84-66-2,0.8983220465266546
1609-47-8,1.2320481231431462
502-55-6,-0.03608481402818593
1851-77-0,0.11536934783119775
1851-71-4,0.17911847819040025
6485-91-2,0.8607739245376811
762-04-9,0.7317684111320095
999-01-9,0.4443743619165644
10419-79-1,0.10901708464475536
75889-62-2,0.4170556080151774
679-36-7,-0.5673103425654834
21548-32-3,-0.9759077991363968
333-29-9,-1.3073265518946326
1516-67-2,-0.01131677863798117
5131-24-8,-0.8593411391688731
64050-52-8,-0.5143817385458789
311-47-7,-0.24796010149945288
38331-02-1,-0.5439198672187366
14984-58-8,-1.0326403815427203
311-45-5,-1.3406618883658965
897-83-6,-0.6576013998434069
2701-86-2,-0.37306596477977366
33399-00-7,-0.3841802692013718
2667-41-6,-0.6159195214001953
60971-95-1,-0.4753220900454258
5598-15-2,-0.23708868097672245
1491-41-4,-0.42633364177453503
16499-75-5,-0.3412557656361302
3734-92-7,-0.5477936295813498
51376-77-3,-1.5460866997558285
14734-96-4,-0.7060859782004737
1885-95-6,-0.3922044070512219
1885-98-9,-0.6938512430526306
5954-10-9,0.06998686081271523
54593-83-8,-0.6368843483781972
33841-12-2,-0.7057873853906165
3735-01-1,-1.02594407331763
84197-34-2,-0.9078660229488427
84197-35-3,-1.0174600057715586
39624-86-7,-0.7991045110751777
29689-00-7,-1.180138927569757
6012-87-9,-0.9352469914903337
97-17-6,-0.7653589716382739
1224-63-1,-0.5279316550719411
4824-78-6,-0.521835016175689
7533-79-1,-0.5932053908858709
4935-28-8,-1.0590874915235986
297-97-2,-0.5392338119732936
13593-03-8,-0.9429678359464441
18854-01-8,-0.8696323715126848
2921-88-2,-0.3093193045617422
24017-47-8,-0.8265083285693795
14816-18-3,-0.9162088555424966
2668-92-0,-0.4881260148841078
16500-53-1,-1.0338881738830528
13286-40-3,-1.0772609589415252
2047-14-5,-0.07120202683117281
35461-10-0,-0.5979596312950504
16231-76-8,-0.31279118173436
30725-71-4,-0.8811717516447504
2310-17-0,-0.3382520156524399
6119-96-6,-0.8885571846176117
51356-06-0,-1.0928929808076004
51356-15-1,-0.231487337469681
51442-10-5,-0.4651010110392715
25923-97-1,-1.2477440861963165
3152-41-8,-0.8359694808283072
2275-14-1,-0.6468796309606396
24934-91-6,-1.2072361362393371
6436-05-1,-1.357448894629027
41219-31-2,-0.8605586574975049
3659-04-9,-0.13302047035755574
10312-20-6,-0.8724465056222701
38188-83-9,-1.463493040567424
5823-20-1,-1.2311223794357364
973-28-4,-0.5868852779212655
4681-36-1,0.06404540026540992
63716-53-0,-1.561536630323386
64-67-5,0.20493205711336282
7305-61-5,0.31915252471896227
7776-66-1,-0.22110410431175181
944-21-8,-0.32197869966313725
62421-46-9,-0.6677977107866516
1497-39-8,-0.6978342509261066
3563-52-8,-0.8897822455540135
1593-27-7,-0.8689023090390899
7260-35-7,-0.7723654053921807
327-98-0,-0.7409039175923464
24017-24-1,-1.0461234519105829
18596-51-5,-0.5970360614401349
63869-31-8,-1.0853899702303866
597-88-6,-1.2171713069650254
352-93-2,1.0155047462883933
18771-38-5,0.4697416540408317
34491-12-8,-1.0768259921925156
110-81-6,0.8065338108098986
70-29-1,1.388835763247699
59865-13-3,-0.34493968530319596
17013-35-3,0.0992573536854376
94-86-0,0.9506255709679841
1264-72-8,-0.17046956943342886
108050-54-0,0.06517035403244055
80214-83-1,-0.18084738821193166
81103-11-9,0.10574535876778676
6683-17-6,-0.6124471524264646
4147-51-7,0.7745903596957228
7087-68-5,0.33948005575121226
5827-05-4,-1.1934484726199928
642-15-9,0.9007375968848619
1331-50-6,0.8764702118868718
131929-60-7,-0.37088606518392336
75443-99-1,0.0974810947004876
2964-06-9,0.02125501796569136
973-21-7,-0.35002820514192085
54767-75-8,0.0409839735414265
121158-58-5,1.013675655108033
34264-24-9,-0.2329096467111879
31218-83-4,-0.5340654521350304
34381-68-5,0.8933115281787927
33857-23-7,-0.6746176265387407
78193-95-0,0.7858898097280059
108419-32-5,1.7143123344990159
26748-41-4,1.1850733303133925
82560-54-1,-0.4065371035671671
33236-08-7,0.09638340351905558
26685-57-4,0.27254465142105455
78-44-4,0.6251776509048409
115767-74-3,0.38769546696111734
51893-82-4,-0.24408363826262677
1610-17-9,0.6837795304048154
3853-74-5,-0.37899832638521735
834-12-8,0.8025478888752199
55837-18-8,0.8739074100839863
57-43-2,-0.16530398900738116
64-43-7,-0.28552206983909356
37205-87-1,1.0508749055520614
16537-52-3,-1.019784192748612
24838-84-4,-0.7911235393916476
21270-25-7,-0.17096363698162373
21270-04-2,-0.12327892016937968
97683-31-3,1.136885092310619
1912-24-9,0.654502316573878
3733-84-4,-0.6410109644710942
51162-51-7,0.021254949420380167
328-04-1,-0.8709768411845707
29911-28-2,1.1369741972652376
91315-15-0,1.3844813930324473
10031-58-0,0.07562394578529658
477-32-7,-0.18566637719302276
1020-35-5,-0.09197921181129702
5633-25-0,0.09505362950729025
43033-72-3,0.1525988400375435
51218-45-2,0.7641550314702282
2307-68-8,0.8574765248681231
37172-05-7,1.2428776191786612
7319-47-3,0.3616283552375536
314-40-9,0.9084432160568445
105-46-4,1.923744512617329
50602-40-9,0.7065361689007519
5787-73-5,0.6190117727092529
2282-34-0,-0.3237454252169554
2917-19-3,-0.36543413980796036
3766-81-2,-0.3895644078168494
1225-25-8,0.5063413736312061
27778-78-5,0.22703737347367964
27684-90-8,0.19047765242434567
35384-89-5,0.2157593826507422
24729-96-2,0.44959534329250783
561-78-4,-0.024101166595534802
30238-40-5,0.7711109864472522
89396-94-1,0.8775263413659152
64050-87-9,0.9241713059595382
3614-30-0,0.3332398720773226
2753-45-9,0.4276127549074781
79985-89-0,-0.37781990878493843
82586-52-5,0.4933466848831244
22791-12-4,-0.44303616740652246
70667-26-4,-0.12082017272716764
7789-99-3,1.9456102477358002
106463-17-6,0.7783063780164716
57558-46-0,0.2492897123108911
33054-87-4,-0.1715321587209315
5389-12-8,-0.5720670774336898
105-30-6,1.2003411809710416
