CASRN,Toxic_knn_rdkit2d-0,Toxic_knn_rdkit2d-1
21850-44-2,0.6276262226319625,0.37237377736803745
7682-32-8,0.0,1.0
89427-35-0,0.0,1.0
126-72-7,0.32401818512898684,0.6759818148710133
3194-55-6,0.6817848447267885,0.31821515527321154
20566-35-2,0.4014146692596168,0.5985853307403833
2338-30-9,0.0,1.0
87-84-3,0.3763833453724348,0.6236166546275652
608-71-9,0.32194313680513226,0.6780568631948678
32588-76-4,0.9317189653888579,0.06828103461114203
32536-52-0,0.6305845342930007,0.36941546570699924
27858-07-7,0.8007134918648394,0.19928650813516052
61262-53-1,0.6558822810775257,0.34411771892247434
84852-53-9,0.8768938935501951,0.12310610644980491
13654-09-6,0.9176800847017064,0.08231991529829366
3674-13-3,0.48509670207025657,0.5149032979297435
78-75-1,0.37650206132420955,0.6234979386757904
89427-38-3,0.0,1.0
10474-14-3,0.26300288447535136,0.7369971155246486
300-76-5,0.03935499044060843,0.9606450095593916
2872-96-0,0.12495713439539943,0.8750428656046005
106-93-4,0.1485081266398532,0.8514918733601469
1947-58-6,0.29199566469162164,0.7080043353083784
96-13-9,0.1904226367711085,0.8095773632288915
96-12-8,0.26269225867133267,0.7373077413286673
18791-02-1,0.0,1.0
75-81-0,0.19849216502187061,0.8015078349781295
590-12-5,0.15167088954035038,0.8483291104596496
2302-30-9,0.16800375546597687,0.8319962445340231
14689-59-9,0.0,1.0
79-27-6,0.05389629916621207,0.9461037008337879
63867-08-3,0.5999618614308766,0.40003813856912346
64047-47-8,0.6147406274485403,0.38525937255145976
63938-47-6,0.2151324106797864,0.7848675893202137
613-53-6,0.12744136065348727,0.8725586393465127
115-17-3,0.11594349548073071,0.8840565045192692
75-25-2,0.1537336015471884,0.8462663984528116
42136-31-2,0.09271718080330386,0.9072828191966961
64050-72-2,0.11816602058372606,0.881833979416274
42136-30-1,0.11705409979337587,0.8829459002066242
26637-71-8,0.7369850399594443,0.26301496004055575
69094-18-4,0.05570380509223591,0.9442961949077642
74-95-3,0.11545400648035717,0.8845459935196429
3252-43-5,0.06429044393416218,0.9357095560658378
598-91-4,0.0577873587623825,0.9422126412376175
124-48-1,0.1580364904374056,0.8419635095625944
25497-30-7,0.6587694653692905,0.3412305346307095
83447-96-5,0.5406934011561954,0.45930659884380454
473-49-4,0.20432241010432867,0.7956775898956714
117900-35-3,0.43499629987992067,0.5650037001200792
4460-32-6,0.06216821401688257,0.9378317859831174
2260-08-4,0.37727249836716265,0.6227275016328373
386-17-4,0.44508790786652586,0.5549120921334743
67-30-1,0.5463647501212238,0.45363524987877624
16423-68-0,0.4957634361241918,0.5042365638758081
10397-75-8,0.9484670396882817,0.051532960311718265
59017-64-0,0.8942716827621588,0.10572831723784117
79770-24-4,0.819473316454761,0.18052668354523912
7246-21-1,0.6605540882801147,0.3394459117198852
96-84-4,0.4260539115676409,0.5739460884323591
59939-17-2,0.6360710241421341,0.36392897585786593
16034-77-8,0.7280102136507635,0.27198978634923665
22730-89-8,0.6381229355810791,0.36187706441892076
31112-62-6,0.5670275245443389,0.4329724754556611
440-58-4,0.9252802839606321,0.07471971603936785
66108-95-0,0.6485719362394646,0.3514280637605354
3115-05-7,0.6172455256119952,0.3827544743880048
111453-32-8,0.931622734809824,0.06837726519017598
19403-92-0,0.19973662640340747,0.8002633735965926
35453-19-1,0.859416076817356,0.140583923182644
37441-29-5,0.8040373586330429,0.19596264136695712
19774-82-4,0.2522568218033592,0.7477431781966407
3861-47-0,0.3729658088432768,0.6270341911567231
57808-65-8,0.42863485923360223,0.5713651407663977
577-91-3,0.07559232533280054,0.9244076746671994
14689-57-7,0.0,1.0
17601-49-9,0.46934102256065874,0.5306589774393413
1746-25-4,0.20458651067208444,0.7954134893279156
29717-26-8,0.5944801355675949,0.4055198644324051
75-47-8,0.10983031252920321,0.8901696874707968
68439-50-9,0.8010966685251698,0.1989033314748301
9004-95-9,0.9023628410395338,0.0976371589604662
65-29-2,0.39662867149542497,0.603371328504575
63869-27-2,0.3764499501142142,0.6235500498857858
3247-33-4,0.24317970910938305,0.7568202908906169
70682-61-0,0.9326779509605923,0.06732204903940771
3319-31-1,1.0,0.0
301-13-3,0.8351420703007035,0.16485792969929633
78-42-2,0.8095418064428256,0.19045819355717436
56706-10-6,0.681641702618172,0.31835829738182786
160194-28-5,1.0,0.0
15458-87-4,0.3613723825310506,0.6386276174689494
105084-66-0,0.13171699175406743,0.8682830082459326
13080-06-3,0.8028747135451811,0.19712528645481886
15180-47-9,0.6418491706121194,0.35815082938788045
35077-00-0,0.8181334996836541,0.18186650031634588
63869-22-7,0.12589474035630235,0.8741052596436977
139-60-6,0.4214633587442688,0.5785366412557312
34206-40-1,0.8294642328306397,0.17053576716936014
752-56-7,0.4717179044259491,0.5282820955740509
74758-25-1,0.10802791579970714,0.8919720842002928
23505-41-1,0.05511902700321841,0.9448809729967815
154702-15-5,0.3838254872081867,0.6161745127918132
3857-80-5,0.1589746463742316,0.8410253536257684
3687-16-9,0.2887554993943991,0.7112445006056008
141-94-6,0.2947951293444405,0.7052048706555595
68289-21-4,0.3353616810668138,0.6646383189331861
67762-53-2,0.7485911995785759,0.2514088004214241
4559-86-8,0.8684129237629221,0.13158707623707788
10254-57-6,0.46634056608686586,0.5336594339131341
53306-54-0,1.0,0.0
1941-30-6,0.33935647313293765,0.6606435268670624
682-01-9,0.7550831604848249,0.24491683951517512
486455-65-6,0.674390770804272,0.32560922919572793
126-57-8,1.0,0.0
11138-60-6,1.0,0.0
78-16-0,1.0,0.0
106-20-7,0.5398676841933879,0.4601323158066121
295800-70-3,0.722282830772871,0.2777171692271289
10143-60-9,0.7676675553974311,0.23233244460256897
22174-70-5,0.8409633675213739,0.15903663247862612
19074-24-9,1.0,0.0
122-62-3,1.0,0.0
103-24-2,1.0,0.0
103-23-1,1.0,0.0
2915-57-3,1.0,0.0
84731-70-4,1.0,0.0
117-81-7,1.0,0.0
14858-73-2,0.9369058537790316,0.06309414622096844
3658-48-8,0.8110366864201916,0.1889633135798084
298-07-7,0.5874308430315472,0.4125691569684527
63449-80-9,0.523173034158597,0.4768269658414031
7425-14-1,1.0,0.0
18268-70-7,1.0,0.0
94-28-0,1.0,0.0
3282-85-7,0.6939257919499,0.30607420805010005
7790-07-0,1.0,0.0
25724-60-1,1.0,0.0
10022-60-3,0.9524563071437222,0.047543692856277804
468-61-1,0.3853911428375666,0.6146088571624334
4551-59-1,0.38146199882261533,0.6185380011773847
57647-13-9,0.18367321413428025,0.8163267858657198
27591-69-1,0.3919954830097729,0.6080045169902272
589-32-2,0.3339870384750859,0.6660129615249142
60012-88-6,0.7952888956070785,0.2047111043929215
78-53-5,0.05335436537077547,0.9466456346292245
115-79-7,0.19373140652622006,0.80626859347378
122-31-6,0.641608025262456,0.358391974737544
78-10-4,0.7456609573226606,0.2543390426773395
17356-42-2,0.06318269911206233,0.9368173008879377
3689-24-5,0.37616742743884946,0.6238325725611504
563-12-2,0.07337985355175378,0.9266201464482463
6926-73-4,0.10668162540505734,0.8933183745949426
78-07-9,0.7803459997547378,0.21965400024526227
20395-17-9,0.07117124029471657,0.9288287597052836
18300-10-2,0.13923987064334006,0.8607601293566599
2667-40-5,0.1288525356436565,0.8711474643563434
55134-13-9,0.608932200578915,0.39106779942108516
33446-90-1,0.8161153112962877,0.1838846887037123
17980-47-1,0.8746382124580384,0.12536178754196156
27879-29-4,0.3696776270133596,0.6303223729866404
35435-21-3,0.8147454210841121,0.18525457891588792
55934-93-5,0.8655916388069009,0.13440836119309907
52030-05-4,0.8692368466489846,0.13076315335101538
74051-80-2,0.6992962567010875,0.3007037432989124
2224-33-1,0.6951132305997418,0.3048867694002582
34036-80-1,0.7441685903695717,0.25583140963042833
6104-58-1,0.7776091632215627,0.22239083677843724
77-90-7,0.6841226130696278,0.3158773869303721
21327-31-1,0.4195444254530335,0.5804555745469665
5826-91-5,0.0611813043097195,0.9388186956902804
22787-59-3,0.09103265968472932,0.9089673403152707
22787-58-2,0.0,1.0
5675-57-0,0.0,1.0
3730-54-9,0.39053178107228903,0.609468218927711
655-35-6,0.319970836167662,0.680029163832338
77-89-4,0.512331655066991,0.48766834493300903
24748-23-0,0.6495107234998156,0.35048927650018424
70833-40-8,1.0,0.0
14504-73-5,0.25226965227294246,0.7477303477270575
67239-04-7,0.8046122429900501,0.19538775700995006
2595-54-2,0.0638438283868422,0.9361561716131578
5137-55-3,0.4001000285902431,0.5998999714097569
1421-14-3,0.4690139114046271,0.530986088595373
2031-67-6,0.735814221646259,0.26418577835374096
64036-99-3,0.0,1.0
26523-78-4,0.9383855969196524,0.06161440308034755
68814-95-9,0.5384424222619738,0.4615575777380262
538-23-8,0.9597221022763358,0.04027789772366417
68130-53-0,1.0,0.0
2528-38-3,0.5352838408110816,0.46471615918891834
5343-44-2,0.9435087466940628,0.05649125330593717
5831-80-1,0.9000676521361891,0.09993234786381082
51249-05-9,0.4878674940067976,0.5121325059932024
102-85-2,0.7953492357942799,0.2046507642057202
126-73-8,0.7045824937180846,0.2954175062819154
998-40-3,0.809981762610284,0.19001823738971602
115-78-6,0.2475707200335884,0.7524292799664116
33060-84-3,0.30236907378099703,0.6976309262190029
150-50-5,0.5324289384881035,0.46757106151189654
78-48-8,0.3663997495232714,0.6336002504767286
60-01-5,0.8748203541025065,0.12517964589749353
74125-01-2,0.04670838625094704,0.953291613749053
1496-94-2,0.5375290742128896,0.46247092578711035
21270-07-5,0.045306906093075555,0.9546930939069245
29806-73-3,1.0,0.0
7346-61-4,0.5431058552521275,0.4568941447478725
59130-69-7,1.0,0.0
63907-12-0,1.0,0.0
1114-71-2,0.2504234125564357,0.7495765874435644
64058-98-6,0.0,1.0
64059-01-4,0.0,1.0
13194-48-4,0.04079288312362528,0.9592071168763747
2511-15-1,0.0,1.0
90220-15-8,0.0,1.0
759-94-4,0.22064640262993507,0.7793535973700649
23184-66-9,0.45372886999784423,0.5462711300021558
51218-49-6,0.2769011942880357,0.7230988057119643
109965-82-4,0.11234013953039815,0.8876598604696019
20954-13-6,0.3855883970238865,0.6144116029761136
102579-43-1,0.5851806661773152,0.41481933382268477
168152-77-0,0.0,1.0
168152-89-4,0.0,1.0
92953-10-1,0.16440267374532175,0.8355973262546783
17088-72-1,0.8412418702259191,0.15875812977408088
60763-41-9,0.5655578119600579,0.43444218803994206
35850-79-4,0.5254147226325366,0.4745852773674634
3309-68-0,0.0,1.0
18109-81-4,0.5234629806679159,0.47653701933208426
52736-14-8,0.8634086455408722,0.1365913544591277
3862-08-6,0.7016321849605875,0.29836781503941234
139-45-7,0.9263372705383112,0.07366272946168892
38727-55-8,0.4008946086804504,0.5991053913195497
80472-88-4,0.053669316433363104,0.946330683566637
51356-13-9,0.0,1.0
33210-44-5,0.0,1.0
33210-40-1,0.0,1.0
33210-43-4,0.0,1.0
1912-26-1,0.16467284031086998,0.83532715968913
7779-27-3,0.2631463422981495,0.7368536577018505
78816-48-5,0.27349894812517045,0.7265010518748296
2941-55-1,0.17642942441044693,0.823570575589553
4740-11-8,0.11916717928697276,0.8808328207130273
125-99-5,0.23811261810306023,0.7618873818969397
5957-17-5,0.5207952736627036,0.4792047263372965
2001-81-2,0.7938256616805756,0.20617433831942455
56-37-1,0.3687767552328513,0.6312232447671488
9004-57-3,0.8058875131334269,0.1941124868665731
7789-92-6,0.8341101948152356,0.1658898051847644
10140-99-5,0.43286576155836165,0.5671342384416383
122-51-0,0.6319671490456192,0.36803285095438065
63869-26-1,0.0,1.0
2425-25-4,0.05121183085535887,0.9487881691446411
5823-25-6,0.10922514524056308,0.890774854759437
919-54-0,0.13154837601488079,0.8684516239851192
1067-47-6,0.7870929421276789,0.2129070578723211
919-30-2,0.8142099654035952,0.1857900345964049
76524-94-2,0.6215274515777114,0.3784725484222886
2602-34-8,0.6729067777276014,0.32709322227239856
14814-09-6,0.8529303646374862,0.14706963536251383
34708-08-2,0.689643060394855,0.31035693960514504
15129-36-9,0.6279791523893089,0.3720208476106911
15267-95-5,0.5682968062651085,0.4317031937348916
122-52-1,0.7441634112822954,0.2558365887177047
78-40-0,0.23965913732162217,0.7603408626783779
78-38-6,0.26971567969930954,0.7302843203006903
126-75-0,0.0,1.0
298-03-3,0.0,1.0
298-04-4,0.0,1.0
298-02-2,0.0,1.0
1186-09-0,0.05355955009963518,0.9464404499003648
2524-09-6,0.0,1.0
2497-07-6,0.0,1.0
2588-03-6,0.0,1.0
2496-91-5,0.05430514985733691,0.9456948501426631
4891-54-7,0.21038399447598222,0.7896160055240179
2497-06-5,0.0,1.0
2511-11-7,0.0,1.0
2404-78-6,0.0,1.0
688-62-0,0.2710065683517086,0.7289934316482914
1486-39-1,0.05678953380264665,0.9432104661973534
87310-56-3,0.3467918741407393,0.6532081258592607
55881-07-7,0.7342515398850817,0.2657484601149184
2229-55-2,1.0,0.0
79451-10-8,0.06139496014561399,0.9386050398543859
66996-10-9,0.12042202550950959,0.8795779744904904
30129-29-4,0.7897386585577548,0.21026134144224518
30129-30-7,0.7885378998350351,0.2114621001649649
55297-95-5,0.7311442404386457,0.26885575956135427
3004-70-4,0.2564198998491124,0.7435801001508876
53521-41-8,0.871261683019063,0.12873831698093705
139-88-8,0.5602627789469053,0.4397372210530947
33820-53-0,0.6511924301565548,0.3488075698434452
5892-41-1,0.5130682998279372,0.4869317001720627
1912-25-0,0.2190497547424921,0.780950245257508
2275-18-5,0.0,1.0
87130-20-9,0.20095820184692326,0.7990417981530769
63873-23-4,0.18331739225468877,0.8166826077453113
78-52-4,0.0,1.0
63873-21-2,0.0,1.0
68649-11-6,0.9351902389368882,0.06480976106311186
63990-57-8,0.5560985455263114,0.44390145447368856
26818-53-1,0.0,1.0
27891-14-1,0.48428885268643,0.51571114731357
36756-79-3,0.5326317075135347,0.4673682924864653
19072-57-2,0.18829458425374226,0.8117054157462578
27591-74-8,0.1110216399453258,0.8889783600546741
66734-13-2,0.9206426339279027,0.07935736607209737
5593-20-4,0.8358673161519812,0.16413268384801877
5534-09-8,0.8830786415537337,0.11692135844626621
27778-88-7,0.0685396770273168,0.9314603229726831
27778-86-5,0.026664878800589157,0.9733351211994109
27778-84-3,0.0,1.0
27778-80-9,0.0,1.0
27778-82-1,0.047315794073059636,0.9526842059269405
27684-92-0,0.0,1.0
26259-45-0,0.1851292099665045,0.8148707900334956
40618-52-8,0.05331650793060897,0.9466834920693911
69-05-6,0.5952631313145714,0.40473686868542863
9050-04-8,0.030939503492556815,0.9690604965074432
60735-64-0,0.5209534198031078,0.47904658019689234
24151-93-7,0.19217832092540774,0.8078216790745923
2109-64-0,0.7274787392405317,0.27252126075946825
22457-23-4,0.41975810226766724,0.5802418977323328
541-85-5,0.6619844391318959,0.33801556086810414
14355-07-8,0.06790469293957718,0.9320953070604228
10032-15-2,1.0,0.0
14355-12-5,0.10034113686157654,0.8996588631384235
10024-78-9,0.2739240420691445,0.7260759579308554
32838-28-1,0.8058075745333348,0.19419242546666515
57-33-0,0.10667580047631528,0.8933241995236848
71-73-8,0.0,1.0
871-22-7,0.8380216054945614,0.16197839450543863
105-82-8,0.8419598267415837,0.15804017325841638
29122-60-9,0.11067755912009948,0.8893224408799005
186817-80-1,0.9353953031740517,0.06460469682594819
7452-79-1,1.0,0.0
7286-69-3,0.18954244656944408,0.8104575534305559
98886-44-3,0.07402934386110278,0.9259706561388972
125-64-4,0.5703360119077076,0.42966398809229245
82834-16-0,0.8322862589809501,0.16771374101904987
730-07-4,0.3660085293207742,0.6339914706792259
33499-11-5,0.3091723490265387,0.6908276509734613
110429-62-4,0.7844271483816969,0.215572851618303
67050-64-0,0.06853724030148658,0.9314627596985133
54-05-7,0.06563290817164104,0.9343670918283591
1094-08-2,0.05388401014467606,0.946115989855324
30238-41-6,0.414000794933652,0.585999205066348
64241-34-5,0.3336803661462357,0.6663196338537642
33499-13-7,0.49985988534654374,0.5001401146534563
63867-07-2,0.4831543111935317,0.5168456888064682
15299-99-7,0.6765192036075035,0.32348079639249655
4630-95-9,0.18694503896092843,0.8130549610390716
66968-39-6,0.06430663105280635,0.9356933689471937
105-57-7,0.8254335001707537,0.17456649982924624
137658-79-8,0.5036656533813668,0.4963343466186333
7492-66-2,0.9397691062281045,0.06023089377189547
87820-88-0,0.5466955100763855,0.4533044899236145
103890-78-4,0.6613597995183701,0.3386402004816299
52-60-8,0.0,1.0
50765-73-6,0.10553902201244457,0.8944609779875555
50765-89-4,0.0,1.0
15763-48-1,0.0,1.0
22609-73-0,0.6233878879685195,0.3766121120314805
88045-99-2,0.7605410649026928,0.23945893509730728
56358-09-9,0.46192541004813414,0.5380745899518659
17702-79-3,0.0,1.0
41611-76-1,1.0,0.0
137-58-6,0.5387942714541567,0.46120572854584335
333-40-4,0.0,1.0
31775-20-9,0.9539566630221623,0.046043336977837794
105779-78-0,0.06452390076474303,0.935476099235257
23191-75-5,0.5648913595165213,0.4351086404834788
88045-98-1,0.725269131838375,0.27473086816162484
243973-20-8,0.4765530400155469,0.5234469599844532
57470-78-7,0.6204964050245421,0.37950359497545794
68227-46-3,0.20024154511932668,0.7997584548806733
5221-49-8,0.06110724269433127,0.9388927573056687
72542-60-0,0.0,1.0
79438-83-8,0.20988952994585353,0.7901104700541465
21409-78-9,0.23300684460929103,0.7669931553907089
40374-14-9,0.0,1.0
29232-93-7,0.058532166324911504,0.9414678336750885
13171-21-6,0.0,1.0
73521-00-3,0.08432830272848683,0.9156716972715132
73512-92-2,0.033305688199164143,0.9666943118008359
73520-99-7,0.05343251341669337,0.9465674865833066
73512-93-3,0.11632715749619466,0.8836728425038053
73512-94-4,0.20334361098021042,0.7966563890197895
128606-48-4,0.05871127012948838,0.9412887298705117
57846-34-1,0.047233737297622584,0.9527662627023775
74639-40-0,0.33492458483167875,0.6650754151683211
1716-09-2,0.0,1.0
14143-09-0,0.04409687380192849,0.9559031261980714
10097-26-4,0.9400156674862402,0.05998433251375971
688-84-6,0.8679847924322286,0.13201520756777138
105-16-8,0.5700715844004832,0.4299284155995168
1918-08-7,0.5108370192450595,0.4891629807549404
14663-66-2,0.04733444101403082,0.9526655589859693
14663-67-3,0.0,1.0
10137-90-3,0.7330299870092907,0.2669700129907093
78193-97-2,0.47421611223701365,0.5257838877629862
58458-55-2,0.42583483015338297,0.5741651698466171
103-09-3,1.0,0.0
29214-60-6,0.9173254908957522,0.0826745091042478
23947-60-6,0.38923722765068075,0.6107627723493192
437717-43-6,0.26280605842993604,0.737193941570064
6946-94-7,0.7316203778892238,0.2683796221107762
1187-74-2,0.8085123431794403,0.19148765682055974
274671-61-3,0.3761248295347776,0.6238751704652225
2728-05-4,0.41624324197879387,0.5837567580212061
134-62-3,0.47234530837849387,0.5276546916215061
52406-01-6,0.8001123404921665,0.1998876595078335
953-32-2,0.0,1.0
60090-47-3,0.39895127831267924,0.6010487216873208
15386-51-3,0.05560830188802849,0.9443916981119714
2728-04-3,0.5030874429996939,0.49691255700030607
56632-42-9,0.3395865190586061,0.660413480941394
299-45-6,0.11252161562522492,0.887478384374775
2425-15-2,0.0,1.0
51356-23-1,0.04525304965452168,0.9547469503454784
51356-21-9,0.04899211525580358,0.9510078847441964
3099-88-5,0.0,1.0
1942-78-5,0.0,1.0
108-35-0,0.06284501850569624,0.9371549814943038
15421-84-8,0.08341337451772922,0.9165866254822707
51356-11-7,0.04203695652213961,0.9579630434778604
51356-09-3,0.0,1.0
22439-40-3,0.0661703941985051,0.933829605801495
5633-16-9,0.18770275811983578,0.8122972418801642
26662-09-9,0.06763957301381623,0.9323604269861837
21673-86-9,0.5272720337211203,0.4727279662788798
107812-70-4,0.19737560891973374,0.8026243910802663
105435-14-1,0.6616914188235995,0.33830858117640056
63979-26-0,0.24511790325484023,0.7548820967451597
75274-20-3,0.2692087669393461,0.730791233060654
2532-92-5,0.3775970129419065,0.6224029870580934
2544-52-7,0.0,1.0
88-24-4,0.7926630687860999,0.2073369312139001
120-95-6,0.4140036373648002,0.5859963626351998
51959-14-9,0.3985447266475693,0.6014552733524307
79-74-3,0.5010330719015845,0.4989669280984155
10508-09-5,0.8317215508681091,0.168278449131891
118134-30-8,0.6746196960640597,0.32538030393594036
3006-82-4,1.0,0.0
329-21-5,0.045162879697908984,0.954837120302091
7795-74-6,0.04836420062083065,0.9516357993791694
69784-43-6,0.17597606066242855,0.8240239393375713
55285-14-8,0.06358110210414805,0.936418897895852
42222-50-4,1.0,0.0
3489-84-7,0.6447627793895592,0.3552372206104408
919-94-8,0.6155313022936421,0.38446869770635794
3734-95-0,0.12334620834743262,0.8766537916525674
129927-33-9,0.5062255961105793,0.4937744038894207
72590-77-3,0.942678519274595,0.05732148072540499
13472-08-7,0.26141089748572965,0.7385891025142705
78-66-0,0.7398255461447676,0.2601744538552324
1338-23-4,0.7254039660996293,0.2745960339003706
154619-86-0,0.0407666912286722,0.9592333087713278
154619-76-8,0.040091940873520915,0.959908059126479
82559-96-4,0.6619212380733429,0.33807876192665715
82558-50-7,0.5452947984581693,0.4547052015418308
4268-36-4,0.5596314374176665,0.44036856258233353
5340-36-3,0.8140836205588947,0.18591637944110523
33236-05-4,0.0,1.0
33210-49-0,0.0,1.0
17091-21-3,0.8631595506737808,0.13684044932621922
82560-06-3,0.3287593707306299,0.6712406292693701
123199-92-8,0.5227112150545925,0.47728878494540755
77-74-7,0.8579472659353877,0.14205273406461227
1986-53-4,0.8447289533730248,0.15527104662697516
55937-99-0,0.738001007632527,0.2619989923674731
1081-95-4,0.0,1.0
103446-98-6,0.49304973567757215,0.5069502643224278
19457-00-2,0.45625460744111934,0.5437453925588807
30087-47-9,0.0,1.0
40373-31-7,0.0,1.0
2631-26-7,0.0,1.0
3772-48-3,0.0,1.0
1474-80-2,0.12265265622660575,0.8773473437733942
28616-48-0,0.11177595373315109,0.8882240462668489
55769-64-7,0.5239390888088705,0.47606091119112953
89591-51-5,0.26896939243239393,0.7310306075676061
63580-68-7,0.0,1.0
60244-63-5,0.0,1.0
60244-60-2,0.053961890017168834,0.9460381099828311
7396-58-9,0.6166060106818227,0.3833939893181774
63039-90-7,0.09814606048644677,0.9018539395135533
18886-42-5,0.35478517504674884,0.6452148249532512
37686-84-3,0.0,1.0
63717-17-9,0.12295185764428344,0.8770481423557166
57647-36-6,0.13131393653252504,0.868686063467475
104907-82-6,0.20575478260873342,0.7942452173912666
80472-86-2,0.0,1.0
76597-98-3,0.933861652711657,0.06613834728834302
513-10-0,0.0,1.0
107-64-2,0.48585326866570344,0.5141467313342966
68391-05-9,0.5770015515009659,0.4229984484990342
7173-51-5,0.44235788349356303,0.5576421165064369
37335-68-5,0.22195133956542873,0.7780486604345713
124-03-8,0.44620176642902465,0.5537982335709754
6458-13-5,0.38172415295166556,0.6182758470483345
70206-24-5,0.8061668827916482,0.19383311720835186
53-46-3,0.20187610270929032,0.7981238972907096
50-10-2,0.22163436648749105,0.7783656335125089
54663-47-7,0.2685604205238073,0.7314395794761926
32358-09-1,0.24134529334935076,0.7586547066506493
24789-78-4,0.6504067632830122,0.3495932367169877
154-82-5,0.47573445831072786,0.5242655416892722
3700-98-9,0.18248023383315778,0.8175197661668423
3700-97-8,0.1538130940342732,0.8461869059657268
63917-07-7,0.07026400370273059,0.9297359962972694
38260-54-7,0.11097281333871988,0.88902718666128
2830-87-7,0.06649522741794356,0.9335047725820566
21410-51-5,0.0,1.0
1634-78-2,0.05648386498813658,0.9435161350118634
121-75-5,0.20036595648129388,0.799634043518706
18300-07-7,0.13143820136050427,0.8685617986394958
3344-12-5,0.07938275687804154,0.9206172431219585
51012-33-0,0.37351370378954035,0.6264862962104597
4104-03-4,0.0,1.0
816-19-3,1.0,0.0
15972-60-8,0.4942261991450653,0.5057738008549346
117666-91-8,0.5930614792121179,0.40693852078788195
117683-18-8,0.2970741439195554,0.7029258560804446
90220-16-9,0.03071145494832659,0.9692885450516734
673-04-1,0.2852362419948728,0.7147637580051274
64-96-0,0.07688468560882383,0.9231153143911761
109410-00-6,0.11282135666955814,0.8871786433304419
364-62-5,0.28055797864208787,0.719442021357912
4093-35-0,0.2948927140676116,0.7051072859323885
19351-21-4,0.11123059716007339,0.8887694028399267
304-84-7,0.1253591094970643,0.8746408905029358
19351-20-3,0.2766734001761869,0.7233265998238131
55619-22-2,0.32559349173967295,0.6744065082603271
919-53-9,0.13104041918549447,0.8689595808145055
90245-33-3,0.03130653485424518,0.9686934651457548
22082-34-4,0.0,1.0
78-62-6,0.6792138937984402,0.3207861062015598
1067-99-8,0.6822275005269288,0.3177724994730713
999-34-8,0.627555908700375,0.372444091299625
90220-14-7,0.0,1.0
996-04-3,0.05499045427069689,0.9450095457293031
996-05-4,0.30964082683384797,0.690359173166152
63906-39-8,0.6363047349283989,0.36369526507160105
32744-43-7,0.16192623879968684,0.8380737612003131
7292-16-2,0.11415805673354379,0.8858419432664563
1014-70-6,0.2665649100828307,0.7334350899171693
21923-23-9,0.061677309019492914,0.938322690980507
2404-05-9,0.12351676716903592,0.8764832328309641
51528-03-1,0.4544990120930947,0.5455009879069054
3254-62-4,0.0,1.0
115-90-2,0.0,1.0
6587-45-7,0.0,1.0
6132-17-8,0.09072049700303896,0.909279502996961
101526-62-9,0.5638149912353249,0.4361850087646751
109-66-0,0.6807924170603841,0.31920758293961604
110-54-3,0.6169509729184951,0.3830490270815049
1120-21-4,0.8426938617707728,0.15730613822922726
112-40-3,0.8733325716571579,0.1266674283428421
629-50-5,0.9184477343311338,0.0815522656688663
629-59-4,0.9071786216536852,0.0928213783463148
593-45-3,0.8267143032382334,0.17328569676176664
112-95-8,0.9562217399313843,0.04377826006861563
2500-88-1,0.7581898446348299,0.2418101553651701
627-83-8,1.0,0.0
26322-14-5,1.0,0.0
41672-81-5,1.0,0.0
68153-95-7,0.6466895461017215,0.35331045389827853
