CASRN,EPA_svm_rdkit2d-1,EPA_svm_rdkit2d-2,EPA_svm_rdkit2d-3,EPA_svm_rdkit2d-4
53615-23-9,0.8381983586069203,0.11672455478874383,0.037366618367994424,0.0077104682363413595
89427-28-1,0.7612634474266431,0.21146469117650046,0.01775723413642389,0.009514627260432429
89427-33-8,0.8013415917115269,0.14976135186190115,0.024043140683259932,0.024853915743312124
14689-56-6,0.7952616748205231,0.1376404411959197,0.04103562713383868,0.026062256849718288
3393-60-0,0.7666976059952576,0.1963635231091954,0.027730893271918428,0.009207977623628733
89427-29-2,0.7500707831760457,0.1880270850435237,0.034344562336236256,0.027557569444194324
15287-51-1,0.3160043814497125,0.36989744054587903,0.24369553658604506,0.07040264141836304
94847-66-2,0.7582931866390756,0.16593267054899363,0.06993690688141445,0.005837235930516308
2034-22-2,0.24771395323848583,0.42830058574022917,0.2965937462935547,0.027391714727730287
52907-07-0,0.05544443632855356,0.14891299997896212,0.4928799983405555,0.30276256535192875
50585-41-6,0.23496399093129114,0.18393633637520834,0.2947350975672314,0.2863645751262692
3322-93-8,0.011978387747284667,0.20007789444024482,0.562778336550078,0.22516538126239227
21850-44-2,0.05808803165542609,0.085540349230275,0.2781547439228832,0.578216875191416
7682-32-8,0.8491090806093309,0.12742410218826283,0.01631082303867718,0.007155994163729312
89427-35-0,0.7934249343052884,0.14760182275725964,0.039075609762826626,0.01989763317462542
126-72-7,0.05808932315978522,0.056748284768591735,0.3493645749714003,0.535797817100223
3194-55-6,0.005602912995657737,0.0503543342394041,0.5981745115065654,0.3458682412583728
20566-35-2,0.04091775335776449,0.29182378067042464,0.4404490257995627,0.2268094401722484
2338-30-9,0.6829864947100986,0.24651105928154834,0.03730486006053078,0.03319758594782213
87-84-3,0.00788382058074973,0.12572913995608143,0.4676657788365243,0.39872126062664476
608-71-9,0.19707369058995705,0.17335132155501703,0.4079009980231618,0.22167398983186412
32588-76-4,0.028252427491087407,0.12351959181166183,0.4406310239576251,0.4075969567396254
32536-52-0,0.13655380851213958,0.15338839964746429,0.23931978578285745,0.4707380060575386
27858-07-7,0.01617980614494035,0.07093046128998187,0.35274343838576516,0.5601462941793123
61262-53-1,0.07526538390513966,0.14531530296811818,0.34624373089001315,0.43317558223672903
84852-53-9,0.022145529811708694,0.08683758233677052,0.2666666041034247,0.6243502837480963
13654-09-6,0.028331193253031992,0.0820161771634143,0.2788965644881333,0.6107560650954206
3674-13-3,0.034333764280839445,0.18136767173993754,0.7543991938583776,0.02989937012084544
78-75-1,0.014741256299759047,0.3658306699830149,0.5554928493685759,0.06393522434865002
89427-38-3,0.6237409948499012,0.34705999095414536,0.02473103130939302,0.004467982886560691
10474-14-3,0.086306057328444,0.19090886262682533,0.6774643049439624,0.0453207751007683
300-76-5,0.711354759475842,0.1499485064241135,0.09763451464215614,0.04106221945788816
2872-96-0,0.17245839794586354,0.5563031586879774,0.12661776044255488,0.1446206829236041
106-93-4,0.01408528983505201,0.3427028297376374,0.6145693524751474,0.028642527952163144
1947-58-6,0.07608012245449314,0.30914204508667315,0.5408504780583278,0.07392735440050584
96-13-9,0.11008844203106202,0.4639764372331979,0.3973528916438649,0.028582229091875747
96-12-8,0.14369521718264358,0.1982482214819829,0.6096762588504137,0.04838030248496008
18791-02-1,0.050012991452201845,0.6250927961643542,0.3094932537861345,0.015400958597309247
75-81-0,0.012133789940563083,0.4079851724362324,0.41907506871098554,0.160805968912219
590-12-5,0.031807196221436934,0.6586983552100348,0.2611050862152197,0.04838936235330833
2302-30-9,0.5135994851556516,0.2875163091955088,0.18444259651748945,0.014441609131349915
14689-59-9,0.8192309172993927,0.12295538009301844,0.03989138836855587,0.017922314239033225
79-27-6,0.005495779322365766,0.7917137516389121,0.16342432609158536,0.03936614294713649
63867-08-3,0.02554461060052768,0.1119932135595645,0.4796956856937317,0.3827664901461763
64047-47-8,0.02171944512874519,0.14889978871864337,0.8004925654855588,0.02888820066705258
63938-47-6,0.04989037762072412,0.5327472483086864,0.327525406506254,0.0898369675643357
613-53-6,0.03666945006640129,0.37324149841224713,0.40281475723770593,0.18727429428364564
115-17-3,0.0291313815617912,0.8027506935208221,0.14186388817487022,0.026254036742516702
75-25-2,0.005699816774220821,0.6669242749712618,0.30205710994740825,0.025318798307108977
42136-31-2,0.6070839800031503,0.30657856378799775,0.07404096864275807,0.012296487566093877
64050-72-2,0.13894570329834147,0.5906542831214187,0.1911782873488974,0.07922172623134256
42136-30-1,0.1190311289820593,0.5984778279167805,0.251013732207679,0.031477310893481145
26637-71-8,0.013365948301182717,0.21729234324245664,0.6032910065531035,0.1660507019032571
69094-18-4,0.08390165888862583,0.6849566140036957,0.20086608340927453,0.0302756436984038
74-95-3,0.006038570000245714,0.3636674088894111,0.5637165497795985,0.06657747133074447
3252-43-5,0.05020237950570367,0.728220260508296,0.2151578527873,0.006419507198700081
598-91-4,0.37021634770121636,0.28197119532734694,0.2772515998597215,0.0705608571117152
124-48-1,0.004252712761951062,0.14819065922772637,0.7333751450751209,0.1141814829352015
25497-30-7,0.03793149590724516,0.20452266837761343,0.54285372180519,0.2146921139099511
83447-96-5,0.023239899137235603,0.5380356782486854,0.3920719088935851,0.0466525137204937
473-49-4,0.17459848780830198,0.561105381003959,0.11991269797699991,0.1443834332107393
117900-35-3,0.02523414728988038,0.27265869441312546,0.48025925266809394,0.22184790562890006
4460-32-6,0.15772652197063483,0.4929099313979308,0.29357953432874245,0.055784012302691824
2260-08-4,0.11218324342394742,0.15656750193311095,0.5003485601550213,0.23090069448791994
386-17-4,0.03718902984836133,0.07712724397633444,0.6718660627628799,0.21381766341242434
67-30-1,0.016609387045641744,0.17775770036502267,0.598247306531712,0.20738560605762343
16423-68-0,0.0824258428516794,0.11671561905073609,0.5436692678060077,0.2571892702915771
10397-75-8,0.03966178734285065,0.08135903709711846,0.36006330782539103,0.5189158677346402
59017-64-0,0.029485270098100286,0.08001802889103796,0.2936414413795445,0.596855259631317
79770-24-4,0.049460386467123814,0.16191505648768434,0.4384262329988854,0.35019832404630635
7246-21-1,0.026419723997868787,0.06459253124545587,0.5113723772624291,0.3976153674942461
96-84-4,0.22087675858514294,0.2175069994404982,0.3684810596641541,0.19313518231020466
59939-17-2,0.0853911473353884,0.14958349918287506,0.41261363778527277,0.35241171569646396
16034-77-8,0.020254900353286014,0.07025319321835276,0.42640061992960876,0.4830912864987526
22730-89-8,0.05191709116609071,0.12492231172527087,0.622825113914537,0.20033548319410124
31112-62-6,0.046532135000607544,0.05134743589062092,0.3048070190051496,0.5973134101036223
440-58-4,0.006358065471315832,0.029654674535205133,0.457891943834815,0.5060953161586643
66108-95-0,0.016908540053798566,0.08661661133316555,0.4349647848956292,0.46151006371740666
3115-05-7,0.032913763710600126,0.1534673730973977,0.5243538893408972,0.28926497385110483
111453-32-8,0.014976586420346586,0.0335240601804234,0.5464860093990573,0.4050133440001723
19403-92-0,0.049502526184011846,0.318613992984262,0.5988147372729968,0.0330687435587292
37441-29-5,0.01663429640970342,0.02617212744564769,0.4786678212655741,0.478525754879075
19774-82-4,0.014851786565663409,0.1981236585429954,0.6091391931573857,0.17788536173395592
3861-47-0,0.022209109196349743,0.6477781943077653,0.26135633303406863,0.06865636346181632
57808-65-8,0.07977080982298841,0.17009741472228532,0.6234833461671253,0.12664842928760114
577-91-3,0.1188620359668832,0.2792553671372715,0.567375049076231,0.03450754781961418
14689-57-7,0.4632838175828501,0.463393792063248,0.05596827177217138,0.01735411858173043
17601-49-9,0.03348337707919404,0.2461912720266928,0.546107107982108,0.17421824291200547
1746-25-4,0.36330677019682583,0.19524499626241848,0.32814845329445236,0.11329978024630288
29717-26-8,0.19317624058469032,0.29514401954297687,0.4241395654346898,0.08754017443764295
75-47-8,0.0030989966961878354,0.1515985029407908,0.787153059197474,0.05814944116554729
68439-50-9,0.03853564775139425,0.12704220633711086,0.6413484335854588,0.19307371232603604
9004-95-9,0.037080140809030965,0.1226429272395213,0.6562897404872422,0.18398719146420547
65-29-2,0.07712362237576241,0.4366639743068675,0.28504057744017136,0.2011718258771985
63869-27-2,0.2848554535820048,0.17330887802876266,0.4108137664748917,0.13102190191434052
3247-33-4,0.6703892419481308,0.14581461785145347,0.13505240831517648,0.04874373188523932
70682-61-0,0.008422517248134722,0.019417026380577494,0.9479426478091982,0.02421780856208944
3319-31-1,0.010826237842180994,0.007807728899785033,0.3757655907205347,0.6056004425374993
301-13-3,0.005568522626044432,0.03827400670326383,0.32429241076417314,0.6318650599065188
78-42-2,0.0066641770627005464,0.025726728132160554,0.658376665001073,0.30923242980406596
56706-10-6,0.025730138637444416,0.09336369544577935,0.7224117740119541,0.15849439190482195
160194-28-5,0.02311296206296982,0.08399422521496043,0.7846042960980203,0.10828851662404938
15458-87-4,0.04574386967452955,0.6503285460070887,0.2387058297739902,0.06522175454439179
105084-66-0,0.46922977532685,0.23039991811925375,0.22861134236643554,0.07175896418746076
13080-06-3,0.014656021885071603,0.0968077681411497,0.7498086809221076,0.138727529051671
15180-47-9,0.005528306755179327,0.04175486695328848,0.8355337500763732,0.1171830762151592
35077-00-0,0.005702545264029578,0.028500280874285605,0.8348718937198117,0.130925280141873
63869-22-7,0.6424525288519539,0.22736544047686344,0.10388068689487953,0.02630134377630322
139-60-6,0.007966189879919303,0.059055629814775204,0.779286992132485,0.15369118817282051
34206-40-1,0.028096124529581785,0.1250054910504065,0.6599320977023259,0.18696628671768598
752-56-7,0.008906899647310654,0.040405409864702944,0.34985969086401997,0.6008279996239665
74758-25-1,0.006287099425111359,0.07454402194907654,0.7856240690977117,0.1335448095281004
23505-41-1,0.06160510790543362,0.5300587086885495,0.3667627021752866,0.0415734812307305
154702-15-5,0.021445670600895785,0.05401716213968793,0.4839230930580771,0.4406140742013394
3857-80-5,0.019616141095503897,0.23538359372069023,0.731960009768624,0.013040255415181664
3687-16-9,0.022433525468479324,0.2597994798228554,0.6844369305351494,0.03333006417351582
141-94-6,0.01722208506396209,0.17538822516355626,0.7891740013554502,0.018215688417031275
68289-21-4,0.012934810577978345,0.08422830219348093,0.6669414776803427,0.2358954095481981
67762-53-2,0.010358442507928028,0.035250404777021044,0.7322488486205082,0.2221423040945425
4559-86-8,0.0054188422754511715,0.06002600903362565,0.894946596434208,0.039608552256715064
10254-57-6,0.059109497823068735,0.09339754117734322,0.5900417564210345,0.2574512045785535
53306-54-0,0.011061054264577064,0.008154941435934142,0.35231570127799944,0.6284683030214896
1941-30-6,0.02858523481381395,0.7104095503818163,0.22833833493389968,0.032666879870470136
682-01-9,0.000891590324376662,0.006198416534052009,0.7089411348548295,0.28396885828674207
486455-65-6,0.015029826524474366,0.031805375322374686,0.858549556491026,0.09461524166212512
126-57-8,0.016543122840935648,0.02257095571899421,0.458833019512541,0.5020529019275292
11138-60-6,0.019456292206548043,0.010855896800322373,0.4358347524311397,0.5338530585619898
78-16-0,0.016075635750916615,0.019541360885249652,0.7509816560736391,0.2134013472901947
106-20-7,0.02386833868454101,0.2577844613595764,0.5479504953971432,0.17039670455873956
295800-70-3,0.030052636567041557,0.028882969837985193,0.5785287045548666,0.36253568904010625
10143-60-9,0.00798528204517609,0.046781675717969644,0.6036260896091309,0.34160695262772334
22174-70-5,0.005062730356936192,0.04391966072757583,0.4014178884382963,0.5495997204771919
19074-24-9,0.010047118162815743,0.017653351160573368,0.6681001599650473,0.30419937071156367
122-62-3,0.010086152729910182,0.009418195635461531,0.32400864455358924,0.6564870070810389
103-24-2,0.009203820393404356,0.010640137556868691,0.4486089009362931,0.531547141113434
103-23-1,0.011435391862000467,0.007307211466643454,0.6194534171931252,0.3618039794782307
2915-57-3,0.00889988526817568,0.009252306636100141,0.5242110411365675,0.4576367669591567
84731-70-4,0.009192617765519169,0.005220380158691899,0.2922406815157478,0.6933463205600414
117-81-7,0.006963580746946778,0.005670966423986655,0.2939404681981934,0.6934249846308731
14858-73-2,0.005325841015317495,0.013852869778260713,0.29869169217662855,0.6821295970297929
3658-48-8,0.013415644963028868,0.02975486534434951,0.6824615637795197,0.274367925913102
298-07-7,0.012373060901972415,0.030156876667599867,0.7154415677592222,0.2420284946712054
63449-80-9,0.03169153515491927,0.09699597002714135,0.3483285980001738,0.5229838968177651
7425-14-1,0.00886330949541713,0.02751601668163669,0.47916182615314995,0.4844588476697963
18268-70-7,0.005343525610484814,0.010575798842713006,0.4103227023333987,0.5737579732134036
94-28-0,0.004747572101726683,0.01286739042373608,0.5649223122126974,0.4174627252618396
3282-85-7,0.011231973871829,0.032374919046706835,0.7953374669709283,0.16105564011053564
7790-07-0,0.005602080916665149,0.00577721024783962,0.448046096498634,0.5405746123368612
25724-60-1,0.0035055469796822026,0.00814679981195909,0.5316985795380174,0.4566490736703413
10022-60-3,0.0046417059270490845,0.0061514496571319546,0.7786412911908617,0.2105655532249576
468-61-1,0.008627329362314135,0.09794603688395383,0.7111171197751089,0.18230951397862294
4551-59-1,0.011430373965745184,0.1637087733852865,0.7050968876959487,0.11976396495301983
57647-13-9,0.009785975148733125,0.0644617125490585,0.6809666721024145,0.24478564019979407
27591-69-1,0.008543365753240212,0.07925557709214874,0.6751720456542764,0.23702901150033476
589-32-2,0.04580345092336799,0.23464680190335546,0.6963777695462633,0.023171977627013264
60012-88-6,0.028909694836928245,0.11079512214883772,0.7010827224202075,0.1592124605940269
78-53-5,0.45361730842595405,0.33063000447487484,0.20905040313749385,0.006702283961677225
115-79-7,0.051836830643349346,0.3061625361430194,0.5293656206810835,0.1126350125325482
122-31-6,0.003386409246039265,0.050595502909157,0.7735367551491962,0.17248133269560764
78-10-4,0.0015557211852631327,0.010230718538619319,0.7126125229253647,0.2756010373507526
17356-42-2,0.8515928684141502,0.08290605332410894,0.06413467907310819,0.0013663991886330006
3689-24-5,0.3341512809971269,0.10574891240367038,0.5135665734075542,0.04653323319164866
563-12-2,0.5678482076946142,0.07808134757637893,0.3216967739217204,0.03237367080728638
6926-73-4,0.6335367567876452,0.12406820937312306,0.08714739319736227,0.15524764064186986
78-07-9,0.0024469216007399095,0.014552490862988737,0.7162892207925677,0.2667113667437037
20395-17-9,0.5823672706393298,0.2735400512812031,0.1303124749009711,0.0137802031784957
18300-10-2,0.722941058834397,0.07927708341264914,0.13822425799817983,0.05955759975477397
2667-40-5,0.7966531898681194,0.0984115296222202,0.05692335885491177,0.04801192165474891
55134-13-9,0.05335032544409042,0.10378058246104108,0.5977834235147577,0.24508566858011094
33446-90-1,0.020603431319164065,0.057309989549169216,0.2755136998345155,0.6465728792971509
27879-29-4,0.025699114810539856,0.17788129830569116,0.6470791534563659,0.14934043342740302
35435-21-3,0.0035894330212923415,0.015367792380503294,0.7139874525437255,0.26705532205447907
55934-93-5,0.003923694159093212,0.04312615731558272,0.46068825491941895,0.4922618936059053
52030-05-4,0.010569655069510782,0.07832053838454275,0.6368937968560197,0.2742160096899267
74051-80-2,0.009047072182377611,0.04553590188856155,0.7215445947444858,0.22387243118457487
2224-33-1,0.030144146340094952,0.08155027196830439,0.7582406360897628,0.13006494560183787
34036-80-1,0.011758221634219114,0.07265593134599505,0.6529449916942209,0.26264085532556514
6104-58-1,0.03599026152155618,0.08034413677533782,0.6433071774711058,0.24035842423200046
77-90-7,0.012761360493600347,0.03152271460285003,0.2966814168034629,0.6590345081000867
21327-31-1,0.4176888331640657,0.15706186324064914,0.1617293870606968,0.26351991653458834
5826-91-5,0.13346464266695332,0.502783732185996,0.3150322446211441,0.048719380525906596
22787-59-3,0.6616952375509109,0.040506273671119745,0.10704791704192651,0.19075057173604268
22787-58-2,0.7325667763341159,0.15890798047817653,0.07563256876908137,0.03289267441862618
5675-57-0,0.5904993227293857,0.2236241586949748,0.11354363053714106,0.07233288803849854
3730-54-9,0.043958393388869504,0.16951856789817288,0.695912005313913,0.09061103339904479
655-35-6,0.042977542988364925,0.10181385805937021,0.7595855992201304,0.09562299973213435
77-89-4,0.03185330816692195,0.1225001769621442,0.4121602936942574,0.43348622117667657
24748-23-0,0.016201403269010952,0.18909416409988888,0.6340636624701468,0.16064077016095343
70833-40-8,0.017404010294142153,0.10358996076263358,0.2559883889001422,0.6230176400430819
14504-73-5,0.03717696949481721,0.18329816059226692,0.5690856945109846,0.21043917540193147
67239-04-7,0.015176349842215171,0.09731525007155567,0.68203045009489,0.20547794999133895
2595-54-2,0.3398565774652677,0.47549488438671594,0.1705355154630316,0.014113022684984471
5137-55-3,0.01925481204149503,0.31418584997415816,0.57534919829566,0.09121013968868627
1421-14-3,0.003991296208705355,0.10839045245794476,0.7279003305229303,0.15971792081041966
2031-67-6,0.002585443010621773,0.009875554192117235,0.47691633947089723,0.510622663326364
64036-99-3,0.8423814122206649,0.13977081169065145,0.016370684626094874,0.0014770914625885701
26523-78-4,0.03926230565014613,0.08019045252701629,0.47594537975939877,0.40460186206343873
68814-95-9,0.01637523783277278,0.12614687537567,0.7396738205461629,0.11780406624539426
538-23-8,0.01575314655398594,0.023082360537217305,0.44250133776002915,0.5186631551487675
68130-53-0,0.013934096651975862,0.023610625188226767,0.530193975628293,0.43226130253150447
2528-38-3,0.008448704159462264,0.02924380322104155,0.863159223255366,0.09914826936413022
5343-44-2,0.01686148477127318,0.04214945427999195,0.5088528924143929,0.43213616853434184
5831-80-1,0.02532204479701019,0.04825066545603916,0.4816629154258715,0.4447643743210792
51249-05-9,0.1409548009370597,0.19049832141083126,0.5347267064653933,0.1338201711867159
102-85-2,0.016830568273356782,0.08138606296642004,0.6746560163825637,0.22712735237765966
126-73-8,0.0248072028673722,0.04140045085557916,0.7770133961075809,0.15677895016946794
998-40-3,0.06640763023457641,0.10858462105338189,0.6646893987444521,0.16031834996758987
115-78-6,0.01974350824508526,0.2710588662597703,0.4770869657032878,0.2321106597918563
33060-84-3,0.07058472657154695,0.4621821916591716,0.36473024552436395,0.10250283624491768
150-50-5,0.16064565890824137,0.4117564125727631,0.3787224170190172,0.04887551149997816
78-48-8,0.21837317957654886,0.483944305532321,0.23254089189607324,0.06514162299505664
60-01-5,0.006381603157283175,0.03543622349351797,0.5055605984778533,0.45262157487134547
74125-01-2,0.6143051557743218,0.2829335598286583,0.09049455719413031,0.012266727202889625
1496-94-2,0.19591567296519305,0.061602988353174216,0.6323999875629461,0.11008135111868667
21270-07-5,0.032314227456449,0.6267061337589325,0.21068912384774968,0.13029051493686877
29806-73-3,0.017070988810742767,0.027942874733338226,0.38454361034338885,0.5704425261125302
7346-61-4,0.02335780002693846,0.29825686071764873,0.3299506130761064,0.3484347261793065
59130-69-7,0.012576283302137795,0.026617049825829908,0.34068170175428253,0.6201249651177498
63907-12-0,0.04398904445479975,0.048124130121263854,0.33504508543644224,0.5728417399874941
1114-71-2,0.04847394738037769,0.14999048311743496,0.6553027891476777,0.14623278035450968
64058-98-6,0.07316947155791231,0.6849737600257568,0.19693403675307758,0.044922731663253467
64059-01-4,0.03417991235628953,0.5237208227546102,0.4043369759540537,0.03776228893504653
13194-48-4,0.6327890551698692,0.2851547775766879,0.07234453285266247,0.009711634400780435
2511-15-1,0.5762942193002167,0.21199230057429616,0.1854479768014394,0.02626550332404765
90220-15-8,0.6321258040253145,0.25685219258895037,0.09335081799247447,0.01767118539326083
759-94-4,0.018330518919467086,0.11844453397289983,0.7332698304503367,0.1299551166572967
23184-66-9,0.019828019053220677,0.11474529942385213,0.7644893634313354,0.10093731809159195
51218-49-6,0.02298348377208147,0.11682482271488805,0.7596287031215436,0.10056299039148685
109965-82-4,0.017466615446820353,0.3229049828214637,0.6290886321562376,0.030539769575478493
20954-13-6,0.001525725931339847,0.02380694355813271,0.8771632880782871,0.09750404243224016
102579-43-1,0.013644442389107657,0.12204641024978949,0.7091582339574144,0.1551509134036883
168152-77-0,0.038578227805044746,0.6887373729386541,0.1985427495236055,0.07414164973269541
168152-89-4,0.04536484545629759,0.6892318979081156,0.19030408947427405,0.07509916716131283
92953-10-1,0.008403815802846736,0.36446695811220914,0.5929399287537598,0.034189297331184275
17088-72-1,0.04129937872299856,0.18867408914615583,0.5321166829997384,0.23790984913110735
60763-41-9,0.008113323600041673,0.1856531165816188,0.25582474513943576,0.5504088146789037
35850-79-4,0.014042178372076471,0.1850308570160187,0.5078030509888704,0.2931239136230346
3309-68-0,0.751412239075497,0.2105368726127087,0.03292619330225413,0.005124695009540305
18109-81-4,0.006884783146790851,0.14463290133713286,0.7179555428979386,0.1305267726181377
52736-14-8,0.007087849943188571,0.04594387142163198,0.19251615288358376,0.7544521257515953
3862-08-6,0.01676892130993572,0.0399293211486611,0.576820793153919,0.3664809643874839
139-45-7,0.006567012921101716,0.04256551243495238,0.4160168981718824,0.5348505764720636
38727-55-8,0.010816979017073286,0.0672626216851828,0.8006191591676474,0.12130124013009634
80472-88-4,0.01517639369781096,0.09160863864794258,0.7666492649903195,0.12656570266392703
51356-13-9,0.5505515067515611,0.3187119933019215,0.10896654701532865,0.021769952931188736
33210-44-5,0.052312969651028295,0.5631820653399602,0.35890388359644326,0.025601081412568484
33210-40-1,0.06411225072264942,0.7258206152919104,0.18558387893116807,0.024483255054271954
33210-43-4,0.060779521320506034,0.71576013757739,0.20350812204114208,0.01995221906096194
1912-26-1,0.02483619876257827,0.1999829719125387,0.6983602740398293,0.07682055528505372
7779-27-3,0.053397223587355803,0.342466759651063,0.5539157209775855,0.05022029578399552
78816-48-5,0.01252846178141621,0.06384350769437945,0.6977200241869939,0.2259080063372103
2941-55-1,0.027704130038228632,0.07261225018069319,0.7508267172591537,0.14885690252192438
4740-11-8,0.06395655817967412,0.27939635469355145,0.6250401255184387,0.03160696160833592
125-99-5,0.054283154571429404,0.1643764062168125,0.7192320610486244,0.062108378163133374
5957-17-5,0.015584820570251571,0.0685241228142328,0.8858922443052095,0.029998812310306232
2001-81-2,0.017023107678964516,0.0859849340343866,0.804630970182798,0.09236098810385127
56-37-1,0.0869708711512362,0.19567450833821423,0.6681215960406212,0.04923302446992874
9004-57-3,0.014488308457875743,0.06091085836561046,0.5757584321789475,0.34884240099756647
7789-92-6,0.0028932259192972864,0.03644156204740638,0.6555760654310968,0.30508914660219943
10140-99-5,0.020203501973187266,0.21548904971047328,0.6116232651500746,0.1526841831662646
122-51-0,0.0014407985860394944,0.025663902300769117,0.6468340616207262,0.32606123749246513
63869-26-1,0.37576192032076056,0.4330044147875162,0.17705707160310172,0.014176593288621692
2425-25-4,0.13107882217331557,0.3388589010137553,0.483600306524622,0.046461970288307036
5823-25-6,0.23550177477380085,0.1408086353031122,0.545584223295581,0.07810536662750621
919-54-0,0.13747449787493587,0.25704030417699325,0.5760931347513462,0.029392063196724803
998-30-1,0.002932253942763511,0.01216295081842847,0.4731850070938942,0.5117197881449136
1067-47-6,0.0224936566868374,0.05025426005181067,0.8449613183746155,0.08229076488673608
919-30-2,0.013846096303616119,0.15084563847533083,0.619724290849863,0.21558397437119
76524-94-2,0.015710482017657908,0.045724121325867284,0.7499029805957953,0.1886624160606796
2602-34-8,0.011513917186280687,0.032362073471098506,0.4548634393293526,0.5012605700132685
14814-09-6,0.019307902671562203,0.10426472246672337,0.8233934117733995,0.053033963088314734
34708-08-2,0.2665906917659576,0.44824980812038057,0.1837376738104905,0.1014218263031714
15129-36-9,0.01930970528699156,0.05929326697200376,0.8411852384784743,0.08021178926253043
15267-95-5,0.014766727766500736,0.06866338595936969,0.6885749027904585,0.22799498348367117
122-52-1,0.02275020839608425,0.11715888160859063,0.713968613526513,0.146122296468812
78-40-0,0.05277019334984993,0.04483723415278179,0.8043403975115445,0.09805217498582373
78-38-6,0.08515304319406522,0.09447964646880506,0.6623001556140212,0.1580671547231085
126-75-0,0.8042000833853427,0.1658063274527823,0.026400101614745864,0.0035934875471295294
298-03-3,0.3905037816544446,0.3417117052949797,0.24996332051732617,0.017821192533249392
298-04-4,0.7451038663801254,0.20475355502307094,0.04328621937608847,0.006856359220715295
298-02-2,0.699869889784078,0.2409509234280658,0.05366639316241758,0.005512793625438486
1186-09-0,0.51242591645755,0.36085280733638203,0.10236310209460438,0.024358174111463293
2524-09-6,0.5149119894103764,0.25563605665171785,0.20974384358826212,0.019708110349643884
2497-07-6,0.7257007351567236,0.23318509023362263,0.032916374884519206,0.008197799725134933
2588-03-6,0.8324720948904059,0.14157018454716414,0.02283018551250511,0.0031275350499251
2496-91-5,0.1317764894329365,0.788444904021691,0.05062445145597731,0.029154155089395194
4891-54-7,0.5265317620312289,0.20476841865507847,0.2199071131374407,0.04879270617625168
2497-06-5,0.2269021819906916,0.6940736173127176,0.06477978061202562,0.014244420084565033
2511-11-7,0.5936708986735808,0.30496076237685926,0.08965100045658332,0.011717338492976691
2404-78-6,0.5260043096674779,0.4110358540864187,0.051591849405440454,0.01136798684066304
688-62-0,0.32950821256970647,0.4177790977781795,0.22968294331839184,0.023029746333722515
1486-39-1,0.48967619304039595,0.415368842582469,0.08324695795136426,0.011708006425770714
87310-56-3,0.020077988111202,0.20491567117990672,0.6052186986295373,0.16978764207935354
55881-07-7,0.029028849158081033,0.08060402503832323,0.09458908477273639,0.7957780410308591
