CASRN,Toxic_svm_ecfp6bits-0,Toxic_svm_ecfp6bits-1
75-25-2,0.28063767277647705,0.719362327223523
42136-31-2,0.11942798496741325,0.8805720150325869
64050-72-2,0.056121549314155965,0.9438784506858441
42136-30-1,0.15480249982165423,0.8451975001783458
26637-71-8,0.38771710231050666,0.6122828976894933
69094-18-4,0.46433403538899254,0.5356659646110075
74-95-3,0.20948947724879388,0.7905105227512063
3252-43-5,0.1322520723963901,0.8677479276036097
598-91-4,0.12235165049226979,0.8776483495077304
124-48-1,0.13030563093057262,0.8696943690694273
25497-30-7,0.09620583145009304,0.9037941685499069
83447-96-5,0.30159246170435433,0.6984075382956454
473-49-4,0.4064147302100636,0.5935852697899365
117900-35-3,0.6143023851509849,0.3856976148490151
4460-32-6,0.24519253173018085,0.7548074682698189
2260-08-4,0.8343615292041587,0.16563847079584104
386-17-4,0.7343523095926776,0.2656476904073224
67-30-1,0.6424380619560451,0.3575619380439548
16423-68-0,0.6884472244825948,0.31155277551740523
10397-75-8,0.6040474598882789,0.39595254011172115
59017-64-0,0.6636652268389033,0.33633477316109667
79770-24-4,0.7139658302329995,0.28603416976700025
7246-21-1,0.777918873162548,0.22208112683745196
96-84-4,0.7358520928896969,0.26414790711030306
59939-17-2,0.6182842888501332,0.3817157111498667
16034-77-8,0.7617194357788144,0.2382805642211856
22730-89-8,0.7328428817608458,0.26715711823915406
31112-62-6,0.77658783662424,0.22341216337575964
440-58-4,0.6000890624373226,0.39991093756267754
66108-95-0,0.894008108850742,0.10599189114925797
3115-05-7,0.7462472977981889,0.253752702201811
111453-32-8,0.8118839695345313,0.1881160304654687
19403-92-0,0.5,0.5
35453-19-1,0.6483769542502145,0.3516230457497855
37441-29-5,0.5,0.5
19774-82-4,0.2911158766473817,0.7088841233526182
3861-47-0,0.8047397286823078,0.1952602713176922
57808-65-8,0.43541515158957683,0.5645848484104232
577-91-3,0.5394434907776898,0.46055650922231034
14689-57-7,0.1351026026677079,0.8648973973322921
17601-49-9,0.4427594334799129,0.557240566520087
1746-25-4,0.3536296192716966,0.6463703807283034
29717-26-8,0.7705809183569947,0.22941908164300523
75-47-8,0.3491753749033718,0.6508246250966284
68439-50-9,0.9100832817212476,0.08991671827875225
9004-95-9,0.9241537371018138,0.07584626289818595
65-29-2,0.19628942998794405,0.8037105700120559
63869-27-2,0.09331693289808836,0.9066830671019116
3247-33-4,0.1397514579255506,0.8602485420744493
70682-61-0,0.9139251944238709,0.08607480557612888
3319-31-1,0.9203903415246641,0.07960965847533583
301-13-3,0.7808399243129986,0.21916007568700127
78-42-2,0.5953196901862398,0.40468030981376013
56706-10-6,0.609382213991526,0.3906177860084741
160194-28-5,0.19392346099781718,0.8060765390021829
15458-87-4,0.43528658157765276,0.5647134184223472
105084-66-0,0.1274046389170795,0.8725953610829204
13080-06-3,0.4463093062779771,0.5536906937220228
15180-47-9,0.30628292842287763,0.6937170715771223
35077-00-0,0.40569899710697066,0.5943010028930293
63869-22-7,0.1453788468335389,0.8546211531664611
139-60-6,0.40819184755990995,0.5918081524400901
34206-40-1,0.7200090952612548,0.2799909047387455
752-56-7,0.7334787131046767,0.2665212868953233
74758-25-1,0.10031009535718227,0.8996899046428178
23505-41-1,0.12058054029160513,0.8794194597083949
154702-15-5,0.9569635431073732,0.04303645689262669
3857-80-5,0.628071072546297,0.3719289274537029
3687-16-9,0.7182073696335192,0.28179263036648106
141-94-6,0.5846249295587569,0.4153750704412432
68289-21-4,0.2665311893703511,0.733468810629649
67762-53-2,0.7777034378284815,0.22229656217151855
4559-86-8,0.4407614693148024,0.5592385306851977
10254-57-6,0.15632146109989636,0.8436785389001036
53306-54-0,0.9029950041340532,0.097004995865947
1941-30-6,0.48384988858609734,0.5161501114139027
682-01-9,0.7469509297679066,0.25304907023209355
486455-65-6,0.7460287862189137,0.2539712137810863
126-57-8,0.8752495685166003,0.12475043148339976
11138-60-6,0.8594172915844048,0.1405827084155951
78-16-0,0.8446221091800682,0.1553778908199318
106-20-7,0.7273174316479853,0.27268256835201454
295800-70-3,0.6766345729355594,0.32336542706444077
10143-60-9,0.8276579797025371,0.17234202029746293
22174-70-5,0.8290193550840564,0.17098064491594356
19074-24-9,0.9284651999954088,0.07153480000459116
122-62-3,0.9166629894948691,0.08333701050513062
103-24-2,0.9116468472746779,0.08835315272532235
103-23-1,0.8922828927560088,0.10771710724399097
2915-57-3,0.9132374076143596,0.08676259238564049
84731-70-4,0.9467665672718657,0.05323343272813425
117-81-7,0.8894553933245849,0.11054460667541512
14858-73-2,0.8872306591411607,0.11276934085883901
3658-48-8,0.7577193892043601,0.2422806107956399
298-07-7,0.830402058446336,0.16959794155366412
63449-80-9,0.5351947784604497,0.4648052215395503
7425-14-1,0.9319077013263694,0.06809229867363047
18268-70-7,0.9242936975877118,0.07570630241228819
94-28-0,0.9335482677008394,0.06645173229916067
3282-85-7,0.7498914050288407,0.25010859497115956
7790-07-0,0.9330187619087318,0.06698123809126827
25724-60-1,0.9343488888045837,0.06565111119541651
10022-60-3,0.8345065668515603,0.1654934331484397
468-61-1,0.1633950573222192,0.8366049426777808
4551-59-1,0.3052346049602189,0.6947653950397812
57647-13-9,0.15567670280156254,0.8443232971984375
27591-69-1,0.43669808245025316,0.5633019175497469
589-32-2,0.20160570431971192,0.798394295680288
60012-88-6,0.5136577266488898,0.48634227335111013
78-53-5,0.07993861879640941,0.9200613812035905
115-79-7,0.18769462766944453,0.8123053723305554
122-31-6,0.4873472926469007,0.5126527073530993
78-10-4,0.6710291099417383,0.3289708900582617
17356-42-2,0.04429431079956898,0.955705689200431
3689-24-5,0.11421060752435072,0.8857893924756491
563-12-2,0.05189273701272662,0.9481072629872731
6926-73-4,0.1393985265828117,0.8606014734171885
78-07-9,0.541749903311452,0.458250096688548
20395-17-9,0.2161067962862164,0.7838932037137836
18300-10-2,0.06562039774602754,0.9343796022539724
2667-40-5,0.3161662798995012,0.6838337201004987
55134-13-9,0.8232886676999371,0.1767113323000629
33446-90-1,0.7036482915364457,0.2963517084635542
17980-47-1,0.5626834904121134,0.4373165095878866
27879-29-4,0.29984767602785806,0.7001523239721419
35435-21-3,0.8664163224769076,0.1335836775230925
55934-93-5,0.8560878381253088,0.14391216187469114
52030-05-4,0.684669022215227,0.315330977784773
74051-80-2,0.6092632638496831,0.3907367361503169
2224-33-1,0.6053731840938085,0.3946268159061915
34036-80-1,0.5459056833377828,0.4540943166622173
6104-58-1,0.8605332912187987,0.13946670878120118
77-90-7,0.8593607917197503,0.14063920828024956
21327-31-1,0.18706809323533283,0.8129319067646673
5826-91-5,0.22486601435536352,0.7751339856446365
22787-59-3,0.2681057193628193,0.7318942806371808
22787-58-2,0.17166557819997408,0.8283344218000259
5675-57-0,0.2840970449192503,0.7159029550807497
3730-54-9,0.46058183661990426,0.5394181633800957
655-35-6,0.5147668789194987,0.48523312108050104
77-89-4,0.7873317767986462,0.21266822320135398
24748-23-0,0.4222867184432149,0.5777132815567849
70833-40-8,0.8596204914118999,0.1403795085881001
14504-73-5,0.32099611985424564,0.6790038801457544
67239-04-7,0.5950125182763816,0.40498748172361854
2595-54-2,0.10384005743596936,0.8961599425640306
5137-55-3,0.4598418488985537,0.5401581511014464
1421-14-3,0.5381603107458665,0.4618396892541335
2031-67-6,0.5763919443743764,0.42360805562562365
64036-99-3,0.19964592243543167,0.8003540775645684
26523-78-4,0.7855986358352532,0.21440136416474673
68814-95-9,0.4234430288693225,0.5765569711306775
538-23-8,0.8142559477804896,0.18574405221951062
68130-53-0,0.8302589790528437,0.16974102094715623
2528-38-3,0.35696309149999034,0.6430369085000096
5343-44-2,0.8910368524870171,0.10896314751298314
5831-80-1,0.8758746355356773,0.12412536446432255
51249-05-9,0.5087593898753238,0.4912406101246763
102-85-2,0.48667560155120543,0.5133243984487945
126-73-8,0.3140445699368032,0.6859554300631965
998-40-3,0.3619561852626241,0.6380438147373761
115-78-6,0.272660708033893,0.7273392919661069
33060-84-3,0.19392556665540223,0.8060744333445977
150-50-5,0.28394189678392023,0.7160581032160799
78-48-8,0.22093283834321392,0.7790671616567861
60-01-5,0.9050961957264936,0.09490380427350645
74125-01-2,0.25951644193313905,0.740483558066861
1496-94-2,0.360267203394968,0.639732796605032
21270-07-5,0.4944476650457506,0.5055523349542496
29806-73-3,0.9364286951469148,0.06357130485308506
7346-61-4,0.8920982781120997,0.10790172188790054
59130-69-7,0.9369802735311709,0.06301972646882906
63907-12-0,0.9394736879519973,0.06052631204800267
1114-71-2,0.2592754778429403,0.7407245221570599
64058-98-6,0.11257207620552856,0.8874279237944714
64059-01-4,0.24909691284600474,0.7509030871539953
13194-48-4,0.1556458242423565,0.8443541757576436
2511-15-1,0.20446079567365305,0.795539204326347
90220-15-8,0.15576909414254994,0.84423090585745
759-94-4,0.3404638675341254,0.6595361324658746
23184-66-9,0.3787965538202577,0.6212034461797424
51218-49-6,0.4645187696817737,0.5354812303182261
109965-82-4,0.3118197156432123,0.6881802843567877
20954-13-6,0.4752202972997662,0.5247797027002338
102579-43-1,0.6604088811845219,0.3395911188154781
168152-77-0,0.07485420846461038,0.9251457915353895
168152-89-4,0.12497535820438767,0.8750246417956125
92953-10-1,0.3614272984814131,0.6385727015185868
17088-72-1,0.7913009643635213,0.20869903563647874
60763-41-9,0.7289341585743905,0.2710658414256096
35850-79-4,0.9270949778223502,0.07290502217764985
3309-68-0,0.05798075048263662,0.9420192495173635
18109-81-4,0.254379842545954,0.7456201574540463
52736-14-8,0.4230392288955045,0.5769607711044955
3862-08-6,0.22344990918416624,0.7765500908158336
139-45-7,0.6292331135488559,0.37076688645114403
38727-55-8,0.4770279137447122,0.5229720862552878
80472-88-4,0.5120524123416604,0.4879475876583397
51356-13-9,0.07584596871326828,0.9241540312867318
33210-44-5,0.12398277079495712,0.8760172292050431
33210-40-1,0.09193870180885187,0.908061298191148
33210-43-4,0.18608067017758756,0.8139193298224124
1912-26-1,0.16613399774833776,0.8338660022516622
7779-27-3,0.20405586229023281,0.7959441377097675
78816-48-5,0.21022618449995129,0.7897738155000488
2941-55-1,0.21498168310592564,0.7850183168940742
4740-11-8,0.23976975013143823,0.7602302498685617
125-99-5,0.1294562430882558,0.8705437569117441
5957-17-5,0.7170317420618836,0.2829682579381163
2001-81-2,0.5631328185791191,0.4368671814208808
56-37-1,0.26012046612308815,0.7398795338769121
9004-57-3,0.8565241447428884,0.14347585525711165
7789-92-6,0.7746823810120543,0.22531761898794572
10140-99-5,0.34496997272976565,0.6550300272702344
122-51-0,0.4072385055989944,0.5927614944010057
63869-26-1,0.1247388069931628,0.8752611930068371
2425-25-4,0.22832303365448298,0.7716769663455171
5823-25-6,0.07366274265163815,0.926337257348362
919-54-0,0.14100084152041417,0.8589991584795859
1067-47-6,0.755352995654799,0.2446470043452009
919-30-2,0.3953133969585175,0.6046866030414824
76524-94-2,0.6106309633438881,0.389369036656112
2602-34-8,0.7909799225954618,0.20902007740453832
14814-09-6,0.40733052611538106,0.592669473884619
34708-08-2,0.3611224250072947,0.6388775749927053
15129-36-9,0.48651286630489904,0.513487133695101
15267-95-5,0.23454376643137378,0.7654562335686261
122-52-1,0.5604823737090759,0.43951762629092406
78-40-0,0.09093786089246564,0.9090621391075345
78-38-6,0.13354043610840752,0.8664595638915924
126-75-0,0.1096892780270779,0.8903107219729222
298-03-3,0.16626028197737172,0.8337397180226283
298-04-4,0.05149842874136018,0.9485015712586398
298-02-2,0.04092867995088904,0.9590713200491109
1186-09-0,0.09843227338476103,0.9015677266152388
2524-09-6,0.032683088716496965,0.9673169112835031
2497-07-6,0.04688146431365908,0.9531185356863409
2588-03-6,0.058005407313599495,0.9419945926864006
2496-91-5,0.27147548801026483,0.7285245119897351
4891-54-7,0.22153959843312002,0.7784604015668797
2497-06-5,0.09435183500785846,0.9056481649921415
2511-11-7,0.19459078584686118,0.8054092141531387
2404-78-6,0.17367316453427614,0.8263268354657238
688-62-0,0.2910067710802795,0.7089932289197205
1486-39-1,0.1914350918843125,0.8085649081156875
87310-56-3,0.2573106253511576,0.7426893746488425
55881-07-7,0.85481570617285,0.14518429382715026
2229-55-2,0.7710439622942931,0.228956037705707
79451-10-8,0.2337349232059571,0.766265076794043
66996-10-9,0.11558872142401665,0.8844112785759835
30129-29-4,0.6704918143065567,0.32950818569344326
30129-30-7,0.6280910270355733,0.3719089729644267
55297-95-5,0.5,0.5
3004-70-4,0.37891619421442035,0.6210838057855796
53521-41-8,0.5933667907855963,0.40663320921440355
139-88-8,0.808963694856375,0.19103630514362496
33820-53-0,0.5149382409397593,0.48506175906024085
5892-41-1,0.3301064259161237,0.6698935740838763
1912-25-0,0.33540436387476613,0.6645956361252335
2275-18-5,0.07189472911990294,0.928105270880097
87130-20-9,0.5708491116940745,0.42915088830592546
63873-23-4,0.12184752599326136,0.8781524740067387
78-52-4,0.1004424114922671,0.8995575885077332
63873-21-2,0.20939049820830608,0.7906095017916936
68649-11-6,0.8363310270365878,0.16366897296341218
63990-57-8,0.3138737590344579,0.686126240965542
26818-53-1,0.32171181320567854,0.6782881867943213
27891-14-1,0.4441268889671088,0.5558731110328913
36756-79-3,0.26907041124772196,0.7309295887522781
19072-57-2,0.5756279873895265,0.42437201261047336
27591-74-8,0.14378115459814955,0.8562188454018507
66734-13-2,0.7688624540079179,0.2311375459920822
5593-20-4,0.9381425661761357,0.06185743382386433
5534-09-8,0.8446244501439045,0.1553755498560956
27778-88-7,0.07561844877309491,0.924381551226905
27778-86-5,0.05812271688363611,0.941877283116364
27778-84-3,0.1509144240354168,0.8490855759645833
27778-80-9,0.058006455911673804,0.9419935440883263
27778-82-1,0.20735302004401004,0.79264697995599
27684-92-0,0.12822323737992442,0.8717767626200756
26259-45-0,0.3500339813138948,0.649966018686105
40618-52-8,0.4329194175113852,0.5670805824886149
69-05-6,0.2541206142253608,0.7458793857746392
9050-04-8,0.16637132582441322,0.8336286741755868
60735-64-0,0.5526291634105323,0.4473708365894677
24151-93-7,0.15553059256547522,0.8444694074345247
2109-64-0,0.6944883895439937,0.30551161045600644
22457-23-4,0.4594183945666035,0.5405816054333966
541-85-5,0.845672963729975,0.15432703627002478
14355-07-8,0.25654910684891546,0.7434508931510846
10032-15-2,0.8776204689213771,0.12237953107862291
14355-12-5,0.0728632768700651,0.9271367231299349
10024-78-9,0.47792928770784543,0.5220707122921546
32838-28-1,0.9134449951581911,0.08655500484180893
57-33-0,0.27163336945488004,0.7283666305451202
71-73-8,0.3807378109838676,0.6192621890161324
871-22-7,0.5650791317536873,0.4349208682463128
105-82-8,0.6624005626216651,0.3375994373783349
29122-60-9,0.14680546044066742,0.8531945395593323
186817-80-1,0.8998908296636269,0.1001091703363732
7452-79-1,0.7639746245934388,0.2360253754065609
7286-69-3,0.41415475019622394,0.5858452498037762
98886-44-3,0.2726391190603734,0.7273608809396267
125-64-4,0.2682213563784529,0.7317786436215471
82834-16-0,0.7691880607545413,0.2308119392454587
730-07-4,0.4586227913647362,0.5413772086352636
33499-11-5,0.6691147824690451,0.3308852175309549
110429-62-4,0.590824457649559,0.40917554235044107
67050-64-0,0.1308762689180262,0.8691237310819739
54-05-7,0.07508074159227641,0.9249192584077235
1094-08-2,0.1613409273570977,0.8386590726429023
30238-41-6,0.7375528296587834,0.2624471703412166
64241-34-5,0.42886633225748133,0.5711336677425186
33499-13-7,0.7438163471616391,0.2561836528383608
63867-07-2,0.5,0.5
15299-99-7,0.24474169786958666,0.7552583021304133
4630-95-9,0.660522447666058,0.33947755233394195
66968-39-6,0.19453040825524176,0.8054695917447585
105-57-7,0.6463729368974928,0.3536270631025072
137658-79-8,0.8873012896677559,0.11269871033224413
7492-66-2,0.8989291860663796,0.10107081393362047
87820-88-0,0.682688741248324,0.31731125875167576
103890-78-4,0.7865653622190759,0.21343463778092422
52-60-8,0.07720280603969963,0.9227971939603006
50765-73-6,0.0665373351315096,0.9334626648684904
50765-89-4,0.11361880123829758,0.8863811987617027
15763-48-1,0.3586624490757895,0.6413375509242105
22609-73-0,0.6767997461739782,0.3232002538260219
88045-99-2,0.9068540974987859,0.09314590250121424
56358-09-9,0.6854135911080079,0.314586408891992
17702-79-3,0.24671646534214556,0.7532835346578546
41611-76-1,0.6936230533942394,0.3063769466057606
137-58-6,0.12093444103574462,0.8790655589642553
333-40-4,0.13260304800667386,0.8673969519933259
31775-20-9,0.7808563113140892,0.21914368868591078
105779-78-0,0.15213276896631694,0.8478672310336831
23191-75-5,0.4135046037081842,0.5864953962918157
88045-98-1,0.7846899709340768,0.21531002906592317
243973-20-8,0.5254920626233538,0.4745079373766462
57470-78-7,0.3982900661663746,0.6017099338336253
68227-46-3,0.49416377322404526,0.5058362267759547
5221-49-8,0.059897819444946765,0.9401021805550533
72542-60-0,0.25138485001216654,0.7486151499878334
79438-83-8,0.14433397976817314,0.8556660202318268
21409-78-9,0.2308355983060883,0.7691644016939119
40374-14-9,0.2504154491783995,0.7495845508216005
29232-93-7,0.11842607388062278,0.8815739261193772
13171-21-6,0.11274641562806414,0.8872535843719357
73521-00-3,0.18355675004866795,0.816443249951332
73512-92-2,0.17555568234980734,0.8244443176501927
73520-99-7,0.0965722566552231,0.9034277433447769
73512-93-3,0.19852634405406938,0.8014736559459307
73512-94-4,0.18132639529089833,0.8186736047091018
128606-48-4,0.1229979247070603,0.8770020752929395
57846-34-1,0.14298837642085482,0.8570116235791453
74639-40-0,0.5,0.5
1716-09-2,0.0769500523647885,0.9230499476352114
14143-09-0,0.3183752261409127,0.6816247738590875
10097-26-4,0.8795074162613937,0.1204925837386062
688-84-6,0.9018652058355962,0.09813479416440385
105-16-8,0.5699341486928318,0.43006585130716823
1918-08-7,0.4017377540215345,0.5982622459784656
14663-66-2,0.21188143509664367,0.7881185649033564
14663-67-3,0.1695041549039445,0.8304958450960553
10137-90-3,0.8126241585674299,0.18737584143257013
78193-97-2,0.22257795709956085,0.777422042900439
58458-55-2,0.2990763809505681,0.7009236190494321
103-09-3,0.9332129077728346,0.06678709222716561
29214-60-6,0.8901869224893214,0.10981307751067854
23947-60-6,0.43313431031597394,0.5668656896840261
437717-43-6,0.7167650685067569,0.28323493149324286
6946-94-7,0.5561613133064668,0.4438386866935334
1187-74-2,0.7842724965508494,0.21572750344915065
274671-61-3,0.3327012468157919,0.6672987531842081
2728-05-4,0.319306528370347,0.6806934716296529
134-62-3,0.38076552021302273,0.6192344797869773
52406-01-6,0.686318268087309,0.3136817319126909
953-32-2,0.04936338107102702,0.9506366189289732
60090-47-3,0.5805149104532559,0.4194850895467442
15386-51-3,0.07907130890951951,0.9209286910904805
2728-04-3,0.23462304352603644,0.7653769564739636
56632-42-9,0.6525404509092932,0.3474595490907068
299-45-6,0.17179508997495518,0.8282049100250447
2425-15-2,0.09944038276477683,0.9005596172352234
51356-23-1,0.10889305762419312,0.8911069423758069
51356-21-9,0.0930941614107771,0.9069058385892227
3099-88-5,0.02456487577372909,0.9754351242262708
1942-78-5,0.04733752761631292,0.952662472383687
108-35-0,0.09542089828675943,0.9045791017132406
15421-84-8,0.20655271906806857,0.7934472809319314
51356-11-7,0.1044008925597105,0.8955991074402896
51356-09-3,0.10051282915552906,0.8994871708444712
22439-40-3,0.07189333621485061,0.9281066637851495
5633-16-9,0.07664436698598699,0.923355633014013
26662-09-9,0.38238788490104153,0.6176121150989585
21673-86-9,0.34672879542946544,0.6532712045705344
107812-70-4,0.2577742476404496,0.7422257523595506
105435-14-1,0.1975249415670966,0.8024750584329033
63979-26-0,0.10128036267259523,0.8987196373274046
75274-20-3,0.5299475579427543,0.4700524420572457
2532-92-5,0.4141012197788742,0.5858987802211258
2544-52-7,0.19536872168539532,0.8046312783146045
88-24-4,0.7402946079066992,0.259705392093301
120-95-6,0.4227148884273004,0.5772851115726996
51959-14-9,0.24941519777761578,0.7505848022223841
79-74-3,0.5408603311496727,0.45913966885032736
10508-09-5,0.5747935000351609,0.42520649996483917
118134-30-8,0.37349762285348503,0.6265023771465151
3006-82-4,0.9277760209200072,0.07222397907999281
329-21-5,0.17000191540438536,0.8299980845956145
7795-74-6,0.13398166735263278,0.866018332647367
69784-43-6,0.2659420643588197,0.7340579356411804
55285-14-8,0.06926953154961506,0.9307304684503849
42222-50-4,0.9512123205795118,0.04878767942048814
3489-84-7,0.7038945034762898,0.29610549652371027
919-94-8,0.6089723776988871,0.39102762230111293
3734-95-0,0.15815885321673281,0.8418411467832669
129927-33-9,0.2675830899259005,0.7324169100740997
72590-77-3,0.905044801725709,0.09495519827429101
13472-08-7,0.2863849058105429,0.7136150941894572
78-66-0,0.39215424683456623,0.6078457531654337
1338-23-4,0.7121119706856055,0.2878880293143944
154619-86-0,0.10118259660508702,0.8988174033949131
154619-76-8,0.07150220813378154,0.9284977918662184
82559-96-4,0.6008747195088671,0.3991252804911328
82558-50-7,0.5673212846244954,0.43267871537550473
4268-36-4,0.6505973758356336,0.3494026241643664
5340-36-3,0.7461133206824762,0.25388667931752407
33236-05-4,0.1029578882073032,0.8970421117926969
33210-49-0,0.17002735444135791,0.8299726455586423
17091-21-3,0.8358527764432434,0.1641472235567564
82560-06-3,0.4105503033062086,0.5894496966937915
123199-92-8,0.3162677069982667,0.6837322930017333
77-74-7,0.571065953088026,0.42893404691197407
1986-53-4,0.729952914525743,0.27004708547425726
55937-99-0,0.5445511154491832,0.45544888455081667
1081-95-4,0.09966994835190539,0.9003300516480947
103446-98-6,0.532156773520685,0.4678432264793149
19457-00-2,0.4728771839155838,0.5271228160844162
30087-47-9,0.29917993140507704,0.700820068594923
40373-31-7,0.06426869655703922,0.9357313034429608
2631-26-7,0.10278618717980426,0.8972138128201956
3772-48-3,0.06682733107721818,0.9331726689227817
1474-80-2,0.058311588801728535,0.9416884111982715
28616-48-0,0.1377210106910965,0.8622789893089033
55769-64-7,0.6514612246193406,0.3485387753806593
89591-51-5,0.29277040036663476,0.7072295996333654
63580-68-7,0.02060802679562469,0.9793919732043753
60244-63-5,0.12091831354280241,0.8790816864571975
60244-60-2,0.05535563547077042,0.9446443645292295
7396-58-9,0.42844756763147684,0.5715524323685232
63039-90-7,0.2760311511317549,0.7239688488682453
18886-42-5,0.3757496286080283,0.6242503713919718
37686-84-3,0.15206833959827443,0.8479316604017257
63717-17-9,0.07308554983759102,0.9269144501624091
57647-36-6,0.1442049136158176,0.8557950863841824
104907-82-6,0.5125146016153407,0.4874853983846593
80472-86-2,0.14705133661842368,0.8529486633815763
76597-98-3,0.6872431158073679,0.3127568841926322
513-10-0,0.0899858056571114,0.9100141943428885
107-64-2,0.29589811834788227,0.704101881652118
68391-05-9,0.4068598421244592,0.5931401578755409
7173-51-5,0.42376858400709533,0.5762314159929047
37335-68-5,0.28674430853637906,0.713255691463621
124-03-8,0.25725919006143505,0.742740809938565
6458-13-5,0.4060402180672359,0.5939597819327641
70206-24-5,0.3830121568379313,0.6169878431620688
53-46-3,0.28607027785044586,0.7139297221495542
50-10-2,0.24014950938888963,0.7598504906111104
54663-47-7,0.46563461024044445,0.5343653897595556
32358-09-1,0.3089861703675894,0.6910138296324105
24789-78-4,0.20177552919889732,0.7982244708011029
154-82-5,0.2703841427594729,0.7296158572405271
3700-98-9,0.3451556056399809,0.654844394360019
3700-97-8,0.2852750474724399,0.7147249525275603
63917-07-7,0.20397064879290944,0.7960293512070907
38260-54-7,0.12628639470523192,0.8737136052947683
2830-87-7,0.1413457147454809,0.8586542852545189
21410-51-5,0.19804267235995077,0.8019573276400491
1634-78-2,0.1483404557506996,0.8516595442493003
121-75-5,0.2539316164521088,0.7460683835478913
18300-07-7,0.063724464581604,0.9362755354183959
3344-12-5,0.2736187229321472,0.7263812770678526
51012-33-0,0.2739586705269022,0.7260413294730979
4104-03-4,0.06872429408245405,0.931275705917546
816-19-3,0.8855176133794069,0.11448238662059297
15972-60-8,0.19687457733696018,0.8031254226630398
