CASRN,LD50_RF_rdkit2d
2260-08-4,0.32456019543155173
386-17-4,0.2142700891193961
67-30-1,0.3093595436539074
16423-68-0,0.030941484333365136
59017-64-0,0.12895465434496173
7246-21-1,0.39735357051698655
96-84-4,0.22502409546052407
59939-17-2,0.28865868264229777
16034-77-8,0.547848161165915
22730-89-8,0.3992933630747438
3115-05-7,0.41856653624067286
19403-92-0,0.0889274457527357
3861-47-0,0.07224461560604858
57808-65-8,0.25496370834384446
577-91-3,0.2429035144430586
14689-57-7,-1.1996298537231993
17601-49-9,0.4633230272314646
1746-25-4,-0.40207178083329137
29717-26-8,0.029017138164104495
75-47-8,0.3842041981144953
9004-95-9,0.6791188186060917
63869-27-2,-0.5453969107815511
3247-33-4,-0.5564241487935375
70682-61-0,0.6059579210083301
301-13-3,1.2699434127616172
78-42-2,0.9411937604385986
15458-87-4,0.34226250265804187
105084-66-0,-0.2439787203530288
13080-06-3,0.7351734730640852
63869-22-7,-0.4273937493503109
139-60-6,0.5045622935111861
34206-40-1,0.38157666932837514
23505-41-1,-0.05094846082630464
3857-80-5,0.4130532421918014
3687-16-9,0.5175024102411535
68289-21-4,0.29955377117277654
4559-86-8,0.6977264151493613
1941-30-6,0.6207366061676514
106-20-7,0.6885418487461498
10143-60-9,0.9745418060911721
19074-24-9,1.30716803854544
103-23-1,1.373452861939429
117-81-7,1.403834108063968
3658-48-8,1.0267239939009098
298-07-7,0.8745157692274313
63449-80-9,0.18125497169505503
7425-14-1,1.2572457523557163
18268-70-7,1.4481384197019478
94-28-0,1.2588487257561543
3282-85-7,0.8984703491222051
7790-07-0,1.25244129927604
25724-60-1,1.1127311475779982
10022-60-3,1.2775405639262225
468-61-1,0.5924082637103371
4551-59-1,0.5007791577354528
57647-13-9,0.3904156936476667
27591-69-1,0.3047721105143742
589-32-2,0.35100857822284204
78-53-5,-1.216167025768417
115-79-7,0.29888088498034676
122-31-6,0.9417183260719345
78-10-4,0.9466490099026669
17356-42-2,-1.1643895380847569
3689-24-5,-0.545900539100771
563-12-2,-0.8616303688587398
78-07-9,1.112646780279128
20395-17-9,-0.7373481594296847
18300-10-2,-1.3137973234480558
2667-40-5,-0.8011954225919503
55134-13-9,-0.24902471071284987
33446-90-1,1.0168918758732384
27879-29-4,0.5157004460253367
55934-93-5,1.035704182820759
52030-05-4,0.9734793047681695
74051-80-2,0.6010099315100625
2224-33-1,0.37300211519755333
77-90-7,0.6625835090540724
21327-31-1,0.3560013481009466
5826-91-5,-0.5531568689488431
22787-59-3,-1.0170052258133395
22787-58-2,-1.3858201252067377
5675-57-0,-0.8600365698689454
3730-54-9,0.2578587471186296
655-35-6,0.36345944348027454
77-89-4,0.6822736159658072
70833-40-8,0.8787576632791825
67239-04-7,0.7589294020795354
2595-54-2,-0.4408360230398669
5137-55-3,0.5221907390474593
64036-99-3,-1.4682663442362507
26523-78-4,0.5124421676677323
68814-95-9,0.594267821598036
538-23-8,0.9806647675416824
2528-38-3,0.9959267433159692
51249-05-9,0.5420617336454389
102-85-2,1.0460170297692863
126-73-8,1.161438123766623
998-40-3,0.7005194702140138
115-78-6,0.30302356648655954
33060-84-3,0.10698770114478108
150-50-5,0.016764223722089026
78-48-8,-0.13275549892421581
60-01-5,1.0448362686917774
74125-01-2,-0.6644123722293223
1496-94-2,0.6987892011879747
21270-07-5,0.007932989207049526
7346-61-4,0.7025182014690373
63907-12-0,0.9989024342893589
1114-71-2,0.612194865929366
64058-98-6,0.019173892250321393
64059-01-4,0.2791671375990363
13194-48-4,-0.554625022679178
2511-15-1,-1.1581961596862973
90220-15-8,-1.4073463652185652
759-94-4,0.5720164816622981
23184-66-9,0.6340813315066334
51218-49-6,0.5928098212133073
109965-82-4,0.22324427432092903
92953-10-1,0.3730615376330044
17088-72-1,0.6504830648914122
35850-79-4,0.6372985572524262
3309-68-0,-2.005207847111683
18109-81-4,0.39862381580656103
139-45-7,1.0542320976543031
38727-55-8,0.599030064686612
51356-13-9,-0.7292311251148541
33210-44-5,0.013288878374527987
33210-40-1,-0.2619091489471291
33210-43-4,0.07309681568903041
1912-26-1,0.6813394281072261
7779-27-3,0.7021933703590902
78816-48-5,0.15884819196575584
2941-55-1,0.6513146528043149
4740-11-8,0.42656152453884694
125-99-5,0.4669079110446074
5957-17-5,1.000683461684491
2001-81-2,0.6883572263008539
56-37-1,0.4950593111105474
7789-92-6,1.2986065802009203
10140-99-5,0.4796281559097601
122-51-0,1.1232742915436902
63869-26-1,-0.7032713617367826
2425-25-4,-0.5206403235575657
5823-25-6,-0.3708841987434054
919-54-0,-0.02407085142439821
1067-47-6,0.8700473713046837
919-30-2,0.9950107579109323
14814-09-6,0.2800227902215273
34708-08-2,-0.10218414429030691
15129-36-9,0.631993563455825
15267-95-5,0.5313364086729727
122-52-1,1.0104393253987283
78-40-0,0.5055934288840225
78-38-6,0.659802812325216
126-75-0,-1.281487195590067
298-03-3,-0.9232788145541643
298-04-4,-1.8029620706532177
298-02-2,-1.7651146322675697
1186-09-0,-0.6670194815218251
2524-09-6,-1.006913384226798
2497-07-6,-1.5371348234651698
2588-03-6,-1.441754453392693
2496-91-5,-0.9497287876846423
4891-54-7,-0.590711172761262
2497-06-5,-1.083507716035754
2511-11-7,-1.2816535586113313
2404-78-6,-0.5616304538210496
688-62-0,-0.32970872747581664
87310-56-3,0.642330635233667
79451-10-8,-0.585744773632832
66996-10-9,-0.44779591065859564
55297-95-5,0.07519224831321417
3004-70-4,0.5933521780660802
53521-41-8,0.9836396172020373
139-88-8,0.6870043034381685
1912-25-0,0.5681868182266506
2275-18-5,-0.6515584433538285
63873-23-4,0.10182420903970803
78-52-4,-1.4873330280054324
63873-21-2,-0.46340443308553714
26818-53-1,0.45002563351498504
27891-14-1,0.4718120978344198
36756-79-3,0.7054936919774544
19072-57-2,0.6042740180446502
27591-74-8,-0.2888808200079116
66734-13-2,-0.32186017362651775
27778-88-7,0.27026100939262926
27778-86-5,0.3454203072953854
27778-84-3,0.30672241329901273
27778-80-9,0.3329674846864953
27778-82-1,0.21234390876602507
27684-92-0,0.25348825622434185
26259-45-0,0.6356271679100309
40618-52-8,-0.07445747989438527
69-05-6,0.7110743158234553
9050-04-8,0.21502813149306468
60735-64-0,0.5092009551395902
24151-93-7,-0.5328783859749394
2109-64-0,0.9282775913910679
22457-23-4,0.9356819602626743
541-85-5,1.228280131889874
14355-07-8,0.09394462819135294
14355-12-5,-0.2944756347886652
10024-78-9,0.5405171794263238
32838-28-1,0.757328016180726
57-33-0,0.07637692430113066
71-73-8,0.26803666320233893
871-22-7,1.1532067568126407
29122-60-9,0.2902213375867177
7286-69-3,0.43738161057158503
98886-44-3,-0.6394632530652549
125-64-4,0.6695130610223533
730-07-4,0.6289824639650232
33499-11-5,0.5622278368874296
110429-62-4,0.2954152478985848
67050-64-0,0.30274097185927945
54-05-7,0.31430841251961417
1094-08-2,0.27174212907537687
30238-41-6,0.5316535709570144
64241-34-5,0.277903796984666
33499-13-7,0.47283710244921723
63867-07-2,0.6235876279810281
4630-95-9,0.4307018706474325
66968-39-6,0.1830449427223003
105-57-7,1.3735356302919033
87820-88-0,0.5274694549973507
103890-78-4,0.5501794314806653
52-60-8,-0.6202402147527805
50765-89-4,-0.30493790833058504
15763-48-1,0.3428125035350768
22609-73-0,0.3697809427611816
88045-99-2,0.6219502803038698
17702-79-3,-0.40752995474591514
137-58-6,0.5825298958515804
333-40-4,-0.4031001782563505
31775-20-9,0.39082131318369157
105779-78-0,0.27316453261391593
23191-75-5,0.4779723706439263
88045-98-1,0.6891753260270153
57470-78-7,0.5443776398429677
68227-46-3,0.2675456227307863
5221-49-8,-0.1539061918661686
21409-78-9,-0.48985280378987767
40374-14-9,0.04829684921796551
29232-93-7,-0.32277564730840624
13171-21-6,-0.6212450144996062
73521-00-3,-0.12775531559722417
73512-92-2,-0.16643505389940097
73520-99-7,-0.15764242761296457
128606-48-4,-0.32492997904296383
57846-34-1,-0.3491725302779407
74639-40-0,0.2306693974568423
1716-09-2,-0.39907583653389755
14143-09-0,-1.28847694195757
10097-26-4,1.2741954161388973
105-16-8,0.8188569051107873
1918-08-7,0.39085169806900216
14663-66-2,-0.277071604195395
14663-67-3,-0.36414419336255893
10137-90-3,1.1690250985414057
78193-97-2,0.6049134158004283
58458-55-2,0.7627941625567167
103-09-3,1.5139833301416998
23947-60-6,0.6043215803523281
6946-94-7,0.9765995227892034
274671-61-3,0.589802628413169
2728-05-4,0.8696071496072597
134-62-3,0.8583908246470704
52406-01-6,0.1517533408731372
953-32-2,-0.5704467265071452
60090-47-3,0.6412310081561414
15386-51-3,0.2047957393118276
2728-04-3,0.9840609383127217
299-45-6,-0.840639944143268
2425-15-2,-0.8184574727943594
51356-23-1,-0.9744006564125176
51356-21-9,-0.5658895191837475
3099-88-5,-0.3446953496180155
1942-78-5,-0.569546534301537
108-35-0,-0.7787009989802531
15421-84-8,0.4576913267063844
51356-11-7,-1.5012315166807306
51356-09-3,-1.1231121909173452
22439-40-3,-0.744347730766346
5633-16-9,0.38256777232881267
26662-09-9,-0.7619815851585884
63979-26-0,0.5070354653573872
2544-52-7,-0.963439227254743
120-95-6,0.7786903497982107
51959-14-9,0.5034608740070635
79-74-3,0.7508689438091154
10508-09-5,1.0016393919107534
329-21-5,-0.33036822324040827
7795-74-6,-0.4399586714902871
69784-43-6,-0.7858103625883194
55285-14-8,-0.34023644222075644
3489-84-7,0.6600170331347321
3734-95-0,-0.6462420930724081
129927-33-9,0.30489602364713675
72590-77-3,-0.3272825977357936
13472-08-7,0.4266509565592543
78-66-0,0.8135459994415757
1338-23-4,0.8495294495479526
154619-86-0,-1.3117799240664465
154619-76-8,-1.2796391323766614
4268-36-4,0.6084184032155268
5340-36-3,1.1941264681308996
33236-05-4,0.0759050643277221
33210-49-0,0.2942452384787371
17091-21-3,0.7970932794141211
82560-06-3,0.6205324392485714
77-74-7,1.2922279505862002
55937-99-0,0.4983246877684353
1081-95-4,-1.1979812715313343
103446-98-6,0.2983844679425549
30087-47-9,-0.04292730155422793
40373-31-7,-0.7020661529515937
2631-26-7,-0.5019199232535968
3772-48-3,-0.8372521718671301
1474-80-2,-0.581507943536501
28616-48-0,-0.6455966978301835
55769-64-7,0.4816138562819624
89591-51-5,0.43124368978425975
63580-68-7,-1.165282829014961
60244-63-5,-1.240999200026162
60244-60-2,-0.6606847079123411
63039-90-7,0.012775974950486409
18886-42-5,-0.03346250442885739
37686-84-3,0.12624468860838273
63717-17-9,-0.26402717144183785
57647-36-6,0.4140067421966047
104907-82-6,0.48020584173375225
76597-98-3,0.4850681978544977
513-10-0,-0.9234208320781458
107-64-2,0.310608326602946
68391-05-9,0.7405909654729518
7173-51-5,0.27999101083004246
37335-68-5,0.26425782772099804
124-03-8,0.3241818083594095
6458-13-5,0.3309678932283884
70206-24-5,0.4378811066352413
53-46-3,0.20509831237950993
50-10-2,0.36339156299114755
24789-78-4,0.5005272638333135
3700-98-9,-0.07454091659403546
3700-97-8,-0.07433520571146433
63917-07-7,-0.009980351782759602
38260-54-7,-0.33885523033166753
2830-87-7,-0.1959552776300072
21410-51-5,-0.374719298253537
1634-78-2,-0.32621238110000905
121-75-5,0.1425667868980228
18300-07-7,-0.9007447424378694
3344-12-5,-0.00628232076594083
51012-33-0,0.5429597696598494
4104-03-4,-0.34872748721039093
15972-60-8,0.6831576171359443
117666-91-8,0.5083322759401717
117683-18-8,0.4624952240615307
90220-16-9,-1.0630144658633383
673-04-1,0.7740003925298311
64-96-0,0.3119995723851829
109410-00-6,0.1839507626763117
364-62-5,0.42916330584567336
4093-35-0,0.35421167983669233
19351-21-4,0.2818139277479653
304-84-7,0.8841105643950785
19351-20-3,0.5498214648087151
55619-22-2,0.5307596315898816
919-53-9,-0.2582653547146098
90245-33-3,-1.1241892360557064
22082-34-4,-0.629449776250933
78-62-6,1.142589954435113
1067-99-8,0.8170195555117803
999-34-8,0.18258621858074234
90220-14-7,-1.2590915429017557
996-04-3,-0.5266880644503759
996-05-4,-0.44549285315195564
63906-39-8,-0.2437541063520249
32744-43-7,-0.04938055909969794
7292-16-2,-0.6138568208344739
1014-70-6,0.5911057762095308
21923-23-9,-0.7312249638917432
2404-05-9,-0.6518568899435844
51528-03-1,0.25531086908940814
3254-62-4,-1.0876892440446762
115-90-2,-0.9439794617252952
6587-45-7,-0.6464127517654381
6132-17-8,-1.1791235608885855
101526-62-9,0.6075386428448983
109-66-0,1.8294342203709621
110-54-3,1.0569993558944497
84-76-4,1.8906074660717622
50602-85-2,0.5762566288893399
119-07-3,1.1553735428030525
123-79-5,1.4435267502702076
1639-66-3,0.9173759757134521
2915-53-9,1.2556793518433094
117-84-0,1.8538168794966663
70729-68-9,1.1794672096985095
110-32-7,1.2429886939765011
10058-20-5,1.176976782519685
3006-15-3,0.7427403920029284
84-75-3,1.4871667414283771
2050-92-2,0.4741849239783848
13256-06-9,0.6919437109864972
3913-02-8,1.3963182439605222
17810-51-4,-0.10546421603711266
21270-08-6,-0.05976345679528253
123-95-5,1.3779710619111198
111-92-2,0.3846283008730563
109-46-6,0.5218470877093644
102-83-0,0.5502825816948369
36167-63-2,-0.17632985412392047
102-81-8,1.0112794296163479
102207-73-8,0.5567344891593138
119-48-2,0.6253655556865498
51861-34-8,0.7138362008174792
924-16-3,0.7390052676127878
127-59-3,0.3754954230728672
142-96-1,1.2099916643530726
112-48-1,1.3145322562526096
112-98-1,0.9787803256275074
141-17-3,1.2847187713167882
16672-39-2,0.9222943642751473
141-03-7,1.4244511390414336
85-70-1,0.90268976450186
4056-77-3,1.2382851817990492
84-74-2,1.3479928757284065
7483-25-2,0.7470662275864888
4092-75-5,0.27478802268274294
1809-19-4,0.9820764480333227
130525-77-8,0.32769456982179684
2528-36-1,0.2532348376952811
544-40-1,1.0514839114628316
51-03-6,0.5237315052280391
2430-27-5,0.9870684424870938
123-19-3,1.1585789610053974
74550-96-2,0.5687700317601635
106-31-0,1.3259775982330972
132-82-1,1.0985087777951499
105-66-8,1.645595652327918
142-84-7,0.470811024623791
99247-33-3,0.6375149339513044
52888-80-9,0.8627769127320404
91893-38-8,-0.18705834709959618
57-66-9,0.6685331010195207
925-15-5,1.4703092044738466
136-45-8,0.7643933747325353
16066-38-9,0.8165070790280968
104-75-6,0.6024854901473098
10137-80-1,0.68619556408613
113-48-4,0.6287791012750031
104-76-7,1.22892420595038
5397-31-9,0.9009912184917472
10213-75-9,1.1808086226992274
4126-58-3,1.2728525433272966
1559-35-9,1.1200159772029432
2461-15-6,1.1012497259591854
103-44-6,1.2732668205738356
21270-19-9,0.012833473248996375
17751-71-2,-0.17241721790555298
17751-73-4,-0.16309227612940644
17751-72-3,-0.1545934038260626
17810-52-5,0.013556233364525857
17751-68-7,0.10867275983785032
21270-00-8,0.04261468058817555
21270-16-6,-0.047258809156831734
21270-12-2,-0.04586247053383405
21270-02-0,-0.045566160552062994
21270-03-1,0.03497835291940187
1928-43-4,0.3257756272377182
1928-47-8,0.2299333175179463
7659-86-1,0.4839778471779394
103-11-7,1.3658115400962285
5444-75-7,1.3340613372392773
4376-20-9,0.9421043818532591
18750-05-5,0.8415043737305595
4248-21-9,0.9478390307512121
24468-13-1,0.60891775188814
68037-57-0,0.9452357606834678
1070-03-7,0.8677419256663398
126-92-1,0.8525257984049978
123-04-6,1.2053473462374151
63834-30-0,1.1375542820815039
149-57-5,1.237815320606146
94-04-2,1.1356027371856734
589-82-2,1.259028204231753
10138-47-3,1.1938968586453402
10138-87-1,1.26544795985688
94-96-2,1.3126676280755527
10140-93-9,0.08970965738734353
7492-37-7,1.0229980708216238
106-35-4,1.2958038764893482
645-62-5,1.2522137107274953
5309-52-4,1.1595088048184659
6187-24-2,0.8529280717469593
1471-51-8,0.7607957926261377
126-93-2,0.9288964569497322
13360-63-9,0.5677414520016704
1861-40-1,0.39771170772211395
91893-68-4,-0.2153802561119063
68439-49-6,1.3617640466735443
15523-43-0,1.1786896166062
628-81-9,1.364546704485413
4413-13-2,1.3368201990992863
33236-04-3,0.011141492644054658
106-32-1,1.4672950789636543
79714-31-1,0.377361629058642
3570-46-5,0.5422689136859253
64058-22-6,-0.06887322304432304
105-54-4,1.7002060794535745
101205-02-1,0.4597610215673474
40626-35-5,-0.3718790771470384
89784-60-1,-0.41989082713177034
38527-91-2,-0.46620787166945
38524-82-2,-0.32645361804941214
34643-46-4,-0.5835161692376049
24017-17-2,-0.9109212116994363
18596-67-3,-0.3957038822585454
617-79-8,0.6222466909133407
97-95-0,1.2208416585603372
10232-91-4,1.279979198555109
10213-74-8,1.297434524576622
4468-93-3,1.0980559943354433
63907-07-3,0.38454316106331754
3953-10-4,1.2329034153762213
97-96-1,1.3493125801172599
19962-50-6,0.6306304415048063
88-09-5,1.1927177059471705
4189-10-0,0.775960253586837
584-02-1,1.3072166986853644
101952-86-7,0.5671472894130395
96-22-0,1.1606542403110307
72-56-0,0.4256905909867626
579-66-8,0.6824419622736406
38725-95-0,0.5732238812748692
522-40-7,0.4828699315514378
123-62-6,1.3907467193694882
5837-63-8,1.1957334946442237
41340-25-4,0.26483716205494534
136572-09-3,-0.23230537100833712
105-37-3,1.7207108685290766
512-48-1,0.8938228123055308
702-54-5,0.7302130956812078
1085-91-2,0.5817160148923542
77-04-3,0.7322448431336612
80733-97-7,0.5624643846791344
23192-94-1,0.5533231753551393
99233-24-6,0.5632162484615042
33236-13-4,0.14373020345620585
109-89-7,0.5987063580448098
105-55-5,0.4721655941369866
122-34-9,0.6746142312570398
104-78-9,0.9032936816692524
17074-44-1,-0.5222049612837413
27312-93-2,0.04832195610631961
6009-67-2,0.21643120920863998
100-36-7,0.7574247222123395
3105-97-3,0.2956037040941703
17074-42-9,-0.34326417916521146
51-06-9,0.493686341666529
23205-22-3,0.07556275790551803
34341-24-7,0.366416260766723
100-37-8,1.0744585886697213
63883-13-6,0.22844838004125184
53421-38-8,0.23556357669664807
911-45-5,0.3238776230708032
2192-21-4,0.31504128087849426
2426-54-2,0.9274694516869942
31329-57-4,0.19475506314499694
34580-71-7,0.2599599135725368
1641-74-3,0.612814930248908
2597-09-3,0.2793777524138663
57-37-4,0.5578310957249961
13352-70-0,0.2817052558443522
3735-90-8,0.47657910154912597
3010-02-4,0.833520494414471
102394-31-0,0.3138272229192101
67367-65-1,0.39338877340051004
2431-96-1,0.8810052711637428
2315-36-8,0.4028499256928134
120-21-8,0.6815989355427031
2198-58-5,0.3208704535052156
5123-63-7,0.6645877554822742
17754-90-4,0.5955604010100357
25953-06-4,0.7307371173169263
1696-17-9,0.8790009709152344
19311-91-2,0.8335301818330974
63886-92-0,0.6125143000166089
63887-51-4,0.5911251680260542
32773-96-9,0.6109999058206912
101152-94-7,0.39029391147088655
14052-72-3,0.3022143570236272
28249-77-6,0.47050828697420766
95-06-7,0.21412622724522937
95-30-7,0.3400092698570619
1331-27-7,0.9690275271136445
13056-98-9,0.40454726926649937
21600-43-1,0.28254669513193165
55-18-5,0.4822672190538541
6794-94-1,0.713462675735899
1709-50-8,0.664702945548474
36014-71-8,-1.0736515332922796
1050-48-2,0.36047637942837346
60-29-7,1.4233442943146934
629-14-1,1.4016394266829342
112-36-7,1.3396939407413546
763-69-9,1.446266209645314
110-40-7,1.373911351677291
123-25-1,1.40751841361276
27292-19-9,0.7096531143058846
22125-35-5,0.3017393109599396
59894-95-0,0.2625532390625393
73090-70-7,0.4644996975750004
98318-25-3,0.6723527287869837
84-66-2,1.1111873654353928
1609-47-8,0.7945983828463159
502-55-6,0.15889152809005336
1851-77-0,0.11283307306131432
1851-71-4,0.07457617684926379
6485-91-2,0.4424964890908885
762-04-9,0.9373085043092658
999-01-9,0.3544409724856542
10419-79-1,0.04890797428490477
75889-62-2,0.04482613688243307
679-36-7,-0.44315482229954084
21548-32-3,-0.8667842624559496
333-29-9,-0.861529522000834
1516-67-2,-0.22769158268982023
5131-24-8,-0.1776637427922928
64050-52-8,-0.4844754102607739
311-47-7,-0.23515578465186024
38331-02-1,-0.6601678699721769
14984-58-8,-0.40360029707321937
311-45-5,-1.171890841028317
897-83-6,-0.6300315635374927
2701-86-2,-0.5360258693107307
33399-00-7,-0.6014445135211506
2667-41-6,-0.5814285191216635
60971-95-1,-0.7171141414457146
5598-15-2,-0.3748811986601616
1491-41-4,-0.1616418951219194
16499-75-5,-0.45894453180222133
3734-92-7,-0.3816234185636224
51376-77-3,-1.395442516119414
14734-96-4,-0.7597002466573682
1885-95-6,-0.6531937704705527
1885-98-9,-0.8033794920182608
5954-10-9,-0.46981831393473933
54593-83-8,-0.5725880864877142
33841-12-2,-0.698994867613353
3735-01-1,-0.3501424604906105
84197-34-2,-0.8261311941137465
84197-35-3,-1.1024294055740171
39624-86-7,-0.9252563867538962
29689-00-7,-0.9208119297930284
6012-87-9,-0.7270345164771734
97-17-6,-0.7365698745500738
1224-63-1,-0.6517332060229041
4824-78-6,-0.6478184470762458
7533-79-1,-0.7700116159123304
4935-28-8,-0.6087096029922662
297-97-2,-0.7001716623107825
13593-03-8,-0.6074396326086354
18854-01-8,-0.5008175345222879
2921-88-2,-0.4368807430435286
24017-47-8,-0.4232287238438242
14816-18-3,-0.5991167762825481
2668-92-0,0.02844668803292254
16500-53-1,-0.6287328783814531
13286-40-3,-0.7211910619087368
2047-14-5,-0.08985657270447638
35461-10-0,-0.6021234219228705
16231-76-8,-0.3333219058340892
30725-71-4,-0.6244356682768922
2310-17-0,-0.60121113214474
6119-96-6,-0.8395772012261795
51356-06-0,-0.9483136020965355
51356-15-1,0.1717049126885023
51442-10-5,-0.23354338491922033
25923-97-1,-0.6862205615424566
3152-41-8,-0.8612426410795905
2275-14-1,-0.6597002086869473
24934-91-6,-0.75924950282314
6436-05-1,-0.6677633060103253
41219-31-2,-0.6341639208827086
3659-04-9,-0.31581144567517744
10312-20-6,-0.5085247137389405
38188-83-9,-0.8370847134292179
5823-20-1,-0.5911904843161343
973-28-4,-0.31340658450862713
4681-36-1,-0.219179641365385
63716-53-0,-0.6372000471884728
64-67-5,0.418024146563733
7305-61-5,1.0477065445981277
7776-66-1,0.25303209642666447
944-21-8,-0.5627352025051416
62421-46-9,-0.6928923185905381
1497-39-8,-0.6950386465827981
3563-52-8,-0.5275067878113352
1593-27-7,-0.9733576561200658
7260-35-7,-0.9072958069834779
327-98-0,-0.634709738728786
24017-24-1,-1.0006770734096397
18596-51-5,-0.5213749488559873
63869-31-8,-0.6972636147552571
597-88-6,-0.8515447072256801
352-93-2,1.0417720271328574
18771-38-5,0.19803899056183588
34491-12-8,-0.33693908324750765
110-81-6,0.6470090621144919
70-29-1,1.1254292661186904
59865-13-3,-0.23173331395996627
17013-35-3,-0.039448564947758544
94-86-0,0.9678326610099108
1264-72-8,-0.33540102314763914
108050-54-0,0.1277397755278133
80214-83-1,0.08185986185919196
81103-11-9,0.12788992460122156
6683-17-6,-0.7225774413640557
4147-51-7,0.5985955489591231
7087-68-5,0.6616934127909911
5827-05-4,-1.2813980338823945
642-15-9,0.35942421125218904
1331-50-6,1.0611138233061788
131929-60-7,-0.4046538260881466
75443-99-1,-0.15782943724059972
2964-06-9,-0.05540917818443998
973-21-7,-0.0032443953267976985
54767-75-8,0.37310718127406045
121158-58-5,0.896062709239132
34264-24-9,0.17013286440371897
31218-83-4,-0.4731496716744376
34381-68-5,0.6489075756838878
33857-23-7,-0.35727132106121134
78193-95-0,0.61069577495659
108419-32-5,1.4842634220967574
26748-41-4,0.9073878822515485
82560-54-1,-0.38961683030399263
33236-08-7,0.1038380674019679
26685-57-4,-0.049513393018201506
78-44-4,0.5585867530955629
115767-74-3,0.1896874979107288
51893-82-4,-0.2958464435485933
1610-17-9,0.6194342526395326
3853-74-5,-0.6630884552043758
834-12-8,0.7529547845381819
55837-18-8,0.9191897926463352
57-43-2,-0.29676459444609854
64-43-7,-0.14483791723412934
37205-87-1,0.8625325956140878
16537-52-3,-0.9588809365239016
24838-84-4,-0.709801147797985
21270-25-7,0.07411204437247763
21270-04-2,0.04637700001884275
97683-31-3,0.9766139055426509
1912-24-9,0.6623703398318362
3733-84-4,-0.04549867206463178
51162-51-7,0.14675509385280183
328-04-1,-0.40849240666355613
29911-28-2,1.249276835845201
91315-15-0,0.7342198136311822
10031-58-0,0.38028636171358804
477-32-7,0.28829458464759755
1020-35-5,-0.15835547818170367
5633-25-0,0.16364440217780254
43033-72-3,0.0859422219152392
51218-45-2,0.589309460084049
2307-68-8,0.7473279523387758
37172-05-7,0.9725962291750578
7319-47-3,0.3934700166086775
314-40-9,0.8122477602150618
105-46-4,1.6918981724583977
50602-40-9,0.6987508007941304
5787-73-5,0.5532893128498177
2282-34-0,-0.16670662204380143
2917-19-3,-0.2937730671222666
3766-81-2,-0.13173664870742527
1225-25-8,0.40194321697223634
27778-78-5,0.2615557697250072
27684-90-8,0.15276640207668465
35384-89-5,0.3109574797925162
24729-96-2,0.08510610004640293
561-78-4,0.07371937361237017
30238-40-5,0.5473689884222575
89396-94-1,0.5448556799354936
64050-87-9,0.9471725962515334
3614-30-0,0.423795016715555
2753-45-9,0.39297858970164246
79985-89-0,0.12805099836362457
82586-52-5,0.3738536572491602
22791-12-4,-0.4318875347212932
70667-26-4,0.21109699407444574
7789-99-3,1.4884509883095933
106463-17-6,0.535955639311333
57558-46-0,0.30981733290311375
33054-87-4,0.13575275590120198
5389-12-8,0.004011026611370861
105-30-6,1.2934953893903127
42615-29-2,0.7775827893632947
97-61-0,1.2066380154058964
