CASRN,EPA_knn_mordred-1,EPA_knn_mordred-2,EPA_knn_mordred-3,EPA_knn_mordred-4
3247-33-4,0.8142288682306932,0.09402938276549752,0.09174174900380928,0.0
70682-61-0,0.0,0.0,0.6709079236260437,0.3290920763739563
3319-31-1,0.0,0.0,0.20214610796389873,0.7978538920361012
301-13-3,0.0,0.0,0.21935469493399154,0.7806453050660085
78-42-2,0.0,0.0943203258277725,0.4167095746926535,0.488970099479574
56706-10-6,0.0,0.10599069012375692,0.6707934298212949,0.22321588005494808
160194-28-5,0.0,0.10824688586905118,0.6465546046162153,0.2451985095147335
15458-87-4,0.0,0.26710984868504883,0.5324589944503585,0.20043115686459276
105084-66-0,0.46044136621401943,0.23296472567479237,0.30659390811118825,0.0
13080-06-3,0.0,0.11632708862411051,0.445979510220818,0.43769340115507144
15180-47-9,0.0,0.10267912301207892,0.6631698930118044,0.23415098397611675
35077-00-0,0.0,0.0,0.6348883601514596,0.3651116398485405
63869-22-7,0.24063028866557495,0.6493116386405632,0.11005807269386193,0.0
139-60-6,0.0,0.0,0.9149899138597679,0.08501008614023206
34206-40-1,0.0,0.08828531953142602,0.823434824136715,0.08827985633185907
752-56-7,0.0,0.10737521619508127,0.6681129809129266,0.2245118028919921
74758-25-1,0.0,0.0,1.0,0.0
23505-41-1,0.27537708179206144,0.37650573887358146,0.2392152522082492,0.10890192712610805
154702-15-5,0.0,0.3232068670534873,0.4476002087797329,0.22919292416677983
3857-80-5,0.0,0.2436257917484001,0.5958823282191033,0.1604918800324966
3687-16-9,0.0,0.18849868046023824,0.5477189694752063,0.2637823500645556
141-94-6,0.0,0.18418164987155852,0.8158183501284414,0.0
68289-21-4,0.0,0.10906028362636953,0.7777748837769733,0.11316483259665715
67762-53-2,0.0,0.0,0.5422508807612391,0.45774911923876094
4559-86-8,0.0,0.10178276279055282,0.37216775460070617,0.5260494826087411
10254-57-6,0.11662335800667308,0.2297551675139009,0.5513930338449924,0.1022284406344337
53306-54-0,0.0,0.0,0.31680352958877367,0.6831964704112263
1941-30-6,0.0,0.43583799340663676,0.5641620065933632,0.0
682-01-9,0.0,0.0,0.5348535241626254,0.4651464758373745
486455-65-6,0.0,0.0,0.5619385570734862,0.4380614429265139
126-57-8,0.0,0.0,0.7298095967226662,0.27019040327733385
11138-60-6,0.0,0.0,0.6673936996449589,0.3326063003550412
78-16-0,0.0,0.0,0.5238618745603022,0.47613812543969786
106-20-7,0.0,0.21379777680015416,0.39972724623326766,0.3864749769665782
295800-70-3,0.0,0.0,0.43679826019171003,0.5632017398082898
10143-60-9,0.0,0.0,0.44929876549376274,0.5507012345062373
22174-70-5,0.0,0.0,0.2971059116085377,0.7028940883914623
19074-24-9,0.0,0.0,0.6345963343619136,0.36540366563808635
122-62-3,0.0,0.0,0.5568271229936893,0.4431728770063107
103-24-2,0.0,0.0,0.5727461480577717,0.4272538519422283
103-23-1,0.0,0.0,0.49883252439686726,0.5011674756031328
2915-57-3,0.0,0.0,0.5503574680627324,0.44964253193726766
84731-70-4,0.0,0.0,0.331742941954497,0.6682570580455031
117-81-7,0.0,0.0,0.3087308271162918,0.6912691728837081
14858-73-2,0.0,0.0,0.12631422487426777,0.8736857751257322
3658-48-8,0.0,0.0,0.5985827473663433,0.40141725263365663
298-07-7,0.0,0.0787506217199123,0.5599165685443176,0.3613328097357701
63449-80-9,0.0,0.18657609830099275,0.37946000718956113,0.43396389450944606
7425-14-1,0.0,0.0,0.11546974155250699,0.884530258447493
18268-70-7,0.0,0.0,0.524420194967059,0.47557980503294095
94-28-0,0.0,0.0,0.5329365012413114,0.4670634987586885
3282-85-7,0.0,0.0868055065829575,0.7330633755251977,0.18013111789184488
7790-07-0,0.0,0.0,0.46340010038415325,0.5365998996158466
25724-60-1,0.0,0.0,0.5960744883706514,0.4039255116293486
10022-60-3,0.0,0.0,0.6432805108439642,0.35671948915603585
468-61-1,0.0,0.37408081576658914,0.6259191842334108,0.0
4551-59-1,0.0,0.34771459255911863,0.6522854074408814,0.0
57647-13-9,0.0,0.0,0.9219606615349025,0.07803933846509752
27591-69-1,0.0,0.22008866910452343,0.6707815227697099,0.10912980812576667
589-32-2,0.0,0.22102685252843965,0.668971784605532,0.11000136286602832
60012-88-6,0.0,0.0,0.8014063448567119,0.19859365514328817
78-53-5,0.8016975678562536,0.09870854921438581,0.09959388292936057,0.0
115-79-7,0.0,0.4351860443587076,0.5648139556412922,0.0
122-31-6,0.0,0.0,0.605053808280264,0.394946191719736
78-10-4,0.0,0.0,0.7736624963334464,0.22633750366655367
17356-42-2,0.7041815238865771,0.093288474117922,0.202530001995501,0.0
3689-24-5,0.4685312372501588,0.3112494465185601,0.2202193162312811,0.0
563-12-2,0.7286512996550291,0.09013796491631211,0.18121073542865876,0.0
6926-73-4,0.9072495917364515,0.0,0.0,0.09275040826354859
78-07-9,0.0,0.0,0.7023677873388716,0.2976322126611283
20395-17-9,1.0,0.0,0.0,0.0
18300-10-2,0.9074893400435579,0.0,0.09251065995644205,0.0
2667-40-5,0.6799733168510576,0.217665319244096,0.10236136390484649,0.0
55134-13-9,0.43638301177459576,0.0,0.4546857049746538,0.1089312832507505
33446-90-1,0.0,0.19253459429450087,0.29785178486278324,0.509613620842716
27879-29-4,0.0,0.2020805106527571,0.7979194893472429,0.0
35435-21-3,0.0,0.0,0.7779233242424332,0.22207667575756684
55934-93-5,0.11333712769195754,0.0,0.34908779238611826,0.5375750799219242
52030-05-4,0.0,0.0,0.2301767092624913,0.7698232907375087
74051-80-2,0.0,0.09601490497175487,0.5935733288204714,0.3104117662077738
2224-33-1,0.0,0.0,0.909896824411441,0.09010317558855897
34036-80-1,0.0,0.1802942188014482,0.7322694287860019,0.08743635241255002
6104-58-1,0.0,0.17271850759318072,0.6432665877499829,0.1840149046568363
77-90-7,0.0,0.0,0.5386467211597797,0.4613532788402203
21327-31-1,0.29979201872116945,0.28903451680562653,0.14571766602895134,0.2654557984442526
5826-91-5,0.2297515641859567,0.4401698278796885,0.19767161290835628,0.13240699502599837
22787-59-3,0.7531431277382667,0.09823214647448787,0.0,0.14862472578724545
22787-58-2,0.5921632015087291,0.3343621963272892,0.07347460216398166,0.0
5675-57-0,0.6677024051564593,0.33229759484354077,0.0,0.0
3730-54-9,0.3758201750002643,0.4143745027320374,0.10225305461216935,0.10755226765552893
655-35-6,0.1320071415648725,0.0,0.5304430345691656,0.33754982386596183
77-89-4,0.0,0.19415924686876304,0.2266824530646665,0.5791583000665703
24748-23-0,0.0,0.153033922214028,0.22657365341428054,0.6203924243716914
70833-40-8,0.0,0.0,0.33486028876571006,0.6651397112342899
14504-73-5,0.11493270393793947,0.22868715375253507,0.6563801423095255,0.0
67239-04-7,0.0,0.11382749584441214,0.5705083966000627,0.3156641075555252
2595-54-2,0.328345551373394,0.22120018400142363,0.45045426462518234,0.0
5137-55-3,0.0,0.40723408319556975,0.4928658385164973,0.09990007828793296
1421-14-3,0.0,0.2222035227919888,0.6609217563636464,0.11687472084436488
2031-67-6,0.0,0.0,0.40360128565741915,0.5963987143425808
64036-99-3,1.0,0.0,0.0,0.0
26523-78-4,0.0,0.0,0.46774711661295676,0.5322528833870432
68814-95-9,0.0,0.21993698173902965,0.5771087505432956,0.2029542677176748
538-23-8,0.0,0.0,0.43242414393021794,0.567575856069782
68130-53-0,0.0,0.0,0.39728896206918035,0.6027110379308196
2528-38-3,0.0,0.0,0.8085186598523183,0.19148134014768176
5343-44-2,0.0,0.0,0.5488969020198703,0.45110309798012965
5831-80-1,0.0,0.0,0.7005026392939815,0.2994973607060185
51249-05-9,0.0,0.21969156901450182,0.43869766393686316,0.3416107670486351
102-85-2,0.08806604955906372,0.0,0.5679453980810505,0.34398855235988574
126-73-8,0.0,0.0,0.6543888772114086,0.3456111227885914
998-40-3,0.0990907161540107,0.0,0.3474404091995003,0.5534688746464891
115-78-6,0.0,0.790025678936464,0.209974321063536,0.0
33060-84-3,0.0,0.8028087293473133,0.19719127065268666,0.0
150-50-5,0.26100911545172456,0.44623473630890337,0.2927561482393722,0.0
78-48-8,0.6373909238706819,0.25061018714604893,0.11199888898326918,0.0
60-01-5,0.0,0.0,0.3209541553529722,0.6790458446470278
74125-01-2,1.0,0.0,0.0,0.0
1496-94-2,0.6638852806377445,0.10555720505532713,0.2305575143069282,0.0
21270-07-5,0.0,1.0,0.0,0.0
29806-73-3,0.0,0.0,0.5359874593613598,0.4640125406386401
7346-61-4,0.09775388911879686,0.0,0.3606019767130143,0.5416441341681889
59130-69-7,0.0,0.0,0.23924237960802286,0.7607576203919771
63907-12-0,0.0,0.0,0.4521474681735111,0.5478525318264889
1114-71-2,0.0,0.487775078855254,0.5122249211447459,0.0
64058-98-6,0.0,0.6838911192213892,0.3161088807786108,0.0
64059-01-4,0.0,0.697915437501182,0.30208456249881804,0.0
13194-48-4,0.8937954294370194,0.10620457056298067,0.0,0.0
2511-15-1,0.7872665360508083,0.21273346394919157,0.0,0.0
90220-15-8,0.7904103430023333,0.20958965699766674,0.0,0.0
759-94-4,0.0,0.4391599873631551,0.5608400126368448,0.0
23184-66-9,0.0,0.0,1.0,0.0
51218-49-6,0.08037287952477015,0.07386802019945914,0.8457591002757707,0.0
109965-82-4,0.0,0.6347566283538963,0.3652433716461037,0.0
20954-13-6,0.0,0.0,0.8577869565525945,0.14221304344740548
102579-43-1,0.0,0.2234544028687086,0.6712817181009686,0.10526387903032282
168152-77-0,0.0,1.0,0.0,0.0
168152-89-4,0.0,1.0,0.0,0.0
92953-10-1,0.0,0.5082142183364119,0.4917857816635881,0.0
17088-72-1,0.0,0.0,0.6096498149733753,0.39035018502662455
60763-41-9,0.0,0.09279422434137495,0.18884948744253696,0.718356288216088
35850-79-4,0.0,0.0,0.6245164034197006,0.37548359658029956
3309-68-0,0.8653646909325691,0.13463530906743088,0.0,0.0
18109-81-4,0.0,0.34504742219047496,0.5657331333400928,0.08921944446943234
52736-14-8,0.0,0.0,0.2559814096175133,0.7440185903824867
3862-08-6,0.0,0.0,0.2779070030839908,0.7220929969160093
139-45-7,0.0,0.0,0.45075482495159647,0.5492451750484035
38727-55-8,0.0,0.0,1.0,0.0
80472-88-4,0.0,0.0,1.0,0.0
51356-13-9,0.5599703818987899,0.2879381367146378,0.15209148138657233,0.0
33210-44-5,0.0,0.6881267461062197,0.3118732538937803,0.0
33210-40-1,0.0,0.8740736965886299,0.1259263034113701,0.0
33210-43-4,0.0,0.8791819644126266,0.12081803558737338,0.0
1912-26-1,0.0,0.0,1.0,0.0
7779-27-3,0.0,0.20369512674667653,0.7963048732533234,0.0
78816-48-5,0.0,0.5920502477277585,0.31625744091693125,0.0916923113553103
2941-55-1,0.0,0.29008069895060995,0.70991930104939,0.0
4740-11-8,0.09758277010067028,0.35037195066129967,0.5520452792380299,0.0
125-99-5,0.0,0.5236528398694688,0.4763471601305312,0.0
5957-17-5,0.0,0.0,1.0,0.0
2001-81-2,0.0,0.09984527204824745,0.60588509230361,0.29426963564814257
56-37-1,0.23191064213498191,0.4378944466420469,0.3301949112229712,0.0
9004-57-3,0.0,0.0,0.43184775734690434,0.5681522426530957
7789-92-6,0.0,0.0,0.7554827552570155,0.24451724474298445
10140-99-5,0.0,0.11362749484048838,0.5778795080925601,0.3084929970669515
122-51-0,0.0,0.0,0.6805436954263526,0.31945630457364743
63869-26-1,0.8878910450976516,0.0,0.11210895490234833,0.0
2425-25-4,0.1824296319136795,0.3813139553606705,0.43625641272564997,0.0
5823-25-6,0.42885166770059835,0.26201467465545153,0.30913365764395007,0.0
919-54-0,0.5896212983917575,0.0,0.4103787016082425,0.0
998-30-1,0.0,0.10234799245010358,0.2233501956651492,0.6743018118847474
1067-47-6,0.0,0.07365320714126926,0.815917970952826,0.1104288219059047
919-30-2,0.0,0.09494202456672217,0.6316683231503982,0.27338965228287976
76524-94-2,0.0,0.08866627792817364,0.5998720280384817,0.3114616940333445
2602-34-8,0.0,0.11242048377270247,0.5679862770357136,0.31959323919158394
14814-09-6,0.0,0.07684835866035315,0.7182712893437255,0.20488035199592128
34708-08-2,0.0,0.0,0.6871436259500525,0.3128563740499475
15129-36-9,0.0,0.09609972073334148,0.5831194261592029,0.32078085310745563
15267-95-5,0.0,0.0,0.5438243506772648,0.4561756493227353
122-52-1,0.09453744522196625,0.0,0.795811491799321,0.10965106297871274
78-40-0,0.23637271403528295,0.0994105662775125,0.6642167196872045,0.0
78-38-6,0.3459627151474777,0.0890072337272809,0.5650300511252415,0.0
126-75-0,1.0,0.0,0.0,0.0
298-03-3,0.8000403886049965,0.19995961139500337,0.0,0.0
298-04-4,0.8473059717868381,0.15269402821316194,0.0,0.0
298-02-2,0.722373707945026,0.27762629205497397,0.0,0.0
1186-09-0,0.36135063237714105,0.3529146954171314,0.28573467220572757,0.0
2524-09-6,0.892360465524146,0.10763953447585398,0.0,0.0
2497-07-6,0.7844355255760659,0.12086402261511384,0.09470045180882027,0.0
2588-03-6,0.7648780201246902,0.1286892504887813,0.10643272938652838,0.0
2496-91-5,0.6669828867439351,0.3330171132560649,0.0,0.0
4891-54-7,0.7083646221318735,0.20880382296621713,0.08283155490190947,0.0
2497-06-5,0.6662327946727279,0.23435415703195464,0.09941304829531739,0.0
2511-11-7,0.6928132727235766,0.3071867272764234,0.0,0.0
2404-78-6,0.5978048343182986,0.40219516568170144,0.0,0.0
688-62-0,0.5503205218382438,0.1437583180428931,0.3059211601188633,0.0
1486-39-1,0.4598789032311036,0.5401210967688965,0.0,0.0
87310-56-3,0.0,0.0,1.0,0.0
55881-07-7,0.0,0.0,0.46023738250909696,0.539762617490903
2229-55-2,0.0,0.0,0.16793533172347117,0.8320646682765287
79451-10-8,0.3796251212242927,0.4829415802904517,0.13743329848525548,0.0
66996-10-9,0.2442645102069912,0.39834823191029056,0.27476702511283313,0.08262023276988505
30129-29-4,0.0,0.0,0.7927000157520383,0.20729998424796167
30129-30-7,0.0,0.0,0.8589923285389653,0.1410076714610346
55297-95-5,0.0,0.0,0.5543419510735238,0.4456580489264762
3004-70-4,0.0,0.0694695789866713,0.9305304210133287,0.0
53521-41-8,0.0,0.0,0.5342855679734557,0.46571443202654433
139-88-8,0.0,0.0,0.9145798259681006,0.08542017403189937
33820-53-0,0.0866583872853482,0.38096719548682906,0.5323744172278229,0.0
5892-41-1,0.0,0.5356807609947297,0.4643192390052702,0.0
1912-25-0,0.0,0.0,1.0,0.0
2275-18-5,0.7334436014186139,0.0,0.266556398581386,0.0
87130-20-9,0.12457713189322353,0.34388424734342327,0.21396806169507598,0.3175705590682772
63873-23-4,0.3931127539597306,0.4314296353579723,0.1754576106822972,0.0
78-52-4,0.8081121335112361,0.19188786648876394,0.0,0.0
63873-21-2,0.35225551875533473,0.4816139040469473,0.16613057719771784,0.0
68649-11-6,0.0,0.0,0.29304108665248146,0.7069589133475186
63990-57-8,0.0,0.19382584306112716,0.8061741569388728,0.0
26818-53-1,0.0,0.3480685273264962,0.6519314726735038,0.0
27891-14-1,0.0,0.0,0.8892197626045911,0.11078023739540883
36756-79-3,0.0,0.07558824552866558,0.7032273831235851,0.22118437134774926
19072-57-2,0.0,0.642928631298183,0.3570713687018169,0.0
27591-74-8,0.537047166499064,0.46295283350093597,0.0,0.0
66734-13-2,0.0,0.0,0.7832299219526447,0.21677007804735526
5593-20-4,0.0,0.0,1.0,0.0
5534-09-8,0.0,0.0,0.8023759793139262,0.1976240206860738
27778-88-7,0.0,0.40541361650420304,0.594586383495797,0.0
27778-86-5,0.0,0.39043275137011213,0.6095672486298879,0.0
27778-84-3,0.0,0.41023646211835324,0.5897635378816468,0.0
27778-80-9,0.0,0.17908128158218975,0.8209187184178103,0.0
27778-82-1,0.0,0.31518070760622485,0.6848192923937753,0.0
27684-92-0,0.0,0.49685155359298727,0.5031484464070127,0.0
26259-45-0,0.0,0.0,1.0,0.0
40618-52-8,0.5866057829364495,0.2264571875771184,0.18693702948643215,0.0
69-05-6,0.12076918403514028,0.5611094677336281,0.31812134823123156,0.0
9050-04-8,0.11992128221264974,0.5617676279598237,0.31831108982752654,0.0
60735-64-0,0.09154706557330508,0.11265252051942243,0.6782195485355338,0.11758086537173872
24151-93-7,0.7744266199706479,0.0,0.2255733800293521,0.0
2109-64-0,0.0,0.11958705987889895,0.6643483838223154,0.21606455629878557
22457-23-4,0.0,0.0,0.8979315189998395,0.10206848100016049
541-85-5,0.103219830206622,0.0,0.7668292805477395,0.1299508892456385
14355-07-8,0.0,0.41342041789001016,0.453480531811733,0.13309905029825697
10032-15-2,0.0,0.0,0.10358529726246413,0.8964147027375358
14355-12-5,0.06442512043142691,0.6844650973986707,0.11867066755790055,0.13243911461200197
10024-78-9,0.0,0.5573602972569454,0.23818382726390952,0.20445587547914504
32838-28-1,0.0,0.0,0.6752210870748536,0.32477891292514643
57-33-0,0.11686054832997772,0.7411016866229789,0.0802935199160676,0.061744245130975796
71-73-8,0.0,0.6489294706105203,0.35107052938947975,0.0
871-22-7,0.0,0.0,0.32662884552629373,0.6733711544737063
105-82-8,0.0,0.0,0.6501002477216704,0.3498997522783297
29122-60-9,0.0,0.5076740250699182,0.49232597493008184,0.0
186817-80-1,0.10368633360142543,0.0,0.4670829300147993,0.4292307363837753
7452-79-1,0.0,0.0,0.29748945715147035,0.7025105428485297
7286-69-3,0.0,0.0,1.0,0.0
98886-44-3,0.5549114058279752,0.3179402814980036,0.12714831267402127,0.0
125-64-4,0.0,0.5115798602931241,0.4884201397068759,0.0
82834-16-0,0.09180146989719318,0.0,0.2904005335013662,0.6177979966014406
730-07-4,0.0,0.11017762976247204,0.6731806152024632,0.2166417550350647
33499-11-5,0.0,0.15346788141275797,0.8465321185872421,0.0
110429-62-4,0.09242965627656166,0.08972928958440976,0.7042748563093592,0.11356619782966935
67050-64-0,0.0,0.5790141433603764,0.42098585663962373,0.0
54-05-7,0.0,0.5348237876389232,0.35572687493963645,0.10944933742144031
1094-08-2,0.0,0.6692835992350177,0.3307164007649824,0.0
30238-41-6,0.0,0.25977405841385115,0.7402259415861489,0.0
64241-34-5,0.0,0.11465031131274546,0.5494584365871599,0.3358912521000946
33499-13-7,0.0,0.14295106050587944,0.8570489394941205,0.0
63867-07-2,0.0,0.0,1.0,0.0
15299-99-7,0.0,0.11047047779674685,0.7758705296744706,0.11365899252878255
4630-95-9,0.0,0.32742859650933254,0.6725714034906675,0.0
66968-39-6,0.11045501710368612,0.5640713281739547,0.3254736547223592,0.0
105-57-7,0.0,0.09955125518531306,0.4504540148096204,0.44999473000506657
137658-79-8,0.0,0.0,0.7702103029523799,0.2297896970476201
7492-66-2,0.0,0.0,0.0,1.0
87820-88-0,0.0,0.10525425611535896,0.45736315697592594,0.4373825869087152
