CASRN,EPA_svm_ecfp6counts-1,EPA_svm_ecfp6counts-2,EPA_svm_ecfp6counts-3,EPA_svm_ecfp6counts-4
25333-96-4,0.011629726725207463,0.28011810906742235,0.5385704426195264,0.16968172158784386
1689-99-2,0.07492022958811025,0.3719209263428282,0.4561900872807815,0.09696875678827986
3562-84-3,0.01747366386650635,0.13257643508003783,0.6215840598470368,0.22836584120641862
611-75-6,0.1610603371150161,0.2063637412140123,0.5659264543808727,0.0666494672900989
3296-90-0,0.01602768391283256,0.05843037485444483,0.6778647368479375,0.24767720438478502
13181-17-4,0.3753976296680731,0.22061820057878404,0.2426804494128757,0.16130372034026713
615-58-7,0.041258370872778276,0.22785886858505644,0.665554432498787,0.0653283280433785
6609-53-6,0.4287661039070391,0.4167819122848262,0.11816146432763039,0.03629051948050422
53615-23-9,0.6379727705105924,0.2015052231264899,0.1035948507492039,0.05692715561371377
89427-28-1,0.8391346885930766,0.12345076923071788,0.02075826188059224,0.0166562802956134
89427-33-8,0.8637035282693606,0.054165259994896395,0.034275899804061816,0.04785531193168117
14689-56-6,0.7892377866426985,0.15209153783641977,0.03878781458560345,0.019882860935278517
3393-60-0,0.7944474676007068,0.15025803074488933,0.04336112602756057,0.011933375626843018
89427-29-2,0.7453696764859723,0.1768837363695328,0.04717998220914474,0.03056660493534977
15287-51-1,0.041833916011764484,0.10232431360044347,0.7326088243811181,0.1232329460066739
94847-66-2,0.3097416006473972,0.16897563331906607,0.4840642560772335,0.037218509956302805
2034-22-2,0.12836480240616083,0.2063219125869014,0.5713203076866221,0.09399297732031607
52907-07-0,0.15637696136488638,0.04171831914754895,0.6325678049689499,0.1693369145186145
50585-41-6,0.223586006471395,0.10221420086238453,0.48433744610259016,0.18986234656363035
3322-93-8,0.1207634556005622,0.340719834729851,0.439613106949147,0.0989036027204403
21850-44-2,0.027588843209257297,0.07114285310468568,0.5621303275414453,0.33913797614461166
7682-32-8,0.7759041735800649,0.10261639814677663,0.03954808631476732,0.08193134195839111
89427-35-0,0.687148527193835,0.12736190841614511,0.12507519944721998,0.06041436494279995
126-72-7,0.036425862308505086,0.4797990241015647,0.2003052191770691,0.28346989441286113
3194-55-6,0.06777659325744398,0.2991470405913887,0.26157512624225104,0.37150123990891604
20566-35-2,0.003498048550919541,0.04790506304708866,0.47867236236922445,0.46992452603276746
2338-30-9,0.5407414493331665,0.22245764832264509,0.12549347320600357,0.11130742913818491
87-84-3,0.04293820977517974,0.5674505048753867,0.21496773213810438,0.17464355321132916
608-71-9,0.07686701820961428,0.12421831622293411,0.496117691607882,0.3027969739595695
32588-76-4,0.010809762118131635,0.014474726029003638,0.21018222350627352,0.7645332883465911
32536-52-0,0.09326148015107837,0.15957306176472877,0.37573229922690143,0.3714331588572912
27858-07-7,0.08657460331442979,0.15299664771999388,0.5201894675610366,0.2402392814045399
61262-53-1,0.09512501323842924,0.21841426427596916,0.34860463866567915,0.33785608381992244
84852-53-9,0.1086423519275072,0.09166575555064083,0.2505804372441836,0.5491114552776684
13654-09-6,0.039088275301911446,0.02108789116034379,0.19780149948280465,0.74202233405494
3674-13-3,0.01151187157635943,0.26921259067175657,0.5835748501911546,0.13570068756072923
78-75-1,0.04571606852490753,0.22999231147423468,0.6663172289486113,0.057974391052246464
89427-38-3,0.6923498458627486,0.22428439518008642,0.0535527176121888,0.02981304134497632
10474-14-3,0.05176281597732913,0.39943019141254216,0.4889586714960359,0.059848321114092606
300-76-5,0.0918134287492733,0.36910513414790913,0.4742337901469269,0.06484764695589072
2872-96-0,0.029654010965950252,0.19480561393689097,0.49167037736988883,0.28386999772726995
106-93-4,0.06734209665328347,0.4288255422559349,0.44527297529970056,0.05855938579108128
1947-58-6,0.02024320523247585,0.17705606825813977,0.4771814572358145,0.3255192692735697
96-13-9,0.048453373444555435,0.2520976462199245,0.6359809873337213,0.06346799300179873
96-12-8,0.053736773202195644,0.3660372312283678,0.529375993943107,0.05085000162632947
18791-02-1,0.0791693842625966,0.6534737592649388,0.23874881387616378,0.028608042596301113
75-81-0,0.09495969770925393,0.22144097181261085,0.6303165769308058,0.053282753547329656
590-12-5,0.06682176648796279,0.26576624569287527,0.5834308147944834,0.08398117302467908
2302-30-9,0.3214185681336389,0.16094265266281066,0.4181618879800425,0.09947689122350775
14689-59-9,0.7206003787703207,0.19279171643862952,0.06983543434121268,0.01677247044983736
79-27-6,0.053880084608299406,0.4102541028308821,0.4242354091617372,0.11163040339908135
63867-08-3,0.021871448773793677,0.23955881578513405,0.5463521340215403,0.19221760141953217
64047-47-8,0.006055686817984792,0.039936560369658085,0.7869617422316719,0.16704601058068483
63938-47-6,0.03529102982642697,0.4426908701836089,0.4262718536128061,0.0957462463771581
613-53-6,0.060669577262501474,0.40221387407679465,0.4398549441161203,0.09726160454458396
115-17-3,0.02569966081820374,0.20098341315343116,0.6376855540203179,0.13563137200804712
75-25-2,0.040333864827842424,0.30940887937882194,0.5787007478502156,0.07155650794311987
42136-31-2,0.4788009845531359,0.26937995681450305,0.22089948419204583,0.030919574440315126
64050-72-2,0.34109089895454947,0.32864305945037153,0.25827989413402364,0.0719861474610557
42136-30-1,0.06561692861003927,0.6685224957051208,0.24564750568873153,0.020213069996108536
26637-71-8,0.08139687493632221,0.09944753016075464,0.7208096944305686,0.09834590047235446
69094-18-4,0.05496993904804536,0.2780864526377071,0.5490034859615022,0.1179401223527456
74-95-3,0.059178625863188276,0.4157910345939422,0.44906567229589534,0.07596466724697447
3252-43-5,0.11741684999315354,0.6151847264307839,0.24527272990724724,0.022125693668815463
598-91-4,0.08591486290199803,0.5541579296138666,0.31104276708980244,0.048884440394333054
124-48-1,0.03549179636414082,0.3982262506193905,0.49457566099271805,0.07170629202375041
25497-30-7,0.08208010088772663,0.2438733916744974,0.5693422623938607,0.10470424504391528
83447-96-5,0.037160697777250805,0.20899591758020544,0.6576742055028099,0.09616917913973368
473-49-4,0.13248187194613378,0.20143984071785592,0.4640642901565189,0.2020139971794913
117900-35-3,0.02848065010809947,0.17265654084880871,0.542841521777615,0.25602128726547674
4460-32-6,0.29258148501668263,0.4479981362586476,0.22928175421989397,0.030138624504775835
2260-08-4,0.030123997337165056,0.11004548867575531,0.6745438918181907,0.18528662216888916
386-17-4,0.016448993342189765,0.06596618358200969,0.546480280165804,0.37110454290999645
67-30-1,0.04230340883795727,0.1353871441291715,0.4788652766290281,0.3434441704038429
16423-68-0,0.07677619290767129,0.18969835915824254,0.5546054695137048,0.17891997842038124
10397-75-8,0.03808458422960795,0.09537987302150387,0.4390012782433909,0.4275342645054973
59017-64-0,0.06132397204330385,0.13069059000095865,0.4026779450596997,0.40530749289603746
79770-24-4,0.05315275234975337,0.162573878088859,0.5477749370709365,0.23649843249045108
7246-21-1,0.005927279991255963,0.0696664606519598,0.7613773438709793,0.1630289154858052
96-84-4,0.026484188445288104,0.12625450392568296,0.4246970465197912,0.4225642611092374
59939-17-2,0.015344509088764923,0.07033368113009035,0.6953186380101992,0.21900317177094536
16034-77-8,0.017335360295498453,0.10640970182757034,0.6239057567487186,0.25234918112821264
22730-89-8,0.004684279169677008,0.0794479141538068,0.3357335767791684,0.580134229897348
31112-62-6,0.030840932139707584,0.111430510706949,0.20573567932050807,0.6519928778328353
440-58-4,0.04285326131902213,0.15401839514077934,0.3340808824144361,0.46904746112576273
66108-95-0,0.012672426679052011,0.09422692310617366,0.34918338725394316,0.543917262960831
3115-05-7,0.03995810756501623,0.1587004824816498,0.6406177099402082,0.16072370001312578
111453-32-8,0.023115837798909213,0.2082030251589931,0.3488869798372706,0.4197941572048272
19403-92-0,0.04143221093509771,0.29635128416567685,0.4645276007073446,0.197688904191881
37441-29-5,0.02025909284143019,0.4382406587145604,0.4664181017941336,0.0750821466498755
19774-82-4,0.0404544187742145,0.3282657081026334,0.5214525845334393,0.1098272885897126
3861-47-0,0.05414992429776109,0.17938023634710573,0.4779355950522884,0.28853424430284463
57808-65-8,0.0804469233442245,0.31321871539497553,0.19501469638687083,0.4113196648739292
577-91-3,0.045018260378592044,0.24060896621577418,0.4515424162782984,0.26283035712733543
14689-57-7,0.5928911182819618,0.2741282169546649,0.08995852136536302,0.04302214339801035
17601-49-9,0.035867344049024266,0.3923583765518354,0.34389525563892454,0.22787902376021574
1746-25-4,0.07231635700775227,0.29316123001528344,0.44071269367911275,0.19380971929785162
29717-26-8,0.010813988931169484,0.1709055565138493,0.37363963617709917,0.4446408183778819
75-47-8,0.026445608600259282,0.3445101712585705,0.4288047633940743,0.20023945674709584
68439-50-9,0.015103168923271765,0.06337110469530786,0.7668681401788467,0.1546575862025735
9004-95-9,0.018632457007124324,0.06259295349994437,0.758217140632947,0.1605574488599848
65-29-2,0.06075263000205856,0.29485103264140833,0.5191687004240829,0.12522763693245023
63869-27-2,0.7097808355550292,0.12071011398477093,0.11348085310878943,0.05602819735141059
3247-33-4,0.7451126652472491,0.08059049252587229,0.07498113118000903,0.09931571104686944
70682-61-0,0.004520939624125887,0.03317802945245806,0.47277829594298565,0.4895227349804305
3319-31-1,0.02957556061739045,0.10495796935293758,0.5372366431879554,0.32822982684171703
301-13-3,0.015941269191304494,0.024993933486734694,0.5460070689352681,0.413057728386693
78-42-2,0.013971294456705087,0.07099651054957554,0.6560224209229796,0.25900977407073983
56706-10-6,0.044040139641681915,0.20892315506165868,0.5642814142026377,0.18275529109402155
160194-28-5,0.03994310948307607,0.27817308916959227,0.5811675314902142,0.10071626985711701
15458-87-4,0.02376381345757696,0.16631444689952413,0.6170735923599209,0.19284814728297822
105084-66-0,0.4138635475045347,0.240801398237139,0.3161058798192435,0.029229174439082795
13080-06-3,0.006648660633610464,0.13409970551657138,0.5648538620933142,0.2943977717565035
15180-47-9,0.033579804486815454,0.09073665968143892,0.731099483575732,0.14458405225601365
35077-00-0,0.015000300170638775,0.048838162469176286,0.589124476424307,0.347037060935878
63869-22-7,0.1847607377029881,0.3090422662061006,0.4248976796079453,0.08129931648296645
139-60-6,0.10062924394499521,0.4875070832615427,0.2888593630831036,0.12300430971035847
34206-40-1,0.11061353179667444,0.028409461324275253,0.6515521423027895,0.20942486457626108
752-56-7,0.026683379722555356,0.04764807348654491,0.4197773051655415,0.505891241625358
74758-25-1,0.016831404522295566,0.32862820326892855,0.5855423453922106,0.06899804681656535
23505-41-1,0.2382240510060679,0.4285414934577387,0.24393789116611653,0.08929656437007684
154702-15-5,0.018135479440648392,0.03285520365680439,0.6225572153214772,0.3264521015810701
3857-80-5,0.0372383648770574,0.26121243260859,0.49108917005508235,0.21046003245927006
3687-16-9,0.0331031334030077,0.12521254047701375,0.7304423744430215,0.11124195167695711
141-94-6,0.0029470534971301576,0.21219195320785467,0.46487541624456985,0.3199855770504452
68289-21-4,0.057042071017483056,0.14803465010919545,0.6229457617049389,0.17197751716838255
67762-53-2,0.0238596178356755,0.05699866392000274,0.7430428152935394,0.1760989029507826
4559-86-8,0.015275002163604275,0.12852267382053684,0.33779457089936155,0.5184077531164971
10254-57-6,0.1176872112242199,0.36096675755125723,0.35518938711291353,0.16615664411160952
53306-54-0,0.06883722225518965,0.11007439531592854,0.42270218425063144,0.3983861981782502
1941-30-6,0.01201034400913998,0.04767026536619655,0.7709687515933741,0.16935063903128947
682-01-9,0.010684569034053727,0.037408643960622094,0.5770017498263394,0.37490503717898466
486455-65-6,0.11134885239324831,0.47389247112561056,0.34502881771904303,0.0697298587620982
126-57-8,0.012645805491564835,0.0521932841041897,0.6157064130286977,0.3194544973755476
11138-60-6,0.012237388482480313,0.06645673579948073,0.6146474463371523,0.3066584293808868
78-16-0,0.01690942236105319,0.057056960139696404,0.6873240841093508,0.23870953338989986
106-20-7,0.01639296634672845,0.13145563721667386,0.646839156531704,0.2053122399048939
295800-70-3,0.014206387532966823,0.09036051026596842,0.5807394718503119,0.31469363035075243
10143-60-9,0.00434314595708851,0.13193664158998694,0.5815081749008016,0.2822120375521229
22174-70-5,0.0032811184624084015,0.0668823701531843,0.33487131712679363,0.5949651942576136
19074-24-9,0.017331203766297404,0.0722787660349163,0.7594749501593487,0.15091508003943735
122-62-3,0.012493072434382647,0.07122991190289299,0.44960201275236583,0.4666750029103588
103-24-2,0.013558930591122087,0.06108146849840018,0.4307118661062606,0.4946477348042167
103-23-1,0.007727809732738101,0.06384931624785575,0.584674541177948,0.3437483328414577
2915-57-3,0.0045982616244006225,0.05600517246813987,0.5494275592825412,0.3899690066249183
84731-70-4,0.014962061946288558,0.0661719652807924,0.6187556659301567,0.300110306842762
117-81-7,0.028013876752928237,0.061419260649126395,0.43159924216509116,0.47896762043285424
14858-73-2,0.00823425954607667,0.056665197557141216,0.5378373849214296,0.3972631579753526
3658-48-8,0.0031348544087387276,0.053450906163067524,0.6019725334332721,0.3414417059949217
298-07-7,0.019058353373737093,0.0713227089051233,0.5940126099431637,0.31560632777797604
63449-80-9,0.026960897309482153,0.13162180048358998,0.3439760774320711,0.49744122477485697
7425-14-1,0.01283972028177573,0.032918867321133444,0.8086421371848621,0.14559927521222873
18268-70-7,0.011252290567888769,0.031745110338362074,0.26010750248226555,0.6968950966114839
94-28-0,0.010117942300560187,0.041851552450640074,0.291958113532409,0.6560723917163905
3282-85-7,0.03162761831787862,0.057193489424418424,0.8201087048964558,0.09107018736124714
7790-07-0,0.038762737938900345,0.12774311289637014,0.5858090278300352,0.2476851213346941
25724-60-1,0.010434495291485244,0.11970508034773568,0.7331247815537251,0.1367356428070538
10022-60-3,0.033485715964959084,0.046515207586995434,0.4299867316216543,0.49001234482639094
468-61-1,0.011615050199491557,0.16233647144262228,0.6737218924713203,0.15232658588656592
4551-59-1,0.008543507477860313,0.27020986119162826,0.6109889942111572,0.11025763711935427
57647-13-9,0.006804916779418681,0.11584223828742618,0.7672931202634304,0.11005972466972486
27591-69-1,0.05578491504910668,0.28633038065074656,0.3295078212164456,0.3283768830837013
589-32-2,0.03432698344286016,0.14305074940867438,0.7815168287566859,0.04110543839177937
60012-88-6,0.015526360791380164,0.09199526690872432,0.6550888282388198,0.23738954406107574
78-53-5,0.6514966791312309,0.28072735600313914,0.03949356978894615,0.02828239507668377
115-79-7,0.014257148112023887,0.3775577170644585,0.4871984486907409,0.12098668613277672
122-31-6,0.007063182902519184,0.19646438303521863,0.6027565539050921,0.19371588015717014
78-10-4,0.005359317226837725,0.021705907145404168,0.6409594272574358,0.3319753483703218
17356-42-2,0.8667779662498846,0.10126771487244328,0.022070153036631058,0.009884165841041112
3689-24-5,0.5417659852561041,0.16942343443622515,0.18735537715658615,0.1014552031510848
563-12-2,0.6299969115792015,0.22785534610662417,0.11643589506041192,0.0257118472537625
6926-73-4,0.4452246995975715,0.24479786185646524,0.2197495974545424,0.09022784109142058
78-07-9,0.05050049739621011,0.08114642842202728,0.6553171418897827,0.21303593229197978
20395-17-9,0.8275586513307973,0.10461800985880072,0.03431207374209359,0.03351126506830871
18300-10-2,0.7249988482268773,0.1452413239616989,0.11374495894286167,0.016014868868562064
2667-40-5,0.4750874556643911,0.12277747492956546,0.3273226543365972,0.07481241506944633
55134-13-9,0.19612707060493306,0.08465156736149067,0.46763772357979483,0.25158363845378134
33446-90-1,0.012107755802800586,0.04964190162183234,0.3891855360000994,0.5490648065752676
27879-29-4,0.0679939009006749,0.14706185350494463,0.6967548423835312,0.08818940321084903
35435-21-3,0.014887743697110855,0.05524920596614041,0.6676509651714625,0.2622120851652861
55934-93-5,0.06365060891096214,0.06330824447651459,0.6012692877726445,0.2717718588398788
52030-05-4,0.03784205047740854,0.18512305589297873,0.5815909216802345,0.19544397194937796
74051-80-2,0.13982782367948396,0.13325477532397348,0.5960950973248872,0.13082230367165507
2224-33-1,0.11793695180628756,0.13381228383817972,0.5914989819695825,0.1567517823859504
34036-80-1,0.19472840284805537,0.11878364630438144,0.5903643991775882,0.09612355166997469
6104-58-1,0.03180725888484156,0.07349635285333991,0.693730483722861,0.2009659045389576
77-90-7,0.042271057433590456,0.053516877097128775,0.2833047148201864,0.6209073506490947
21327-31-1,0.18558987851908945,0.1416254591679103,0.3395419397280038,0.3332427225849962
5826-91-5,0.4878458559164327,0.2984890816365612,0.17084379553799506,0.042821266909011196
22787-59-3,0.339336205421216,0.11074245419401053,0.22044169727224205,0.3294796431125313
22787-58-2,0.6733566389854722,0.2237438234311945,0.08365229077245359,0.01924724681087968
5675-57-0,0.47236096117427046,0.32016333635805627,0.15918491458339307,0.04829078788428051
3730-54-9,0.20973801343693274,0.21921590264171564,0.4455535407973857,0.12549254312396574
655-35-6,0.0489818243429832,0.25699857609702653,0.48825037104872826,0.20576922851126203
77-89-4,0.006266098785908315,0.023619170057813593,0.5230773965623707,0.44703733459390727
24748-23-0,0.16393647609021947,0.21301783484053344,0.40701954913389127,0.21602613993535583
70833-40-8,0.026723941326918136,0.0696549696326704,0.6134364156327207,0.29018467340769105
14504-73-5,0.06668607200049147,0.20331693827679612,0.6469706437571042,0.08302634596560803
67239-04-7,0.09847306903036789,0.30092019448028595,0.49021537946803234,0.11039135702131411
2595-54-2,0.22329643902619803,0.453656283250709,0.25864101688644653,0.06440626083664608
5137-55-3,0.020957764355728527,0.2277057689431767,0.5687042731898813,0.18263219351121313
1421-14-3,0.07312106201142746,0.3128672719701938,0.4593368679547486,0.1546747980636304
2031-67-6,0.04707494989307161,0.045522330110839504,0.7490651701997808,0.15833754979630832
64036-99-3,0.7825651720634089,0.14211252244711295,0.037866508273323794,0.03745579721615407
26523-78-4,0.004429024480000541,0.10994542231814797,0.3319087040331442,0.5537168491687072
68814-95-9,0.014149480639856037,0.09632975675705895,0.529264938084399,0.36025582451868604
538-23-8,0.03469840341531291,0.09291462233774976,0.2621566488623008,0.6102303253846361
68130-53-0,0.011682487887866577,0.0770913727415505,0.20853652181673746,0.7026896175538455
2528-38-3,0.03404902646456615,0.1808468962705743,0.6255126432123654,0.15959143405249404
5343-44-2,0.014707233221136085,0.10759233583836586,0.6351817208137839,0.24251871012671425
5831-80-1,0.023080258306503086,0.09671298274188303,0.6708390633582192,0.20936769559339494
51249-05-9,0.10814773414169539,0.2105454697593005,0.520659519104874,0.16064727699413012
102-85-2,0.0692963061433658,0.11427717047249213,0.5055709072311177,0.3108556161530245
126-73-8,0.034267687730342375,0.1946969051588657,0.592807032500746,0.17822837461004623
998-40-3,0.01199768317522272,0.08704919819742954,0.6281366173605207,0.2728165012668268
115-78-6,0.027462462487481923,0.3421498231466598,0.5307361964637486,0.09965151790210967
33060-84-3,0.01665832149201409,0.6982925491763584,0.21615294462342938,0.068896184708198
150-50-5,0.3643340917278684,0.37730658592602595,0.1967254346788896,0.06163388766721617
78-48-8,0.3289430669945217,0.29729707147886514,0.25715939046737973,0.11660047105923364
60-01-5,0.008378884403091992,0.08237733734695162,0.37834302686972193,0.5309007513802347
74125-01-2,0.43797095640090483,0.22877858686005786,0.1819327141477257,0.15131774259131175
1496-94-2,0.06309755783035839,0.21362621367175666,0.6071814111034476,0.1160948173944375
21270-07-5,0.0218748322813534,0.49570053953629684,0.34299912613290373,0.1394255020494463
29806-73-3,0.005577378135220226,0.05550676502845016,0.3472992495212824,0.5916166073150473
7346-61-4,0.015553356743456512,0.09220293213770246,0.40781180211323464,0.4844319090056068
59130-69-7,0.01761693093559381,0.04808196626344189,0.31783626283450694,0.6164648399664573
63907-12-0,0.09659392413104824,0.30732834518961955,0.18225330531860795,0.4138244253607244
1114-71-2,0.039141835925655934,0.07376848135463854,0.6001669451557663,0.2869227375639391
64058-98-6,0.023277172616031763,0.605909737960714,0.32534659030392454,0.045466499119329505
64059-01-4,0.027460718801578327,0.297631817516686,0.4902892096140993,0.18461825406763627
13194-48-4,0.5275680010321517,0.22277802477490455,0.155903457432122,0.0937505167608217
2511-15-1,0.7292541923469053,0.15527266633197717,0.09626227000518485,0.019210871315932545
90220-15-8,0.8015834548462911,0.11964590940125737,0.059646443619387604,0.01912419213306404
759-94-4,0.047222340855749,0.10181514341454906,0.7352909953750053,0.11567152035469684
23184-66-9,0.011858244587269695,0.19698242820468864,0.683628392582411,0.10753093462563075
51218-49-6,0.0333031319276427,0.18312992201518444,0.5715376629102796,0.2120292831468934
109965-82-4,0.020390167456336813,0.5074331208358731,0.43261319041570706,0.039563521292083154
20954-13-6,0.009213256227210528,0.09851737325502434,0.7338634785283042,0.15840589198946065
102579-43-1,0.01858479974934918,0.3762109402038129,0.5004673516844517,0.10473690836238647
168152-77-0,0.05081019810967147,0.7632343366654533,0.15109583497319573,0.03485963025167949
168152-89-4,0.01439662246029571,0.6991670785554299,0.2254490212257314,0.060987277758543276
92953-10-1,0.067610033960448,0.3257928587690823,0.5411892195430518,0.06540788772741792
17088-72-1,0.02384784855059246,0.15917724251296725,0.561133646681253,0.2558412622551873
60763-41-9,0.02332209400056149,0.05429150708735991,0.36322504236634806,0.5591613565457304
35850-79-4,0.006726138274446253,0.09501143662370189,0.49355212765051354,0.4047102974513379
3309-68-0,0.7171519693653334,0.19520555670295575,0.07075178044265293,0.016890693489057845
18109-81-4,0.01884826510363315,0.4336311044163113,0.4810896451655419,0.06643098531451361
52736-14-8,0.05153845863933214,0.044954139379550964,0.45330400028352574,0.4502034016975912
3862-08-6,0.06614687126996487,0.22462850631038614,0.2861742577212157,0.4230503646984333
139-45-7,0.009899634150412293,0.1271261300639698,0.30396131540301186,0.5590129203826063
38727-55-8,0.021147117871150457,0.09236273234490545,0.6317727776876696,0.2547173720962745
80472-88-4,0.0037845274836855866,0.04597601461969419,0.8560276383616011,0.09421181953501939
51356-13-9,0.6921700441524172,0.09710416436421314,0.18996309342916612,0.020762698054203554
33210-44-5,0.015883340869799624,0.435524007465313,0.5343533566872217,0.01423929497766586
33210-40-1,0.03434691983427325,0.7849171965857671,0.14185045078990838,0.03888543279005135
33210-43-4,0.039806127077824535,0.6600036054849046,0.24501447252914554,0.05517579490812524
1912-26-1,0.13244175738116698,0.18467139665088309,0.537217150796833,0.14566969517111714
7779-27-3,0.03958081109640635,0.18232228134009573,0.6464890950499887,0.13160781251350925
78816-48-5,0.018406620974218923,0.2764777306719305,0.5879922174077786,0.11712343094607224
2941-55-1,0.053940954101816374,0.08423571302584675,0.7263724660998857,0.13545086677245124
4740-11-8,0.04314468752620752,0.35985441824520753,0.5619291491121378,0.035071745116447325
125-99-5,0.02365421959330085,0.16648647644029166,0.7596567151553562,0.050202588811051475
5957-17-5,0.018104336207502982,0.10137080352532524,0.8415806722208264,0.03894418804634528
2001-81-2,0.00786795846961868,0.06026672980366069,0.8590884836670453,0.07277682805967502
56-37-1,0.18089651027163356,0.2573907837413106,0.48917452336551936,0.07253818262153662
9004-57-3,0.006579770596910512,0.060002259000513855,0.5558909396828106,0.377527030719765
7789-92-6,0.0090803002125269,0.0640446756731917,0.6454213315001063,0.2814536926141752
10140-99-5,0.039755706826561564,0.12298317506074492,0.6738140528473565,0.16344706526533712
122-51-0,0.03386611041737155,0.2797422129132503,0.5938113419058522,0.09258033476352605
63869-26-1,0.20635767178850395,0.4239872301509206,0.32707354137203737,0.04258155668853825
2425-25-4,0.23231426415118916,0.4126126667683884,0.30393125455779635,0.05114181452262598
5823-25-6,0.4362022704593648,0.24138066199758726,0.23236611321607878,0.0900509543269694
919-54-0,0.598102594102129,0.15831366717709822,0.2207398048618096,0.022843933858963224
998-30-1,0.004891668603456188,0.046925702699086934,0.5847690458815527,0.363413582815904
1067-47-6,0.04676345681509548,0.0553143204580038,0.8028689998447528,0.09505322288214774
919-30-2,0.02331104602439357,0.09414045780160275,0.7329880031146427,0.14956049305936092
76524-94-2,0.014785730727175326,0.10226216922296033,0.6021945226526145,0.2807575773972498
2602-34-8,0.007054348427263929,0.03413148900815335,0.8486233101791677,0.1101908523854154
14814-09-6,0.034469809659110985,0.10623863923537048,0.7740002465747089,0.08529130453080953
34708-08-2,0.09522153263229345,0.16464915642425615,0.5590810906572956,0.18104822028615464
15129-36-9,0.037026867278395506,0.11411636227541834,0.6738264035541689,0.17503036689201718
15267-95-5,0.032207082069720006,0.11738920523649277,0.6604786495172368,0.18992506317655028
122-52-1,0.029295767393736207,0.2155690974708481,0.6410708669924211,0.11406426814299461
78-40-0,0.3473183852545968,0.31598139389609675,0.27551300079868746,0.061187220050619134
78-38-6,0.33004499190340536,0.13858693120188917,0.453039073156645,0.07832900373806054
126-75-0,0.821123908063322,0.11726372836088508,0.04532740503854256,0.016284958537250902
298-03-3,0.3221093348495415,0.2829428549322048,0.37541163097530794,0.0195361792429455
298-04-4,0.7949100178781067,0.09684543690591502,0.09901049573366655,0.009234049482312125
298-02-2,0.45085532711679377,0.30571826528669577,0.22228367634905194,0.021142731247458572
1186-09-0,0.7759243463964283,0.19047140227033862,0.028154636652641875,0.005449614680591074
2524-09-6,0.8428573671480608,0.09072053330667874,0.05950617833844036,0.006915921206820132
2497-07-6,0.6081260839003669,0.2284335192697712,0.12177015034739845,0.04167024648246372
2588-03-6,0.7318959938173626,0.1230949581276221,0.11798682122367686,0.02702222683133816
2496-91-5,0.7995747876197411,0.09013870572917114,0.04673718704034217,0.06354931961074556
4891-54-7,0.5364708631038563,0.2804339106950122,0.10117522269067585,0.08192000351045549
2497-06-5,0.4898791639971335,0.20663080164295256,0.2571276603034227,0.04636237405649136
2511-11-7,0.8047956989408506,0.12468875409200204,0.0637439325612005,0.006771614405946886
2404-78-6,0.35595745573878457,0.5309754521083283,0.09325865535137777,0.019808436801509333
688-62-0,0.04546568820627264,0.19427387507876945,0.7254054295200355,0.034855007194922426
1486-39-1,0.2792503274795907,0.5506016077870435,0.1331376789297126,0.03701038580365315
87310-56-3,0.01809801374335927,0.11320852114933773,0.7684853899515477,0.10020807515575536
55881-07-7,0.03812897381289132,0.06401008999057813,0.293341431343765,0.6045195048527655
