CASRN,Toxic_svm_ecfp6counts-0,Toxic_svm_ecfp6counts-1
4559-86-8,0.5873585140525243,0.41264148594747585
10254-57-6,0.3401651370124322,0.6598348629875679
53306-54-0,0.7058664410744874,0.29413355892551263
1941-30-6,0.6604019450198138,0.33959805498018625
682-01-9,0.8713563052845805,0.12864369471541953
486455-65-6,0.5334721103190035,0.46652788968099634
126-57-8,0.9256017685718447,0.07439823142815498
11138-60-6,0.9173027696239348,0.08269723037606516
78-16-0,0.8787698336311704,0.12123016636882959
106-20-7,0.6188649835783143,0.3811350164216856
295800-70-3,0.7316263301515686,0.26837366984843136
10143-60-9,0.8264214633170751,0.1735785366829247
22174-70-5,0.791111051876993,0.20888894812300665
19074-24-9,0.9186238028469089,0.08137619715309094
122-62-3,0.9247442781752694,0.07525572182473064
103-24-2,0.9191945721693754,0.08080542783062446
103-23-1,0.9108190773796259,0.0891809226203742
2915-57-3,0.9303036936196086,0.06969630638039116
84731-70-4,0.8303588842869202,0.16964111571308013
117-81-7,0.8847090619918003,0.11529093800819971
14858-73-2,0.8147966154830683,0.18520338451693175
3658-48-8,0.8253714417554686,0.17462855824453158
298-07-7,0.8048571711790873,0.19514282882091288
63449-80-9,0.6677111054246504,0.3322888945753495
7425-14-1,0.7076062183249667,0.2923937816750332
18268-70-7,0.9030788049545697,0.09692119504543037
94-28-0,0.9089180710609222,0.09108192893907788
3282-85-7,0.8051498679220487,0.1948501320779512
7790-07-0,0.842518417929821,0.15748158207017893
25724-60-1,0.8878561642100328,0.1121438357899674
10022-60-3,0.8838112888472176,0.11618871115278218
468-61-1,0.2608387511620226,0.7391612488379774
4551-59-1,0.3530887921204213,0.6469112078795786
57647-13-9,0.20971829169897646,0.7902817083010234
27591-69-1,0.340099677064302,0.659900322935698
589-32-2,0.3257479492980384,0.6742520507019617
60012-88-6,0.5628809726044841,0.4371190273955158
78-53-5,0.10592913454909965,0.8940708654509005
115-79-7,0.5743436222285043,0.4256563777714956
122-31-6,0.5219307130318257,0.4780692869681742
78-10-4,0.8359206339875679,0.16407936601243236
17356-42-2,0.0509101701194487,0.9490898298805515
3689-24-5,0.279308380573868,0.7206916194261321
563-12-2,0.061929729451487774,0.9380702705485122
6926-73-4,0.11153430285096139,0.8884656971490386
78-07-9,0.4810394330926436,0.5189605669073566
20395-17-9,0.20702372259208598,0.7929762774079141
18300-10-2,0.0977497105456528,0.9022502894543473
2667-40-5,0.26426277067970705,0.7357372293202928
55134-13-9,0.8169511025276014,0.18304889747239872
33446-90-1,0.9243097313373291,0.07569026866267085
17980-47-1,0.6938864729381321,0.30611352706186806
27879-29-4,0.20242622071885605,0.7975737792811439
35435-21-3,0.7692016734402933,0.23079832655970675
55934-93-5,0.8953654698537483,0.10463453014625161
52030-05-4,0.6943929064169714,0.30560709358302895
74051-80-2,0.24503201043978143,0.7549679895602186
2224-33-1,0.6499320666126295,0.35006793338737047
34036-80-1,0.5711052516938037,0.42889474830619634
6104-58-1,0.8057467455452814,0.1942532544547185
77-90-7,0.8770517211629326,0.12294827883706724
21327-31-1,0.22681634141744655,0.7731836585825534
5826-91-5,0.1631930742900821,0.8368069257099179
22787-59-3,0.24358814899199493,0.7564118510080052
22787-58-2,0.14253025874598282,0.8574697412540175
5675-57-0,0.18266003588362548,0.8173399641163744
3730-54-9,0.5189916435282753,0.48100835647172474
655-35-6,0.2916361930582566,0.7083638069417433
77-89-4,0.8813694091682633,0.11863059083173674
24748-23-0,0.34776947016256643,0.6522305298374337
70833-40-8,0.8450746687069225,0.1549253312930775
14504-73-5,0.09620596370143795,0.903794036298562
67239-04-7,0.5533614119798342,0.4466385880201657
2595-54-2,0.12949668763560182,0.870503312364398
5137-55-3,0.6594696679699315,0.3405303320300685
1421-14-3,0.429079534674831,0.5709204653251689
2031-67-6,0.48010384406569323,0.5198961559343068
64036-99-3,0.15657472222334054,0.8434252777766594
26523-78-4,0.850627493131428,0.14937250686857192
68814-95-9,0.5541826873882816,0.4458173126117183
538-23-8,0.8637841431935244,0.1362158568064755
68130-53-0,0.8651799913281351,0.13482000867186497
2528-38-3,0.39691295681323435,0.6030870431867656
5343-44-2,0.765806617327946,0.23419338267205428
5831-80-1,0.8546991844499977,0.1453008155500024
51249-05-9,0.286843450996775,0.7131565490032251
102-85-2,0.5803282438251178,0.4196717561748823
126-73-8,0.41305290416622736,0.5869470958337727
998-40-3,0.5852009206430846,0.41479907935691535
115-78-6,0.3928597972397399,0.6071402027602602
33060-84-3,0.1450877282374838,0.8549122717625159
150-50-5,0.3204391916420978,0.6795608083579021
78-48-8,0.2194787660903304,0.7805212339096697
60-01-5,0.8714654110121616,0.12853458898783834
74125-01-2,0.39463885324051856,0.6053611467594814
1496-94-2,0.414292678921669,0.5857073210783308
21270-07-5,0.3980033730911806,0.6019966269088194
29806-73-3,0.9079523308470306,0.09204766915296939
7346-61-4,0.7879985668000045,0.21200143319999543
59130-69-7,0.9071487945940806,0.09285120540591953
63907-12-0,0.7520653381216864,0.24793466187831367
1114-71-2,0.5426642644517441,0.457335735548256
64058-98-6,0.32953905900708974,0.6704609409929099
64059-01-4,0.421256599984933,0.5787434000150671
13194-48-4,0.2315800013300099,0.7684199986699899
2511-15-1,0.20287451918493837,0.7971254808150617
90220-15-8,0.177306157537325,0.822693842462675
759-94-4,0.4141691197030659,0.5858308802969342
23184-66-9,0.34683589857200425,0.6531641014279957
51218-49-6,0.4862451799112502,0.5137548200887497
109965-82-4,0.18123730528588483,0.8187626947141151
20954-13-6,0.2446888379140594,0.7553111620859407
102579-43-1,0.34014482015400266,0.6598551798459972
168152-77-0,0.0647556576000485,0.9352443423999516
168152-89-4,0.08365875598859202,0.916341244011408
92953-10-1,0.26433112588482816,0.7356688741151719
17088-72-1,0.7616106030172598,0.23838939698274023
60763-41-9,0.7826650706561975,0.21733492934380255
35850-79-4,0.848970441477462,0.1510295585225379
3309-68-0,0.08520849033999305,0.9147915096600071
18109-81-4,0.13708889040052832,0.8629111095994715
52736-14-8,0.7600202272475673,0.2399797727524329
3862-08-6,0.5747626097170915,0.42523739028290863
139-45-7,0.7730267549127059,0.226973245087294
38727-55-8,0.7194680277478528,0.2805319722521472
80472-88-4,0.4941875985131398,0.5058124014868604
51356-13-9,0.07983011992863263,0.9201698800713674
33210-44-5,0.06605845344134838,0.9339415465586516
33210-40-1,0.07921408364635665,0.9207859163536434
33210-43-4,0.10752850549735983,0.8924714945026402
1912-26-1,0.10890046928490194,0.8910995307150981
7779-27-3,0.2815681666791378,0.718431833320862
78816-48-5,0.28226086624642716,0.717739133753573
2941-55-1,0.3378850545413993,0.6621149454586008
4740-11-8,0.2237517867170991,0.776248213282901
125-99-5,0.17136893326053834,0.8286310667394616
5957-17-5,0.7104877647533001,0.2895122352466998
2001-81-2,0.8012638257317548,0.19873617426824544
56-37-1,0.25677771584065967,0.7432222841593403
9004-57-3,0.8825575871814265,0.11744241281857329
7789-92-6,0.7415523931069268,0.2584476068930732
10140-99-5,0.4927535307049061,0.507246469295094
122-51-0,0.3451722583343424,0.6548277416656574
63869-26-1,0.12285669754483097,0.8771433024551691
2425-25-4,0.18449655766882053,0.8155034423311794
5823-25-6,0.08760260157644471,0.9123973984235552
919-54-0,0.08139054928842773,0.9186094507115723
1067-47-6,0.6840982226209213,0.3159017773790783
919-30-2,0.4193384637718217,0.5806615362281785
76524-94-2,0.48725262272561115,0.5127473772743889
2602-34-8,0.5,0.5
14814-09-6,0.39407650932553123,0.6059234906744687
34708-08-2,0.4064766367588745,0.5935233632411254
15129-36-9,0.2870117739563713,0.7129882260436287
15267-95-5,0.2991837390084121,0.7008162609915878
122-52-1,0.32924932968044307,0.6707506703195568
78-40-0,0.09507314335780526,0.9049268566421949
78-38-6,0.15741864388749205,0.842581356112508
126-75-0,0.12126482522678837,0.8787351747732116
298-03-3,0.1130718703129851,0.8869281296870147
298-04-4,0.04760525847554842,0.9523947415244517
298-02-2,0.06107355019927013,0.9389264498007296
1186-09-0,0.07535837358599388,0.9246416264140059
2524-09-6,0.063694361317048,0.9363056386829519
2497-07-6,0.05232165822745224,0.9476783417725478
2588-03-6,0.07843997973345104,0.921560020266549
2496-91-5,0.2494271541804481,0.7505728458195517
4891-54-7,0.19720468923580028,0.8027953107641995
2497-06-5,0.11913198334570738,0.8808680166542927
2511-11-7,0.09629173231105016,0.9037082676889497
2404-78-6,0.09461978840083204,0.9053802115991678
688-62-0,0.2802143905491275,0.7197856094508727
1486-39-1,0.17695672076543753,0.8230432792345624
87310-56-3,0.3352845520875207,0.6647154479124793
55881-07-7,0.8737565812881266,0.12624341871187317
2229-55-2,0.7845711026206726,0.2154288973793273
79451-10-8,0.22146951307456514,0.7785304869254351
66996-10-9,0.13099972856095765,0.8690002714390423
30129-29-4,0.5790710043484866,0.42092899565151337
30129-30-7,0.4911379739185981,0.508862026081402
55297-95-5,0.2790532440975149,0.7209467559024852
3004-70-4,0.20733800603292915,0.7926619939670709
53521-41-8,0.6545787674187267,0.3454212325812734
139-88-8,0.8817600271316172,0.1182399728683827
33820-53-0,0.4556392583277179,0.544360741672282
5892-41-1,0.1919377536869058,0.8080622463130943
1912-25-0,0.23664945092357456,0.7633505490764253
2275-18-5,0.07090799720671431,0.9290920027932859
87130-20-9,0.43916027893692405,0.560839721063076
63873-23-4,0.15913707377784092,0.8408629262221592
78-52-4,0.10227678081583792,0.8977232191841621
63873-21-2,0.15062049429450103,0.8493795057054988
68649-11-6,0.8717489320487951,0.1282510679512049
63990-57-8,0.5897786244898079,0.4102213755101921
26818-53-1,0.5764669192467402,0.42353308075325974
27891-14-1,0.5,0.5
36756-79-3,0.20334149773352495,0.7966585022664752
19072-57-2,0.3674381943754524,0.6325618056245476
27591-74-8,0.189357177460806,0.8106428225391938
66734-13-2,0.8326695938501404,0.16733040614985947
5593-20-4,0.9404947931457447,0.059505206854255255
5534-09-8,0.8891389587832065,0.11086104121679359
27778-88-7,0.11046060964345236,0.8895393903565476
27778-86-5,0.13598574989971152,0.8640142501002886
27778-84-3,0.10561659836863023,0.8943834016313696
27778-80-9,0.13435675819349258,0.8656432418065074
27778-82-1,0.07572245080918494,0.9242775491908152
27684-92-0,0.043881235765644185,0.9561187642343557
26259-45-0,0.20778681490604814,0.7922131850939518
40618-52-8,0.3593635615404097,0.6406364384595904
69-05-6,0.24941069428525928,0.7505893057147408
9050-04-8,0.12538854618563258,0.8746114538143674
60735-64-0,0.38668526941312076,0.6133147305868792
24151-93-7,0.3479224279847026,0.6520775720152971
2109-64-0,0.6637801243510715,0.3362198756489286
22457-23-4,0.3504176813821696,0.6495823186178302
541-85-5,0.8169659598735957,0.1830340401264045
14355-07-8,0.28791557049163213,0.7120844295083681
10032-15-2,0.7781794683859291,0.22182053161407092
14355-12-5,0.17802164018927774,0.8219783598107223
10024-78-9,0.6201990710006009,0.37980092899939916
32838-28-1,0.9119777025423138,0.0880222974576862
57-33-0,0.3089795974104989,0.691020402589501
71-73-8,0.37044990865223887,0.6295500913477611
871-22-7,0.7997712977233344,0.2002287022766654
105-82-8,0.812269660420165,0.18773033957983482
29122-60-9,0.14719127215715525,0.8528087278428448
186817-80-1,0.7894392338002074,0.2105607661997926
7452-79-1,0.7601624692170746,0.23983753078292552
7286-69-3,0.35001308998412156,0.6499869100158783
98886-44-3,0.24008425927687835,0.7599157407231218
125-64-4,0.3496136889030312,0.6503863110969688
82834-16-0,0.7143930112784139,0.2856069887215862
730-07-4,0.3547650447431158,0.6452349552568838
33499-11-5,0.5652235315741355,0.4347764684258645
110429-62-4,0.4854210500069118,0.5145789499930882
67050-64-0,0.13031945987714397,0.869680540122856
54-05-7,0.09785391266581003,0.90214608733419
1094-08-2,0.2824313327293022,0.7175686672706978
30238-41-6,0.5247421273696357,0.47525787263036423
64241-34-5,0.48344360666213937,0.5165563933378606
33499-13-7,0.6229265031554546,0.3770734968445455
63867-07-2,0.4332791196605139,0.5667208803394861
15299-99-7,0.23513238917648835,0.7648676108235116
4630-95-9,0.463137920403206,0.5368620795967939
66968-39-6,0.20896069691343372,0.7910393030865661
105-57-7,0.6678213331105664,0.3321786668894337
137658-79-8,0.8723338811434413,0.12766611885655887
7492-66-2,0.8888250493456501,0.1111749506543499
87820-88-0,0.5526989382948371,0.4473010617051629
103890-78-4,0.7830220874905043,0.21697791250949558
52-60-8,0.20108176529363697,0.7989182347063631
50765-73-6,0.13605216356754715,0.863947836432453
50765-89-4,0.0990567749306647,0.9009432250693352
15763-48-1,0.5650605523584368,0.4349394476415633
22609-73-0,0.6314399211644778,0.36856007883552216
88045-99-2,0.8887660324796028,0.11123396752039728
56358-09-9,0.603080889425003,0.396919110574997
17702-79-3,0.23594973706814068,0.7640502629318591
41611-76-1,0.7478715846496314,0.25212841535036856
137-58-6,0.16648230342605652,0.8335176965739435
333-40-4,0.07474849175070901,0.9252515082492908
31775-20-9,0.8262730378104395,0.17372696218956057
105779-78-0,0.13360889818211816,0.8663911018178819
23191-75-5,0.38808046423896747,0.6119195357610325
88045-98-1,0.7621628191056361,0.23783718089436404
243973-20-8,0.708160116422577,0.2918398835774231
57470-78-7,0.4178061294152914,0.5821938705847085
68227-46-3,0.40817202914171735,0.5918279708582826
5221-49-8,0.07364114013944086,0.926358859860559
72542-60-0,0.2248486389288781,0.775151361071122
79438-83-8,0.13321581598667318,0.8667841840133268
21409-78-9,0.1538022193126794,0.8461977806873207
40374-14-9,0.14076587974846563,0.8592341202515343
29232-93-7,0.1495549687376782,0.8504450312623217
13171-21-6,0.15498807132208325,0.845011928677917
73521-00-3,0.1655304958551889,0.8344695041448112
73512-92-2,0.2850899119606577,0.7149100880393424
73520-99-7,0.1206893590513799,0.87931064094862
73512-93-3,0.16574612547729056,0.8342538745227094
73512-94-4,0.1593308062667064,0.8406691937332936
128606-48-4,0.2350686987615708,0.7649313012384289
57846-34-1,0.15149012895992028,0.8485098710400798
74639-40-0,0.5197678429042558,0.48023215709574424
1716-09-2,0.08798419378917662,0.9120158062108235
14143-09-0,0.2603969078160846,0.7396030921839154
10097-26-4,0.9001778210694519,0.09982217893054808
688-84-6,0.8632056471048198,0.13679435289518024
105-16-8,0.5798234391757372,0.42017656082426297
1918-08-7,0.4293449020664913,0.5706550979335088
14663-66-2,0.2118669177280061,0.788133082271994
14663-67-3,0.16781844428576048,0.8321815557142397
10137-90-3,0.8316431937568455,0.16835680624315424
78193-97-2,0.34486129156807926,0.6551387084319208
58458-55-2,0.45273965578827086,0.5472603442117293
103-09-3,0.8507606018839168,0.14923939811608336
29214-60-6,0.8783713600933396,0.12162863990666058
23947-60-6,0.29066258941674455,0.7093374105832554
437717-43-6,0.7363802846159022,0.2636197153840979
6946-94-7,0.7544854712629175,0.24551452873708238
1187-74-2,0.7512288786115152,0.24877112138848478
274671-61-3,0.25660896290534063,0.7433910370946593
2728-05-4,0.40143824033739467,0.5985617596626052
134-62-3,0.351986813013258,0.6480131869867419
52406-01-6,0.7128998234149155,0.2871001765850845
953-32-2,0.04443198636009721,0.955568013639903
60090-47-3,0.4481109550023179,0.5518890449976819
15386-51-3,0.2191899064163834,0.7808100935836166
2728-04-3,0.1595939457552897,0.8404060542447103
56632-42-9,0.5388186124904816,0.46118138750951837
299-45-6,0.2110547695673026,0.7889452304326978
2425-15-2,0.1225566723734229,0.8774433276265773
51356-23-1,0.18210534050216323,0.8178946594978368
51356-21-9,0.15055172141616852,0.8494482785838317
3099-88-5,0.03330393877978798,0.966696061220212
1942-78-5,0.05765571781311988,0.9423442821868803
108-35-0,0.13434514463400532,0.8656548553659947
15421-84-8,0.11174299385424762,0.8882570061457524
51356-11-7,0.12411386893291863,0.8758861310670812
51356-09-3,0.08490628335761234,0.9150937166423877
22439-40-3,0.12499796075320038,0.8750020392467996
5633-16-9,0.15134204916841468,0.8486579508315854
26662-09-9,0.21952431635976427,0.7804756836402359
21673-86-9,0.5071775727779703,0.49282242722202985
107812-70-4,0.309650442311158,0.6903495576888422
105435-14-1,0.2623945162142792,0.7376054837857206
63979-26-0,0.2651947826745741,0.7348052173254258
75274-20-3,0.5,0.5
2532-92-5,0.41964126828512655,0.5803587317148735
2544-52-7,0.13662135462406955,0.8633786453759303
88-24-4,0.8227227168527292,0.17727728314727081
120-95-6,0.5117021888971374,0.48829781110286274
51959-14-9,0.4259145001608614,0.5740854998391386
79-74-3,0.805108534259677,0.1948914657403228
10508-09-5,0.8683555071992272,0.1316444928007726
118134-30-8,0.6502686592562497,0.34973134074375045
3006-82-4,0.8110131468663957,0.1889868531336045
329-21-5,0.16065154706583396,0.8393484529341662
7795-74-6,0.13028559413708088,0.8697144058629193
69784-43-6,0.24806372511947675,0.7519362748805231
55285-14-8,0.1145254120036514,0.8854745879963485
42222-50-4,0.9319816178397342,0.06801838216026587
3489-84-7,0.45148767037193005,0.5485123296280697
919-94-8,0.5391659224923125,0.4608340775076875
3734-95-0,0.12568716287878387,0.8743128371212161
129927-33-9,0.21670846517018783,0.7832915348298123
72590-77-3,0.9028429980192934,0.09715700198070674
13472-08-7,0.4453341781005487,0.554665821899451
78-66-0,0.6803852336674912,0.3196147663325088
1338-23-4,0.8205892625831525,0.1794107374168475
154619-86-0,0.07515590294413788,0.9248440970558623
154619-76-8,0.04673801117697118,0.9532619888230288
82559-96-4,0.7078306291375107,0.29216937086248945
82558-50-7,0.5342221279003413,0.46577787209965876
4268-36-4,0.7218814203278819,0.2781185796721181
5340-36-3,0.5950170076483795,0.4049829923516204
33236-05-4,0.11682465890982932,0.8831753410901706
33210-49-0,0.09970123614762236,0.9002987638523777
17091-21-3,0.9149986472046041,0.08500135279539568
82560-06-3,0.4515458675441879,0.5484541324558122
123199-92-8,0.3404760076096225,0.6595239923903773
77-74-7,0.5968270054675473,0.4031729945324526
1986-53-4,0.8228368487197821,0.1771631512802179
55937-99-0,0.6603580441692591,0.33964195583074075
1081-95-4,0.2161541413291588,0.783845858670841
103446-98-6,0.6005496588853032,0.3994503411146967
19457-00-2,0.5,0.5
30087-47-9,0.29583497564748307,0.7041650243525168
40373-31-7,0.058100820120833556,0.9418991798791665
2631-26-7,0.0881091322620046,0.9118908677379953
3772-48-3,0.04155053642713429,0.9584494635728659
1474-80-2,0.0710383795541419,0.9289616204458581
28616-48-0,0.1791478881412007,0.8208521118587992
55769-64-7,0.679960082114346,0.3200399178856542
89591-51-5,0.25010836534098385,0.7498916346590162
63580-68-7,0.03839022849642572,0.961609771503574
60244-63-5,0.20810546632961358,0.7918945336703864
60244-60-2,0.06315392051681731,0.9368460794831827
7396-58-9,0.7063770124490542,0.2936229875509459
63039-90-7,0.2835546830927873,0.7164453169072126
18886-42-5,0.34683222452468176,0.6531677754753183
37686-84-3,0.19284880161065718,0.8071511983893427
63717-17-9,0.15921838589826762,0.8407816141017322
57647-36-6,0.12775123914684375,0.8722487608531564
104907-82-6,0.19543606848595269,0.8045639315140473
80472-86-2,0.3242852956038472,0.6757147043961528
76597-98-3,0.7540180509629937,0.24598194903700632
513-10-0,0.09574549435124127,0.9042545056487589
107-64-2,0.5292583019823356,0.4707416980176644
68391-05-9,0.71264392666966,0.2873560733303399
7173-51-5,0.7001181609760558,0.299881839023944
37335-68-5,0.3770592665012998,0.6229407334987002
124-03-8,0.4362215194947242,0.5637784805052757
6458-13-5,0.657999718702998,0.3420002812970019
70206-24-5,0.5,0.5
53-46-3,0.1766704153768936,0.8233295846231065
50-10-2,0.20796957789207934,0.7920304221079206
54663-47-7,0.4825204274066054,0.5174795725933948
32358-09-1,0.3138290063042685,0.6861709936957314
24789-78-4,0.22496959311075618,0.775030406889244
154-82-5,0.513524431692415,0.4864755683075851
3700-98-9,0.5219405366051546,0.4780594633948453
3700-97-8,0.38455516316018956,0.6154448368398103
63917-07-7,0.24108855879724647,0.7589114412027537
38260-54-7,0.10528611850460522,0.8947138814953948
2830-87-7,0.28144237861829274,0.7185576213817072
21410-51-5,0.19784993105253018,0.8021500689474697
1634-78-2,0.1331914670043103,0.8668085329956896
121-75-5,0.1257140192257982,0.8742859807742019
18300-07-7,0.18654946236032274,0.8134505376396775
3344-12-5,0.2662313669279854,0.7337686330720146
51012-33-0,0.27986503682086444,0.7201349631791356
4104-03-4,0.1922950617365527,0.8077049382634471
816-19-3,0.7874640796610416,0.21253592033895843
15972-60-8,0.22930339707350814,0.7706966029264918
117666-91-8,0.6781153983455359,0.3218846016544641
