CASRN,EPA_RF_ecfp6counts-1,EPA_RF_ecfp6counts-2,EPA_RF_ecfp6counts-3,EPA_RF_ecfp6counts-4
3562-84-3,0.06442190117817051,0.18313864760168178,0.5155148622854037,0.2369245889347435
611-75-6,0.09643705828867082,0.28218963160831034,0.5035303253463087,0.11784298475671026
3296-90-0,0.02641593108607471,0.13301711307209899,0.5271733423478585,0.31339361349396816
13181-17-4,0.19565232388011017,0.19129621147399786,0.4421537999238468,0.17089766472204554
615-58-7,0.04856307006370142,0.22893489531502026,0.6553353766710838,0.06716665795019432
6609-53-6,0.7998358749013478,0.15188044689309696,0.04012171249277613,0.008161965712780272
53615-23-9,0.8574145154841539,0.10323388986696333,0.0312805917782529,0.008071002870630638
89427-28-1,0.8499567507995347,0.07340298397914995,0.05593119334462973,0.02070907187668648
89427-33-8,0.9289648699504751,0.04255901253070445,0.0172170625398087,0.011259054979012762
14689-56-6,0.8933553039744057,0.05890769539468143,0.03236978165287985,0.015367218978033543
3393-60-0,0.8818989713963837,0.06583597022786533,0.03677785665683423,0.015487201718916696
89427-29-2,0.8412394919480178,0.08979457744441983,0.04762297106212402,0.021342959545438824
15287-51-1,0.05928403724208755,0.14367563200744396,0.5330050990701003,0.2640352316803683
94847-66-2,0.14778782290169043,0.23380900787501413,0.5007139621060931,0.11768920711720304
2034-22-2,0.11051780612449935,0.2722935152718725,0.4908500261352827,0.12633865246834514
52907-07-0,0.08449196248122863,0.12712482324997706,0.4777241572748895,0.31065905699390484
50585-41-6,0.19052870861109136,0.11866175876700301,0.4518253208151319,0.23898421180677382
3322-93-8,0.052508540015371634,0.332619388252194,0.4363180458220341,0.17855402591040023
21850-44-2,0.08966207835374501,0.14958443250649142,0.38850741248584403,0.37224607665391984
7682-32-8,0.7769053153477691,0.13920332243806507,0.05696447054039025,0.026926891673774607
89427-35-0,0.8813464093061154,0.048086751570140196,0.05039976108463451,0.020167078039111056
126-72-7,0.11680926583392168,0.20549942616751896,0.2909627151681037,0.38672859283045574
3194-55-6,0.03237688716106176,0.3621181399347564,0.3836665627737428,0.22183841013043926
20566-35-2,0.04391221901009902,0.14063929740869133,0.49601767499702065,0.31943080858418915
2338-30-9,0.8706436674853937,0.07708235670368216,0.02881329548777358,0.02346068032315173
87-84-3,0.07051158814197078,0.33011373850560594,0.35158897711444564,0.24778569623797672
608-71-9,0.0937580310400362,0.1999200711000501,0.46469082549628177,0.24163107236363188
32588-76-4,0.06163981492836989,0.09354176132331006,0.3400919344401777,0.5047264893081423
32536-52-0,0.1141042832839197,0.21366814478742216,0.38503842325756055,0.2871891486710971
27858-07-7,0.06143221509213235,0.2112089388753211,0.41393446379278953,0.31342438223975727
61262-53-1,0.09293517981951392,0.19994164343166052,0.3776589320091316,0.32946424473969443
84852-53-9,0.06680741033042055,0.16192519920660445,0.2787852917896772,0.49248209867329734
13654-09-6,0.08866591243358446,0.09230901800397787,0.21619604904418438,0.602829020518253
3674-13-3,0.03589870260495386,0.29485875030535985,0.46082531804269744,0.20841722904698845
78-75-1,0.05814702917077111,0.3222913679013083,0.5129922587466743,0.1065693441812463
89427-38-3,0.7596606736450009,0.1912203317270994,0.03657280842535438,0.012546186202545542
10474-14-3,0.09033600988541644,0.34066888389626077,0.4416424924779482,0.12735261374037446
300-76-5,0.2889527878243432,0.3032789216616446,0.32668075072878267,0.08108753978522837
2872-96-0,0.13166997233347014,0.3526012944213173,0.3862140625579682,0.1295146706872444
106-93-4,0.048729459542167584,0.5465962951788419,0.33878973839325044,0.06588450688574074
1947-58-6,0.048449914275209074,0.19504618908390445,0.4301947077208008,0.326309188920085
96-13-9,0.06889781627162822,0.3501688504192441,0.44168645539046353,0.13924687791866466
96-12-8,0.1026675644640447,0.390360513666202,0.41323474306937447,0.09373717880037943
18791-02-1,0.088362513779451,0.4920014164165606,0.3149186852924283,0.10471738451155974
75-81-0,0.09131527300755289,0.37344957287296704,0.4241451292667483,0.11109002485273277
590-12-5,0.06158944895179249,0.5261607481332251,0.3257647521912636,0.08648505072371934
2302-30-9,0.14903675323931417,0.2529934109481788,0.5032687460813435,0.09470108973116383
14689-59-9,0.9241146643003983,0.04673047936239343,0.02184642851154676,0.007308427825662087
79-27-6,0.05337702788548816,0.39801349663254615,0.3734683295835852,0.17514114589837973
63867-08-3,0.04069280640292329,0.146312056519723,0.6059535776253587,0.2070415594519958
64047-47-8,0.03421384334683071,0.10882863676154393,0.7371749073235753,0.1197826125680504
63938-47-6,0.03770503375003486,0.29947599895982363,0.5466300338303876,0.11618893345975448
613-53-6,0.040035851850751876,0.2887004727195174,0.5668228146566537,0.10444086077307678
115-17-3,0.06654542158215233,0.26497767307368536,0.5814774314962736,0.08699947384788746
75-25-2,0.03846190585612369,0.4660025957304052,0.4331301812274506,0.06240531718602026
42136-31-2,0.6229900655207051,0.12081331795561577,0.2149564455912181,0.04124017093245982
64050-72-2,0.14932674759015993,0.48501440893898046,0.305279403183289,0.06037944028757017
42136-30-1,0.08382793951657655,0.5560288198129276,0.3128307250260011,0.04731251564449341
26637-71-8,0.0480611997244055,0.18346015358513432,0.572130474103924,0.19634817258653664
69094-18-4,0.07056836928991124,0.2862524790797346,0.5122161587484082,0.13096299288194665
74-95-3,0.05471133894075401,0.5310502469587166,0.3286478668639643,0.08559054723656469
3252-43-5,0.12582758911179903,0.515346340910342,0.3226321628974677,0.036193907080389776
598-91-4,0.11651665441807604,0.494074707620777,0.29286088818494943,0.09654774977619768
124-48-1,0.029188400640083705,0.3542947338750169,0.5385870862567645,0.0779297792281349
25497-30-7,0.06942165103310924,0.2722073788000967,0.47000699345669605,0.18836397671009772
83447-96-5,0.06412603028858828,0.22877347195924888,0.5105078374719025,0.19659266028026012
473-49-4,0.1578586455433511,0.2500930825444765,0.410003912648257,0.1820443592639156
117900-35-3,0.048087800330947734,0.1564894173318785,0.6090026985646854,0.18642008377248898
4460-32-6,0.18970779777672345,0.24370683807998353,0.45731792330053245,0.10926744084276059
2260-08-4,0.04334100529100531,0.16177284763640265,0.6255204517065769,0.1693656953660151
386-17-4,0.03899423276528542,0.14310081424996293,0.5724320037433049,0.24547294924144755
67-30-1,0.04773703021171259,0.16832668791387237,0.5570343406582758,0.22690194121613858
16423-68-0,0.05404034206534209,0.18086299561005448,0.514925121664828,0.25017154065977576
10397-75-8,0.039059456284456305,0.08514732665683131,0.3710816766257478,0.5047115404329647
59017-64-0,0.05310580219188902,0.09432581344425324,0.33393071614372927,0.518637668220128
79770-24-4,0.06727793773038872,0.13498188621472937,0.40084893559599427,0.3968912404588875
7246-21-1,0.032958467753395324,0.11612845388721355,0.6085811602327735,0.24233191812661778
96-84-4,0.05608819905864198,0.14322716161923113,0.4648076972145077,0.3358769421076191
59939-17-2,0.07138400037442305,0.11720081067397325,0.4047287419554616,0.40668644699614226
16034-77-8,0.049202776722919284,0.15272548473169012,0.5316151401757688,0.2664565983696229
22730-89-8,0.042998306643626354,0.14904799052014625,0.4968155735531925,0.311138129283035
31112-62-6,0.056373441235979954,0.10619109731666493,0.3389096852217076,0.4985257762256478
440-58-4,0.051356285585814725,0.12035443744151315,0.4570247024874958,0.37126457448517614
66108-95-0,0.03775151325303389,0.10052445421847205,0.34570431858823303,0.5160197139402608
3115-05-7,0.04075131228248878,0.1423999641752583,0.6137409865733395,0.2031077369689134
111453-32-8,0.045696393194752646,0.12152106614723257,0.3609538067880604,0.4718287338699545
19403-92-0,0.059901943357722504,0.20159615061879124,0.5753585810266298,0.16314332499685727
37441-29-5,0.05888466585316897,0.19931681404330814,0.5262377147971048,0.2155608053064184
19774-82-4,0.04898910495822263,0.2292900296842245,0.5303286140358895,0.19139225132166313
3861-47-0,0.04093992793123314,0.3364250824494253,0.43098297035901223,0.1916520192603286
57808-65-8,0.0790694974415563,0.22828880558439366,0.4555092211165741,0.23713247585747585
577-91-3,0.04582737494719241,0.19927243885256046,0.6138334917723539,0.14106669442789285
14689-57-7,0.8076502106838075,0.12504339715000287,0.059470079614039974,0.007836312552149487
17601-49-9,0.06954072378008669,0.2143729321238457,0.5386202643653594,0.17746607973070874
1746-25-4,0.1412474246049592,0.30167427054809315,0.43689929644348174,0.12017900840346607
29717-26-8,0.03999670688788339,0.1936085016137483,0.4426458132569224,0.32374897824144633
75-47-8,0.07762896545101543,0.4200880100839291,0.3219830491022412,0.1802999753628144
68439-50-9,0.0015111295099427195,0.006879806832021066,0.9067045665232567,0.08490449713478017
9004-95-9,0.001151857585139319,0.004652339475012193,0.9318263841440976,0.06236941879575146
65-29-2,0.08555810513016396,0.24492204482928265,0.5132775573239474,0.1562422927166063
63869-27-2,0.5425842732357063,0.18359992646421575,0.18752317455364176,0.08629262574643554
3247-33-4,0.7054392672121836,0.12087917614888441,0.14396497753791462,0.029716579101016445
70682-61-0,0.026052748232160014,0.0882493050036606,0.4529357418257442,0.4327622049384349
3319-31-1,0.018928663003662995,0.08339393014393018,0.4772090804849321,0.4204683263674749
301-13-3,0.01157875974315143,0.05273286945670137,0.36743454513644863,0.5682538256636983
78-42-2,0.034629979043477546,0.042334030205156206,0.6916511615796678,0.231384829171699
56706-10-6,0.08214693227396484,0.18694862586655958,0.5403021948325516,0.19060224702692374
160194-28-5,0.09265435737108049,0.18997634727184753,0.5399404673487169,0.17742882800835674
15458-87-4,0.04559261195246013,0.251739477790938,0.512180925582203,0.1904869846743995
105084-66-0,0.43410115186510506,0.2230153839890004,0.2533029318123088,0.08958053233358591
13080-06-3,0.031277062795803584,0.1468299468784441,0.4871502927394552,0.33474269758629693
15180-47-9,0.032812563043591064,0.11345040672403257,0.5777202436582864,0.27601678657409034
35077-00-0,0.02832158480456513,0.10999787818623186,0.6413786732508907,0.22030186375831207
63869-22-7,0.36218586612091985,0.32129880287946627,0.2340615107133784,0.08245382028623499
139-60-6,0.055874119251279324,0.34124999724758215,0.49004790736755405,0.11282797613358415
34206-40-1,0.08826849753273905,0.11635338579677514,0.5363786740498205,0.2589994426206655
752-56-7,0.03671012506012508,0.10926305453805456,0.4192518407518406,0.43477497964997974
74758-25-1,0.029491492303992325,0.18648534151034146,0.6599364311614311,0.12408673502423503
23505-41-1,0.17759946720339795,0.6555970135378187,0.13750042965878675,0.02930308959999615
154702-15-5,0.03301657932710565,0.11056515940200144,0.49111770661932436,0.3653005546515689
3857-80-5,0.035431859531569035,0.1581006640147519,0.6465480880678021,0.15991938838587708
3687-16-9,0.024545987891940475,0.1066159733728605,0.7219837914094854,0.14685424732571425
141-94-6,0.025018589113964654,0.12255583647433489,0.5107427513712612,0.3416828230404392
68289-21-4,0.061850439968241876,0.25895797892567207,0.4942512106412106,0.1849403704648751
67762-53-2,0.014327313435735445,0.051528325173183884,0.6413648647298181,0.29277949666126185
4559-86-8,0.016862232390191002,0.1511141539469554,0.5823574119654713,0.24966620169738163
10254-57-6,0.0532236757187169,0.20862095388002969,0.5230475918520527,0.2151077785492007
53306-54-0,0.026999759499759506,0.06906134314888186,0.34078328390019513,0.5631556134511629
1941-30-6,0.024644198979814437,0.17379437909842144,0.5998647115592484,0.20169671036251516
682-01-9,0.034471903551401555,0.12958380320408938,0.5625105084059463,0.2734337848385626
486455-65-6,0.06559557682534818,0.18010380226025383,0.4991102625592391,0.255190358355159
126-57-8,0.004068276381029491,0.007539791668781653,0.5977492833705218,0.3906426485796652
11138-60-6,0.004818512529940778,0.00918364630861204,0.624030631379997,0.36196720978144725
78-16-0,0.011176171822279157,0.02279425062373037,0.7999263187071934,0.16610325884679675
106-20-7,0.009375203080783042,0.1027249383815604,0.6257202088715068,0.26217964966614943
295800-70-3,0.021350680800680796,0.13026762752498042,0.5292360309625013,0.31914566071183686
10143-60-9,0.005899892420878995,0.10430354776989208,0.3880335046734446,0.5017630551357841
22174-70-5,0.009682487263345458,0.06661783899197839,0.35556151612601933,0.5681381576186554
19074-24-9,0.0023227173697761934,0.004633753952352548,0.7844835437782122,0.2085599848996572
122-62-3,0.003992708412445254,0.004525609214200544,0.41984088141364656,0.5716408009597072
103-24-2,0.0064204631653907015,0.005216960163944565,0.4384709497518131,0.549891626918851
103-23-1,0.00888760985163782,0.02346638667094198,0.5345034965854973,0.43314250689192113
2915-57-3,0.007895110141896733,0.03004388222413775,0.5580962416362539,0.4039647659977097
84731-70-4,0.021376855659118916,0.06321439120880862,0.4447536804379805,0.47065507269409174
117-81-7,0.0152518759018759,0.03727648236883854,0.43014824522016665,0.5173233965091187
14858-73-2,0.013523376389539429,0.047693422272708966,0.3291711532599758,0.6096120480777757
3658-48-8,0.0133460815315172,0.05609837516397095,0.46169322590711015,0.4688623173974022
298-07-7,0.0369925381229844,0.08305184874709408,0.5100514714327871,0.3699041416971348
63449-80-9,0.03573270607414818,0.06665731227841562,0.3669779999481711,0.5306319816992647
7425-14-1,0.02732691578183414,0.07362625012557121,0.6087141109338937,0.29033272315869985
18268-70-7,0.017131842639241564,0.02786210854912543,0.2339179660060752,0.7210880828055565
94-28-0,0.021421281239836217,0.03653314884569293,0.1686339701726818,0.7734115997417895
3282-85-7,0.035702713753227616,0.09966626496142902,0.6771588019027057,0.18747221938263792
7790-07-0,0.01738080676124615,0.04283229406137267,0.46929216829293047,0.4704947308844506
25724-60-1,0.019138104767136257,0.05908699024434886,0.5056901337723907,0.4160847712161242
10022-60-3,0.0115269935454146,0.05224314703668864,0.5120398100555621,0.4241900493623342
468-61-1,0.038759209016033275,0.16562945054211256,0.621881790084675,0.17372955035717938
4551-59-1,0.031352956117956125,0.1732918191322114,0.6350902168601188,0.16026500788971385
57647-13-9,0.021621705390126433,0.10513221365928264,0.7839166018003741,0.08932947915021654
27591-69-1,0.14934659388599014,0.2434071791807859,0.4133605476497118,0.19388567928351202
589-32-2,0.0940955093008089,0.22621062020667324,0.587732521433698,0.09196134905882015
60012-88-6,0.055513709702779315,0.1589726417881041,0.5512277113617591,0.23428593714735726
78-53-5,0.7271865602984665,0.13851926076453522,0.10737280545133226,0.02692137348566658
115-79-7,0.05260587904241158,0.1913792065004138,0.49716734435728177,0.25884757009989195
122-31-6,0.018199145122417423,0.08462683383010057,0.651253330867142,0.24592069018033988
78-10-4,0.020731906403419344,0.05354415540840577,0.6799591090289472,0.2457648291592271
17356-42-2,0.7850867286722977,0.11404817491637916,0.08833938719893139,0.012525709212391135
3689-24-5,0.43244093339360584,0.20934039229730053,0.27946446472391484,0.07875420958517815
563-12-2,0.7218981713576145,0.12466214738718265,0.1372947073145796,0.01614497394062342
6926-73-4,0.6895788193367557,0.16402557209021784,0.10624891167561899,0.040146696897407554
78-07-9,0.015177740354641249,0.06513631061236574,0.7225243315244664,0.19716161750852665
20395-17-9,0.6435407636211795,0.16464904959950968,0.1467256778444715,0.04508450893483939
18300-10-2,0.6349105183951642,0.16931339097859946,0.1682007696756607,0.027575320950576545
2667-40-5,0.4644987754858391,0.1946317063852182,0.26451722475645045,0.0763522933724928
55134-13-9,0.0865764857415569,0.13380616423929237,0.434517386744314,0.34509996327483644
33446-90-1,0.030069766557863815,0.08368444700237072,0.43809889217878556,0.4481468942609794
27879-29-4,0.04347741501681261,0.19604380874757896,0.6559554997629569,0.1045232764726518
35435-21-3,0.03004982672219823,0.11028817621214503,0.6414258029311949,0.21823619413446174
55934-93-5,0.03404801644116196,0.09283537633112716,0.5465757342638391,0.3265408729638727
52030-05-4,0.045672825838535894,0.1472169106764357,0.5835981048418437,0.22351215864318477
74051-80-2,0.11104046046901545,0.20768089846967208,0.5146243103427539,0.1666543307185589
2224-33-1,0.08313367722897888,0.12938058348378279,0.538908008754622,0.24857773053261678
34036-80-1,0.04627248655620691,0.15947109048932187,0.6439013321222877,0.15035509083218354
6104-58-1,0.04984972772798862,0.08948588846741024,0.6351223835745577,0.22554200023004367
77-90-7,0.043142461163230034,0.08439933366427176,0.34908565595924984,0.5233725492132484
21327-31-1,0.43675255021231935,0.252326555959269,0.0816276973546986,0.22929319647371194
5826-91-5,0.45277121424460975,0.3787831617980878,0.13340911438509923,0.03503650957220285
22787-59-3,0.5962000784086758,0.13809191704221654,0.15608660891127235,0.10962139563783459
22787-58-2,0.7731320295239198,0.17732467060620274,0.03536752566224057,0.014175774207636953
5675-57-0,0.42183826759762283,0.2712784366606119,0.22072135515397823,0.0861619405877868
3730-54-9,0.33722620816128124,0.2056190695006524,0.32032306660138377,0.13683165573668205
655-35-6,0.056153639904413896,0.18689928672405456,0.5531593578735228,0.20378771549800967
77-89-4,0.030106982762308596,0.08814939541700899,0.4996349617187578,0.38210866010192485
24748-23-0,0.1220662837197158,0.18318068578283794,0.5146822609790573,0.18007076951838946
70833-40-8,0.039229375222242444,0.09958501995943955,0.5836306269104118,0.2775549779079055
14504-73-5,0.11034680967180965,0.2674345904095902,0.46046349206349213,0.1617551078551079
67239-04-7,0.07148862006621418,0.18080032361356616,0.540100545930834,0.20761051038938544
2595-54-2,0.4610796049033009,0.27296126262683745,0.20996164336075404,0.055997489109107144
5137-55-3,0.013458246580516418,0.22595468395451887,0.3919384920412102,0.3686485774237531
1421-14-3,0.03933755627088962,0.14996680859101905,0.6054981132172873,0.2051975219208035
2031-67-6,0.02854097259557635,0.08827431093996271,0.5511254773583896,0.33205923910607177
64036-99-3,0.7378978918907649,0.16913431626229747,0.06511506731637529,0.027852724530562513
26523-78-4,0.03657717861678132,0.20343346858504044,0.4133457260589542,0.34664362673922366
68814-95-9,0.010942529832925933,0.05961487901683156,0.3637027211304741,0.5657398700197686
538-23-8,0.012631021985951993,0.025706018137243415,0.22541624337436353,0.73624671650244
68130-53-0,0.008690294246815987,0.025366870618399023,0.17780887148292365,0.7881339636518617
2528-38-3,0.053861009351038824,0.08628735484942293,0.6490209439078268,0.21083069189171075
5343-44-2,0.01065959201079197,0.04855145058858066,0.6813069278915325,0.25948202950909477
5831-80-1,0.011605614614460028,0.04768864988972425,0.6737898975112676,0.26691583798454643
51249-05-9,0.18938353329313354,0.215520417575558,0.4441903014774552,0.15090574765385342
102-85-2,0.0307011218622646,0.11390251047362045,0.5418889312839342,0.3135074363801807
126-73-8,0.04653099985825924,0.08556266681535578,0.6299331852344715,0.23797314809191214
998-40-3,0.03461827496964153,0.18571945445902618,0.543083100871792,0.23657916969953938
115-78-6,0.022938080949742458,0.3470174626758041,0.4998832821689162,0.1301611742055375
33060-84-3,0.028321286091228904,0.3780276580670725,0.4526927528555591,0.14095830298613965
150-50-5,0.18167902588531498,0.2961876589047886,0.3772199209160539,0.14491339429384195
78-48-8,0.24603195678189968,0.22325441984952094,0.4001010506659887,0.13061257270259055
60-01-5,0.01662687435462448,0.0843023090334095,0.3534242301836285,0.5456465864283369
74125-01-2,0.5769893946164183,0.19605644774072845,0.1671951345374285,0.05975902310542399
1496-94-2,0.1702140694995119,0.1963592055396496,0.5131419999038356,0.12028472505700351
21270-07-5,0.009251351548062073,0.7269450784891719,0.18300865725662682,0.08079491270613937
29806-73-3,0.010905881045347236,0.03503241523052805,0.2644589424969647,0.6896027612271599
7346-61-4,0.020856538688507825,0.2608262487671632,0.4349999440287328,0.28331726851559563
59130-69-7,0.014739433396445454,0.043187597404205275,0.23614489274124795,0.7059280764581014
63907-12-0,0.04441096387461952,0.12450921432795421,0.3025296291894905,0.5285501926079365
1114-71-2,0.05677039650760711,0.17606070953929603,0.5414911928464008,0.22567770110669605
64058-98-6,0.045439010820919584,0.3968251500671749,0.4191447795916163,0.13859105952028947
64059-01-4,0.06643080157716386,0.3649286435872352,0.45197894086477686,0.11666161397082447
13194-48-4,0.5201501256792769,0.23591376863768562,0.20488903260878757,0.03904707307425091
2511-15-1,0.3276028626817257,0.22217376968495772,0.35002785925680263,0.10019550837651375
90220-15-8,0.5686924809242572,0.21900222108569303,0.16379791809055175,0.04850737989949792
759-94-4,0.04853347708584514,0.2788837199527648,0.511064152743403,0.16151865021798692
23184-66-9,0.015294800569800569,0.07734163760568681,0.8259753340032752,0.0813882278212373
51218-49-6,0.0289965072309793,0.11453624450962782,0.746192131124265,0.11027511713512808
109965-82-4,0.034317447951658475,0.374192122866813,0.4847283957986749,0.10676203338285381
20954-13-6,0.018610773144983665,0.07566301992354624,0.8012245223701878,0.10450168456128206
102579-43-1,0.07388853701853702,0.19167584304584295,0.5007624340256694,0.2336731859099505
168152-77-0,0.024279491463701987,0.808281907634849,0.1326888913517397,0.03474970954970956
168152-89-4,0.03271818736818738,0.8420478530728528,0.08450601343101342,0.040727946127946134
92953-10-1,0.05175912447819503,0.2837049002598236,0.5082551423446062,0.1562808329173755
17088-72-1,0.04099598873393762,0.18131111941609465,0.5410972429203253,0.23659564892964238
60763-41-9,0.030249413752741934,0.14379335800365217,0.4383198097997631,0.38763741844384253
35850-79-4,0.03334545079577052,0.08736123929576954,0.5101160990293195,0.3691772108791398
3309-68-0,0.7686077982228643,0.14011772582526438,0.08094876866164272,0.010325707290228255
18109-81-4,0.04471349668849673,0.26140989063863546,0.5483541424484528,0.14552247022441409
52736-14-8,0.12847868191492035,0.1527916254963933,0.3417002016524922,0.37702949093619365
3862-08-6,0.08509153917977451,0.1718225778807823,0.4116656820618893,0.3314202008775537
139-45-7,0.019203952228404236,0.13265277403114353,0.5128450411956664,0.3352982325447861
38727-55-8,0.02162704702704702,0.09258688578343748,0.7264864237631025,0.15929964342641292
80472-88-4,0.04364143447711561,0.1869219845151217,0.6534401891929495,0.11599639181481287
51356-13-9,0.5563900340691585,0.1891835188408217,0.22607526563475627,0.02835118145526288
33210-44-5,0.01998316831517295,0.40441000386495685,0.5485466050504368,0.02706022276943331
33210-40-1,0.015742385184242536,0.7853721244871804,0.16416258959030527,0.034722900738270716
33210-43-4,0.016664288489288484,0.690875351440212,0.24980888965981837,0.042651470410680965
1912-26-1,0.04937528484099206,0.17562830463087656,0.6759693399364243,0.09902707059170697
7779-27-3,0.05776836601252204,0.21435190519270297,0.5951801108927645,0.13269961790201115
78816-48-5,0.044931885380414816,0.2979262667615608,0.5006883569732641,0.15645349088476046
2941-55-1,0.03133571319275169,0.14484308043310323,0.7331849193830897,0.09063628699105575
4740-11-8,0.08096532068501928,0.33286184515760875,0.5050506095409522,0.0811222246164207
125-99-5,0.05203751599840073,0.15400978813370467,0.7031394071644925,0.09081328870340181
5957-17-5,0.04792490795917384,0.16642787735992828,0.6957699501803913,0.08987726450050723
2001-81-2,0.05887635027846362,0.1648572614972342,0.6163760611737316,0.15989032705057102
56-37-1,0.14495672268792223,0.2002497388002369,0.5429770810194802,0.11181645749236077
9004-57-3,0.05164029690340772,0.10683234590196122,0.4138665387536738,0.4276608184409575
7789-92-6,0.012548314405068754,0.0663847844775335,0.6891738477921077,0.23189305332529025
10140-99-5,0.0433692626669967,0.15935105320699117,0.5553638341735214,0.24191584995249052
122-51-0,0.028312009548248588,0.1163002315651193,0.7127615543653109,0.14262620452132127
63869-26-1,0.4295001760910434,0.18287950647614257,0.310510461770959,0.07710985566185544
2425-25-4,0.6377462883854444,0.15781236377381228,0.16502981425177934,0.039411533588964175
5823-25-6,0.5076324423906644,0.16420278712193584,0.2595229149085778,0.06864185557882159
919-54-0,0.6653143913077624,0.11965073278660665,0.2006644568995297,0.014370419006100962
998-30-1,0.016396173624336104,0.09053227782108024,0.6448907171506091,0.24818083140397473
1067-47-6,0.027321273463464572,0.06076760407679771,0.8449842786460258,0.0669268438137128
919-30-2,0.03350620145051238,0.10496069248569231,0.6904603884041302,0.17107271765966367
76524-94-2,0.04439777504830885,0.1294301989121054,0.6062008912586991,0.2199711347808866
2602-34-8,0.03690083025694901,0.09509389779276542,0.6734322214726568,0.19457305047762766
14814-09-6,0.01273863262351498,0.07721186451858561,0.8028837308550362,0.10716577200286304
34708-08-2,0.0714144667194334,0.13784082378830229,0.6329589592934897,0.1577857501987741
15129-36-9,0.019395828620365253,0.19717208604438452,0.5799573481621825,0.2034747371730676
15267-95-5,0.03904547355618611,0.12184764202084748,0.6451201635303769,0.19398672089258984
122-52-1,0.021444731574427466,0.12174467086566665,0.6551793711801416,0.2016312263797632
78-40-0,0.5942317904355664,0.13735445984018546,0.22622753617739197,0.04218621354685573
78-38-6,0.4361044547092306,0.1470664659755111,0.3448077145001715,0.07202136481508707
126-75-0,0.8227177024616537,0.10674231105982818,0.054260320691460064,0.01627966578705955
298-03-3,0.4537819656615837,0.3346584912570065,0.1924716027315312,0.019087940349878988
298-04-4,0.7493156009824784,0.1256911095905962,0.11845257085313701,0.006540718573789147
298-02-2,0.7691758564240346,0.14536662865206437,0.0808055805926893,0.004651934331211803
1186-09-0,0.7353591585172384,0.18434115529464168,0.06870451451448115,0.011595171673638938
2524-09-6,0.7682919331092526,0.10463771565447981,0.12094824197798508,0.006122109258283723
2497-07-6,0.6715918811553541,0.17269800283226186,0.13883259739362233,0.0168775186187607
2588-03-6,0.6640798716798786,0.14110937450989852,0.1790453927401304,0.015765361070091407
2496-91-5,0.7311527304965272,0.13591258305914003,0.0865332404164472,0.04640144602788571
4891-54-7,0.5501362007527613,0.1809064647142361,0.21568355145547374,0.05327378307752855
2497-06-5,0.6272965630197522,0.1763876106780596,0.1614578269735931,0.034857999328594964
2511-11-7,0.48626728233909217,0.24293525539874083,0.22982586010054756,0.04097160216161959
2404-78-6,0.397233770734613,0.3773589265196283,0.18423785746583346,0.041169445279925734
688-62-0,0.11539870828595976,0.22800507793851596,0.5813285961726061,0.07526761760291807
1486-39-1,0.32457983570242915,0.4111759946153803,0.21418861970449557,0.050055549977694826
87310-56-3,0.03511041077658726,0.10392050548438017,0.7344567498855228,0.1265123338535103
55881-07-7,0.04795548514666164,0.06996598934834232,0.28976696277578634,0.5923115627292096
