CASRN,LD50_svm_ecfp6counts
15129-36-9,0.9268249928548181
15267-95-5,1.0301650554792898
122-52-1,1.211367346664633
78-40-0,-0.428261360546335
78-38-6,-0.038005266673456384
126-75-0,-2.0567736136747947
298-03-3,-0.8653454224610732
298-04-4,-1.6367686207995444
298-02-2,-1.3828002734228773
1186-09-0,-1.730976528447696
2524-09-6,-1.4464015981351528
2497-07-6,-1.6055447227190285
2588-03-6,-1.341213818345231
2496-91-5,-1.7292031543330295
4891-54-7,-0.5201970460566249
2497-06-5,-1.355911106338319
2511-11-7,-1.345734323366371
2404-78-6,-0.8626283324506221
688-62-0,0.7344486547639261
87310-56-3,0.4697985384221296
79451-10-8,-0.6063347297433248
66996-10-9,-0.3220488266734679
55297-95-5,-0.46603651979923255
3004-70-4,0.7073900203538925
53521-41-8,0.49656598908607374
139-88-8,0.9218199957158595
1912-25-0,0.47302057449177914
2275-18-5,-1.2197305731023609
63873-23-4,-0.32883707212297275
78-52-4,-0.9641671577394938
63873-21-2,-0.9952875240778689
26818-53-1,0.8211440814419336
27891-14-1,1.3801334808567733
36756-79-3,0.2710456031800831
19072-57-2,1.1202595341184363
27591-74-8,-0.7976156833531081
66734-13-2,0.008084685488262355
27778-88-7,-0.08272901915378505
27778-86-5,0.39717591993634505
27778-84-3,0.10331645014037616
27778-80-9,0.5230463807939204
27778-82-1,0.2770562567274527
27684-92-0,-0.07068556891700906
26259-45-0,0.8045363860067161
40618-52-8,0.11627034678324766
69-05-6,0.35273534419510255
9050-04-8,0.11691876866920892
60735-64-0,0.23111354049946964
24151-93-7,-0.054769257138155836
2109-64-0,1.0285097609631213
22457-23-4,0.5871753529967304
541-85-5,1.565441238429898
14355-07-8,0.13176072702252928
14355-12-5,-0.7231586450305996
10024-78-9,1.3008360299641004
32838-28-1,1.3306189116000144
57-33-0,0.06970626018464787
71-73-8,0.1102910086920873
871-22-7,1.1996664624317424
29122-60-9,0.2671834614150975
7286-69-3,0.18166034249337826
98886-44-3,0.22115670333941084
125-64-4,0.43981042442302265
730-07-4,0.45521680986230173
33499-11-5,1.0617982074220889
110429-62-4,0.6646079188816364
67050-64-0,-0.23365150723463002
54-05-7,0.07142697611811721
1094-08-2,0.7591215342189815
30238-41-6,0.39351315857828995
64241-34-5,0.6248705444920865
33499-13-7,0.7061061622839608
63867-07-2,0.7151337460968558
4630-95-9,0.6442996795356605
66968-39-6,-0.4272762371538111
105-57-7,1.6382627536955359
87820-88-0,0.47013712953135334
103890-78-4,1.1112575689473685
52-60-8,-0.8052152796973804
50765-89-4,-0.38783003700554863
15763-48-1,-0.0683292918576679
22609-73-0,0.5217644457033795
88045-99-2,0.9622809358008387
17702-79-3,-0.13210347460208227
137-58-6,0.3263626146479166
333-40-4,-0.4826319365496329
31775-20-9,0.345996104985535
105779-78-0,-0.14724442641810498
23191-75-5,0.6309052729047643
88045-98-1,0.9710703681766545
57470-78-7,0.7601165981602679
68227-46-3,0.6444540841754826
5221-49-8,-1.13289501643496
21409-78-9,-1.1250694919901565
40374-14-9,-0.3249365922197499
29232-93-7,0.2770827791606897
13171-21-6,-0.4850649800447675
73521-00-3,-0.1291083939717408
73512-92-2,-0.09736429304840344
73520-99-7,-0.6992285358976386
128606-48-4,-0.6045524754592331
57846-34-1,-0.5534884414944155
74639-40-0,-0.08577505570581495
1716-09-2,-0.7422222608913961
14143-09-0,-1.5043814361892398
10097-26-4,1.9011440639438548
105-16-8,1.401522596098729
1918-08-7,0.3169298086903317
14663-66-2,-0.23390732194766345
14663-67-3,-0.19048240724400278
10137-90-3,1.3261713940990756
78193-97-2,0.6000839611098896
58458-55-2,0.6674658642238341
103-09-3,1.4786354725808997
23947-60-6,0.6028363580665842
6946-94-7,1.0068637559183307
274671-61-3,0.6245771474211522
2728-05-4,1.1576333439714557
134-62-3,0.778516633452148
52406-01-6,0.4489043205052313
953-32-2,-0.5242089559142106
60090-47-3,1.021469489134995
15386-51-3,0.2466449021859205
2728-04-3,0.4849243398754476
299-45-6,-1.2441165737753928
2425-15-2,-0.5997843617007789
51356-23-1,-0.9953853657459215
51356-21-9,-0.5905874949720511
3099-88-5,-0.8751091005591864
1942-78-5,-0.7468277867896118
108-35-0,-0.9678001950990744
15421-84-8,0.1569920035908896
51356-11-7,-1.6406076621598225
51356-09-3,-1.2852943823762724
22439-40-3,-0.6381278716544356
5633-16-9,0.052270350452229164
26662-09-9,-1.1736713972921333
63979-26-0,0.3814979604206642
2544-52-7,-1.1045368992633953
120-95-6,0.5151051683292195
51959-14-9,0.6849498912643657
79-74-3,1.5212962373904966
10508-09-5,1.0687876927054631
329-21-5,-0.7846676714266073
7795-74-6,-1.1577943728937385
69784-43-6,-0.7171825935507152
55285-14-8,-1.0796684854711218
3489-84-7,0.280843106560829
3734-95-0,-1.1110881254476859
129927-33-9,0.5469851129945557
72590-77-3,0.9477545995537563
13472-08-7,-0.0098726155053529
78-66-0,0.7882414623417123
1338-23-4,1.6415969489279818
154619-86-0,-1.3315696749481813
154619-76-8,-1.013355741873824
4268-36-4,0.5114082557976652
5340-36-3,0.7277462559119261
33236-05-4,0.18657183121658394
33210-49-0,0.1311004491238793
17091-21-3,1.5730645680239181
82560-06-3,0.6919456638673767
77-74-7,1.371786250840076
55937-99-0,1.1969990949491103
1081-95-4,-0.9710544920541574
103446-98-6,0.5520536507478649
30087-47-9,0.3514098624811163
40373-31-7,-0.45648533453187845
2631-26-7,-0.27184442050269586
3772-48-3,-1.6409862285785546
1474-80-2,-1.00085699410888
28616-48-0,-0.6466148560541405
55769-64-7,5.2850862214182115e-05
89591-51-5,0.3278059732523174
63580-68-7,-2.1694254376621833
60244-63-5,-0.8069902922670674
60244-60-2,-1.214836394925211
63039-90-7,0.0464414278307127
18886-42-5,0.716646517232875
37686-84-3,0.11564626521598775
63717-17-9,-0.6933549261036963
57647-36-6,0.5515669746274726
104907-82-6,-0.0068274632131289925
76597-98-3,0.1557983780639729
513-10-0,-1.772160390083683
107-64-2,0.42261931373968364
68391-05-9,0.6268786913081753
7173-51-5,0.5123388904235429
37335-68-5,0.09116972323646388
124-03-8,0.08951752172789518
6458-13-5,0.15289072422626038
70206-24-5,0.7151416424821747
53-46-3,-0.1472675733354204
50-10-2,0.30794319241573065
24789-78-4,0.5465920954746216
3700-98-9,0.060187377320687574
3700-97-8,-0.4080668734536864
63917-07-7,-0.4494103987319451
38260-54-7,-0.33556372179705635
2830-87-7,-0.12997313131696997
21410-51-5,-0.09758787491517762
1634-78-2,-0.2992013065237799
121-75-5,0.41129568156333385
18300-07-7,-0.5815132361092706
3344-12-5,-0.16653261427054622
51012-33-0,0.46023022292578764
4104-03-4,-0.569428038034592
15972-60-8,0.8670181089285373
117666-91-8,0.9197010968467149
117683-18-8,0.713740695054763
90220-16-9,-1.0790545353076069
673-04-1,0.4021314923596422
64-96-0,-0.06729043528575473
109410-00-6,0.08403152389298751
364-62-5,0.7101281970237128
4093-35-0,0.4983899865405357
19351-21-4,0.23652257051470804
304-84-7,0.7031972717984406
19351-20-3,0.6438139703443605
55619-22-2,0.33506705405695836
919-53-9,-0.795054344065968
90245-33-3,-1.4169941274819324
22082-34-4,-0.5437250474126384
78-62-6,1.0865910604785773
1067-99-8,1.5631736105727545
999-34-8,0.2881599151142218
90220-14-7,-0.08380344515446769
996-04-3,-1.2684888312070597
996-05-4,-1.0816527748123552
63906-39-8,-0.1618347254393181
32744-43-7,-0.8839060364088218
7292-16-2,-0.5521008635578698
1014-70-6,0.21286952499477518
21923-23-9,-1.0674802431347912
2404-05-9,-1.0298018544284195
51528-03-1,0.8702777137552096
3254-62-4,-1.3463948946714264
115-90-2,-1.4536535580066414
6587-45-7,-1.629465595497042
6132-17-8,-1.43479822625295
101526-62-9,1.06633351608632
109-66-0,1.3544553233475631
110-54-3,1.3332703127371808
84-76-4,1.9313869991811579
50602-85-2,0.23130140028073132
119-07-3,1.532004819999281
123-79-5,1.111831612985671
1639-66-3,1.009149804064298
2915-53-9,1.3521672920365395
117-84-0,1.852668615738721
70729-68-9,1.1809268825623
110-32-7,1.0959599654322851
10058-20-5,1.2283905159960358
3006-15-3,0.9895883990416343
84-75-3,1.9879485404350192
2050-92-2,1.0663009816350257
13256-06-9,0.35402665837517355
3913-02-8,1.3388545793289808
17810-51-4,-0.18899862056552197
21270-08-6,0.04272909530023794
123-95-5,1.5490333103770761
111-92-2,0.7516028271121987
109-46-6,0.17949858025052523
102-83-0,0.6122753417510965
36167-63-2,-0.005512605538782633
102-81-8,0.8661618044183038
102207-73-8,0.7568992275445742
119-48-2,0.9124158585750312
51861-34-8,0.612607693005782
924-16-3,0.7767318593062561
127-59-3,1.0207584972080155
142-96-1,1.2762954660973893
112-48-1,1.6146773041609426
112-98-1,1.0735611830412828
141-17-3,0.933189372984737
16672-39-2,1.119385892831347
141-03-7,1.870264744322271
85-70-1,1.2950833476242045
4056-77-3,1.0406198921996106
84-74-2,1.479468040135714
7483-25-2,1.5783715662561395
4092-75-5,0.9369906970208034
1809-19-4,1.6472418490273046
130525-77-8,0.9562709344526998
2528-36-1,0.055397785307265246
544-40-1,0.8630400660783711
51-03-6,0.47475637676741733
2430-27-5,1.1711535625490415
123-19-3,0.7896086949982469
74550-96-2,0.5012896287797909
106-31-0,1.710622009510089
132-82-1,1.6795738687918278
105-66-8,1.30177741443742
142-84-7,1.4347807512584811
99247-33-3,1.0362996774320061
52888-80-9,1.117699730396335
91893-38-8,-0.11867161215477173
57-66-9,1.0615877681472057
925-15-5,1.6588242433721407
136-45-8,0.6766387543881797
16066-38-9,0.7710664331928371
104-75-6,0.7811078617313794
10137-80-1,0.9198354736080311
113-48-4,1.0551176266760367
104-76-7,1.3162759956044696
5397-31-9,1.1646740858387865
10213-75-9,1.1550358155793108
4126-58-3,1.6455635262336856
1559-35-9,0.7702581299407592
2461-15-6,1.1064560189488208
103-44-6,1.5650620742410826
21270-19-9,0.21482208079203158
17751-71-2,-0.07628517599815526
17751-73-4,-0.17644620823251056
17751-72-3,-0.13466608799674118
17810-52-5,-0.3523178926063749
17751-68-7,-0.3403843062259496
21270-00-8,0.23856463020393637
21270-16-6,0.025432267122654895
21270-12-2,-0.0940723913241216
21270-02-0,-0.2448639071210521
21270-03-1,0.026034616867696925
1928-43-4,0.37644478774398005
1928-47-8,0.27233998185791064
7659-86-1,1.166288601257162
103-11-7,1.4864891440666643
5444-75-7,1.2594404552237801
4376-20-9,1.0490575761218075
18750-05-5,1.110304239992939
4248-21-9,1.089138567867276
24468-13-1,0.7031811390356351
68037-57-0,1.0824407644706378
1070-03-7,1.385904905676882
126-92-1,0.7186606406852384
123-04-6,0.9056964863083147
63834-30-0,0.9485936754523511
149-57-5,1.4311559096302715
94-04-2,1.2943746657094475
589-82-2,1.2863557507754364
10138-47-3,1.1866211246544145
10138-87-1,1.3886400098253402
94-96-2,0.7457543850544832
10140-93-9,-0.28129472009503165
7492-37-7,0.6680804288017799
106-35-4,1.218040946484082
645-62-5,0.7907338293291919
5309-52-4,1.2414395836246248
6187-24-2,1.1998343220248215
1471-51-8,0.8313673863027008
126-93-2,0.6657966224156321
13360-63-9,1.1554768214299664
1861-40-1,0.4414020611933429
91893-68-4,-0.33629263232478246
68439-49-6,1.3162235435443046
15523-43-0,1.0908706353347561
628-81-9,1.3887160119789517
4413-13-2,1.2109502069812041
33236-04-3,0.4223457109677742
106-32-1,1.6959842003737786
79714-31-1,0.712540924538213
3570-46-5,0.06237258970375492
64058-22-6,-0.4783313641712521
105-54-4,1.490057743031092
101205-02-1,0.07919513051406668
40626-35-5,-0.5530529676360577
89784-60-1,-0.9524922623638805
38527-91-2,-0.433290122904674
38524-82-2,-0.14080448345593188
34643-46-4,-0.48393155236009766
24017-17-2,-0.8656254393509186
18596-67-3,-0.41650964967952747
617-79-8,1.0670941608291387
97-95-0,1.3896766591221397
10232-91-4,1.5602365075695865
10213-74-8,1.4373295706227065
4468-93-3,1.1446332370621084
63907-07-3,0.4638398027966192
3953-10-4,0.6666431584160172
97-96-1,1.027033486051177
19962-50-6,0.12955854169840275
88-09-5,1.3749296774354272
4189-10-0,0.6698416500752844
584-02-1,1.4735834924013322
101952-86-7,0.9211166346907225
96-22-0,1.3880728128820183
72-56-0,0.6676289123477339
579-66-8,1.302613660368816
38725-95-0,0.5117637401187268
522-40-7,0.40899741495792796
123-62-6,1.6186017583671428
5837-63-8,1.1715515718567342
41340-25-4,0.023992218198325088
136572-09-3,-0.47955447795019523
105-37-3,1.5541694903338699
512-48-1,0.8810119669185174
702-54-5,0.3803161139604484
1085-91-2,0.1880844403478784
77-04-3,0.8175668651033693
80733-97-7,0.7675011883276305
23192-94-1,1.033017917836382
99233-24-6,0.7926169444630914
33236-13-4,0.22416598936070664
109-89-7,1.3871856227805606
105-55-5,0.690139567629629
122-34-9,0.251374851992722
104-78-9,0.8311464422857159
17074-44-1,-0.6719877793803802
27312-93-2,0.07766177312936462
6009-67-2,0.5155472766115167
100-36-7,0.36957980543575397
3105-97-3,0.3869362536113078
17074-42-9,-0.39281408733605727
51-06-9,0.4863607123318432
23205-22-3,-0.40536946206425817
34341-24-7,0.4082370311752691
100-37-8,1.2151645352474953
63883-13-6,0.09213136451346282
53421-38-8,0.027989617614037177
911-45-5,0.23433662017432277
2192-21-4,0.7942266726243085
2426-54-2,0.6720323045639729
31329-57-4,0.23032127727834062
34580-71-7,0.16606388897484836
1641-74-3,0.9802262971662724
2597-09-3,-0.16690313789791333
57-37-4,0.655748522271321
13352-70-0,0.09578823790912505
3735-90-8,0.299669919839782
3010-02-4,1.133351808591714
102394-31-0,0.4882702605603103
67367-65-1,0.8368923680898567
2431-96-1,1.0788956653070745
2315-36-8,0.9585590529821867
120-21-8,0.5071104484940375
2198-58-5,0.7117023912322266
5123-63-7,0.8696577811075542
17754-90-4,0.46082519149980106
25953-06-4,0.6180701214369922
1696-17-9,0.7776212586901314
19311-91-2,0.8275965061772621
63886-92-0,0.45625593396864084
63887-51-4,0.42632125167312374
32773-96-9,0.8019370351292004
101152-94-7,0.6912007571176978
14052-72-3,-0.20223903160796386
28249-77-6,0.5269163056001044
95-06-7,0.6783278478306831
95-30-7,0.21764157678631768
1331-27-7,1.6138289742734058
13056-98-9,0.6470997168584979
21600-43-1,0.05894766716380684
55-18-5,0.5962954859873656
6794-94-1,0.5381839173445362
1709-50-8,0.9448391737688994
36014-71-8,-1.2597984375073847
1050-48-2,0.2594149766980909
60-29-7,1.3450075813893914
629-14-1,1.480227255756711
112-36-7,1.491995430053216
763-69-9,1.3551573855917876
110-40-7,1.380970893743446
123-25-1,1.240551618486909
27292-19-9,0.6707493483403165
22125-35-5,0.5597844333792734
59894-95-0,-0.03325097179516545
73090-70-7,0.800308352241976
98318-25-3,0.11455671851434157
84-66-2,1.898088203805664
1609-47-8,1.3044775838120768
502-55-6,-0.3923481141198397
1851-77-0,0.3397951680511395
1851-71-4,-0.12707819254516228
6485-91-2,1.1074128292132226
762-04-9,0.8018583651362362
999-01-9,0.19768920418608893
10419-79-1,-0.32063988327389
75889-62-2,0.27414577556167685
679-36-7,-0.7774084351314571
21548-32-3,-1.1305076107409842
333-29-9,-1.0564743046436844
1516-67-2,0.04688690267093043
5131-24-8,-0.65939662593658
64050-52-8,0.2472467669346553
311-47-7,-0.6495780091530063
38331-02-1,-0.2422956179517719
14984-58-8,-0.8802632972026553
311-45-5,-1.5338175898753725
897-83-6,-1.169952983537242
2701-86-2,-0.05413717792812556
33399-00-7,-0.9539513616713915
2667-41-6,-0.6072442709973246
60971-95-1,-0.7199797514700875
5598-15-2,-0.6523194683394946
1491-41-4,-0.5277974870508594
16499-75-5,-0.4372188025236981
3734-92-7,-0.860529231221576
51376-77-3,-2.3666449204918605
14734-96-4,-1.2195156641485971
1885-95-6,-0.8109703789339611
1885-98-9,-0.4668533271664459
5954-10-9,-1.0401603794234862
54593-83-8,-1.067579174371902
33841-12-2,-1.0964276569950053
3735-01-1,-0.9117026321607372
84197-34-2,-1.1248140339111778
84197-35-3,-1.1589777982844627
39624-86-7,-1.176466744689034
29689-00-7,-0.908001440811557
6012-87-9,-0.8555193202370635
97-17-6,-0.9863168983865989
1224-63-1,-0.5551952846454641
4824-78-6,-0.8029120544951366
7533-79-1,-0.7165525941325267
4935-28-8,-0.4376399077443319
297-97-2,-1.0880092239883452
13593-03-8,-0.8248672338977041
18854-01-8,-0.9495760842006473
2921-88-2,-0.7208842917528769
24017-47-8,-0.9335009621880201
14816-18-3,-0.7195108677182278
2668-92-0,-0.783169160412499
16500-53-1,-0.7248092830343605
13286-40-3,-1.4109432324290965
2047-14-5,-0.09098772903124186
35461-10-0,-1.0243403799141095
16231-76-8,-0.21850937040921536
30725-71-4,-0.6252500908275516
2310-17-0,-0.7670224387914443
6119-96-6,-1.0906084456338894
51356-06-0,-1.350791739243895
51356-15-1,0.004437315393232
51442-10-5,-0.029748951327200568
25923-97-1,-1.539146348734211
3152-41-8,-0.9474406166579105
2275-14-1,-0.9465715080782794
24934-91-6,-0.8099992241999563
6436-05-1,-0.5405764470249442
41219-31-2,-1.0136792342008234
3659-04-9,-0.8679210073704583
10312-20-6,-0.6143976565957884
38188-83-9,-0.6592250970977395
5823-20-1,-1.0865170637334547
973-28-4,-0.9703245622016528
4681-36-1,-0.551064916252102
63716-53-0,-1.0372580429878482
64-67-5,0.9165826611023723
7305-61-5,0.2694214825094995
7776-66-1,0.2869159296115741
944-21-8,-0.9259690339513585
62421-46-9,-0.9527333585180594
1497-39-8,-0.9332740735283587
3563-52-8,-1.1613262828171118
1593-27-7,-0.42562477006722754
7260-35-7,-0.9753560736760142
327-98-0,-0.833873239298688
24017-24-1,-1.260579593593733
18596-51-5,-0.7371610296044429
63869-31-8,-1.1296763950223236
597-88-6,-1.6067935765332328
352-93-2,0.8343628269672027
18771-38-5,0.16852582491323342
34491-12-8,-0.4641246924000978
110-81-6,0.8967101803209442
70-29-1,0.5290610425409745
59865-13-3,-0.19532629832340115
17013-35-3,-0.19887530952133703
94-86-0,1.038248193887926
1264-72-8,-0.19791138911124234
108050-54-0,-0.37609004480782404
80214-83-1,-0.4249277741830336
81103-11-9,0.03138410192472263
6683-17-6,-0.8221984134972486
4147-51-7,0.41512427285048215
7087-68-5,1.1386044565826605
5827-05-4,-0.5746933412518709
642-15-9,-0.06265641825809876
1331-50-6,1.0551578926671255
131929-60-7,-0.38866217821951965
75443-99-1,-0.8694825701284341
2964-06-9,0.13375695892727568
973-21-7,-0.30335786801379283
54767-75-8,0.228136654627058
121158-58-5,0.8551851289077604
34264-24-9,0.5295261442688881
31218-83-4,0.43632226257394
34381-68-5,1.0523153537875394
33857-23-7,-0.303045667641859
78193-95-0,0.5829942241866255
108419-32-5,1.0869914234631897
26748-41-4,0.9452128469570037
82560-54-1,-0.7582934448527898
33236-08-7,0.6202306278871318
26685-57-4,-0.021908128124064064
78-44-4,0.18869719975021526
115767-74-3,0.8593419977609096
51893-82-4,-0.5167305093095272
1610-17-9,0.8033162185057988
3853-74-5,-0.983182203064032
834-12-8,0.8033105407270692
55837-18-8,0.7031434233908088
57-43-2,0.440139014516432
64-43-7,0.7338595906062731
37205-87-1,1.115448598587097
16537-52-3,-0.7809778339537308
24838-84-4,-0.44858285224193717
21270-25-7,0.12168736434442118
21270-04-2,0.15667405979073
97683-31-3,1.1221212755819983
1912-24-9,0.9205688335502457
3733-84-4,0.3298941174123432
51162-51-7,0.2659161693828813
328-04-1,-0.9352702341846495
29911-28-2,0.9178312276778685
91315-15-0,0.6304576699015442
10031-58-0,0.39593086371260977
477-32-7,0.3504023705631175
1020-35-5,0.01920018503771692
5633-25-0,-0.8123022778569824
43033-72-3,0.27776755835761147
51218-45-2,0.3578028930873639
2307-68-8,1.1338535441019162
37172-05-7,0.4884707037534305
7319-47-3,0.9821756239060527
314-40-9,1.0484348077263639
105-46-4,1.3569879634496118
50602-40-9,0.8191750513187698
5787-73-5,0.7969541070628187
2282-34-0,-0.49137714440157354
2917-19-3,-0.20040736585160246
3766-81-2,-0.058015023972059376
1225-25-8,-0.10843315687076505
27778-78-5,0.32193027910106886
27684-90-8,-0.38300102832285876
35384-89-5,0.2676801238555364
24729-96-2,0.7265090445532637
561-78-4,0.1949347691044817
30238-40-5,0.7914015610102701
89396-94-1,0.9750224456009579
64050-87-9,0.619410800147748
3614-30-0,0.4237350709085913
2753-45-9,0.7481339431974158
79985-89-0,0.10932003640684562
82586-52-5,0.5409340259631529
22791-12-4,-0.9252031856763095
70667-26-4,0.85192214810451
7789-99-3,0.5820639675265105
106463-17-6,0.13752521563078546
57558-46-0,0.47331290436702866
33054-87-4,0.2823874849722724
5389-12-8,-0.04532421626157612
105-30-6,1.1474950718761907
