CASRN,EPA_svm_ecfp6bits-1,EPA_svm_ecfp6bits-2,EPA_svm_ecfp6bits-3,EPA_svm_ecfp6bits-4
63938-47-6,0.03923544403747285,0.3453622416923082,0.5296281868719523,0.0857741273982664
613-53-6,0.010989107504150622,0.08918313958424133,0.5741800097886111,0.32564774312299727
115-17-3,0.012042682091984797,0.2784369696705442,0.5685292914990654,0.14099105673840534
75-25-2,0.02404800264061945,0.23619023123090951,0.6127317779431825,0.1270299881852887
42136-31-2,0.5286379497484361,0.2789066847021276,0.15779536300357666,0.03466000254585933
64050-72-2,0.22300412270919454,0.2550121592673755,0.40308414588368985,0.11889957213974005
42136-30-1,0.11739750065949295,0.699474168710054,0.16262679587850748,0.020501534751945594
26637-71-8,0.0983243984738483,0.21621930911399945,0.48045334176560117,0.20500295064655114
69094-18-4,0.036287819630450587,0.10434574143476501,0.7014227660312503,0.15794367290353414
74-95-3,0.03580994120408739,0.3589960356700038,0.5005065161765634,0.10468750694934549
3252-43-5,0.06433532715736046,0.6550361126372265,0.24538338339790972,0.03524517680750345
598-91-4,0.028611466382261464,0.48815562591974637,0.433153050282183,0.05007985741580917
124-48-1,0.01866640956222428,0.21815362515894365,0.6566753622950442,0.10650460298378808
25497-30-7,0.05388267532067188,0.3190468692882467,0.49777266934273096,0.12929778604835074
83447-96-5,0.06131723616436689,0.19024726215621868,0.6077563551397364,0.14067914653967784
473-49-4,0.16504579852585496,0.17386414988876545,0.47687630041641627,0.18421375116896319
117900-35-3,0.05199916941672644,0.11079621182516003,0.5624055785499041,0.27479904020820983
4460-32-6,0.24590422175256965,0.17022656840077297,0.5233338113888774,0.06053539845777999
2260-08-4,0.030338471601913507,0.03924256083380407,0.6674320458345345,0.26298692172974764
386-17-4,0.012377159416955929,0.13157396916291042,0.7207170847757224,0.13533178664441128
67-30-1,0.06991868982981551,0.20119516454275163,0.4805841652460308,0.2483019803814017
16423-68-0,0.07744330754927597,0.22535389473051334,0.36959095332258235,0.32761184439762847
10397-75-8,0.05882597253476525,0.26447826829928867,0.38635407304582353,0.2903416861201228
59017-64-0,0.022061903538981,0.0608121910251395,0.32950244417007746,0.5876234612658022
79770-24-4,0.12341686018319568,0.05523473757600681,0.5667157987195396,0.25463260352125816
7246-21-1,0.0034204154603829934,0.046081980879299364,0.8596492443601669,0.09084835930015074
96-84-4,0.0626559150591638,0.055231164517483354,0.6856673997273536,0.19644552069599946
59939-17-2,0.03865032445331008,0.12936054801428976,0.6384330083685406,0.19355611916385976
16034-77-8,0.01622151664815199,0.0898304014745795,0.6224042505498523,0.2715438313274161
22730-89-8,0.012201048300881005,0.13756698655746305,0.4338374346935936,0.4163945304480625
31112-62-6,0.08186506394771106,0.2177886506439888,0.35901042917319276,0.34133585623510704
440-58-4,0.11334119276466015,0.13211312787361054,0.454102537758203,0.3004431416035262
66108-95-0,0.014867275174312987,0.05980240132222086,0.4235625724733884,0.501767751030078
3115-05-7,0.026383098648647598,0.07134200906718538,0.4983928093750313,0.4038820829091357
111453-32-8,0.020982470318621323,0.09784128547603194,0.32538694595217305,0.5557892982531737
19403-92-0,0.047930396187266654,0.13391911725790898,0.6696639480462574,0.14848653850856694
37441-29-5,0.02691166918263556,0.14036348049934488,0.7256248431610786,0.10710000715694104
19774-82-4,0.03333167194623385,0.08792853618123506,0.7362986525235643,0.14244113934896677
3861-47-0,0.12416553432711026,0.19167289672848634,0.4235039665242832,0.2606576024201203
57808-65-8,0.10403730657846122,0.6084453148471086,0.17403253774902117,0.11348484082540874
577-91-3,0.048438091105601266,0.20800599217050592,0.6070872843314662,0.13646863239242657
14689-57-7,0.5856951673503316,0.2671397590737591,0.0821330287853656,0.06503204479054403
17601-49-9,0.014114831973285571,0.5233121164509801,0.29064450562084226,0.17192854595489185
1746-25-4,0.12798371087384283,0.10479400065724545,0.6123839514886463,0.1548383369802653
29717-26-8,0.01865151678825998,0.11350564084144749,0.1716725058852394,0.6961703364850534
75-47-8,0.017621656216263874,0.23053699237561723,0.5820112568561789,0.16983009455194012
68439-50-9,0.008431716038449208,0.0612321228000854,0.7519252416791311,0.17841091948233423
9004-95-9,0.006504177258816559,0.05347855847461325,0.767161325680291,0.17285593858627898
65-29-2,0.10596676031953035,0.16304243855577738,0.6575960827071197,0.07339471841757252
63869-27-2,0.6901585086857972,0.23772701064319962,0.05734172240952913,0.014772758261474303
3247-33-4,0.5487032123135893,0.28875553369307994,0.13248109858240859,0.03006015541092234
70682-61-0,0.006010650332608518,0.03675245751487057,0.7194165044440259,0.23782038770849542
3319-31-1,0.0049010732387953435,0.028769345012878818,0.7697715091795176,0.19655807256880792
301-13-3,0.006407561242090746,0.06545414171205752,0.6410718433892819,0.2870664536565698
78-42-2,0.009627751629302793,0.06177364397047417,0.6553104368370701,0.27328816756315316
56706-10-6,0.010239648462550125,0.02689778967231848,0.7133010084732737,0.24956155339185757
160194-28-5,0.3390318463604203,0.23950930947493373,0.2849682977795777,0.13649054638506855
15458-87-4,0.030403251749991377,0.18960652364149685,0.6373456972839793,0.14264452732453237
105084-66-0,0.277871629004448,0.30073436064898285,0.3713781280697824,0.05001588227678652
13080-06-3,0.011419747873219874,0.23188066376969385,0.43466306600360216,0.32203652235348457
15180-47-9,0.017549420790926123,0.054741367622241695,0.8344156132028111,0.09329359838402104
35077-00-0,0.02336395172468426,0.11300667755519574,0.6309235252155831,0.2327058455045368
63869-22-7,0.14913829905279094,0.3373652533300279,0.4484454898507993,0.06505095776638196
139-60-6,0.04955044271029278,0.10026261510816917,0.6257237026620739,0.22446323951946429
34206-40-1,0.12889968543964903,0.05947485842595855,0.6823374456691566,0.12928801046523586
752-56-7,0.11718588056726667,0.10122024152000421,0.33454297388405024,0.4470509040286789
74758-25-1,0.026070000119155206,0.3029143765981507,0.5627890948819694,0.1082265284007244
23505-41-1,0.13414639041101895,0.39221201843439507,0.4171009357390343,0.056540655415552026
154702-15-5,0.0007010398335617767,0.01574985172712465,0.7588928593890195,0.22465624905029397
3857-80-5,0.012834173441999608,0.24673984398648738,0.499974800318776,0.2404511822527371
3687-16-9,0.0032661551133579773,0.06315161832629433,0.6994699559181106,0.23411227064223764
141-94-6,0.0066509698955758674,0.2341835432282017,0.502523217299447,0.2566422695767757
68289-21-4,0.03277957653522999,0.17260770228756428,0.5735075604621261,0.2211051607150795
67762-53-2,0.0051292717350942705,0.0407898555082886,0.8393863341895156,0.11469453856710134
4559-86-8,0.004094622531271973,0.1372062833294552,0.5587541233859807,0.29994497075329213
10254-57-6,0.07839656675307473,0.20507111135871195,0.650836969677448,0.0656953522107653
53306-54-0,0.006289113585976443,0.04028324964553046,0.5538663624965507,0.3995612742719422
1941-30-6,0.03432971324820956,0.1686998892272495,0.6166190375692845,0.18035135995525645
682-01-9,0.009826167843106474,0.056654743249472644,0.6507505617581966,0.28276852714922424
486455-65-6,0.010663490365592327,0.18578474089095398,0.6720997465203647,0.13145202222308885
126-57-8,0.024375183668098384,0.040062317784031125,0.5816596060525626,0.3539028924953078
11138-60-6,0.02841231468259499,0.07586424781633604,0.5580656370940406,0.3376578004070283
78-16-0,0.03643884934292944,0.05980563339533729,0.672495013762511,0.23126050349922223
106-20-7,0.003335809316669589,0.045419347229482154,0.822409843959366,0.12883499949448204
295800-70-3,0.007574475346630785,0.052345037715595864,0.8200280434663231,0.1200524434714504
10143-60-9,0.0026256641842101807,0.15282792991173008,0.5937351760484314,0.2508112298556284
22174-70-5,0.0010871456025217507,0.047248553498832425,0.4035335413748104,0.5481307595238357
19074-24-9,0.008605495328431861,0.06325434226240216,0.7557680928341279,0.17237206957503842
122-62-3,0.004834537546993111,0.06741493371275344,0.46368234957213594,0.46406817916811754
103-24-2,0.005569564190787314,0.05999856754809775,0.4096704124904042,0.5247614557707109
103-23-1,0.006844754954506576,0.08033619299634882,0.5053310378351948,0.40748801421394953
2915-57-3,0.0032498094526569954,0.06555009187877095,0.49046145643030803,0.44073864223826426
84731-70-4,0.005440573053721887,0.07172194305722845,0.5883119977544291,0.3345254861346207
117-81-7,0.0018082781587905044,0.037222593162345184,0.7394621159166257,0.22150701276223847
14858-73-2,0.002371312819836052,0.06390726542259854,0.7991195210543268,0.1346019007032386
3658-48-8,0.0035495041587067237,0.06886402635814312,0.7068002041370415,0.22078626534610854
298-07-7,0.007135988238416834,0.10102505361840963,0.5941735968721834,0.29766536127099047
63449-80-9,0.0071490694696609925,0.1459617282556349,0.572541514910882,0.2743476873638221
7425-14-1,0.005113916255371975,0.032985269344973735,0.7772524353776629,0.18464837902199127
18268-70-7,0.0035498682786919045,0.02710580013231176,0.435443062260786,0.5339012693282104
94-28-0,0.0036841737978558736,0.03663197527098385,0.32171762668003223,0.637966224251128
3282-85-7,0.0030817746872128246,0.13254923610470495,0.6418760735368509,0.2224929156712312
7790-07-0,0.00837284220978361,0.07978018088676038,0.6025862146366869,0.309260762266769
25724-60-1,0.005587863002454272,0.09353938929712495,0.750803337255385,0.15006941044503577
10022-60-3,0.014624539638853825,0.0370754758345557,0.3734909118551857,0.574809072671405
468-61-1,0.008247270465648639,0.16408336029023168,0.695068960502855,0.13260040874126466
4551-59-1,0.06282485736837727,0.14664403984282967,0.6138831337791704,0.1766479690096227
57647-13-9,0.013938599527747496,0.09724990690414251,0.7422086254542126,0.14660286811389733
27591-69-1,0.031792990267165096,0.09575978910040994,0.7570233369280913,0.11542388370433337
589-32-2,0.03431580537484424,0.3775694305284334,0.5124709087281646,0.07564385536855768
60012-88-6,0.0150356258742875,0.10949028624846469,0.7716492432550469,0.10382484462220071
78-53-5,0.5915176243560814,0.330707494132998,0.04435382729908058,0.03342105421184013
115-79-7,0.04102316384922176,0.27960681577744434,0.647738407757366,0.03163161261596787
122-31-6,0.0043440448687713734,0.12939834049212345,0.7558590740044947,0.11039854063461046
78-10-4,0.019427773536779526,0.04859959504116919,0.6011094302849556,0.3308632011370955
17356-42-2,0.8919915698216218,0.0854814695027391,0.019400534526158957,0.0031264261494800528
3689-24-5,0.3913424382507695,0.31289280036182315,0.24647469620346532,0.0492900651839421
563-12-2,0.7087135732031183,0.22733455992911966,0.05878780136362264,0.0051640655041391365
6926-73-4,0.7035217078297247,0.1187944768011576,0.13353315602767687,0.044150659341441134
78-07-9,0.021055017073956187,0.10850477492512609,0.5723783415175021,0.29806186648341587
20395-17-9,0.8426906247168712,0.09240088335268223,0.03440989891762982,0.03049859301281679
18300-10-2,0.7874211215234365,0.16120599420229773,0.04600649629694283,0.00536638797732329
2667-40-5,0.32563412301390177,0.326118134535657,0.25224663290215726,0.09600110954828413
55134-13-9,0.22346384317647747,0.0751281075264973,0.27188532718598146,0.42952272211104364
33446-90-1,0.0456317951745669,0.13956734569334892,0.42614558662786445,0.3886552725042193
27879-29-4,0.025390324765147753,0.21309670681284418,0.6500099326332022,0.11150303578880606
35435-21-3,0.010072386658033238,0.06623912151173461,0.6025186563288263,0.3211698355014061
55934-93-5,0.03513825433080126,0.0393144980249498,0.49442892273426464,0.43111832490998436
52030-05-4,0.009806665631076013,0.15885295364810745,0.7199770512030681,0.11136332951774866
74051-80-2,0.14873578413271005,0.14933338423579637,0.37716133346391073,0.324769498167583
2224-33-1,0.09575634972224813,0.0657997409713747,0.6708182688818657,0.16762564042451117
34036-80-1,0.03766841353009605,0.035693158151487485,0.8407078802561477,0.08593054806226887
6104-58-1,0.02711782148983654,0.07378836334284758,0.5711001929213151,0.327993622246001
77-90-7,0.04441149954097884,0.10061976584640989,0.281768450808094,0.5732002838045176
21327-31-1,0.493373666275225,0.19408493761623205,0.11723661263133048,0.1953047834772123
5826-91-5,0.3487850532931769,0.22887552355539797,0.2512004218298622,0.17113900132156282
22787-59-3,0.26114168444320207,0.06352747381552104,0.19422547016802744,0.48110537157324934
22787-58-2,0.698458481603433,0.1752660823768711,0.08317056205164527,0.043104873968050156
5675-57-0,0.4981048735644731,0.26432088640379686,0.11364703943613996,0.12392720059558991
3730-54-9,0.10893421315774363,0.15060525847276593,0.5848929591895217,0.15556756917996906
655-35-6,0.008303656464016991,0.17884448065781788,0.7565061778302015,0.05634568504796361
77-89-4,0.017822916427883802,0.09762073411078052,0.5222401064733754,0.36231624298796017
24748-23-0,0.15781048145197704,0.1929946967010828,0.41488889463181194,0.23430592721512847
70833-40-8,0.003869350649042197,0.03638970253097499,0.8223136542982291,0.1374272925217536
14504-73-5,0.04529923653256277,0.12969171154205103,0.719723726046823,0.1052853258785631
67239-04-7,0.10858974050485218,0.12920532639892104,0.5887680947114398,0.17343683838478735
2595-54-2,0.6183557765784092,0.2295109906360251,0.0987994330802158,0.053333799705349724
5137-55-3,0.029277404521210516,0.1041446118232408,0.674215930961733,0.19236205269381595
1421-14-3,0.028132609524356186,0.1424353062533819,0.5698261456583048,0.2596059385639574
2031-67-6,0.006366117236075199,0.019590791975411834,0.79727377175666,0.17676931903185292
64036-99-3,0.8330119212888799,0.12688329880345503,0.02006229171517508,0.020042488192489747
26523-78-4,0.02549843486156038,0.19358209695494957,0.4803636686308688,0.30055579955262085
68814-95-9,0.021044217680515766,0.10377285017235198,0.5119649305214763,0.36321800162565604
538-23-8,0.023364893300889773,0.11002292606995188,0.3617387650936505,0.5048734155355079
68130-53-0,0.005207686117983532,0.04078658638573298,0.23229291658698975,0.7217128109092938
2528-38-3,0.05090612147764917,0.14606896352179613,0.5271895115541508,0.2758354034464036
5343-44-2,0.004612720867192817,0.06559390165469606,0.6930860226056078,0.23670735487250336
5831-80-1,0.004515201640589228,0.06634951030576719,0.7020206308985723,0.22711465715507145
51249-05-9,0.14276718522570528,0.09327303416400723,0.4862968230253873,0.2776629575849002
102-85-2,0.03046029758674066,0.2073585231210494,0.4086621585534891,0.35351902073872093
126-73-8,0.031232920565218463,0.11780765906857128,0.6306405286941171,0.22031889167209304
998-40-3,0.021270302716607667,0.14556164716108352,0.6217693143052422,0.21139873581706653
115-78-6,0.009560158889114389,0.24020300461893213,0.6617885967514143,0.08844823974053924
33060-84-3,0.019565993517727472,0.6675012256718748,0.2631365832051383,0.049796197605259045
150-50-5,0.06746640786161123,0.26916041927607476,0.5239287734678413,0.13944439939447256
78-48-8,0.3756669782900979,0.37389369237990244,0.20583470928655426,0.044604620043445516
60-01-5,0.0036292818692585074,0.03475687122781838,0.3071101667808652,0.654503680122058
74125-01-2,0.34142946425166454,0.37909297001881,0.2284303417416847,0.051047223987840534
1496-94-2,0.0936412142182632,0.265696478315829,0.5502066989365018,0.09045560852940619
21270-07-5,0.00864101658112755,0.4679823569829643,0.2748953164765884,0.24848130995932013
29806-73-3,0.01121698645453536,0.0477449277942819,0.5852510136308621,0.35578707212032085
7346-61-4,0.017536111088504495,0.13128235927987617,0.3684637755544469,0.4827177540771725
59130-69-7,0.006075981940077753,0.024185710334876223,0.31136477755240943,0.6583735301726366
63907-12-0,0.02008399360924569,0.026437874414838587,0.15129874997033269,0.8021793820055833
1114-71-2,0.017460508285070862,0.21113098012036846,0.571850447814895,0.19955806377966556
64058-98-6,0.01811121780498043,0.7428941239432346,0.19854265841549926,0.04045199983628571
64059-01-4,0.03769799685696257,0.33330783067383984,0.4810721485718429,0.14792202389735495
13194-48-4,0.5084149509111872,0.2802493607667696,0.18071544192885733,0.030620246393185807
2511-15-1,0.7614551161330941,0.1395189955028509,0.06638756300882614,0.032638325355228995
90220-15-8,0.5857972522660387,0.2928450531942247,0.09340587842852593,0.027951816111210705
759-94-4,0.01778785282001369,0.23897812509641603,0.5620244226704967,0.18120959941307324
23184-66-9,0.007097607871593341,0.2855563819752395,0.5549903597717519,0.15235565038141524
51218-49-6,0.010541270936151462,0.10226566757681163,0.4994908165703718,0.387702244916665
109965-82-4,0.01916028336595295,0.3224275552342602,0.5740679893563733,0.08434417204341356
20954-13-6,0.0019535026122897326,0.010339597962659765,0.7558899072656653,0.23181699215938525
102579-43-1,0.006635359170266249,0.09550541390250163,0.5483450232856394,0.34951420364159264
168152-77-0,0.01645580794684951,0.7054251281215135,0.22461611186898553,0.053502952062651675
168152-89-4,0.012901322007207918,0.5845183723786596,0.3242162777155379,0.0783640278985946
92953-10-1,0.04343533769487529,0.2044083805292294,0.5912814966624679,0.1608747851134274
17088-72-1,0.025652937075376768,0.14750034062223308,0.5572260736650629,0.26962064863732726
60763-41-9,0.043831879008450494,0.06047885450529589,0.3970761304516282,0.4986131360346252
35850-79-4,0.007969737815539134,0.09794198417334173,0.4517623811864169,0.44232589682470247
3309-68-0,0.8178009205783575,0.136126616292977,0.03707206392135009,0.009000399207315105
18109-81-4,0.008009924500660756,0.077084740140025,0.764368778738792,0.15053655662052215
52736-14-8,0.03652611679645905,0.10013933813122874,0.3503698886346049,0.5129646564377073
3862-08-6,0.04442524550643888,0.112847288101255,0.6062954141875296,0.23643205220477645
139-45-7,0.014305523415582016,0.19868511170117545,0.3516533180332708,0.4353560468499719
38727-55-8,0.013834853373432338,0.14652203997170785,0.6397420635879689,0.19990104306689074
80472-88-4,0.029869319911496987,0.10331712976215614,0.6608169177240899,0.205996632602257
51356-13-9,0.3724465088907589,0.17968905543653063,0.40343776271988824,0.044426672952822224
33210-44-5,0.016043541416518793,0.32944051280805287,0.5974345594376006,0.057081386337827764
33210-40-1,0.03557904503533957,0.7481939526033402,0.15831714473679548,0.05790985762452505
33210-43-4,0.032544937203130175,0.6179844336496387,0.1991821118917167,0.15028851725551434
1912-26-1,0.03663160321501455,0.14294521609222058,0.6835966262636389,0.13682655442912614
7779-27-3,0.026436322012668302,0.12017028094915665,0.7428614335771105,0.11053196346106446
78816-48-5,0.024894748455174018,0.4836336578070653,0.3711452157637845,0.12032637797397633
2941-55-1,0.04984856881794053,0.06505151204190249,0.7460387400009025,0.1390611791392548
4740-11-8,0.034893468602227994,0.1649459674268495,0.7442675662543018,0.055892997716620874
125-99-5,0.18576954519870711,0.15358056924471536,0.6208911922938095,0.039758693262767764
5957-17-5,0.04401232437073731,0.10252353267704069,0.7613719121398208,0.0920922308124012
2001-81-2,0.019126253876901013,0.12345832253387978,0.6737630242977782,0.18365239929144087
56-37-1,0.1795319741221354,0.30720981401836,0.4357447465052468,0.07751346535425782
9004-57-3,0.0075946831758877415,0.08611601458638743,0.6666983013878973,0.23959100084982732
7789-92-6,0.0027119958156789923,0.046368692350117105,0.7009142881719637,0.2500050236622404
10140-99-5,0.016533776163693847,0.0899182678603235,0.7834997691888945,0.11004818678708803
122-51-0,0.016972648956266705,0.08003366424129406,0.6649065639125774,0.23808712288986195
63869-26-1,0.140901735963866,0.38102252997257224,0.37154247049911593,0.10653326356444556
2425-25-4,0.15189439742633498,0.482147475587983,0.27665554656215574,0.08930258042352619
5823-25-6,0.347439103786312,0.38861478204801153,0.19426118459655553,0.06968492956912074
919-54-0,0.3076417673572529,0.27845120374173604,0.373929485711296,0.03997754318971501
998-30-1,0.014092093715285957,0.048204314643522456,0.6927228899103701,0.24498070173082165
1067-47-6,0.01514093805607951,0.05136802089489824,0.7742782328952942,0.1592128081537281
919-30-2,0.013731903548987113,0.08054712987686954,0.7737582137018445,0.13196275287229894
76524-94-2,0.007326611312848481,0.05539057287491226,0.6877728721292337,0.24950994368300536
2602-34-8,0.0027568500440112312,0.02074482026942061,0.8110854510290866,0.1654128786574812
14814-09-6,0.005276051994241146,0.04733554744716557,0.8934903621538778,0.05389803840471567
34708-08-2,0.0783135560582534,0.1691150352224717,0.5667757734738708,0.18579563524540416
15129-36-9,0.004051599881029422,0.033111670056993815,0.7973054393041462,0.16553129075783027
15267-95-5,0.03871773661311829,0.10039025186855234,0.7075664787451944,0.15332553277313518
122-52-1,0.027269221306753643,0.17361693674287837,0.48219052625327835,0.3169233156970897
78-40-0,0.2781421387421018,0.3210325417900435,0.3158355091996327,0.08498981026822208
78-38-6,0.33122765226992873,0.17956504488921085,0.39629398020902784,0.09291332263183269
126-75-0,0.7836984557590445,0.1565426691724418,0.03959756993443472,0.02016130513407892
298-03-3,0.2175603032868786,0.46295482487083395,0.296482313999362,0.023002557842925413
298-04-4,0.8034822043428967,0.10103153810886359,0.07729870218971234,0.01818755535852715
298-02-2,0.5808256660213178,0.2617939948033495,0.14395360380498157,0.013426735370351108
1186-09-0,0.779346742940429,0.1815552384896062,0.03002670433383796,0.009071314236126745
2524-09-6,0.7322702033125101,0.16634624518144459,0.08937425155119476,0.012009299954850509
2497-07-6,0.2916127433326864,0.4141282784730894,0.22048967582149576,0.07376930237272829
2588-03-6,0.6213286537944485,0.2051701963473735,0.13372488876458954,0.03977626109358853
2496-91-5,0.6701569837882122,0.20169695868034238,0.07876534867649845,0.049380708854947
4891-54-7,0.3547422336124454,0.22470344359878594,0.3465953511911046,0.07395897159766392
2497-06-5,0.45704710707164525,0.22095343322633842,0.2787002808446382,0.043299178857378315
2511-11-7,0.9122085187166704,0.06325888236014497,0.013985299892559746,0.01054729903062465
2404-78-6,0.6596394450013464,0.2120050929757767,0.08781323827659242,0.04054222374628439
688-62-0,0.04707692381827427,0.22129675420866382,0.6341229138285053,0.09750340814455632
1486-39-1,0.40824996601124003,0.3672019380752458,0.16817584194792798,0.05637225396558643
87310-56-3,0.017431762851782967,0.1639692705055331,0.7463499436739572,0.07224902296872658
