CASRN,LD50_RF_maccs
5957-17-5,0.8303761319096018
2001-81-2,0.5399789933179395
56-37-1,0.4607015728263339
7789-92-6,1.3330548339527963
10140-99-5,0.5301472917841268
122-51-0,1.105921870265117
63869-26-1,-1.2906073414560921
2425-25-4,-0.289070282154334
5823-25-6,-0.40927717880657943
919-54-0,-0.232703730818217
1067-47-6,1.0536457115109288
919-30-2,0.9216974960336618
14814-09-6,0.9028021561454234
34708-08-2,0.888757181062224
15129-36-9,0.7764432346018212
15267-95-5,0.78407429919418
122-52-1,0.7772436444821903
78-40-0,0.3695476607015151
78-38-6,0.9507552157352447
126-75-0,-1.3911796105652063
298-03-3,-1.4184701927079457
298-04-4,-1.4420892259033653
298-02-2,-1.7011196692838542
1186-09-0,-0.7994936528633522
2524-09-6,-0.6846426595354825
2497-07-6,-1.4435288331610454
2588-03-6,-1.6601479487300632
2496-91-5,-1.0229320386468408
4891-54-7,-1.4306306757346274
2497-06-5,-1.2753142140695743
2511-11-7,-1.0961359138283981
2404-78-6,-0.7932433425460302
688-62-0,-0.18719413353237443
87310-56-3,0.6552582128546117
79451-10-8,-0.5409466906132303
66996-10-9,-0.5747568078033289
55297-95-5,0.24326992863409322
3004-70-4,0.585300143744511
53521-41-8,0.9620311654572044
139-88-8,0.74141936592088
1912-25-0,0.2438544227395725
2275-18-5,-0.9021962477304566
63873-23-4,-0.743073091088222
78-52-4,-1.2302426683855066
63873-21-2,-0.6072861379555704
26818-53-1,0.4346643279871963
27891-14-1,0.663173969556182
36756-79-3,0.76273395036705
19072-57-2,0.36082675885696297
27591-74-8,-0.658183928852668
66734-13-2,-0.06388673941232698
27778-88-7,0.27179993237526684
27778-86-5,0.31714655358167426
27778-84-3,0.3400576743262847
27778-80-9,0.28467661341387407
27778-82-1,0.18758785828888863
27684-92-0,0.23994266719663815
26259-45-0,0.6650461065293701
40618-52-8,-0.7635781306160158
69-05-6,0.5576707780929664
9050-04-8,0.1228906475584351
60735-64-0,0.4679826850742424
24151-93-7,-0.6587953775148502
2109-64-0,0.8546044975139626
22457-23-4,0.9130998317597978
541-85-5,1.3135852403627026
14355-07-8,-0.032020336340080426
14355-12-5,-0.3286278591691506
10024-78-9,0.4924801985089724
32838-28-1,0.8023062724872784
57-33-0,-0.07677501640292576
71-73-8,0.18850167230612608
871-22-7,1.4684794684415208
29122-60-9,0.25591720861604067
7286-69-3,0.3588566143840501
98886-44-3,-0.7284252588459087
125-64-4,0.36113106495738545
730-07-4,0.6478413020056356
33499-11-5,0.5194570439318886
110429-62-4,0.5766085005368419
67050-64-0,0.16277559228971034
54-05-7,0.33122201653347594
1094-08-2,0.2786316109353148
30238-41-6,0.6136400147867755
64241-34-5,0.36497877152263086
33499-13-7,0.38574307793586954
63867-07-2,0.7507373648752391
4630-95-9,0.33552708513597734
66968-39-6,0.1058610286018552
105-57-7,1.4445511378611942
87820-88-0,0.7069788091550993
103890-78-4,0.5949844555202183
52-60-8,-1.19217648345559
50765-89-4,-0.21277730324761565
15763-48-1,0.5545475267506187
22609-73-0,0.2828207112392952
88045-99-2,0.7407541828997768
17702-79-3,-0.569769370798804
137-58-6,0.6926302272370374
333-40-4,-0.56428049738932
31775-20-9,0.48748317992304785
105779-78-0,0.32173517980668903
23191-75-5,0.34357222097025497
88045-98-1,0.7593844422730991
57470-78-7,0.4860166226262738
68227-46-3,0.3911232199879582
5221-49-8,-0.25362816661174
21409-78-9,-0.5100943045654023
40374-14-9,-0.4416598970539179
29232-93-7,-0.4493854266890445
13171-21-6,-0.9295585190143824
73521-00-3,-0.1204801340582678
73512-92-2,-0.20708508455868982
73520-99-7,0.002774451428263964
128606-48-4,-0.5127124551872023
57846-34-1,-0.4333784898456348
74639-40-0,0.416261990145318
1716-09-2,-0.6276643824804342
14143-09-0,-1.4228889774086624
10097-26-4,1.415559338849579
105-16-8,0.8104108771765954
1918-08-7,0.3775333176877463
14663-66-2,-0.15904090233328497
14663-67-3,-0.19971160314646197
10137-90-3,1.2729593223929623
78193-97-2,0.6593511207046948
58458-55-2,0.8232093891180948
103-09-3,1.616769950653962
23947-60-6,0.5420379901553165
6946-94-7,0.9198127398011237
274671-61-3,0.7306884888183826
2728-05-4,0.9565781403752394
134-62-3,0.9565781403752394
52406-01-6,0.03148102181056146
953-32-2,-0.7134659064797235
60090-47-3,0.7011885751217526
15386-51-3,0.13803700162665253
2728-04-3,0.8602689731353905
299-45-6,-0.9097417892718969
2425-15-2,-0.8297214916420499
51356-23-1,-0.7725002022039346
51356-21-9,-0.46372992056159196
3099-88-5,-0.9188384359540239
1942-78-5,-0.8904811375146242
108-35-0,-0.7418665300820154
15421-84-8,0.383321922459842
51356-11-7,-1.5753534560332236
51356-09-3,-1.1882096711632724
22439-40-3,-0.7270652364735269
5633-16-9,0.23757224870046284
26662-09-9,-0.5586014862748133
63979-26-0,0.47113520061554215
2544-52-7,-1.1121682499139773
120-95-6,0.7920059437817253
51959-14-9,0.3942616554005094
79-74-3,0.6471322486806328
10508-09-5,1.0957410019168776
329-21-5,-0.8036831447536643
7795-74-6,-0.4581065855949336
69784-43-6,-1.1390226846758318
55285-14-8,-0.838729423619679
3489-84-7,0.7197276981323012
3734-95-0,-0.7773413646346988
129927-33-9,0.4390040311142293
72590-77-3,0.04797709771864279
13472-08-7,0.3937006898031563
78-66-0,1.0388843498852895
1338-23-4,1.0263373374686904
154619-86-0,-1.3012452678743174
154619-76-8,-1.2510499134996855
4268-36-4,0.5991270688614071
5340-36-3,1.2195602082026429
33236-05-4,0.05115331464833028
33210-49-0,0.05974096919112767
17091-21-3,0.9589855668591496
82560-06-3,0.5220437466512986
77-74-7,1.247903206593866
55937-99-0,0.7972599931772222
1081-95-4,-1.025908884727448
103446-98-6,0.28105052259328667
30087-47-9,-0.12400398107918367
40373-31-7,-0.6546856640229499
2631-26-7,-0.14237027751067063
3772-48-3,-0.7277087226648089
1474-80-2,-0.7516682142570306
28616-48-0,-0.6237441078498329
55769-64-7,0.4860990126981214
89591-51-5,0.14343722779775928
63580-68-7,-1.4084082747973068
60244-63-5,-1.0442389028066585
60244-60-2,-0.7571841082311247
63039-90-7,-0.1781772854670082
18886-42-5,0.19126253080386657
37686-84-3,0.2728477629324199
63717-17-9,-0.572707829571827
57647-36-6,0.41123828025725895
104907-82-6,0.595505168348851
76597-98-3,0.5055676878952498
513-10-0,-0.850045348782919
107-64-2,0.4016314588911576
68391-05-9,0.3502981521821943
7173-51-5,0.4016314588911576
37335-68-5,0.30021905647011726
124-03-8,0.33671654660322947
6458-13-5,0.41266483385900854
70206-24-5,0.3652310352805569
53-46-3,0.11739247147811346
50-10-2,0.29496124633517495
24789-78-4,0.39692922145618975
3700-98-9,-0.4496966524447888
3700-97-8,-0.33657539780589557
63917-07-7,-0.3089304211309415
38260-54-7,-0.6440778544091992
2830-87-7,-0.3395084534485735
21410-51-5,-0.4960866302721855
1634-78-2,-0.2539388779291646
121-75-5,-0.19404012668317586
18300-07-7,-1.1234576376993788
3344-12-5,-0.1433741065052133
51012-33-0,0.40351779096489143
4104-03-4,-0.8230241830739985
15972-60-8,0.7482176563119727
117666-91-8,0.845846396272554
117683-18-8,0.738831129982753
90220-16-9,-1.209890483317451
673-04-1,0.7102460996247493
64-96-0,0.30549006222764824
109410-00-6,0.1467038023351905
364-62-5,0.19947761101092917
4093-35-0,0.2260232352306521
19351-21-4,0.3448961866402031
304-84-7,0.8426438155330986
19351-20-3,0.433151088960746
55619-22-2,0.5519244437802614
919-53-9,-0.6795743032650513
90245-33-3,-1.077092816049891
22082-34-4,-1.0441106690201838
78-62-6,1.1074615209169214
1067-99-8,0.9306566936584126
999-34-8,0.13437809115502025
90220-14-7,-1.1488661956371762
996-04-3,-0.7995874680734041
996-05-4,-0.8363456780791879
63906-39-8,-0.48964263340408326
32744-43-7,-0.805809931446936
7292-16-2,-0.7164687065191011
1014-70-6,0.6715888439484877
21923-23-9,-0.8364608404086862
2404-05-9,-0.8623740037496823
51528-03-1,0.32212240134728326
3254-62-4,-1.3965165499410823
115-90-2,-1.1460922055858223
6587-45-7,-1.0443693932622404
6132-17-8,-1.482085612950686
101526-62-9,0.40179735523928595
109-66-0,1.557306780713898
110-54-3,1.2364117783923392
84-76-4,1.694062714053719
50602-85-2,0.4644850307258067
119-07-3,1.5684748454234618
123-79-5,1.5191009946650822
1639-66-3,0.744329184886977
2915-53-9,1.4150560405116588
117-84-0,1.694062714053719
70729-68-9,1.3440474174018733
110-32-7,1.454515237084832
10058-20-5,1.4423568668820834
3006-15-3,0.7162365044865117
84-75-3,1.4886300630513503
2050-92-2,0.6120900450808263
13256-06-9,0.6133811533641489
3913-02-8,1.2861717546798377
17810-51-4,-0.1220387123853279
21270-08-6,-0.07006618238003187
123-95-5,1.7395710807585798
111-92-2,0.5716057378839335
109-46-6,0.39227955029407086
102-83-0,0.6005402329085392
36167-63-2,0.1522991646793568
102-81-8,0.8701416458295389
102207-73-8,0.6387581916091178
119-48-2,0.634326794425296
51861-34-8,0.7434906127876154
924-16-3,0.6642703435662832
127-59-3,0.5257997404243013
142-96-1,1.2617429373337548
112-48-1,1.3758270487364117
112-98-1,1.3427652788788382
141-17-3,1.3512525818297667
16672-39-2,1.3625464211351492
141-03-7,1.412159006124273
85-70-1,1.4950095953591442
4056-77-3,1.256420735681467
84-74-2,1.3715452185109374
7483-25-2,1.34278878096309
4092-75-5,0.7682675779736516
1809-19-4,1.0089013055458713
130525-77-8,0.8719799149753267
2528-36-1,0.37300500507855316
544-40-1,1.2137286723097473
51-03-6,0.8372662165807
2430-27-5,0.80403676271529
123-19-3,1.1047805270892488
74550-96-2,0.5540229548572673
106-31-0,1.3483727190990948
132-82-1,1.0386964238672398
105-66-8,1.4910774589732225
142-84-7,0.6063130330740922
99247-33-3,0.6887664652454538
52888-80-9,0.932322775050876
91893-38-8,-0.28605188324946057
57-66-9,0.6058833990476702
925-15-5,1.462635610330348
136-45-8,0.921298112695134
16066-38-9,1.0177594105588414
104-75-6,0.6529140726445712
10137-80-1,0.5374933257214699
113-48-4,0.6977373069228091
104-76-7,1.4232023476459432
5397-31-9,0.882626030717946
10213-75-9,1.299630577046901
4126-58-3,1.3883826525487049
1559-35-9,1.1694108956512537
2461-15-6,1.2418901522732297
103-44-6,1.3805926488089204
21270-19-9,-0.13287795871314365
17751-71-2,-0.15945738518859576
17751-73-4,-0.1306989838789574
17751-72-3,-0.14162703651409594
17810-52-5,-0.06955337918700054
17751-68-7,0.04008777581505245
21270-00-8,-0.07006618238003187
21270-16-6,-0.10292253941653025
21270-12-2,-0.06209197372791932
21270-02-0,0.12749598917266108
21270-03-1,0.17883836511568704
1928-43-4,0.32548428345336605
1928-47-8,0.3879312644247832
7659-86-1,0.8834852154090406
103-11-7,1.3132766296202616
5444-75-7,1.4792292160851364
4376-20-9,1.4954197586558164
18750-05-5,1.2812704871420815
4248-21-9,0.7476330861338842
24468-13-1,0.8101914723122438
68037-57-0,1.1296276940316115
1070-03-7,1.2761074547682703
126-92-1,0.8198583968132995
123-04-6,1.3184993730410723
63834-30-0,1.3000075288694348
149-57-5,1.3464437511728042
94-04-2,1.2289362550050793
589-82-2,1.230892229289245
10138-47-3,1.2590738853831938
10138-87-1,1.3105599247199002
94-96-2,1.536853920620477
10140-93-9,0.014224481451485717
7492-37-7,1.1077736648757706
106-35-4,0.9867102895254283
645-62-5,1.426594609134687
5309-52-4,1.291992858172619
6187-24-2,0.6904036813865684
1471-51-8,0.7967454428296393
126-93-2,0.4707814633294855
13360-63-9,0.5102150262132208
1861-40-1,0.5603468668711256
91893-68-4,-0.22909287772231843
68439-49-6,1.5040739875404674
15523-43-0,1.353110903809409
628-81-9,1.3268988583500285
4413-13-2,1.4186183621081496
33236-04-3,0.2618066815383354
106-32-1,1.6962535964991732
79714-31-1,0.44118569970948707
3570-46-5,0.5568132162344115
64058-22-6,-0.04194774864034991
105-54-4,1.623272409767658
101205-02-1,0.5041072098995603
40626-35-5,-0.6706009519755582
89784-60-1,-0.44268742822278234
38527-91-2,-0.3656764991159817
38524-82-2,-0.17060634815186046
34643-46-4,-0.42413026082443733
24017-17-2,-0.916472870433705
18596-67-3,-0.6720732533504221
617-79-8,0.6762344950367153
97-95-0,1.4441722835271593
10232-91-4,1.3056861561703572
10213-74-8,1.366507194884032
4468-93-3,1.3041653455572453
63907-07-3,0.6923684389711381
3953-10-4,1.2427150981545414
97-96-1,1.3590820588140404
19962-50-6,0.6061606732770205
88-09-5,1.2949067445448406
4189-10-0,0.7223245799921296
584-02-1,1.2956069643717296
101952-86-7,0.7720038569491929
96-22-0,1.308250228262052
72-56-0,0.9427299719738724
579-66-8,0.7003539559256464
38725-95-0,0.6898962519927444
522-40-7,0.5552882785775337
123-62-6,1.3817633513355307
5837-63-8,1.196921823744593
41340-25-4,0.15437814867035551
136572-09-3,0.10299063888842709
105-37-3,1.4584456683157678
512-48-1,0.7792489668386032
702-54-5,0.4194304354185039
1085-91-2,0.8340060626180936
77-04-3,0.3571995153066214
80733-97-7,0.4735835959228422
23192-94-1,0.3991472455598932
99233-24-6,0.4618497124887016
33236-13-4,0.1184438737401222
109-89-7,0.5971904328198528
105-55-5,0.2440817728454632
122-34-9,0.6100287548536448
104-78-9,0.6893812882502864
17074-44-1,-0.49452729130620154
27312-93-2,0.06565286565979651
6009-67-2,0.1556458218365863
100-36-7,0.5620292260677026
3105-97-3,0.31423210088112363
17074-42-9,-0.3722897202952922
51-06-9,0.46563769492205925
23205-22-3,0.19151594138520886
34341-24-7,0.36515706460726105
100-37-8,0.9031569662381564
63883-13-6,0.550567380839844
53421-38-8,0.19966746890392562
911-45-5,0.3790152011914305
2192-21-4,0.4160692357082019
2426-54-2,0.9545322981234631
31329-57-4,0.32082654511239767
34580-71-7,0.10420737142952521
1641-74-3,0.4932233375340302
2597-09-3,0.3422814031363178
57-37-4,0.5633135978228683
13352-70-0,0.34494932833063785
3735-90-8,0.6257256725317676
3010-02-4,0.6969819686314277
102394-31-0,0.5385216275666048
67367-65-1,0.53907493617865
2431-96-1,0.8684039508467037
2315-36-8,0.23372630982028123
120-21-8,0.7155398160627033
2198-58-5,0.5674631645437571
5123-63-7,0.6854240180809645
17754-90-4,0.4643125125920956
25953-06-4,0.3690971413946517
1696-17-9,0.9314003878978557
19311-91-2,0.6788540517623101
63886-92-0,0.6526195116445795
63887-51-4,0.6145516191655015
32773-96-9,0.4070047675343726
101152-94-7,0.5063868398172604
14052-72-3,0.3226015051771183
28249-77-6,0.5991471803448196
95-06-7,0.34590574961139187
95-30-7,0.33552200284827166
1331-27-7,0.8562386894212699
13056-98-9,0.3734453674147619
21600-43-1,0.20681357650515367
55-18-5,0.4610864722177475
6794-94-1,0.3895602644846501
1709-50-8,0.6684847691161773
36014-71-8,-0.5098378663917125
1050-48-2,0.3233138554686851
60-29-7,1.4260241646883238
629-14-1,1.3524494747718807
112-36-7,1.3451962491905736
763-69-9,1.3346277023688708
110-40-7,1.2544917507424211
123-25-1,1.2544917507424211
27292-19-9,0.8071214408703166
22125-35-5,0.4826454179443808
59894-95-0,0.4058569445761348
73090-70-7,0.5096760005785279
98318-25-3,0.7696890755232982
84-66-2,1.2060769677280037
1609-47-8,1.1889431243758837
502-55-6,0.25872130621349443
1851-77-0,0.17407991644731807
1851-71-4,0.19281816716808328
6485-91-2,0.4860959971300182
762-04-9,0.8023857018644651
999-01-9,-0.16756641171030284
10419-79-1,0.608194931155957
75889-62-2,-0.4173219990829245
679-36-7,-0.15739275452418552
21548-32-3,-0.8462159943723073
333-29-9,-0.5979010476511043
1516-67-2,-0.6972377998344006
5131-24-8,-0.8500675402261931
64050-52-8,-0.383920636781405
311-47-7,0.06439820650998353
38331-02-1,-0.7767937087137425
14984-58-8,-0.45673094689387944
311-45-5,-0.9095683829229882
897-83-6,-0.6498387679632388
2701-86-2,-0.3763530030080697
33399-00-7,-0.5855051938175166
2667-41-6,-0.801769499427235
60971-95-1,-0.7535104619270621
5598-15-2,-0.3218880635442323
1491-41-4,-0.5827578057932019
16499-75-5,-0.8802903988148645
3734-92-7,-0.9436231832926909
51376-77-3,-1.3083979572132771
14734-96-4,-0.6506063405294862
1885-95-6,-1.2383719713441517
1885-98-9,-1.1453812006626718
5954-10-9,-1.0170245210469682
54593-83-8,-1.0866386219508444
33841-12-2,-0.4654490695613076
3735-01-1,-0.6351136559106546
84197-34-2,-0.6044386778537119
84197-35-3,-1.0595969706397648
39624-86-7,-0.6260358992622136
29689-00-7,-0.962983820132468
6012-87-9,-0.7209987987345989
97-17-6,-0.6311368813801145
1224-63-1,-0.6317089352898247
4824-78-6,-0.5651779497894004
7533-79-1,-0.6554390181554967
4935-28-8,-0.6294451463342897
297-97-2,-0.7715424804762789
13593-03-8,-0.8784645536761987
18854-01-8,-0.6355289933683217
2921-88-2,-0.6995197913148578
24017-47-8,-0.4930091552563295
14816-18-3,-0.797517366061872
2668-92-0,-0.3543305143175128
16500-53-1,-0.9926779995382581
13286-40-3,-0.903133066071639
2047-14-5,-0.7456107489876831
35461-10-0,-0.9444666859124108
16231-76-8,-0.45547106891283584
30725-71-4,-0.8954534864063701
2310-17-0,-0.5454855009576587
6119-96-6,-0.9517402139516798
51356-06-0,-0.9285157963768705
51356-15-1,-0.9697280717934268
51442-10-5,-0.7029137271980762
25923-97-1,-1.180876905830341
3152-41-8,-0.786762202371623
2275-14-1,-0.6148366399203116
24934-91-6,-1.0486065887786975
6436-05-1,-0.8149984027722635
41219-31-2,-0.34060031506430855
3659-04-9,-0.8676609093608709
10312-20-6,-0.25961526763225445
38188-83-9,-0.9105144894045525
5823-20-1,-0.8042407742554418
973-28-4,-0.7777233585721416
4681-36-1,-0.36402961091164515
63716-53-0,-0.622717609418808
64-67-5,0.28775480091209144
7305-61-5,0.9385262257179032
7776-66-1,-0.06143079980483907
944-21-8,-0.8260879006609131
62421-46-9,-0.9299985229868295
1497-39-8,-1.106231066656295
3563-52-8,-0.8135333463511218
1593-27-7,-0.9958853184012251
7260-35-7,-0.9292094529859816
327-98-0,-0.8920330735717849
24017-24-1,-0.9579064234752689
18596-51-5,-0.8575303370293272
63869-31-8,-0.7051721192104851
597-88-6,-1.0683320645593064
352-93-2,1.1611346726720206
18771-38-5,0.5514258504443372
34491-12-8,-0.7237679941788902
110-81-6,0.8659229805342641
70-29-1,0.9790099732533752
59865-13-3,0.5059582303219103
17013-35-3,0.07557961745011173
94-86-0,0.9187857478652309
1264-72-8,0.07651261969406244
108050-54-0,0.34671884043327955
80214-83-1,0.2106267572752622
81103-11-9,0.2592990724363316
6683-17-6,-0.4653478356582757
4147-51-7,0.7017583752976175
7087-68-5,0.6279981784276832
5827-05-4,-1.4073545871705815
642-15-9,0.45660000810281076
1331-50-6,1.371238875643104
131929-60-7,0.22673882613645513
75443-99-1,0.10618172635528171
2964-06-9,-0.1198298338126106
973-21-7,-0.2832663125852371
54767-75-8,0.6150556122920259
121158-58-5,1.0465760785509233
34264-24-9,0.08327066033953778
31218-83-4,-0.3496228627767385
34381-68-5,0.7932047478030919
33857-23-7,-0.6963403406288208
78193-95-0,0.6437199117230128
108419-32-5,1.7228748862302996
26748-41-4,1.1783535938032605
82560-54-1,-0.7573139772110687
33236-08-7,0.17340915989274044
26685-57-4,-0.06835507269044329
78-44-4,0.599118665008682
115767-74-3,0.3312195478898607
51893-82-4,-0.47307595274778474
1610-17-9,0.5989296415110364
3853-74-5,-0.7419631349576485
834-12-8,0.7937490531237074
55837-18-8,1.094580371131358
57-43-2,-0.3913159971291995
64-43-7,-0.3411128111555425
37205-87-1,1.0126269414164586
16537-52-3,-1.0218515997875648
24838-84-4,-0.7552458907374703
21270-25-7,-0.07433506451653449
21270-04-2,-0.04960495753669832
97683-31-3,1.0610595858973055
1912-24-9,0.6420811387300043
3733-84-4,-0.444716418909107
51162-51-7,-0.13105500894595615
328-04-1,-0.5895040898821552
29911-28-2,1.3162534457352777
91315-15-0,0.6013189686893072
10031-58-0,0.34357328983229013
477-32-7,0.4395607584486614
1020-35-5,0.001406415490747361
5633-25-0,0.2014707598173398
43033-72-3,0.15812294468773755
51218-45-2,0.6507799552164186
2307-68-8,0.7418397962209203
37172-05-7,1.091542134688754
7319-47-3,0.4176389932614449
314-40-9,0.6744548176096584
105-46-4,1.5246341505129304
50602-40-9,0.28518572655767477
5787-73-5,0.5938465675344585
2282-34-0,0.15757216923223719
2917-19-3,-0.1916983179364577
3766-81-2,-0.23595859915352488
1225-25-8,0.5209840178293627
27778-78-5,0.22404932664362745
27684-90-8,0.1786964939715439
35384-89-5,0.40755744870280247
24729-96-2,0.21754618079449223
561-78-4,-0.0380874704786663
30238-40-5,0.6825187884735288
89396-94-1,0.6005032078643138
64050-87-9,0.6445962211487587
3614-30-0,0.30773427278862786
2753-45-9,0.3049002349041099
79985-89-0,-0.3749148049851701
82586-52-5,0.3621667842494507
22791-12-4,-0.6696723019892858
70667-26-4,0.37965857886386933
7789-99-3,1.367906587535559
106463-17-6,0.37337024231730576
57558-46-0,0.32383454500231523
33054-87-4,0.16585246651110944
5389-12-8,-0.11573776577476712
105-30-6,1.4326612114487043
42615-29-2,0.8734471496123838
97-61-0,1.2096446964986696
