CASRN,Toxic_knn_ecfp6bits-0,Toxic_knn_ecfp6bits-1
2031-67-6,0.6849474077431198,0.3150525922568802
64036-99-3,0.04448321564276007,0.95551678435724
26523-78-4,0.5989155268791473,0.40108447312085266
68814-95-9,0.6835303596632638,0.3164696403367363
538-23-8,0.9410480127435773,0.05895198725642272
68130-53-0,1.0,0.0
2528-38-3,0.5603219091855081,0.43967809081449205
5343-44-2,1.0,0.0
5831-80-1,0.8613515710459231,0.13864842895407686
51249-05-9,0.5729483728582826,0.42705162714171735
102-85-2,0.6399141257322173,0.36008587426778277
126-73-8,0.5498056052070706,0.45019439479292933
998-40-3,0.6960946720258262,0.30390532797417374
115-78-6,0.43301964516644276,0.5669803548335572
33060-84-3,0.35858050240274525,0.6414194975972548
150-50-5,0.5749542943231492,0.42504570567685085
78-48-8,0.30262801335020617,0.6973719866497938
60-01-5,0.7352762327506907,0.26472376724930935
74125-01-2,0.08894329987406772,0.9110567001259322
1496-94-2,0.36731505901570316,0.6326849409842967
21270-07-5,0.17326631901432368,0.8267336809856763
29806-73-3,0.9743183442287391,0.02568165577126086
7346-61-4,0.7957305707174054,0.20426942928259456
59130-69-7,1.0,0.0
63907-12-0,0.9489605609925356,0.051039439007464486
1114-71-2,0.33618921212878533,0.6638107878712146
64058-98-6,0.25431569677573024,0.7456843032242697
64059-01-4,0.24621702993784048,0.7537829700621596
13194-48-4,0.04588427770179952,0.9541157222982005
2511-15-1,0.33688810401207636,0.6631118959879237
90220-15-8,0.04241779557196614,0.9575822044280339
759-94-4,0.4010662118750187,0.5989337881249813
23184-66-9,0.5121505904545648,0.48784940954543515
51218-49-6,0.37488480055947154,0.6251151994405284
109965-82-4,0.39223728360803223,0.6077627163919678
20954-13-6,0.5377005328399175,0.4622994671600824
102579-43-1,0.4956429925833644,0.5043570074166356
168152-77-0,0.0,1.0
168152-89-4,0.0,1.0
92953-10-1,0.5871273268022583,0.4128726731977418
17088-72-1,0.7800646476703319,0.21993535232966802
60763-41-9,0.782111604233314,0.21788839576668606
35850-79-4,0.5309964882644373,0.4690035117355627
3309-68-0,0.042128528160934195,0.9578714718390658
18109-81-4,0.4632477836790253,0.5367522163209747
52736-14-8,0.561419654850479,0.43858034514952104
3862-08-6,0.4258508536373611,0.574149146362639
139-45-7,0.8499398334319401,0.15006016656805982
38727-55-8,0.4471409127293147,0.5528590872706852
80472-88-4,0.09763981365067775,0.9023601863493222
51356-13-9,0.07769493498197069,0.9223050650180293
33210-44-5,0.0,1.0
33210-40-1,0.0,1.0
33210-43-4,0.0,1.0
1912-26-1,0.28505983036130783,0.7149401696386921
7779-27-3,0.338893889064092,0.661106110935908
78816-48-5,0.5737703665770527,0.4262296334229473
2941-55-1,0.3479206649715507,0.6520793350284492
4740-11-8,0.348396872186383,0.651603127813617
125-99-5,0.13662606172144662,0.8633739382785535
5957-17-5,0.7493821154264363,0.2506178845735638
2001-81-2,0.6201037234036666,0.37989627659633335
56-37-1,0.5287234265747075,0.4712765734252926
9004-57-3,0.7829925557834642,0.2170074442165358
7789-92-6,0.6727811211561016,0.3272188788438985
10140-99-5,0.5775975989623611,0.42240240103763893
122-51-0,0.6779613704817373,0.3220386295182628
63869-26-1,0.10502391914389055,0.8949760808561095
2425-25-4,0.045811362640015584,0.9541886373599845
5823-25-6,0.3663189908459444,0.6336810091540557
919-54-0,0.04656585994349429,0.9534341400565056
1067-47-6,0.7157305735114805,0.2842694264885196
919-30-2,0.7546484842932949,0.2453515157067051
76524-94-2,0.675232725957324,0.32476727404267614
2602-34-8,0.5448424870277119,0.45515751297228824
14814-09-6,0.6881093569977749,0.3118906430022251
34708-08-2,0.6870013298641564,0.31299867013584365
15129-36-9,0.29780839445680657,0.7021916055431936
15267-95-5,0.5760693163472211,0.42393068365277886
122-52-1,0.6309827301011599,0.3690172698988401
78-40-0,0.1556387290012966,0.8443612709987034
78-38-6,0.11314664769915508,0.8868533523008449
126-75-0,0.0,1.0
298-03-3,0.09867112214205993,0.90132887785794
298-04-4,0.04066906078453023,0.9593309392154697
298-02-2,0.041676109853443895,0.9583238901465562
1186-09-0,0.0,1.0
2524-09-6,0.0,1.0
2497-07-6,0.0,1.0
2588-03-6,0.04495280680208495,0.9550471931979151
2496-91-5,0.0,1.0
4891-54-7,0.04755798995439062,0.9524420100456095
2497-06-5,0.0,1.0
2511-11-7,0.10040127593153401,0.8995987240684661
2404-78-6,0.0938506860803147,0.9061493139196853
688-62-0,0.2867627275640042,0.7132372724359959
1486-39-1,0.1385416358448174,0.8614583641551825
87310-56-3,0.3661219954262463,0.6338780045737538
55881-07-7,0.8002950950412788,0.19970490495872123
2229-55-2,0.7579250497343398,0.24207495026566023
79451-10-8,0.08862658835943234,0.9113734116405676
66996-10-9,0.08578745869399655,0.9142125413060034
30129-29-4,0.23983037645396182,0.7601696235460382
30129-30-7,0.24880246685482038,0.7511975331451797
55297-95-5,0.6307242660309217,0.3692757339690783
3004-70-4,0.36240884705160287,0.6375911529483972
53521-41-8,0.936304033656738,0.06369596634326194
139-88-8,0.7242090516936994,0.27579094830630047
33820-53-0,0.45496220677763083,0.5450377932223692
5892-41-1,0.64384654583569,0.35615345416431
1912-25-0,0.36323839121018625,0.6367616087898137
2275-18-5,0.0,1.0
87130-20-9,0.7141096031668329,0.28589039683316697
63873-23-4,0.04745870964476745,0.9525412903552325
78-52-4,0.0,1.0
63873-21-2,0.04688388327173858,0.9531161167282615
68649-11-6,0.9153412830954634,0.08465871690453662
63990-57-8,0.20992839468832067,0.7900716053116793
26818-53-1,0.514484997679077,0.485515002320923
27891-14-1,0.36893620541360617,0.6310637945863938
36756-79-3,0.46293284008420593,0.5370671599157941
19072-57-2,0.31064666759663073,0.6893533324033694
27591-74-8,0.27357143802400474,0.7264285619759954
66734-13-2,0.9050061391135809,0.09499386088641917
5593-20-4,0.9059249382389796,0.09407506176102046
5534-09-8,0.887399743973838,0.112600256026162
27778-88-7,0.0,1.0
27778-86-5,0.031227525099979447,0.9687724749000205
27778-84-3,0.0,1.0
27778-80-9,0.06354047189580855,0.9364595281041915
27778-82-1,0.21609932721287953,0.7839006727871205
27684-92-0,0.035052981560403436,0.9649470184395965
26259-45-0,0.28871618296648693,0.7112838170335131
40618-52-8,0.1553520906792015,0.8446479093207985
69-05-6,0.41165061211508386,0.5883493878849162
9050-04-8,0.08690500228148276,0.9130949977185173
60735-64-0,0.5660529929323462,0.4339470070676537
24151-93-7,0.10255800534200023,0.8974419946579998
2109-64-0,0.6076115100712266,0.3923884899287735
22457-23-4,0.5622138811640024,0.43778611883599755
541-85-5,0.9500261275147985,0.04997387248520142
14355-07-8,0.0649808224741474,0.9350191775258526
10032-15-2,0.9522878318125257,0.04771216818747429
14355-12-5,0.06321675478937804,0.936783245210622
10024-78-9,0.6302877649116392,0.36971223508836076
32838-28-1,0.9435859951537977,0.05641400484620237
57-33-0,0.10998599871957826,0.8900140012804217
71-73-8,0.1726506905982719,0.8273493094017281
871-22-7,0.7917546512055813,0.20824534879441872
105-82-8,0.8391453217286402,0.16085467827135969
29122-60-9,0.09315502250237058,0.9068449774976294
186817-80-1,0.9412392677717801,0.058760732228219835
7452-79-1,0.48813482812447406,0.5118651718755259
7286-69-3,0.31114537559036237,0.6888546244096376
98886-44-3,0.050845936736701805,0.9491540632632982
125-64-4,0.1507628761259659,0.8492371238740342
82834-16-0,0.9241288729502131,0.07587112704978695
730-07-4,0.41055764663020217,0.5894423533697979
33499-11-5,0.5579769346324437,0.44202306536755637
110429-62-4,0.643925788180273,0.3560742118197269
67050-64-0,0.03546446904813925,0.9645355309518607
54-05-7,0.3816364802733414,0.6183635197266586
1094-08-2,0.09204087454374967,0.9079591254562503
30238-41-6,0.6892723068524466,0.31072769314755344
64241-34-5,0.4679121387228761,0.5320878612771238
33499-13-7,0.6823858815870515,0.31761411841294857
63867-07-2,0.40738878709032306,0.592611212909677
15299-99-7,0.10593854122179404,0.8940614587782059
4630-95-9,0.5706498704315971,0.4293501295684029
66968-39-6,0.1438134214135824,0.8561865785864176
105-57-7,0.7988634658347201,0.20113653416527982
137658-79-8,0.848805586806659,0.15119441319334107
7492-66-2,0.9522506541328377,0.04774934586716219
87820-88-0,0.7531717703579068,0.24682822964209328
103890-78-4,0.6014486403855678,0.3985513596144321
52-60-8,0.05653723029728171,0.9434627697027183
50765-73-6,0.0,1.0
50765-89-4,0.0,1.0
15763-48-1,0.6199944581541751,0.38000554184582486
22609-73-0,0.45259574420664395,0.5474042557933559
88045-99-2,0.6432429665703451,0.3567570334296548
56358-09-9,0.6787890317181429,0.32121096828185713
17702-79-3,0.05190996829930384,0.9480900317006962
41611-76-1,0.7775010835148305,0.2224989164851695
137-58-6,0.20337848446857545,0.7966215155314245
333-40-4,0.05286057293254547,0.9471394270674546
31775-20-9,0.8473423969805177,0.15265760301948236
105779-78-0,0.15717382375180816,0.8428261762481918
23191-75-5,0.6090281608042271,0.39097183919577294
88045-98-1,0.7468575403269951,0.2531424596730049
243973-20-8,0.42295329900022777,0.5770467009997723
57470-78-7,0.2669043552293988,0.7330956447706013
68227-46-3,0.7901209291130047,0.20987907088699517
5221-49-8,0.04497794558591436,0.9550220544140856
72542-60-0,0.1250990739323254,0.8749009260676747
79438-83-8,0.19300200058997433,0.8069979994100257
21409-78-9,0.10387072410882413,0.896129275891176
40374-14-9,0.0,1.0
29232-93-7,0.0,1.0
13171-21-6,0.10713561507892749,0.8928643849210726
73521-00-3,0.07895238889494315,0.9210476111050568
73512-92-2,0.0297069755397036,0.9702930244602964
73520-99-7,0.03759603454658797,0.962403965453412
73512-93-3,0.07258082235541885,0.927419177644581
73512-94-4,0.07690436054414856,0.9230956394558514
128606-48-4,0.047713166242555345,0.9522868337574447
57846-34-1,0.04397214007489078,0.9560278599251093
74639-40-0,0.5796992486186503,0.42030075138134965
1716-09-2,0.043203942823479904,0.95679605717652
14143-09-0,0.08566342813015805,0.914336571869842
10097-26-4,0.9525724985642493,0.04742750143575064
688-84-6,0.9465078512578641,0.053492148742135905
105-16-8,0.682653391341751,0.31734660865824915
1918-08-7,0.48963995477724215,0.5103600452227578
14663-66-2,0.08469636706047161,0.9153036329395284
14663-67-3,0.08215487194897832,0.9178451280510217
10137-90-3,0.8962425137564798,0.10375748624352028
78193-97-2,0.41108982377538117,0.5889101762246188
58458-55-2,0.5577325130115071,0.4422674869884928
103-09-3,0.9441611939157298,0.0558388060842702
29214-60-6,0.8442710469155542,0.1557289530844458
23947-60-6,0.20228562170157274,0.7977143782984272
437717-43-6,0.7442037212192139,0.25579627878078615
6946-94-7,0.5846567925241702,0.41534320747582976
1187-74-2,0.5295554199037564,0.4704445800962436
274671-61-3,0.31581571870697533,0.6841842812930246
2728-05-4,0.32058177872366045,0.6794182212763396
134-62-3,0.5000981458120927,0.4999018541879072
52406-01-6,0.7986276477990022,0.20137235220099775
953-32-2,0.0,1.0
60090-47-3,0.3429712158208489,0.657028784179151
15386-51-3,0.20603113681332028,0.7939688631866797
2728-04-3,0.6005936737719807,0.3994063262280193
56632-42-9,0.5880705268480552,0.4119294731519449
299-45-6,0.0985668540918361,0.9014331459081638
2425-15-2,0.0,1.0
51356-23-1,0.048821668133132726,0.9511783318668673
51356-21-9,0.052431643813193776,0.9475683561868062
3099-88-5,0.048649441630219926,0.95135055836978
1942-78-5,0.0,1.0
108-35-0,0.04946491171573287,0.950535088284267
15421-84-8,0.05060301453974219,0.9493969854602577
51356-11-7,0.0,1.0
51356-09-3,0.07647622027258758,0.9235237797274124
22439-40-3,0.0,1.0
5633-16-9,0.20941813232169582,0.7905818676783042
26662-09-9,0.14600295662290916,0.8539970433770908
21673-86-9,0.5518872040923143,0.44811279590768577
107812-70-4,0.41107437736368296,0.588925622636317
105435-14-1,0.39085316927651814,0.6091468307234819
63979-26-0,0.1558199782167083,0.8441800217832917
75274-20-3,0.2732824502323496,0.7267175497676505
2532-92-5,0.26815137189726385,0.7318486281027361
2544-52-7,0.0,1.0
88-24-4,0.6780078093774409,0.32199219062255924
120-95-6,0.4305500887340378,0.5694499112659622
51959-14-9,0.4066030246115145,0.5933969753884856
79-74-3,0.3512358161948246,0.6487641838051753
10508-09-5,0.4304141458901847,0.5695858541098153
118134-30-8,0.529402929908043,0.47059707009195706
3006-82-4,0.9569323554537262,0.04306764454627367
329-21-5,0.0,1.0
7795-74-6,0.094393076196863,0.9056069238031371
69784-43-6,0.14142062163754127,0.8585793783624588
55285-14-8,0.0,1.0
42222-50-4,0.9527885870908575,0.04721141290914251
3489-84-7,0.49730966089397305,0.5026903391060269
919-94-8,0.4116349191074396,0.5883650808925605
3734-95-0,0.0,1.0
129927-33-9,0.10113292846858926,0.8988670715314109
72590-77-3,0.8711878099389964,0.12881219006100358
13472-08-7,0.1447774394501408,0.8552225605498592
78-66-0,0.45560469846631046,0.5443953015336896
1338-23-4,0.5478392699970325,0.4521607300029676
154619-86-0,0.10448405736465999,0.8955159426353401
154619-76-8,0.1026670826805758,0.8973329173194242
82559-96-4,0.751693592384643,0.24830640761535708
82558-50-7,0.5016634816442729,0.49833651835572707
4268-36-4,0.3758886122761891,0.6241113877238108
5340-36-3,0.7189891327574507,0.2810108672425493
33236-05-4,0.0,1.0
33210-49-0,0.0,1.0
17091-21-3,0.6760186217873685,0.3239813782126314
82560-06-3,0.42822924182361466,0.5717707581763853
123199-92-8,0.47246255311825824,0.5275374468817418
77-74-7,0.6380077229626508,0.3619922770373491
1986-53-4,0.7913079683620688,0.20869203163793118
55937-99-0,0.44090354403899396,0.559096455961006
1081-95-4,0.0,1.0
103446-98-6,0.4672768052245603,0.5327231947754396
19457-00-2,0.47820059833850187,0.5217994016614981
30087-47-9,0.0,1.0
40373-31-7,0.0,1.0
2631-26-7,0.10159898049956718,0.8984010195004328
3772-48-3,0.0,1.0
1474-80-2,0.10876444925527042,0.8912355507447296
28616-48-0,0.16238646105736607,0.8376135389426339
55769-64-7,0.7051068863181925,0.2948931136818075
89591-51-5,0.40920686436289294,0.5907931356371072
63580-68-7,0.0,1.0
60244-63-5,0.16332489568886602,0.8366751043111339
60244-60-2,0.04081902730503805,0.9591809726949619
7396-58-9,0.7133326864295765,0.2866673135704236
63039-90-7,0.22573757569667313,0.7742624243033269
18886-42-5,0.2082548269355335,0.7917451730644666
37686-84-3,0.12328293990985575,0.8767170600901443
63717-17-9,0.10144532432725478,0.8985546756727452
57647-36-6,0.1806134205539901,0.8193865794460098
104907-82-6,0.4106458518913434,0.5893541481086566
80472-86-2,0.05275406999216617,0.9472459300078337
76597-98-3,0.8924130514549206,0.10758694854507933
513-10-0,0.0,1.0
107-64-2,0.0,1.0
68391-05-9,0.5,0.5
7173-51-5,0.5,0.5
37335-68-5,0.25057498648449195,0.749425013515508
124-03-8,0.48399343200847783,0.5160065679915222
6458-13-5,0.6294635793429092,0.37053642065709075
70206-24-5,0.8080622157749281,0.19193778422507185
53-46-3,0.505054154612637,0.4949458453873628
50-10-2,0.09278392982234113,0.9072160701776588
54663-47-7,0.31667319438534647,0.6833268056146535
32358-09-1,0.3699909041666992,0.6300090958333008
24789-78-4,0.3671488740462817,0.6328511259537182
154-82-5,0.6390213222585296,0.3609786777414704
3700-98-9,0.5983320423824026,0.4016679576175973
3700-97-8,0.3232917102547953,0.6767082897452047
63917-07-7,0.053828561965750664,0.9461714380342493
38260-54-7,0.04926609313190785,0.9507339068680921
2830-87-7,0.16282649170303137,0.8371735082969686
21410-51-5,0.057119974027303635,0.9428800259726963
1634-78-2,0.1583136610544895,0.8416863389455106
121-75-5,0.27573703536713046,0.7242629646328697
18300-07-7,0.0,1.0
3344-12-5,0.13503643836427523,0.8649635616357247
51012-33-0,0.3054658525880632,0.6945341474119369
4104-03-4,0.149547406548022,0.850452593451978
816-19-3,1.0,0.0
15972-60-8,0.4885458623546368,0.5114541376453631
117666-91-8,0.5756824690665605,0.4243175309334395
117683-18-8,0.41100423675252085,0.5889957632474793
90220-16-9,0.0,1.0
673-04-1,0.3780358101998533,0.6219641898001468
64-96-0,0.14342044644366728,0.8565795535563328
109410-00-6,0.2058933862985916,0.7941066137014084
364-62-5,0.38323031726759094,0.6167696827324091
4093-35-0,0.31182617685122505,0.688173823148775
19351-21-4,0.46218176552929746,0.5378182344707026
304-84-7,0.3698253382111346,0.6301746617888654
19351-20-3,0.4249893196193742,0.5750106803806259
55619-22-2,0.4151454349946924,0.5848545650053076
919-53-9,0.13878602479194554,0.8612139752080544
90245-33-3,0.0,1.0
22082-34-4,0.0,1.0
78-62-6,0.8485884437212787,0.15141155627872122
1067-99-8,0.6911982115345113,0.30880178846548856
999-34-8,0.30570132516831694,0.6942986748316831
90220-14-7,0.0,1.0
996-04-3,0.0,1.0
996-05-4,0.04786693202611186,0.9521330679738881
63906-39-8,0.14680296707499574,0.8531970329250043
32744-43-7,0.10456811958346124,0.8954318804165388
7292-16-2,0.20175280227132217,0.7982471977286778
1014-70-6,0.4389093477394068,0.5610906522605932
21923-23-9,0.04599129862123128,0.9540087013787687
2404-05-9,0.098845952770349,0.901154047229651
51528-03-1,0.369932720840437,0.6300672791595631
3254-62-4,0.045032451839182766,0.9549675481608173
115-90-2,0.041900816546155684,0.9580991834538443
6587-45-7,0.0,1.0
