CASRN,Toxic_RF_ecfp6counts-0,Toxic_RF_ecfp6counts-1
58458-55-2,0.3910025090494225,0.6089974909505779
103-09-3,0.8423549887790432,0.15764501122095717
29214-60-6,0.6563311040636519,0.34366889593634725
23947-60-6,0.35950109370074224,0.640498906299258
437717-43-6,0.585060294063235,0.4149397059367647
6946-94-7,0.6488744862108005,0.3511255137891995
1187-74-2,0.5548074113355631,0.44519258866443656
274671-61-3,0.27109559488686763,0.7289044051131323
2728-05-4,0.3375289703145128,0.6624710296854868
134-62-3,0.4862609607826724,0.5137390392173277
52406-01-6,0.6907394337109233,0.3092605662890768
953-32-2,0.059200604188839455,0.9407993958111608
60090-47-3,0.4534476853341881,0.5465523146658114
15386-51-3,0.2699635489013381,0.7300364510986621
2728-04-3,0.27803176200220747,0.7219682379977931
56632-42-9,0.487646830946831,0.5123531690531691
299-45-6,0.10871808845410803,0.8912819115458924
2425-15-2,0.04321350734327718,0.956786492656723
51356-23-1,0.10089492553718893,0.899105074462811
51356-21-9,0.04337528451940217,0.9566247154805982
3099-88-5,0.09844906710816433,0.9015509328918352
1942-78-5,0.07321303881303881,0.9267869611869615
108-35-0,0.06401086804421555,0.9359891319557849
15421-84-8,0.21554277551216322,0.7844572244878365
51356-11-7,0.08779296415268509,0.9122070358473148
51356-09-3,0.045104297456929086,0.9548957025430715
22439-40-3,0.10083043017298132,0.8991695698270186
5633-16-9,0.24122598683566154,0.7587740131643379
26662-09-9,0.1421579291710515,0.8578420708289485
21673-86-9,0.4871347349636564,0.5128652650363436
107812-70-4,0.35567769109439534,0.644322308905603
105435-14-1,0.3674973179822507,0.632502682017749
63979-26-0,0.30726860499703645,0.6927313950029631
75274-20-3,0.5095867837345549,0.490413216265445
2532-92-5,0.39772496157830545,0.6022750384216946
2544-52-7,0.10404085343365495,0.8959591465663449
88-24-4,0.7116197364892485,0.2883802635107518
120-95-6,0.40330371915635266,0.5966962808436473
51959-14-9,0.41505663177619895,0.5849433682238008
79-74-3,0.5081551805636053,0.4918448194363948
10508-09-5,0.5731972962150009,0.42680270378499935
118134-30-8,0.5258483484241757,0.4741516515758245
3006-82-4,0.7937544621522854,0.20624553784771474
329-21-5,0.08372182329371107,0.9162781767062884
7795-74-6,0.10898311828042187,0.891016881719579
69784-43-6,0.26352037679982354,0.7364796232001766
55285-14-8,0.15663003104375647,0.8433699689562427
42222-50-4,0.9396583389273796,0.06034166107262081
3489-84-7,0.46764237363619554,0.5323576263638042
919-94-8,0.4120616465027521,0.5879383534972471
3734-95-0,0.1762920261388284,0.8237079738611709
129927-33-9,0.28757602452736375,0.712423975472636
72590-77-3,0.8286321789321784,0.17136782106782106
13472-08-7,0.31906691158696054,0.6809330884130399
78-66-0,0.4645562313429554,0.5354437686570446
1338-23-4,0.6398374852004753,0.3601625147995247
154619-86-0,0.11530253020400077,0.8846974697959992
154619-76-8,0.09916977608161814,0.9008302239183821
82559-96-4,0.5623499254558078,0.43765007454419236
82558-50-7,0.4019032662741681,0.5980967337258324
4268-36-4,0.4406114319866438,0.5593885680133559
5340-36-3,0.5453941359853585,0.45460586401464154
33236-05-4,0.06717452361500348,0.9328254763849967
33210-49-0,0.08120766069890781,0.9187923393010927
17091-21-3,0.7310747737745922,0.26892522622540804
82560-06-3,0.41954584936332806,0.5804541506366725
123199-92-8,0.42121451787863556,0.5787854821213644
77-74-7,0.5084846117696491,0.49151538823035107
1986-53-4,0.6830623949035713,0.3169376050964287
55937-99-0,0.5270561672307599,0.4729438327692403
1081-95-4,0.10790601090996603,0.8920939890900345
103446-98-6,0.456993476853384,0.5430065231466161
19457-00-2,0.5036391751110946,0.49636082488890537
30087-47-9,0.252398261169133,0.7476017388308671
40373-31-7,0.07640408458546634,0.9235959154145341
2631-26-7,0.1738731010991074,0.8261268989008932
3772-48-3,0.0709197864155059,0.9290802135844946
1474-80-2,0.12729142213609115,0.8727085778639097
28616-48-0,0.15482498873861453,0.845175011261386
55769-64-7,0.5928788951717975,0.40712110482820213
89591-51-5,0.32439442099295046,0.6756055790070499
63580-68-7,0.09671592990454266,0.9032840700954575
60244-63-5,0.22356080859795072,0.7764391914020493
60244-60-2,0.1255126879421133,0.8744873120578874
7396-58-9,0.7360980853522744,0.263901914647726
63039-90-7,0.25538670837332583,0.7446132916266737
18886-42-5,0.3481972447229413,0.6518027552770582
37686-84-3,0.2093554593554595,0.7906445406445409
63717-17-9,0.1840310095933847,0.8159689904066144
57647-36-6,0.13251636781400628,0.867483632185993
104907-82-6,0.4230541613071026,0.5769458386928973
80472-86-2,0.24330819378937993,0.75669180621062
76597-98-3,0.5650805200433162,0.4349194799566842
513-10-0,0.0463627432635372,0.9536372567364627
107-64-2,0.1348279492769831,0.8651720507230184
68391-05-9,0.4944222919599187,0.5055777080400814
7173-51-5,0.4547399169346858,0.5452600830653137
37335-68-5,0.290564367153962,0.7094356328460387
124-03-8,0.3350906307426798,0.6649093692573178
6458-13-5,0.4433490730955535,0.5566509269044463
70206-24-5,0.6730063154486057,0.32699368455139444
53-46-3,0.2807958993849859,0.7192041006150142
50-10-2,0.2590000057296484,0.7409999942703513
54663-47-7,0.390503074021495,0.6094969259785049
32358-09-1,0.30177821375343683,0.6982217862465627
24789-78-4,0.3577877064068694,0.6422122935931301
154-82-5,0.5399367456448118,0.46006325435518797
3700-98-9,0.41917996498556687,0.5808200350144322
3700-97-8,0.2666711693670858,0.7333288306329133
63917-07-7,0.21315140212868663,0.7868485978713126
38260-54-7,0.1337710830846845,0.8662289169153162
2830-87-7,0.23103378379782297,0.7689662162021769
21410-51-5,0.20784816933439215,0.7921518306656075
1634-78-2,0.11495868627340607,0.8850413137265937
121-75-5,0.14921936675148884,0.8507806332485109
18300-07-7,0.17274874228796014,0.8272512577120393
3344-12-5,0.2552531373583709,0.744746862641629
51012-33-0,0.4626511735455231,0.537348826454477
4104-03-4,0.11133446461006667,0.8886655353899344
816-19-3,0.8071436276012555,0.19285637239874576
