CASRN,Toxic_knn_ecfp6counts-0,Toxic_knn_ecfp6counts-1
78-10-4,0.8643861455416184,0.13561385445838164
17356-42-2,0.061640051499000384,0.9383599485009996
3689-24-5,0.08024700028021665,0.9197529997197834
563-12-2,0.0,1.0
6926-73-4,0.0,1.0
78-07-9,0.684334659074332,0.31566534092566795
20395-17-9,0.062463422652932254,0.9375365773470676
18300-10-2,0.06634364436929845,0.9336563556307015
2667-40-5,0.06342934470414292,0.9365706552958571
55134-13-9,0.6715535485871635,0.32844645141283646
33446-90-1,1.0,0.0
17980-47-1,0.8153343215684195,0.18466567843158047
27879-29-4,0.4127152192853067,0.5872847807146933
35435-21-3,0.8102138564406557,0.18978614355934428
55934-93-5,0.865844649698364,0.13415535030163597
52030-05-4,0.7889498759266876,0.21105012407331242
74051-80-2,0.277426272629068,0.722573727370932
2224-33-1,0.7470856922865465,0.2529143077134534
34036-80-1,0.6708331784274884,0.32916682157251165
6104-58-1,0.9431379751087101,0.056862024891289886
77-90-7,0.8059462844129293,0.19405371558707077
21327-31-1,0.18849153890797798,0.811508461092022
5826-91-5,0.06190421383450677,0.9380957861654932
22787-59-3,0.11881390560204959,0.8811860943979504
22787-58-2,0.0,1.0
5675-57-0,0.061729741410979345,0.9382702585890206
3730-54-9,0.12799460409203728,0.8720053959079628
655-35-6,0.2808356115877794,0.7191643884122206
77-89-4,0.4972172361064653,0.5027827638935346
24748-23-0,0.2680978166576527,0.7319021833423472
70833-40-8,0.9261694392843974,0.07383056071560247
14504-73-5,0.18208360876151453,0.8179163912384856
67239-04-7,0.41362909040148677,0.5863709095985131
2595-54-2,0.0,1.0
5137-55-3,0.6543569355414899,0.3456430644585101
1421-14-3,0.46685562309173684,0.5331443769082631
2031-67-6,0.6832251706915947,0.3167748293084051
64036-99-3,0.0,1.0
26523-78-4,0.6054470570723836,0.39455294292761656
68814-95-9,0.6965942487152343,0.30340575128476566
538-23-8,1.0,0.0
68130-53-0,1.0,0.0
2528-38-3,0.631965161016829,0.36803483898317085
5343-44-2,1.0,0.0
5831-80-1,0.7456964662204235,0.25430353377957654
51249-05-9,0.5857385418733668,0.41426145812663323
102-85-2,0.7943793309696144,0.20562066903038553
126-73-8,0.561584217839041,0.438415782160959
998-40-3,0.6835589964234778,0.3164410035765222
115-78-6,0.3983074762193609,0.6016925237806391
33060-84-3,0.3819663229332029,0.6180336770667971
150-50-5,0.4648362449511624,0.5351637550488377
78-48-8,0.5172741235382305,0.4827258764617694
60-01-5,0.8124335579549959,0.18756644204500394
74125-01-2,0.05121351885735119,0.9487864811426487
1496-94-2,0.26456892148357836,0.7354310785164216
21270-07-5,0.05717965131373273,0.9428203486862673
29806-73-3,1.0,0.0
7346-61-4,0.7379549233044816,0.2620450766955183
59130-69-7,1.0,0.0
63907-12-0,0.9382410057614424,0.061758994238557574
1114-71-2,0.6548741523998494,0.3451258476001506
64058-98-6,0.1973123272248222,0.8026876727751778
64059-01-4,0.31690400178536093,0.6830959982146391
13194-48-4,0.0,1.0
2511-15-1,0.35794237119475036,0.6420576288052497
90220-15-8,0.0,1.0
759-94-4,0.5079416370179649,0.492058362982035
23184-66-9,0.5137644996696183,0.48623550033038165
51218-49-6,0.3887769731640722,0.6112230268359277
109965-82-4,0.31469229325875,0.68530770674125
20954-13-6,0.3923225899600696,0.6076774100399305
102579-43-1,0.5482040198835216,0.45179598011647837
168152-77-0,0.0,1.0
168152-89-4,0.0,1.0
92953-10-1,0.45342310009730985,0.5465768999026901
17088-72-1,0.5200016482285632,0.47999835177143674
60763-41-9,0.7815696454706651,0.21843035452933487
35850-79-4,0.7222955877036497,0.2777044122963503
3309-68-0,0.0,1.0
18109-81-4,0.3799281110758409,0.6200718889241591
52736-14-8,0.4812951746078913,0.5187048253921088
3862-08-6,0.5319152142719707,0.46808478572802936
139-45-7,0.8116183678096093,0.18838163219039072
38727-55-8,0.5455224253844128,0.45447757461558713
80472-88-4,0.060441625436410365,0.9395583745635896
51356-13-9,0.0,1.0
33210-44-5,0.0,1.0
33210-40-1,0.0,1.0
33210-43-4,0.0,1.0
1912-26-1,0.23935797154340804,0.7606420284565918
7779-27-3,0.40966733570560854,0.5903326642943915
78816-48-5,0.45938666237639353,0.5406133376236065
2941-55-1,0.19571397419643444,0.8042860258035656
4740-11-8,0.24235487283002294,0.757645127169977
125-99-5,0.11894775101848881,0.8810522489815111
5957-17-5,0.6613313025387236,0.3386686974612763
2001-81-2,0.45961513521637826,0.5403848647836218
56-37-1,0.4648281170881465,0.5351718829118536
9004-57-3,0.7382398007984886,0.2617601992015113
7789-92-6,0.6562753369426705,0.34372466305732946
10140-99-5,0.5980075876061678,0.40199241239383227
122-51-0,0.4714115650614183,0.5285884349385817
63869-26-1,0.07215452183291936,0.9278454781670806
2425-25-4,0.0,1.0
5823-25-6,0.06352483927142331,0.9364751607285767
919-54-0,0.0,1.0
1067-47-6,0.7507889493967237,0.2492110506032763
919-30-2,0.861466479266082,0.1385335207339181
76524-94-2,0.7634883770328987,0.23651162296710138
2602-34-8,0.6985871112897735,0.3014128887102266
14814-09-6,0.7754447572881152,0.22455524271188484
34708-08-2,0.7976852562923537,0.20231474370764643
15129-36-9,0.4604668183432856,0.5395331816567143
15267-95-5,0.5520725492452713,0.44792745075472873
122-52-1,0.6708264090105703,0.3291735909894298
78-40-0,0.08230567330042211,0.917694326699578
78-38-6,0.13246769810954873,0.8675323018904514
126-75-0,0.0,1.0
298-03-3,0.0,1.0
298-04-4,0.0,1.0
298-02-2,0.0,1.0
1186-09-0,0.0,1.0
2524-09-6,0.0,1.0
2497-07-6,0.0,1.0
2588-03-6,0.0,1.0
2496-91-5,0.0,1.0
4891-54-7,0.0,1.0
2497-06-5,0.0,1.0
2511-11-7,0.13513225745726437,0.8648677425427356
2404-78-6,0.11780715435469945,0.8821928456453005
688-62-0,0.28934972584426194,0.710650274155738
1486-39-1,0.177761026412646,0.8222389735873539
87310-56-3,0.38258056953309016,0.6174194304669098
55881-07-7,0.7521595260770233,0.2478404739229766
2229-55-2,0.7680760992917036,0.2319239007082964
79451-10-8,0.06081944119951775,0.9391805588004822
66996-10-9,0.06007287163766275,0.9399271283623374
30129-29-4,0.298172191438536,0.701827808561464
30129-30-7,0.2680467320551179,0.731953267944882
55297-95-5,0.6683259449304453,0.33167405506955466
3004-70-4,0.2669967532629784,0.7330032467370216
53521-41-8,0.7527155368786976,0.24728446312130234
139-88-8,0.7345085564383076,0.26549144356169246
33820-53-0,0.4579497232466254,0.5420502767533745
5892-41-1,0.4921072103246444,0.5078927896753557
1912-25-0,0.2614324670467938,0.7385675329532063
2275-18-5,0.0,1.0
87130-20-9,0.5918244551162132,0.40817554488378677
63873-23-4,0.0,1.0
78-52-4,0.0,1.0
63873-21-2,0.0,1.0
68649-11-6,0.8850393407580444,0.11496065924195563
63990-57-8,0.29978813791188436,0.7002118620881157
26818-53-1,0.25972425020278,0.74027574979722
27891-14-1,0.4014619729241855,0.5985380270758145
36756-79-3,0.39921477320378185,0.6007852267962182
19072-57-2,0.45917837659238686,0.5408216234076132
27591-74-8,0.14368959983622817,0.8563104001637717
66734-13-2,0.9440677624960617,0.055932237503938304
5593-20-4,0.922093911838883,0.07790608816111697
5534-09-8,0.9548232338533873,0.04517676614661266
27778-88-7,0.0,1.0
27778-86-5,0.03770820143722882,0.9622917985627711
27778-84-3,0.0,1.0
27778-80-9,0.07780985465594462,0.9221901453440554
27778-82-1,0.12853351083493494,0.8714664891650651
27684-92-0,0.0,1.0
26259-45-0,0.22507423177813815,0.7749257682218618
40618-52-8,0.31985574262638794,0.6801442573736121
69-05-6,0.26659846307665375,0.7334015369233462
9050-04-8,0.0,1.0
60735-64-0,0.702450374550245,0.29754962544975494
24151-93-7,0.0,1.0
2109-64-0,0.5508739848063691,0.449126015193631
22457-23-4,0.5247817923563517,0.47521820764364836
541-85-5,0.811469811256011,0.18853018874398886
14355-07-8,0.08369917518576056,0.9163008248142394
10032-15-2,1.0,0.0
14355-12-5,0.04194050340148118,0.9580594965985187
10024-78-9,0.5535384929339225,0.44646150706607746
32838-28-1,0.8041789111291332,0.19582108887086677
57-33-0,0.0,1.0
71-73-8,0.0,1.0
871-22-7,0.861816124321491,0.138183875678509
105-82-8,0.8669371131520806,0.13306288684791945
29122-60-9,0.0,1.0
186817-80-1,0.8717488155823112,0.1282511844176887
7452-79-1,0.5421273026454284,0.45787269735457164
7286-69-3,0.13235314133245882,0.8676468586675412
98886-44-3,0.13294423155617446,0.8670557684438256
125-64-4,0.0,1.0
82834-16-0,0.7043252216712016,0.29567477832879857
730-07-4,0.3373927039057092,0.6626072960942909
33499-11-5,0.4490006823796562,0.5509993176203439
110429-62-4,0.8080058605419785,0.1919941394580215
67050-64-0,0.046394959104541625,0.9536050408954584
54-05-7,0.28869762450393394,0.711302375496066
1094-08-2,0.12375105798368619,0.8762489420163138
30238-41-6,0.5907222388210116,0.40927776117898845
64241-34-5,0.32039987309448104,0.679600126905519
33499-13-7,0.6380515668093633,0.3619484331906368
63867-07-2,0.5562048832798084,0.44379511672019156
15299-99-7,0.13115508531113854,0.8688449146888614
4630-95-9,0.4566686981803923,0.5433313018196076
66968-39-6,0.0,1.0
105-57-7,0.6782905500533815,0.32170944994661843
137658-79-8,0.8055243867666857,0.19447561323331433
7492-66-2,0.9380632996425563,0.06193670035744372
87820-88-0,0.6846590181407385,0.31534098185926157
103890-78-4,0.4402526812541549,0.5597473187458452
52-60-8,0.07180692271263854,0.9281930772873614
50765-73-6,0.0,1.0
50765-89-4,0.0,1.0
15763-48-1,0.6027628099133817,0.39723719008661834
22609-73-0,0.507522516402736,0.49247748359726407
88045-99-2,0.6185884131597175,0.3814115868402826
56358-09-9,0.9134085379976089,0.08659146200239103
17702-79-3,0.0,1.0
41611-76-1,0.8777816239296344,0.12221837607036548
137-58-6,0.06823803632468174,0.9317619636753183
333-40-4,0.0,1.0
31775-20-9,0.9059107966975748,0.0940892033024253
105779-78-0,0.26572977808063025,0.7342702219193697
23191-75-5,0.4582488771462654,0.5417511228537346
88045-98-1,0.5539352630416277,0.4460647369583723
243973-20-8,0.4688614744970312,0.5311385255029687
57470-78-7,0.3439558850006092,0.6560441149993909
68227-46-3,0.794502746696119,0.20549725330388097
5221-49-8,0.05736994275150656,0.9426300572484935
72542-60-0,0.05916946629616647,0.9408305337038335
79438-83-8,0.15052627898376866,0.8494737210162313
21409-78-9,0.13771105949930845,0.8622889405006915
40374-14-9,0.0,1.0
29232-93-7,0.0,1.0
13171-21-6,0.06817231943913085,0.9318276805608692
73521-00-3,0.0,1.0
73512-92-2,0.0,1.0
73520-99-7,0.0,1.0
73512-93-3,0.0,1.0
73512-94-4,0.0,1.0
128606-48-4,0.0,1.0
57846-34-1,0.05125682489887095,0.9487431751011292
74639-40-0,0.405058282688645,0.594941717311355
1716-09-2,0.06099895200273857,0.9390010479972615
14143-09-0,0.0,1.0
10097-26-4,0.9413716771860346,0.05862832281396532
688-84-6,0.8683127693847225,0.13168723061527757
105-16-8,0.6365316337167681,0.3634683662832318
1918-08-7,0.45714843375308106,0.542851566246919
14663-66-2,0.1385041490029732,0.8614958509970269
14663-67-3,0.08467198984402353,0.9153280101559765
10137-90-3,0.80301642342993,0.19698357657007012
78193-97-2,0.4433712780555285,0.5566287219444714
58458-55-2,0.38659320728511753,0.6134067927148825
103-09-3,0.8688938299404788,0.13110617005952122
29214-60-6,0.7368346152745217,0.2631653847254783
23947-60-6,0.18848071705511052,0.8115192829448895
437717-43-6,0.6041028936028087,0.39589710639719133
6946-94-7,0.4679086063215263,0.5320913936784737
1187-74-2,0.33651267106372423,0.6634873289362758
274671-61-3,0.3294402784514208,0.6705597215485791
2728-05-4,0.27700822829935456,0.7229917717006454
134-62-3,0.48092602195217715,0.5190739780478228
52406-01-6,0.8134592711700445,0.18654072882995554
953-32-2,0.0,1.0
60090-47-3,0.36223722988317264,0.6377627701168274
15386-51-3,0.25408371231527693,0.7459162876847231
2728-04-3,0.4385388324703855,0.5614611675296146
56632-42-9,0.36685549799960665,0.6331445020003934
299-45-6,0.11950593882761869,0.8804940611723814
2425-15-2,0.05679747067881345,0.9432025293211864
51356-23-1,0.0,1.0
51356-21-9,0.050346182626283834,0.9496538173737161
3099-88-5,0.12716161499281453,0.8728383850071855
1942-78-5,0.0,1.0
108-35-0,0.06350943551064316,0.9364905644893569
15421-84-8,0.26191388963080614,0.7380861103691938
51356-11-7,0.0,1.0
51356-09-3,0.0,1.0
22439-40-3,0.0,1.0
5633-16-9,0.20128765669152698,0.798712343308473
26662-09-9,0.05847854084306475,0.9415214591569352
21673-86-9,0.5150425346932572,0.4849574653067428
107812-70-4,0.2911723944593214,0.7088276055406785
105435-14-1,0.4270405096794368,0.5729594903205633
63979-26-0,0.19800869689486789,0.801991303105132
75274-20-3,0.20436159432002968,0.7956384056799705
2532-92-5,0.2169242346722353,0.7830757653277647
2544-52-7,0.0,1.0
88-24-4,0.728861299140731,0.27113870085926906
120-95-6,0.28299417746953676,0.7170058225304633
51959-14-9,0.25142544486835366,0.7485745551316463
79-74-3,0.3233690332326351,0.6766309667673649
10508-09-5,0.6057867366210026,0.39421326337899737
118134-30-8,0.8681558926967733,0.13184410730322665
3006-82-4,0.9427121751187241,0.05728782488127595
329-21-5,0.055031118029810026,0.9449688819701899
7795-74-6,0.06011182977397279,0.9398881702260272
69784-43-6,0.24069385815701624,0.7593061418429837
55285-14-8,0.0,1.0
42222-50-4,0.9436212864579748,0.05637871354202509
3489-84-7,0.6131798656150032,0.3868201343849968
919-94-8,0.46165771760473007,0.5383422823952698
3734-95-0,0.0,1.0
129927-33-9,0.0639145218812262,0.9360854781187737
72590-77-3,0.8944233332805962,0.1055766667194038
13472-08-7,0.1911844068884727,0.8088155931115273
78-66-0,0.3876900773423048,0.6123099226576952
1338-23-4,0.3992233470440417,0.6007766529559584
154619-86-0,0.116753558611901,0.883246441388099
154619-76-8,0.11325677046474097,0.886743229535259
82559-96-4,0.8133026444864612,0.1866973555135389
82558-50-7,0.3756953117791719,0.6243046882208281
4268-36-4,0.6704459295739758,0.32955407042602425
5340-36-3,0.7659458061626612,0.23405419383733878
33236-05-4,0.0,1.0
33210-49-0,0.0,1.0
17091-21-3,0.8596336833207504,0.14036631667924965
82560-06-3,0.4686953532503746,0.5313046467496253
123199-92-8,0.3322719183627583,0.6677280816372416
77-74-7,0.6864483764657148,0.31355162353428523
1986-53-4,0.8037069557533083,0.19629304424669178
55937-99-0,0.474208331618375,0.5257916683816249
1081-95-4,0.0,1.0
103446-98-6,0.19009087942355204,0.8099091205764479
19457-00-2,0.5364403516151001,0.4635596483848998
30087-47-9,0.0,1.0
40373-31-7,0.0,1.0
2631-26-7,0.2038490915884496,0.7961509084115505
3772-48-3,0.0,1.0
1474-80-2,0.06351709042629874,0.9364829095737012
28616-48-0,0.06651750601676752,0.9334824939832325
55769-64-7,0.6409396767185184,0.3590603232814816
89591-51-5,0.27701513136340516,0.7229848686365948
63580-68-7,0.0,1.0
60244-63-5,0.10777611547946969,0.8922238845205303
60244-60-2,0.0669956957172419,0.9330043042827582
7396-58-9,0.8232254762650835,0.17677452373491653
63039-90-7,0.11144540131557504,0.8885545986844249
18886-42-5,0.1310291395401849,0.8689708604598152
37686-84-3,0.05786637056837212,0.9421336294316278
63717-17-9,0.0,1.0
57647-36-6,0.04591485249551708,0.954085147504483
104907-82-6,0.20533016950968333,0.7946698304903167
80472-86-2,0.06803190129666863,0.9319680987033314
76597-98-3,0.7447750307245851,0.2552249692754148
513-10-0,0.0,1.0
107-64-2,0.0,1.0
68391-05-9,1.0,0.0
7173-51-5,0.5111946718742835,0.4888053281257165
37335-68-5,0.15673368145998978,0.8432663185400101
124-03-8,0.45057782899831944,0.5494221710016804
6458-13-5,0.6066308898872637,0.39336911011273634
70206-24-5,0.8151518496156359,0.18484815038436406
53-46-3,0.2858571104309282,0.7141428895690718
50-10-2,0.10789187277278087,0.8921081272272191
54663-47-7,0.26843127095808694,0.7315687290419131
32358-09-1,0.13878332261779902,0.8612166773822009
24789-78-4,0.3939218733958301,0.6060781266041699
154-82-5,0.46342845740506955,0.5365715425949306
3700-98-9,0.5163095105906258,0.48369048940937415
3700-97-8,0.2876020946245016,0.7123979053754983
63917-07-7,0.0,1.0
38260-54-7,0.0,1.0
2830-87-7,0.2002154851210899,0.7997845148789101
21410-51-5,0.0607222331098184,0.9392777668901815
1634-78-2,0.05323369171263011,0.9467663082873699
121-75-5,0.17902998346061527,0.8209700165393847
18300-07-7,0.06658621092959358,0.9334137890704065
3344-12-5,0.0626051884387952,0.9373948115612047
51012-33-0,0.2653038794051655,0.7346961205948346
4104-03-4,0.06518803625432941,0.9348119637456705
816-19-3,0.9434022825277868,0.0565977174722132
15972-60-8,0.5284148765373321,0.47158512346266795
117666-91-8,0.3269445288904655,0.6730554711095346
117683-18-8,0.36074360064481836,0.6392563993551815
90220-16-9,0.0,1.0
673-04-1,0.289310400711771,0.710689599288229
64-96-0,0.0,1.0
109410-00-6,0.2648684050833845,0.7351315949166155
364-62-5,0.29457585993633545,0.7054241400636645
4093-35-0,0.3077161674372655,0.6922838325627346
19351-21-4,0.43184258485409494,0.568157415145905
304-84-7,0.3211293694660486,0.6788706305339514
19351-20-3,0.2897638845860204,0.7102361154139796
55619-22-2,0.4546506973746835,0.5453493026253166
919-53-9,0.0635999165324081,0.936400083467592
90245-33-3,0.052646512122033653,0.9473534878779664
22082-34-4,0.05255745428606802,0.947442545713932
78-62-6,0.817471264782009,0.1825287352179909
1067-99-8,0.7461855901839044,0.2538144098160956
999-34-8,0.19129343544845362,0.8087065645515463
90220-14-7,0.0,1.0
996-04-3,0.0,1.0
996-05-4,0.057025405355785444,0.9429745946442145
63906-39-8,0.2450932833156093,0.7549067166843907
32744-43-7,0.06259600993387729,0.9374039900661227
7292-16-2,0.07532348238710444,0.9246765176128955
1014-70-6,0.3145590551581578,0.6854409448418423
21923-23-9,0.052132375707913244,0.9478676242920868
2404-05-9,0.06598152794171148,0.9340184720582885
51528-03-1,0.42218657641340246,0.5778134235865976
3254-62-4,0.0,1.0
115-90-2,0.05013437931061221,0.9498656206893877
6587-45-7,0.0,1.0
6132-17-8,0.05168410487264457,0.9483158951273555
101526-62-9,0.5248727732361832,0.4751272267638168
109-66-0,0.629442960334187,0.370557039665813
110-54-3,0.7124226835955877,0.2875773164044123
1120-21-4,0.8815323610002055,0.11846763899979451
112-40-3,1.0,0.0
629-50-5,1.0,0.0
629-59-4,0.9276652491328805,0.07233475086711946
593-45-3,1.0,0.0
112-95-8,1.0,0.0
2500-88-1,0.7630396889429752,0.23696031105702484
627-83-8,1.0,0.0
26322-14-5,1.0,0.0
41672-81-5,1.0,0.0
68153-95-7,0.887706437615838,0.11229356238416204
53220-22-7,1.0,0.0
3234-85-3,1.0,0.0
16958-92-2,0.9641588456481273,0.035841154351872684
119-06-2,1.0,0.0
