CASRN,EPA_svm_mordred-1,EPA_svm_mordred-2,EPA_svm_mordred-3,EPA_svm_mordred-4
63869-22-7,0.08461773718342237,0.22160900530445285,0.4828061919044282,0.21096706560769657
139-60-6,0.00878574066582816,0.07165730582039607,0.8505648114214323,0.06899214209234349
34206-40-1,0.04478608139040946,0.14517286290076134,0.6347566071080204,0.17528444860080908
752-56-7,0.05717248941473155,0.1734179214854093,0.5023918081422009,0.26701778095765827
74758-25-1,0.02127749718741421,0.09875488746352784,0.7383854412654742,0.1415821740835841
23505-41-1,0.0696403856998361,0.5623643571981102,0.30815755437576675,0.05983770272628657
154702-15-5,0.04923446670007703,0.17276651197910511,0.5226250093018042,0.25537401201901355
3857-80-5,0.014491624721505092,0.10815201472422917,0.80271485139386,0.07464150916040567
3687-16-9,0.011579079056842951,0.2003938351356891,0.7469478777609224,0.04107920804654553
141-94-6,0.01654539062483365,0.13264226876485216,0.7692066018045235,0.0816057388057907
68289-21-4,0.027186046942196635,0.19587723805913218,0.6920536176731391,0.08488309732553194
67762-53-2,0.02068111210922108,0.06004403520414731,0.7214519013151753,0.19782295137145625
4559-86-8,0.00658131637532188,0.03087911017049617,0.8612699027379913,0.10126967071619047
10254-57-6,0.08933567810152597,0.23227541152898495,0.520638646371908,0.1577502639975809
53306-54-0,0.007932482395773724,0.0235411558261995,0.31375043820100496,0.6547759235770217
1941-30-6,0.02716844869455587,0.4307275712087513,0.47703807875396503,0.06506590134272784
682-01-9,0.018005285134242134,0.04739526436929741,0.4171832885456791,0.5174161619507814
486455-65-6,0.014297910355626263,0.03241098007308335,0.6794911508775061,0.2737999586937845
126-57-8,0.018287278159309996,0.05709955087383109,0.8168836162524767,0.10772955471438211
11138-60-6,0.016505934748506517,0.05625576066351947,0.7309439925657486,0.19629431202222547
78-16-0,0.018095820083549735,0.05100866347565768,0.7602960995329292,0.17059941690786332
106-20-7,0.009795781711698197,0.3529683851335338,0.5368895972682003,0.10034623588656753
295800-70-3,0.039580302843194026,0.14238231024204456,0.550555946243918,0.2674814406708432
10143-60-9,0.003447116812487469,0.01835590711664298,0.46258080016545383,0.5156161759054158
22174-70-5,0.0027472472725338782,0.017700842149222594,0.563505052577816,0.41604685800042723
19074-24-9,0.011030847662840513,0.03147037607908361,0.8277732005629633,0.12972557569511223
122-62-3,0.011782841132456263,0.034170249745738734,0.6904866850416932,0.2635602240801117
103-24-2,0.009593958879164085,0.02382196023098693,0.6001042449624642,0.36647983592738487
103-23-1,0.016080001821226365,0.028914601422965147,0.6631101186881658,0.29189527806764287
2915-57-3,0.00762726651240018,0.012008833620227519,0.5190877289793645,0.46127617088800804
84731-70-4,0.007941940677046651,0.023635486602635376,0.127133896464971,0.8412886762553471
117-81-7,0.0047317605013016345,0.019169973058646643,0.6208217512634534,0.3552765151765986
14858-73-2,0.0019974281885237147,0.004327247633613785,0.22271506194350602,0.7709602622343564
3658-48-8,0.005937047687920567,0.04849671254760031,0.6544334536840355,0.2911327860804438
298-07-7,0.00742240835528329,0.03778175950122928,0.7358483720044449,0.21894746013904254
63449-80-9,0.023172016198940715,0.0756705845226923,0.4460719247178631,0.4550854745605039
7425-14-1,0.002552726230356239,0.006314254925816986,0.27498688482660605,0.7161461340172204
18268-70-7,0.007817353769527793,0.023308287179204173,0.15943420786367712,0.809440151187591
94-28-0,0.005599457280840831,0.025526555793479424,0.4242332008930031,0.5446407860326768
3282-85-7,0.011051682607239894,0.06982494060475501,0.7676492893743899,0.15147408741361473
7790-07-0,0.015129261782661435,0.03765106504601091,0.4383494720537757,0.5088702011175519
25724-60-1,0.007608886279037847,0.02357358946389762,0.882230329961314,0.08658719429575094
10022-60-3,0.018928425636302586,0.026658335006549558,0.8029475374051017,0.15146570195204612
468-61-1,0.011520204524647054,0.21422487919339187,0.7120853992215994,0.06216951706036165
4551-59-1,0.0192650287029871,0.4377381489571925,0.4955249297031776,0.04747189263664287
57647-13-9,0.024051980974852068,0.12189230350997063,0.7059433784795125,0.14811233703566473
27591-69-1,0.01971712448737491,0.12617474569378062,0.670388330633628,0.18371979918521655
589-32-2,0.0352385402809428,0.16530005049384552,0.7167905855175466,0.08267082370766522
60012-88-6,0.02534765282746861,0.13068787910032575,0.6622301668400528,0.18173430123215276
78-53-5,0.7834664345064337,0.14714343041222291,0.059011998127483145,0.01037813695386033
115-79-7,0.05058079102037285,0.2339568067428465,0.5892532556688254,0.1262091465679551
122-31-6,0.002940893021283928,0.011945809316892196,0.8952322463888399,0.08988105127298403
78-10-4,0.020597407215039908,0.051227896762324046,0.817473810739693,0.11070088528294302
17356-42-2,0.8538524515915152,0.11184960413668911,0.027269574832212064,0.007028369439583487
3689-24-5,0.23697365983099095,0.12770137548366475,0.5502467411433978,0.0850782235419467
563-12-2,0.497725454742493,0.15815736860607627,0.3084197121839684,0.03569746446746224
6926-73-4,0.439658467431524,0.1923750690739691,0.24934620250935977,0.11862026098514714
78-07-9,0.009515676475944035,0.02612681663034916,0.7603866298306521,0.20397087706305458
20395-17-9,0.7916642488041622,0.15174097034984327,0.04313392164699281,0.013460859199001736
18300-10-2,0.7650095546238941,0.11519171753273189,0.0887872723220567,0.03101145552131745
2667-40-5,0.6797304610151907,0.24725780456337587,0.059713841864249544,0.013297892557184011
55134-13-9,0.072610499146734,0.17459584417441465,0.5130651038176091,0.2397285528612423
33446-90-1,0.027213383171365266,0.09004742048156356,0.3521487288742349,0.5305904674728363
27879-29-4,0.02397296221140338,0.18622569256988858,0.7266652128060603,0.0631361324126477
35435-21-3,0.02157698993905425,0.08109463695420854,0.6741622424464502,0.22316613066028723
55934-93-5,0.05100340806135661,0.025078274027937882,0.5425378545424241,0.38138046336828135
52030-05-4,0.003839963312254701,0.014461063218226001,0.8307070631198203,0.15099191034969905
74051-80-2,0.016648414407448603,0.08262360921585252,0.7693244681801409,0.13140350819655797
2224-33-1,0.028685737529220896,0.10275576518157542,0.7353554400014568,0.13320305728774687
34036-80-1,0.03726517691266653,0.14309978820103014,0.6579529848611722,0.1616820500251313
6104-58-1,0.04294782347736562,0.148994590253747,0.6011554719544324,0.20690211431445504
77-90-7,0.011225943219462407,0.018708036157480477,0.3613710920959782,0.6086949285270787
21327-31-1,0.08298439341843769,0.11374318487006868,0.10020236621599767,0.7030700554954961
5826-91-5,0.21456678965545248,0.5880840632529277,0.13723252074276077,0.06011662634885921
22787-59-3,0.7476169077893362,0.04441145811239783,0.031962297345465004,0.17600933675280087
22787-58-2,0.9185917490986393,0.06507086005015518,0.014713697304033772,0.0016236935471717364
5675-57-0,0.55622553825351,0.32000061230720095,0.08960469950301322,0.03416914993627578
3730-54-9,0.07209837677373018,0.13752427390332914,0.693920384457895,0.09645696486504587
655-35-6,0.10035838038564888,0.07139403585139359,0.5939868334924839,0.23426075027047347
77-89-4,0.020342138976151225,0.08626747047497489,0.689971037269331,0.20341935327954302
24748-23-0,0.05801613796496817,0.2002039303540995,0.5049635981566408,0.23681633352429146
70833-40-8,0.01767202172586592,0.030081360996590433,0.7630229429055694,0.18922367437197446
14504-73-5,0.055246195964119275,0.20213645876747788,0.5189856518076611,0.22363169346074202
67239-04-7,0.032462615660888344,0.19100501081247143,0.5018376616387615,0.27469471188787853
2595-54-2,0.3718081875750183,0.53202701196766,0.09097935194188249,0.005185448515438995
5137-55-3,0.0335303077696993,0.5928501459024832,0.28147197574919636,0.09214757057862133
1421-14-3,0.005470503489889478,0.18901195449876929,0.5442190268625547,0.26129851514878616
2031-67-6,0.007175035870609512,0.01507387832185895,0.2427139310759194,0.7350371547316119
64036-99-3,0.9480960886976978,0.04494823756383649,0.005469195164882005,0.0014864785735836828
26523-78-4,0.057629326157062594,0.1681071379780805,0.5475326090770205,0.2267309267878364
68814-95-9,0.015401635527852021,0.09974998511337073,0.8186008209076238,0.06624755845115382
538-23-8,0.012490023658199234,0.015497043771346608,0.25622136403934054,0.7157915685311138
68130-53-0,0.012302276973875535,0.02113706925362995,0.39186550511659446,0.5746951486559
2528-38-3,0.010053851869409764,0.036195492973170464,0.8022318877900319,0.15151876736738792
5343-44-2,0.008633165792179494,0.019279323096101406,0.730651089420406,0.24143642169131319
5831-80-1,0.016938995012689303,0.03791441716096217,0.811242974731561,0.13390361309478768
51249-05-9,0.03723691275035394,0.23593714073654426,0.4312543176938041,0.29557162881929766
102-85-2,0.015169348496436303,0.07057826863599015,0.5381349907342112,0.3761173921333624
126-73-8,0.01688293268490443,0.03192309790153185,0.6705439397950591,0.2806500296185045
998-40-3,0.07918830607003277,0.09756465733224773,0.5555870589456248,0.26765997765209515
115-78-6,0.039755537846286625,0.42767436332716346,0.36097021267802143,0.1715998861485287
33060-84-3,0.05248691490488621,0.3432316912930445,0.4558686598682791,0.14841273393379034
150-50-5,0.22147929866581942,0.35751083751419,0.31505398122397676,0.10595588259601404
78-48-8,0.2776028393207027,0.4500443060234641,0.2051319282318364,0.06722092642399674
60-01-5,0.021734482146116067,0.08668526316862274,0.5312424895777061,0.36033776510755516
74125-01-2,0.5675880433805429,0.3772057529662044,0.04905440095152845,0.006151802701724459
1496-94-2,0.13703471862142647,0.09500745144099658,0.6008646322327115,0.16709319770486494
21270-07-5,0.03109717895882836,0.7888509628183815,0.11626339290476904,0.06378846531802096
29806-73-3,0.007916571995542078,0.01648070361872941,0.710290825530566,0.26531189885516226
7346-61-4,0.01806039009392756,0.10829409375032938,0.5260178593346754,0.34762765682106783
59130-69-7,0.004009337020062111,0.010035703051045513,0.3581712424175183,0.6277837175113741
63907-12-0,0.047011817121155056,0.1376780193189503,0.47149793709103716,0.3438122264688575
1114-71-2,0.04136934626823199,0.21067297412256888,0.6655045824937191,0.08245309711548009
64058-98-6,0.04396009545889488,0.6034086972075544,0.2764592058707746,0.07617200146277588
64059-01-4,0.02783075836508353,0.5738290461649509,0.35394558641839585,0.044394609051569486
13194-48-4,0.5146456111462161,0.44942878154250887,0.03268953797241846,0.003236069338856681
2511-15-1,0.4210198123445847,0.44597041466026155,0.1132448238827651,0.019764949112388887
90220-15-8,0.8335518276176704,0.1271259591041825,0.033696540021580824,0.005625673256566295
759-94-4,0.02832163641653744,0.46282301975048257,0.4532304149599693,0.05562492887301055
23184-66-9,0.027150446107721157,0.11382195846897047,0.7966343829295255,0.062393212493783025
51218-49-6,0.05224119499538131,0.10999497382008257,0.7739821099361603,0.06378172124837568
109965-82-4,0.03903128770613053,0.5536254196015359,0.381965573628491,0.025377719063842525
20954-13-6,0.0017194465429527866,0.016780046470101645,0.8366795124254516,0.14482099456149394
102579-43-1,0.026515778026318822,0.1644120899708052,0.6898305398430375,0.11924159215983839
168152-77-0,0.0367945285007507,0.7175085990244456,0.1978830576400097,0.04781381483479405
168152-89-4,0.03549642493401366,0.6845818873126231,0.2280265359026177,0.051895151850745336
92953-10-1,0.017732075669360383,0.2119287270353555,0.7314449229980038,0.03889427429728045
17088-72-1,0.02440286575628933,0.14899065220262409,0.6357176414883857,0.19088884055270086
60763-41-9,0.004704443147741543,0.045219587119492255,0.19847953007073785,0.7515964396620278
35850-79-4,0.02119346405159977,0.06378961806833275,0.45257787622556106,0.4624390416545064
3309-68-0,0.940208166865552,0.05565437384246103,0.003830820290370739,0.00030663900161639575
18109-81-4,0.003009650128857874,0.24682902139009782,0.6305786331576534,0.11958269532339069
52736-14-8,0.0074482167955487065,0.03446312698581828,0.1734223757744418,0.7846662804441914
3862-08-6,0.007746536856148544,0.038806600050733095,0.4950143093780778,0.45843255371504055
139-45-7,0.007047909261937123,0.014668081813410894,0.4712607394006451,0.5070232695240066
38727-55-8,0.009887033865062029,0.04978088890723072,0.8163942526708007,0.12393782455690622
80472-88-4,0.007340048076857428,0.0866360995194451,0.8470032575458661,0.05902059485783108
51356-13-9,0.7649937004578559,0.17997041141316156,0.05026683146391189,0.004769056665070594
33210-44-5,0.023093603422073273,0.6618351872696344,0.3078752761176285,0.007195933190663673
33210-40-1,0.038996835304613744,0.872199720977118,0.07951389605513029,0.009289547663138267
33210-43-4,0.04612077007464796,0.834844580494557,0.10525722989158058,0.013777419539214556
1912-26-1,0.03361091756237571,0.12451165969566676,0.7980200531313848,0.043857369610572655
7779-27-3,0.019561761598711307,0.17284689953893556,0.7388561046560047,0.06873523420634839
78816-48-5,0.02065802226738498,0.4612577583697818,0.43951859962847284,0.07856561973436062
2941-55-1,0.014191068482111996,0.2637108351238161,0.6691673100733289,0.052930786320743065
4740-11-8,0.07941043678524319,0.653073890909123,0.25238145919711835,0.015134213108515359
125-99-5,0.020847616487700137,0.2906487150065336,0.6182930826742818,0.07021058583148397
5957-17-5,0.007817151965612137,0.08216047162990628,0.8924551164177068,0.01756725998677435
2001-81-2,0.019308442037709636,0.15523823614649182,0.747799258204448,0.07765406361135052
56-37-1,0.10861741831868905,0.3273842859388369,0.5228225352111993,0.041175760531274974
9004-57-3,0.03734092668730947,0.09154551242131159,0.5473559235579123,0.3237576373334666
7789-92-6,0.0011232409965356719,0.011264912319081971,0.723212115879465,0.2643997308049174
10140-99-5,0.0055122389979661325,0.15543334521264138,0.7816632573243596,0.05739115846503338
122-51-0,0.001913385750923212,0.02103983364974455,0.7085341116272209,0.2685126689721112
63869-26-1,0.6857543275294133,0.24768299341434594,0.061952136456162335,0.004610542600078566
2425-25-4,0.22794287735291355,0.27222211469973223,0.4693936473617473,0.030441360585607046
5823-25-6,0.31961451520606615,0.11806067804360487,0.5352309603116532,0.027093846438676062
919-54-0,0.5169913650299667,0.1073902091405517,0.3662872496850921,0.009331176144389641
998-30-1,0.023243318357410534,0.09041766996899862,0.28892924494080424,0.5974097667327863
1067-47-6,0.014559776513092032,0.06147850842690244,0.7771173205912302,0.14684439446877537
919-30-2,0.01583628241859161,0.143757408954334,0.5345869939222522,0.30581931470482226
76524-94-2,0.013664699205714882,0.07412376616954937,0.7738358861360163,0.1383756484887194
2602-34-8,0.03908363179013635,0.17989312269749214,0.5472095185516677,0.2338137269607042
14814-09-6,0.017660677154628854,0.07015709874078933,0.7723452832948791,0.13983694080970277
34708-08-2,0.025705327129015056,0.07230000960664246,0.7094313643953192,0.19256329886902346
15129-36-9,0.02316501806544373,0.12452763688267415,0.6562409934410142,0.19606635161086833
15267-95-5,0.01007104427681326,0.027202462018210864,0.6309763884779319,0.33175010522704396
122-52-1,0.014735915195396633,0.09469685075533635,0.7655892299023684,0.12497800414689829
78-40-0,0.09870971779225235,0.04363145428907737,0.7623305685524603,0.0953282593662098
78-38-6,0.051025057057140805,0.04781588121572239,0.7933136776383608,0.1078453840887758
126-75-0,0.9440394206415963,0.048043926995473746,0.006456414948053925,0.0014602374148758792
298-03-3,0.5653026116790147,0.17767479516213913,0.24566765304562377,0.011354940113222259
298-04-4,0.9512860671328355,0.04420710269239356,0.004101615308826724,0.00040521486594410466
298-02-2,0.8738755204241931,0.11534565760505112,0.009974622201476359,0.0008041997692793967
1186-09-0,0.5317904748240291,0.3621753236654265,0.09513117157431214,0.010903029936232217
2524-09-6,0.6935009590587914,0.2285761438508714,0.06933361266791672,0.008589284422420311
2497-07-6,0.8723232341106818,0.10451727546620615,0.020928417485765037,0.0022310729373468214
2588-03-6,0.8277717224715248,0.1305562354412888,0.038653128873082594,0.00301891321410377
2496-91-5,0.4140810161918547,0.5586268946308938,0.016564324529236483,0.010727764648014969
4891-54-7,0.6418309283587089,0.2515430311676446,0.0873817872862342,0.019244253187412085
2497-06-5,0.6313690759535944,0.3291734671098291,0.035675375752691245,0.00378208118388543
2511-11-7,0.8622195285775633,0.11031560546329691,0.024258006790824824,0.0032068591683149287
2404-78-6,0.1397526494873937,0.7984019746670601,0.055687516666685935,0.006157859178860314
688-62-0,0.3163866484198033,0.31466599466482065,0.30254112893008633,0.06640622798528958
1486-39-1,0.11204118586532093,0.6924239189584367,0.14092477210791624,0.05461012306832616
87310-56-3,0.022127536411468817,0.10933990071493373,0.7596319388682924,0.10890062400530492
55881-07-7,0.03079461070388543,0.07452236209198157,0.133285600539657,0.7613974266644762
