CASRN,LD50_RF_ecfp6bits
13080-06-3,0.8498629002894613
63869-22-7,-0.474902001776543
139-60-6,0.5931455455219766
34206-40-1,0.7275738279055727
23505-41-1,-0.5354406376041203
3857-80-5,0.6613851290993137
3687-16-9,0.8444596747284436
68289-21-4,0.4752006786806387
4559-86-8,0.8623819769044303
1941-30-6,0.9102384374362449
106-20-7,0.9962573303615196
10143-60-9,1.1455140893462181
19074-24-9,1.2930801927819218
103-23-1,1.2859236595175763
117-81-7,1.1120374643231046
3658-48-8,1.085033470906095
298-07-7,0.819682209980607
63449-80-9,0.827970264121999
7425-14-1,1.1567739801458277
18268-70-7,1.3373625139968963
94-28-0,1.284287622037734
3282-85-7,0.6936429998520345
7790-07-0,1.195629604997853
25724-60-1,1.1471187597686803
10022-60-3,1.127809773602513
468-61-1,0.5093864166080497
4551-59-1,0.47246840980047544
57647-13-9,0.4415888699984974
27591-69-1,0.5399354411927738
589-32-2,0.6325418801952861
78-53-5,-1.1130040225870956
115-79-7,0.2962534228512316
122-31-6,0.9603200323791349
78-10-4,0.998670758610373
17356-42-2,-1.3064999306967047
3689-24-5,-0.3795483029983175
563-12-2,-1.2201929879752191
78-07-9,0.9515489190129738
20395-17-9,-1.0393371700868572
18300-10-2,-1.0902076632773705
2667-40-5,-0.5307115934890948
55134-13-9,0.30316411852208114
33446-90-1,0.6520750625498601
27879-29-4,0.5695979645287206
55934-93-5,0.9902473362682226
52030-05-4,0.9497928287246814
74051-80-2,0.45562827315815685
2224-33-1,0.665934997230379
77-90-7,1.0445771936885941
21327-31-1,-0.4220244681430628
5826-91-5,-0.6391928918856821
22787-59-3,-0.5876282320226395
22787-58-2,-1.0248749200740248
5675-57-0,-0.369772514883448
3730-54-9,-0.060504152176166115
655-35-6,0.4112208239237342
77-89-4,1.0286488434007488
70833-40-8,0.9372241191110481
67239-04-7,0.6392754965660129
2595-54-2,-0.5637239955517652
5137-55-3,0.6209359592610597
64036-99-3,-1.2911032770959683
26523-78-4,0.8230265313202223
68814-95-9,0.7913306307670852
538-23-8,1.115615681484035
2528-38-3,0.5127169276437503
51249-05-9,0.43929449950052185
102-85-2,0.9670892696762694
126-73-8,0.6286390801008239
998-40-3,0.7684716373174146
115-78-6,0.4997351309319062
33060-84-3,0.3724706705233383
150-50-5,0.5583762285613804
78-48-8,-0.052974314304039725
60-01-5,1.2118944593352057
74125-01-2,-0.6822827736379653
1496-94-2,0.6437792971084797
21270-07-5,0.24229501696978248
7346-61-4,0.795691541948875
63907-12-0,0.8878392233563618
1114-71-2,0.6221455094353832
64058-98-6,0.2729584429201103
64059-01-4,0.3458111526501243
13194-48-4,-0.7265820630600982
2511-15-1,-0.4873114982692458
90220-15-8,-0.8392102963719191
759-94-4,0.6854165256354047
23184-66-9,0.5984987361400138
51218-49-6,0.680542147711582
109965-82-4,0.31880659204168516
92953-10-1,0.5103576076915459
17088-72-1,0.6582562290783572
35850-79-4,0.8081531491154726
3309-68-0,-1.187705021862027
18109-81-4,0.5080290869403812
139-45-7,1.0538741888275345
38727-55-8,0.687909383292315
51356-13-9,-0.8583567580941712
33210-44-5,0.28297468816333043
33210-40-1,-0.045507080142204476
33210-43-4,0.2040866169263081
1912-26-1,0.587029884483603
7779-27-3,0.7129861525586589
78816-48-5,0.25168734125771824
2941-55-1,0.7062767623536702
4740-11-8,0.5393594455292221
125-99-5,0.40345181910466754
5957-17-5,0.9636013221922055
2001-81-2,0.6062051703468122
56-37-1,0.5647345921613329
7789-92-6,1.116681525860013
10140-99-5,0.7029449618876855
122-51-0,0.9960836773742617
63869-26-1,-0.28582067706543385
2425-25-4,-0.8525422789909314
5823-25-6,-0.43203852802282594
919-54-0,-0.7078847059347615
1067-47-6,0.8978441879136357
919-30-2,0.8692596429326872
14814-09-6,0.9118008522473587
34708-08-2,0.5028418199661505
15129-36-9,0.8149472951297151
15267-95-5,0.7008653758714677
122-52-1,1.0250476291276853
78-40-0,-0.3502972770604462
78-38-6,-0.2347724534104505
126-75-0,-1.3096441691195317
298-03-3,-0.690969972803039
298-04-4,-1.0760170263592637
298-02-2,-1.235334047989361
1186-09-0,-1.1531008412542674
2524-09-6,-1.017773856942913
2497-07-6,-1.1034115247354674
2588-03-6,-1.0255554113788132
2496-91-5,-1.2248617558982917
4891-54-7,-0.5295681367563415
2497-06-5,-0.9197230372543539
2511-11-7,-1.004668584652973
2404-78-6,-0.7611783556067836
688-62-0,0.548125566084486
87310-56-3,0.6168101318184898
79451-10-8,-0.46195723937259775
66996-10-9,-0.5134515016416663
55297-95-5,0.2457336609458768
3004-70-4,0.582352877436505
53521-41-8,0.6555447206076812
139-88-8,0.7918848071741962
1912-25-0,0.5418903784481288
2275-18-5,-0.7505899281713556
63873-23-4,-0.4575991220910752
78-52-4,-1.0538268839962206
63873-21-2,-0.7777760116148382
26818-53-1,0.5571968702507666
27891-14-1,0.5768210159472426
36756-79-3,0.5919644660476288
19072-57-2,0.8622702793243165
27591-74-8,-0.444891223433161
66734-13-2,0.2822435600313358
27778-88-7,0.2903707286514068
27778-86-5,0.32433621951157937
27778-84-3,0.27685588941559336
27778-80-9,0.3163591257996879
27778-82-1,0.2901951530943498
27684-92-0,0.2491708563511785
26259-45-0,0.6380320878196614
40618-52-8,0.005703888007161839
69-05-6,0.4436892823030975
9050-04-8,0.24216847644611333
60735-64-0,0.6855847510665971
24151-93-7,-0.31871719401826354
2109-64-0,0.9068257560575077
22457-23-4,0.774787231639022
541-85-5,1.0392727379350901
14355-07-8,0.011149955651612017
14355-12-5,-0.15989522063073472
10024-78-9,0.9764047127375719
32838-28-1,0.96309882438545
57-33-0,0.1885669555875071
71-73-8,0.2533145451543955
871-22-7,0.994931121989658
29122-60-9,0.3894108364183035
7286-69-3,0.3624737251075697
98886-44-3,-0.34141199325008353
125-64-4,0.430667107338605
730-07-4,0.6349383645414987
33499-11-5,0.5621701200255564
110429-62-4,0.38506424909115816
67050-64-0,0.3033394514024618
54-05-7,0.42109885776697215
1094-08-2,0.41227671137440014
30238-41-6,0.6385246704160902
64241-34-5,0.5048332808067616
33499-13-7,0.5984797882945376
63867-07-2,0.8282959786971604
4630-95-9,0.684494650542874
66968-39-6,0.31994561806511546
105-57-7,1.08767053320703
87820-88-0,0.49932861046778804
103890-78-4,0.6327352104222148
52-60-8,-0.7664188516931582
50765-89-4,0.006780666062681766
15763-48-1,0.40168527051671693
22609-73-0,0.48330239797651264
88045-99-2,0.7338407094381709
17702-79-3,-0.4814348208887138
137-58-6,0.5743217271547639
333-40-4,-0.5355271424940268
31775-20-9,0.46883216456957727
105779-78-0,0.41917885641231334
23191-75-5,0.5026644344051858
88045-98-1,0.7109537331312582
57470-78-7,0.5889003683095513
68227-46-3,0.5695495184783979
5221-49-8,-0.6351308548505343
21409-78-9,-0.4922153927526522
40374-14-9,-0.03307201389269472
29232-93-7,-0.003981102199792541
13171-21-6,-0.2341022954173152
73521-00-3,-0.1569611560212344
73512-92-2,-0.18787547589442122
73520-99-7,-0.11207471048161122
128606-48-4,-0.5047346492536228
57846-34-1,-0.3295765184420317
74639-40-0,0.2955574966175088
1716-09-2,-0.6686044565440814
14143-09-0,-0.6708578716464131
10097-26-4,1.1076055651146088
105-16-8,0.9444163514785182
1918-08-7,0.5516794974792958
14663-66-2,0.09537889621956962
14663-67-3,-0.1375872024041295
10137-90-3,1.0501817321667994
78193-97-2,0.6356960982072745
58458-55-2,0.7557416827580112
103-09-3,1.275891490340745
23947-60-6,0.7328578242398107
6946-94-7,0.8322995043322681
274671-61-3,0.5860273360965875
2728-05-4,0.694736274234258
134-62-3,0.43897611166297246
52406-01-6,-0.23670853824174606
953-32-2,-0.5457781142348846
60090-47-3,0.6615150645904401
15386-51-3,0.41289223969581146
2728-04-3,0.6689613813382731
299-45-6,-0.8386474948182719
2425-15-2,-0.674598843613516
51356-23-1,-0.8940776362420912
51356-21-9,-0.5179849639940379
3099-88-5,-0.6598104102886723
1942-78-5,-0.5806827873402065
108-35-0,-0.614036572474503
15421-84-8,0.3938511290467342
51356-11-7,-1.1584652441480408
51356-09-3,-0.8637075455265575
22439-40-3,-0.6705077574984946
5633-16-9,0.3607142731388175
26662-09-9,-0.6426601776193608
63979-26-0,0.4682270940320786
2544-52-7,-0.9846935944236079
120-95-6,0.6647135250937687
51959-14-9,0.5228789262151519
79-74-3,0.6406842621403358
10508-09-5,0.7719430706746151
329-21-5,-0.692518577633199
7795-74-6,-0.6539627954790038
69784-43-6,-0.37942938785629304
55285-14-8,-0.7672332129427183
3489-84-7,0.6301687512502099
3734-95-0,-0.7674453922186927
129927-33-9,0.46250811128550556
72590-77-3,0.48273460652125966
13472-08-7,0.6464711015458511
78-66-0,0.8747216749859744
1338-23-4,0.9867972184961704
154619-86-0,-0.988305992067961
154619-76-8,-1.015188496518725
4268-36-4,0.6721904094079867
5340-36-3,0.8860730061354305
33236-05-4,0.15430771364996046
33210-49-0,0.1838909934139271
17091-21-3,0.9566353495322376
82560-06-3,0.6571934484569457
77-74-7,0.994595756596896
55937-99-0,0.654378860509739
1081-95-4,-0.866456491090794
103446-98-6,0.47211759979642337
30087-47-9,-0.09183907188977991
40373-31-7,-0.34978994144973374
2631-26-7,-0.16956356022209
3772-48-3,-0.9082613444100308
1474-80-2,-0.24344975036371694
28616-48-0,-0.12910032188017734
55769-64-7,0.4417105409640271
89591-51-5,0.3671108234555248
63580-68-7,-1.1369172937654015
60244-63-5,-0.4072365267236611
60244-60-2,-0.6762500263620229
63039-90-7,0.05551070191471691
18886-42-5,0.3483941981209794
37686-84-3,0.06065251022149254
63717-17-9,-0.43487634308635925
57647-36-6,0.4467446349320523
104907-82-6,0.5593065667197721
76597-98-3,0.6782569587034161
513-10-0,-1.1184583582188397
107-64-2,0.5583498268572968
68391-05-9,0.4843408375159592
7173-51-5,0.5583498268572968
37335-68-5,0.4100627938106863
124-03-8,0.37080076619659086
6458-13-5,0.5097708371144148
70206-24-5,0.5037645463055854
53-46-3,0.41590036781261625
50-10-2,0.4401326841012885
24789-78-4,0.45844870695765255
3700-98-9,0.02811166245961683
3700-97-8,-0.10335719228568548
63917-07-7,-0.5132678588353502
38260-54-7,-0.041580487669168935
2830-87-7,-0.016366405298548433
21410-51-5,-0.114214510795623
1634-78-2,-0.159353555016407
121-75-5,0.04224425899941558
18300-07-7,-0.6110894043912521
3344-12-5,-0.05541200872062163
51012-33-0,0.5414222345014899
4104-03-4,-0.3290262404671987
15972-60-8,0.6887086105441735
117666-91-8,0.4599351187028827
117683-18-8,0.5055487501470506
90220-16-9,-0.741694496403935
673-04-1,0.6637085332770162
64-96-0,0.40475461511898275
109410-00-6,0.3224615634522477
364-62-5,0.4256240880232998
4093-35-0,0.42920601433147587
19351-21-4,0.5602340733835133
304-84-7,0.7063628377776199
19351-20-3,0.5396817150202177
55619-22-2,0.3392492106651835
919-53-9,-0.7917833818046401
90245-33-3,-0.7269058884274379
22082-34-4,-0.5242095252449407
78-62-6,0.984315262896003
1067-99-8,0.8943447211127996
999-34-8,0.5806029909895288
90220-14-7,-0.6246070697077739
996-04-3,-0.3231443407095921
996-05-4,-0.30255540083963045
63906-39-8,-0.2736417458393537
32744-43-7,-0.39386951835945844
7292-16-2,-0.3551692377674512
1014-70-6,0.5323026900266168
21923-23-9,-0.707904036427787
2404-05-9,-0.7465908587675305
51528-03-1,0.4342546652627982
3254-62-4,-0.6361323854552617
115-90-2,-0.7900780250204996
6587-45-7,-0.8780241433763221
6132-17-8,-0.6523443095227028
101526-62-9,0.626473736678802
109-66-0,0.9954522519274882
110-54-3,0.9641635467276511
84-76-4,1.4902623785741291
50602-85-2,0.6614102604712744
119-07-3,1.3811348068077165
123-79-5,1.20585173239506
1639-66-3,1.1053591951569215
2915-53-9,1.166529839399232
117-84-0,1.4902623785741291
70729-68-9,1.1919373588185231
110-32-7,1.2668565690785079
10058-20-5,1.1967523450113677
3006-15-3,0.9980572701171077
84-75-3,1.32587958893958
2050-92-2,0.822878900177941
13256-06-9,0.6950073730333518
3913-02-8,1.0467836148323004
17810-51-4,0.05850118836174538
21270-08-6,0.1324728060754142
123-95-5,1.310541219272718
111-92-2,0.8386927988428852
109-46-6,0.6153210455496347
102-83-0,0.6587868804496965
36167-63-2,0.2836206221766644
102-81-8,1.0378576120502812
102207-73-8,0.5429648199696547
119-48-2,0.8353003024183211
51861-34-8,0.7030946246761354
924-16-3,0.7304358936191886
127-59-3,0.5927466692895905
142-96-1,1.109837688525632
112-48-1,1.1908194558948098
112-98-1,1.1921601573342508
141-17-3,1.2591716668959858
16672-39-2,1.204539259903873
141-03-7,1.3122293893728
85-70-1,1.191415823330003
4056-77-3,1.1314604783386153
84-74-2,1.2750205000280788
7483-25-2,1.257369665577268
4092-75-5,0.592716578373559
1809-19-4,0.9967903907788745
130525-77-8,0.8091430709240861
2528-36-1,0.0447471788329686
544-40-1,0.6227157010877267
51-03-6,0.6383742327332309
2430-27-5,0.9933893263841141
123-19-3,1.0425975659971014
74550-96-2,0.618594260825271
106-31-0,1.1533951196177137
132-82-1,0.9024984736143269
105-66-8,1.116825216848961
142-84-7,0.8714757634816751
99247-33-3,0.569758248939049
52888-80-9,0.7397407778542171
91893-38-8,-0.26419036067801377
57-66-9,0.7287201395611423
925-15-5,1.2471126796558565
136-45-8,0.6064999403664054
16066-38-9,1.0615391385449315
104-75-6,0.9597868082712021
10137-80-1,0.7261443687787023
113-48-4,0.6101286219777832
104-76-7,1.1781080390179057
5397-31-9,1.108953069040995
10213-75-9,1.1055365242911726
4126-58-3,1.3065939891527767
1559-35-9,1.2344225892290581
2461-15-6,1.1189097443058111
103-44-6,1.1663046137398416
21270-19-9,0.08994317721177059
17751-71-2,-0.09945085891486946
17751-73-4,-0.11477184451373079
17751-72-3,0.09772551786239658
17810-52-5,0.17019159436268852
17751-68-7,0.10483869920896
21270-00-8,0.21859743863859407
21270-16-6,0.06042829733296876
21270-12-2,0.08396800431132441
21270-02-0,0.2574110223938839
21270-03-1,0.22158391869142235
1928-43-4,0.4200046354292242
1928-47-8,0.4227622242654088
7659-86-1,1.189905481412316
103-11-7,1.0972856293697273
5444-75-7,1.1319266254581164
4376-20-9,1.3077114192125185
18750-05-5,1.037245225269175
4248-21-9,1.1521823466626953
24468-13-1,0.8771887256623274
68037-57-0,1.0519660604358856
1070-03-7,0.9972092214183188
126-92-1,1.0924716537219554
123-04-6,0.8039002424439811
63834-30-0,0.9775939884525722
149-57-5,1.1677735304234282
94-04-2,1.0893868003611138
589-82-2,0.9386008333162104
10138-47-3,1.083968925502261
10138-87-1,1.156367636965798
94-96-2,1.1670399053213611
10140-93-9,0.47540694803407557
7492-37-7,0.7184309716053597
106-35-4,1.0157844754414782
645-62-5,1.0261515702417416
5309-52-4,1.0514175189055328
6187-24-2,0.8536077550232749
1471-51-8,0.9709729508027923
126-93-2,0.7297291170149789
13360-63-9,0.8341870884467947
1861-40-1,0.5355210172239939
91893-68-4,-0.19463442829575175
68439-49-6,1.1275221493088496
15523-43-0,1.1036625620532672
628-81-9,1.1412104873859332
4413-13-2,1.2482340711919135
33236-04-3,0.38460113072436064
106-32-1,1.262589325644893
79714-31-1,0.5035580828579936
3570-46-5,0.5177409228661053
64058-22-6,0.09812039728278062
105-54-4,1.1608412737648193
101205-02-1,0.454516203332425
40626-35-5,-0.5734883254113369
89784-60-1,-0.619123928940977
38527-91-2,-0.42523042172591263
38524-82-2,-0.5057122129286681
34643-46-4,-0.5611275252513552
24017-17-2,-0.7529218965951355
18596-67-3,-0.4972374804946657
617-79-8,0.9124460120264685
97-95-0,1.1545961676853695
10232-91-4,1.042739965143983
10213-74-8,1.1768186083344157
4468-93-3,1.1997900509558757
63907-07-3,0.5053162612629133
3953-10-4,0.7988588314896348
97-96-1,0.9143265237119866
19962-50-6,0.7721679850931972
88-09-5,1.0404768369857829
4189-10-0,0.8023595790113721
584-02-1,0.8096883538655455
101952-86-7,0.21828234048419579
96-22-0,1.0391924597800917
72-56-0,0.5523721183180451
579-66-8,0.7594616077048147
38725-95-0,0.6765627093300568
522-40-7,0.40186955381557043
123-62-6,1.0705941241835166
5837-63-8,0.9229637523421141
41340-25-4,0.2815403063935841
136572-09-3,0.04779984347330977
105-37-3,1.0825871774715685
512-48-1,0.8087091192725391
702-54-5,0.4794525164212386
1085-91-2,0.3878859828193071
77-04-3,0.5797425368644603
80733-97-7,0.4677054586795418
23192-94-1,0.5098276317289828
99233-24-6,0.4848956218212751
33236-13-4,0.42426768974047924
109-89-7,0.8886285488325844
105-55-5,0.45124179481297394
122-34-9,0.5286775727309444
104-78-9,0.6915237462790131
17074-44-1,-0.09025886825767261
27312-93-2,0.26025083890237816
6009-67-2,0.39022317540729945
100-36-7,0.6348983665446044
3105-97-3,0.3974917532438159
17074-42-9,-0.1333722528029411
51-06-9,0.5705897548156003
23205-22-3,0.29129905328280864
34341-24-7,0.40065364310584606
100-37-8,1.0489133900570444
63883-13-6,0.11993534381241996
53421-38-8,0.4553882237195878
911-45-5,0.482217941172457
2192-21-4,0.6657477789676798
2426-54-2,0.7272060657232391
31329-57-4,0.23538031305603996
34580-71-7,0.2802750487682946
1641-74-3,0.6652859159973861
2597-09-3,0.48702236483928285
57-37-4,0.6646776684263943
13352-70-0,0.2812288238671741
3735-90-8,0.5518206298391902
3010-02-4,0.6824298622493705
102394-31-0,0.34131918864645977
67367-65-1,0.5754571420278135
2431-96-1,0.7452196719099528
2315-36-8,0.5711389280147772
120-21-8,0.6570570992801449
2198-58-5,0.6151326671956526
5123-63-7,0.76175496488145
17754-90-4,0.5212245798319984
25953-06-4,0.584853048603536
1696-17-9,0.6690435779808488
19311-91-2,0.6754926368587817
63886-92-0,0.5179138209236964
63887-51-4,0.6251965026403907
32773-96-9,0.49506831629901715
101152-94-7,0.5699586343845998
14052-72-3,0.33834241766468426
28249-77-6,0.48255869772970467
95-06-7,0.42472075849811547
95-30-7,0.4024668506523111
1331-27-7,1.1060180263087722
13056-98-9,0.5232006735232312
21600-43-1,0.39710357303146315
55-18-5,0.6164229284348206
6794-94-1,0.7828063933726576
1709-50-8,0.6878267295719682
36014-71-8,-1.2774328501472674
1050-48-2,0.4530777105276761
60-29-7,1.0898336520945717
629-14-1,1.1606631192238905
112-36-7,1.1690959315987768
763-69-9,1.1068287473168066
110-40-7,1.2758896750706281
123-25-1,1.1956400804746967
27292-19-9,0.700209380967035
22125-35-5,0.5324804541485085
59894-95-0,0.29975899262843353
73090-70-7,0.5761938311745937
98318-25-3,0.7046178366296774
84-66-2,1.052653844943723
1609-47-8,1.0465621214622343
502-55-6,0.34234166696164403
1851-77-0,0.3229101684347444
1851-71-4,0.3340749510580629
6485-91-2,0.7424584470912585
762-04-9,0.9825618384239346
999-01-9,0.46793164559302713
10419-79-1,-0.008075441831186251
75889-62-2,-0.12413411941472902
679-36-7,-0.18128839910564276
21548-32-3,-0.2104373021341284
333-29-9,-0.357759017671917
1516-67-2,-0.2546299125435836
5131-24-8,-0.43794145639315213
64050-52-8,-0.198137434652201
311-47-7,-0.30550261385193594
38331-02-1,-0.6060164331067687
14984-58-8,-0.8285593739471795
311-45-5,-0.8631772331527052
897-83-6,-0.770087475957693
2701-86-2,-0.3420035082114035
33399-00-7,-0.4308993932798686
2667-41-6,-0.4856116371844408
60971-95-1,-0.45279210443139783
5598-15-2,-0.388930728932328
1491-41-4,-0.23736829321987785
16499-75-5,-1.1599674248699003
3734-92-7,-0.9795896554103241
51376-77-3,-1.0937673824106107
14734-96-4,-0.7225104367447374
1885-95-6,-0.4974547364802147
1885-98-9,-0.5171607581418751
5954-10-9,-0.6997695761108668
54593-83-8,-0.41271874365803984
33841-12-2,-0.710537602291565
3735-01-1,-0.8132590618188414
84197-34-2,-0.8477451057220459
84197-35-3,-0.7515070169138471
39624-86-7,-0.663401631839159
29689-00-7,-0.7352594194683452
6012-87-9,-0.6750731648253061
97-17-6,-0.6491866787608999
1224-63-1,-0.49254105247098345
4824-78-6,-0.6425328023423126
7533-79-1,-0.7576471582284838
4935-28-8,-0.5427675288535009
297-97-2,-0.6926640619883653
13593-03-8,-0.6983296857346198
18854-01-8,-0.5978679266303605
2921-88-2,-0.5179116339287735
24017-47-8,-0.5708078725854443
14816-18-3,-0.42058235600794236
2668-92-0,-0.2654553366546146
16500-53-1,-0.9042203310593171
13286-40-3,-0.6846186728290754
2047-14-5,-0.6314887328725436
35461-10-0,-0.7872305262600308
16231-76-8,-0.5513404690367866
30725-71-4,-0.7323952605426312
2310-17-0,-0.6879880770486633
6119-96-6,-0.8402457544228118
51356-06-0,-0.8110368749771063
51356-15-1,-0.6943846495728154
51442-10-5,-0.6196692490321571
25923-97-1,-0.956829236769735
3152-41-8,-0.8895244153250005
2275-14-1,-0.8205422241335912
24934-91-6,-0.7520551835870167
6436-05-1,-0.501917961712303
41219-31-2,-0.42590289478858345
3659-04-9,-0.6803555679057046
10312-20-6,-0.5013144151030646
38188-83-9,-0.5081767293644684
5823-20-1,-0.7418304799113355
973-28-4,-0.6540433123772605
4681-36-1,-0.4436295712399377
63716-53-0,-0.5050084789182258
64-67-5,0.7512717839001636
7305-61-5,-0.12007078956492412
7776-66-1,-0.3069585684496339
944-21-8,-0.6285650024783033
62421-46-9,-0.6403969752871288
1497-39-8,-0.9858627002462619
3563-52-8,-0.7709378111334825
1593-27-7,-0.6547207205882658
7260-35-7,-0.7187968974424219
327-98-0,-0.7115129576256101
24017-24-1,-0.8251855486329209
18596-51-5,-0.6399853129607568
63869-31-8,-0.788054295431294
597-88-6,-0.803423741497194
352-93-2,0.7054783789195596
18771-38-5,0.5304514092349044
34491-12-8,-0.09291873101654181
110-81-6,0.7290218210311918
70-29-1,0.968620645955099
59865-13-3,0.2546958673035326
17013-35-3,0.342261668496843
94-86-0,0.8117299408921961
1264-72-8,0.0054930266787924144
108050-54-0,0.18179027681712442
80214-83-1,0.12206969925395272
81103-11-9,0.15315221575185434
6683-17-6,-0.22630234438895724
4147-51-7,0.6308075322394865
7087-68-5,0.832151776386966
5827-05-4,-0.591238010971088
642-15-9,0.5256346386128393
1331-50-6,1.0186902560471007
131929-60-7,0.21948925299118688
75443-99-1,0.010769746797604635
2964-06-9,0.26506499841135867
973-21-7,-0.06360516043659378
54767-75-8,0.5411113597337288
121158-58-5,0.7913540913751425
34264-24-9,0.18611164016408918
31218-83-4,-0.17278129339438966
34381-68-5,0.682426717432372
33857-23-7,-0.48135207109435735
78193-95-0,0.6019309053825904
108419-32-5,1.1060552297708368
26748-41-4,0.8914578129525443
82560-54-1,-0.7182615023232919
33236-08-7,0.22504074494286108
26685-57-4,0.3378884206594229
78-44-4,0.6048433152628969
115767-74-3,0.2369874190199726
51893-82-4,-0.6418532532386126
1610-17-9,0.7265138816322266
3853-74-5,-0.4342370330565896
834-12-8,0.6744570115961107
55837-18-8,0.7264821047923957
57-43-2,0.38410713416071995
64-43-7,0.30064843359377147
37205-87-1,0.7691185890240193
16537-52-3,-0.7904722399270787
24838-84-4,-0.505785938525089
21270-25-7,0.10536227736989302
21270-04-2,0.19571052978244854
97683-31-3,0.9801279215022508
1912-24-9,0.6141268024811383
3733-84-4,-0.3540495512529923
51162-51-7,-0.251973494735098
328-04-1,-0.408319085005452
29911-28-2,1.0784024779691972
91315-15-0,0.7214563015928305
10031-58-0,0.5705917993547457
477-32-7,0.4657834532613346
1020-35-5,-0.20783088744145137
5633-25-0,0.5320720059773213
43033-72-3,0.35589563246398115
51218-45-2,0.5492587511480593
2307-68-8,0.6670612198716616
37172-05-7,0.7581527129402207
7319-47-3,0.4910944229100194
314-40-9,0.5664849477583048
105-46-4,1.1105787180602853
50602-40-9,0.5495035313651973
5787-73-5,0.7848769637161706
2282-34-0,-0.2375998737121306
2917-19-3,-0.06021941035538948
3766-81-2,-0.22587284943886243
1225-25-8,0.47587194827906837
27778-78-5,0.28054398715470796
27684-90-8,0.3230399314350035
35384-89-5,0.3421802947324938
24729-96-2,0.21937944555169778
561-78-4,0.09826302183976171
30238-40-5,0.6881733232387675
89396-94-1,0.547889176220358
64050-87-9,0.9012965344878932
3614-30-0,0.586416038876772
2753-45-9,0.4705313454894161
79985-89-0,0.08664815871943028
82586-52-5,0.5066375302752554
22791-12-4,-0.10778258377181009
70667-26-4,0.5111790533478611
7789-99-3,0.9416525076285756
106463-17-6,0.5837384811835999
57558-46-0,0.4149270325729619
33054-87-4,0.39850405534043754
5389-12-8,-0.13469417118417387
105-30-6,1.0834127625198524
42615-29-2,0.8018705794859069
97-61-0,1.0029454041651495
76-73-3,0.26034400331046026
309-43-3,0.13526558847824402
