CASRN,Toxic_svm_rdkit2d-0,Toxic_svm_rdkit2d-1
1746-25-4,0.10520897595558751,0.8947910240444122
29717-26-8,0.6479451896677004,0.3520548103322995
75-47-8,0.29780854227230924,0.7021914577276908
68439-50-9,0.819174272990465,0.18082572700953486
9004-95-9,0.8288985265044287,0.1711014734955714
65-29-2,0.5,0.5
63869-27-2,0.3698443851784507,0.6301556148215494
3247-33-4,0.24933294930681127,0.7506670506931888
70682-61-0,0.9113064097351213,0.08869359026487862
3319-31-1,0.9609057542290638,0.039094245770936266
301-13-3,0.852226243954291,0.147773756045709
78-42-2,0.8917639992547067,0.10823600074529313
56706-10-6,0.7972884877072003,0.20271151229279988
160194-28-5,0.47991564646304036,0.5200843535369597
15458-87-4,0.3579152243495712,0.6420847756504288
105084-66-0,0.07961581990675762,0.9203841800932423
13080-06-3,0.6865062714275855,0.3134937285724146
15180-47-9,0.6486769682125901,0.3513230317874098
35077-00-0,0.8295223132136644,0.17047768678633557
63869-22-7,0.1367801786593077,0.8632198213406925
139-60-6,0.5,0.5
34206-40-1,0.8479265180783296,0.15207348192167042
752-56-7,0.7644515590572702,0.23554844094272961
74758-25-1,0.10248817491447464,0.8975118250855253
23505-41-1,0.10237809566359,0.89762190433641
154702-15-5,0.7704682856340404,0.22953171436595957
3857-80-5,0.06566722404567445,0.9343327759543255
3687-16-9,0.18206624825443735,0.8179337517455625
141-94-6,0.13395413998560135,0.8660458600143985
68289-21-4,0.42058882761501826,0.5794111723849817
67762-53-2,0.8853846735987434,0.11461532640125649
4559-86-8,0.7935665509955465,0.20643344900445346
10254-57-6,0.5321222233962207,0.4678777766037793
53306-54-0,0.9732181076982207,0.026781892301779384
1941-30-6,0.25649625513512336,0.7435037448648767
682-01-9,0.9385132476121327,0.06148675238786727
486455-65-6,0.8195188364911847,0.18048116350881535
126-57-8,0.945461438876629,0.05453856112337107
11138-60-6,0.9485071987786343,0.05149280122136573
78-16-0,0.951287589606749,0.048712410393251006
106-20-7,0.46790542032826027,0.5320945796717397
295800-70-3,0.7574559912564904,0.24254400874350948
10143-60-9,0.8175718186288076,0.18242818137119243
22174-70-5,0.835871245301353,0.1641287546986469
19074-24-9,0.965126738821532,0.03487326117846802
122-62-3,0.9789074520177067,0.02109254798229338
103-24-2,0.978386823993292,0.021613176006707997
103-23-1,0.9785996570246774,0.021400342975322437
2915-57-3,0.9529537616853404,0.04704623831465961
84731-70-4,0.9551178456665121,0.044882154333487946
117-81-7,0.9761391573602485,0.023860842639751457
14858-73-2,0.9505713485832714,0.049428651416728676
3658-48-8,0.8247598608353295,0.1752401391646704
298-07-7,0.736071835497671,0.26392816450232903
63449-80-9,0.6063123294915015,0.3936876705084984
7425-14-1,0.9445780012804705,0.055421998719529554
18268-70-7,0.9459922688063673,0.05400773119363258
94-28-0,0.938602469125512,0.06139753087448799
3282-85-7,0.8409738239848158,0.15902617601518435
7790-07-0,0.965589248502275,0.03441075149772498
25724-60-1,0.9551697141312155,0.044830285868784535
10022-60-3,0.9725714548720564,0.027428545127943516
468-61-1,0.427104994068926,0.5728950059310739
4551-59-1,0.24411935443812965,0.7558806455618703
57647-13-9,0.14941233096164458,0.8505876690383555
27591-69-1,0.3325728795242508,0.6674271204757495
589-32-2,0.17780978865470362,0.8221902113452965
60012-88-6,0.5085727310467799,0.49142726895322003
78-53-5,0.06213065568477992,0.9378693443152202
115-79-7,0.2786979058070627,0.7213020941929374
122-31-6,0.8321345964225354,0.16786540357746452
78-10-4,0.8629444788297921,0.1370555211702079
17356-42-2,0.05257084404528098,0.947429155954719
3689-24-5,0.1454405049516844,0.8545594950483155
563-12-2,0.12644505624542973,0.8735549437545702
6926-73-4,0.16233932656288716,0.8376606734371128
78-07-9,0.8405119426587042,0.15948805734129584
20395-17-9,0.06338604159251393,0.9366139584074861
18300-10-2,0.33275166393901223,0.6672483360609879
2667-40-5,0.16469927202577994,0.83530072797422
55134-13-9,0.7161679532077276,0.28383204679227225
33446-90-1,0.8955721423320365,0.10442785766796336
17980-47-1,0.8828161561845054,0.11718384381549465
27879-29-4,0.40569189983451,0.5943081001654898
35435-21-3,0.8791383631991788,0.1208616368008211
55934-93-5,0.8617485899443701,0.13825141005562971
52030-05-4,0.7814287054622172,0.21857129453778296
74051-80-2,0.6568426990751336,0.34315730092486624
2224-33-1,0.7585211688236646,0.2414788311763354
34036-80-1,0.7630362239641169,0.2369637760358829
6104-58-1,0.7891977667433331,0.2108022332566671
77-90-7,0.8093737654081283,0.19062623459187153
21327-31-1,0.24418394940499422,0.7558160505950057
5826-91-5,0.10383591010982213,0.8961640898901779
22787-59-3,0.21267843090192304,0.7873215690980769
22787-58-2,0.15967867392615326,0.8403213260738467
5675-57-0,0.1848160175341315,0.8151839824658685
3730-54-9,0.34265421295709103,0.6573457870429091
655-35-6,0.15112681687290672,0.848873183127093
77-89-4,0.7334762144087739,0.266523785591226
24748-23-0,0.7944514369472157,0.20554856305278443
70833-40-8,0.8668297650417923,0.13317023495820773
14504-73-5,0.20802910117109166,0.7919708988289084
67239-04-7,0.7016775972472941,0.2983224027527059
2595-54-2,0.07965925824339944,0.9203407417566007
5137-55-3,0.4318926215666151,0.5681073784333848
1421-14-3,0.5,0.5
2031-67-6,0.8331445496591512,0.16685545034084898
64036-99-3,0.05858077876342677,0.9414192212365731
26523-78-4,0.8054280107678078,0.19457198923219218
68814-95-9,0.6856824703665328,0.31431752963346693
538-23-8,0.9433192665685353,0.056680733431464826
68130-53-0,0.9361075736225769,0.06389242637742303
2528-38-3,0.6765342377091466,0.3234657622908534
5343-44-2,0.9432821534619727,0.05671784653802736
5831-80-1,0.938712055152617,0.06128794484738306
51249-05-9,0.43440370366272535,0.5655962963372746
102-85-2,0.8387047004075687,0.16129529959243122
126-73-8,0.6712611414618117,0.32873885853818835
998-40-3,0.641182496120753,0.3588175038792471
115-78-6,0.5814684291218172,0.41853157087818277
33060-84-3,0.23650859658383763,0.7634914034161625
150-50-5,0.28669313710498606,0.7133068628950139
78-48-8,0.3746994930511522,0.6253005069488479
60-01-5,0.8859965150494324,0.11400348495056754
74125-01-2,0.1075346414030121,0.892465358596988
1496-94-2,0.5885138482480046,0.4114861517519953
21270-07-5,0.2816238922743094,0.7183761077256906
29806-73-3,0.9323902626225965,0.06760973737740343
7346-61-4,0.6374539665290785,0.3625460334709216
59130-69-7,0.9450746354936528,0.05492536450634722
63907-12-0,0.8591780302329051,0.1408219697670949
1114-71-2,0.4572770487447765,0.5427229512552237
64058-98-6,0.1789213548614608,0.8210786451385393
64059-01-4,0.17558253001203375,0.8244174699879661
13194-48-4,0.07737486834608617,0.9226251316539139
2511-15-1,0.2078123698043547,0.7921876301956454
90220-15-8,0.19313238219311057,0.8068676178068892
759-94-4,0.36432962875484876,0.6356703712451512
23184-66-9,0.2488431026298571,0.7511568973701428
51218-49-6,0.1658001300636735,0.8341998699363263
109965-82-4,0.10004385098281114,0.8999561490171888
20954-13-6,0.23683066544741435,0.7631693345525857
102579-43-1,0.23486173507520783,0.7651382649247922
168152-77-0,0.1374176113949637,0.8625823886050361
168152-89-4,0.15146082312243223,0.8485391768775681
92953-10-1,0.2286713283616125,0.7713286716383875
17088-72-1,0.46954784918727127,0.5304521508127287
60763-41-9,0.6962144730743901,0.3037855269256099
35850-79-4,0.5756426089042649,0.424357391095735
3309-68-0,0.10756423780995586,0.8924357621900442
18109-81-4,0.4133857956999642,0.586614204300036
52736-14-8,0.8873898870595468,0.11261011294045305
3862-08-6,0.8284702905766854,0.17152970942331475
139-45-7,0.8918019274481823,0.10819807255181756
38727-55-8,0.49052415760578383,0.5094758423942161
80472-88-4,0.13189826778481778,0.8681017322151823
51356-13-9,0.08000036316279033,0.9199996368372093
33210-44-5,0.09176838995695875,0.908231610043041
33210-40-1,0.07809007509760586,0.9219099249023941
33210-43-4,0.07058411472841054,0.9294158852715896
1912-26-1,0.13412255340589263,0.8658774465941074
7779-27-3,0.1273698392505358,0.8726301607494642
78816-48-5,0.5275705191767921,0.4724294808232079
2941-55-1,0.3144296775284844,0.6855703224715157
4740-11-8,0.14185756799840524,0.8581424320015948
125-99-5,0.18996937151198165,0.8100306284880184
5957-17-5,0.590149575554967,0.409850424445033
2001-81-2,0.5247759632657224,0.47522403673427743
56-37-1,0.2211752702514069,0.7788247297485931
9004-57-3,0.8574725910783532,0.1425274089216469
7789-92-6,0.9124472164552234,0.08755278354477675
10140-99-5,0.5078106857994987,0.49218931420050127
122-51-0,0.8097849830618825,0.1902150169381175
63869-26-1,0.055008982650219584,0.9449910173497805
2425-25-4,0.17582517814406823,0.8241748218559317
5823-25-6,0.24821738985452102,0.7517826101454789
919-54-0,0.16754535449735405,0.8324546455026459
1067-47-6,0.6912793653143102,0.3087206346856897
919-30-2,0.6344586254554954,0.3655413745445046
76524-94-2,0.6341672267761701,0.3658327732238299
2602-34-8,0.8133436768464579,0.1866563231535422
14814-09-6,0.5465535762223135,0.4534464237776867
34708-08-2,0.2697999270730599,0.7302000729269402
15129-36-9,0.483471633803385,0.5165283661966152
15267-95-5,0.5,0.5
122-52-1,0.5870257060371279,0.4129742939628723
78-40-0,0.40465348036316695,0.5953465196368332
78-38-6,0.38582231542130874,0.6141776845786913
126-75-0,0.0809764971504961,0.9190235028495036
298-03-3,0.15830674934437294,0.841693250655627
298-04-4,0.10975575342027807,0.8902442465797222
298-02-2,0.09302745072983962,0.9069725492701604
1186-09-0,0.10779499129361737,0.8922050087063824
2524-09-6,0.10956270719327821,0.8904372928067217
2497-07-6,0.1040415171873435,0.8959584828126564
2588-03-6,0.06877187192070282,0.9312281280792971
2496-91-5,0.09629126194567235,0.9037087380543275
4891-54-7,0.11530025736262041,0.8846997426373797
2497-06-5,0.07401598815157025,0.9259840118484298
2511-11-7,0.13007116572087285,0.8699288342791271
2404-78-6,0.06995501728878294,0.930044982711217
688-62-0,0.1042115460618903,0.8957884539381099
1486-39-1,0.08310659723052913,0.9168934027694708
87310-56-3,0.23539030785355444,0.7646096921464454
55881-07-7,0.8167383047328985,0.18326169526710148
2229-55-2,0.9796997246668232,0.02030027533317679
79451-10-8,0.03147438811105055,0.9685256118889495
66996-10-9,0.038403821039693,0.9615961789603069
30129-29-4,0.8268280142386565,0.17317198576134335
30129-30-7,0.8435455874117416,0.15645441258825835
55297-95-5,0.4911518756349634,0.5088481243650366
3004-70-4,0.16403535318277765,0.8359646468172224
53521-41-8,0.7928212242661551,0.20717877573384447
139-88-8,0.7004905528476615,0.2995094471523385
33820-53-0,0.5483417090464069,0.45165829095359317
5892-41-1,0.23225981441530077,0.7677401855846991
1912-25-0,0.14697746838051573,0.8530225316194845
2275-18-5,0.09613431484629971,0.9038656851537005
87130-20-9,0.4591032572719188,0.5408967427280814
63873-23-4,0.24959325893906298,0.7504067410609371
78-52-4,0.08401542291774004,0.9159845770822599
63873-21-2,0.14896166121343832,0.8510383387865618
68649-11-6,0.8576986437515703,0.1423013562484297
63990-57-8,0.5305007200005823,0.4694992799994176
26818-53-1,0.10779092739342226,0.8922090726065778
27891-14-1,0.42417788313061894,0.575822116869381
36756-79-3,0.358726241384088,0.6412737586159118
19072-57-2,0.1516251652973865,0.8483748347026133
27591-74-8,0.2925905557233278,0.7074094442766723
66734-13-2,0.8469612811579001,0.15303871884209982
5593-20-4,0.8765130860770524,0.12348691392294779
5534-09-8,0.8391737385357974,0.16082626146420279
27778-88-7,0.06195155165416341,0.9380484483458364
27778-86-5,0.04319359594945474,0.9568064040505453
27778-84-3,0.044509245270756025,0.9554907547292438
27778-80-9,0.0571987989718357,0.9428012010281643
27778-82-1,0.13986538732515869,0.8601346126748414
27684-92-0,0.06373320791928604,0.9362667920807142
26259-45-0,0.18994941542145616,0.810050584578544
40618-52-8,0.2131787346011275,0.7868212653988726
69-05-6,0.2652326257616412,0.7347673742383588
9050-04-8,0.21683159273931832,0.7831684072606819
60735-64-0,0.6905675380469187,0.3094324619530812
24151-93-7,0.09842175654741782,0.9015782434525821
2109-64-0,0.6044763730473467,0.3955236269526534
22457-23-4,0.3679099825097272,0.6320900174902729
541-85-5,0.850104853926371,0.1498951460736288
14355-07-8,0.1270433534944409,0.8729566465055589
10032-15-2,0.9202434283425178,0.079756571657482
14355-12-5,0.16038998588566478,0.8396100141143354
10024-78-9,0.1894939974151014,0.8105060025848988
32838-28-1,0.8822436258165676,0.11775637418343249
57-33-0,0.23769370294232528,0.7623062970576746
71-73-8,0.06511460850663178,0.9348853914933681
871-22-7,0.8403878906341112,0.15961210936588907
105-82-8,0.8094682998984805,0.1905317001015196
29122-60-9,0.07950708389000316,0.920492916109997
186817-80-1,0.9016720327852948,0.09832796721470512
7452-79-1,0.892918255420989,0.10708174457901105
7286-69-3,0.16438268402436496,0.835617315975635
98886-44-3,0.04770573788830696,0.952294262111693
125-64-4,0.2958269711089989,0.7041730288910012
82834-16-0,0.9125615178030875,0.08743848219691257
730-07-4,0.48326775738830113,0.5167322426116988
33499-11-5,0.3063813792457309,0.693618620754269
110429-62-4,0.6177537188899287,0.3822462811100712
67050-64-0,0.20899286722682658,0.7910071327731734
54-05-7,0.11846298695102826,0.8815370130489717
1094-08-2,0.25981894774229386,0.7401810522577061
30238-41-6,0.23136656573214856,0.7686334342678514
64241-34-5,0.27136372336786907,0.7286362766321313
33499-13-7,0.32730709601411495,0.6726929039858853
63867-07-2,0.296089891912956,0.7039101080870439
15299-99-7,0.3896425825331768,0.6103574174668233
4630-95-9,0.17849585662774695,0.8215041433722532
66968-39-6,0.23610493351417391,0.7638950664858261
105-57-7,0.8021983533569589,0.1978016466430411
137658-79-8,0.7781706073526939,0.2218293926473061
7492-66-2,0.8429981727395137,0.15700182726048634
87820-88-0,0.7112790484455059,0.28872095155449423
103890-78-4,0.6411098022415166,0.35889019775848335
52-60-8,0.13027823354731163,0.8697217664526883
50765-73-6,0.20655271953156304,0.793447280468437
50765-89-4,0.1374854068366899,0.8625145931633101
15763-48-1,0.26890082168944496,0.7310991783105553
22609-73-0,0.35429367807202594,0.6457063219279741
88045-99-2,0.8299797628486322,0.1700202371513676
56358-09-9,0.6900624833383673,0.30993751666163266
17702-79-3,0.08701779216320162,0.9129822078367983
41611-76-1,0.8922177127081671,0.10778228729183291
137-58-6,0.16309729993822625,0.8369027000617738
333-40-4,0.0779149578007432,0.9220850421992568
31775-20-9,0.8292498973732794,0.17075010262672058
105779-78-0,0.2684328742772067,0.7315671257227931
23191-75-5,0.6822527815434738,0.31774721845652626
88045-98-1,0.8153758455425517,0.1846241544574483
243973-20-8,0.5809247855494379,0.41907521445056206
57470-78-7,0.4145963133542696,0.5854036866457304
68227-46-3,0.2354312463768726,0.7645687536231276
5221-49-8,0.06417222672917658,0.9358277732708233
72542-60-0,0.041360540337651124,0.958639459662349
79438-83-8,0.05855897351122865,0.9414410264887713
21409-78-9,0.23549487822671453,0.7645051217732854
40374-14-9,0.19539434275806472,0.804605657241935
29232-93-7,0.09082625269909576,0.9091737473009042
13171-21-6,0.07462423653022068,0.925375763469779
73521-00-3,0.1603956690987189,0.8396043309012813
73512-92-2,0.13582546116886332,0.8641745388311369
73520-99-7,0.3827951047699301,0.6172048952300698
73512-93-3,0.21310783047361334,0.7868921695263865
73512-94-4,0.32258792105359235,0.6774120789464075
128606-48-4,0.23687825323922432,0.7631217467607758
57846-34-1,0.10828288209373027,0.8917171179062696
74639-40-0,0.325504705761359,0.6744952942386411
1716-09-2,0.10026966775732296,0.899730332242677
14143-09-0,0.20098783936466547,0.7990121606353343
10097-26-4,0.9002453928700906,0.09975460712990948
688-84-6,0.8818104601825555,0.11818953981744426
105-16-8,0.45874646833024857,0.5412535316697514
1918-08-7,0.43065418453298976,0.5693458154670101
14663-66-2,0.10388037654541675,0.8961196234545832
14663-67-3,0.10002318864531946,0.8999768113546804
10137-90-3,0.8439905091614468,0.15600949083855298
78193-97-2,0.19299928180075013,0.8070007181992499
58458-55-2,0.38849899405239985,0.6115010059476
103-09-3,0.8927620505331995,0.10723794946680051
29214-60-6,0.8563184571083745,0.14368154289162566
23947-60-6,0.3407387582352539,0.659261241764746
437717-43-6,0.6179937037201124,0.3820062962798877
6946-94-7,0.7108088989623886,0.28919110103761153
1187-74-2,0.8242654853342104,0.17573451466578954
274671-61-3,0.2677362787051308,0.7322637212948696
2728-05-4,0.3701438325554156,0.6298561674445845
134-62-3,0.399027543394441,0.600972456605559
52406-01-6,0.7974912013839136,0.20250879861608656
953-32-2,0.20620471587928865,0.7937952841207112
60090-47-3,0.3712317879851657,0.6287682120148342
15386-51-3,0.0864546887041258,0.9135453112958745
2728-04-3,0.3880841635871102,0.6119158364128897
56632-42-9,0.6529712930694088,0.3470287069305911
299-45-6,0.08228496613280874,0.9177150338671914
2425-15-2,0.09149787682594634,0.9085021231740537
51356-23-1,0.09651046479253375,0.9034895352074662
51356-21-9,0.10890666636447585,0.8910933336355241
3099-88-5,0.0751615437372111,0.9248384562627888
1942-78-5,0.056884441192871574,0.9431155588071285
108-35-0,0.1254039300506352,0.8745960699493649
15421-84-8,0.14300577430999475,0.8569942256900052
51356-11-7,0.06662000271774145,0.9333799972822586
51356-09-3,0.061587091711717855,0.9384129082882819
22439-40-3,0.14105048047609375,0.8589495195239063
5633-16-9,0.18838114375728873,0.8116188562427114
26662-09-9,0.12754543489576886,0.8724545651042308
21673-86-9,0.5376114333686696,0.4623885666313304
107812-70-4,0.5251535618461287,0.4748464381538713
105435-14-1,0.3546300057769703,0.6453699942230297
63979-26-0,0.16246567689204217,0.837534323107958
75274-20-3,0.4431435809921685,0.5568564190078316
2532-92-5,0.18533194175082093,0.814668058249179
2544-52-7,0.13119775383390755,0.8688022461660926
88-24-4,0.8685584263635756,0.13144157363642417
120-95-6,0.5632702977981204,0.43672970220187946
51959-14-9,0.17437536472877846,0.8256246352712215
79-74-3,0.6257391143593317,0.3742608856406684
10508-09-5,0.8321788264286155,0.16782117357138454
118134-30-8,0.4815532636481005,0.5184467363518996
3006-82-4,0.8111091255824778,0.18889087441752234
329-21-5,0.12543090262962825,0.8745690973703717
7795-74-6,0.1467764426229215,0.8532235573770786
69784-43-6,0.1258706781788494,0.8741293218211507
55285-14-8,0.04856247663769904,0.9514375233623009
42222-50-4,0.9346692196464427,0.06533078035355724
3489-84-7,0.4515407690062251,0.5484592309937748
919-94-8,0.7380320737772769,0.26196792622272325
3734-95-0,0.07610573208040754,0.9238942679195925
129927-33-9,0.4095669957020356,0.5904330042979643
72590-77-3,0.8593213229602665,0.14067867703973355
13472-08-7,0.1897908988649296,0.8102091011350705
78-66-0,0.7328861683818876,0.2671138316181123
1338-23-4,0.799155381773561,0.20084461822643931
154619-86-0,0.09256289935459854,0.9074371006454015
154619-76-8,0.07399507363680957,0.9260049263631903
82559-96-4,0.642187677466999,0.3578123225330009
82558-50-7,0.3357135001690859,0.6642864998309143
4268-36-4,0.35628226466519947,0.6437177353348005
5340-36-3,0.8622884408283565,0.1377115591716434
33236-05-4,0.09452094662371244,0.9054790533762878
33210-49-0,0.11873602491812466,0.8812639750818753
17091-21-3,0.6553441334119444,0.34465586658805564
82560-06-3,0.11070723660164039,0.8892927633983597
123199-92-8,0.38532239850155964,0.6146776014984404
77-74-7,0.8030896711419891,0.1969103288580107
1986-53-4,0.7632531836650442,0.23674681633495578
55937-99-0,0.7925868268517999,0.20741317314820001
1081-95-4,0.052595368027889104,0.947404631972111
103446-98-6,0.5692426333998759,0.4307573666001242
19457-00-2,0.3254982747841943,0.6745017252158056
30087-47-9,0.21972924839474106,0.780270751605259
40373-31-7,0.09879057393018555,0.9012094260698144
2631-26-7,0.08681970585386138,0.9131802941461387
3772-48-3,0.07117688298107039,0.9288231170189295
1474-80-2,0.04945589620977107,0.9505441037902289
28616-48-0,0.045781895137623964,0.9542181048623759
55769-64-7,0.7317072151599948,0.2682927848400052
89591-51-5,0.22409497255608474,0.7759050274439153
63580-68-7,0.03541068080334165,0.9645893191966585
60244-63-5,0.14641006184548247,0.8535899381545176
60244-60-2,0.16020822714264696,0.839791772857353
7396-58-9,0.6316934331274487,0.36830656687255137
63039-90-7,0.11285989156369917,0.8871401084363009
18886-42-5,0.28035763593977303,0.7196423640602271
37686-84-3,0.13020696247765504,0.8697930375223449
63717-17-9,0.10087753064124953,0.8991224693587504
57647-36-6,0.07212913326759902,0.927870866732401
104907-82-6,0.40083822618010534,0.5991617738198948
80472-86-2,0.1323052769740642,0.8676947230259359
76597-98-3,0.3630595180464618,0.6369404819535381
513-10-0,0.040831257483929524,0.9591687425160704
107-64-2,0.6488840022247943,0.35111599777520575
68391-05-9,0.6637797100726164,0.3362202899273836
7173-51-5,0.3239501564297705,0.6760498435702295
37335-68-5,0.24623634039500827,0.7537636596049917
124-03-8,0.2525839269385535,0.7474160730614463
6458-13-5,0.21844917811188028,0.7815508218881198
70206-24-5,0.5775564887132781,0.4224435112867219
53-46-3,0.11811204907306667,0.8818879509269335
50-10-2,0.12376064455675408,0.876239355443246
54663-47-7,0.5275652646645355,0.4724347353354643
32358-09-1,0.3009710562931178,0.6990289437068821
24789-78-4,0.2502787123985177,0.749721287601482
154-82-5,0.5788229696645951,0.42117703033540477
3700-98-9,0.12851946235913533,0.8714805376408649
3700-97-8,0.12759128048126347,0.8724087195187366
63917-07-7,0.17024925818436545,0.8297507418156346
38260-54-7,0.14016347977000548,0.8598365202299942
2830-87-7,0.08054755594895185,0.919452444051048
21410-51-5,0.2125690744496562,0.787430925550344
1634-78-2,0.11176419624609742,0.8882358037539023
121-75-5,0.1374714289020239,0.8625285710979761
18300-07-7,0.19823589614688622,0.8017641038531136
3344-12-5,0.06081250016605433,0.9391874998339456
51012-33-0,0.37117436480970417,0.6288256351902958
4104-03-4,0.0423301649645044,0.9576698350354959
816-19-3,0.9183442740263221,0.08165572597367765
15972-60-8,0.26979715290972045,0.7302028470902796
