CASRN,EPA_RF_rdkit2d-1,EPA_RF_rdkit2d-2,EPA_RF_rdkit2d-3,EPA_RF_rdkit2d-4
3194-55-6,0.04133333333333331,0.1620555555555555,0.41003333333333347,0.3865777777777779
20566-35-2,0.09466666666666668,0.17333333333333334,0.3976666666666667,0.33433333333333337
2338-30-9,0.8964444444444445,0.05838888888888889,0.030166666666666668,0.014999999999999998
87-84-3,0.0784,0.3424666666666667,0.33439999999999986,0.2447333333333333
608-71-9,0.17099999999999993,0.1996666666666666,0.3693333333333333,0.2599999999999999
32588-76-4,0.062333333333333324,0.11150000000000002,0.3189999999999999,0.5071666666666667
32536-52-0,0.15833333333333333,0.1723571428571428,0.21173809523809525,0.4575714285714286
27858-07-7,0.026333333333333337,0.0715,0.15549999999999997,0.7466666666666665
61262-53-1,0.15077777777777776,0.15033333333333332,0.267888888888889,0.43100000000000005
84852-53-9,0.02633333333333334,0.07216666666666667,0.11433333333333334,0.7871666666666666
13654-09-6,0.016333333333333328,0.033666666666666664,0.05549999999999999,0.8945
3674-13-3,0.015416666666666664,0.3977666666666666,0.5104833333333333,0.0763333333333333
78-75-1,0.03888888888888888,0.3815987012987011,0.493777344877345,0.08573506493506494
89427-38-3,0.9253333333333333,0.05633333333333332,0.009666666666666665,0.008666666666666666
10474-14-3,0.043,0.3689857142857143,0.5376309523809525,0.05038333333333332
300-76-5,0.6809666666666662,0.1763666666666667,0.09933333333333338,0.043333333333333335
2872-96-0,0.21666666666666665,0.5116666666666668,0.18883333333333333,0.08283333333333334
106-93-4,0.04850000000000001,0.5934412698412698,0.32522698412698414,0.03283174603174604
1947-58-6,0.1032857142857143,0.16395238095238096,0.6427619047619048,0.09000000000000002
96-13-9,0.11461111111111118,0.4244722222222223,0.4185277777777778,0.04238888888888889
96-12-8,0.1001212643678161,0.36864146141215093,0.47945164203612506,0.05178563218390804
18791-02-1,0.07166666666666666,0.5048666666666668,0.3904666666666667,0.033
75-81-0,0.027333333333333334,0.5425611111111112,0.37121666666666664,0.0588888888888889
590-12-5,0.0218,0.5815555555555559,0.334088888888889,0.06255555555555554
2302-30-9,0.2997333333333333,0.4221000000000001,0.26183333333333314,0.01633333333333333
14689-59-9,0.997,0.0016666666666666666,0.0006666666666666666,0.0006666666666666666
79-27-6,0.02216666666666667,0.5262000000000001,0.3409333333333333,0.11070000000000005
63867-08-3,0.040333333333333325,0.11266666666666666,0.5636000000000001,0.2834
64047-47-8,0.031450980392156866,0.12795098039215688,0.7525294117647059,0.08806862745098039
63938-47-6,0.03333333333333333,0.20333333333333334,0.6073333333333333,0.15599999999999997
613-53-6,0.039833333333333325,0.2941666666666666,0.5683333333333334,0.09766666666666665
115-17-3,0.08154444444444443,0.4724422318422319,0.40387258297258305,0.04214074074074073
75-25-2,0.010466666666666668,0.7759935064935064,0.18653982683982684,0.027000000000000007
42136-31-2,0.7142666666666666,0.17833333333333332,0.07640000000000002,0.031000000000000003
64050-72-2,0.08280000000000001,0.7921333333333335,0.08640000000000002,0.03866666666666666
42136-30-1,0.07823333333333331,0.7729666666666665,0.1314666666666667,0.017333333333333333
26637-71-8,0.026333333333333337,0.23649999999999996,0.4864246376811594,0.2507420289855071
69094-18-4,0.17133333333333328,0.36150000000000015,0.35916666666666675,0.108
74-95-3,0.04614848484848484,0.5990714285714286,0.24199437229437218,0.11278571428571434
3252-43-5,0.07669999999999999,0.6905848484848482,0.20384848484848483,0.028866666666666665
598-91-4,0.2360666666666667,0.4233619047619049,0.27673809523809517,0.06383333333333333
124-48-1,0.017204597701149425,0.20001677197115725,0.726103902215559,0.056674728112134413
25497-30-7,0.09875,0.17763809523809526,0.2931738095238096,0.4304380952380951
83447-96-5,0.04349999999999999,0.36156470588235295,0.4668019607843139,0.1281333333333334
473-49-4,0.1893333333333333,0.4423333333333333,0.2726666666666666,0.0956666666666667
117900-35-3,0.09349999999999999,0.30416666666666675,0.4769999999999999,0.12533333333333332
4460-32-6,0.30799999999999994,0.3044999999999999,0.26449999999999996,0.12300000000000001
2260-08-4,0.101,0.17099999999999993,0.5273333333333333,0.20066666666666666
386-17-4,0.06766666666666665,0.14333333333333337,0.571,0.21799999999999997
67-30-1,0.05551515151515152,0.152,0.5549090909090909,0.23757575757575758
16423-68-0,0.10433333333333333,0.16266666666666665,0.5263333333333333,0.20666666666666664
10397-75-8,0.02233333333333333,0.058666666666666666,0.17000000000000004,0.7489999999999999
59017-64-0,0.020999999999999998,0.03899999999999999,0.18133333333333332,0.7586666666666669
79770-24-4,0.06233333333333333,0.08166666666666667,0.33499999999999996,0.5210000000000002
7246-21-1,0.07933333333333333,0.19566666666666668,0.40800000000000003,0.31700000000000006
96-84-4,0.09833333333333333,0.17833333333333337,0.47750000000000004,0.24583333333333326
59939-17-2,0.06399999999999999,0.15566666666666665,0.41083333333333355,0.3695000000000001
16034-77-8,0.05533333333333334,0.1278333333333334,0.4684999999999999,0.34833333333333344
22730-89-8,0.056333333333333326,0.129,0.4610000000000001,0.35366666666666663
31112-62-6,0.06633333333333331,0.07966666666666666,0.26599999999999996,0.588
440-58-4,0.055333333333333325,0.10433333333333333,0.4806666666666666,0.35966666666666675
66108-95-0,0.035333333333333335,0.04933333333333333,0.2793999999999999,0.6359333333333331
3115-05-7,0.03599999999999999,0.16766666666666674,0.46600000000000014,0.3303333333333333
111453-32-8,0.034333333333333334,0.07666666666666666,0.2859999999999999,0.603
19403-92-0,0.086,0.29693333333333344,0.5384000000000002,0.07866666666666669
37441-29-5,0.08233333333333334,0.1713333333333333,0.5063333333333335,0.24000000000000005
19774-82-4,0.06233333333333332,0.2349999999999999,0.509,0.19366666666666657
3861-47-0,0.03733333333333334,0.5889999999999999,0.24433333333333332,0.12933333333333336
57808-65-8,0.06683333333333331,0.19519999999999996,0.5264666666666669,0.21149999999999994
577-91-3,0.05933333333333332,0.25433333333333324,0.5383333333333333,0.148
14689-57-7,0.6199999999999998,0.3399999999999999,0.029000000000000005,0.011000000000000001
17601-49-9,0.08483333333333332,0.24199999999999994,0.5300000000000001,0.14316666666666672
1746-25-4,0.4617333333333333,0.19433333333333333,0.2882666666666666,0.05566666666666665
29717-26-8,0.12166666666666667,0.16833333333333333,0.367,0.3429999999999999
75-47-8,0.01883986928104575,0.2870364867158984,0.5961871360665478,0.09793650793650796
68439-50-9,0.017999999999999995,0.013333333333333332,0.8636666666666666,0.10499999999999998
9004-95-9,0.028333333333333335,0.022454545454545453,0.8347878787878787,0.11442424242424243
65-29-2,0.05699999999999999,0.1712463768115942,0.49525362318840566,0.27649999999999997
63869-27-2,0.28833333333333333,0.10252380952380953,0.3701666666666668,0.23897619047619043
3247-33-4,0.4683333333333334,0.09450000000000003,0.29033333333333333,0.14683333333333332
70682-61-0,0.03,0.04633333333333333,0.533809523809524,0.3898571428571429
3319-31-1,0.026000000000000002,0.02333333333333333,0.28300000000000003,0.6676666666666667
301-13-3,0.007333333333333334,0.018066666666666665,0.09800769230769231,0.8765923076923079
78-42-2,0.023333333333333334,0.04266666666666666,0.34157142857142836,0.5924285714285712
56706-10-6,0.1473333333333333,0.0938888888888889,0.5038333333333334,0.25494444444444436
160194-28-5,0.057333333333333326,0.19419047619047616,0.42790476190476184,0.32057142857142856
15458-87-4,0.04583333333333334,0.4986000000000002,0.3192333333333335,0.1363333333333333
105084-66-0,0.2710000000000001,0.3034666666666666,0.31086666666666674,0.11466666666666667
13080-06-3,0.02933333333333334,0.1095,0.5716666666666667,0.28949999999999987
15180-47-9,0.027999999999999997,0.06533333333333333,0.8023333333333335,0.10433333333333336
35077-00-0,0.021666666666666667,0.032400000000000005,0.7444666666666665,0.2014666666666667
63869-22-7,0.30133333333333345,0.23183333333333328,0.3346666666666667,0.13216666666666668
139-60-6,0.008,0.10033333333333339,0.7656666666666668,0.12600000000000006
34206-40-1,0.05233333333333333,0.07822222222222225,0.636522222222222,0.23292222222222222
752-56-7,0.04066666666666667,0.07433333333333333,0.4426666666666666,0.44233333333333336
74758-25-1,0.017666666666666667,0.17733333333333334,0.6829999999999999,0.12199999999999997
23505-41-1,0.15499999999999997,0.5714999999999998,0.23266666666666658,0.04083333333333333
154702-15-5,0.03899999999999999,0.09699999999999998,0.34133333333333343,0.5226666666666665
3857-80-5,0.012999999999999998,0.19590000000000005,0.7331000000000001,0.057999999999999996
3687-16-9,0.011,0.22515686274509797,0.6730588235294116,0.09078431372549017
141-94-6,0.019,0.22333333333333336,0.6746666666666665,0.083
68289-21-4,0.04,0.2673333333333333,0.5696666666666668,0.12299999999999998
67762-53-2,0.015,0.060566666666666644,0.4830666666666666,0.44136666666666674
4559-86-8,0.022445454545454546,0.15485627705627703,0.6110861471861472,0.21161212121212122
10254-57-6,0.07306666666666668,0.22939999999999997,0.5274444444444445,0.1700888888888889
53306-54-0,0.007666666666666666,0.005333333333333333,0.3855,0.6015000000000003
1941-30-6,0.01633333333333333,0.33136666666666686,0.5340666666666665,0.11823333333333336
682-01-9,0.013666666666666664,0.04016666666666667,0.6334000000000001,0.3127666666666667
486455-65-6,0.026333333333333337,0.0956666666666667,0.5953333333333336,0.2826666666666667
126-57-8,0.005,0.003666666666666666,0.6716969696969697,0.3196363636363636
11138-60-6,0.007833333333333335,0.006,0.6880000000000002,0.2981666666666667
78-16-0,0.004,0.006666666666666667,0.6906666666666665,0.29866666666666664
106-20-7,0.008866666666666665,0.26659999999999995,0.522831746031746,0.2017015873015873
295800-70-3,0.05266666666666666,0.08199999999999998,0.44016666666666676,0.4251666666666668
10143-60-9,0.0085,0.06259999999999998,0.5247333333333333,0.40416666666666673
22174-70-5,0.005666666666666666,0.04133333333333333,0.3238666666666668,0.6291333333333334
19074-24-9,0.0016666666666666666,0.002333333333333333,0.8555142857142859,0.14048571428571427
122-62-3,0.001656783468104223,0.0006666666666666666,0.6280513926325246,0.3696251572327046
103-24-2,0.002333333333333333,0.0039,0.5412810966810964,0.45248556998557043
103-23-1,0.003028368794326241,0.006709219858156028,0.5226290780141846,0.4676333333333334
2915-57-3,0.005361702127659574,0.010709219858156028,0.4283028875379939,0.5556261904761906
84731-70-4,0.005,0.017666666666666667,0.36103882783882796,0.6162945054945057
117-81-7,0.003999999999999999,0.016666666666666666,0.20716666666666664,0.7721666666666664
14858-73-2,0.0304,0.058166666666666665,0.3330809523809525,0.5783523809523808
3658-48-8,0.02666666666666667,0.04066666666666667,0.6860000000000002,0.24666666666666665
298-07-7,0.026000000000000002,0.048999999999999995,0.5884666666666668,0.33653333333333335
63449-80-9,0.15916666666666665,0.28958333333333336,0.29458333333333325,0.25666666666666665
7425-14-1,0.004333333333333333,0.03666666666666667,0.3015666666666667,0.6574333333333336
18268-70-7,0.012999999999999998,0.006,0.2034777777777777,0.7775222222222222
94-28-0,0.003333333333333333,0.012,0.6037111305361305,0.380955536130536
3282-85-7,0.017333333333333333,0.042,0.7451666666666668,0.19549999999999998
7790-07-0,0.005999999999999999,0.013333333333333334,0.4691666666666667,0.5115000000000001
25724-60-1,0.009666666666666665,0.036555555555555556,0.6327285714285712,0.32104920634920625
10022-60-3,0.0029999999999999996,0.015666666666666666,0.587098901098901,0.3942344322344322
468-61-1,0.017999999999999995,0.19499999999999992,0.6660000000000003,0.12100000000000002
4551-59-1,0.02766666666666667,0.17866666666666672,0.652,0.14166666666666666
57647-13-9,0.012333333333333332,0.11366666666666668,0.7626666666666666,0.11133333333333333
27591-69-1,0.026666666666666665,0.216,0.6190000000000001,0.13833333333333334
589-32-2,0.07766666666666666,0.2310666666666667,0.5854500000000001,0.10581666666666666
60012-88-6,0.048999999999999995,0.12366666666666667,0.6733333333333333,0.15399999999999994
78-53-5,0.626,0.1693333333333333,0.1597777777777778,0.04488888888888888
115-79-7,0.05833333333333333,0.1663333333333333,0.4540000000000001,0.3213333333333332
122-31-6,0.009733333333333332,0.12190000000000001,0.5383666666666668,0.32999999999999996
78-10-4,0.023000000000000003,0.021333333333333333,0.7919142857142857,0.16375238095238093
17356-42-2,0.6661666666666662,0.10700000000000003,0.2001666666666667,0.026666666666666665
3689-24-5,0.4103571428571428,0.1694047619047619,0.3161190476190476,0.10411904761904765
563-12-2,0.4137666666666667,0.10776666666666666,0.37576666666666686,0.10269999999999999
6926-73-4,0.6831333333333335,0.11013333333333337,0.10500000000000004,0.10173333333333337
78-07-9,0.004333333333333333,0.015999999999999997,0.8312380952380954,0.1484285714285714
20395-17-9,0.4813333333333332,0.17533333333333334,0.25283333333333324,0.0905
18300-10-2,0.6317000000000002,0.13413333333333338,0.17683333333333334,0.05733333333333332
2667-40-5,0.4890666666666667,0.25399999999999995,0.21126666666666657,0.045666666666666654
55134-13-9,0.1653333333333333,0.10766666666666666,0.432,0.2949999999999999
33446-90-1,0.028833333333333336,0.06569696969696967,0.32377878787878794,0.581690909090909
27879-29-4,0.012666666666666666,0.16722424242424244,0.7065939393939396,0.11351515151515153
35435-21-3,0.015,0.048333333333333325,0.7673809523809525,0.16928571428571423
55934-93-5,0.026,0.09300000000000001,0.4567333333333334,0.42426666666666657
52030-05-4,0.016333333333333328,0.10900000000000001,0.5769411764705884,0.2977254901960785
74051-80-2,0.05499999999999999,0.1486666666666667,0.5436666666666665,0.2526666666666666
2224-33-1,0.019666666666666666,0.07933333333333333,0.7663333333333335,0.13466666666666666
34036-80-1,0.028000000000000004,0.11166666666666668,0.7110000000000001,0.14933333333333335
6104-58-1,0.026000000000000002,0.06133333333333333,0.573,0.33966666666666673
77-90-7,0.02466666666666667,0.056166666666666656,0.35450000000000004,0.5646666666666667
21327-31-1,0.291,0.25533333333333313,0.07833333333333332,0.37533333333333363
5826-91-5,0.3708333333333334,0.4611666666666667,0.11300000000000003,0.054999999999999986
22787-59-3,0.704,0.08700000000000001,0.11933333333333335,0.08966666666666669
22787-58-2,0.8653333333333335,0.09133333333333336,0.033,0.010333333333333332
5675-57-0,0.527,0.22816666666666666,0.18,0.06483333333333333
3730-54-9,0.18766666666666662,0.1933333333333333,0.4551666666666666,0.16383333333333333
655-35-6,0.03266666666666667,0.12766666666666665,0.731,0.10866666666666669
77-89-4,0.04633333333333333,0.10499999999999998,0.42879999999999996,0.4198666666666667
24748-23-0,0.05033333333333332,0.20399999999999993,0.40400000000000014,0.3416666666666667
70833-40-8,0.07033333333333332,0.09433333333333334,0.4459166666666667,0.38941666666666674
14504-73-5,0.06633333333333333,0.20433333333333328,0.5076666666666668,0.22166666666666665
67239-04-7,0.02723809523809524,0.11361904761904762,0.6500571428571429,0.20908571428571426
2595-54-2,0.31725454545454546,0.40691515151515134,0.22864848484848485,0.04718181818181818
5137-55-3,0.0047666666666666664,0.32349567099567095,0.25103917748917737,0.4206984848484848
1421-14-3,0.021,0.12333333333333332,0.727,0.12866666666666668
2031-67-6,0.007,0.026666666666666672,0.21091241830065363,0.7554209150326797
64036-99-3,0.8555714285714286,0.08228571428571428,0.03604761904761905,0.026095238095238095
26523-78-4,0.013999999999999999,0.0725,0.5496666666666666,0.36383333333333345
68814-95-9,0.0026666666666666666,0.21313744939271248,0.5891368870895187,0.19505899685110206
538-23-8,0.0036666666666666666,0.005,0.14218888888888892,0.8491444444444445
68130-53-0,0.005333333333333333,0.003916666666666666,0.3886166666666667,0.6021333333333333
2528-38-3,0.01124814901410646,0.027082846231782406,0.7182743161094227,0.24339468864468858
5343-44-2,0.006666666666666667,0.05283333333333333,0.5529333333333335,0.38756666666666656
5831-80-1,0.005333333333333333,0.06253333333333333,0.6192999999999999,0.31283333333333324
51249-05-9,0.09483333333333331,0.18033333333333332,0.4691666666666666,0.25566666666666665
102-85-2,0.04599999999999999,0.10916666666666669,0.49460000000000004,0.3502333333333334
126-73-8,0.03423859649122806,0.044866666666666666,0.42787368421052624,0.49302105263157897
998-40-3,0.04902836879432624,0.14537588652482267,0.43373463356974,0.37186111111111114
115-78-6,0.05303333333333333,0.47496666666666687,0.30666666666666664,0.16533333333333328
33060-84-3,0.0985238095238095,0.4703428571428573,0.28846666666666665,0.1426666666666666
150-50-5,0.1186666666666667,0.39643333333333347,0.29480000000000006,0.1901
78-48-8,0.15643968253968252,0.33068412698412686,0.3445809523809525,0.16829523809523803
60-01-5,0.043333333333333335,0.10533333333333335,0.4200000000000001,0.4313333333333333
74125-01-2,0.4853,0.3626999999999999,0.10233333333333335,0.04966666666666667
1496-94-2,0.13099999999999998,0.1773333333333333,0.495,0.19666666666666668
21270-07-5,0.01,0.8681666666666666,0.055333333333333325,0.0665
29806-73-3,0.0026666666666666666,0.007440816326530612,0.5495891156462583,0.44030340136054424
7346-61-4,0.045666666666666654,0.19516666666666663,0.5019999999999999,0.25716666666666665
59130-69-7,0.002,0.004754901960784314,0.18459055258467014,0.8086545454545458
63907-12-0,0.034,0.062333333333333324,0.38649999999999995,0.5171666666666668
1114-71-2,0.014666666666666663,0.2512619047619047,0.6380714285714287,0.09600000000000002
64058-98-6,0.020333333333333335,0.6463809523809525,0.2636190476190476,0.06966666666666667
64059-01-4,0.009166666666666667,0.6413333333333334,0.3023333333333334,0.04716666666666666
13194-48-4,0.5103,0.37336666666666674,0.08033333333333335,0.036
2511-15-1,0.5202354312354313,0.28615850815850813,0.1347575757575758,0.058848484848484844
90220-15-8,0.7886333333333334,0.1577333333333333,0.048766666666666666,0.004866666666666667
759-94-4,0.026333333333333337,0.28770000000000007,0.6359666666666666,0.04999999999999999
23184-66-9,0.027666666666666666,0.12853333333333336,0.7737999999999999,0.07
51218-49-6,0.02366666666666667,0.13833333333333336,0.7653333333333332,0.07266666666666667
109965-82-4,0.027000000000000003,0.37979999999999997,0.5431999999999998,0.049999999999999996
20954-13-6,0.004333333333333333,0.04433333333333333,0.8966666666666665,0.054666666666666655
102579-43-1,0.029333333333333336,0.12566666666666668,0.6763333333333335,0.1686666666666667
168152-77-0,0.0016666666666666666,0.9183333333333332,0.06866666666666667,0.011333333333333332
168152-89-4,0.004666666666666666,0.9406666666666667,0.03266666666666666,0.022
92953-10-1,0.011066666666666666,0.40100000000000013,0.48993333333333344,0.098
17088-72-1,0.04066666666666666,0.11800000000000002,0.5713333333333332,0.26999999999999996
60763-41-9,0.014,0.13961904761904761,0.2668354978354978,0.5795454545454544
35850-79-4,0.056999999999999995,0.06333333333333331,0.3856666666666668,0.494
3309-68-0,0.9491785714285714,0.03967857142857143,0.007047619047619047,0.0040952380952380945
18109-81-4,0.01933333333333333,0.25283333333333335,0.6390000000000001,0.08883333333333335
52736-14-8,0.008333333333333331,0.036833333333333336,0.18945238095238087,0.7653809523809526
3862-08-6,0.007666666666666666,0.013666666666666666,0.16827380952380958,0.810392857142857
139-45-7,0.030000000000000006,0.06533333333333333,0.5356666666666666,0.369
38727-55-8,0.03466666666666667,0.13266666666666663,0.7153333333333333,0.11733333333333335
80472-88-4,0.022333333333333337,0.12766666666666665,0.803,0.04700000000000001
51356-13-9,0.5601666666666665,0.33499999999999996,0.07816666666666669,0.026666666666666665
33210-44-5,0.012666666666666666,0.7673333333333331,0.2096666666666667,0.01033333333333333
33210-40-1,0.009333333333333334,0.9351666666666667,0.04383333333333333,0.011666666666666665
33210-43-4,0.006666666666666666,0.9646,0.027400000000000004,0.0013333333333333333
1912-26-1,0.01633333333333333,0.071,0.9033333333333333,0.009333333333333332
7779-27-3,0.05145238095238095,0.32215714285714286,0.5347238095238096,0.09166666666666667
78816-48-5,0.047333333333333324,0.3630000000000001,0.4783333333333334,0.11133333333333333
2941-55-1,0.021000000000000005,0.12299999999999997,0.8316666666666664,0.024333333333333332
4740-11-8,0.0812857142857143,0.38233333333333336,0.49904761904761913,0.03733333333333333
125-99-5,0.03433333333333333,0.19133333333333338,0.6569999999999998,0.11733333333333335
5957-17-5,0.026,0.08866666666666667,0.7346666666666667,0.1506666666666667
2001-81-2,0.015999999999999997,0.08500000000000002,0.7420000000000003,0.157
56-37-1,0.10483333333333335,0.28986666666666666,0.5155666666666666,0.08973333333333333
9004-57-3,0.039,0.04666666666666666,0.2716666666666667,0.6426666666666666
7789-92-6,0.004,0.05358333333333333,0.6670880952380954,0.27532857142857137
10140-99-5,0.07100000000000001,0.2933333333333333,0.5566666666666666,0.07899999999999997
122-51-0,0.03531666666666667,0.08999999999999998,0.6775833333333335,0.19709999999999994
63869-26-1,0.389,0.22699999999999995,0.30466666666666664,0.07933333333333333
2425-25-4,0.3066666666666667,0.35100000000000003,0.31466666666666665,0.02766666666666667
5823-25-6,0.3807619047619047,0.21795238095238084,0.295952380952381,0.10533333333333338
919-54-0,0.2056571428571429,0.19168571428571426,0.5833238095238097,0.01933333333333333
998-30-1,0.01,0.030666666666666672,0.3094901960784313,0.6498431372549021
1067-47-6,0.01966666666666667,0.06873333333333334,0.8298,0.08180000000000001
919-30-2,0.012333333333333332,0.11500000000000005,0.5575000000000001,0.31516666666666676
76524-94-2,0.060666666666666653,0.11683333333333329,0.6354999999999997,0.187
2602-34-8,0.093,0.12533333333333335,0.6176666666666668,0.164
14814-09-6,0.11166666666666668,0.11883333333333333,0.7114999999999998,0.05799999999999999
34708-08-2,0.288,0.18333333333333338,0.37183333333333324,0.15683333333333332
15129-36-9,0.03966666666666667,0.11166666666666668,0.6816666666666669,0.16699999999999995
15267-95-5,0.09958333333333334,0.15266666666666662,0.5286333333333336,0.21911666666666668
122-52-1,0.0685,0.14957142857142858,0.5896190476190475,0.19230952380952376
78-40-0,0.19254285714285715,0.05460952380952381,0.6095619047619045,0.14328571428571432
78-38-6,0.12333333333333332,0.12350000000000001,0.6643235294117644,0.08884313725490195
126-75-0,0.8772666666666666,0.06839999999999997,0.04233333333333333,0.012
298-03-3,0.4721333333333335,0.2657,0.2191333333333333,0.043033333333333326
298-04-4,0.845,0.141,0.01,0.004
298-02-2,0.8530666666666666,0.1359333333333333,0.008999999999999998,0.002
1186-09-0,0.6257333333333335,0.27920000000000006,0.07986666666666667,0.0152
2524-09-6,0.7143999999999997,0.1996,0.06599999999999999,0.020000000000000004
2497-07-6,0.7386666666666666,0.204,0.03933333333333334,0.018000000000000002
2588-03-6,0.7476666666666666,0.20666666666666667,0.03833333333333334,0.007333333333333334
2496-91-5,0.5356666666666667,0.35533333333333345,0.07333333333333333,0.03566666666666667
4891-54-7,0.5351000000000001,0.253,0.16750000000000004,0.04440000000000001
2497-06-5,0.6962999999999999,0.16529999999999995,0.11123333333333334,0.027166666666666665
2511-11-7,0.7405333333333333,0.2099666666666666,0.04116666666666667,0.008333333333333333
2404-78-6,0.4070666666666668,0.5252666666666667,0.055999999999999994,0.011666666666666665
688-62-0,0.3206820512820513,0.24887435897435883,0.3649564102564105,0.06548717948717947
1486-39-1,0.349748717948718,0.38884102564102563,0.20775641025641023,0.05365384615384615
87310-56-3,0.01333333333333333,0.08866666666666667,0.8143333333333335,0.08366666666666667
55881-07-7,0.08066666666666668,0.06966666666666667,0.16933333333333334,0.6803333333333332
2229-55-2,0.02066666666666666,0.026666666666666672,0.1656666666666667,0.787
79451-10-8,0.2985,0.45950000000000013,0.17016666666666666,0.07183333333333332
66996-10-9,0.18683333333333338,0.4366666666666667,0.2969999999999999,0.0795
30129-29-4,0.011,0.016333333333333335,0.8993333333333332,0.07333333333333332
30129-30-7,0.006,0.02,0.8975000000000002,0.0765
55297-95-5,0.10033333333333333,0.17953333333333335,0.5261333333333333,0.19399999999999998
3004-70-4,0.013666666666666666,0.07033333333333332,0.8953333333333334,0.020666666666666663
53521-41-8,0.015666666666666666,0.09966666666666665,0.413,0.4716666666666667
139-88-8,0.037476190476190475,0.06085714285714285,0.7329999999999998,0.1686666666666667
33820-53-0,0.032500000000000015,0.11316666666666668,0.6981,0.15623333333333325
5892-41-1,0.0325,0.2061666666666666,0.5543333333333333,0.20700000000000005
1912-25-0,0.006666666666666666,0.15866666666666668,0.7956666666666665,0.039
2275-18-5,0.5981666666666666,0.2176666666666665,0.16183333333333338,0.022333333333333337
