CASRN,EPA_knn_maccs-1,EPA_knn_maccs-2,EPA_knn_maccs-3,EPA_knn_maccs-4
611-75-6,0.0,0.4737081074163434,0.5262918925836566,0.0
3296-90-0,0.050599902048927906,0.22225754696277664,0.5598740408421218,0.1672685101461736
13181-17-4,0.296703280144716,0.1345321177226663,0.36276048396392946,0.20600411816868822
615-58-7,0.0,0.5,0.5,0.0
6609-53-6,1.0,0.0,0.0,0.0
53615-23-9,1.0,0.0,0.0,0.0
89427-28-1,1.0,0.0,0.0,0.0
89427-33-8,1.0,0.0,0.0,0.0
14689-56-6,1.0,0.0,0.0,0.0
3393-60-0,1.0,0.0,0.0,0.0
89427-29-2,1.0,0.0,0.0,0.0
15287-51-1,0.07939699734964506,0.19781010338527716,0.5881961371052501,0.13459676215982766
94847-66-2,0.2650399165112826,0.2553814671197194,0.4099472916988393,0.06963132467015878
2034-22-2,0.6154744525547445,0.12875912408759127,0.25576642335766425,0.0
52907-07-0,0.046672580936010365,0.046672580936010365,0.5725020654143346,0.33415277271364474
50585-41-6,0.8284077385944936,0.022166656470109947,0.1226803655761614,0.026745239359235222
3322-93-8,0.0,0.2539169225561546,0.5371080055127058,0.2089750719311395
21850-44-2,0.0,0.1422538735383173,0.42878960637502694,0.4289565200866557
7682-32-8,1.0,0.0,0.0,0.0
89427-35-0,1.0,0.0,0.0,0.0
126-72-7,0.20219461561274593,0.3107171494161971,0.18334047297371514,0.3037477619973419
3194-55-6,0.0,0.15666187887953126,0.6328421105915554,0.21049601052891337
20566-35-2,0.0,0.1313964830877119,0.45973478157707426,0.4088687353352139
2338-30-9,1.0,0.0,0.0,0.0
87-84-3,0.0,0.18987194412107106,0.810128055878929,0.0
608-71-9,0.5,0.0,0.5,0.0
32588-76-4,0.0,0.09311950348468487,0.5739623068106181,0.33291818970469716
32536-52-0,0.08506184586108469,0.2,0.6464319695528069,0.06850618458610848
27858-07-7,0.0,0.0,0.0,1.0
61262-53-1,0.0,0.0,0.7144141716508404,0.28558582834915963
84852-53-9,0.0,0.17205068713189364,0.47260396216312683,0.35534535070497947
13654-09-6,0.0,0.0,0.0,1.0
3674-13-3,0.0,0.43871732883273273,0.49699706548677947,0.06428560568048776
78-75-1,0.0,0.2894003811757807,0.7105996188242193,0.0
89427-38-3,1.0,0.0,0.0,0.0
10474-14-3,0.0,0.37279020538932445,0.4706791006350478,0.1565306939756279
300-76-5,1.0,0.0,0.0,0.0
2872-96-0,0.07724176871228429,0.4659844020185623,0.25779722624130996,0.19897660302784345
106-93-4,0.0,0.340990099009901,0.6,0.05900990099009901
1947-58-6,0.052692357042042684,0.2678243017834995,0.5678970103930542,0.11158633078140372
96-13-9,0.12763130175501142,0.352347307524024,0.4609052164189988,0.059116174301965675
96-12-8,0.048745910577971646,0.5151581243184297,0.37153762268266083,0.06455834242093783
18791-02-1,0.10971533940301949,0.47481848565172297,0.36395067419615074,0.05151550074910684
75-81-0,0.0,0.383419689119171,0.19248704663212438,0.4240932642487047
590-12-5,0.0,0.7455065827132227,0.18672009158557526,0.06777332570120206
2302-30-9,0.7727223263406082,0.1831690949761199,0.04410857868327187,0.0
14689-59-9,1.0,0.0,0.0,0.0
79-27-6,0.0,0.5005649717514125,0.44369114877589455,0.055743879472693034
63867-08-3,0.0,0.27908070620665515,0.5216806318230546,0.1992386619702903
64047-47-8,0.0,0.19433700825350922,0.7062232664618351,0.09943972528465568
63938-47-6,0.0,0.269236495974809,0.5505074281118425,0.1802560759133485
613-53-6,0.08834714773281326,0.43178937103851783,0.36538274012676747,0.11448074110190153
115-17-3,0.0,0.47719787180136813,0.29997466430200154,0.22282746389663036
75-25-2,0.0,0.44085760517799344,0.39101941747572816,0.16812297734627832
42136-31-2,1.0,0.0,0.0,0.0
64050-72-2,0.0,1.0,0.0,0.0
42136-30-1,0.0,1.0,0.0,0.0
26637-71-8,0.0,0.11231516761631767,0.514139895829692,0.37354493655399024
69094-18-4,0.08723402888349455,0.33324552831335263,0.5245129978384014,0.05500744496475134
74-95-3,0.04577240940877305,0.46942148760330576,0.2620470438652257,0.2227590591226955
3252-43-5,0.05001389274798556,0.5088913587107531,0.44109474854126146,0.0
598-91-4,0.30116873201386035,0.3638926410994304,0.2799671110589065,0.05497151582780291
124-48-1,0.0,0.0,1.0,0.0
25497-30-7,0.0,0.15789071455865497,0.2927015666794039,0.5494077187619413
83447-96-5,0.06508921286389457,0.2268731622457934,0.6304478347214311,0.07758979016888096
473-49-4,0.05832519058834654,0.3484511212512779,0.534898497572029,0.05832519058834654
117900-35-3,0.3293679701442571,0.30678520320718194,0.24689454538596284,0.11695228126259805
4460-32-6,0.34150873227298695,0.2744532652286208,0.3219373175473265,0.0621006849510657
2260-08-4,0.06936264457386594,0.20808793372159787,0.6004757608071528,0.1220736608973833
386-17-4,0.0786094674775561,0.1857107799707445,0.5599021950508858,0.17577755750081367
67-30-1,0.0504201680672269,0.2724315532664679,0.6267281105990784,0.0504201680672269
16423-68-0,0.21213785623405249,0.3350807544965967,0.3984676460568306,0.05431374321252025
10397-75-8,0.0,0.11883982242158285,0.3985751357289309,0.48258504184948636
59017-64-0,0.0,0.0,0.5228068126685248,0.4771931873314753
79770-24-4,0.0,0.0,0.4691078908628231,0.5308921091371769
7246-21-1,0.0,0.12311228594414433,0.3729475539210052,0.5039401601348503
96-84-4,0.0625132183844073,0.2500528735376292,0.6249206896935562,0.0625132183844073
59939-17-2,0.0,0.19629628499977958,0.4697002928334415,0.33400342216677886
16034-77-8,0.0,0.0,0.48556333640920624,0.5144366635907939
22730-89-8,0.0,0.0,0.5880649146785287,0.4119350853214713
31112-62-6,0.06345942577759758,0.0,0.17475876649443278,0.7617818077279697
440-58-4,0.0,0.0,0.31108601035118144,0.6889139896488184
66108-95-0,0.0,0.0,0.5150507202697469,0.48494927973025304
3115-05-7,0.0,0.11539558805265154,0.4164655125045978,0.4681388994427506
111453-32-8,0.0,0.0,0.3993736647464952,0.6006263352535048
19403-92-0,0.1733639494833525,0.5843857634902411,0.24225028702640647,0.0
37441-29-5,0.0,0.24010888143318354,0.6929796796860161,0.06691143888080014
19774-82-4,0.0,0.2839780164134802,0.644203613689233,0.07181836989728672
3861-47-0,0.0,0.37226676384839646,0.5805302478134112,0.04720298833819241
57808-65-8,0.0,0.1760647941603622,0.4111073669422586,0.4128278388973792
577-91-3,0.08693002477965653,0.21277158446068314,0.7002983907596604,0.0
14689-57-7,0.0,1.0,0.0,0.0
17601-49-9,0.08612324764789452,0.2652183236389954,0.6055968048891629,0.04306162382394726
1746-25-4,0.795567905522751,0.04464050017367142,0.15979159430357762,0.0
29717-26-8,0.2512415671360406,0.11880633777027887,0.4176015266637189,0.21235056842996142
75-47-8,0.0,0.2503614457831326,0.4090361445783133,0.34060240963855426
68439-50-9,0.0,0.0,1.0,0.0
9004-95-9,0.0,0.0,1.0,0.0
65-29-2,0.0,0.41181371973457964,0.5301009720022903,0.05808530826313014
63869-27-2,0.6673344017094017,0.2365117521367521,0.09615384615384616,0.0
3247-33-4,0.6148608265027323,0.1440403005464481,0.19597421448087432,0.04512465846994535
70682-61-0,0.12365240260053195,0.12365240260053195,0.5429920804485069,0.20970311435042926
3319-31-1,0.0,0.0,0.0,1.0
301-13-3,0.04557606071058986,0.0,0.3309761986892032,0.623447740600207
78-42-2,0.03464519070050144,0.0,0.4236818112748822,0.5416729980246163
56706-10-6,0.36071955489983465,0.0,0.3448459747231456,0.29443447037701975
160194-28-5,0.0,0.0,0.6006461161026669,0.39935388389733295
15458-87-4,0.0,0.3842654314586172,0.6157345685413829,0.0
105084-66-0,0.6619486458279323,0.2791585011292767,0.05889285304279105,0.0
13080-06-3,0.0,0.08380222078374744,0.5916889353626894,0.3245088438535632
15180-47-9,0.0,0.06028212755819093,0.6176711738055123,0.32204669863629676
35077-00-0,0.1848585685384388,0.0,0.6707508881871114,0.14439054327444983
63869-22-7,0.5067699123642229,0.43178529558453,0.06144479205124717,0.0
139-60-6,0.07303704077580427,0.32043154982367666,0.6065314094005191,0.0
34206-40-1,0.04142647578932095,0.0828529515786419,0.6952497589274571,0.18047081370458
752-56-7,0.0,0.12215759586268843,0.6194643206471575,0.25837808349015406
74758-25-1,0.0,0.11685846331313016,0.8831415366868699,0.0
23505-41-1,0.24996057899930202,0.3648639151276717,0.3329665114446129,0.052208994428413376
154702-15-5,0.0,0.12837665426473216,0.6551933148694588,0.21643003086580906
3857-80-5,0.0,0.3340788781394612,0.6659211218605389,0.0
3687-16-9,0.0,0.3149280642514706,0.6850719357485294,0.0
141-94-6,0.0,0.25781636364594945,0.6809860479551286,0.06119758839892204
68289-21-4,0.0,0.3325695198303058,0.6674304801696941,0.0
67762-53-2,0.0,0.0,0.7016108574327753,0.2983891425672248
4559-86-8,0.0,0.11692897836541562,0.7519934742597234,0.1310775473748609
10254-57-6,0.0,0.24042973557582345,0.6192039174597503,0.14036634696442615
53306-54-0,0.0,0.0,1.0,0.0
1941-30-6,0.0,0.520540748075252,0.3324913613676319,0.14696789055711598
682-01-9,0.0,0.0,0.5795109565601368,0.4204890434398631
486455-65-6,0.0,0.061006932814941,0.6509752555275414,0.28801781165751755
126-57-8,0.0,0.0,0.5,0.5
11138-60-6,0.0,0.0,0.5,0.5
78-16-0,0.0,0.0,1.0,0.0
106-20-7,0.0,0.47698002730586797,0.4777963883063325,0.04522358438779962
295800-70-3,0.0,0.0,0.47662655687461214,0.5233734431253878
10143-60-9,0.0,0.0,0.7191889742910152,0.2808110257089849
22174-70-5,0.0,0.0,0.4402228976697062,0.5597771023302939
19074-24-9,0.0,0.0,0.75,0.25
122-62-3,0.0,0.0,0.5,0.5
103-24-2,0.0,0.0,0.5,0.5
103-23-1,0.0,0.0,0.6666666666666666,0.3333333333333333
2915-57-3,0.0,0.0,0.6666666666666666,0.3333333333333333
84731-70-4,0.0,0.0,0.42237594785153654,0.5776240521484635
117-81-7,0.0,0.0,1.0,0.0
14858-73-2,0.0,0.0,0.34998086490623803,0.650019135093762
3658-48-8,0.0,0.0,0.5260349655642171,0.473965034435783
298-07-7,0.0,0.0,0.5376736002010934,0.4623263997989065
63449-80-9,0.10820775150928615,0.0,0.36204433384026913,0.5297479146504447
7425-14-1,0.0,0.0,1.0,0.0
18268-70-7,0.0,0.0,0.0,1.0
94-28-0,0.0,0.0,0.0,1.0
3282-85-7,0.03220694759576302,0.03220694759576302,0.8407246077872284,0.09486149702124566
7790-07-0,0.0,0.0,1.0,0.0
25724-60-1,0.0,0.0,1.0,0.0
10022-60-3,0.0,0.0,0.4584784601283227,0.5415215398716774
468-61-1,0.0,0.11517300009313278,0.841523843183517,0.0433031567233503
4551-59-1,0.0,0.07046081575715665,0.7258464583358173,0.2036927259070261
57647-13-9,0.0,0.3151489562506985,0.6848510437493015,0.0
27591-69-1,0.0,0.18422721455290564,0.8157727854470944,0.0
589-32-2,0.06912204999515452,0.2982775593061272,0.4736482385404394,0.15895215215827885
60012-88-6,0.0,0.12400894658679094,0.6018674678648793,0.2741235855483296
78-53-5,0.8810459096160299,0.0645057166513657,0.0,0.05444837373260438
115-79-7,0.0,0.2723545887368667,0.6619771437807174,0.06566826748241582
122-31-6,0.0,0.0,0.4284853415288198,0.5715146584711802
78-10-4,0.15203164329377922,0.08745055735346997,0.6855088097806544,0.07500898957209637
17356-42-2,0.6796504369538077,0.14569288389513105,0.17465667915106114,0.0
3689-24-5,0.5991752028734868,0.21471331648263936,0.1861114806438739,0.0
563-12-2,0.6352255825483392,0.17340109072880516,0.19137332672285573,0.0
6926-73-4,0.6365733620424485,0.21516456474930787,0.1482620732082436,0.0
78-07-9,0.0,0.0,0.8712918660287082,0.12870813397129185
20395-17-9,0.7329838199403417,0.1396245744071831,0.1273916056524752,0.0
18300-10-2,0.8903610467042067,0.05962239152037098,0.05001656177542232,0.0
2667-40-5,0.5548579196064469,0.245517509223898,0.19962457116965499,0.0
55134-13-9,0.30320089902475017,0.2564493213985884,0.3234398570215058,0.11690992255515552
33446-90-1,0.0,0.0,0.3475119614160267,0.6524880385839733
27879-29-4,0.06840412944714902,0.2339749090022309,0.6468970438144097,0.05072391773621033
35435-21-3,0.0,0.0,0.5160974837611862,0.4839025162388137
55934-93-5,0.06926378559024933,0.0,0.4705940172340356,0.4601421971757151
52030-05-4,0.0,0.070585768209143,0.8186914581294562,0.11072277366140079
74051-80-2,0.0,0.0,0.5641781944765432,0.43582180552345684
2224-33-1,0.0,0.04255926845916063,0.7289590363667644,0.22848169517407496
34036-80-1,0.0,0.051867337749064574,0.7193875432878734,0.22874511896306216
6104-58-1,0.0,0.0,0.5431700426616392,0.4568299573383608
77-90-7,0.0,0.0,0.4676572306904061,0.532342769309594
21327-31-1,0.5986878677604105,0.21582358135908586,0.0,0.18548855088050367
5826-91-5,0.5011791432073859,0.3275499080419993,0.1712709487506148,0.0
22787-59-3,0.7606445869719277,0.09493985656420742,0.0,0.14441555646386484
22787-58-2,0.9109230120318274,0.0890769879681725,0.0,0.0
5675-57-0,0.4136962935888676,0.43696664388895073,0.10365449912861995,0.04568256339356186
3730-54-9,0.5936107416690068,0.1258140237278975,0.2805752346030955,0.0
655-35-6,0.05868280794157297,0.1560781142977414,0.7852390777606857,0.0
77-89-4,0.0,0.0,0.4230029786081777,0.5769970213918224
24748-23-0,0.0,0.17756935811289282,0.43720133654355564,0.38522930534355154
70833-40-8,0.0,0.0,0.3122973753164276,0.6877026246835723
14504-73-5,0.05910929670616476,0.26709554021287,0.6119519435606399,0.06184321952032549
67239-04-7,0.0,0.0,0.6697544966271085,0.33024550337289144
2595-54-2,0.35726414013336005,0.4659163380506657,0.17681952181597427,0.0
5137-55-3,0.0,0.35239372190235824,0.4741698872150801,0.17343639088256174
1421-14-3,0.0,0.0,1.0,0.0
2031-67-6,0.11363954955375918,0.0,0.43658396025107865,0.44977649019516225
64036-99-3,0.8566478877081941,0.04382817935042081,0.0,0.09952393294138509
26523-78-4,0.0,0.18783276053917772,0.3519867036635351,0.4601805357972872
68814-95-9,0.05689001264222504,0.4303097345132743,0.45591024020227566,0.05689001264222504
538-23-8,0.0,0.0,0.0,1.0
68130-53-0,0.0,0.0,0.0,1.0
2528-38-3,0.039565046508581156,0.0,0.4570941962531115,0.5033407572383074
5343-44-2,0.0,0.05317882238508108,0.8188968454946418,0.12792433212027707
5831-80-1,0.0,0.052648727275271805,0.8170283540581426,0.13032291866658563
51249-05-9,0.0,0.0,0.5436119064582186,0.45638809354178156
102-85-2,0.04049608651264794,0.0,0.48121400032769945,0.47828991315965264
126-73-8,0.0,0.039796653066567766,0.4956036043898501,0.4645997425435821
998-40-3,0.0,0.05764779761370772,0.3034359020364223,0.63891630034987
115-78-6,0.0,0.31426140225737426,0.5699791046028616,0.11575949313976419
33060-84-3,0.05850510732736355,0.3139971080128535,0.38806539964859493,0.239432385011188
150-50-5,0.508467970521542,0.39909297052154197,0.04878826530612246,0.043650793650793655
78-48-8,0.4743351701006229,0.40156324868231913,0.12410158121705797,0.0
60-01-5,0.0,0.07451183311092349,0.5151420245649391,0.41034614232413735
74125-01-2,0.7497382963702316,0.20585729240207415,0.04440441122769433,0.0
1496-94-2,0.1284583897502524,0.043954323818766676,0.4188966024622561,0.40869068396872477
21270-07-5,0.0,0.9467375693824478,0.0,0.05326243061755232
29806-73-3,0.0,0.0,0.3333333333333333,0.6666666666666666
7346-61-4,0.0,0.23930578608660205,0.3161527037651786,0.4445415101482193
59130-69-7,0.0,0.0,0.0,1.0
63907-12-0,0.0,0.0,0.45346695701495143,0.5465330429850487
1114-71-2,0.0,0.1364634633713993,0.6233116628427454,0.24022487378585522
64058-98-6,0.0,0.7009716317802803,0.2990283682197196,0.0
64059-01-4,0.0,0.577952878546309,0.422047121453691,0.0
13194-48-4,0.6994467249687668,0.24665357844012134,0.0538996965911119,0.0
2511-15-1,0.845173471796082,0.15482652820391787,0.0,0.0
90220-15-8,0.6838301716350497,0.3161698283649503,0.0,0.0
759-94-4,0.0,0.13352306838292488,0.6348716895700248,0.23160524204705035
23184-66-9,0.09349226402285846,0.0,0.9065077359771415,0.0
51218-49-6,0.09297847419157444,0.0,0.9070215258084255,0.0
109965-82-4,0.0,0.5321481577340392,0.46785184226596077,0.0
20954-13-6,0.0,0.0,0.9029342178553327,0.09706578214466736
102579-43-1,0.0,0.12028511791207691,0.6741664393878773,0.20554844270004577
168152-77-0,0.0,0.7175902253546689,0.2824097746453312,0.0
168152-89-4,0.0,0.9461567366311163,0.053843263368883724,0.0
92953-10-1,0.0,0.4154992995797479,0.5228637182309386,0.06163698218931359
17088-72-1,0.0,0.1760925675215007,0.8239074324784993,0.0
60763-41-9,0.0,0.0,0.06753130590339891,0.932468694096601
35850-79-4,0.11214085871091704,0.2308217002071666,0.5224551257051461,0.13458231537677026
3309-68-0,0.8878901174661258,0.11210988253387423,0.0,0.0
18109-81-4,0.0,0.27455001164116355,0.6784852714686557,0.04696471689018065
52736-14-8,0.0,0.13167426501673923,0.24916875192815277,0.619156983055108
3862-08-6,0.0,0.06395637952891572,0.339697570336959,0.5963460501341252
139-45-7,0.0,0.0,0.3477141017385705,0.6522858982614296
38727-55-8,0.04848651283527319,0.0,0.9030269743294536,0.04848651283527319
80472-88-4,0.0,0.14691474705983124,0.8530852529401688,0.0
51356-13-9,0.7163655956014359,0.1220794943531987,0.11025212847341637,0.05130278157194907
33210-44-5,0.0,0.6385144971775822,0.3614855028224178,0.0
33210-40-1,0.0,1.0,0.0,0.0
33210-43-4,0.0,1.0,0.0,0.0
1912-26-1,0.09528265371802105,0.18416717448877273,0.7205501717932062,0.0
7779-27-3,0.0,0.2562589592596167,0.5815941516867542,0.16214688905362895
78816-48-5,0.06244648045577615,0.1467116107093536,0.5789564864450153,0.2118854223898549
2941-55-1,0.0,0.04591701083006895,0.7827915344665616,0.17129145470336957
4740-11-8,0.0,0.4027139465437687,0.43490344045070745,0.16238261300552387
125-99-5,0.0,0.11950772829638899,0.880492271703611,0.0
5957-17-5,0.0,0.07106982319448606,0.9289301768055139,0.0
2001-81-2,0.0,0.1680800525597614,0.8319199474402386,0.0
56-37-1,0.08154448494667206,0.30133657351154314,0.5616758921740695,0.05544304936771522
9004-57-3,0.0,0.0,0.5766265309189791,0.423373469081021
7789-92-6,0.0,0.0,0.6131718395155186,0.38682816048448143
10140-99-5,0.0,0.4579101175661637,0.34720509428462526,0.19488478814921115
122-51-0,0.0,0.1061938184952592,0.6970200714197758,0.1967861100849649
63869-26-1,0.6081879944707509,0.05364548101526426,0.3381665245139849,0.0
2425-25-4,0.22045028142589118,0.4440034637032761,0.3355462548708327,0.0
5823-25-6,0.40345488945908825,0.2590000777544515,0.33754503278646036,0.0
919-54-0,0.3314122267759563,0.24797216530054644,0.4206156079234973,0.0
998-30-1,0.056520464407177194,0.05056878151753254,0.4300985106133458,0.4628122434619444
1067-47-6,0.0,0.0,0.6848464124921639,0.3151535875078361
919-30-2,0.0,0.09935896961847622,0.6543586269752724,0.2462824034062514
76524-94-2,0.0,0.12840159742978163,0.6013371716314287,0.2702612309387896
2602-34-8,0.0,0.0,0.5917504279760843,0.40824957202391565
14814-09-6,0.0,0.0,0.7321993908169317,0.26780060918306814
34708-08-2,0.09814008705975465,0.0,0.5207316536956427,0.38112825924460275
15129-36-9,0.0,0.12661339035287156,0.58949091036523,0.28389569928189856
15267-95-5,0.0,0.0,0.7378793646399281,0.26212063536007196
122-52-1,0.17323223998681392,0.1588923685511785,0.47552332289434646,0.19235206856766113
78-40-0,0.39108423569118267,0.15187737308395444,0.24975390240472506,0.20728448882013778
78-38-6,0.06020066889632107,0.0,0.4961538461538461,0.44364548494983275
126-75-0,0.8848046754844664,0.06874807751461089,0.0,0.04644724700092279
298-03-3,0.7747152299254676,0.2252847700745324,0.0,0.0
298-04-4,0.889264841587204,0.11073515841279606,0.0,0.0
298-02-2,0.6984244499456308,0.2526664044605881,0.04890914559378108,0.0
1186-09-0,0.3983067729083666,0.40916334661354586,0.19252988047808767,0.0
2524-09-6,0.6223814773980154,0.23442668136714445,0.14319184123484013,0.0
2497-07-6,0.7863329915126656,0.21366700848733444,0.0,0.0
2588-03-6,0.8302448222019266,0.16975517779807325,0.0,0.0
2496-91-5,0.6312403330885685,0.34181261424531695,0.026947052666114645,0.0
4891-54-7,0.7951233482278902,0.1761939205240143,0.02868273124809535,0.0
2497-06-5,0.652755647943948,0.2794373687598265,0.06780698329622556,0.0
2511-11-7,0.5882991930477963,0.2999689633767846,0.11173184357541899,0.0
2404-78-6,0.6008025460080254,0.3373460633734606,0.061851390618513906,0.0
688-62-0,0.4077192895935692,0.39084682863078474,0.20143388177564622,0.0
1486-39-1,0.46057657872746804,0.47633400978870716,0.06308941148382474,0.0
87310-56-3,0.08210880466671217,0.0,0.9178911953332878,0.0
55881-07-7,0.0,0.12330317531702813,0.392265946304571,0.4844308783784009
2229-55-2,0.0,0.0,0.24132128219743235,0.7586787178025676
79451-10-8,0.24578083244478807,0.5590178126317482,0.14839821569941655,0.04680313922404708
66996-10-9,0.23417386522054456,0.6058220795410487,0.10781121566965808,0.05219283956874869
30129-29-4,0.0,0.0,1.0,0.0
30129-30-7,0.0,0.0,1.0,0.0
55297-95-5,0.0,0.3284699938937447,0.6071018717558012,0.06442813435045411
3004-70-4,0.0,0.28433408764405654,0.7156659123559435,0.0
53521-41-8,0.03858683756170291,0.03858683756170291,0.6788827563597316,0.2439435685168626
139-88-8,0.0,0.059443113187843954,0.8789634406316541,0.06159344618050192
33820-53-0,0.02988428327068063,0.02988428327068063,0.7843365270174599,0.1558949064411787
5892-41-1,0.12637963256814416,0.1447864875348214,0.6019429458020382,0.1268909340949963
1912-25-0,0.06454917550109537,0.26827887933384154,0.6671719451650632,0.0
2275-18-5,0.5369604746717814,0.23820372154917466,0.22483580377904397,0.0
87130-20-9,0.1444821307871709,0.7285182771996273,0.1269995920132017,0.0
63873-23-4,0.5382494676678248,0.357884119690687,0.056483245545220225,0.047383167096268074
78-52-4,0.6586618085458761,0.23169923815833054,0.1096389532957933,0.0
63873-21-2,0.4960237514579578,0.2959389248223942,0.20803732371964798,0.0
68649-11-6,0.0,0.028639159405433108,0.07957457713992824,0.8917862634546386
63990-57-8,0.0,0.2375818047857305,0.6894764975271961,0.07294169768707352
26818-53-1,0.1826922540099637,0.48610167693621836,0.2580892492588615,0.07311681979495635
27891-14-1,0.0,0.19869539929273125,0.5839279368489142,0.21737666385835458
36756-79-3,0.0,0.15189325640100973,0.7122148208125524,0.13589192278643797
19072-57-2,0.0,0.612513573755501,0.326095902154655,0.06139052408984397
27591-74-8,0.6242309265734063,0.3259758787051405,0.04979319472145316,0.0
66734-13-2,0.04930133403181741,0.0,0.743365310807222,0.2073333551609606
5593-20-4,0.0,0.0,1.0,0.0
5534-09-8,0.034229964714240925,0.0,0.78257780529723,0.18319222998852916
27778-88-7,0.0,0.0,1.0,0.0
27778-86-5,0.0,0.0,1.0,0.0
27778-84-3,0.0,0.0,1.0,0.0
27778-80-9,0.0,0.0,1.0,0.0
27778-82-1,0.0,0.4679013621941425,0.5320986378058574,0.0
27684-92-0,0.0,1.0,0.0,0.0
26259-45-0,0.0,0.07754883222171556,0.9224511677782844,0.0
40618-52-8,0.7280538164379912,0.21844611695750635,0.05350006660450246,0.0
69-05-6,0.05991489176300499,0.6336980562121445,0.3063870520248505,0.0
9050-04-8,0.05991489176300499,0.6336980562121445,0.3063870520248505,0.0
60735-64-0,0.07839633221754407,0.1345905781625415,0.5798196501992199,0.20719343942069468
24151-93-7,0.5864924644914978,0.2722739689766935,0.07726432724354303,0.06396923928826564
2109-64-0,0.0,0.1741267819099309,0.7547048865846799,0.07116833150538918
22457-23-4,0.0,0.04869572542609919,0.7078256474434047,0.24347862713049598
541-85-5,0.08030385241454151,0.0,0.5693163320672817,0.35037981551817693
14355-07-8,0.11826026544136134,0.29194587405616756,0.5897938605024711,0.0
10032-15-2,0.0,0.0,0.0,1.0
14355-12-5,0.16577964323116645,0.7528952582859246,0.08132509848290884,0.0
10024-78-9,0.0,0.3231977995043438,0.44193741659631247,0.23486478389934365
32838-28-1,0.0,0.0,0.7269763567109475,0.27302364328905243
57-33-0,0.040704433303864924,0.7429521827106098,0.18100941731410847,0.03533396667141687
71-73-8,0.0,0.5991070478293957,0.352070360813292,0.04882259135731237
871-22-7,0.0,0.0,0.0,1.0
105-82-8,0.0,0.0,0.0,1.0
29122-60-9,0.0,0.46103720217941635,0.5389627978205837,0.0
186817-80-1,0.0,0.0,0.3254692819910212,0.6745307180089789
7452-79-1,0.0,0.0,0.1590874291838922,0.8409125708161077
7286-69-3,0.0676160951988849,0.36033403848947193,0.5720498663116432,0.0
98886-44-3,0.7781438488513296,0.13635220493435649,0.08550394621431383,0.0
125-64-4,0.18800725513905683,0.31533252720677146,0.4966602176541718,0.0
82834-16-0,0.0,0.0,0.4596597061478391,0.5403402938521609
730-07-4,0.0,0.06302667252053717,0.8076219429163828,0.1293513845630801
33499-11-5,0.0,0.2875375628861803,0.6420009743438856,0.07046146276993427
110429-62-4,0.0,0.04842338005737604,0.5891444209057084,0.36243219903691554
67050-64-0,0.04609318948698811,0.6558245527617161,0.2980822577512958,0.0
54-05-7,0.05729150333332285,0.29229438745673525,0.6504141092099419,0.0
1094-08-2,0.0,0.5201108284322309,0.47988917156776917,0.0
30238-41-6,0.0,0.24081339823906206,0.6418128315842144,0.1173737701767234
64241-34-5,0.12672117467586788,0.25525265184710527,0.49130499880115885,0.12672117467586788
33499-13-7,0.0,0.26958515131283173,0.6129075633636797,0.1175072853234885
63867-07-2,0.0,0.2615131065567119,0.6244763932154296,0.11401050022785872
15299-99-7,0.0,0.2030765637090063,0.7969234362909936,0.0
4630-95-9,0.0,0.3950118100248398,0.6049881899751601,0.0
