CASRN,Toxic_knn_mordred-0,Toxic_knn_mordred-1
295800-70-3,0.7333188467698701,0.26668115323012986
10143-60-9,0.718823814238403,0.2811761857615969
22174-70-5,0.9303214727740076,0.0696785272259924
19074-24-9,1.0,0.0
122-62-3,1.0,0.0
103-24-2,1.0,0.0
103-23-1,1.0,0.0
2915-57-3,1.0,0.0
84731-70-4,1.0,0.0
117-81-7,0.9565073149334902,0.043492685066509766
14858-73-2,1.0,0.0
3658-48-8,0.9438761545509339,0.05612384544906607
298-07-7,0.5678201616046636,0.43217983839533625
63449-80-9,0.5810671196620973,0.41893288033790266
7425-14-1,1.0,0.0
18268-70-7,1.0,0.0
94-28-0,1.0,0.0
3282-85-7,0.5683841474724952,0.4316158525275048
7790-07-0,1.0,0.0
25724-60-1,1.0,0.0
10022-60-3,1.0,0.0
468-61-1,0.11163889703035967,0.8883611029696403
4551-59-1,0.13556705906585134,0.8644329409341486
57647-13-9,0.09940387887196721,0.9005961211280328
27591-69-1,0.2644238971153021,0.7355761028846979
589-32-2,0.527579848453809,0.47242015154619094
60012-88-6,0.3571486135348158,0.6428513864651841
78-53-5,0.0,1.0
115-79-7,0.1288126885215138,0.8711873114784863
122-31-6,0.7476285945903822,0.2523714054096178
78-10-4,0.7832786243421531,0.21672137565784688
17356-42-2,0.06856436975104455,0.9314356302489555
3689-24-5,0.0,1.0
563-12-2,0.0,1.0
6926-73-4,0.06777520675840297,0.932224793241597
78-07-9,0.7914970558263652,0.20850294417363482
20395-17-9,0.0,1.0
18300-10-2,0.0679305318715748,0.9320694681284252
2667-40-5,0.06169219496423061,0.9383078050357695
55134-13-9,0.5881127256074267,0.4118872743925734
33446-90-1,0.8172779501593536,0.1827220498406464
17980-47-1,0.8189183997780393,0.18108160022196068
27879-29-4,0.18614116034757278,0.8138588396524271
35435-21-3,0.7611842488050329,0.23881575119496704
55934-93-5,0.8685633220425601,0.1314366779574398
52030-05-4,0.8662311293178366,0.13376887068216328
74051-80-2,0.6238992306032571,0.3761007693967428
2224-33-1,0.8084539968320562,0.1915460031679438
34036-80-1,0.6783149548473486,0.3216850451526514
6104-58-1,0.7644509093889028,0.23554909061109724
77-90-7,0.7317008951229761,0.2682991048770239
21327-31-1,0.20167323509542892,0.7983267649045711
5826-91-5,0.089269070888719,0.910730929111281
22787-59-3,0.09586598989310793,0.9041340101068921
22787-58-2,0.0,1.0
5675-57-0,0.0,1.0
3730-54-9,0.12992028010924747,0.8700797198907526
655-35-6,0.33995569740133946,0.6600443025986606
77-89-4,0.7584113962415997,0.2415886037584003
24748-23-0,0.654353832675455,0.345646167324545
70833-40-8,1.0,0.0
14504-73-5,0.19271618222052092,0.8072838177794791
67239-04-7,0.7471743898198993,0.25282561018010075
2595-54-2,0.061325013564936824,0.9386749864350632
5137-55-3,0.38844965880454324,0.6115503411954567
1421-14-3,0.5268094076607518,0.47319059233924826
2031-67-6,0.75467128816546,0.24532871183453994
64036-99-3,0.0,1.0
26523-78-4,1.0,0.0
68814-95-9,0.5631296666133717,0.43687033338662823
538-23-8,1.0,0.0
68130-53-0,1.0,0.0
2528-38-3,0.5743665245478383,0.42563347545216157
5343-44-2,1.0,0.0
5831-80-1,1.0,0.0
51249-05-9,0.5443360531649818,0.45566394683501826
102-85-2,0.7826354213664268,0.21736457863357325
126-73-8,0.743712023539389,0.256287976460611
998-40-3,0.8183166155837279,0.18168338441627216
115-78-6,0.12103312047539279,0.8789668795246072
33060-84-3,0.0,1.0
150-50-5,0.367385218599373,0.632614781400627
78-48-8,0.0,1.0
60-01-5,0.9350216532025825,0.06497834679741761
74125-01-2,0.0,1.0
1496-94-2,0.5148224263896976,0.4851775736103024
21270-07-5,0.04094946536067711,0.959050534639323
29806-73-3,1.0,0.0
7346-61-4,0.9391636991198998,0.06083630088010023
59130-69-7,1.0,0.0
63907-12-0,0.9354702358932613,0.06452976410673873
1114-71-2,0.48862213748747046,0.5113778625125294
64058-98-6,0.12902512313034858,0.8709748768696515
64059-01-4,0.11775691217598953,0.8822430878240104
13194-48-4,0.0,1.0
2511-15-1,0.0,1.0
90220-15-8,0.0,1.0
759-94-4,0.3869435974731123,0.6130564025268876
23184-66-9,0.4938895968577821,0.5061104031422179
51218-49-6,0.3313800681102308,0.6686199318897692
109965-82-4,0.12366724195500303,0.876332758044997
20954-13-6,0.4000448778987244,0.5999551221012756
102579-43-1,0.40530642624690555,0.5946935737530945
168152-77-0,0.0,1.0
168152-89-4,0.0,1.0
92953-10-1,0.05983839327243321,0.9401616067275668
17088-72-1,0.7970657855313945,0.2029342144686055
60763-41-9,0.813127331423957,0.18687266857604298
35850-79-4,0.5199004214576338,0.48009957854236623
3309-68-0,0.0,1.0
18109-81-4,0.3106565017663345,0.6893434982336655
52736-14-8,0.8861695835336451,0.11383041646635489
3862-08-6,0.6631436603379781,0.33685633966202183
139-45-7,0.9327783085653197,0.06722169143468038
38727-55-8,0.4865023970608198,0.5134976029391801
80472-88-4,0.11064487478710475,0.8893551252128953
51356-13-9,0.0,1.0
33210-44-5,0.0,1.0
33210-40-1,0.0,1.0
33210-43-4,0.04803553181785506,0.9519644681821449
1912-26-1,0.1282495190351063,0.8717504809648937
7779-27-3,0.20634793277132257,0.7936520672286775
78816-48-5,0.3125735062238428,0.6874264937761572
2941-55-1,0.47973503187548,0.5202649681245199
4740-11-8,0.1163844919562631,0.8836155080437368
125-99-5,0.12136344919786321,0.8786365508021368
5957-17-5,0.410006548010785,0.589993451989215
2001-81-2,0.6146781417958896,0.3853218582041104
56-37-1,0.12752817880096118,0.8724718211990388
9004-57-3,0.8647420237656805,0.13525797623431948
7789-92-6,0.772267964316289,0.22773203568371098
10140-99-5,0.6193914451964105,0.38060855480358946
122-51-0,0.7297979537375134,0.2702020462624866
63869-26-1,0.0,1.0
2425-25-4,0.0,1.0
5823-25-6,0.0,1.0
919-54-0,0.0,1.0
1067-47-6,0.6494133634606318,0.35058663653936817
919-30-2,0.7177439460114133,0.2822560539885867
76524-94-2,0.5951238894587446,0.4048761105412554
2602-34-8,0.73099221016747,0.26900778983252993
14814-09-6,0.7384914312950532,0.2615085687049468
34708-08-2,0.762933340078612,0.23706665992138803
15129-36-9,0.6436448627168689,0.35635513728313106
15267-95-5,0.7422570295089524,0.2577429704910475
122-52-1,0.321629574728239,0.6783704252717611
78-40-0,0.14637630846545177,0.8536236915345482
78-38-6,0.12691895582153917,0.8730810441784608
126-75-0,0.0,1.0
298-03-3,0.0632846389764332,0.9367153610235668
298-04-4,0.0,1.0
298-02-2,0.0,1.0
1186-09-0,0.06414556240507625,0.9358544375949238
2524-09-6,0.0,1.0
2497-07-6,0.0,1.0
2588-03-6,0.0,1.0
2496-91-5,0.0,1.0
4891-54-7,0.0,1.0
2497-06-5,0.0,1.0
2511-11-7,0.043869486942476804,0.9561305130575232
2404-78-6,0.0,1.0
688-62-0,0.12164700864056802,0.8783529913594319
1486-39-1,0.0,1.0
87310-56-3,0.4420378166284831,0.5579621833715168
55881-07-7,0.6293274400071039,0.37067255999289617
2229-55-2,0.9481160100532174,0.051883989946782595
79451-10-8,0.05613812030168202,0.9438618796983179
66996-10-9,0.16120672517248602,0.838793274827514
30129-29-4,0.8621811629725679,0.1378188370274321
30129-30-7,0.8633035503500452,0.13669644964995475
55297-95-5,0.8025004875781686,0.19749951242183136
3004-70-4,0.2383436243592768,0.7616563756407232
53521-41-8,0.8126784920365733,0.18732150796342684
139-88-8,0.5528177077681256,0.44718229223187456
33820-53-0,0.5058195350585873,0.49418046494141266
5892-41-1,0.2798526682487721,0.720147331751228
1912-25-0,0.2557396369629933,0.7442603630370067
2275-18-5,0.0,1.0
87130-20-9,0.586909786335331,0.4130902136646691
63873-23-4,0.12376506562401182,0.8762349343759881
78-52-4,0.0,1.0
63873-21-2,0.0,1.0
68649-11-6,0.8193745786248194,0.18062542137518048
63990-57-8,0.3605191015127162,0.6394808984872838
26818-53-1,0.0,1.0
27891-14-1,0.5364819813320135,0.46351801866798653
36756-79-3,0.47208464140100825,0.5279153585989917
19072-57-2,0.15064240415818628,0.8493575958418138
27591-74-8,0.058546467514539874,0.94145353248546
66734-13-2,1.0,0.0
5593-20-4,0.8501329245310241,0.1498670754689759
5534-09-8,0.9541416863752162,0.045858313624783854
27778-88-7,0.12337812471490807,0.876621875285092
27778-86-5,0.11010014855178764,0.8898998514482124
27778-84-3,0.11108471412690463,0.8889152858730954
27778-80-9,0.10658366819014084,0.8934163318098591
27778-82-1,0.19418784088146207,0.805812159118538
27684-92-0,0.1501025602886714,0.8498974397113286
26259-45-0,0.1683727783695781,0.831627221630422
40618-52-8,0.05568259668208761,0.9443174033179125
69-05-6,0.5833518655649209,0.4166481344350791
9050-04-8,0.025421234608186773,0.9745787653918132
60735-64-0,0.7017437311390324,0.2982562688609675
24151-93-7,0.07550710483093319,0.9244928951690667
2109-64-0,0.5975394910019444,0.4024605089980556
22457-23-4,0.7853965378594902,0.21460346214050982
541-85-5,0.8553669286452901,0.14463307135470996
14355-07-8,0.22205375256557242,0.7779462474344276
10032-15-2,1.0,0.0
14355-12-5,0.22563579712416987,0.7743642028758301
10024-78-9,0.3137847000385257,0.6862152999614743
32838-28-1,0.9374006992165272,0.0625993007834727
57-33-0,0.049675578889997726,0.9503244211100024
71-73-8,0.05052023413703664,0.9494797658629633
871-22-7,1.0,0.0
105-82-8,0.7933071901105574,0.20669280988944272
29122-60-9,0.11544859665555075,0.8845514033444493
186817-80-1,0.9324594725671846,0.06754052743281541
7452-79-1,1.0,0.0
7286-69-3,0.2346907458431357,0.7653092541568642
98886-44-3,0.0,1.0
125-64-4,0.24657462856656,0.7534253714334399
82834-16-0,0.7678262823145269,0.23217371768547307
730-07-4,0.6642143609267787,0.33578563907322134
33499-11-5,0.4312040116091232,0.5687959883908769
110429-62-4,0.6047242074070353,0.39527579259296475
67050-64-0,0.05150174087699571,0.9484982591230042
54-05-7,0.18174791199093351,0.8182520880090665
1094-08-2,0.0,1.0
30238-41-6,0.5195743622760169,0.48042563772398306
64241-34-5,0.4712325824932589,0.528767417506741
33499-13-7,0.5577815806943456,0.44221841930565436
63867-07-2,0.4398584367095604,0.5601415632904396
15299-99-7,0.5313327259346103,0.46866727406538977
4630-95-9,0.08659528081932462,0.9134047191806753
66968-39-6,0.0,1.0
105-57-7,0.808631715900497,0.1913682840995031
137658-79-8,0.7420834729543376,0.25791652704566237
7492-66-2,1.0,0.0
87820-88-0,0.7421864855920389,0.25781351440796113
103890-78-4,0.4767099271172663,0.5232900728827338
52-60-8,0.06279621744948408,0.937203782550516
50765-73-6,0.04579892022595346,0.9542010797740464
50765-89-4,0.0,1.0
15763-48-1,0.1318990995877135,0.8681009004122864
22609-73-0,0.45806132462140364,0.5419386753785963
88045-99-2,0.6102846838753416,0.3897153161246584
56358-09-9,0.5351771877569605,0.4648228122430394
17702-79-3,0.05848928354466855,0.9415107164553314
41611-76-1,0.7197201988141273,0.28027980118587265
137-58-6,0.5857012579374511,0.41429874206254885
333-40-4,0.0608263650010955,0.9391736349989046
31775-20-9,0.9527693123383274,0.047230687661672474
105779-78-0,0.5287108876688753,0.47128911233112475
23191-75-5,0.47881205137006605,0.5211879486299339
88045-98-1,0.6327013925072877,0.3672986074927122
243973-20-8,0.6096550366347697,0.3903449633652302
57470-78-7,0.4939359230225611,0.5060640769774389
68227-46-3,0.40803689231428986,0.5919631076857101
5221-49-8,0.07586363291878052,0.9241363670812195
72542-60-0,0.059377383934293225,0.9406226160657067
79438-83-8,0.16807165055213633,0.8319283494478638
21409-78-9,0.15701996842071758,0.8429800315792824
40374-14-9,0.0,1.0
29232-93-7,0.07343249707882664,0.9265675029211733
13171-21-6,0.0,1.0
73521-00-3,0.11244683502041246,0.8875531649795875
73512-92-2,0.03099782408788725,0.9690021759121128
73520-99-7,0.08690536671425012,0.9130946332857499
73512-93-3,0.08662862327794126,0.9133713767220587
73512-94-4,0.05066328831847436,0.9493367116815258
128606-48-4,0.057651615040946486,0.9423483849590536
57846-34-1,0.08811030512199014,0.9118896948780099
74639-40-0,0.6573241077751957,0.3426758922248044
1716-09-2,0.05453082104189898,0.9454691789581009
14143-09-0,0.0,1.0
10097-26-4,1.0,0.0
688-84-6,0.937663995037863,0.06233600496213691
105-16-8,0.6620921092673548,0.33790789073264527
1918-08-7,0.5070963574721825,0.49290364252781743
14663-66-2,0.04538837600033464,0.9546116239996654
14663-67-3,0.0,1.0
10137-90-3,0.8121853830611104,0.1878146169388896
78193-97-2,0.46161884296979633,0.5383811570302037
58458-55-2,0.5956013515817978,0.40439864841820206
103-09-3,1.0,0.0
29214-60-6,0.9361325106362423,0.0638674893637578
23947-60-6,0.12919581486365467,0.8708041851363454
437717-43-6,0.4721445411938211,0.5278554588061789
6946-94-7,0.7914878643221925,0.20851213567780763
1187-74-2,0.8738133527370411,0.12618664726295895
274671-61-3,0.552731308558598,0.4472686914414021
2728-05-4,0.3508126557448903,0.6491873442551097
134-62-3,0.539775761051364,0.46022423894863584
52406-01-6,0.8101282063872444,0.18987179361275552
953-32-2,0.0,1.0
60090-47-3,0.4016574186000716,0.5983425813999282
15386-51-3,0.24033231535040125,0.7596676846495987
2728-04-3,0.5363388320212052,0.46366116797879475
56632-42-9,0.3626873932269238,0.6373126067730762
299-45-6,0.054541344625248206,0.9454586553747518
2425-15-2,0.05359313060219304,0.9464068693978069
51356-23-1,0.05568952442616053,0.9443104755738394
51356-21-9,0.0,1.0
3099-88-5,0.0,1.0
1942-78-5,0.0,1.0
108-35-0,0.06391712788840048,0.9360828721115996
15421-84-8,0.0639066835786953,0.9360933164213046
51356-11-7,0.054533447341182054,0.945466552658818
51356-09-3,0.0,1.0
22439-40-3,0.06013604712796844,0.9398639528720316
5633-16-9,0.269476763121454,0.7305232368785459
26662-09-9,0.11528830358751388,0.8847116964124861
21673-86-9,0.7104732996683694,0.28952670033163064
107812-70-4,0.3209615518197206,0.6790384481802795
105435-14-1,0.5364025140871821,0.46359748591281796
63979-26-0,0.4532638021796789,0.5467361978203211
75274-20-3,0.22698457982413822,0.7730154201758617
2532-92-5,0.35514889538965294,0.6448511046103471
2544-52-7,0.0,1.0
88-24-4,0.7524650385154759,0.24753496148452409
120-95-6,0.4782896719218058,0.5217103280781941
51959-14-9,0.3983027780232441,0.601697221976756
79-74-3,0.3261562194952501,0.6738437805047498
10508-09-5,0.754919643514186,0.2450803564858141
118134-30-8,0.7350426172186056,0.26495738278139425
3006-82-4,1.0,0.0
329-21-5,0.0,1.0
7795-74-6,0.0,1.0
69784-43-6,0.25445614941443095,0.7455438505855692
55285-14-8,0.059201477316671886,0.9407985226833281
42222-50-4,1.0,0.0
3489-84-7,0.6635137510178424,0.3364862489821576
919-94-8,0.6969725923131946,0.30302740768680536
3734-95-0,0.0,1.0
129927-33-9,0.13112104563628274,0.8688789543637172
72590-77-3,0.9427699259539732,0.057230074046026695
13472-08-7,0.17745710069204484,0.8225428993079552
78-66-0,0.6698156576196329,0.3301843423803671
1338-23-4,0.670446249261201,0.32955375073879906
154619-86-0,0.0,1.0
154619-76-8,0.0,1.0
82559-96-4,0.812652206934999,0.18734779306500104
82558-50-7,0.49682219290703933,0.5031778070929607
4268-36-4,0.614261272603704,0.38573872739629594
5340-36-3,0.787040400858927,0.21295959914107299
33236-05-4,0.0,1.0
33210-49-0,0.1400198815490247,0.8599801184509753
17091-21-3,0.80936932359074,0.19063067640926004
82560-06-3,0.12834949832902656,0.8716505016709735
123199-92-8,0.3383053680226201,0.6616946319773799
77-74-7,0.7240627131077482,0.27593728689225183
1986-53-4,0.6819649127004622,0.3180350872995378
55937-99-0,0.6129119802767151,0.38708801972328477
1081-95-4,0.0,1.0
103446-98-6,0.44010925998030076,0.5598907400196993
19457-00-2,0.5130809780996592,0.4869190219003408
30087-47-9,0.0,1.0
40373-31-7,0.0,1.0
2631-26-7,0.06282325849416075,0.9371767415058393
3772-48-3,0.0,1.0
1474-80-2,0.04407979182102805,0.955920208178972
28616-48-0,0.04415110400699255,0.9558488959930074
55769-64-7,0.484042662900878,0.515957337099122
89591-51-5,0.45582776648859835,0.5441722335114016
63580-68-7,0.0,1.0
60244-63-5,0.05479362145091591,0.9452063785490841
60244-60-2,0.07043389495223507,0.929566105047765
7396-58-9,0.5528736796066527,0.4471263203933474
63039-90-7,0.04540393261558355,0.9545960673844164
18886-42-5,0.04685967222919618,0.9531403277708039
37686-84-3,0.0,1.0
63717-17-9,0.0,1.0
57647-36-6,0.04544875869976879,0.9545512413002312
104907-82-6,0.1388213561882074,0.8611786438117925
80472-86-2,0.1488026209242924,0.8511973790757076
76597-98-3,0.6649789155149706,0.33502108448502943
513-10-0,0.1226418339865621,0.8773581660134379
107-64-2,0.4752681246051664,0.5247318753948337
68391-05-9,0.5049718820078624,0.49502811799213764
7173-51-5,0.3809437035142796,0.6190562964857205
37335-68-5,0.20723795120015334,0.7927620487998466
124-03-8,0.3391558715694363,0.6608441284305638
6458-13-5,0.3152795525057793,0.6847204474942207
70206-24-5,0.9348096335663716,0.06519036643362845
53-46-3,0.0,1.0
50-10-2,0.05524467034096828,0.9447553296590318
54663-47-7,0.2729352914903585,0.7270647085096414
32358-09-1,0.13608863376677463,0.8639113662332254
24789-78-4,0.4152446635476952,0.5847553364523048
154-82-5,0.3314995742513173,0.6685004257486827
3700-98-9,0.12405797237720467,0.8759420276227954
3700-97-8,0.062085665524086626,0.9379143344759134
63917-07-7,0.06620807683477872,0.9337919231652213
38260-54-7,0.06778979147572926,0.9322102085242708
2830-87-7,0.06148706660324186,0.9385129333967581
21410-51-5,0.0,1.0
1634-78-2,0.054540333868161255,0.9454596661318387
121-75-5,0.09151645898941757,0.9084835410105824
18300-07-7,0.06467217491809646,0.9353278250819035
3344-12-5,0.0735198819832147,0.9264801180167852
51012-33-0,0.5706529026108912,0.4293470973891088
4104-03-4,0.0,1.0
816-19-3,1.0,0.0
15972-60-8,0.5402272054234502,0.4597727945765498
117666-91-8,0.39322269403625165,0.6067773059637483
117683-18-8,0.3560594750910916,0.6439405249089083
90220-16-9,0.0,1.0
673-04-1,0.250069005362978,0.749930994637022
64-96-0,0.19918112609220914,0.8008188739077909
109410-00-6,0.12975320038151877,0.8702467996184813
364-62-5,0.36035900400283294,0.6396409959971671
4093-35-0,0.30160825347517156,0.6983917465248284
19351-21-4,0.3112571490349663,0.6887428509650337
304-84-7,0.3469483783298347,0.6530516216701652
19351-20-3,0.193377588022529,0.8066224119774709
55619-22-2,0.677400463224835,0.322599536775165
919-53-9,0.0703982398001002,0.9296017601998998
90245-33-3,0.0,1.0
22082-34-4,0.0,1.0
78-62-6,0.7354663947581009,0.26453360524189895
1067-99-8,0.6573032496800423,0.3426967503199577
999-34-8,0.3825178109908714,0.6174821890091285
90220-14-7,0.0,1.0
996-04-3,0.0,1.0
996-05-4,0.0,1.0
63906-39-8,0.0,1.0
32744-43-7,0.07666246474359054,0.9233375352564095
7292-16-2,0.09803829846782937,0.9019617015321707
1014-70-6,0.2552358280914414,0.7447641719085586
21923-23-9,0.0,1.0
2404-05-9,0.07324926881217743,0.9267507311878225
51528-03-1,0.42597847533911815,0.5740215246608819
3254-62-4,0.05524224683404675,0.9447577531659532
115-90-2,0.0,1.0
6587-45-7,0.0,1.0
6132-17-8,0.0,1.0
101526-62-9,0.6956467972960791,0.3043532027039209
109-66-0,0.8458427944170429,0.15415720558295712
110-54-3,0.716456831316101,0.28354316868389895
1120-21-4,0.8756456974334048,0.12435430256659523
112-40-3,0.9631237371640946,0.03687626283590532
629-50-5,0.9567705436473259,0.04322945635267403
629-59-4,0.9546270388171654,0.04537296118283465
593-45-3,0.9227908257344498,0.07720917426555016
112-95-8,0.9568819240951932,0.043118075904806784
2500-88-1,0.9396411351810428,0.06035886481895726
627-83-8,1.0,0.0
26322-14-5,1.0,0.0
41672-81-5,1.0,0.0
68153-95-7,0.6951256971037436,0.30487430289625633
53220-22-7,1.0,0.0
3234-85-3,0.9479667447501621,0.052033255249837845
16958-92-2,1.0,0.0
119-06-2,1.0,0.0
3648-20-2,1.0,0.0
84-76-4,0.9954010030688216,0.0045989969311783846
50602-85-2,0.6688196681018351,0.3311803318981649
119-07-3,0.9954344630648273,0.004565536935172686
8007-43-0,0.938025321835096,0.06197467816490409
629-82-3,0.810278162115432,0.189721837884568
