CASRN,EPA_knn_ecfp6bits-1,EPA_knn_ecfp6bits-2,EPA_knn_ecfp6bits-3,EPA_knn_ecfp6bits-4
3247-33-4,0.581364600683146,0.21621828316364988,0.20241711615320412,0.0
70682-61-0,0.0,0.0,0.6559614568175288,0.3440385431824712
3319-31-1,0.0,0.0,0.6456605302908228,0.35433946970917707
301-13-3,0.0,0.0,0.31946088500109465,0.6805391149989053
78-42-2,0.0,0.0,0.7195283862960719,0.2804716137039282
56706-10-6,0.0,0.0,0.6898131191723901,0.31018688082761
160194-28-5,0.0,0.33684153800085553,0.22335177147696897,0.4398066905221756
15458-87-4,0.0,0.4468279921517332,0.4413342053629823,0.1118378024852845
105084-66-0,0.4462553882320675,0.0,0.5537446117679324,0.0
13080-06-3,0.0,0.23623828576009379,0.6631647634889024,0.1005969507510038
15180-47-9,0.0,0.0,0.5565273806377201,0.4434726193622798
35077-00-0,0.0,0.0,0.7551577834245389,0.2448422165754611
63869-22-7,0.5441259437280365,0.45587405627196353,0.0,0.0
139-60-6,0.0,0.0,0.8966164598886462,0.10338354011135374
34206-40-1,0.0,0.0,0.8102657551117878,0.1897342448882122
752-56-7,0.0,0.0,0.3969536856467493,0.6030463143532507
74758-25-1,0.0,0.09028897675441748,0.9097110232455826,0.0
23505-41-1,0.14802377898379548,0.6073037114572648,0.2446725095589398,0.0
154702-15-5,0.0,0.0,0.786151295462728,0.21384870453727198
3857-80-5,0.0,0.09597418069273976,0.8128503476491575,0.09117547165810277
3687-16-9,0.0,0.09992840426676505,0.7197294250699822,0.18034217066325273
141-94-6,0.0,0.12109848466832944,0.5505591106900017,0.3283424046416688
68289-21-4,0.0,0.24065946214478193,0.5248505036776485,0.23449003417756958
67762-53-2,0.0,0.0,0.8877634669697697,0.11223653303023029
4559-86-8,0.0,0.21568534082734386,0.6822235087804269,0.10209115039222919
10254-57-6,0.0,0.21046509436339525,0.6800168701081412,0.1095180355284636
53306-54-0,0.0,0.0,0.34088450122280334,0.6591154987771967
1941-30-6,0.0,0.0,0.3271549125979505,0.6728450874020494
682-01-9,0.0,0.0,0.43322165612671726,0.5667783438732826
486455-65-6,0.0,0.0,0.6763222869299663,0.3236777130700337
126-57-8,0.0,0.0,1.0,0.0
11138-60-6,0.0,0.0,1.0,0.0
78-16-0,0.0,0.0,0.6806106376443481,0.3193893623556518
106-20-7,0.0,0.0,0.5886060928694031,0.4113939071305968
295800-70-3,0.0,0.0,0.8940557306251588,0.10594426937484135
10143-60-9,0.0,0.12388037042659784,0.30727189919538483,0.5688477303780173
22174-70-5,0.0,0.0,0.5148287460284869,0.48517125397151306
19074-24-9,0.0,0.0,1.0,0.0
122-62-3,0.0,0.0,0.5,0.5
103-24-2,0.0,0.0,0.5,0.5
103-23-1,0.0,0.06201885632440633,0.5477186748649899,0.3902624688106037
2915-57-3,0.0,0.11124642247009536,0.6353385829827907,0.25341499454711397
84731-70-4,0.0,0.10779154875803672,0.566970156212769,0.3252382950291942
117-81-7,0.0,0.0,0.7374377546401086,0.26256224535989137
14858-73-2,0.0,0.10451019092585725,0.5726070800116483,0.3228827290624946
3658-48-8,0.0,0.0,0.43761130513217844,0.5623886948678215
298-07-7,0.0,0.0,0.5892320868667041,0.4107679131332958
63449-80-9,0.0,0.0,0.46810440413035653,0.5318955958696435
7425-14-1,0.0,0.09993598540557569,0.789307892423132,0.11075612217129216
18268-70-7,0.0,0.0,0.0,1.0
94-28-0,0.0,0.0,0.0,1.0
3282-85-7,0.0,0.0,0.8167590484647442,0.18324095153525582
7790-07-0,0.0,0.0,0.4320223834765138,0.5679776165234862
25724-60-1,0.0,0.0,0.7467369592580013,0.25326304074199874
10022-60-3,0.0,0.0,0.5326693836767854,0.46733061632321465
468-61-1,0.0,0.14842878928401498,0.851571210715985,0.0
4551-59-1,0.0,0.3505389565810519,0.649461043418948,0.0
57647-13-9,0.0,0.0,0.8709556667977162,0.12904433320228373
27591-69-1,0.0,0.21534441294366266,0.6599413344122649,0.1247142526440724
589-32-2,0.11394508030690967,0.32977685118965044,0.5562780685034399,0.0
60012-88-6,0.0,0.0,0.24717622280155455,0.7528237771984455
78-53-5,0.8878337269962139,0.11216627300378619,0.0,0.0
115-79-7,0.0,0.33942086843086827,0.6605791315691317,0.0
122-31-6,0.0,0.09770355111139167,0.670721621113424,0.23157482777518434
78-10-4,0.0,0.0,0.754594911192,0.24540508880800013
17356-42-2,0.7942628212222493,0.2057371787777507,0.0,0.0
3689-24-5,0.4258324391513942,0.10459709816547709,0.4695704626831288,0.0
563-12-2,0.7912535778065458,0.2087464221934541,0.0,0.0
6926-73-4,0.763053966065322,0.12735849323988938,0.1095875406947885,0.0
78-07-9,0.0,0.0,0.6630826061895734,0.3369173938104267
20395-17-9,0.8014247311728926,0.09928763441355369,0.09928763441355369,0.0
18300-10-2,0.906877365647913,0.09312263435208692,0.0,0.0
2667-40-5,0.4462732204275861,0.22578479510520444,0.32794198446720946,0.0
55134-13-9,0.1113390044799952,0.11144549802803919,0.22111096534576422,0.5561045321462013
33446-90-1,0.0,0.0,0.33799521368432983,0.6620047863156702
27879-29-4,0.10046853348393552,0.3088353909308028,0.5906960755852617,0.0
35435-21-3,0.0,0.0,0.6722213399663423,0.3277786600336578
55934-93-5,0.0,0.0,0.5518218454159403,0.4481781545840597
52030-05-4,0.0,0.11696658026481181,0.6659307445106369,0.21710267522455118
74051-80-2,0.09706903977046406,0.0,0.6540956530624165,0.24883530716711955
2224-33-1,0.0,0.19256427267069276,0.710700142942146,0.09673558438716119
34036-80-1,0.0,0.10470590357316786,0.796540466441803,0.09875362998502912
6104-58-1,0.0,0.08689372934969689,0.6413954417947876,0.2717108288555156
77-90-7,0.0,0.0,0.20922810546890522,0.7907718945310946
21327-31-1,0.5697416252500309,0.16778096898800554,0.0,0.2624774057619635
5826-91-5,0.541583128120274,0.45841687187972596,0.0,0.0
22787-59-3,0.8062085946060356,0.0,0.0,0.19379140539396447
22787-58-2,0.8378408798522062,0.1621591201477938,0.0,0.0
5675-57-0,0.22656217960450103,0.445322776288937,0.2025945238778772,0.1255205202286848
3730-54-9,0.0,0.45173983460657025,0.3335432669995793,0.21471689839385039
655-35-6,0.0,0.4287597940668746,0.4038164435178457,0.16742376241527968
77-89-4,0.0,0.10112932844576847,0.4229585442643611,0.4759121272898703
24748-23-0,0.2189122148607998,0.0,0.6760537180291507,0.10503406711004953
70833-40-8,0.0,0.0,0.678531317454664,0.32146868254533595
14504-73-5,0.0,0.2199217043991748,0.7800782956008252,0.0
67239-04-7,0.1156848215946606,0.23967589864757297,0.5367774071643842,0.10786187259338231
2595-54-2,0.5738482824745678,0.3013550383917946,0.12479667913363754,0.0
5137-55-3,0.0,0.23751858933503292,0.461440407903123,0.3010410027618441
1421-14-3,0.21801514395091207,0.0,0.6713090250558431,0.11067583099324478
2031-67-6,0.0,0.0,0.5200008534152613,0.47999914658473875
64036-99-3,0.8870148654281558,0.11298513457184417,0.0,0.0
26523-78-4,0.0,0.0996999130072036,0.48353241626307436,0.41676767072972193
68814-95-9,0.0,0.11666666666666667,0.35,0.5333333333333333
538-23-8,0.0,0.0,0.04380096969392511,0.956199030306075
68130-53-0,0.0,0.0,0.08931518951436906,0.910684810485631
2528-38-3,0.0,0.08669644791718444,0.6580320812557446,0.2552714708270709
5343-44-2,0.0,0.0,0.6849945405531006,0.31500545944689945
5831-80-1,0.0,0.0,0.8032593419545448,0.19674065804545507
51249-05-9,0.11103319018814364,0.0,0.6773609247217152,0.21160588509014114
102-85-2,0.0,0.321443907144949,0.22271804920086713,0.45583804365418384
126-73-8,0.0,0.07729892171895753,0.5904368385560363,0.3322642397250062
998-40-3,0.0,0.12710322447524902,0.2156215415205117,0.6572752340042393
115-78-6,0.0,0.13469459689325491,0.8653054031067451,0.0
33060-84-3,0.0,0.6809614298562715,0.21009857058245532,0.10893999956127312
150-50-5,0.11166413033748099,0.4575328976814968,0.215746128368096,0.21505684361292637
78-48-8,0.3445116692687975,0.33709503638876503,0.3183932943424374,0.0
60-01-5,0.0,0.0,0.0,1.0
74125-01-2,0.8048192462479619,0.1951807537520381,0.0,0.0
1496-94-2,0.2350771504870277,0.21130099497284222,0.442142364088941,0.11147949045118914
21270-07-5,0.0,1.0,0.0,0.0
29806-73-3,0.0,0.0,0.5380075595145997,0.4619924404854004
7346-61-4,0.0,0.10397015159282882,0.36399001724827645,0.5320398311588949
59130-69-7,0.0,0.0,0.20574955706692574,0.7942504429330742
63907-12-0,0.0,0.0,0.10941661490297439,0.8905833850970257
1114-71-2,0.0,0.2178739076429324,0.42044892031734066,0.3616771720397269
64058-98-6,0.0,0.5816028409718647,0.21249855473471566,0.2058986042934198
64059-01-4,0.0,0.7047137739245153,0.2952862260754847,0.0
13194-48-4,0.678898435690039,0.10703385476998703,0.21406770953997406,0.0
2511-15-1,0.5658932500815657,0.1190745038056597,0.2170301333514477,0.09800211276132696
90220-15-8,0.8757643726401964,0.12423562735980372,0.0,0.0
759-94-4,0.0,0.2770314182340217,0.5292793885132842,0.19368919325269415
23184-66-9,0.0,0.0,1.0,0.0
51218-49-6,0.0,0.0,1.0,0.0
109965-82-4,0.0,0.41265756592984165,0.5031312524234808,0.08421118164667762
20954-13-6,0.0,0.0,0.8857076958753235,0.11429230412467643
102579-43-1,0.0,0.0,0.6353744620376479,0.36462553796235214
168152-77-0,0.0,1.0,0.0,0.0
168152-89-4,0.0,1.0,0.0,0.0
92953-10-1,0.0,0.0,0.6657363900561573,0.3342636099438427
17088-72-1,0.0,0.0,0.42347833661471407,0.5765216633852859
60763-41-9,0.0,0.0,0.6288990770262033,0.37110092297379665
35850-79-4,0.0,0.0,0.7416788892628859,0.25832111073711417
3309-68-0,0.8003104870304011,0.19968951296959894,0.0,0.0
18109-81-4,0.0,0.25183356351367187,0.7481664364863281,0.0
52736-14-8,0.0,0.20271640972292765,0.22213813089007578,0.5751454593869966
3862-08-6,0.0,0.20259501939821045,0.5515569760933038,0.24584800450848585
139-45-7,0.0,0.10093202501052367,0.10660501939050628,0.7924629555989701
38727-55-8,0.0,0.0,1.0,0.0
80472-88-4,0.0,0.0928517258176526,0.9071482741823473,0.0
51356-13-9,0.563390429772435,0.19663949408214584,0.23997007614541918,0.0
33210-44-5,0.0,0.4492370266219256,0.5507629733780744,0.0
33210-40-1,0.0,0.8281609584692673,0.17183904153073268,0.0
33210-43-4,0.0,0.7121364404212432,0.28786355957875687,0.0
1912-26-1,0.0,0.10443504617437417,0.7839429797424776,0.11162197408314833
7779-27-3,0.09224087277059533,0.08987572218673391,0.6017833306435433,0.2161000743991275
78816-48-5,0.0,0.4562120442375381,0.17553873477244059,0.3682492209900212
2941-55-1,0.0,0.10532201781135553,0.8946779821886444,0.0
4740-11-8,0.0,0.23416534978070952,0.5593365113396739,0.20649813887961663
125-99-5,0.0,0.09120917047752732,0.9087908295224727,0.0
5957-17-5,0.0,0.0,0.79314705716629,0.20685294283371
2001-81-2,0.0,0.0,0.9093863572192594,0.09061364278074054
56-37-1,0.1539437066262726,0.19949272554338257,0.43572762179871066,0.21083594603163422
9004-57-3,0.0,0.0,0.3372962170483732,0.6627037829516268
7789-92-6,0.0,0.0,0.8905413603921648,0.10945863960783513
10140-99-5,0.0,0.0,0.6731630194905357,0.3268369805094643
122-51-0,0.0,0.0,0.9042726956273375,0.09572730437266262
63869-26-1,0.0,0.46028444450086203,0.4313249822171184,0.1083905732820195
2425-25-4,0.4774591536763853,0.3852796945034664,0.13726115182014836,0.0
5823-25-6,0.2113970363328741,0.2377208890168081,0.2225593309127598,0.328322743737558
919-54-0,0.5323250710589053,0.29362213978207446,0.1740527891590204,0.0
998-30-1,0.0,0.1072434128507193,0.6439087254338903,0.2488478617153903
1067-47-6,0.0,0.0941747796262844,0.8202117843498206,0.0856134360238949
919-30-2,0.0,0.09246394328681118,0.6666338289927612,0.24090222772042763
76524-94-2,0.0,0.0978159354855481,0.5826737121420029,0.31951035237244885
2602-34-8,0.0,0.10215892699002709,0.79243900548058,0.10540206752939302
14814-09-6,0.0,0.0,0.8131437822195259,0.1868562177804741
34708-08-2,0.0,0.08936336976605266,0.6969210580950277,0.21371557213891962
15129-36-9,0.0,0.342707111770436,0.6572928882295641,0.0
15267-95-5,0.0,0.0,0.5597585355889395,0.44024146441106055
122-52-1,0.0,0.3185752925143039,0.47619443142859863,0.20523027605709743
78-40-0,0.30815102739157163,0.23127522798624608,0.4605737446221823,0.0
78-38-6,0.39723197827715095,0.12092568337032464,0.4818423383525243,0.0
126-75-0,0.8992019615672568,0.1007980384327432,0.0,0.0
298-03-3,0.39678601838212985,0.41714718339808265,0.18606679821978758,0.0
298-04-4,0.886577447472101,0.11342255252789901,0.0,0.0
298-02-2,0.781021203265694,0.21897879673430598,0.0,0.0
1186-09-0,0.88146940311378,0.11853059688622003,0.0,0.0
2524-09-6,1.0,0.0,0.0,0.0
2497-07-6,0.613832455232068,0.2862406904592143,0.09992685430871773,0.0
2588-03-6,0.8830923014115521,0.11690769858844778,0.0,0.0
2496-91-5,0.8910917617993254,0.10890823820067458,0.0,0.0
4891-54-7,0.42725481865421877,0.22256657875028943,0.26341536003181953,0.08676324256367217
2497-06-5,0.688257911319374,0.20915769621631988,0.10258439246430615,0.0
2511-11-7,0.5991361542116728,0.21267429394059958,0.18818955184772768,0.0
2404-78-6,0.4574016681573309,0.34210745262807585,0.2004908792145933,0.0
688-62-0,0.21413581697202363,0.10322054410128424,0.5606557231706291,0.12198791575606319
1486-39-1,0.6390136465710832,0.3609863534289169,0.0,0.0
87310-56-3,0.0,0.0,1.0,0.0
55881-07-7,0.0,0.0,0.4796759176083759,0.5203240823916242
2229-55-2,0.0,0.0,0.19967476701871115,0.8003252329812889
79451-10-8,0.0,0.5460264134278454,0.36914146027167005,0.08483212630048462
66996-10-9,0.0,0.5407852526310082,0.37631948101571344,0.08289526635327842
30129-29-4,0.0,0.18515874029192847,0.7250521809700152,0.08978907873805618
30129-30-7,0.30005554885247493,0.0,0.596823822726067,0.10312062842145805
55297-95-5,0.11055647024949562,0.0,0.6674664655979732,0.22197706415253118
3004-70-4,0.0,0.0,1.0,0.0
53521-41-8,0.0,0.0,0.37351423006568873,0.6264857699343114
139-88-8,0.0,0.09222302887305286,0.8152233937633098,0.09255357736363728
33820-53-0,0.08259344985981999,0.0,0.8167386334135297,0.10066791672665039
5892-41-1,0.0,0.10478371762214592,0.6500561754062406,0.24516010697161336
1912-25-0,0.0,0.0,0.9042778868694907,0.09572211313050924
2275-18-5,0.7379823543175895,0.0,0.26201764568241037,0.0
87130-20-9,0.0,0.10354724047336236,0.679261835631263,0.2171909238953746
63873-23-4,0.46651392647557066,0.21774679287426227,0.3157392806501671,0.0
78-52-4,0.7997288817136976,0.20027111828630242,0.0,0.0
63873-21-2,0.3783021287509618,0.42677609643498327,0.1949217748140549,0.0
68649-11-6,0.0,0.09499206133387135,0.0,0.9050079386661287
63990-57-8,0.12814053487513583,0.21716448541996705,0.5468581528487578,0.10783682685613925
26818-53-1,0.0,0.3393540483751894,0.4483237092515688,0.21232224237324196
27891-14-1,0.0,0.0,0.7700728671636429,0.22992713283635716
36756-79-3,0.09475659819015288,0.0,0.674129747687523,0.23111365412232407
19072-57-2,0.0,0.4476988529846965,0.3373114159144007,0.21498973110090278
27591-74-8,0.14517598377699845,0.49711060762970416,0.11229059132064444,0.24542281727265294
66734-13-2,0.0,0.0,0.805780974531738,0.19421902546826192
5593-20-4,0.0,0.0,1.0,0.0
5534-09-8,0.0,0.0,0.9137702239584247,0.0862297760415754
27778-88-7,0.0,0.5112922301344632,0.4887077698655366,0.0
27778-86-5,0.0,0.47012056549627135,0.5298794345037288,0.0
27778-84-3,0.0,0.44009791387272557,0.5599020861272744,0.0
27778-80-9,0.0,0.2292983929465713,0.7707016070534287,0.0
27778-82-1,0.0,0.22415659351067468,0.7029344235143596,0.0729089829749656
27684-92-0,0.0,0.5054563240483424,0.4945436759516576,0.0
26259-45-0,0.0,0.082993002262424,0.917006997737576,0.0
40618-52-8,0.21842354343277637,0.3324613806932366,0.340100793799039,0.10901428207494805
69-05-6,0.10263333355921453,0.279729379062775,0.5178838145216514,0.09975347285635897
9050-04-8,0.10289951474538955,0.4733881255645138,0.42371235969009663,0.0
60735-64-0,0.10119581175791892,0.09155811540002187,0.6712857135074403,0.13596035933461897
24151-93-7,0.3369335229809594,0.32990949965307165,0.3331569773659689,0.0
2109-64-0,0.0,0.10018448050587281,0.7099922932724735,0.1898232262216537
22457-23-4,0.0,0.10450470271162204,0.6886859908695891,0.20680930641878886
541-85-5,0.0,0.0,0.8968123338581786,0.1031876661418213
14355-07-8,0.0542649748111443,0.4800480164473472,0.4656870087415085,0.0
10032-15-2,0.0,0.0,0.10272747270804565,0.8972725272919543
14355-12-5,0.12486965438862307,0.8267162613856556,0.0,0.04841408422572151
10024-78-9,0.0,0.13543298436290777,0.552717848164936,0.31184916747215635
32838-28-1,0.0,0.10724797511960467,0.6742017721675898,0.21855025271280545
57-33-0,0.0,0.7749425815542538,0.22505741844574628,0.0
71-73-8,0.0,0.612566720227562,0.3874332797724379,0.0
871-22-7,0.0,0.2163622443713724,0.317452503086064,0.4661852525425636
105-82-8,0.0,0.12712429799426828,0.4946086462234137,0.37826705578231795
29122-60-9,0.09436061266673743,0.19855952261501028,0.7070798647182522,0.0
186817-80-1,0.0,0.11038851080773086,0.5580798257216214,0.3315316634706478
7452-79-1,0.0,0.5501548832908733,0.21467795508484502,0.2351671616242818
7286-69-3,0.11891228047238094,0.0,0.8810877195276191,0.0
98886-44-3,0.6585520348149845,0.3414479651850155,0.0,0.0
125-64-4,0.10549250500274115,0.5482216240179626,0.34628587097929625,0.0
82834-16-0,0.0,0.0,0.6008948380599228,0.39910516194007706
730-07-4,0.10065044202107772,0.0,0.7688000140633481,0.13054954391557436
33499-11-5,0.0,0.2284089195772799,0.7715910804227201,0.0
110429-62-4,0.0,0.10408030791336836,0.7860290757217887,0.10989061636484282
67050-64-0,0.0,0.593898906367448,0.4061010936325521,0.0
54-05-7,0.0,0.19075949553432586,0.8092405044656741,0.0
1094-08-2,0.0,0.6670009842521619,0.3329990157478382,0.0
30238-41-6,0.0,0.19835830640902435,0.7343369237039172,0.06730476988705832
64241-34-5,0.0,0.21848229583162032,0.4546019294768333,0.32691577469154637
33499-13-7,0.0,0.16938267922964242,0.8306173207703575,0.0
63867-07-2,0.0,0.10244823597935904,0.897551764020641,0.0
15299-99-7,0.0,0.4952283281451376,0.4076977892700028,0.09707388258485943
4630-95-9,0.0,0.0,0.8902489969448549,0.10975100305514507
