CASRN,Toxic_RF_maccs-0,Toxic_RF_maccs-1
67-30-1,0.49796401934307033,0.50203598065693
16423-68-0,0.4377937696559364,0.5622062303440636
10397-75-8,0.7693018896945041,0.23069811030549522
59017-64-0,0.7405041229541929,0.2594958770458062
79770-24-4,0.7612853348710277,0.23871466512897185
7246-21-1,0.7663385569667817,0.2336614430332171
96-84-4,0.33664222141865147,0.663357778581347
59939-17-2,0.6353838320205187,0.36461616797948065
16034-77-8,0.6984347066131118,0.3015652933868876
22730-89-8,0.6726149491226863,0.32738505087731323
31112-62-6,0.7736189543523859,0.22638104564761372
440-58-4,0.7878150562075025,0.2121849437924976
66108-95-0,0.839159815166678,0.1608401848333222
3115-05-7,0.7111568052004653,0.28884319479953374
111453-32-8,0.8256252937038936,0.17437470629610607
19403-92-0,0.22307017721212322,0.7769298227878756
35453-19-1,0.8054955806791798,0.19450441932082038
37441-29-5,0.624032682303681,0.37596731769631847
19774-82-4,0.1989635420136265,0.8010364579863737
3861-47-0,0.37514093618806693,0.6248590638119331
57808-65-8,0.5950154513894325,0.40498454861056793
577-91-3,0.4296617496917181,0.5703382503082817
14689-57-7,0.018292370849999552,0.981707629150005
17601-49-9,0.3811097342053221,0.618890265794677
1746-25-4,0.07362642705981481,0.9263735729401862
29717-26-8,0.4569472688007257,0.5430527311992744
75-47-8,0.2843816871069904,0.7156183128930097
68439-50-9,0.7937778700457413,0.20622212995425585
9004-95-9,0.8910751134072344,0.1089248865927663
65-29-2,0.2082284846284627,0.7917715153715368
63869-27-2,0.04780505177651071,0.9521949482234909
3247-33-4,0.07098812186426566,0.9290118781357354
70682-61-0,0.5988766428804302,0.4011233571195689
3319-31-1,0.9395163399608435,0.06048366003915764
301-13-3,0.8171762456656064,0.18282375433439355
78-42-2,0.7354703227486838,0.264529677251316
56706-10-6,0.5623067421005187,0.4376932578994808
160194-28-5,0.70875012681271,0.2912498731872894
15458-87-4,0.2606224865300413,0.7393775134699592
105084-66-0,0.15053976258445892,0.8494602374155411
13080-06-3,0.6027617387074242,0.39723826129257556
15180-47-9,0.41128898750203885,0.5887110124979613
35077-00-0,0.4457043065448283,0.5542956934551713
63869-22-7,0.07257490411082225,0.927425095889178
139-60-6,0.28195893954229384,0.7180410604577043
34206-40-1,0.7333103324819534,0.2666896675180458
752-56-7,0.4352226605831403,0.5647773394168604
74758-25-1,0.1550038491406283,0.8449961508593722
23505-41-1,0.10042222558192024,0.8995777744180793
154702-15-5,0.4900238470418993,0.5099761529581008
3857-80-5,0.25607951612830127,0.7439204838716978
3687-16-9,0.16158953216515856,0.8384104678348423
141-94-6,0.33146324146751155,0.6685367585324882
68289-21-4,0.30990262484197545,0.6900973751580245
67762-53-2,0.8558703575831329,0.14412964241686835
4559-86-8,0.3064065917848877,0.6935934082151126
10254-57-6,0.19930211426574654,0.8006978857342535
53306-54-0,0.9420073997306792,0.057992600269321654
1941-30-6,0.31306227617175136,0.6869377238282456
682-01-9,0.7217359022828223,0.278264097717178
486455-65-6,0.6360426871465639,0.3639573128534355
126-57-8,0.9607901536390387,0.039209846360961434
11138-60-6,0.9526423294376637,0.04735767056233688
78-16-0,0.9526423294376637,0.04735767056233688
106-20-7,0.31938789967315356,0.6806121003268444
295800-70-3,0.5692642415443979,0.4307357584556023
10143-60-9,0.7360338865167028,0.2639661134832966
22174-70-5,0.8674127296839895,0.13258727031601136
19074-24-9,0.9736946447321361,0.026305355267865364
122-62-3,0.9781151720564962,0.021884827943505183
103-24-2,0.9658892299637404,0.03411077003626109
103-23-1,0.9658892299637404,0.03411077003626109
2915-57-3,0.9736946447321361,0.026305355267865364
84731-70-4,0.9632721374241671,0.036727862575833645
117-81-7,0.9444508590209756,0.05554914097902629
14858-73-2,0.8934724056424495,0.10652759435755148
3658-48-8,0.8041347572334532,0.19586524276654657
298-07-7,0.8226310272542289,0.17736897274577143
63449-80-9,0.4779051143136667,0.5220948856863333
7425-14-1,0.9668171090902488,0.03318289090975303
18268-70-7,0.9619152347714575,0.03808476522854352
94-28-0,0.9666285476582462,0.03337145234175546
3282-85-7,0.37310795445085765,0.6268920455491408
7790-07-0,0.9194538267169436,0.08054617328305672
25724-60-1,0.9152258216815564,0.08477417831844468
10022-60-3,0.8977135010129408,0.10228649898705902
468-61-1,0.18136113386233263,0.8186388661376663
4551-59-1,0.4169659653673247,0.5830340346326753
57647-13-9,0.07535531702380817,0.9246446829761922
27591-69-1,0.257474079554611,0.7425259204453882
589-32-2,0.391536120797416,0.6084638792025836
60012-88-6,0.46975611792291283,0.5302438820770872
78-53-5,0.13696118351434497,0.8630388164856554
115-79-7,0.4027411936706858,0.5972588063293146
122-31-6,0.7986802009373991,0.20131979906260067
78-10-4,0.6341628300326317,0.3658371699673681
17356-42-2,0.07711861949620877,0.9228813805037929
3689-24-5,0.09340664764602714,0.9065933523539741
563-12-2,0.025748868764620254,0.97425113123538
6926-73-4,0.06671606559480904,0.9332839344051916
78-07-9,0.7987558314726274,0.20124416852737287
20395-17-9,0.07343563534572996,0.9265643646542706
18300-10-2,0.021444218988492022,0.9785557810115091
2667-40-5,0.12372676746973583,0.8762732325302652
55134-13-9,0.47756742075682745,0.5224325792431727
33446-90-1,0.6508288855294913,0.34917111447050897
17980-47-1,0.880054617071846,0.11994538292815629
27879-29-4,0.47451718418004946,0.5254828158199504
35435-21-3,0.863749186220539,0.13625081377946158
55934-93-5,0.8699862739915335,0.13001372600846647
52030-05-4,0.5760946868478916,0.42390531315210833
74051-80-2,0.37354142982790667,0.6264585701720925
2224-33-1,0.5466358265770116,0.4533641734229882
34036-80-1,0.5337265334064223,0.46627346659357727
6104-58-1,0.9137806160909283,0.08621938390907165
77-90-7,0.9652861433390112,0.03471385666098954
21327-31-1,0.3200892077101327,0.6799107922898646
5826-91-5,0.0828195705026467,0.9171804294973529
22787-59-3,0.22433589931023915,0.7756641006897599
22787-58-2,0.025511477583653706,0.9744885224163462
5675-57-0,0.09002728439480608,0.9099727156051939
3730-54-9,0.1459496449943264,0.8540503550056733
655-35-6,0.28251208653235815,0.7174879134676411
77-89-4,0.8206070022304761,0.17939299776952358
24748-23-0,0.5760138911709519,0.4239861088290477
70833-40-8,0.9087250060632098,0.09127499393679152
14504-73-5,0.2778798866314276,0.7221201133685713
67239-04-7,0.4301687498635696,0.5698312501364302
2595-54-2,0.0840999906166834,0.9159000093833166
5137-55-3,0.35820229051396835,0.6417977094860312
1421-14-3,0.43395080712222556,0.5660491928777746
2031-67-6,0.7145991275230906,0.28540087247690754
64036-99-3,0.08564723728505608,0.9143527627149443
26523-78-4,0.7526082128857872,0.24739178711421206
68814-95-9,0.28117799744044314,0.7188220025595561
538-23-8,0.9553658914911864,0.04463410850881519
68130-53-0,0.9520742326502788,0.047925767349722176
2528-38-3,0.7551576707186285,0.24484232928137203
5343-44-2,0.7303966080070398,0.26960339199295846
5831-80-1,0.6961027829610261,0.30389721703897077
51249-05-9,0.4131577110832212,0.5868422889167786
102-85-2,0.5964160343332633,0.4035839656667371
126-73-8,0.6463162254048657,0.3536837745951332
998-40-3,0.6437839795506942,0.35621602044930517
115-78-6,0.3368775769333277,0.6631224230666716
33060-84-3,0.2618967592840052,0.7381032407159938
150-50-5,0.14004863775415377,0.859951362245846
78-48-8,0.07659934593515183,0.9234006540648485
60-01-5,0.718501099231781,0.28149890076821876
74125-01-2,0.042838686107223224,0.9571613138927777
1496-94-2,0.76833934015836,0.23166065984163958
21270-07-5,0.14239336295760263,0.8576066370423986
29806-73-3,0.967754243954376,0.032245756045626954
7346-61-4,0.7298432728129225,0.27015672718707834
59130-69-7,0.967754243954376,0.032245756045626954
63907-12-0,0.8333021950195898,0.16669780498041087
1114-71-2,0.3701605396498977,0.629839460350101
64058-98-6,0.11204116041036266,0.887958839589638
64059-01-4,0.1237671469969044,0.876232853003096
13194-48-4,0.03361724824070947,0.9663827517592922
2511-15-1,0.05373989356127176,0.9462601064387289
90220-15-8,0.04202934635206904,0.9579706536479309
759-94-4,0.32417611829872856,0.6758238817012702
23184-66-9,0.2578028630165134,0.7421971369834856
51218-49-6,0.33291652436197994,0.6670834756380185
109965-82-4,0.22318906754478332,0.7768109324552163
20954-13-6,0.37241867501766734,0.6275813249823311
102579-43-1,0.4874049408192181,0.5125950591807822
168152-77-0,0.11481800311463371,0.8851819968853667
168152-89-4,0.15662132878842353,0.8433786712115766
92953-10-1,0.22878172046451015,0.7712182795354893
17088-72-1,0.2944530523759983,0.705546947624
60763-41-9,0.9144036746997661,0.08559632530023475
35850-79-4,0.5960535813641692,0.40394641863583025
3309-68-0,0.04154836073130535,0.9584516392686953
18109-81-4,0.2782782709194767,0.7217217290805218
52736-14-8,0.7910675940122954,0.20893240598770543
3862-08-6,0.7285179505235307,0.2714820494764688
139-45-7,0.7859340135526531,0.2140659864473469
38727-55-8,0.5993882083250757,0.4006117916749238
80472-88-4,0.07744036603731241,0.922559633962688
51356-13-9,0.027803763888377693,0.9721962361116231
33210-44-5,0.022204137081008744,0.9777958629189912
33210-40-1,0.024133388776321704,0.9758666112236781
33210-43-4,0.024133388776321704,0.9758666112236781
1912-26-1,0.14331768462184394,0.856682315378156
7779-27-3,0.3121339197887783,0.6878660802112202
78816-48-5,0.44261289120522923,0.5573871087947713
2941-55-1,0.3094532672919955,0.6905467327080038
4740-11-8,0.28090257580124445,0.719097424198755
125-99-5,0.20722475817055563,0.7927752418294437
5957-17-5,0.30254276733225155,0.6974572326677482
2001-81-2,0.30842231140759463,0.6915776885924036
56-37-1,0.3864254411103272,0.6135745588896725
9004-57-3,0.7323574218173146,0.2676425781826856
7789-92-6,0.819061296255297,0.18093870374470328
10140-99-5,0.4321195076443038,0.567880492355696
122-51-0,0.6517064777626962,0.34829352223730264
63869-26-1,0.17158548199032872,0.8284145180096715
2425-25-4,0.0574755454186453,0.9425244545813556
5823-25-6,0.0897671248666691,0.9102328751333312
919-54-0,0.08868929930008115,0.9113107006999197
1067-47-6,0.6471588206295632,0.35284117937043613
919-30-2,0.5584381983701031,0.44156180162989644
76524-94-2,0.3774466853588842,0.622553314641115
2602-34-8,0.6987198992482604,0.3012801007517393
14814-09-6,0.6334074543008635,0.3665925456991363
34708-08-2,0.6329441049887964,0.3670558950112035
15129-36-9,0.41411227546851165,0.5858877245314882
15267-95-5,0.5263355210512654,0.4736644789487345
122-52-1,0.4119293116238997,0.5880706883761005
78-40-0,0.3695385570890474,0.6304614429109529
78-38-6,0.5474160739849295,0.45258392601507097
126-75-0,0.06962573084487864,0.9303742691551222
298-03-3,0.051860940095970635,0.9481390599040302
298-04-4,0.033191091770196614,0.9668089082298045
298-02-2,0.03279930525817734,0.9672006947418236
1186-09-0,0.040329268809756444,0.9596707311902454
2524-09-6,0.010786129471739611,0.9892138705282609
2497-07-6,0.03617179947549872,0.9638282005245012
2588-03-6,0.05173114214015897,0.9482688578598425
2496-91-5,0.03687239198888904,0.963127608011112
4891-54-7,0.045904525348584684,0.9540954746514156
2497-06-5,0.05366552064486402,0.9463344793551364
2511-11-7,0.038220903953610774,0.9617790960463896
2404-78-6,0.03095399181520101,0.9690460081847999
688-62-0,0.11141155351057605,0.8885884464894244
1486-39-1,0.0711979829751608,0.9288020170248393
87310-56-3,0.20837170289314608,0.7916282971068539
55881-07-7,0.6822771795499046,0.31772282045009453
2229-55-2,0.895454591621641,0.10454540837836022
79451-10-8,0.058724956963997696,0.9412750430360028
66996-10-9,0.08148621257656517,0.9185137874234348
30129-29-4,0.7608842908679659,0.23911570913203517
30129-30-7,0.7608842908679659,0.23911570913203517
55297-95-5,0.4626017117667814,0.5373982882332186
3004-70-4,0.13015585232890683,0.8698441476710929
53521-41-8,0.6515195677316715,0.34848043226832626
139-88-8,0.3755427019739495,0.624457298026048
33820-53-0,0.6358115957216074,0.3641884042783924
5892-41-1,0.36999224319748003,0.6300077568025199
1912-25-0,0.11381014736337869,0.8861898526366218
2275-18-5,0.05304254326780729,0.9469574567321932
87130-20-9,0.4109372948752314,0.5890627051247682
63873-23-4,0.09364008023614054,0.9063599197638607
78-52-4,0.04144405066811159,0.9585559493318895
63873-21-2,0.07823880500514918,0.9217611949948512
68649-11-6,0.8929820301094963,0.10701796989050466
63990-57-8,0.46339948925422453,0.5366005107457755
26818-53-1,0.1747878365286416,0.8252121634713581
27891-14-1,0.42670317791638573,0.5732968220836139
36756-79-3,0.2863271064164445,0.7136728935835539
19072-57-2,0.19617478366205648,0.8038252163379433
27591-74-8,0.07942053142691802,0.9205794685730811
66734-13-2,0.8483588535089756,0.15164114649102445
5593-20-4,0.8739593045584604,0.12604069544154026
5534-09-8,0.8804513089741072,0.11954869102589351
27778-88-7,0.01704954084188884,0.9829504591581115
27778-86-5,0.01642566163211158,0.983574338367889
27778-84-3,0.019670583776460165,0.9803294162235405
27778-80-9,0.018253061784116346,0.9817469382158837
27778-82-1,0.034623223680131196,0.9653767763198691
27684-92-0,0.016288937338401817,0.9837110626615985
26259-45-0,0.19369732284196356,0.8063026771580362
40618-52-8,0.08374912643216838,0.9162508735678314
69-05-6,0.5286111188603329,0.47138888113966715
9050-04-8,0.07618984021124156,0.9238101597887587
60735-64-0,0.5434683530376624,0.45653164696233745
24151-93-7,0.20968742782635472,0.7903125721736446
2109-64-0,0.3476452321930774,0.6523547678069213
22457-23-4,0.1681897513944003,0.8318102486056002
541-85-5,0.8366925535573282,0.16330744644267273
14355-07-8,0.09396802332871869,0.906031976671282
10032-15-2,0.9709649670216203,0.029035032978382263
14355-12-5,0.07486795104011362,0.9251320489598869
10024-78-9,0.1853766235999451,0.8146233764000543
32838-28-1,0.6795095731596015,0.3204904268403986
57-33-0,0.08189460944015535,0.9181053905598443
71-73-8,0.1742808114717172,0.8257191885282829
871-22-7,0.9079417992128932,0.09205820078710711
105-82-8,0.9087043318750219,0.09129566812497908
29122-60-9,0.13241556831553278,0.8675844316844682
186817-80-1,0.9156458504819376,0.08435414951806382
7452-79-1,0.9134321955215866,0.08656780447841426
7286-69-3,0.1740293557193198,0.8259706442806799
98886-44-3,0.21945549541791917,0.7805445045820802
125-64-4,0.31401091063111436,0.685989089368885
82834-16-0,0.8874240032900934,0.11257599670990683
730-07-4,0.4852901198709029,0.5147098801290972
33499-11-5,0.30184676873262983,0.6981532312673685
110429-62-4,0.6128003822014739,0.3871996177985256
67050-64-0,0.07200865515508811,0.9279913448449119
54-05-7,0.1891392875414638,0.810860712458535
1094-08-2,0.1676982035481987,0.8323017964518011
30238-41-6,0.556676471837989,0.4433235281620106
64241-34-5,0.4264129300209019,0.5735870699790977
33499-13-7,0.4964637490381619,0.5035362509618383
63867-07-2,0.43701474104650173,0.5629852589534979
15299-99-7,0.35373967622339336,0.6462603237766059
4630-95-9,0.20866224776212092,0.7913377522378787
66968-39-6,0.22008254552694173,0.7799174544730578
105-57-7,0.7223740248239335,0.2776259751760651
137658-79-8,0.6285346708350639,0.3714653291649354
7492-66-2,0.929487632678917,0.0705123673210845
87820-88-0,0.635765910536145,0.3642340894638548
103890-78-4,0.594818521342467,0.40518147865753174
52-60-8,0.015876592490636488,0.9841234075093641
50765-73-6,0.041114796248374316,0.9588852037516262
50765-89-4,0.023992579624506634,0.9760074203754935
15763-48-1,0.31311904955175474,0.6868809504482448
22609-73-0,0.435595748062253,0.5644042519377469
88045-99-2,0.785464196146088,0.21453580385391127
56358-09-9,0.32716554655586977,0.6728344534441291
17702-79-3,0.1274632489618599,0.8725367510381407
41611-76-1,0.7555726407895671,0.24442735921043288
137-58-6,0.353990906526111,0.6460090934738874
333-40-4,0.11913216084578075,0.8808678391542198
31775-20-9,0.8916676310141737,0.10833236898582667
105779-78-0,0.30858104520064017,0.6914189547993588
23191-75-5,0.5100323682765782,0.489967631723422
88045-98-1,0.7869397315454951,0.21306026845450446
243973-20-8,0.3388129918524677,0.6611870081475313
57470-78-7,0.6144882725518745,0.3855117274481246
68227-46-3,0.5200019082828224,0.4799980917171773
5221-49-8,0.0872105517177587,0.912789448282241
72542-60-0,0.07356817222925903,0.9264318277707411
79438-83-8,0.2015255883278382,0.7984744116721608
21409-78-9,0.2413492421211813,0.7586507578788172
40374-14-9,0.0845170851935267,0.9154829148064734
29232-93-7,0.1098144818478182,0.8901855181521817
13171-21-6,0.13398123385489338,0.8660187661451071
73521-00-3,0.2976675273388083,0.7023324726611905
73512-92-2,0.11321279672639774,0.886787203273603
73520-99-7,0.1690554905304994,0.8309445094695
73512-93-3,0.16191916679262913,0.8380808332073695
73512-94-4,0.16191916679262913,0.8380808332073695
128606-48-4,0.050293463820617564,0.9497065361793836
57846-34-1,0.08899081382765583,0.9110091861723446
74639-40-0,0.4858325353307802,0.5141674646692198
1716-09-2,0.014621876301994647,0.985378123698006
14143-09-0,0.06586495268700754,0.9341350473129924
10097-26-4,0.960494224620168,0.03950577537983354
688-84-6,0.9371417367343374,0.06285826326566432
105-16-8,0.3067525216932733,0.6932474783067254
1918-08-7,0.6252665668575329,0.374733433142466
14663-66-2,0.1480886256822595,0.8519113743177402
14663-67-3,0.11787348282824044,0.8821265171717588
10137-90-3,0.8904171326020104,0.1095828673979911
78193-97-2,0.504386222855666,0.49561377714433413
58458-55-2,0.42864801364354815,0.5713519863564521
103-09-3,0.9688210780699273,0.031178921930075272
29214-60-6,0.8705258235421756,0.12947417645782522
23947-60-6,0.4118736399761117,0.5881263600238882
437717-43-6,0.774374224042409,0.22562577595759115
6946-94-7,0.6613643003054817,0.3386356996945177
1187-74-2,0.8752177507241365,0.12478224927586438
274671-61-3,0.2779946422666456,0.7220053577333543
2728-05-4,0.41320367640558386,0.5867963235944152
134-62-3,0.6497752126597613,0.35022478734023677
52406-01-6,0.680632619596944,0.31936738040305546
953-32-2,0.0114482200110984,0.9885517799889016
60090-47-3,0.4239462120561046,0.5760537879438957
15386-51-3,0.21060677817730214,0.7893932218226973
2728-04-3,0.48801768983402183,0.5119823101659785
56632-42-9,0.4312368749241551,0.5687631250758445
299-45-6,0.07535707653483828,0.9246429234651617
2425-15-2,0.016389977420610193,0.9836100225793901
51356-23-1,0.06253431552362441,0.9374656844763752
51356-21-9,0.06368904980504282,0.9363109501949566
3099-88-5,0.02378696023621752,0.9762130397637828
1942-78-5,0.020585457992747528,0.9794145420072526
108-35-0,0.10265591976005854,0.8973440802399417
15421-84-8,0.1825965149285704,0.8174034850714292
51356-11-7,0.030973640899953324,0.9690263591000474
51356-09-3,0.04260766706596799,0.9573923329340328
22439-40-3,0.10465096437216961,0.8953490356278307
5633-16-9,0.25330101121830445,0.7466989887816955
26662-09-9,0.128559752047127,0.8714402479528724
21673-86-9,0.4284439966319634,0.5715560033680365
107812-70-4,0.2180490929750197,0.78195090702498
105435-14-1,0.3498969560819741,0.6501030439180259
63979-26-0,0.2047492461415158,0.7952507538584832
75274-20-3,0.14565261374722757,0.8543473862527718
2532-92-5,0.35709568795766844,0.6429043120423312
2544-52-7,0.12123615003881046,0.8787638499611898
88-24-4,0.6302008801089268,0.3697991198910731
120-95-6,0.41204546820324905,0.5879545317967518
51959-14-9,0.21361375515364997,0.7863862448463496
79-74-3,0.443410617300026,0.556589382699974
10508-09-5,0.7061376090815336,0.29386239091846583
118134-30-8,0.3253220253287287,0.6746779746712704
3006-82-4,0.9085825729002087,0.09141742709979138
329-21-5,0.06959152678002847,0.9304084732199719
7795-74-6,0.11239289608372868,0.887607103916272
69784-43-6,0.12421185250787922,0.8757881474921205
55285-14-8,0.0774389011865328,0.9225610988134669
42222-50-4,0.95679009040826,0.043209909591740335
3489-84-7,0.6572727249204041,0.3427272750795942
919-94-8,0.7934143826907312,0.20658561730926878
3734-95-0,0.1681970222591818,0.8318029777408181
129927-33-9,0.25303207214085566,0.7469679278591436
72590-77-3,0.8871218639799574,0.11287813602004321
13472-08-7,0.1498760798311331,0.8501239201688674
78-66-0,0.5698770255185198,0.43012297448147996
1338-23-4,0.6789413612013355,0.321058638798664
154619-86-0,0.01689246236665673,0.9831075376333435
154619-76-8,0.011945747714130624,0.9880542522858697
82559-96-4,0.5381379743980199,0.46186202560198036
82558-50-7,0.4078277692934455,0.5921722307065541
4268-36-4,0.45482294807757256,0.5451770519224273
5340-36-3,0.820292415383747,0.1797075846162529
33236-05-4,0.011189554432890164,0.9888104455671103
33210-49-0,0.01705283457829626,0.9829471654217042
17091-21-3,0.5442232989563138,0.455776701043686
82560-06-3,0.3501948588288532,0.6498051411711461
123199-92-8,0.27064838962580934,0.7293516103741909
77-74-7,0.6526746750494236,0.3473253249505751
1986-53-4,0.8011042376833251,0.19889576231667544
55937-99-0,0.7825555983173262,0.21744440168267415
1081-95-4,0.1428792368381584,0.8571207631618419
103446-98-6,0.4062951978926475,0.5937048021073518
19457-00-2,0.4767134146270904,0.5232865853729095
30087-47-9,0.08536277953918993,0.9146372204608115
40373-31-7,0.09263602147518989,0.90736397852481
2631-26-7,0.18000046042284257,0.8199995395771579
3772-48-3,0.08474695330728528,0.9152530466927148
1474-80-2,0.09678518852975518,0.9032148114702456
28616-48-0,0.15535561875853443,0.8446443812414658
55769-64-7,0.5498638449494659,0.45013615505053417
89591-51-5,0.49755890757506677,0.5024410924249332
63580-68-7,0.09428538547437629,0.905714614525624
60244-63-5,0.14253680152751835,0.8574631984724811
60244-60-2,0.10649269394220628,0.8935073060577935
7396-58-9,0.3290624842342375,0.67093751576576
63039-90-7,0.0762917068205266,0.9237082931794736
18886-42-5,0.1493114030081313,0.8506885969918692
37686-84-3,0.21976045523282203,0.7802395447671769
63717-17-9,0.1844129267418788,0.815587073258121
57647-36-6,0.04324265448254334,0.9567573455174575
104907-82-6,0.46472433551856823,0.5352756644814322
80472-86-2,0.0898398311601548,0.9101601688398453
76597-98-3,0.47880670589517105,0.5211932941048288
513-10-0,0.15007515888194578,0.8499248411180542
107-64-2,0.25177811656281673,0.7482218834371852
68391-05-9,0.30037321388654237,0.6996267861134555
7173-51-5,0.2974243461644802,0.7025756538355178
37335-68-5,0.16573529404105602,0.8342647059589453
124-03-8,0.2974243461644802,0.7025756538355178
6458-13-5,0.33545292314347913,0.6645470768565189
70206-24-5,0.32935606121842853,0.6706439387815702
53-46-3,0.1543670637251764,0.8456329362748236
50-10-2,0.14377139184697352,0.8562286081530269
54663-47-7,0.19673756479993418,0.8032624352000656
32358-09-1,0.09187848526345002,0.9081215147365519
24789-78-4,0.444558251623702,0.5554417483762981
154-82-5,0.41124007943928836,0.5887599205607116
3700-98-9,0.0883810986301272,0.9116189013698744
3700-97-8,0.07739479570329273,0.9226052042967088
63917-07-7,0.0548852901666155,0.9451147098333863
38260-54-7,0.1257350694079681,0.8742649305920323
2830-87-7,0.22855748665595074,0.7714425133440491
21410-51-5,0.22315379275660027,0.7768462072434004
1634-78-2,0.027079437765729783,0.9729205622342706
121-75-5,0.06648181287381325,0.9335181871261882
18300-07-7,0.018994823744481346,0.9810051762555193
3344-12-5,0.038894604717202234,0.961105395282799
51012-33-0,0.5296188858124924,0.47038111418750767
4104-03-4,0.03530124826827693,0.9646987517317236
816-19-3,0.9585487228592924,0.04145127714070953
