CASRN,LD50_knn_ecfp6counts
55934-93-5,1.1844128288015732
52030-05-4,1.1063452025885736
74051-80-2,0.4439650745279273
2224-33-1,0.8385840078587208
77-90-7,1.121842122333835
21327-31-1,-0.5010780982411899
5826-91-5,-0.7499401077984453
22787-59-3,-1.0433742320558257
22787-58-2,-1.4045834140749451
5675-57-0,-1.1276120478869134
3730-54-9,-0.5990709131514468
655-35-6,0.4194182288532299
77-89-4,0.5778507043850882
70833-40-8,1.2886509817377216
67239-04-7,0.7858675125441389
2595-54-2,-0.6431409059982854
5137-55-3,0.5678269232678811
64036-99-3,-1.5253644698391866
26523-78-4,0.4241847842364313
68814-95-9,0.6393392276105305
538-23-8,1.4667859542008845
2528-38-3,0.710827631738838
51249-05-9,0.5836132429003674
102-85-2,1.2395391063763526
126-73-8,0.7245453136326447
998-40-3,1.0472653253260753
115-78-6,0.34213708606467896
33060-84-3,0.7595578269275609
150-50-5,0.03167427377171034
78-48-8,0.08170310208416497
60-01-5,1.5114885581225972
74125-01-2,-1.2006739860448856
1496-94-2,-0.4686674808394907
21270-07-5,-0.027585133516626083
7346-61-4,0.7610932567606515
63907-12-0,1.1258218719452278
1114-71-2,1.0979348830233426
64058-98-6,0.14341995317658018
64059-01-4,0.12520218111918652
13194-48-4,-1.2715309775520494
2511-15-1,-0.522581052530876
90220-15-8,-1.3156603078461948
759-94-4,1.0244497652568332
23184-66-9,0.800407571338503
51218-49-6,0.7984542938177335
109965-82-4,0.29687052766946803
92953-10-1,0.4580210343350432
17088-72-1,0.32441360106937867
35850-79-4,1.1197913277731233
3309-68-0,-1.7167565868525756
18109-81-4,0.11139481025477138
139-45-7,1.4952513499472668
38727-55-8,0.8836324041926317
51356-13-9,-0.9164804669741351
33210-44-5,0.27846626594763924
33210-40-1,-0.16420454357173184
33210-43-4,0.19148931313667011
1912-26-1,0.6603997740557949
7779-27-3,1.1341969743533442
78816-48-5,0.19767313100250808
2941-55-1,0.7745803635947399
4740-11-8,0.6935176047118751
125-99-5,0.4824234204909138
5957-17-5,0.881181412972748
2001-81-2,0.6814139967363252
56-37-1,0.47231578498513055
7789-92-6,1.3592500041287894
10140-99-5,1.344186141913162
122-51-0,0.7417947192484475
63869-26-1,-0.6421706597520214
2425-25-4,-1.3640238759888723
5823-25-6,-0.7645633757649041
919-54-0,-1.054747570782678
1067-47-6,1.1421088276406413
919-30-2,1.1734040214378723
14814-09-6,1.0588852201664907
34708-08-2,1.2041951839111766
15129-36-9,0.9360536931134329
15267-95-5,1.243872754346367
122-52-1,1.2609126415883625
78-40-0,-0.7126878338677991
78-38-6,-0.18885627121126672
126-75-0,-1.5662389585122407
298-03-3,-0.903196524236783
298-04-4,-1.6514510148736832
298-02-2,-1.5959278650946853
1186-09-0,-1.2417763531139374
2524-09-6,-1.6553360033213553
2497-07-6,-1.5875077126761876
2588-03-6,-1.3988734516049786
2496-91-5,-1.67844939093637
4891-54-7,-0.9830143695424984
2497-06-5,-1.4373410431174611
2511-11-7,-0.654843580175412
2404-78-6,-0.5107540624171409
688-62-0,0.42433380842680407
87310-56-3,0.8017400604361098
79451-10-8,-0.32102404283983904
66996-10-9,-0.6050877878536886
55297-95-5,0.24321129445095252
3004-70-4,0.7257205557251518
53521-41-8,0.6847786020841518
139-88-8,1.1791189600471819
1912-25-0,0.687407765218879
2275-18-5,-1.121249460382076
63873-23-4,-0.9919781760404334
78-52-4,-1.4489719059616775
63873-21-2,-0.9211591914712651
26818-53-1,0.8941355062091559
27891-14-1,0.595233815898899
36756-79-3,0.7214593261878095
19072-57-2,0.6758034391779054
27591-74-8,-0.2547536713812115
66734-13-2,-0.19365981213239147
27778-88-7,0.25664858449651023
27778-86-5,0.27243343125626307
27778-84-3,0.27419791785210307
27778-80-9,0.32136720741193237
27778-82-1,0.25575337496528816
27684-92-0,0.2362477049543374
26259-45-0,0.7112277393783772
40618-52-8,0.08308108039386751
69-05-6,0.1640252505416406
9050-04-8,-0.2968361142965743
60735-64-0,0.6811235955177217
24151-93-7,-0.3718895695232206
2109-64-0,1.0469735800305557
22457-23-4,1.1106664980503704
541-85-5,1.4038271194874783
14355-07-8,-0.20666661802275366
14355-12-5,-0.44205128264111615
10024-78-9,1.1714557354199187
32838-28-1,1.1077936077362618
57-33-0,-0.12163035408606508
71-73-8,-0.08263351769020569
871-22-7,1.2304742657642924
29122-60-9,0.40318701568900644
7286-69-3,0.4587523322753144
98886-44-3,-0.863024915342283
125-64-4,0.005883625218604257
730-07-4,0.9997356457693666
33499-11-5,0.5224739135328202
110429-62-4,0.6559589152716933
67050-64-0,0.13473593850355198
54-05-7,0.34849851055856046
1094-08-2,0.1308874867651963
30238-41-6,0.6571953723439488
64241-34-5,0.21253065101355023
33499-13-7,0.8391722406074622
63867-07-2,0.9595147774064389
4630-95-9,0.6033904523653676
66968-39-6,-0.22444078527875438
105-57-7,1.2668333092656185
87820-88-0,0.5319743415777057
103890-78-4,0.761033716395124
52-60-8,-0.6952197430959738
50765-89-4,-0.2115531296278413
15763-48-1,0.8513492493944943
22609-73-0,0.42286211236166815
88045-99-2,0.7398464365736808
17702-79-3,-0.34055903550930633
137-58-6,0.10118976035691112
333-40-4,-0.762167143602658
31775-20-9,0.6886618429446585
105779-78-0,0.3209649366956849
23191-75-5,0.757493918974096
88045-98-1,0.7175272246349014
57470-78-7,0.6354602164391767
68227-46-3,1.2628103748385833
5221-49-8,-0.4966016227613403
21409-78-9,-0.718800235600013
40374-14-9,-0.7028900151676851
29232-93-7,-0.24714527168060751
13171-21-6,-0.6285431069156573
73521-00-3,-0.3595481227047096
73512-92-2,-0.4522958910964498
73520-99-7,-0.35310852775756074
128606-48-4,-0.6557399932924266
57846-34-1,-0.5030652082869775
74639-40-0,0.07747083878344746
1716-09-2,-0.6817512759748785
14143-09-0,-1.2234942577799661
10097-26-4,1.5060125821293213
105-16-8,1.2878184994547839
1918-08-7,0.4405327455600513
14663-66-2,-0.08767278937721679
14663-67-3,-0.47613008339668705
10137-90-3,1.1476937696816556
78193-97-2,0.7680913385096404
58458-55-2,0.8917270797821565
103-09-3,1.1248677771795261
23947-60-6,0.5392739064497791
6946-94-7,0.3812834904522167
274671-61-3,0.4501948295353124
2728-05-4,0.754795806834051
134-62-3,0.7590736860752237
52406-01-6,0.8305546622291743
953-32-2,-0.7831277083234166
60090-47-3,0.8101892172565153
15386-51-3,0.4262317720930843
2728-04-3,0.8029771761636412
299-45-6,-1.0705591361545623
2425-15-2,-0.9502211310163025
51356-23-1,-1.0847685960530513
51356-21-9,-0.4488224825307917
3099-88-5,-0.8370032076153524
1942-78-5,-0.674922711030557
108-35-0,-0.678876816542081
15421-84-8,0.30110520770498767
51356-11-7,-1.3534128744995146
51356-09-3,-0.8071279023574804
22439-40-3,-0.8758461000567318
5633-16-9,0.38749093855435823
26662-09-9,-0.9112299503735375
63979-26-0,0.5179887456854462
2544-52-7,-1.7427728497904134
120-95-6,0.6416456158291054
51959-14-9,0.6228688722004507
79-74-3,0.6632901499118087
10508-09-5,0.7159524308487824
329-21-5,-0.6913869606875241
7795-74-6,-1.067213515003149
69784-43-6,-0.4805039188406849
55285-14-8,-1.0477333362177859
3489-84-7,0.8150792033869879
3734-95-0,-1.4684213316446757
129927-33-9,0.5259145369435331
72590-77-3,0.35080500698018324
13472-08-7,0.5844472288464648
78-66-0,0.9173564102447005
1338-23-4,0.783860994252264
154619-86-0,-1.180076987069307
154619-76-8,-1.054749460594238
4268-36-4,0.9389262086215434
5340-36-3,1.3323405908687171
33236-05-4,0.13195602575954993
33210-49-0,0.07568567739788608
17091-21-3,1.286787882876242
82560-06-3,0.5304561264216786
77-74-7,1.2631620514652646
55937-99-0,0.6878408204149711
1081-95-4,-1.6908513142312822
103446-98-6,0.3610641587331061
30087-47-9,-0.2653933197424023
40373-31-7,-0.5046246211678712
2631-26-7,-0.12892751208510914
3772-48-3,-1.3550106969094706
1474-80-2,-0.749556937093684
28616-48-0,-0.43572100661565333
55769-64-7,0.5871060843182027
89591-51-5,0.42172689427817706
63580-68-7,-1.7608853097300752
60244-63-5,-1.258707805248368
60244-60-2,-0.7451180458879644
63039-90-7,0.05127383124423876
18886-42-5,0.16174822115306312
37686-84-3,-0.2734578104780147
63717-17-9,-0.7892932781381534
57647-36-6,0.4364270944993788
104907-82-6,0.5527548512737918
76597-98-3,0.9229466453165568
513-10-0,-1.4052949940941217
107-64-2,0.3261678354818714
68391-05-9,1.311875615091895
7173-51-5,0.3240052562651186
37335-68-5,0.5201707609407039
124-03-8,0.4375100220931897
6458-13-5,0.6916989394948695
70206-24-5,0.9277507213933622
53-46-3,0.4119825335453655
50-10-2,0.4495095756681254
24789-78-4,0.7351903626532355
3700-98-9,0.2474307153071711
3700-97-8,0.18536236800583383
63917-07-7,-0.736379259931124
38260-54-7,0.17695355028801407
2830-87-7,0.2383467816922914
21410-51-5,-0.20900694821586668
1634-78-2,-0.25294559519735016
121-75-5,-0.10208171012583578
18300-07-7,-1.344802112136723
3344-12-5,0.1213537235376305
51012-33-0,0.4672577231765782
4104-03-4,-0.8953859523531504
15972-60-8,0.8571543093000867
117666-91-8,0.6744455456820336
117683-18-8,0.7323766962795691
90220-16-9,-1.3718801766895639
673-04-1,0.7373905858615714
64-96-0,0.32864675778574537
109410-00-6,0.3970097689187647
364-62-5,0.5556747483486519
4093-35-0,0.47287765915010127
19351-21-4,0.5317550475335668
304-84-7,0.9564061920874967
19351-20-3,0.6176693081182394
55619-22-2,0.6546645994465919
919-53-9,-1.0851566735937745
90245-33-3,-1.1112151854993417
22082-34-4,-0.9542065723128709
78-62-6,1.1948171262671254
1067-99-8,1.2752402383975272
999-34-8,-0.65216031347558
90220-14-7,-1.407216804286863
996-04-3,-1.2057993868729247
996-05-4,-0.9716771876503039
63906-39-8,0.05375095662098356
32744-43-7,-0.4576053598363871
7292-16-2,-0.8103897645637315
1014-70-6,0.6962277174783609
21923-23-9,-0.8283754531838528
2404-05-9,-0.949077944890612
51528-03-1,0.4133095144034862
3254-62-4,-1.280956609995395
115-90-2,-0.9790309515470169
6587-45-7,-1.2697006620546767
6132-17-8,-1.2349067177950597
101526-62-9,0.7344884106422277
109-66-0,1.4002701972131715
110-54-3,1.0196871331989896
84-76-4,2.0313946153039577
50602-85-2,0.3866202253970929
119-07-3,0.6794291901648255
123-79-5,1.3457734449840715
1639-66-3,1.0864617902184224
2915-53-9,1.2214421439280865
117-84-0,1.87293547917277
70729-68-9,1.163250954502773
110-32-7,1.2568709212756275
10058-20-5,1.2082211529179623
3006-15-3,1.0375615034810688
84-75-3,1.4977954413670604
2050-92-2,0.9206999890020601
13256-06-9,0.958401007622083
3913-02-8,1.6372566683225365
17810-51-4,-0.16167760968788641
21270-08-6,0.046431206373568644
123-95-5,1.063367204058246
111-92-2,0.7011714001963633
109-46-6,0.6544405143578885
102-83-0,0.8552168208226218
36167-63-2,0.5700214386825173
102-81-8,1.107313854497952
102207-73-8,0.8086796193133593
119-48-2,0.8344163803665227
51861-34-8,0.8592398351567974
924-16-3,1.0390794406831185
127-59-3,0.623135607849273
142-96-1,1.3677615819899231
112-48-1,1.278652747182176
112-98-1,1.2251115379065476
141-17-3,1.3060965341193649
16672-39-2,1.4391357959380366
141-03-7,1.3324526802975378
85-70-1,1.4444565331208936
4056-77-3,1.4763323879011996
84-74-2,1.413799228574921
7483-25-2,1.4963527229304137
4092-75-5,1.2434990975522568
1809-19-4,1.3355467117128275
130525-77-8,0.7417472193246696
2528-36-1,-0.01545007890133828
544-40-1,0.5207306885210383
51-03-6,1.1566380668080167
2430-27-5,1.261967415480734
123-19-3,1.462959079428091
74550-96-2,0.6929708661273546
106-31-0,1.4969982704027507
132-82-1,1.4613137057427312
105-66-8,1.388552522411489
142-84-7,0.8255262010306367
99247-33-3,0.7424176048150841
52888-80-9,0.8130229046951195
91893-38-8,-0.397250200159869
57-66-9,0.6886631271940595
925-15-5,1.4456199844137254
136-45-8,1.2822034897649868
16066-38-9,0.8819442026418587
104-75-6,1.118020919523123
10137-80-1,0.4914732672006246
113-48-4,1.3670964610085896
104-76-7,1.371212627179601
5397-31-9,1.2928639868521472
10213-75-9,1.2331923567821483
4126-58-3,1.2664010254735503
1559-35-9,1.2347943768716585
2461-15-6,1.2106420371193993
103-44-6,1.1536777561051506
21270-19-9,-0.13142238655569657
17751-71-2,-0.17546102434619465
17751-73-4,-0.18282910859457985
17751-72-3,-0.16618603106732877
17810-52-5,-0.14265214690062925
17751-68-7,-0.14406023592326886
21270-00-8,-0.12946728212164405
21270-16-6,-0.17141483296664917
21270-12-2,-0.16787134124011935
21270-02-0,-0.15783868807348325
21270-03-1,-0.05421445178481292
1928-43-4,0.25270842018792494
1928-47-8,0.3476299825112066
7659-86-1,1.4289155772849356
103-11-7,1.1169080303683034
5444-75-7,1.3494325278139931
4376-20-9,1.6172620034325926
18750-05-5,1.3908154250670464
4248-21-9,1.4275013461029598
24468-13-1,1.1311989404318235
68037-57-0,1.1681868222548195
1070-03-7,1.2447304676543067
126-92-1,1.2125534420188913
123-04-6,0.9537832287211505
63834-30-0,1.1983221104839954
149-57-5,1.3589919712380645
94-04-2,1.2643180255236524
589-82-2,1.3119814224942876
10138-47-3,1.143068369012529
10138-87-1,1.282603431421074
94-96-2,1.4479026988488846
10140-93-9,0.44513363333545547
7492-37-7,0.761456173944456
106-35-4,0.9742374533542827
645-62-5,1.4386291947332226
5309-52-4,1.160125594687771
6187-24-2,1.544894281372811
1471-51-8,1.0348041689372132
126-93-2,1.3234936869075453
13360-63-9,0.8899664947050369
1861-40-1,0.17305144665728067
91893-68-4,-0.39185504142573924
68439-49-6,1.2496910526011862
15523-43-0,1.1282176479111756
628-81-9,1.2705296161141506
4413-13-2,1.4342773795622823
33236-04-3,0.3915388465792212
106-32-1,1.3823732969407896
79714-31-1,0.5126465448228089
3570-46-5,-0.2019883916436051
64058-22-6,-0.11871840273007891
105-54-4,1.4056846485782526
101205-02-1,0.2680197759056217
40626-35-5,-0.24428136367585288
89784-60-1,-0.5116318617377337
38527-91-2,-0.3061243241110965
38524-82-2,-0.25249251635128817
34643-46-4,-0.47482451953497307
24017-17-2,-1.0512808660036075
18596-67-3,-0.12777594512222443
617-79-8,1.3037290115201392
97-95-0,1.2527145929111851
10232-91-4,1.3124725716225811
10213-74-8,1.2036047728521593
4468-93-3,1.1897921470791184
63907-07-3,1.068428381477819
3953-10-4,0.8700207229320298
97-96-1,1.3887458484825863
19962-50-6,0.6849454130053229
88-09-5,1.1207260840555993
4189-10-0,1.1261543222552588
584-02-1,1.3096894742249596
101952-86-7,-0.11425408809312503
96-22-0,1.3693982136052887
72-56-0,0.5851269029873412
579-66-8,0.7482174415845696
38725-95-0,0.7888940452834453
522-40-7,0.08551211638313025
123-62-6,1.4416962225408279
5837-63-8,1.3845727664555432
41340-25-4,0.6002195603031981
136572-09-3,0.2595003465957584
105-37-3,1.420950654511116
512-48-1,0.6570737080578078
702-54-5,0.14330795794484133
1085-91-2,0.13122558759151287
77-04-3,0.20826945072324693
80733-97-7,0.8695346919108738
23192-94-1,0.7083426494654584
99233-24-6,0.11995939134368097
33236-13-4,0.4468175031239916
109-89-7,0.9345335379959706
105-55-5,0.6779642886016101
122-34-9,0.5409998147810177
104-78-9,0.886189607602811
17074-44-1,-0.44166481741804775
27312-93-2,0.04313776948483511
6009-67-2,0.3029426700537346
100-36-7,0.5547385432592159
3105-97-3,0.20215586440722996
17074-42-9,-0.32313031782235085
51-06-9,0.3923070311475311
23205-22-3,0.05456844426141448
34341-24-7,0.47859009384447965
100-37-8,1.144960256211244
63883-13-6,-0.12928654833244155
53421-38-8,0.20108608182848928
911-45-5,0.42193537293602157
2192-21-4,0.40460486713542193
2426-54-2,0.8895654348182462
31329-57-4,0.32050825650031967
34580-71-7,0.33672036542476436
1641-74-3,0.8060587441333388
2597-09-3,0.4454416736847833
57-37-4,0.5478661118106236
13352-70-0,0.1894824905429954
3735-90-8,0.5618130448592713
3010-02-4,0.5381891481387755
102394-31-0,0.32284889287612595
67367-65-1,0.43148757749436034
2431-96-1,1.070124104306787
2315-36-8,1.0016170291880997
120-21-8,0.47798260575765056
2198-58-5,0.6410706625093323
5123-63-7,0.8526970032260124
17754-90-4,0.36408297851720417
25953-06-4,0.627332601699644
1696-17-9,0.8782218678356917
19311-91-2,0.7810147201248232
63886-92-0,0.716267356982296
63887-51-4,0.7666377646673362
32773-96-9,0.7875725549005111
101152-94-7,0.6189977094022925
14052-72-3,0.38163532258362454
28249-77-6,0.6523310064629102
95-06-7,0.4214193537460301
95-30-7,0.5717944172799002
1331-27-7,1.3612996922230391
13056-98-9,0.6355692135766432
21600-43-1,0.0009122360040301294
55-18-5,0.44638076889996214
6794-94-1,1.0666769899133943
1709-50-8,0.8672696192302188
36014-71-8,-1.726543224607526
1050-48-2,0.37693043748515076
60-29-7,1.486944183960959
629-14-1,1.4596942953954588
112-36-7,1.4747933880329072
763-69-9,1.3762167795635705
110-40-7,1.5580975906409391
123-25-1,1.5593990441378858
27292-19-9,0.7315421462882108
22125-35-5,1.1009025628227422
59894-95-0,-0.05954661934120768
73090-70-7,0.679402491093615
98318-25-3,0.4351783026509735
84-66-2,1.194259903459197
1609-47-8,0.8895096373260334
502-55-6,-0.027549694802289398
1851-77-0,0.1604321720508631
1851-71-4,0.14860770120334324
6485-91-2,1.2150170449100757
762-04-9,0.8767408462903569
999-01-9,1.3666034887338365
10419-79-1,-0.24094974386034612
75889-62-2,0.3524076740805138
679-36-7,-0.5119824920048841
21548-32-3,-0.48941622767114557
333-29-9,-0.9995706357426506
1516-67-2,-0.11931446269652562
5131-24-8,-1.0600847868569243
64050-52-8,-0.297080057356125
311-47-7,-0.6465241358133861
38331-02-1,-0.722077408992335
14984-58-8,-1.1297960495628896
311-45-5,-1.1175531939609997
897-83-6,-1.04805800870495
2701-86-2,-0.4449085517042439
33399-00-7,-0.5614435807001592
2667-41-6,-1.095993287610848
60971-95-1,-0.5389638793018876
5598-15-2,-0.3147994771619858
1491-41-4,-0.06687672979189609
16499-75-5,-1.479809546658267
3734-92-7,-0.999670054400598
51376-77-3,-1.4382069564949063
14734-96-4,-0.5452498571698707
1885-95-6,-1.1433111143778116
1885-98-9,-0.3686108597789493
5954-10-9,-0.8905540792565951
54593-83-8,-0.7776499121114028
33841-12-2,-0.8543506895827297
3735-01-1,-0.8250227323476823
84197-34-2,-1.0818992991964669
84197-35-3,-0.9789851803372311
39624-86-7,-0.8660843610157632
29689-00-7,-0.7356920501614718
6012-87-9,-0.6907820178026176
97-17-6,-0.6990366079222304
1224-63-1,-0.8218463195867387
4824-78-6,-0.6490530257824896
7533-79-1,-0.6868320129738889
4935-28-8,-0.8427519744489771
297-97-2,-0.8946566449914476
13593-03-8,-0.918622340004484
18854-01-8,-1.1602380457965555
2921-88-2,-0.4165940458885999
24017-47-8,-1.0422463523068641
14816-18-3,-0.7447181127357038
2668-92-0,-0.235864751108077
16500-53-1,-1.5297424453059634
13286-40-3,-1.1615215562470433
2047-14-5,-0.7125547722347618
35461-10-0,-0.9357827627607891
16231-76-8,-0.6610027425274299
30725-71-4,-0.8509196567713859
2310-17-0,-0.48120513250024755
6119-96-6,-0.9305932480322643
51356-06-0,-0.8469099938194071
51356-15-1,-0.41727490827757674
51442-10-5,-0.46902147404906885
25923-97-1,-1.2580126413557537
3152-41-8,-1.0992372791397116
2275-14-1,-0.7762994425496368
24934-91-6,-1.235207806850904
6436-05-1,-0.24219185054473075
41219-31-2,-0.6425509519586113
3659-04-9,-1.4637562001894182
10312-20-6,-0.5734765460037881
38188-83-9,-0.6639608744034354
5823-20-1,-0.7626620762683867
973-28-4,-0.9185413954210025
4681-36-1,-0.32357750414763625
63716-53-0,-1.0568620027860804
64-67-5,-0.09483463174655082
7305-61-5,0.10606786140809181
7776-66-1,0.4554650375698173
944-21-8,-0.4924954397534833
62421-46-9,-0.49671344067013273
1497-39-8,-1.2565667242074468
3563-52-8,-0.6677489716750764
1593-27-7,-0.5663158736161292
7260-35-7,-0.7096649170824247
327-98-0,-0.6602534108630751
24017-24-1,-1.017281942738486
18596-51-5,-0.23004032136451744
63869-31-8,-0.442088885472259
597-88-6,-1.2345101711514885
352-93-2,0.3724170193618332
18771-38-5,0.14290769928982655
34491-12-8,-0.0477061571264599
110-81-6,0.5265133773126334
70-29-1,0.8940565701668052
59865-13-3,-0.12516484003388642
17013-35-3,-0.08390914253592277
94-86-0,0.9009988001692002
1264-72-8,-0.0743740596576623
108050-54-0,0.2760518499950997
80214-83-1,0.18038705975355954
81103-11-9,0.04271075701327989
6683-17-6,-0.645870646776753
4147-51-7,0.8034381826936168
7087-68-5,0.762305206849033
5827-05-4,-1.2587640179326898
642-15-9,-0.43651464148299157
1331-50-6,1.4199512775409138
131929-60-7,0.07903008511586301
75443-99-1,-0.536388362988306
2964-06-9,-0.2662119920238801
973-21-7,-0.3820020494900567
54767-75-8,0.48867596954027515
121158-58-5,0.9769973951858474
34264-24-9,0.07532207174607336
31218-83-4,-1.2260052334958063
34381-68-5,0.7774032838264963
33857-23-7,-0.31334672547693115
78193-95-0,0.7592143265095772
108419-32-5,1.7187320804453277
26748-41-4,1.1662010031101757
82560-54-1,-1.0940844204574378
33236-08-7,0.1756597451838461
26685-57-4,0.3564655972538654
78-44-4,0.673690226529565
115767-74-3,0.7254441591208496
51893-82-4,-0.43035102463688735
1610-17-9,0.6807570880121779
3853-74-5,-0.7603188984919862
834-12-8,0.819489283199545
55837-18-8,0.6974452301438732
57-43-2,-0.16447110988583147
64-43-7,-0.02106448938720861
37205-87-1,0.9291788891815644
16537-52-3,-0.9041792250633596
24838-84-4,-0.5386795925063383
21270-25-7,-0.13859429310905313
21270-04-2,-0.15950695834509585
97683-31-3,0.4921746433558863
1912-24-9,0.6279291482696302
3733-84-4,-0.380837319218697
51162-51-7,-0.5811273260970509
328-04-1,-0.12119199683187533
29911-28-2,1.3232944252094052
91315-15-0,0.7457180952682402
10031-58-0,0.47971465988972584
477-32-7,0.3047147009200012
1020-35-5,-0.5362582821650007
5633-25-0,0.019485676814054855
43033-72-3,0.034175337162060206
51218-45-2,0.6917878021088555
2307-68-8,0.8942210243495587
37172-05-7,0.9290125222263427
7319-47-3,0.40224965412313224
314-40-9,0.5712446952541047
105-46-4,1.4786090034182455
50602-40-9,1.1749728827445767
5787-73-5,1.0706318577554645
2282-34-0,-0.49214616313586307
2917-19-3,-0.3717845536595541
3766-81-2,0.014205065716190316
1225-25-8,0.751485101002625
27778-78-5,0.3909217658901621
27684-90-8,0.21363835873177892
35384-89-5,0.24987333337746165
24729-96-2,0.7317159984494804
561-78-4,0.11659324299287017
30238-40-5,0.7977874279394527
89396-94-1,0.7294487408941829
64050-87-9,1.1071027418367057
3614-30-0,0.8021290050835478
2753-45-9,0.4005408966777339
79985-89-0,0.07731560717209719
82586-52-5,0.8651273441592074
22791-12-4,-0.782333838154502
70667-26-4,0.7155182471968861
7789-99-3,1.0350046157403971
106463-17-6,0.24943963767401406
57558-46-0,0.20102320982486507
33054-87-4,0.33049718903339287
5389-12-8,-0.46384870545210566
105-30-6,1.5660511421353185
42615-29-2,0.5945205123910445
