CASRN,Toxic_RF_mordred-0,Toxic_RF_mordred-1
29122-60-9,0.10499047619047618,0.8950095238095239
186817-80-1,0.9310301587301586,0.0689698412698413
7452-79-1,0.9772428571428573,0.022757142857142858
7286-69-3,0.26751904761904766,0.7324809523809527
98886-44-3,0.08866031746031744,0.9113396825396824
125-64-4,0.3306206349206348,0.669379365079365
82834-16-0,0.7157698412698416,0.2842301587301589
730-07-4,0.3592317460317461,0.6407682539682537
33499-11-5,0.36366031746031763,0.6363396825396824
110429-62-4,0.5846000000000001,0.4153999999999999
67050-64-0,0.14103333333333332,0.8589666666666667
54-05-7,0.13356031746031746,0.8664396825396831
1094-08-2,0.18706666666666677,0.8129333333333338
30238-41-6,0.4321174603174608,0.5678825396825398
64241-34-5,0.3875285714285712,0.6124714285714283
33499-13-7,0.5764920634920635,0.42350793650793594
63867-07-2,0.30399523809523793,0.6960047619047616
15299-99-7,0.3192555555555557,0.6807444444444448
4630-95-9,0.21530158730158738,0.7846984126984126
66968-39-6,0.3062809523809523,0.6937190476190473
105-57-7,0.8404555555555553,0.1595444444444445
137658-79-8,0.5684396825396827,0.4315603174603172
7492-66-2,0.9331460317460322,0.06685396825396826
87820-88-0,0.5725857142857143,0.4274142857142858
103890-78-4,0.5269238095238095,0.4730761904761906
52-60-8,0.06081111111111113,0.9391888888888891
50765-73-6,0.06221428571428574,0.9377857142857143
50765-89-4,0.05276349206349207,0.9472365079365077
15763-48-1,0.4461555555555557,0.5538444444444447
22609-73-0,0.5241619047619049,0.4758380952380951
88045-99-2,0.6680968253968249,0.3319031746031747
56358-09-9,0.5505063492063488,0.44949365079365133
17702-79-3,0.0792571428571429,0.9207428571428572
41611-76-1,0.8105555555555555,0.18944444444444428
137-58-6,0.30236190476190494,0.6976380952380951
333-40-4,0.09453174603174601,0.9054682539682539
31775-20-9,0.8618047619047622,0.13819523809523812
105779-78-0,0.249836507936508,0.7501634920634925
23191-75-5,0.4963825396825392,0.5036174603174607
88045-98-1,0.700504761904762,0.29949523809523815
243973-20-8,0.42420634920634936,0.5757936507936511
57470-78-7,0.48366349206349196,0.5163365079365081
68227-46-3,0.43694920634920653,0.5630507936507939
5221-49-8,0.0739793650793651,0.9260206349206348
72542-60-0,0.22508571428571425,0.7749142857142854
79438-83-8,0.3024555555555556,0.6975444444444447
21409-78-9,0.11245238095238103,0.8875476190476187
40374-14-9,0.11734285714285714,0.8826571428571427
29232-93-7,0.07316507936507935,0.9268349206349208
13171-21-6,0.0870777777777778,0.9129222222222222
73521-00-3,0.29055873015873035,0.7094412698412697
73512-92-2,0.1325984126984126,0.8674015873015869
73520-99-7,0.23180158730158734,0.7681984126984132
73512-93-3,0.29013492063492075,0.709865079365079
73512-94-4,0.37916507936507937,0.6208349206349204
128606-48-4,0.04445079365079366,0.9555492063492063
57846-34-1,0.20040476190476186,0.7995952380952386
74639-40-0,0.6035142857142857,0.3964857142857143
1716-09-2,0.011736507936507934,0.9882634920634922
14143-09-0,0.11737460317460316,0.8826253968253969
10097-26-4,0.9730428571428573,0.026957142857142857
688-84-6,0.9526079365079367,0.0473920634920635
105-16-8,0.402561904761905,0.5974380952380951
1918-08-7,0.5448809523809522,0.45511904761904776
14663-66-2,0.1842174603174603,0.8157825396825397
14663-67-3,0.094868253968254,0.9051317460317457
10137-90-3,0.8999571428571426,0.1000428571428571
78193-97-2,0.5164269841269842,0.4835730158730158
58458-55-2,0.37818571428571407,0.6218142857142859
103-09-3,0.9728507936507939,0.027149206349206343
29214-60-6,0.904226984126984,0.09577301587301595
23947-60-6,0.2980793650793651,0.7019206349206353
437717-43-6,0.742552380952381,0.2574476190476192
6946-94-7,0.6244603174603176,0.37553968253968256
1187-74-2,0.8576476190476189,0.1423523809523809
274671-61-3,0.2545936507936507,0.7454063492063489
2728-05-4,0.18099841269841258,0.8190015873015875
134-62-3,0.4790428571428569,0.5209571428571431
52406-01-6,0.747752380952381,0.25224761904761905
953-32-2,0.0061428571428571435,0.993857142857143
60090-47-3,0.3358507936507937,0.6641492063492065
15386-51-3,0.12368888888888886,0.87631111111111
2728-04-3,0.3983444444444446,0.6016555555555554
56632-42-9,0.48431111111111114,0.5156888888888888
299-45-6,0.09582698412698415,0.9041730158730164
2425-15-2,0.033203174603174596,0.9667968253968252
51356-23-1,0.03675555555555555,0.9632444444444443
51356-21-9,0.016468253968253972,0.983531746031746
3099-88-5,0.018993650793650788,0.9810063492063491
1942-78-5,0.0119015873015873,0.9880984126984126
108-35-0,0.02548730158730158,0.9745126984126985
15421-84-8,0.13677936507936517,0.8632206349206347
51356-11-7,0.021830158730158734,0.9781698412698414
51356-09-3,0.01211269841269841,0.9878873015873019
22439-40-3,0.07528730158730162,0.9247126984126983
5633-16-9,0.1878904761904763,0.8121095238095244
26662-09-9,0.11126031746031746,0.8887396825396828
21673-86-9,0.42131269841269864,0.5786873015873011
107812-70-4,0.4989571428571427,0.5010428571428572
105435-14-1,0.5641428571428568,0.4358571428571429
63979-26-0,0.2839,0.7161000000000004
75274-20-3,0.6202079365079364,0.3797920634920634
2532-92-5,0.3002444444444444,0.6997555555555555
2544-52-7,0.07250317460317461,0.927496825396825
88-24-4,0.7644492063492063,0.23555079365079357
120-95-6,0.6023063492063493,0.397693650793651
51959-14-9,0.3215555555555556,0.6784444444444442
79-74-3,0.5161746031746033,0.48382539682539694
10508-09-5,0.8340269841269842,0.16597301587301586
118134-30-8,0.4803603174603172,0.519639682539683
3006-82-4,0.8628841269841269,0.13711587301587297
329-21-5,0.1290365079365079,0.870963492063492
7795-74-6,0.1374396825396825,0.8625603174603181
69784-43-6,0.24024603174603168,0.7597539682539679
55285-14-8,0.152095238095238,0.8479047619047613
42222-50-4,0.95754126984127,0.04245873015873017
3489-84-7,0.640512698412698,0.35948730158730147
919-94-8,0.7062047619047609,0.29379523809523783
3734-95-0,0.12662222222222222,0.8733777777777773
129927-33-9,0.24885873015873014,0.7511412698412696
72590-77-3,0.8202936507936501,0.17970634920634923
13472-08-7,0.23677619047619047,0.7632238095238096
78-66-0,0.6614126984126987,0.3385873015873018
1338-23-4,0.6348539682539683,0.3651460317460316
154619-86-0,0.06487301587301589,0.9351269841269839
154619-76-8,0.04275714285714287,0.9572428571428568
82559-96-4,0.549453968253968,0.45054603174603186
82558-50-7,0.3252571428571426,0.6747428571428569
4268-36-4,0.4832634920634926,0.5167365079365073
5340-36-3,0.9075380952380957,0.09246190476190479
33236-05-4,0.02616507936507936,0.9738349206349205
33210-49-0,0.059009523809523824,0.9409904761904764
17091-21-3,0.6030380952380953,0.396961904761905
82560-06-3,0.21360952380952372,0.7863904761904761
123199-92-8,0.3830603174603175,0.6169396825396826
77-74-7,0.6102000000000005,0.38980000000000053
1986-53-4,0.7499142857142854,0.25008571428571424
55937-99-0,0.5882174603174607,0.41178253968253975
1081-95-4,0.051417460317460334,0.9485825396825392
103446-98-6,0.4483238095238093,0.5516761904761904
19457-00-2,0.3228222222222222,0.6771777777777777
30087-47-9,0.048284126984127,0.9517158730158735
40373-31-7,0.10752222222222224,0.8924777777777784
2631-26-7,0.17858888888888885,0.8214111111111113
3772-48-3,0.03587936507936508,0.9641206349206347
1474-80-2,0.11155555555555555,0.8884444444444445
28616-48-0,0.09709206349206355,0.9029079365079363
55769-64-7,0.6499809523809524,0.35001904761904756
89591-51-5,0.42706825396825443,0.5729317460317461
63580-68-7,0.08780317460317459,0.912196825396825
60244-63-5,0.11599206349206345,0.8840079365079365
60244-60-2,0.10350158730158733,0.896498412698412
7396-58-9,0.7048158730158732,0.2951841269841271
63039-90-7,0.03743968253968254,0.9625603174603173
18886-42-5,0.04964285714285717,0.9503571428571435
37686-84-3,0.10615714285714284,0.8938428571428572
63717-17-9,0.08039682539682542,0.9196031746031749
57647-36-6,0.05956031746031748,0.9404396825396828
104907-82-6,0.3646126984126986,0.6353873015873015
80472-86-2,0.14420476190476192,0.8557952380952377
76597-98-3,0.40311904761904765,0.5968809523809524
513-10-0,0.16309682539682532,0.8369031746031748
107-64-2,0.3969714285714288,0.6030285714285711
68391-05-9,0.5851619047619043,0.414838095238095
7173-51-5,0.21091746031745973,0.7890825396825386
37335-68-5,0.14365238095238092,0.8563476190476192
124-03-8,0.21170158730158675,0.7882984126984119
6458-13-5,0.21870476190476185,0.7812952380952382
70206-24-5,0.5072349206349206,0.49276507936507935
53-46-3,0.15414285714285714,0.845857142857143
50-10-2,0.12794285714285705,0.8720571428571431
54663-47-7,0.4212460317460317,0.5787539682539687
32358-09-1,0.2974063492063493,0.7025936507936507
24789-78-4,0.4671825396825396,0.5328174603174605
154-82-5,0.49243809523809523,0.5075619047619049
3700-98-9,0.29122539682539683,0.708774603174603
3700-97-8,0.11860158730158721,0.8813984126984127
63917-07-7,0.10843174603174598,0.8915682539682543
38260-54-7,0.047133333333333326,0.952866666666667
2830-87-7,0.12950476190476196,0.8704952380952382
21410-51-5,0.12361904761904756,0.8763809523809529
1634-78-2,0.04757460317460318,0.952425396825397
121-75-5,0.09045238095238095,0.9095476190476193
18300-07-7,0.20720476190476192,0.7927952380952386
3344-12-5,0.09562857142857141,0.9043714285714288
51012-33-0,0.611547619047619,0.3884523809523807
4104-03-4,0.048847619047619056,0.9511523809523814
816-19-3,0.9162777777777779,0.08372222222222225
15972-60-8,0.32077936507936516,0.679220634920635
