CASRN,LD50_svm_rdkit2d
2595-54-2,-0.6604117675754154
5137-55-3,0.5098073343874199
64036-99-3,-1.0944721648434041
26523-78-4,0.6753306216835336
68814-95-9,0.5629633348937717
538-23-8,1.258319970785611
2528-38-3,1.0571862308524866
51249-05-9,0.6765728346296928
102-85-2,1.265460135416492
126-73-8,0.8901740871466859
998-40-3,1.0224863342511687
115-78-6,0.5241443221400017
33060-84-3,0.2492782161979361
150-50-5,0.1963955374426738
78-48-8,-0.4039699556398356
60-01-5,1.5238047887415278
74125-01-2,-0.518209692754857
1496-94-2,0.5606429712886636
21270-07-5,0.062357153654563624
7346-61-4,0.5953936275055628
63907-12-0,1.2657957874279318
1114-71-2,0.7054059744256648
64058-98-6,-0.1973485972206972
64059-01-4,0.20753913594374657
13194-48-4,-0.5790601329474586
2511-15-1,-0.23344591913546936
90220-15-8,-0.3281677982906146
759-94-4,0.6281758577851164
23184-66-9,0.6087368111296444
51218-49-6,0.5943595145665992
109965-82-4,0.2640065956034242
92953-10-1,0.42415228837059016
17088-72-1,0.2654492319591537
35850-79-4,0.7028895171200942
3309-68-0,-1.042528210207436
18109-81-4,0.7491279672096914
139-45-7,1.3547635535754168
38727-55-8,0.9565848844882604
51356-13-9,-0.9229082730564103
33210-44-5,0.07759233702200824
33210-40-1,-0.3389008552495838
33210-43-4,0.008580627494025939
1912-26-1,0.7052448197961717
7779-27-3,0.4174758764734454
78816-48-5,0.5629384744393731
2941-55-1,0.6036574888072728
4740-11-8,0.45216139938512767
125-99-5,0.5705444889370189
5957-17-5,0.9417471912626206
2001-81-2,0.7411680829152256
56-37-1,0.6439007104383009
7789-92-6,1.5587027519910122
10140-99-5,0.7443570319455624
122-51-0,1.432314563666775
63869-26-1,-0.8703764629293713
2425-25-4,-0.18880981063398222
5823-25-6,-0.07119497022208376
919-54-0,-0.21062314251013536
1067-47-6,0.7305982850568862
919-30-2,0.9984236121502434
14814-09-6,0.7900127565867137
34708-08-2,-0.18421282540789896
15129-36-9,0.8476401158003999
15267-95-5,0.6859733238647934
122-52-1,0.9698957831897301
78-40-0,0.03970044955042157
78-38-6,0.5415116747590286
126-75-0,-0.9974040675478273
298-03-3,-0.35358111388729707
298-04-4,-1.0887904026599924
298-02-2,-1.2770981597772033
1186-09-0,-0.33802487660087416
2524-09-6,-0.46668714330207073
2497-07-6,-0.8623203848337917
2588-03-6,-1.0658411044989529
2496-91-5,-0.6166996951609133
4891-54-7,-0.6390169138258343
2497-06-5,-0.6581285097003355
2511-11-7,-0.37350112874582697
2404-78-6,-0.7532414922696471
688-62-0,-0.162025212226869
87310-56-3,0.5669650904264956
79451-10-8,-1.609445963235899
66996-10-9,-1.8789507551256097
55297-95-5,-0.3037116266947897
3004-70-4,0.7265327392639985
53521-41-8,1.1816822891187622
139-88-8,0.8288594252557249
1912-25-0,0.6261093243090804
2275-18-5,-0.4734903464158178
63873-23-4,0.17808978986847102
78-52-4,-1.23973488696459
63873-21-2,-0.37800442827854747
26818-53-1,0.5099845446275514
27891-14-1,0.5536659723766503
36756-79-3,0.7503299813595927
19072-57-2,0.38863051172120044
27591-74-8,-0.35954373112027393
66734-13-2,-0.14488843011763558
27778-88-7,0.10374391236853109
27778-86-5,0.15743687555322927
27778-84-3,0.20886582802054088
27778-80-9,0.15480436119973096
27778-82-1,0.31051461462652097
27684-92-0,0.20850876428330384
26259-45-0,0.7781796196584643
40618-52-8,0.11461672107361265
69-05-6,0.41857468804283626
9050-04-8,0.15960662069668574
60735-64-0,0.4208267638846023
24151-93-7,-0.18998294853561826
2109-64-0,1.0057782418196681
22457-23-4,1.179872696211194
541-85-5,1.2521596769163392
14355-07-8,-0.2175427301383745
14355-12-5,-0.44830042913433144
10024-78-9,0.5395831635027045
32838-28-1,1.2263549697403096
57-33-0,0.23713974483564038
71-73-8,0.13260308097832085
871-22-7,1.258223600831767
29122-60-9,0.3325250567588497
7286-69-3,0.3687404182092384
98886-44-3,-1.105592951245773
125-64-4,0.6340698416238284
730-07-4,0.8669691822155919
33499-11-5,0.6728436089255228
110429-62-4,0.1474999287085592
67050-64-0,0.2328209127782646
54-05-7,0.321800233020762
1094-08-2,0.47092659296672484
30238-41-6,0.7912889491458539
64241-34-5,0.38407125965827177
33499-13-7,0.4405593832433864
63867-07-2,0.6755577701125911
4630-95-9,0.42622947965674884
66968-39-6,0.34579222540616633
105-57-7,1.4809497348245462
87820-88-0,0.8322597810664725
103890-78-4,0.7988287873921881
52-60-8,-0.521119572598256
50765-89-4,-0.1543609549296575
15763-48-1,0.26079932936110156
22609-73-0,0.13373510308939013
88045-99-2,0.6655682064032576
17702-79-3,-0.3553853692599591
137-58-6,0.5473117549670916
333-40-4,-0.40424667849121054
31775-20-9,0.5697150720350875
105779-78-0,0.407371279900402
23191-75-5,0.869485277926344
88045-98-1,0.7676339563488708
57470-78-7,0.5716451163844403
68227-46-3,-0.07366201431002922
5221-49-8,-0.45180103591694976
21409-78-9,-0.8059623931603411
40374-14-9,-0.3796396993742056
29232-93-7,-0.26661975833735185
13171-21-6,-1.2659788156124823
73521-00-3,-0.21007870556352898
73512-92-2,-0.14666174306213264
73520-99-7,-0.02058101274308266
128606-48-4,-0.20543757285403075
57846-34-1,-0.32126069492566
74639-40-0,-0.057607668273667145
1716-09-2,-0.5712260335496357
14143-09-0,-0.9096821512832887
10097-26-4,1.215374650167883
105-16-8,0.9065548845521408
1918-08-7,0.37982417987856265
14663-66-2,-0.5068800256671881
14663-67-3,-0.9083886139962043
10137-90-3,1.1073597605302297
78193-97-2,0.536396506223819
58458-55-2,0.9290380214272408
103-09-3,1.4233540031158705
23947-60-6,0.9611360562820335
6946-94-7,1.2515848857776213
274671-61-3,0.527575587866822
2728-05-4,0.9596627441574219
134-62-3,0.9859862787508215
52406-01-6,0.4144160114563975
953-32-2,-0.27227316907935073
60090-47-3,0.8667038594829608
15386-51-3,0.06355188280559104
2728-04-3,0.9530933235733592
299-45-6,-0.7425328030398648
2425-15-2,-0.5818349646019435
51356-23-1,-0.7709720178834751
51356-21-9,-0.8532507489747811
3099-88-5,-0.2571573318490197
1942-78-5,-0.44364894722550396
108-35-0,-0.48312361808394544
15421-84-8,0.5942998345010349
51356-11-7,-0.8952073474985264
51356-09-3,-0.9486217346470924
22439-40-3,-0.6040153867818786
5633-16-9,0.3757834747235605
26662-09-9,-0.9920287029173838
63979-26-0,0.39327596520745123
2544-52-7,-0.617502415470176
120-95-6,0.7863724018439183
51959-14-9,0.1629924605555359
79-74-3,0.8717812308771348
10508-09-5,1.079190999987439
329-21-5,-0.439931608180013
7795-74-6,-0.32496454241527406
69784-43-6,-0.6520563737896355
55285-14-8,-0.5731504736978483
3489-84-7,0.5798465417920099
3734-95-0,-0.8422565509229151
129927-33-9,0.4604596142750117
72590-77-3,-0.13847822255822745
13472-08-7,0.40341248339576236
78-66-0,1.1155537168572196
1338-23-4,0.9583087159011076
154619-86-0,-1.2640388861869323
154619-76-8,-1.3653186375656483
4268-36-4,0.6870181028935203
5340-36-3,1.207958807345184
33236-05-4,0.04913981291936831
33210-49-0,0.16960163042563686
17091-21-3,0.9508157780196482
82560-06-3,0.5093212409224932
77-74-7,1.3457322661192102
55937-99-0,0.9478378549722513
1081-95-4,-1.8321028980424883
103446-98-6,0.6229346456504614
30087-47-9,0.07861153148376515
40373-31-7,-0.3027395130693806
2631-26-7,-0.1749650974778979
3772-48-3,-1.0629823782867667
1474-80-2,-1.5893665954295686
28616-48-0,-1.5484951155089368
55769-64-7,0.5257206990558089
89591-51-5,0.275573992818438
63580-68-7,-1.412328207946279
60244-63-5,-1.097157483885336
60244-60-2,-0.7103638640739978
63039-90-7,0.0812927617121334
18886-42-5,0.2037378419473181
37686-84-3,0.07349027178986256
63717-17-9,-0.10861839881242863
57647-36-6,0.525472528190373
104907-82-6,0.9327962212393393
76597-98-3,0.17058332123092418
513-10-0,-0.6261050843995244
107-64-2,0.5195442917548868
68391-05-9,0.8330699488848732
7173-51-5,0.38299182647500174
37335-68-5,0.18018932734413523
124-03-8,0.2332852278978369
6458-13-5,0.20922905793532914
70206-24-5,0.7774370550262746
53-46-3,0.013862355795799253
50-10-2,0.23170433810527163
24789-78-4,0.3354126514121275
3700-98-9,-0.06063112730290854
3700-97-8,-0.3108897992575253
63917-07-7,-0.2136102181168852
38260-54-7,-0.12209575776810877
2830-87-7,-0.39682529091929036
21410-51-5,-0.35649753246349714
1634-78-2,-0.38036446669987595
121-75-5,-0.2295419134760311
18300-07-7,-1.1726296046785876
3344-12-5,-0.4262777843418563
51012-33-0,0.602829443650578
4104-03-4,-1.0174438816672278
15972-60-8,0.7454414767685686
117666-91-8,0.3818551972878541
117683-18-8,0.4296873158660011
90220-16-9,-0.2813017959985502
673-04-1,0.7254645896326856
64-96-0,0.23462005992707424
109410-00-6,0.35316522319973537
364-62-5,0.3163689520980846
4093-35-0,0.16236180811890605
19351-21-4,0.7769867243943696
304-84-7,0.8428887687999413
19351-20-3,0.6824560765502072
55619-22-2,0.6944625045426456
919-53-9,-0.2523442462604575
90245-33-3,-0.4455820287303428
22082-34-4,-0.8048702181820723
78-62-6,1.5080051629898477
1067-99-8,0.7064166664076005
999-34-8,0.25513296897290066
90220-14-7,-0.07509915252634636
996-04-3,-0.49506551922111885
996-05-4,-0.5364269867241976
63906-39-8,-1.0317402299220524
32744-43-7,-0.4925359566989465
7292-16-2,-0.7714804375077846
1014-70-6,0.48292938714135064
21923-23-9,-0.8420103480576495
2404-05-9,-0.3170494076186743
51528-03-1,0.16541836328852083
3254-62-4,-0.7744226679885475
115-90-2,-0.8408059924272977
6587-45-7,-0.537332197447164
6132-17-8,-0.7476866969325159
101526-62-9,0.6445726095789084
109-66-0,1.526814251927093
110-54-3,1.3212645586558927
84-76-4,1.9318052759960724
50602-85-2,0.7185421606267112
119-07-3,1.7290893096881594
123-79-5,1.6013965369273104
1639-66-3,1.1068925447027826
2915-53-9,1.7291456926248936
117-84-0,1.9094209212958555
70729-68-9,1.217922377606575
110-32-7,1.2846524586863475
10058-20-5,1.2235360219282951
3006-15-3,0.7321408401637518
84-75-3,1.7989607395130482
2050-92-2,0.7206843432735
13256-06-9,0.8319430877088252
3913-02-8,1.1677356916529804
17810-51-4,-0.25221756578058185
21270-08-6,0.11615356679817967
123-95-5,1.6135554630056905
111-92-2,0.6419117097174886
109-46-6,0.5297259072827791
102-83-0,0.3483995126624625
36167-63-2,0.05399656983414569
102-81-8,1.1338784077116977
102207-73-8,0.6774380058479887
119-48-2,0.9598709414683063
51861-34-8,0.7232008467067002
924-16-3,0.8355889873042603
127-59-3,1.0377403898488435
142-96-1,1.0967689348947136
112-48-1,1.287300168088427
112-98-1,1.0298212611177555
141-17-3,1.176108630610717
16672-39-2,1.1839193387283249
141-03-7,1.6898299016101648
85-70-1,1.5653683947935284
4056-77-3,1.5732597544651796
84-74-2,1.6845973151329994
7483-25-2,1.2245749031849695
4092-75-5,0.4842773919144815
1809-19-4,0.989474488551431
130525-77-8,0.295350760785811
2528-36-1,-0.05185147510659738
544-40-1,0.9193457423418336
51-03-6,0.6596901140022835
2430-27-5,1.2245236309190823
123-19-3,1.400339683955042
74550-96-2,0.5936795929142544
106-31-0,1.6441486667511922
132-82-1,1.3379070934663084
105-66-8,1.8112330399148764
142-84-7,0.7897415605156128
99247-33-3,0.9591926517177602
52888-80-9,0.7184730732509271
91893-38-8,-0.3383979840112967
57-66-9,0.8968040263619442
925-15-5,1.638816713867867
136-45-8,1.145366436722644
16066-38-9,1.1567959945545194
104-75-6,0.6465601219308887
10137-80-1,0.6332490555031782
113-48-4,1.0187180105149407
104-76-7,1.198911279086546
5397-31-9,0.7503313063080436
10213-75-9,1.0104133441378411
4126-58-3,1.2130192557517905
1559-35-9,1.1749228751106795
2461-15-6,1.2095936803749392
103-44-6,1.2433339701810038
21270-19-9,-0.07618604793378864
17751-71-2,-0.26751668785746596
17751-73-4,-0.24361750295016782
17751-72-3,-0.3288341440906971
17810-52-5,-0.06737683490674562
17751-68-7,-0.19253410393217352
21270-00-8,0.2203396314780468
21270-16-6,-0.06605535126316431
21270-12-2,-0.047661774762508324
21270-02-0,0.1236869226817569
21270-03-1,0.06222128134420912
1928-43-4,0.49149720243533057
1928-47-8,0.39214924032134163
7659-86-1,1.0027670688506447
103-11-7,1.1607672300324086
5444-75-7,1.3382777197584796
4376-20-9,1.0335045774267027
18750-05-5,1.2362472003913985
4248-21-9,0.8355397537280781
24468-13-1,0.8102978702766913
68037-57-0,1.3442482398860154
1070-03-7,0.4516358469451708
126-92-1,0.8327503285425616
123-04-6,1.0225355459761007
63834-30-0,1.2185966304414668
149-57-5,1.3156742038775573
94-04-2,1.2045779202868119
589-82-2,1.2960904638278576
10138-47-3,1.1921577135073602
10138-87-1,1.2162270172639582
94-96-2,1.4366233768081234
10140-93-9,0.1408629240516011
7492-37-7,0.9600249138930428
106-35-4,1.3246576227784188
645-62-5,1.4564278864642564
5309-52-4,1.3206391814283545
6187-24-2,1.0682566558156958
1471-51-8,0.8344970457483445
126-93-2,1.1449438970161132
13360-63-9,0.7832338628112914
1861-40-1,0.3912397786094132
91893-68-4,-0.32555253737762246
68439-49-6,1.1505269998861951
15523-43-0,1.1879342890944957
628-81-9,1.2670850722369513
4413-13-2,1.3439309240288049
33236-04-3,0.18759549216029936
106-32-1,1.6681993509758752
79714-31-1,0.43836739808079483
3570-46-5,0.49899405202625496
64058-22-6,-0.19849447675383336
105-54-4,1.7305983518943582
101205-02-1,0.7282734074310923
40626-35-5,-0.6648358915721119
89784-60-1,-0.9344919563522355
38527-91-2,-0.9128065093790938
38524-82-2,-0.47930512635585754
34643-46-4,-0.5847512711847289
24017-17-2,-0.7780257189198391
18596-67-3,-0.6953346308408126
617-79-8,0.6851369550839801
97-95-0,1.2379920308356698
10232-91-4,0.9739599167895658
10213-74-8,1.3572706505102903
4468-93-3,1.294137355321724
63907-07-3,0.5784080192033472
3953-10-4,1.1079676160439274
97-96-1,1.510545253527689
19962-50-6,0.6896657606754604
88-09-5,1.3821076037506634
4189-10-0,0.8704958257854862
584-02-1,1.439642308476539
101952-86-7,0.5938249070102718
96-22-0,1.3251824238550969
72-56-0,0.9960188613191023
579-66-8,0.5368735833440593
38725-95-0,0.6766393750593724
522-40-7,0.6439127661983318
123-62-6,1.5888995504934984
5837-63-8,1.39406939900949
41340-25-4,0.08490994460604495
136572-09-3,0.390208616113509
105-37-3,1.6868909773550906
512-48-1,0.992025173118148
702-54-5,0.9944167952398365
1085-91-2,0.5827777879664592
77-04-3,0.8402015336477551
80733-97-7,0.5517821627961494
23192-94-1,0.7360860829821655
99233-24-6,0.5472662632981561
33236-13-4,0.012782962303263812
109-89-7,0.6863674415274881
105-55-5,0.5969197242515415
122-34-9,0.5332016055166041
104-78-9,0.6924521489118605
17074-44-1,-0.421838144811598
27312-93-2,0.14920468668595244
6009-67-2,0.4722108423496466
100-36-7,0.6506621029507925
3105-97-3,0.16315525935823594
17074-42-9,-0.4265453378272817
51-06-9,0.3784741226576935
23205-22-3,0.12270262156014655
34341-24-7,0.5620159385254156
100-37-8,1.1326478050001652
63883-13-6,0.07158341949105063
53421-38-8,0.5108563949318914
911-45-5,0.43842203299512617
2192-21-4,0.40478831679917376
2426-54-2,0.8247303785654061
31329-57-4,-0.06402543725335064
34580-71-7,0.18789258697636385
1641-74-3,0.7013105570376124
2597-09-3,0.3770673750678039
57-37-4,0.8401383719606076
13352-70-0,0.14260131285897104
3735-90-8,0.6049265956448586
3010-02-4,0.8156385552112448
102394-31-0,0.12936908758590537
67367-65-1,0.49983909827710726
2431-96-1,0.8729056597591065
2315-36-8,0.7169668376063528
120-21-8,0.8507634009758809
2198-58-5,0.4727305822631326
5123-63-7,0.716385402546819
17754-90-4,0.9039978239128462
25953-06-4,0.6333749309445762
1696-17-9,0.9606321008635238
19311-91-2,0.8860419248814025
63886-92-0,0.9098771989533379
63887-51-4,0.7120483741676463
32773-96-9,0.7501201015100545
101152-94-7,0.3025030791013241
14052-72-3,0.10382664500970173
28249-77-6,0.5105998695854187
95-06-7,0.4243624147243967
95-30-7,0.5356850520302603
1331-27-7,0.6088266659630343
13056-98-9,0.5094537464631564
21600-43-1,0.17858668405203104
55-18-5,0.7136409103216046
6794-94-1,0.3088968185785601
1709-50-8,0.8650097284446355
36014-71-8,-0.6930259565217403
1050-48-2,0.4214298657966724
60-29-7,1.4450423934601182
629-14-1,1.4484952446667534
112-36-7,1.4255596242009028
763-69-9,1.7602326445566496
110-40-7,1.716478505511106
123-25-1,1.4821092148089268
27292-19-9,0.9636585200264414
22125-35-5,0.8204152844092332
59894-95-0,0.24239072587953697
73090-70-7,0.4791994494706905
98318-25-3,0.7924140124326098
84-66-2,1.2299857384027244
1609-47-8,0.9080948435492819
502-55-6,0.30899561487081106
1851-77-0,0.21090557581850833
1851-71-4,0.11409612784339535
6485-91-2,0.9588618552881668
762-04-9,1.0448648569375376
999-01-9,0.4212683067927029
10419-79-1,-0.11600924193785689
75889-62-2,0.02504117508739412
679-36-7,-0.3463348086061646
21548-32-3,-1.1831021913349447
333-29-9,-0.7408281954807641
1516-67-2,0.1793819556605163
5131-24-8,-0.19659817037266203
64050-52-8,-0.3954725838940193
311-47-7,-0.6406119349846018
38331-02-1,-0.8173471294522494
14984-58-8,-0.5652687566012694
311-45-5,-1.239198849700528
897-83-6,-0.8969374376568051
2701-86-2,-0.5366849089030672
33399-00-7,-0.6323971996890619
2667-41-6,-0.32047383471413093
60971-95-1,-0.5190112427155098
5598-15-2,-0.5924786925819849
1491-41-4,-0.27442286664371063
16499-75-5,-0.9581941069699644
3734-92-7,-0.542118946393348
51376-77-3,-1.0077132395170074
14734-96-4,-0.9013721695876757
1885-95-6,-0.6395630349953836
1885-98-9,-0.7987864077775808
5954-10-9,0.09332630606530773
54593-83-8,-0.2982393393843348
33841-12-2,-0.7187609886090811
3735-01-1,-0.12607528894159792
84197-34-2,0.0974028988769518
84197-35-3,-0.5906910792303617
39624-86-7,-0.8219427500845864
29689-00-7,-0.3793687472982593
6012-87-9,-1.0866364896194511
97-17-6,-0.4946245191163162
1224-63-1,-0.21339510443992127
4824-78-6,-0.5772754026854723
7533-79-1,-0.6848096384931954
4935-28-8,-0.5360016779998109
297-97-2,-0.5877024450335793
13593-03-8,-0.43215553640107396
18854-01-8,-0.3782526239652938
2921-88-2,-0.13733399555813097
24017-47-8,-0.28073521584981576
14816-18-3,-0.8243305023560127
2668-92-0,-0.13106600905117732
16500-53-1,-0.833652368029326
13286-40-3,-1.2361359836566252
2047-14-5,-0.15102584183492274
35461-10-0,-0.833655055107416
16231-76-8,-0.4657718986612477
30725-71-4,-0.5868934883433791
2310-17-0,-0.6910932392884692
6119-96-6,-0.6541234997662677
51356-06-0,-0.9825147137420454
51356-15-1,-0.41482625266366446
51442-10-5,-0.6666835366317656
25923-97-1,-0.8008402126964638
3152-41-8,-0.9334116074142458
2275-14-1,-0.6558938003765499
24934-91-6,-0.7477659840000094
6436-05-1,-0.8644433568682962
41219-31-2,-0.8658894818260485
3659-04-9,-0.2719066831845829
10312-20-6,-0.8325447495151403
38188-83-9,-1.07369070701054
5823-20-1,-0.7828352186070741
973-28-4,-0.39533927943032815
4681-36-1,-0.7206357846416629
63716-53-0,-0.8648926288653299
64-67-5,0.587716548757571
7305-61-5,0.7444775395973036
7776-66-1,0.3822767306298923
944-21-8,-0.22856023888339905
62421-46-9,-0.44170984304927385
1497-39-8,-0.12286469357950436
3563-52-8,-0.5225051140815957
1593-27-7,-0.3324741136165227
7260-35-7,-0.1669497680010002
327-98-0,-0.30708136129939323
24017-24-1,-0.7327505542337347
18596-51-5,-0.7415371383367254
63869-31-8,-0.8439661867212703
597-88-6,-1.3536738700569761
352-93-2,0.6855985282351602
18771-38-5,-0.12090019871281965
34491-12-8,-1.1617595433349224
110-81-6,0.6443783882015562
70-29-1,0.9346921585914292
59865-13-3,0.483845811561453
17013-35-3,-0.1496779860469699
94-86-0,0.8021123590601051
1264-72-8,0.026673774831046937
108050-54-0,0.10434449663716366
80214-83-1,0.3254262025254041
81103-11-9,0.2055588739692285
6683-17-6,-0.4057142093337529
4147-51-7,0.6306155514761675
7087-68-5,0.7833097843634269
5827-05-4,-0.8554097912826362
642-15-9,0.6606746587651036
1331-50-6,1.0329255037379264
131929-60-7,-0.358612683591218
75443-99-1,0.0776739079461542
2964-06-9,0.059055777276247556
973-21-7,-0.272569283254118
54767-75-8,0.5559375572213049
121158-58-5,1.0711148422966839
34264-24-9,0.29674827719698527
31218-83-4,-0.0916265744357091
34381-68-5,0.7964021985503957
33857-23-7,-0.6278487392773202
78193-95-0,0.5806046224771463
108419-32-5,1.5521040388333884
26748-41-4,1.129964612528402
82560-54-1,-0.6058988978703669
33236-08-7,-0.059474495934336624
26685-57-4,0.27239772519925254
78-44-4,0.526612888213307
115767-74-3,0.29211244542201953
51893-82-4,-0.5312326776768597
1610-17-9,0.7676942609885351
3853-74-5,-0.8278242889800767
834-12-8,0.799046292427923
55837-18-8,0.8491639927101071
57-43-2,-0.0745004531672957
64-43-7,0.25771480232085503
37205-87-1,0.8938284130252359
16537-52-3,-0.9487924892503803
24838-84-4,-0.5259893160585435
21270-25-7,-0.037153091178485864
21270-04-2,0.24009821087729655
97683-31-3,1.136848623342782
1912-24-9,0.7066595695688865
3733-84-4,-0.23092685738180407
51162-51-7,0.005482167763305568
328-04-1,-0.5374691546283288
29911-28-2,1.4113761256267452
91315-15-0,0.8395867392990087
10031-58-0,0.38545350792852473
477-32-7,0.23512311674987219
1020-35-5,0.03206145906418023
5633-25-0,0.3491472283656899
43033-72-3,0.24959219781255354
51218-45-2,0.6237253601719022
2307-68-8,0.80534527148295
37172-05-7,0.8692577568255938
7319-47-3,0.19185360016284686
314-40-9,0.23166534633931818
105-46-4,1.5742252660641072
50602-40-9,0.6385355129712528
5787-73-5,0.7359300613979388
2282-34-0,0.0013118287987954336
2917-19-3,-0.17914174687544293
3766-81-2,-0.04192288608179723
1225-25-8,0.09485796831531557
27778-78-5,0.1143705785796606
27684-90-8,0.26431971271714505
35384-89-5,0.2361675418294265
24729-96-2,0.16585263361145713
561-78-4,0.10293097127176398
30238-40-5,0.6204271493351777
89396-94-1,1.0755644954109331
64050-87-9,0.8199852650780048
3614-30-0,0.5191131859154106
2753-45-9,0.3441430387422001
79985-89-0,0.4278817463592999
82586-52-5,0.5347375458524065
22791-12-4,-0.11498181556493459
70667-26-4,0.39659087068494825
7789-99-3,1.4755821839787728
106463-17-6,0.5387530939779384
57558-46-0,0.5492300017792466
33054-87-4,0.21399428763818235
5389-12-8,-0.13285083913257567
105-30-6,1.2860501435805607
42615-29-2,0.9885108554456912
