CASRN,Toxic_knn_maccs-0,Toxic_knn_maccs-1
468-61-1,0.1775455597573172,0.8224544402426828
4551-59-1,0.4654691351806667,0.5345308648193333
57647-13-9,0.0,1.0
27591-69-1,0.20910187765577215,0.7908981223442278
589-32-2,0.3766227079909456,0.6233772920090543
60012-88-6,0.5411495274875702,0.45885047251242983
78-53-5,0.1322926777115418,0.8677073222884581
115-79-7,0.25488188537387296,0.7451181146261271
122-31-6,0.8666745338683031,0.13332546613169696
78-10-4,0.4854390865029163,0.5145609134970838
17356-42-2,0.06283833987899375,0.9371616601210062
3689-24-5,0.07380888770148723,0.9261911122985127
563-12-2,0.0,1.0
6926-73-4,0.0,1.0
78-07-9,0.8307971360381862,0.16920286396181383
20395-17-9,0.041003062787136293,0.9589969372128637
18300-10-2,0.0,1.0
2667-40-5,0.09773872039438432,0.9022612796056156
55134-13-9,0.25503351953995984,0.7449664804600402
33446-90-1,0.8275490958688078,0.1724509041311923
17980-47-1,0.93328211910226,0.06671788089774008
27879-29-4,0.5194193592562444,0.4805806407437557
35435-21-3,0.904312299145512,0.09568770085448794
55934-93-5,0.944099214638919,0.05590078536108098
52030-05-4,0.6697747992343756,0.33022520076562434
74051-80-2,0.6144310064135466,0.3855689935864534
2224-33-1,0.7529993595889763,0.24700064041102365
34036-80-1,0.6434577267797775,0.3565422732202224
6104-58-1,1.0,0.0
77-90-7,1.0,0.0
21327-31-1,0.16701741275763357,0.8329825872423664
5826-91-5,0.0,1.0
22787-59-3,0.1299413621430866,0.8700586378569134
22787-58-2,0.03370683116829335,0.9662931688317067
5675-57-0,0.036380139691743384,0.9636198603082566
3730-54-9,0.12996658167465416,0.8700334183253459
655-35-6,0.25687518996054504,0.743124810039455
77-89-4,0.9091705876925916,0.09082941230740843
24748-23-0,0.6491585713394212,0.35084142866057866
70833-40-8,1.0,0.0
14504-73-5,0.15158780918340742,0.8484121908165926
67239-04-7,0.8898591653970496,0.11014083460295049
2595-54-2,0.0,1.0
5137-55-3,0.37633802816901407,0.623661971830986
1421-14-3,0.2547008984029554,0.7452991015970445
2031-67-6,0.730978793461644,0.269021206538356
64036-99-3,0.08908642457691275,0.9109135754230873
26523-78-4,0.7606655923097733,0.23933440769022668
68814-95-9,0.28878255063432,0.71121744936568
538-23-8,1.0,0.0
68130-53-0,1.0,0.0
2528-38-3,0.80057742182785,0.19942257817215003
5343-44-2,0.748099022141458,0.25190097785854193
5831-80-1,0.676058623393156,0.323941376606844
51249-05-9,0.7414793300624702,0.2585206699375297
102-85-2,0.751612768968244,0.24838723103175592
126-73-8,0.814904913601699,0.18509508639830094
998-40-3,0.9049014384656366,0.09509856153436336
115-78-6,0.4634892092257906,0.5365107907742094
33060-84-3,0.3969945002244593,0.6030054997755407
150-50-5,0.08307334049519793,0.9169266595048021
78-48-8,0.0,1.0
60-01-5,0.7844637202258019,0.215536279774198
74125-01-2,0.06196599344329129,0.9380340065567087
1496-94-2,0.7250072393984902,0.2749927606015098
21270-07-5,0.11917495883238803,0.880825041167612
29806-73-3,1.0,0.0
7346-61-4,0.7289587422277858,0.2710412577722143
59130-69-7,1.0,0.0
63907-12-0,1.0,0.0
1114-71-2,0.39138763116051317,0.6086123688394869
64058-98-6,0.0,1.0
64059-01-4,0.0,1.0
13194-48-4,0.033074143029241054,0.966925856970759
2511-15-1,0.056919068199903285,0.9430809318000967
90220-15-8,0.0,1.0
759-94-4,0.40963089079497417,0.5903691092050258
23184-66-9,0.38618155523597686,0.6138184447640231
51218-49-6,0.3871369222124854,0.6128630777875146
109965-82-4,0.09445603780056122,0.9055439621994388
20954-13-6,0.3405913077087165,0.6594086922912835
102579-43-1,0.5850993008195035,0.4149006991804965
168152-77-0,0.0,1.0
168152-89-4,0.04629074010519393,0.953709259894806
92953-10-1,0.38525833843532886,0.614741661564671
17088-72-1,0.29390769552474394,0.7060923044752561
60763-41-9,1.0,0.0
35850-79-4,0.35047249298932276,0.6495275070106773
3309-68-0,0.0,1.0
18109-81-4,0.2851492681111753,0.7148507318888248
52736-14-8,0.8327826738011994,0.1672173261988007
3862-08-6,0.764642722754934,0.23535727724506614
139-45-7,0.8933245208195638,0.10667547918043621
38727-55-8,0.5071125755574475,0.4928874244425524
80472-88-4,0.0,1.0
51356-13-9,0.04550156512605997,0.9544984348739399
33210-44-5,0.0,1.0
33210-40-1,0.0,1.0
33210-43-4,0.0,1.0
1912-26-1,0.1818531298713728,0.8181468701286272
7779-27-3,0.39338187227762483,0.6066181277223752
78816-48-5,0.48016749818519,0.5198325018148099
2941-55-1,0.47355668290621633,0.5264433170937838
4740-11-8,0.26704793204628496,0.7329520679537151
125-99-5,0.15017397026951276,0.8498260297304873
5957-17-5,0.3392625217498011,0.6607374782501989
2001-81-2,0.2566155487361561,0.7433844512638439
56-37-1,0.37969442802884995,0.62030557197115
9004-57-3,0.8104974126793163,0.18950258732068362
7789-92-6,0.7939691444600281,0.2060308555399719
10140-99-5,0.3540346734090213,0.6459653265909787
122-51-0,0.6133341863118276,0.3866658136881723
63869-26-1,0.11578921066440118,0.8842107893355988
2425-25-4,0.029473071889088195,0.9705269281109119
5823-25-6,0.03694249939636438,0.9630575006036355
919-54-0,0.044125320920912564,0.9558746790790875
1067-47-6,0.7961569898729618,0.20384301012703823
919-30-2,0.7403486388692528,0.25965136113074716
76524-94-2,0.6363083847226263,0.3636916152773737
2602-34-8,0.8022496669900837,0.19775033300991626
14814-09-6,0.758139534883721,0.2418604651162791
34708-08-2,0.8300042949632276,0.1699957050367723
15129-36-9,0.6601110296619808,0.3398889703380193
15267-95-5,0.7431450037794428,0.25685499622055713
122-52-1,0.3832435258163101,0.61675647418369
78-40-0,0.3889085128929707,0.6110914871070293
78-38-6,0.5954655380894801,0.4045344619105199
126-75-0,0.09016078816053223,0.9098392118394677
298-03-3,0.0,1.0
298-04-4,0.0,1.0
298-02-2,0.04245491424669639,0.9575450857533037
1186-09-0,0.03864441946917956,0.9613555805308205
2524-09-6,0.0,1.0
2497-07-6,0.0,1.0
2588-03-6,0.04584181557716957,0.9541581844228304
2496-91-5,0.0,1.0
4891-54-7,0.0,1.0
2497-06-5,0.0,1.0
2511-11-7,0.04483746419230292,0.955162535807697
2404-78-6,0.041674435950027976,0.958325564049972
688-62-0,0.07942892420329008,0.9205710757967099
1486-39-1,0.041823412259349414,0.9581765877406506
87310-56-3,0.28109877048052945,0.7189012295194706
55881-07-7,0.7235123183312999,0.2764876816687002
2229-55-2,0.9590126175522173,0.04098738244778265
79451-10-8,0.03879048310550275,0.9612095168944973
66996-10-9,0.043929696089588445,0.9560703039104116
30129-29-4,0.8790960003177504,0.12090399968224966
30129-30-7,0.8790960003177504,0.12090399968224966
55297-95-5,0.20298969279042375,0.7970103072095762
3004-70-4,0.10410068577146497,0.895899314228535
53521-41-8,0.653689892063863,0.34631010793613715
139-88-8,0.24235031556501274,0.7576496844349873
33820-53-0,0.7403401724957805,0.25965982750421956
5892-41-1,0.3663745042412951,0.633625495758705
1912-25-0,0.15060904052755084,0.849390959472449
2275-18-5,0.0,1.0
87130-20-9,0.15122138677610444,0.8487786132238955
63873-23-4,0.09788038484691666,0.9021196151530833
78-52-4,0.04265364593842057,0.9573463540615795
63873-21-2,0.0648765190121521,0.9351234809878479
68649-11-6,0.9326918207141048,0.06730817928589516
63990-57-8,0.2511479054079951,0.7488520945920049
26818-53-1,0.11131137981669918,0.8886886201833009
27891-14-1,0.3774505664137037,0.6225494335862962
36756-79-3,0.35456287462832153,0.6454371253716784
19072-57-2,0.25147949652405593,0.748520503475944
27591-74-8,0.0,1.0
66734-13-2,0.9209920481106922,0.07900795188930781
5593-20-4,0.8890361510146247,0.11096384898537529
5534-09-8,0.9290829362331826,0.07091706376681738
27778-88-7,0.0,1.0
27778-86-5,0.0,1.0
27778-84-3,0.0,1.0
27778-80-9,0.0,1.0
27778-82-1,0.0,1.0
27684-92-0,0.0,1.0
26259-45-0,0.2004894208960375,0.7995105791039625
40618-52-8,0.04469141641049894,0.9553085835895011
69-05-6,1.0,0.0
9050-04-8,0.0,1.0
60735-64-0,0.5447682834667205,0.45523171653327954
24151-93-7,0.15839448787296734,0.8416055121270326
2109-64-0,0.39610642369119986,0.6038935763088003
22457-23-4,0.4540448200544514,0.5459551799455485
541-85-5,0.8820926009986382,0.11790739900136177
14355-07-8,0.07374501541354829,0.9262549845864517
10032-15-2,1.0,0.0
14355-12-5,0.024625645566942116,0.9753743544330579
10024-78-9,0.5154613741227356,0.4845386258772644
32838-28-1,0.7291936755173619,0.2708063244826381
57-33-0,0.05834806237359993,0.9416519376264001
71-73-8,0.07647140038165984,0.9235285996183402
871-22-7,1.0,0.0
105-82-8,1.0,0.0
29122-60-9,0.041956315370502005,0.9580436846294981
186817-80-1,0.9563531945441494,0.043646805455850674
7452-79-1,0.9548362815205118,0.04516371847948814
7286-69-3,0.152817655800163,0.847182344199837
98886-44-3,0.06808982979126164,0.9319101702087383
125-64-4,0.14275379062288876,0.8572462093771113
82834-16-0,0.8753767906342362,0.12462320936576374
730-07-4,0.5324443318527716,0.46755566814722826
33499-11-5,0.3612975585304578,0.6387024414695422
110429-62-4,0.7700405802285092,0.22995941977149081
67050-64-0,0.052966807466291926,0.9470331925337081
54-05-7,0.13961084142911812,0.8603891585708818
1094-08-2,0.03824555634352684,0.9617544436564731
30238-41-6,0.6040308521282787,0.3959691478717212
64241-34-5,0.2107141865306941,0.7892858134693058
33499-13-7,0.5094933679150122,0.4905066320849879
63867-07-2,0.5262394097027052,0.47376059029729484
15299-99-7,0.278631982707222,0.721368017292778
4630-95-9,0.11670216524297976,0.8832978347570203
66968-39-6,0.041889281112277056,0.9581107188877229
105-57-7,0.752434929631129,0.247565070368871
137658-79-8,0.6077856113659477,0.39221438863405234
7492-66-2,1.0,0.0
87820-88-0,0.9263963668640781,0.0736036331359219
103890-78-4,0.7947263845838759,0.20527361541612413
52-60-8,0.0,1.0
50765-73-6,0.0,1.0
50765-89-4,0.0,1.0
15763-48-1,0.2692196432818016,0.7307803567181983
22609-73-0,0.4243404625130122,0.5756595374869878
88045-99-2,0.8878152045183724,0.11218479548162762
56358-09-9,0.2257002013365909,0.774299798663409
17702-79-3,0.0,1.0
41611-76-1,0.7460670788268686,0.2539329211731314
137-58-6,0.44656241388333817,0.5534375861166618
333-40-4,0.0,1.0
31775-20-9,1.0,0.0
105779-78-0,0.10668275365627797,0.8933172463437221
23191-75-5,0.5724923311337793,0.4275076688662207
88045-98-1,0.8849641409109467,0.11503585908905327
243973-20-8,0.10235164385936428,0.8976483561406358
57470-78-7,0.4427570058756225,0.5572429941243776
68227-46-3,0.546592369467346,0.453407630532654
5221-49-8,0.04347213747193508,0.956527862528065
72542-60-0,0.043968883278639605,0.9560311167213604
79438-83-8,0.0898129634491902,0.9101870365508098
21409-78-9,0.23303722712472225,0.7669627728752777
40374-14-9,0.0,1.0
29232-93-7,0.045798491562135314,0.9542015084378648
13171-21-6,0.044821119523272134,0.9551788804767278
73521-00-3,0.2865828016906488,0.7134171983093512
73512-92-2,0.07880277318557696,0.9211972268144231
73520-99-7,0.1507294632254543,0.8492705367745457
73512-93-3,0.1717540785225255,0.8282459214774746
73512-94-4,0.1717540785225255,0.8282459214774746
128606-48-4,0.04495389411022672,0.9550461058897733
57846-34-1,0.0224283061333621,0.9775716938666379
74639-40-0,0.3665473037917521,0.6334526962082478
1716-09-2,0.0,1.0
14143-09-0,0.035129662636483205,0.9648703373635168
10097-26-4,1.0,0.0
688-84-6,1.0,0.0
105-16-8,0.3999834319755262,0.6000165680244739
1918-08-7,0.7030441886282284,0.2969558113717717
14663-66-2,0.14551953833557926,0.8544804616644208
14663-67-3,0.11883374715638952,0.8811662528436105
10137-90-3,0.886930025029927,0.11306997497007293
78193-97-2,0.424702761857066,0.575297238142934
58458-55-2,0.5157091845507087,0.48429081544929126
103-09-3,1.0,0.0
29214-60-6,0.9418044525452415,0.0581955474547585
23947-60-6,0.2047371203902853,0.7952628796097148
437717-43-6,0.5877893888203765,0.4122106111796235
6946-94-7,0.6558492348017627,0.34415076519823723
1187-74-2,0.9096102150537635,0.09038978494623656
274671-61-3,0.282291627136225,0.717708372863775
2728-05-4,0.0,1.0
134-62-3,1.0,0.0
52406-01-6,0.9491556895368279,0.05084431046317192
953-32-2,0.0,1.0
60090-47-3,0.456525580710068,0.543474419289932
15386-51-3,0.19229316113925468,0.8077068388607452
2728-04-3,0.49150717404641353,0.5084928259535865
56632-42-9,0.3853410212191988,0.6146589787808012
299-45-6,0.04113233998449768,0.9588676600155023
2425-15-2,0.0,1.0
51356-23-1,0.0720262263260372,0.9279737736739628
51356-21-9,0.065609173115627,0.934390826884373
3099-88-5,0.0,1.0
1942-78-5,0.0,1.0
108-35-0,0.0,1.0
15421-84-8,0.0979521944640185,0.9020478055359815
51356-11-7,0.028599941041351457,0.9714000589586486
51356-09-3,0.05278641013465657,0.9472135898653434
22439-40-3,0.0,1.0
5633-16-9,0.14779327382735474,0.8522067261726453
26662-09-9,0.08876169054466009,0.9112383094553399
21673-86-9,0.5241916962754157,0.4758083037245843
107812-70-4,0.3809191174728433,0.6190808825271567
105435-14-1,0.3879948829981306,0.6120051170018693
63979-26-0,0.13883912351407343,0.8611608764859265
75274-20-3,0.22851070218125147,0.7714892978187484
2532-92-5,0.30936881320450416,0.6906311867954958
2544-52-7,0.0,1.0
88-24-4,0.452696369131882,0.547303630868118
120-95-6,0.30964924043600695,0.690350759563993
51959-14-9,0.19663433075686845,0.8033656692431315
79-74-3,0.24377718633853512,0.7562228136614648
10508-09-5,0.7650211861234635,0.2349788138765366
118134-30-8,0.2256592205257069,0.774340779474293
3006-82-4,0.9660526418710157,0.03394735812898432
329-21-5,0.0,1.0
7795-74-6,0.06699101796407188,0.9330089820359281
69784-43-6,0.14165039324850898,0.8583496067514911
55285-14-8,0.0,1.0
42222-50-4,1.0,0.0
3489-84-7,0.45024439174609904,0.549755608253901
919-94-8,0.6952457356415737,0.30475426435842623
3734-95-0,0.04612849660451728,0.9538715033954828
129927-33-9,0.20347790276347938,0.7965220972365207
72590-77-3,1.0,0.0
13472-08-7,0.09483557455557398,0.9051644254444261
78-66-0,0.4699762575009267,0.5300237424990734
1338-23-4,0.7295899238863078,0.2704100761136921
154619-86-0,0.0,1.0
154619-76-8,0.0,1.0
82559-96-4,0.6918695551624625,0.3081304448375375
82558-50-7,0.40852243740977207,0.5914775625902279
4268-36-4,0.6284728378761162,0.3715271621238838
5340-36-3,0.8071922402228873,0.19280775977711284
33236-05-4,0.0,1.0
33210-49-0,0.0,1.0
17091-21-3,0.4011197017052189,0.5988802982947811
82560-06-3,0.5320568503120149,0.4679431496879852
123199-92-8,0.1981171551656697,0.8018828448343303
77-74-7,0.712456618740704,0.287543381259296
1986-53-4,0.8160813816891199,0.18391861831088008
55937-99-0,0.8596089254108612,0.14039107458913871
1081-95-4,0.16008661068586175,0.8399133893141383
103446-98-6,0.25690869542187544,0.7430913045781246
19457-00-2,0.47324038224027065,0.5267596177597295
30087-47-9,0.0,1.0
40373-31-7,0.0,1.0
2631-26-7,0.1940012261410901,0.8059987738589098
3772-48-3,0.04408220004501216,0.9559177999549878
1474-80-2,0.13177416242584591,0.8682258375741541
28616-48-0,0.13086783905875915,0.8691321609412408
55769-64-7,0.44446271361131406,0.5555372863886859
89591-51-5,0.5187752679697979,0.4812247320302022
63580-68-7,0.0,1.0
60244-63-5,0.042604638562695314,0.9573953614373047
60244-60-2,0.054205752501272624,0.9457942474987274
7396-58-9,0.4217778978654418,0.5782221021345583
63039-90-7,0.0,1.0
18886-42-5,0.09072498649151359,0.9092750135084864
37686-84-3,0.14360806415426508,0.8563919358457348
63717-17-9,0.05599135648739933,0.9440086435126007
57647-36-6,0.0,1.0
104907-82-6,0.4239300581802102,0.5760699418197899
80472-86-2,0.07038468161075413,0.9296153183892458
76597-98-3,0.32170534417117497,0.6782946558288251
513-10-0,0.0,1.0
107-64-2,0.0,1.0
68391-05-9,0.3333333333333333,0.6666666666666666
7173-51-5,0.5,0.5
37335-68-5,0.23860288416808803,0.7613971158319119
124-03-8,0.5,0.5
6458-13-5,0.3710129089543064,0.6289870910456936
70206-24-5,0.36944473622680996,0.63055526377319
53-46-3,0.18656303527307455,0.8134369647269255
50-10-2,0.1513476787810973,0.8486523212189028
54663-47-7,0.0,1.0
32358-09-1,0.14037064229474164,0.8596293577052584
24789-78-4,0.49187058604403106,0.508129413955969
154-82-5,0.39468658934527984,0.6053134106547202
3700-98-9,0.04526350884937052,0.9547364911506295
3700-97-8,0.0,1.0
63917-07-7,0.04842413596279696,0.9515758640372031
38260-54-7,0.04544672434746858,0.9545532756525315
2830-87-7,0.05299466113578812,0.9470053388642119
21410-51-5,0.04853895139081607,0.951461048609184
1634-78-2,0.0,1.0
121-75-5,0.06052239266780168,0.9394776073321984
18300-07-7,0.0,1.0
3344-12-5,0.022391180119029373,0.9776088198809706
51012-33-0,0.4046220165260339,0.5953779834739661
4104-03-4,0.0,1.0
816-19-3,1.0,0.0
15972-60-8,0.4387088411267128,0.5612911588732873
117666-91-8,0.7396539892053011,0.2603460107946989
117683-18-8,0.5308386907131856,0.4691613092868145
90220-16-9,0.03617632965979877,0.9638236703402013
673-04-1,0.22418760154164916,0.7758123984583508
64-96-0,0.2109029374541804,0.7890970625458197
109410-00-6,0.08891057673312328,0.9110894232668767
364-62-5,0.2065990006478181,0.7934009993521818
4093-35-0,0.19314550420867324,0.8068544957913267
19351-21-4,0.0,1.0
304-84-7,0.0,1.0
19351-20-3,0.27474225969908017,0.7252577403009198
55619-22-2,0.2190151939166172,0.7809848060833827
919-53-9,0.12132795727077549,0.8786720427292245
90245-33-3,0.0,1.0
22082-34-4,0.0,1.0
78-62-6,0.6137370100383369,0.38626298996166303
1067-99-8,0.6453041502079884,0.3546958497920116
999-34-8,0.18057636280141232,0.8194236371985877
90220-14-7,0.0,1.0
996-04-3,0.0,1.0
996-05-4,0.0,1.0
63906-39-8,0.0,1.0
32744-43-7,0.03941055690365805,0.960589443096342
7292-16-2,0.10889761640755465,0.8911023835924453
1014-70-6,0.33500120000769906,0.6649987999923009
21923-23-9,0.0,1.0
2404-05-9,0.03830542871638763,0.9616945712836125
51528-03-1,0.6297831498088725,0.37021685019112743
3254-62-4,0.07135909190508313,0.928640908094917
115-90-2,0.0,1.0
6587-45-7,0.0,1.0
6132-17-8,0.040815391662849296,0.9591846083371507
101526-62-9,0.4025324685103032,0.5974675314896968
109-66-0,0.8731411229135053,0.1268588770864947
110-54-3,0.9244843457014603,0.0755156542985397
1120-21-4,1.0,0.0
112-40-3,1.0,0.0
629-50-5,1.0,0.0
629-59-4,1.0,0.0
593-45-3,1.0,0.0
112-95-8,1.0,0.0
2500-88-1,0.9123496194451264,0.08765038055487356
627-83-8,0.9711613406079501,0.02883865939204988
26322-14-5,1.0,0.0
41672-81-5,0.897717635295782,0.10228236470421811
68153-95-7,0.5,0.5
53220-22-7,1.0,0.0
3234-85-3,1.0,0.0
16958-92-2,1.0,0.0
119-06-2,1.0,0.0
3648-20-2,1.0,0.0
84-76-4,1.0,0.0
50602-85-2,0.5,0.5
119-07-3,1.0,0.0
8007-43-0,0.6986447538129236,0.3013552461870764
629-82-3,0.0,1.0
123-79-5,1.0,0.0
1639-66-3,0.0,1.0
2915-53-9,1.0,0.0
117-84-0,1.0,0.0
64896-70-4,0.9114570871928085,0.08854291280719143
1117-55-1,1.0,0.0
70729-68-9,1.0,0.0
110-32-7,1.0,0.0
10058-20-5,1.0,0.0
3006-15-3,0.0,1.0
84-75-3,1.0,0.0
61788-89-4,0.8400932465622268,0.15990675343777322
540-07-8,1.0,0.0
2050-92-2,1.0,0.0
13256-06-9,0.0,1.0
3913-02-8,1.0,0.0
