CASRN,EPA_knn_ecfp6counts-1,EPA_knn_ecfp6counts-2,EPA_knn_ecfp6counts-3,EPA_knn_ecfp6counts-4
87-84-3,0.0,0.22101002353179017,0.5427459526245879,0.23624402384362186
608-71-9,0.11459331090017305,0.10401547222203837,0.3153049505741386,0.46608626630364997
32588-76-4,0.0,0.10125031784667998,0.20092385973595023,0.6978258224173698
32536-52-0,0.10416614687534612,0.21505774915350231,0.3194282544844682,0.3613478494866833
27858-07-7,0.09347466903057271,0.11663462820007502,0.20022669648173785,0.5896640062876145
61262-53-1,0.0,0.10988482731206027,0.41571205532950556,0.47440311735843427
84852-53-9,0.18464518150711354,0.11704248271105806,0.09697805970460226,0.6013342760772262
13654-09-6,0.1854580685322412,0.0,0.17802130368953414,0.6365206277782247
3674-13-3,0.0,0.4784866735147763,0.40757429536111334,0.1139390311241105
78-75-1,0.0,0.540928734141176,0.45907126585882396,0.0
89427-38-3,1.0,0.0,0.0,0.0
10474-14-3,0.0,0.4455981285395318,0.23022189614572436,0.32417997531474385
300-76-5,0.25990334681062993,0.5169519318464328,0.22314472134293736,0.0
2872-96-0,0.0,0.35590273231744984,0.42633064331326104,0.21776662436928892
106-93-4,0.0,0.4771749245899123,0.5228250754100877,0.0
1947-58-6,0.10527623956073069,0.0,0.3388335186534239,0.5558902417858453
96-13-9,0.0,0.3663578975746276,0.5396592797847284,0.09398282264064406
96-12-8,0.0926908672433592,0.38667535608398546,0.41446060300078685,0.10617317367186864
18791-02-1,0.0,0.7820970079964131,0.21790299200358687,0.0
75-81-0,0.0,0.11681813620662064,0.5515163893711316,0.33166547442224786
590-12-5,0.0,0.8914071551610674,0.10859284483893267,0.0
2302-30-9,0.1472487747880423,0.10862967830676512,0.7441215469051926,0.0
14689-59-9,1.0,0.0,0.0,0.0
79-27-6,0.0,0.4550645725165668,0.5449354274834333,0.0
63867-08-3,0.0,0.21203400092732066,0.33840357692143536,0.4495624221512441
64047-47-8,0.0,0.0,1.0,0.0
63938-47-6,0.0,0.48201226723297064,0.41152722426247323,0.1064605085045562
613-53-6,0.0,0.23723862649412575,0.6346004361319029,0.1281609373739713
115-17-3,0.11616556923215898,0.2323311407723204,0.4305246947375495,0.2209785952579712
75-25-2,0.0,0.5035755839854187,0.49642441601458126,0.0
42136-31-2,0.5896353702143179,0.2068075584427122,0.20355707134296994,0.0
64050-72-2,0.0,0.7746378796864799,0.22536212031352001,0.0
42136-30-1,0.09222778557761498,0.6456595898822262,0.26211262454015877,0.0
26637-71-8,0.0,0.0,0.6593264577466135,0.34067354225338653
69094-18-4,0.10976295720034948,0.4380717905147217,0.34103026341890424,0.11113498886602463
74-95-3,0.0,0.4799964770824156,0.40240301399100564,0.1176005089265788
3252-43-5,0.11035757535354788,0.6330968898414955,0.25654553480495657,0.0
598-91-4,0.12157031896151951,0.6602543788685848,0.21817530216989567,0.0
124-48-1,0.0,0.20775153186956302,0.6935925915374146,0.09865587659302229
25497-30-7,0.0,0.44923010200033925,0.21816200801301247,0.33260788998664836
83447-96-5,0.0,0.0,0.6769165041164684,0.3230834958835316
473-49-4,0.2146713706725194,0.23624436964877693,0.33359956266679514,0.21548469701190848
117900-35-3,0.0,0.0,0.6648300194219058,0.3351699805780943
4460-32-6,0.2894142734373915,0.10130261326560643,0.4041600308643476,0.20512308243265448
2260-08-4,0.13539174361015296,0.3261267625706443,0.5384814938192026,0.0
386-17-4,0.0,0.0,0.8915536159071806,0.10844638409281947
67-30-1,0.0,0.10789181492925597,0.789558794416,0.1025493906547442
16423-68-0,0.10739606630381016,0.0,0.6738893717375136,0.21871456195867636
10397-75-8,0.0,0.0,0.20801807571550243,0.7919819242844975
59017-64-0,0.0,0.0,0.20020139080426338,0.7997986091957365
79770-24-4,0.0,0.10201590203546756,0.4134950300909011,0.4844890678736314
7246-21-1,0.0,0.0,0.5711523213950155,0.42884767860498446
96-84-4,0.0,0.0955851949753428,0.40320453518034677,0.5012102698443106
59939-17-2,0.10791654744062895,0.0,0.22128609265916951,0.6707973599002015
16034-77-8,0.0,0.10471478735268708,0.44727376888949066,0.4480114437578223
22730-89-8,0.0,0.0,0.3225037033919238,0.6774962966080762
31112-62-6,0.0,0.0,0.2057026206471351,0.7942973793528649
440-58-4,0.0,0.0,0.2176936520441299,0.7823063479558702
66108-95-0,0.0,0.0,0.14148157256260774,0.8585184274373922
3115-05-7,0.0,0.0,0.7732656840058688,0.22673431599413132
111453-32-8,0.0,0.0,0.3264826671766356,0.6735173328233643
19403-92-0,0.10800286279308083,0.1326586082305709,0.46027518191555855,0.2990633470607897
37441-29-5,0.0,0.10169190047219884,0.5789481276457611,0.3193599718820401
19774-82-4,0.10561770592103666,0.12098571642107006,0.6583854638684117,0.11501111378948176
3861-47-0,0.09947432284237896,0.18236958644265755,0.4165953962474553,0.3015606944675082
57808-65-8,0.0,0.10690190456255089,0.4482963822352625,0.4448017132021865
577-91-3,0.111975888644884,0.10529173478994334,0.671697461718361,0.11103491484681172
14689-57-7,0.9031722506589435,0.09682774934105644,0.0,0.0
17601-49-9,0.0,0.2187638093038581,0.44922343505166934,0.3320127556444725
1746-25-4,0.5721791990861687,0.21595717064422137,0.10737231086854213,0.10449131940106787
29717-26-8,0.0,0.11790006943865913,0.319891341604727,0.5622085889566137
75-47-8,0.0,0.4486250678313825,0.21363832917760256,0.3377366029910149
68439-50-9,0.0,0.0,0.9187132229277127,0.08128677707228717
9004-95-9,0.0,0.0,0.9244083208711678,0.07559167912883229
65-29-2,0.0,0.3351420078353169,0.6648579921646831,0.0
63869-27-2,0.8878630723349514,0.1121369276650487,0.0,0.0
3247-33-4,0.8010884902824236,0.10254444396085931,0.09636706575671712,0.0
70682-61-0,0.0,0.0,0.40525700008585747,0.5947429999141425
3319-31-1,0.0,0.0,0.49914863080458166,0.5008513691954183
301-13-3,0.0,0.0,0.41153126967618464,0.5884687303238154
78-42-2,0.0,0.0,0.5169744287433233,0.4830255712566767
56706-10-6,0.0,0.0,0.6730618372720919,0.3269381627279081
160194-28-5,0.0,0.0,0.44125329095086624,0.5587467090491337
15458-87-4,0.0,0.44932097525306885,0.2196640704686538,0.3310149542782774
105084-66-0,0.4420772008327622,0.21975368369059614,0.22692927782556174,0.1112398376510798
13080-06-3,0.0,0.2289764110061927,0.5624174345982766,0.20860615439553068
15180-47-9,0.0,0.0,0.5562924286989264,0.4437075713010735
35077-00-0,0.0,0.0,0.7525859206035562,0.24741407939644378
63869-22-7,0.4782181198907211,0.5217818801092788,0.0,0.0
139-60-6,0.0,0.21053389195350272,0.6863420121227984,0.10312409592369881
34206-40-1,0.18946752246627369,0.0,0.714002462377521,0.09653001515620528
752-56-7,0.0,0.0,0.5170871445192212,0.4829128554807788
74758-25-1,0.0,0.0903523797637554,0.9096476202362447,0.0
23505-41-1,0.23329290946239664,0.5056492036771113,0.1820535238073516,0.07900436305314051
154702-15-5,0.0,0.0,0.7572297541874331,0.24277024581256682
3857-80-5,0.0,0.0,0.6261244833911662,0.3738755166088338
3687-16-9,0.0,0.0,0.731059964997576,0.26894003500242414
141-94-6,0.0,0.0,0.5665578540343208,0.4334421459656792
68289-21-4,0.0,0.33566634651168803,0.534843176008988,0.1294904774793239
67762-53-2,0.0,0.0,0.9006612754793766,0.09933872452062337
4559-86-8,0.0,0.10359401515890883,0.779374429718737,0.11703155512235415
10254-57-6,0.0,0.22408952108898456,0.6593972960564269,0.1165131828545885
53306-54-0,0.0,0.0,0.32818256459949346,0.6718174354005065
1941-30-6,0.0,0.33018687925255175,0.22034268409130936,0.4494704366561388
682-01-9,0.11093545582164745,0.11259947938537165,0.21304058330209466,0.5634244814908863
486455-65-6,0.0,0.12138105368212677,0.5451480766659283,0.33347086965194483
126-57-8,0.0,0.0,1.0,0.0
11138-60-6,0.0,0.0,1.0,0.0
78-16-0,0.0,0.0,0.6401695647257417,0.35983043527425823
106-20-7,0.0,0.0,0.48907483462092377,0.5109251653790763
295800-70-3,0.0,0.10185057253917103,0.5796047725288654,0.3185446549319636
10143-60-9,0.0,0.0,0.48110215316633387,0.5188978468336662
22174-70-5,0.0,0.0,0.39169651350103213,0.6083034864989678
19074-24-9,0.0,0.0,0.8961581988957971,0.10384180110420299
122-62-3,0.0,0.0,0.32561290577681795,0.6743870942231821
103-24-2,0.0,0.0,0.5296286021518201,0.47037139784817994
103-23-1,0.0,0.0,0.6200256019068682,0.37997439809313177
2915-57-3,0.0,0.0,0.612437612446628,0.3875623875533721
84731-70-4,0.0,0.0,0.5565352560319178,0.4434647439680823
117-81-7,0.0,0.0,0.581211195211159,0.41878880478884095
14858-73-2,0.0,0.0,0.34110701374779445,0.6588929862522056
3658-48-8,0.0,0.0,0.44270210125366255,0.5572978987463375
298-07-7,0.0,0.0,0.4376710578573468,0.5623289421426533
63449-80-9,0.0,0.0,0.24914698359026224,0.7508530164097378
7425-14-1,0.0,0.09877354757495939,0.7875189766594317,0.11370747576560897
18268-70-7,0.0,0.0,0.07914654893712825,0.9208534510628718
94-28-0,0.0,0.0,0.04597667113720493,0.9540233288627952
3282-85-7,0.0,0.0,0.7068474413886385,0.2931525586113614
7790-07-0,0.0,0.0,0.64526344364807,0.35473655635192997
25724-60-1,0.0,0.0,0.6165185412955203,0.3834814587044797
10022-60-3,0.0,0.0,0.6400977008530573,0.3599022991469427
468-61-1,0.0,0.23439923076436575,0.6696967129601118,0.09590405627552248
4551-59-1,0.10214552135731628,0.3580539011302317,0.5398005775124519,0.0
57647-13-9,0.0,0.0,1.0,0.0
27591-69-1,0.0,0.21827851515196658,0.6686310826296529,0.11309040221838043
589-32-2,0.0,0.32718411747493614,0.5572807073172972,0.11553517520776671
60012-88-6,0.0,0.3949130728147751,0.33829836230634547,0.2667885648788795
78-53-5,0.7957896352924833,0.20421036470751683,0.0,0.0
115-79-7,0.0,0.3313003616074786,0.3391698540433149,0.3295297843492065
122-31-6,0.0,0.0,0.5686967647160468,0.4313032352839531
78-10-4,0.0,0.0,0.6521894723353882,0.34781052766461185
17356-42-2,0.6978184990629311,0.2035429678974389,0.09863853303963005,0.0
3689-24-5,0.4469272899637711,0.20209821845293033,0.35097449158329846,0.0
563-12-2,0.6867696017061272,0.19394189759662453,0.11928850069724822,0.0
6926-73-4,0.896355890060881,0.10364410993911903,0.0,0.0
78-07-9,0.0,0.0,0.6779975403432136,0.3220024596567864
20395-17-9,1.0,0.0,0.0,0.0
18300-10-2,0.9036681961549133,0.0,0.09633180384508658,0.0
2667-40-5,0.5552277642773811,0.10742220271570065,0.3373500330069182,0.0
55134-13-9,0.0,0.10988229914342972,0.4451325126120896,0.44498518824448063
33446-90-1,0.0,0.0,0.1257267109728745,0.8742732890271255
27879-29-4,0.0,0.41272697924347174,0.48256571018858796,0.10470731056794033
35435-21-3,0.0,0.0,0.7747548215455656,0.22524517845443426
55934-93-5,0.0,0.0,0.8823272810250216,0.11767271897497857
52030-05-4,0.0,0.10760151549685162,0.8923984845031483,0.0
74051-80-2,0.0,0.09591457713528292,0.6616688224555163,0.24241660040920082
2224-33-1,0.0,0.0,0.8061075101437702,0.19389248985622987
34036-80-1,0.0,0.09708210791496776,0.9029178920850321,0.0
6104-58-1,0.0,0.0,0.8303866753776241,0.16961332462237597
77-90-7,0.0,0.0,0.4055903383653931,0.594409661634607
21327-31-1,0.5008386470167145,0.24740886746673119,0.0,0.25175248551655427
5826-91-5,0.5338327409967423,0.3688851086814189,0.0,0.0972821503218388
22787-59-3,0.822572193931188,0.0,0.0,0.17742780606881198
22787-58-2,0.8398825136526182,0.16011748634738163,0.0,0.0
5675-57-0,0.5368297012117172,0.3582819767473123,0.10488832204097039,0.0
3730-54-9,0.44141317276610315,0.4539073588738794,0.10467946836001739,0.0
655-35-6,0.0,0.3229980352494132,0.533381034754928,0.14362092999565879
77-89-4,0.0,0.20224145908379607,0.41538329016604136,0.3823752507501625
24748-23-0,0.11113251348008414,0.11020640734957958,0.4493595683890843,0.3293015107812521
70833-40-8,0.0,0.0,0.6802478585086219,0.3197521414913781
14504-73-5,0.0,0.44297946754295736,0.5570205324570425,0.0
67239-04-7,0.10768180543071358,0.21580350119090863,0.44224017322913073,0.234274520149247
2595-54-2,0.6775772903770875,0.20118934064279034,0.12123336898012212,0.0
5137-55-3,0.0,0.23406958987219711,0.3304891673774051,0.4354412427503978
1421-14-3,0.0,0.2229540515026711,0.6597376034062739,0.11730834509105499
2031-67-6,0.0,0.0,0.5139527438213727,0.4860472561786273
64036-99-3,0.6873612033133238,0.3126387966866762,0.0,0.0
26523-78-4,0.0,0.11327367595720252,0.45501796189503846,0.431708362147759
68814-95-9,0.0,0.0,0.2523434244065961,0.7476565755934038
538-23-8,0.0,0.0,0.1763794900187269,0.8236205099812731
68130-53-0,0.0,0.0,0.23292971587277994,0.76707028412722
2528-38-3,0.0,0.0,0.8228050303827648,0.17719496961723527
5343-44-2,0.0,0.0,0.5354659625225983,0.46453403747740163
5831-80-1,0.0,0.09132669461812543,0.6960647602204326,0.21260854516144184
51249-05-9,0.10626777340601634,0.0,0.6828003628418975,0.21093186375208614
102-85-2,0.0,0.0,0.5551581549108393,0.44484184508916075
126-73-8,0.0,0.06659085540592229,0.7207946702581676,0.21261447433591016
998-40-3,0.0,0.11710838931693943,0.22836134966332106,0.6545302610197394
115-78-6,0.0,0.5649981517296448,0.4350018482703551,0.0
33060-84-3,0.0,0.4798940619715054,0.10612033944641898,0.4139855985820755
150-50-5,0.3348117249469789,0.3413240711207113,0.10684180007343269,0.21702240385887703
78-48-8,0.3383063620346572,0.11281251128825404,0.4463155941172767,0.10256553255981213
60-01-5,0.0,0.10250823937384898,0.20688494397518525,0.6906068166509658
74125-01-2,0.8927627747299837,0.10723722527001629,0.0,0.0
1496-94-2,0.558560297859868,0.2207097047880036,0.10708683075065348,0.11364316660147479
21270-07-5,0.0,0.9192588930546792,0.08074110694532073,0.0
29806-73-3,0.0,0.0,0.20415469915454057,0.7958453008454593
7346-61-4,0.0,0.115736960409643,0.3602891628899537,0.5239738767004034
59130-69-7,0.0,0.0,0.10527558096018051,0.8947244190398195
63907-12-0,0.0,0.0,0.10155134368992301,0.898448656310077
1114-71-2,0.0,0.12031690926426841,0.33738699599253613,0.5422960947431955
64058-98-6,0.0,0.5776837966079075,0.3144228376951794,0.10789336569691305
64059-01-4,0.0,0.790336549792508,0.2096634502074919,0.0
13194-48-4,0.8876775702618644,0.11232242973813561,0.0,0.0
2511-15-1,0.49095718452952264,0.11350121920592413,0.2093078869944851,0.18623370927006802
90220-15-8,0.8078201981690182,0.11005309172670807,0.08212671010427364,0.0
759-94-4,0.0,0.16037556616258555,0.5592118239118198,0.28041260992559464
23184-66-9,0.0,0.0,1.0,0.0
51218-49-6,0.0,0.0,1.0,0.0
109965-82-4,0.0,0.43364364637448055,0.4829122706961064,0.083444082929413
20954-13-6,0.0,0.0,0.9263873230337292,0.07361267696627083
102579-43-1,0.0,0.0,0.7511616781993755,0.24883832180062454
168152-77-0,0.0,1.0,0.0,0.0
168152-89-4,0.0,1.0,0.0,0.0
92953-10-1,0.0,0.33856028244383474,0.5602860346891565,0.1011536828670088
17088-72-1,0.0,0.18211013124429856,0.46274486288521155,0.35514500587048986
60763-41-9,0.0,0.0,0.5867302436420325,0.4132697563579674
35850-79-4,0.0,0.0,0.5419582254381536,0.4580417745618464
3309-68-0,0.7975696606996366,0.20243033930036322,0.0,0.0
18109-81-4,0.10161740875203043,0.24935348199243476,0.5489455480818686,0.10008356117366639
52736-14-8,0.4306066942535508,0.0,0.11200833428930401,0.45738497145714513
3862-08-6,0.0,0.09951644772400066,0.6516368160000923,0.24884673627590723
139-45-7,0.0,0.10206672262104305,0.32784218382499686,0.5700910935539601
38727-55-8,0.0,0.0,0.9250139437471284,0.07498605625287162
80472-88-4,0.0,0.10597347982722191,0.8940265201727782,0.0
51356-13-9,0.5562142693159695,0.20135165580922107,0.2424340748748094,0.0
33210-44-5,0.0,0.4463917757705726,0.5536082242294273,0.0
33210-40-1,0.0,0.8360979870240565,0.1639020129759436,0.0
33210-43-4,0.0,0.7135660299526638,0.2864339700473363,0.0
1912-26-1,0.0,0.09826362571575438,0.7870954788360672,0.11464089544817835
7779-27-3,0.0,0.0,0.882063162507494,0.11793683749250607
78816-48-5,0.0,0.22504460775515392,0.39416358622135217,0.38079180602349394
2941-55-1,0.0,0.12141713303488692,0.878582866965113,0.0
4740-11-8,0.0,0.44713475121649066,0.46250121158969004,0.09036403719381939
125-99-5,0.0,0.0,1.0,0.0
5957-17-5,0.0,0.1112788513256084,0.8887211486743917,0.0
2001-81-2,0.0,0.0,0.914397998278931,0.08560200172106912
56-37-1,0.16438346144244995,0.10048133971174467,0.617261273996412,0.11787392484939335
9004-57-3,0.10618760764511524,0.0,0.3388003041761522,0.5550120881787325
7789-92-6,0.0,0.0,0.7775349347162007,0.2224650652837993
10140-99-5,0.0,0.0,0.5498512405459404,0.4501487594540597
122-51-0,0.09490154679416636,0.0,0.8061972299712822,0.0989012232345515
63869-26-1,0.3211803408310518,0.10673781206706132,0.4551939812140193,0.11688786588786748
2425-25-4,0.7447745290814212,0.12641261755015454,0.12881285336842438,0.0
5823-25-6,0.5582358380413556,0.10140468190923253,0.34035948004941197,0.0
919-54-0,0.7349190550787869,0.09502190449253671,0.1700590404286765,0.0
998-30-1,0.0,0.09911695831497434,0.7328151654789239,0.16806787620610175
1067-47-6,0.0,0.0,0.9073375808328331,0.09266241916716693
919-30-2,0.0,0.08444054264417805,0.6595571869170828,0.2560022704387393
76524-94-2,0.0,0.09063042088645308,0.6709895147525882,0.23838006436095888
2602-34-8,0.0,0.0,0.7781355290011953,0.22186447099880463
14814-09-6,0.0,0.08284206160365053,0.8139540264185092,0.10320391197784021
34708-08-2,0.0,0.0,0.7787260247737148,0.22127397522628517
15129-36-9,0.0,0.202430928535416,0.5810661009515986,0.21650297051298545
15267-95-5,0.0,0.0,0.6479750345333317,0.3520249654666683
122-52-1,0.0,0.0,0.7961907745861544,0.20380922541384566
78-40-0,0.4464239763030223,0.21118623295031835,0.34238979074665943,0.0
78-38-6,0.3180949669207725,0.20426560952177666,0.3803299240229821,0.0973094995344687
126-75-0,0.8967746360657026,0.10322536393429732,0.0,0.0
298-03-3,0.41200760944067166,0.37137710419222025,0.21661528636710817,0.0
298-04-4,0.8852824330778233,0.11471756692217676,0.0,0.0
298-02-2,0.7824104367223398,0.21758956327766024,0.0,0.0
1186-09-0,0.5913308129174274,0.40866918708257266,0.0,0.0
2524-09-6,0.8975691194291695,0.0,0.1024308805708305,0.0
2497-07-6,0.6643502456130087,0.22965509177814586,0.10599466260884535,0.0
2588-03-6,0.6641972608038863,0.1255725484586465,0.2102301907374671,0.0
2496-91-5,0.8061936627643634,0.1938063372356366,0.0,0.0
4891-54-7,0.6368306818032633,0.17402204491228712,0.18914727328444964,0.0
2497-06-5,0.7903384987858467,0.10856963846234206,0.10109186275181113,0.0
2511-11-7,0.5799548487168432,0.21134819622671805,0.20869695505643873,0.0
2404-78-6,0.4927202462075901,0.3314674958883686,0.1758122579040413,0.0
688-62-0,0.2241520325423947,0.10255321631305908,0.5729005478121266,0.10039420333241945
1486-39-1,0.39397100430833737,0.4379135684382528,0.16811542725340992,0.0
87310-56-3,0.0,0.0,1.0,0.0
55881-07-7,0.0,0.06975896001325364,0.4150209620249788,0.5152200779617676
2229-55-2,0.0,0.0,0.19104960996922216,0.808950390030778
79451-10-8,0.08638958909349101,0.6272824694658412,0.1925813571040376,0.09374658433663018
66996-10-9,0.07911679131430335,0.5606219869630021,0.27091576376072946,0.08934545796196496
30129-29-4,0.0,0.0,0.9089983529514091,0.091001647048591
30129-30-7,0.0,0.0965633927408005,0.8059209724764849,0.0975156347827146
55297-95-5,0.0,0.10905040744005226,0.6668973277367156,0.2240522648232321
3004-70-4,0.0,0.17193653712771745,0.8280634628722826,0.0
53521-41-8,0.0,0.10212480050273934,0.10612969840547244,0.7917455010917881
139-88-8,0.0,0.0,0.8125983951416845,0.1874016048583155
33820-53-0,0.165616907032422,0.0,0.7340294096569628,0.10035368331061516
5892-41-1,0.0,0.20406594389712088,0.5594418815925692,0.2364921745103099
1912-25-0,0.0,0.0,0.9025876053549663,0.09741239464503372
2275-18-5,0.7334456148876238,0.0,0.2665543851123762,0.0
87130-20-9,0.0,0.10850981147891116,0.7821114361478059,0.10937875237328286
63873-23-4,0.6804496201686698,0.21351510380406924,0.10603527602726101,0.0
78-52-4,0.7730896626248702,0.2269103373751298,0.0,0.0
63873-21-2,0.6820114068232983,0.1130491748740499,0.20493941830265192,0.0
68649-11-6,0.0,0.0,0.19922893685899065,0.8007710631410093
63990-57-8,0.10839053469295978,0.10327395456707163,0.6840685374899614,0.10426697325000728
26818-53-1,0.0,0.3370647415442883,0.6629352584557117,0.0
27891-14-1,0.0,0.3160126686698208,0.5600306304629425,0.1239567008672367
36756-79-3,0.09322693506138911,0.0,0.6841809400429665,0.22259212489564448
19072-57-2,0.0,0.11824282775427605,0.8817571722457239,0.0
27591-74-8,0.3548397139046244,0.30917691147039644,0.1106199719926807,0.22536340263229845
66734-13-2,0.0,0.0,0.8012624514273856,0.19873754857261433
5593-20-4,0.0,0.0,1.0,0.0
5534-09-8,0.0,0.0,0.831039150977072,0.16896084902292796
27778-88-7,0.0,0.4981308869945975,0.5018691130054026,0.0
27778-86-5,0.0,0.46482673861576723,0.5351732613842327,0.0
27778-84-3,0.0,0.4379870590004295,0.5620129409995706,0.0
27778-80-9,0.0,0.23032767729553263,0.7100542991481366,0.05961802355633073
27778-82-1,0.0,0.22058951742620186,0.7065581741970554,0.07285230837674267
27684-92-0,0.0,0.5029729481610524,0.49702705183894746,0.0
26259-45-0,0.0,0.0,1.0,0.0
40618-52-8,0.32788059229226835,0.0,0.6721194077077316,0.0
69-05-6,0.10598518252782368,0.48469751366837205,0.4093173038038042,0.0
9050-04-8,0.10476762790021002,0.7858527219610595,0.1093796501387304,0.0
60735-64-0,0.09458843024019568,0.09458843024019568,0.5624798733730441,0.24834326614656466
24151-93-7,0.33677882221106803,0.3268005236822803,0.3364206541066517,0.0
2109-64-0,0.0,0.0,0.696220042538914,0.3037799574610859
22457-23-4,0.0,0.0,0.8943678520534265,0.10563214794657344
541-85-5,0.0,0.10343469362364259,0.7931306127527148,0.10343469362364259
14355-07-8,0.11853100485851052,0.3541783890701354,0.46835477574775985,0.05893583032359424
10032-15-2,0.0,0.0,0.2147780845788691,0.785221915421131
14355-12-5,0.1921965723662271,0.752503972360006,0.055299455273766784,0.0
10024-78-9,0.0,0.13119880806981252,0.760278715547471,0.1085224763827165
32838-28-1,0.0,0.0,0.78384170103902,0.2161582989609802
57-33-0,0.06959020169310681,0.7047278390401642,0.22568195926672902,0.0
71-73-8,0.0,0.5264051311566559,0.473594868843344,0.0
871-22-7,0.0,0.11611121355499966,0.5153367839487345,0.36855200249626596
105-82-8,0.0,0.11587465051404193,0.33013744593963606,0.553987903546322
29122-60-9,0.0,0.19550393366102542,0.8044960663389745,0.0
186817-80-1,0.0,0.11159781034938414,0.634601136290934,0.2538010533596818
7452-79-1,0.0,0.3517948873640879,0.2054495455098755,0.4427555671260366
7286-69-3,0.1080590705833402,0.11811548280976948,0.7738254466068903,0.0
98886-44-3,0.6677224013676328,0.2212479578467366,0.11102964078563053,0.0
125-64-4,0.10180973149523692,0.45638694906768956,0.44180331943707357,0.0
82834-16-0,0.0,0.0,0.6609002311975479,0.33909976880245213
730-07-4,0.0951043717591045,0.0,0.7760673766205688,0.12882825162032654
33499-11-5,0.0,0.16820994871621192,0.8317900512837881,0.0
110429-62-4,0.0,0.0,0.7884686659723243,0.2115313340276756
67050-64-0,0.0,0.593452442693126,0.406547557306874,0.0
54-05-7,0.0,0.19302086203246757,0.8069791379675324,0.0
1094-08-2,0.0,0.6306232611014505,0.3693767388985495,0.0
30238-41-6,0.0,0.20856846669447665,0.723125847479843,0.06830568582568029
64241-34-5,0.11405607501254014,0.21215814164996416,0.568503243591935,0.10528253974556066
33499-13-7,0.06839331259921305,0.1579162626446801,0.7028603352464717,0.07083008950963507
63867-07-2,0.0,0.0,0.905744403617559,0.09425559638244095
