CASRN,LD50_knn_maccs
79451-10-8,-0.3795113603913474
66996-10-9,-0.7335903132280774
55297-95-5,0.2807600798261472
3004-70-4,0.6152367008079831
53521-41-8,0.7169790919401179
139-88-8,0.5666358623982533
1912-25-0,0.22296710754906318
2275-18-5,-0.8662126027511399
63873-23-4,-0.6668056645744815
78-52-4,-1.2407233570010447
63873-21-2,-0.49145671885260594
26818-53-1,0.5844429072684602
27891-14-1,0.951464176543125
36756-79-3,0.7747838793142111
19072-57-2,0.23433490273371269
27591-74-8,-1.0709487383631884
66734-13-2,-0.20705112738783363
27778-88-7,0.3353637692024162
27778-86-5,0.40105709871052886
27778-84-3,0.46148477207211236
27778-80-9,0.3476388899512133
27778-82-1,0.26277124415484016
27684-92-0,0.2010983535467888
26259-45-0,0.7068354385310069
40618-52-8,-1.036837304215045
69-05-6,1.0414296017581643
9050-04-8,0.2175208608138456
60735-64-0,0.41098255443699955
24151-93-7,-0.602942230200355
2109-64-0,0.7567962345096976
22457-23-4,0.902379834767455
541-85-5,1.122687662805854
14355-07-8,-0.11673001696040736
14355-12-5,-0.47158830472454877
10024-78-9,0.48084954035241473
32838-28-1,0.5556189848708603
57-33-0,-0.043194448494505766
71-73-8,-0.048303054525622516
871-22-7,1.781315055154768
29122-60-9,0.20977393219399101
7286-69-3,0.37624906681280923
98886-44-3,-0.7268131102612666
125-64-4,0.026081983554872026
730-07-4,0.8840336623494126
33499-11-5,0.5931754665267247
110429-62-4,0.7464929314948878
67050-64-0,0.10833114844795946
54-05-7,0.41944149412511056
1094-08-2,0.2880954769960038
30238-41-6,0.7337940380157403
64241-34-5,0.05473074603177395
33499-13-7,0.6089795199162538
63867-07-2,0.7245307504065518
4630-95-9,0.48756857760125405
66968-39-6,-0.10993886350711536
105-57-7,1.5349754940614115
87820-88-0,1.0561618682258234
103890-78-4,1.063872486945309
52-60-8,-1.3401451334903691
50765-89-4,-0.1421494788896188
15763-48-1,0.3807370757219189
22609-73-0,0.3473294917055843
88045-99-2,0.7780161002380451
17702-79-3,-0.865104233009135
137-58-6,0.9456708793367368
333-40-4,-0.6116958777273791
31775-20-9,0.5044224644721758
105779-78-0,0.17266510723819403
23191-75-5,0.7259856082190618
88045-98-1,0.826757554136271
57470-78-7,0.6226920670520985
68227-46-3,0.8583381407588654
5221-49-8,-0.4352336374047173
21409-78-9,-0.768147808089797
40374-14-9,-0.47624051279639695
29232-93-7,-0.3124388909804651
13171-21-6,-1.5160224650822005
73521-00-3,-0.01064646277429416
73512-92-2,-0.2044996795026681
73520-99-7,0.05333482749303908
128606-48-4,-0.8202871091177828
57846-34-1,-0.5014043118634486
74639-40-0,0.30007147477701607
1716-09-2,0.0683170732424372
14143-09-0,-1.3440282044623781
10097-26-4,1.3541821645648304
105-16-8,0.6893517220875495
1918-08-7,0.7446015130020652
14663-66-2,-0.3595827676600199
14663-67-3,-0.42230841175382583
10137-90-3,1.091671753994147
78193-97-2,0.7526778847633828
58458-55-2,1.0351140099433835
103-09-3,1.802122462953247
23947-60-6,0.5798436182513682
6946-94-7,0.9861708513140083
274671-61-3,0.8352179763149803
2728-05-4,0.9680499415362507
134-62-3,0.9680499415362507
52406-01-6,0.8462835742555208
953-32-2,-0.8574501154210468
60090-47-3,0.7603455639469778
15386-51-3,0.3396357480276594
2728-04-3,0.8844421351501889
299-45-6,-1.2558348827853263
2425-15-2,-1.119260712675481
51356-23-1,-1.0505999671654298
51356-21-9,-0.2188176375456144
3099-88-5,-1.0585999204392338
1942-78-5,-1.0382935966715885
108-35-0,-1.198482785827969
15421-84-8,0.4534556440595792
51356-11-7,-1.4816857562849137
51356-09-3,-1.1944489453133862
22439-40-3,-1.0570781230460053
5633-16-9,0.05100842425412502
26662-09-9,-0.6770302174256837
63979-26-0,0.427819337952115
2544-52-7,-1.3955154936976424
120-95-6,0.7982111046661426
51959-14-9,0.25830222902817795
79-74-3,0.6347884660253599
10508-09-5,1.1890164616862922
329-21-5,-0.9159107100442848
7795-74-6,-0.44824053262669183
69784-43-6,-1.0956126502977996
55285-14-8,-0.9813238096027478
3489-84-7,0.22208822554201055
3734-95-0,-0.7946809856334034
129927-33-9,0.4398824395979918
72590-77-3,0.06368006436729443
13472-08-7,0.483596176452935
78-66-0,1.032294108629628
1338-23-4,1.164169320871305
154619-86-0,-1.3407125562563205
154619-76-8,-1.2843340168851038
4268-36-4,0.7108341860982088
5340-36-3,1.2176776408120074
33236-05-4,0.051903508733091186
33210-49-0,-0.059000151405751836
17091-21-3,1.0346075127011225
82560-06-3,0.8229896492022348
77-74-7,1.230847480823128
55937-99-0,0.7988776068523483
1081-95-4,-0.6291843646249428
103446-98-6,0.2835097945217702
30087-47-9,-0.16914949504018953
40373-31-7,-0.7352702807802669
2631-26-7,-0.7434331361640318
3772-48-3,-0.6261138939893325
1474-80-2,-0.48502674853037947
28616-48-0,-0.5826887107998115
55769-64-7,0.385825001256719
89591-51-5,0.07507054427186594
63580-68-7,-1.4788716091086427
60244-63-5,-1.5719254778954386
60244-60-2,-0.9732470409322489
63039-90-7,-0.4630049203064417
18886-42-5,-0.0730308257958871
37686-84-3,0.22142084014156282
63717-17-9,-0.5186214072533768
57647-36-6,0.47539449592129046
104907-82-6,0.707011999184731
76597-98-3,0.5749812606369777
513-10-0,-1.0857538721518047
107-64-2,0.2750392903256911
68391-05-9,0.315335195526054
7173-51-5,0.2750392903256911
37335-68-5,0.38759822685341827
124-03-8,0.34942089229684087
6458-13-5,0.3467058412295512
70206-24-5,0.5910502515394391
53-46-3,0.31899650326269785
50-10-2,0.34080791048976455
24789-78-4,0.6337865055195719
3700-98-9,-0.18244738373033484
3700-97-8,-0.08883126962384916
63917-07-7,-0.25676998095097897
38260-54-7,-0.9079127155296931
2830-87-7,-0.19164589401974177
21410-51-5,-0.523699092001621
1634-78-2,-0.18941147242564776
121-75-5,-0.25107457774201647
18300-07-7,-1.3964368228702946
3344-12-5,-0.03032765323118921
51012-33-0,0.43691993830135417
4104-03-4,-1.230452910587297
15972-60-8,0.7862824908305893
117666-91-8,0.9785922058603681
117683-18-8,0.8648000722244013
90220-16-9,-1.2566885761736228
673-04-1,0.7521243310483775
64-96-0,0.49386786540479743
109410-00-6,0.1022245043087221
364-62-5,0.1910280547687631
4093-35-0,0.26972758621386184
19351-21-4,-0.1613135418321317
304-84-7,0.9500188137411116
19351-20-3,0.4985338921553147
55619-22-2,-0.056659562418200644
919-53-9,-0.2570900730692569
90245-33-3,-1.195255606740331
22082-34-4,-0.9521662687054424
78-62-6,0.3488310875082762
1067-99-8,0.5180875523230074
999-34-8,-0.6652796797931282
90220-14-7,-1.156246908818684
996-04-3,-0.9646518304780768
996-05-4,-1.1200210042356966
63906-39-8,-1.0184614286057232
32744-43-7,-0.0791952083387159
7292-16-2,-0.9964345570726935
1014-70-6,0.7545848755622064
21923-23-9,-0.626173797525505
2404-05-9,-0.597229511867946
51528-03-1,0.6851375778567669
3254-62-4,-1.387283967254466
115-90-2,-1.2359075493015395
6587-45-7,-1.1979049522309861
6132-17-8,-1.3476078983833697
101526-62-9,0.5591722081898044
109-66-0,1.6855409758777016
110-54-3,1.0492809848971705
84-76-4,1.989173667471988
50602-85-2,0.2346322806132501
119-07-3,1.5689291859248655
123-79-5,1.5395950163956582
1639-66-3,0.6789925101152985
2915-53-9,1.497924922152471
117-84-0,1.989173667471988
70729-68-9,1.0427924002402809
110-32-7,1.4170709732573785
10058-20-5,1.4018922999854326
3006-15-3,0.6528405513109683
84-75-3,1.597076484479512
2050-92-2,0.9487193538926004
13256-06-9,0.4454863099948803
3913-02-8,1.196403467290241
17810-51-4,-0.0968780477578527
21270-08-6,-0.15145679708568924
123-95-5,1.9610861956876189
111-92-2,0.5786224133056899
109-46-6,0.3893037867069854
102-83-0,0.5966737216150689
36167-63-2,0.09998103096197873
102-81-8,0.8406319976931357
102207-73-8,0.5726315299348433
119-48-2,0.41417583565426047
51861-34-8,0.7883682042784425
924-16-3,0.5504976505843835
127-59-3,0.7789529908758641
142-96-1,1.2009623586183815
112-48-1,1.3676601866325155
112-98-1,1.3689736615122363
141-17-3,1.2848081321539724
16672-39-2,1.4419408683083563
141-03-7,1.3932898542982213
85-70-1,1.626086165289976
4056-77-3,1.466530251001792
84-74-2,1.561194212600448
7483-25-2,1.5476649623083307
4092-75-5,0.871493540602367
1809-19-4,1.199427618765614
130525-77-8,1.1973071576150305
2528-36-1,0.6195280447573421
544-40-1,1.1118685948175875
51-03-6,1.2778102574368904
2430-27-5,0.6819695145879402
123-19-3,0.8848436847186516
74550-96-2,0.5791073689763128
106-31-0,1.4618699894500742
132-82-1,1.1236639604565712
105-66-8,1.707458899179467
142-84-7,0.5685428486879128
99247-33-3,0.9702591883007784
52888-80-9,0.8761062596844146
91893-38-8,-0.27909143236003614
57-66-9,0.6105322236171636
925-15-5,1.4840188924445785
136-45-8,1.4401395113269195
16066-38-9,1.1646931248525974
104-75-6,0.6691907515700101
10137-80-1,0.4860864172276818
113-48-4,0.6983605252864473
104-76-7,1.8436395918164077
5397-31-9,0.6647060129443486
10213-75-9,1.4339823928860103
4126-58-3,1.4695001408392692
1559-35-9,1.0448897521876863
2461-15-6,1.1886480163263717
103-44-6,1.288856970960391
21270-19-9,-0.1685976484460076
17751-71-2,-0.1982423851736533
17751-73-4,-0.16347453373900694
17751-72-3,-0.1982423851736533
17810-52-5,-0.15072496524192017
17751-68-7,-0.1285005259534281
21270-00-8,-0.15145679708568924
21270-16-6,-0.15127356355630608
21270-12-2,-0.14371911793298303
21270-02-0,-0.14199766892778307
21270-03-1,-0.12361336671842528
1928-43-4,0.34247382051815856
1928-47-8,0.4826041674823996
7659-86-1,1.3399154165605105
103-11-7,1.2895763917030159
5444-75-7,1.811832408621403
4376-20-9,1.6207198580206663
18750-05-5,1.4522658781219666
4248-21-9,1.4498191779040932
24468-13-1,1.8732867450969324
68037-57-0,1.3022062081565327
1070-03-7,1.5256932477853022
126-92-1,0.8065532715527524
123-04-6,1.510076750259788
63834-30-0,1.4297066072665068
149-57-5,1.2991816748003346
94-04-2,1.0971247166118105
589-82-2,1.3399257297401908
10138-47-3,1.2465215037754032
10138-87-1,1.152290921209452
94-96-2,1.626917593505426
10140-93-9,-0.1781745370341689
7492-37-7,1.0215346618144039
106-35-4,0.09921290048797882
645-62-5,1.403082129594923
5309-52-4,1.2718866777514828
6187-24-2,0.9599157888288765
1471-51-8,1.021688313497291
126-93-2,0.4138130655461495
13360-63-9,0.5191941190229251
1861-40-1,0.34086663731314065
91893-68-4,-0.25140800530608726
68439-49-6,1.2624884592430277
15523-43-0,1.3104914772903797
628-81-9,0.6462455339747424
4413-13-2,1.401088737128587
33236-04-3,0.23652897637133893
106-32-1,1.8926913487022905
79714-31-1,0.3901848596211421
3570-46-5,0.6689439614999674
64058-22-6,-0.2671117062464723
105-54-4,1.862525374175271
101205-02-1,0.4824632263708761
40626-35-5,-0.5876723535861892
89784-60-1,-0.5965513980894899
38527-91-2,-0.3816827586566325
38524-82-2,-0.0122900591387716
34643-46-4,-0.5308618950702215
24017-17-2,-1.0406899006686823
18596-67-3,-0.4768854875985103
617-79-8,0.6458043989532766
97-95-0,1.1766914291452422
10232-91-4,1.4725311394807234
10213-74-8,1.4152499920769879
4468-93-3,1.1449236203199875
63907-07-3,0.707816340162204
3953-10-4,0.9332826538851737
97-96-1,1.4268724954094727
19962-50-6,0.5494128191527309
88-09-5,1.2120964548724753
4189-10-0,0.6864396781838217
584-02-1,1.2581690529923553
101952-86-7,0.6900883439520196
96-22-0,1.4128638116824317
72-56-0,0.8193031258856255
579-66-8,0.7904552649583579
38725-95-0,0.7959221936778048
522-40-7,0.7255608822562066
123-62-6,1.3926088911246057
5837-63-8,1.3217575608582575
41340-25-4,0.12304040040575012
136572-09-3,0.12096616131633019
105-37-3,1.6796885420580017
512-48-1,0.866873433741062
702-54-5,0.03071927477043453
1085-91-2,0.8954755422452022
77-04-3,0.014035648315897447
80733-97-7,0.5009225665782852
23192-94-1,0.673806923360555
99233-24-6,0.7625488278538759
33236-13-4,0.3099806975452051
109-89-7,0.6638220246719808
105-55-5,0.19226901059714996
122-34-9,0.6893838163945258
104-78-9,0.6493044090781004
17074-44-1,-0.545959224591621
27312-93-2,-0.043286251879371566
6009-67-2,0.050230490459362585
100-36-7,0.45705655705137355
3105-97-3,-0.27525140979569845
17074-42-9,-0.5534060716940131
51-06-9,0.3384798528597296
23205-22-3,0.09981177342287142
34341-24-7,0.39016353546041677
100-37-8,0.864306759333052
63883-13-6,0.4944600557498853
53421-38-8,0.3370151735148591
911-45-5,0.363416066944362
2192-21-4,0.16910682545909034
2426-54-2,0.8447059845226279
31329-57-4,0.24216137175124544
34580-71-7,0.5089881350576709
1641-74-3,0.5997023316200613
2597-09-3,0.39812629994297094
57-37-4,0.6355279781410299
13352-70-0,0.4443003297607519
3735-90-8,0.9174869735583623
3010-02-4,0.7624498335972401
102394-31-0,0.5281753746755072
67367-65-1,0.8833197562719454
2431-96-1,1.0043845704880183
2315-36-8,0.6724005094599838
120-21-8,0.6955391338320601
2198-58-5,0.8407407430292644
5123-63-7,0.8451035756351527
17754-90-4,0.5246516039921084
25953-06-4,0.720997181476169
1696-17-9,1.0143378871130173
19311-91-2,0.667314248523432
63886-92-0,0.6135877390225363
63887-51-4,0.7161498342938405
32773-96-9,0.7632596805358967
101152-94-7,0.6110705595952666
14052-72-3,0.4636139290243456
28249-77-6,0.9352130384264197
95-06-7,0.16145642570011073
95-30-7,0.42184318618139977
1331-27-7,1.1479695308174005
13056-98-9,0.28205762023942116
21600-43-1,0.06494399344798076
55-18-5,0.21685418684738825
6794-94-1,0.09695170454358462
1709-50-8,0.8750839486567943
36014-71-8,-0.650545311278697
1050-48-2,0.37456327958311314
60-29-7,1.3135081171343643
629-14-1,1.3085668711730252
112-36-7,1.383761574859284
763-69-9,1.3240984913065708
110-40-7,1.4518991372684555
123-25-1,1.4518991372684555
27292-19-9,1.6528563571525008
22125-35-5,1.0829875642543427
59894-95-0,0.3178532828178723
73090-70-7,0.5828707401236254
98318-25-3,0.5837785727011054
84-66-2,1.244427339643691
1609-47-8,0.9977375745549854
502-55-6,0.07976172036800873
1851-77-0,-0.0471629597295116
1851-71-4,-0.0674412605289565
6485-91-2,-0.21671079209827046
762-04-9,0.54821522080472
999-01-9,-0.8351656067644407
10419-79-1,0.8055474948854856
75889-62-2,-0.9265048162972321
679-36-7,-0.0875465502903989
21548-32-3,-0.339939426126275
333-29-9,-0.8071771034819523
1516-67-2,-0.7399874943573778
5131-24-8,-0.9716432036436494
64050-52-8,-0.7045887738395328
311-47-7,-0.07530289438313321
38331-02-1,-0.7737831644779675
14984-58-8,-0.3387797493644916
311-45-5,-0.9785573551826464
897-83-6,-0.8523354008266625
2701-86-2,-0.4406549305390669
33399-00-7,-0.7392419661578454
2667-41-6,-1.1165820399800197
60971-95-1,-0.7912241580829421
5598-15-2,-0.6360975103482126
1491-41-4,-0.5599790741868459
16499-75-5,-0.8295763805983732
3734-92-7,-0.7728112938330273
51376-77-3,-1.1868214022682648
14734-96-4,-0.3890253141162177
1885-95-6,-1.2270966360829372
1885-98-9,-1.5047495364673684
5954-10-9,-0.8494869279501169
54593-83-8,-1.437094349423188
33841-12-2,-0.5701784270810003
3735-01-1,-0.41852336241628135
84197-34-2,-0.42442511995523846
84197-35-3,-1.0775323820736027
39624-86-7,-0.7747982272837546
29689-00-7,-1.1501208325405532
6012-87-9,-0.635411397144785
97-17-6,-0.5204093680053158
1224-63-1,-0.503863298045518
4824-78-6,-0.38139584493014694
7533-79-1,-0.4691763467471659
4935-28-8,-0.7397357472878983
297-97-2,-0.6792292619164407
13593-03-8,-1.0625378329537567
18854-01-8,-0.8140301495797492
2921-88-2,-0.5095746739839213
24017-47-8,-0.6298680131518983
14816-18-3,-0.7139428752292801
2668-92-0,-0.4624904150780199
16500-53-1,-1.026166679364741
13286-40-3,-1.1435231369097185
2047-14-5,-0.6436152688476601
35461-10-0,-0.8396453754429766
16231-76-8,-0.5334150465899442
30725-71-4,-1.156544179419265
2310-17-0,-0.7516473561488983
6119-96-6,-0.977177702183718
51356-06-0,-1.0399087909360307
51356-15-1,-0.852278576575488
51442-10-5,-0.6676069855779594
25923-97-1,-1.1702171358003781
3152-41-8,-0.9332571492804972
2275-14-1,-0.6273198191217718
24934-91-6,-1.5510122396253603
6436-05-1,-0.8468343240567553
41219-31-2,-0.23055769077976293
3659-04-9,-0.5937695266184255
10312-20-6,-0.612746345034371
38188-83-9,-0.9515520317428026
5823-20-1,-0.8399741304098326
973-28-4,-1.0969753202952093
4681-36-1,-0.2133403406421079
63716-53-0,-0.5089573806925003
64-67-5,-0.4829091555047837
7305-61-5,1.1621182477635945
7776-66-1,-1.0507172898339237
944-21-8,-0.77007778796991
62421-46-9,-1.0602409506782493
1497-39-8,-1.1213297935021294
3563-52-8,-0.812641617527971
1593-27-7,-1.2721442310648814
7260-35-7,-1.212551027205277
327-98-0,-1.137555268023469
24017-24-1,-0.8875351635543852
18596-51-5,-0.7914427607217092
63869-31-8,-0.8065796710714807
597-88-6,-1.5091757642983386
352-93-2,1.266399871133591
18771-38-5,0.42660390350609934
34491-12-8,-0.9898291599264557
110-81-6,1.1647374695683959
70-29-1,1.4037779950233187
59865-13-3,0.13032321326858345
17013-35-3,-0.1729329848910049
94-86-0,0.8756235776046787
1264-72-8,-0.1044522168747784
108050-54-0,0.5228308550596585
80214-83-1,0.3625773411955643
81103-11-9,0.23244504793384715
6683-17-6,-0.9852081714671708
4147-51-7,0.7643331924427121
7087-68-5,0.5728154404480617
5827-05-4,-1.5962850284442878
642-15-9,-0.13628063028958046
1331-50-6,1.2156682830810939
131929-60-7,0.4147805158594479
75443-99-1,0.26578787537719323
2964-06-9,-0.1459440752192298
973-21-7,-0.31539655166313796
54767-75-8,0.606060629649884
121158-58-5,1.0484018292243777
34264-24-9,-0.207423908275441
31218-83-4,-0.46876300815469035
34381-68-5,0.9121859165797311
33857-23-7,-1.0914584653306452
78193-95-0,0.7246137026469384
108419-32-5,1.8506177014389456
26748-41-4,1.4038608429076112
82560-54-1,-0.7840271341177908
33236-08-7,0.5504484348025993
26685-57-4,0.18637022205964465
78-44-4,0.8008737590947307
115767-74-3,0.2813008173925413
51893-82-4,-0.6813525971658632
1610-17-9,0.6025505190722432
3853-74-5,-0.47602781025412344
834-12-8,0.8204031223789996
55837-18-8,1.0427931996341835
57-43-2,-0.42424615062648463
64-43-7,-0.24745843257333003
37205-87-1,0.3538594584456135
16537-52-3,-0.9552325664850675
24838-84-4,-0.9646697807770267
21270-25-7,-0.15431763454400269
21270-04-2,-0.1570019647707346
97683-31-3,1.2014232376060376
1912-24-9,0.6375402662722903
3733-84-4,-0.6073607846329023
51162-51-7,-0.25940308911113225
328-04-1,-0.6803208258376341
29911-28-2,1.2513414161129262
91315-15-0,0.5699018064865105
10031-58-0,0.2835414329310985
477-32-7,0.41219103049479766
1020-35-5,0.1330696469119691
5633-25-0,0.5071714498848606
43033-72-3,0.26193668668252146
51218-45-2,0.7066162557152408
2307-68-8,0.7979226358267261
37172-05-7,1.3988363566421396
7319-47-3,0.36080909087576035
314-40-9,0.6590319533932724
105-46-4,1.7419847969880464
50602-40-9,0.32117011171915544
5787-73-5,0.6234353879051368
2282-34-0,0.04018990654752937
2917-19-3,-0.24607506955191677
3766-81-2,-0.19307341116738538
1225-25-8,0.4056982495634396
27778-78-5,0.22400849732593844
27684-90-8,0.2239657715936621
35384-89-5,0.2751186181579758
24729-96-2,0.9279904879131893
561-78-4,-0.1969132713801482
30238-40-5,0.7401685660551387
89396-94-1,0.6790434821860536
64050-87-9,0.6345557613655114
3614-30-0,0.2442347465552058
2753-45-9,0.36854176393905463
79985-89-0,-0.8991092227496663
82586-52-5,0.5223713324385421
22791-12-4,-1.096672786268579
70667-26-4,0.2120556131236663
7789-99-3,1.629551063801831
106463-17-6,0.7648469331385034
57558-46-0,0.35640406719947826
33054-87-4,0.006815875673273137
5389-12-8,-0.41732377769910245
105-30-6,1.485903427845547
42615-29-2,0.9421463206771769
97-61-0,1.204573895967761
