CASRN,EPA_svm_maccs-1,EPA_svm_maccs-2,EPA_svm_maccs-3,EPA_svm_maccs-4
3319-31-1,0.002267261491085726,0.015307817293011535,0.3560069596379021,0.6264179615780009
301-13-3,0.012747971030091652,0.016969260580235283,0.376828578802213,0.5934541895874602
78-42-2,0.017880251894953944,0.012148333842898552,0.4096986447171482,0.5602727695449993
56706-10-6,0.08437828660495703,0.12624876672811647,0.44180333974702884,0.34756960691989797
160194-28-5,0.012410343261766255,0.051740123401735734,0.696843611321287,0.23900592201521084
15458-87-4,0.06685805237101955,0.36352487967695885,0.4933344825729486,0.07628258537907322
105084-66-0,0.39429436285946856,0.40044001496904663,0.15964530733460958,0.04562031483687522
13080-06-3,0.015027196224547833,0.23090095262387286,0.5009820703176957,0.25308978083388367
15180-47-9,0.046672166195699645,0.12558212265157323,0.6111209430844587,0.2166247680682683
35077-00-0,0.08777049149951148,0.10207933611606541,0.6778775145734316,0.13227265781099146
63869-22-7,0.36407557492464615,0.511391865704941,0.09572286560418954,0.028809693766223183
139-60-6,0.1177467020750826,0.17731193941847534,0.6155361394480983,0.08940521905834348
34206-40-1,0.05132650533876541,0.14196469595355046,0.6757809347365715,0.1309278639711126
752-56-7,0.025068017173050905,0.12568836820847507,0.6414444278077609,0.20779918681071305
74758-25-1,0.020362082429329454,0.16423555883288168,0.7141141252266419,0.10128823351114674
23505-41-1,0.07494401199994002,0.3310270117139245,0.4892551373779406,0.10477383890819504
154702-15-5,0.030078952335851714,0.11766272881118399,0.5780964822368543,0.2741618366161103
3857-80-5,0.023248118361319476,0.16988995416745087,0.7328031849909935,0.07405874248023628
3687-16-9,0.026759615447212465,0.3846020849527416,0.49429694972190336,0.09434134987814294
141-94-6,0.024112865648180045,0.17463211875003068,0.725564560180323,0.07569045542146641
68289-21-4,0.02483204707632717,0.25405653285882057,0.6319109679071675,0.0892004521576847
67762-53-2,0.0025552592939990055,0.009476724210855271,0.7564213595323253,0.23154665696282026
4559-86-8,0.007974957011556276,0.13895635338946769,0.6729750226748197,0.18009366692415632
10254-57-6,0.037911243746228215,0.14517352951806844,0.6179478080769752,0.19896741865872808
53306-54-0,0.003967582343247267,0.02684309636425571,0.8050128631531931,0.16417645813930407
1941-30-6,0.040737358239442474,0.3490860067952789,0.2821205620140404,0.3280560729512383
682-01-9,0.004703063100174883,0.0307971749634647,0.6169585401179564,0.34754122181840397
486455-65-6,0.009167882322374825,0.06109189366997226,0.6617248905742836,0.26801533343336936
126-57-8,0.004165473474641179,0.02708465685400193,0.7385822015075681,0.23016766816378875
11138-60-6,0.0052253670548441855,0.03488796847118035,0.7996707518965546,0.16021591257742115
78-16-0,0.006006450793980833,0.027323473851839773,0.8049402628387037,0.16172981251547563
106-20-7,0.01163889399214331,0.12973874740134683,0.7902790231557677,0.06834333545074196
295800-70-3,0.017664582055992917,0.11057235072213553,0.6498760568700269,0.22188701035184435
10143-60-9,0.0033619852526686716,0.017252992512675844,0.8591603502594302,0.12022467197522516
22174-70-5,0.003489110814039924,0.012042539525205991,0.15693911088234833,0.8275292387784055
19074-24-9,0.003931070951891966,0.021360830598559054,0.8133731518654782,0.16133494658407066
122-62-3,0.003294024711641802,0.011245267899147293,0.3611012047909998,0.6243595025982109
103-24-2,0.00411884335071013,0.0139305560414952,0.35007287495772765,0.6318777256500671
103-23-1,0.004826356241080592,0.017551688975726686,0.820925113551918,0.15669684123127497
2915-57-3,0.004826356241080592,0.017551688975726686,0.820925113551918,0.15669684123127497
84731-70-4,0.0040908657740092525,0.018662551114386236,0.9173586504958825,0.059887932615722186
117-81-7,0.003967582343247267,0.02684309636425571,0.8050128631531931,0.16417645813930407
14858-73-2,0.0046600961682420035,0.007955691056892951,0.24833397225544274,0.7390502405194221
3658-48-8,0.009662520693545616,0.026351999677379674,0.5671218279767825,0.3968636516522924
298-07-7,0.006773912019909885,0.014652297762630915,0.5537942309777851,0.42477955923967414
63449-80-9,0.1879544069875761,0.08621134064306199,0.3109197704150125,0.41491448195434966
7425-14-1,0.006970701067130546,0.013156859073299791,0.8175815996695455,0.16229084019002438
18268-70-7,0.0014855628644584583,0.009659978758050159,0.3533636215670533,0.6354908368104379
94-28-0,0.0020049708160052014,0.01368081146346306,0.36162938365623376,0.6226848340642985
3282-85-7,0.028497738975836958,0.11860163347325309,0.7226663999987051,0.13023422755220487
7790-07-0,0.0038575816750894307,0.04563346690481976,0.7927696806107081,0.1577392708093824
25724-60-1,0.004899319346753095,0.049315763603859954,0.7834898362295826,0.16229508081980445
10022-60-3,0.0032039478594758338,0.01805567279344247,0.9292745786249229,0.04946580072215902
468-61-1,0.010400219084679965,0.13802141903694604,0.7287049973632463,0.12287336451512776
4551-59-1,0.030825450588179527,0.14579916100471585,0.647127697580816,0.17624769082628855
57647-13-9,0.02703578670710906,0.16779908158448356,0.7188720302515254,0.08629310145688204
27591-69-1,0.0171604605650371,0.14049442555746855,0.7037153492668812,0.1386297646106132
589-32-2,0.04155020269016164,0.18767217521326304,0.490982550968922,0.2797950711276531
60012-88-6,0.05964396626219879,0.2355491994685711,0.5471736176564036,0.1576332166128266
78-53-5,0.8074988426698042,0.13768896846297557,0.03874562970512363,0.01606655916209659
115-79-7,0.03329180527421963,0.23082769006918663,0.5615346657130487,0.1743458389435454
122-31-6,0.0037420007388784776,0.02103717651781933,0.6809551744576782,0.2942656482856241
78-10-4,0.008417185549322801,0.015287995751069677,0.7624330037576681,0.21386181494193923
17356-42-2,0.954814055991684,0.025395062183420112,0.012971918314317795,0.006818963510578106
3689-24-5,0.5805878317009339,0.1797214409026092,0.21397233045386244,0.025718396942594327
563-12-2,0.8375451823439118,0.07360868219823255,0.06977988878812112,0.0190662466697345
6926-73-4,0.44085849646713626,0.19166663269871567,0.2431607444515704,0.12431412638257763
78-07-9,0.0039041151195274783,0.013342211079836441,0.7684483533987008,0.21430532040193523
20395-17-9,0.9422021929907801,0.042818998784849314,0.007513972917586215,0.00746483530678429
18300-10-2,0.9174113943170495,0.06740249543047232,0.011474331877166519,0.003711778375311246
2667-40-5,0.554571289588616,0.31227716306231085,0.10235638484196397,0.0307951625071093
55134-13-9,0.3097167115803018,0.2191243026272054,0.29541490210412447,0.17574408368836836
33446-90-1,0.018121403520943487,0.056306697528851514,0.376336189091646,0.5492357098585592
27879-29-4,0.041691357454711635,0.13963725614919348,0.7332889048632708,0.08538248153282436
35435-21-3,0.0034890465999549455,0.018670462231601063,0.31951512643803254,0.6583253647304115
55934-93-5,0.009906240371086956,0.012978718303067575,0.7954111423354219,0.18170389899042366
52030-05-4,0.010077822315939245,0.05784282060918829,0.7498726615942649,0.1822066954806072
74051-80-2,0.03204624747186014,0.10986707632571945,0.6588575824694064,0.19922909373301423
2224-33-1,0.05062692247944151,0.1571038612305122,0.6828225207001816,0.109446695589865
34036-80-1,0.03176924421274914,0.17526279025749814,0.7069724048383973,0.08599556069135529
6104-58-1,0.039691863012786384,0.11986463675358477,0.6238333060985204,0.2166101941351086
77-90-7,0.004137057983946771,0.02973745918820562,0.34031338433448954,0.6258120984933577
21327-31-1,0.13225474265693812,0.22026728422675337,0.15931229632607644,0.4881656767902322
5826-91-5,0.2951383783857262,0.30072217184922206,0.3592818127690014,0.04485763699605007
22787-59-3,0.3556823971192922,0.13709519511447535,0.13020692063462866,0.3770154871316036
22787-58-2,0.8429293896931102,0.12506235830225731,0.024597021321682927,0.007411230682949855
5675-57-0,0.20805053702675508,0.7113068477631664,0.059352964078898736,0.021289651131179713
3730-54-9,0.5734681660914218,0.12660274242344421,0.275634289313664,0.02429480217147037
655-35-6,0.060058002753856365,0.2822747267833601,0.5216342966829661,0.13603297377981746
77-89-4,0.007089675392972512,0.03802525065160478,0.48818776625975746,0.4666973076956651
24748-23-0,0.041120233258815315,0.3773801772687409,0.3667572198495475,0.21474236962289633
70833-40-8,0.005070268153240151,0.01927297714787001,0.4929570873056237,0.48269966739326614
14504-73-5,0.03933298242332497,0.2704963543670685,0.5713121622472476,0.11885850096235895
67239-04-7,0.04644375210582077,0.1774411258484874,0.6410509585626637,0.1350641634830283
2595-54-2,0.17617475213336262,0.5862571063777642,0.20652849382851415,0.031039647660359274
5137-55-3,0.024800402108834545,0.23412708080714917,0.6210946228296034,0.11997789425441238
1421-14-3,0.013734902213545912,0.1270290997581211,0.7283681496539499,0.13086784837438334
2031-67-6,0.01820569704642522,0.055028391431589045,0.2934998624611106,0.6332660490608752
64036-99-3,0.935693301940239,0.023926667374838697,0.025851697838221457,0.014528332846701074
26523-78-4,0.02220881556453495,0.16474239131881951,0.605683301006687,0.20736549210995842
68814-95-9,0.023500154459260406,0.2896279057677019,0.6132881917570605,0.07358374801597715
538-23-8,0.003176392126572752,0.017628366545200214,0.12162677321546446,0.8575684681127625
68130-53-0,0.0030482489786539933,0.04380954851287491,0.28769388625703557,0.6654483162514354
2528-38-3,0.012096877342754135,0.013566585547139413,0.6462505812917886,0.3280859558183178
5343-44-2,0.005206816982961294,0.05205032716863702,0.7754784791510445,0.16726437669735714
5831-80-1,0.009575774513440213,0.08646565133292108,0.7158346006492169,0.1881239735044218
51249-05-9,0.0565448759477096,0.23947682844852927,0.5287464441347198,0.17523185146904155
102-85-2,0.01857819117810179,0.1148627740011046,0.7173938761540595,0.14916515866673383
126-73-8,0.017513109917224247,0.035046988381870474,0.6944528969955368,0.25298700470536845
998-40-3,0.005651305944791585,0.05719683483817064,0.6916030861522298,0.24554877306480785
115-78-6,0.01868445883122655,0.2877590449639997,0.546772129935943,0.14678436626883085
33060-84-3,0.07605213570581831,0.4564695302175377,0.3741597760448452,0.09331855803179877
150-50-5,0.2091917628674344,0.6273237342429163,0.12629576092134992,0.03718874196829925
78-48-8,0.5466254711435844,0.134810781913774,0.27871228673710546,0.03985146020553568
60-01-5,0.011095195300984344,0.13249104947659274,0.5862366912912816,0.27017706393114155
74125-01-2,0.45415479385052837,0.4663855427132663,0.06975914727217959,0.009700516164025586
1496-94-2,0.025695061907014885,0.05503068192647062,0.4960163312469985,0.42325792491951614
21270-07-5,0.02998267760370188,0.6356445504558809,0.2573975970565247,0.07697517488389255
29806-73-3,0.004083968138873786,0.005674798396267954,0.342182746392882,0.6480584870719766
7346-61-4,0.029604141099344488,0.1969714793959766,0.6070880597318711,0.16633631977280772
59130-69-7,0.004944284289953258,0.008937982424037467,0.3278267636928509,0.6582909695931584
63907-12-0,0.021372272652610554,0.04029141902448769,0.35794208763267216,0.5803942206902295
1114-71-2,0.015668640680487855,0.12051085517907466,0.5253827578890782,0.3384377462513591
64058-98-6,0.046019286561611146,0.7622029279803761,0.13349633732042313,0.058281448137589585
64059-01-4,0.03074928638282818,0.36673174429727484,0.5323730040282761,0.07014596529162088
13194-48-4,0.29735125790328704,0.6097089246728653,0.07831275059074509,0.014627066833102706
2511-15-1,0.879480948949059,0.07228285164374718,0.03099891610803989,0.017237283299153833
90220-15-8,0.5471271353550039,0.40052502983949917,0.03720601136372844,0.015141823441768487
759-94-4,0.016939279872503495,0.08466864141302453,0.7802582175639555,0.11813386115051672
23184-66-9,0.05533432819488558,0.12479567041334641,0.6556926687549184,0.1641773326368498
51218-49-6,0.04621502863063469,0.0937150825918812,0.7414195530334413,0.11865033574404275
109965-82-4,0.02492815813975489,0.5673386869918005,0.34223454020590194,0.06549861466254278
20954-13-6,0.01723816469344547,0.11247381776785374,0.6836516966413131,0.1866363208973877
102579-43-1,0.02563961803199339,0.14407894048615968,0.6651427095348678,0.16513873194697906
168152-77-0,0.03252724521770626,0.5848858520114096,0.3158123372548265,0.06677456551605773
168152-89-4,0.03796795796098305,0.5108505651114956,0.3601217415795084,0.09105973534801295
92953-10-1,0.014483786181909703,0.07883005457973566,0.84248723640002,0.06419892283833455
17088-72-1,0.02525183776850554,0.14529654740083048,0.725763154033589,0.10368846079707522
60763-41-9,0.002434283815226787,0.004381551771710946,0.19675166757542734,0.7964324968376351
35850-79-4,0.047598154554124285,0.1579982306672575,0.4925574373462005,0.30184617743241793
3309-68-0,0.9669571413474712,0.019974068101051044,0.006437776514228841,0.006631014037248998
18109-81-4,0.021493601533999512,0.3784745402629153,0.47968247375644435,0.120349384446641
52736-14-8,0.019491937204993544,0.061226667122239634,0.40280369243209085,0.5164777032406758
3862-08-6,0.007110080008512867,0.07454190575998444,0.5109524192575354,0.4073955949739674
139-45-7,0.007076658259621921,0.1250488027252558,0.41658643576420784,0.4512881032509143
38727-55-8,0.02094979183722688,0.08323364335728349,0.7520127941964909,0.14380377060899888
80472-88-4,0.023832529790364407,0.1823765785380917,0.730004259013072,0.06378663265847169
51356-13-9,0.8513594542552324,0.10475626982833008,0.03294663944786369,0.01093763646857382
33210-44-5,0.04957127346989826,0.6323828056143993,0.27582107034379205,0.042224850571910555
33210-40-1,0.041906322732337534,0.7212198643763604,0.18778813918921325,0.04908567370208881
33210-43-4,0.04229641888848473,0.816720312963131,0.09191341920463723,0.04906984894374697
1912-26-1,0.047427767430895794,0.17537582008134325,0.6718835263717527,0.10531288611600848
7779-27-3,0.032337267211468367,0.3341217424223314,0.47372428946109213,0.1598167009051076
78816-48-5,0.04326895809025819,0.17675698981120092,0.5744330786743355,0.2055409734242053
2941-55-1,0.016657524649572656,0.11037244028933135,0.7071499787254296,0.1658200563356661
4740-11-8,0.03335935432728387,0.41881718696459386,0.40584477605384295,0.14197868265427935
125-99-5,0.017335147269252046,0.24091391135303816,0.6927563102794386,0.048994631098271305
5957-17-5,0.012622831866439373,0.09008504797754395,0.8469916642532974,0.05030045590271882
2001-81-2,0.01883785860218086,0.10776144645807963,0.7953590632871884,0.07804163165255137
56-37-1,0.0810449795556333,0.196327849518012,0.5897927724374629,0.13283439848889164
9004-57-3,0.017096872716685422,0.05689298264632786,0.8001486444640096,0.12586150017297734
7789-92-6,0.0031734482554468778,0.009233502296284685,0.6156952038435181,0.37189784560475053
10140-99-5,0.015981922783567998,0.3479576080698202,0.5125644917334052,0.12349597741320623
122-51-0,0.0025586253309639925,0.03500845124019371,0.8872609970565762,0.07517192637226605
63869-26-1,0.7341529783983975,0.03841923231267306,0.19136433297453248,0.03606345631439699
2425-25-4,0.12619721961171973,0.5200864553700959,0.33785121208629454,0.01586511293189022
5823-25-6,0.2778786847646315,0.11182744331150721,0.5587622873483298,0.05153158457553156
919-54-0,0.10448763298627074,0.09574599757706054,0.7585717951263834,0.041194574310285295
998-30-1,0.004663751639021396,0.03961852647064052,0.3507241460603623,0.604993575829976
1067-47-6,0.019353739700284565,0.05491470735106799,0.6195803160004126,0.3061512369482347
919-30-2,0.01328554865570893,0.16429534562138098,0.5168462723450977,0.3055728333778126
76524-94-2,0.023893655795210057,0.07942011538195315,0.6168485611184333,0.27983766770440355
2602-34-8,0.055528791673219634,0.10530666316146535,0.44335601695944404,0.39580852820587104
14814-09-6,0.023076760838141253,0.07258111157669477,0.731692012628389,0.17265011495677499
34708-08-2,0.05103129049838912,0.149446904162618,0.6119116302258332,0.18761017511315922
15129-36-9,0.03808870557711261,0.1584625285798186,0.5656997312709742,0.23774903457209481
15267-95-5,0.07218106493332718,0.07470191897572023,0.46618381309713075,0.38693320299382195
122-52-1,0.06111672804653005,0.2621421218969532,0.5715975478243335,0.10514360223218311
78-40-0,0.08970318711297595,0.07753826228214027,0.6210102319644504,0.21174831864043336
78-38-6,0.052492640944582,0.0651808093056263,0.5638036856245177,0.3185228641252737
126-75-0,0.9460002523299006,0.028200625075809203,0.014391578334059652,0.01140754426023059
298-03-3,0.6702636504028068,0.20053282927932325,0.10960066399751468,0.019602856320355435
298-04-4,0.928704706895345,0.03695277290884753,0.026626261333080162,0.007716258862727482
298-02-2,0.9046525020881211,0.07890140654767484,0.009459791865152854,0.006986299499051157
1186-09-0,0.5338029945284336,0.37644807198487695,0.07937403767266285,0.010374895814026324
2524-09-6,0.39076172692619376,0.43778064914510767,0.15179541381651415,0.019662210112184293
2497-07-6,0.6252925306250293,0.2767105429822255,0.07328229490351632,0.024714631489228978
2588-03-6,0.8464538627746455,0.11465691573671814,0.025246683040559728,0.013642538448076516
2496-91-5,0.6684697703398012,0.24857637332988017,0.06320572900532931,0.019748127324989356
4891-54-7,0.5945391060488269,0.2745672312707109,0.08767012966123044,0.04322353301923173
2497-06-5,0.6876638504661984,0.19514107948256407,0.09702542596074909,0.02016964409048843
2511-11-7,0.2688519957030009,0.671226573332664,0.04703692313863405,0.012884507825700631
2404-78-6,0.3470317078622551,0.6091907051655595,0.034442072856771776,0.009335514115414034
688-62-0,0.038204376014670714,0.22736216239787874,0.7041360819041431,0.030297379683307365
1486-39-1,0.053642118335715736,0.7783265087497571,0.13763748994409045,0.030393882970436936
87310-56-3,0.04795938673962579,0.1932769553695938,0.6763936191129852,0.08237003877779457
55881-07-7,0.024574126413284075,0.08901228071514346,0.4884810444371158,0.3979325484344567
