CASRN,LD50_RF_mordred
13194-48-4,-0.8987503513964404
2511-15-1,-0.5979209656389248
90220-15-8,-1.1937722924317296
759-94-4,0.557376215258764
23184-66-9,0.709354443887357
51218-49-6,0.614556394974099
109965-82-4,0.20367265539228968
92953-10-1,0.3491880183967782
17088-72-1,0.46585128467097536
35850-79-4,0.5891825722756364
3309-68-0,-1.9640193182997057
18109-81-4,0.3956745334005156
139-45-7,1.271778731033058
38727-55-8,0.6900423779261221
51356-13-9,-0.8490984689690729
33210-44-5,0.060767280797039074
33210-40-1,-0.32338375782907297
33210-43-4,0.09888561571517954
1912-26-1,0.6531705714626284
7779-27-3,0.7268251577119546
78816-48-5,0.17042112956864247
2941-55-1,0.629912888360402
4740-11-8,0.40860274864039403
125-99-5,0.3998614409378304
5957-17-5,0.84943196180536
2001-81-2,0.5255500893777749
56-37-1,0.42223685509597286
7789-92-6,1.2539105374555162
10140-99-5,0.8002190099630208
122-51-0,1.270840683777867
63869-26-1,-1.112171156602716
2425-25-4,-0.6368629523581054
5823-25-6,-0.9390104770268024
919-54-0,-0.516792585354934
1067-47-6,0.9318569398617074
919-30-2,0.9895581492098124
14814-09-6,0.8205123597927205
34708-08-2,0.372418233243697
15129-36-9,0.6356547421831981
15267-95-5,0.6467229463262231
122-52-1,0.9445597617090316
78-40-0,0.27403411076626205
78-38-6,0.7273666039066753
126-75-0,-1.325778226478047
298-03-3,-1.087819423011641
298-04-4,-1.9555784875943671
298-02-2,-1.6566146575220548
1186-09-0,-0.6472668702434065
2524-09-6,-0.9715479553903987
2497-07-6,-1.681875059028548
2588-03-6,-1.444634052439542
2496-91-5,-1.0497312246135095
4891-54-7,-1.403424079352331
2497-06-5,-1.362308812094785
2511-11-7,-1.2283810005172808
2404-78-6,-0.6986157403277391
688-62-0,-0.5616439115262618
87310-56-3,0.6796658873024285
79451-10-8,-0.5216925601980121
66996-10-9,-0.27558566255326916
55297-95-5,-0.06973808911057368
3004-70-4,0.5004319692764594
53521-41-8,0.9213455820151204
139-88-8,0.7740044819719466
1912-25-0,0.5381491850350014
2275-18-5,-0.7852907878296717
63873-23-4,-0.17559458013553556
78-52-4,-1.3639860563615704
63873-21-2,-0.37748939348638266
26818-53-1,0.5001092525732485
27891-14-1,0.559506407957795
36756-79-3,0.6181581100024122
19072-57-2,0.5588530419366149
27591-74-8,-0.31165480054627054
66734-13-2,-0.4328636443279506
27778-88-7,0.2785363927650966
27778-86-5,0.32660801327004363
27778-84-3,0.3372452416341416
27778-80-9,0.32630040194345766
27778-82-1,0.21074357776539787
27684-92-0,0.2123058199058525
26259-45-0,0.5639116296383532
40618-52-8,-0.70251231425349
69-05-6,0.8137159281400083
9050-04-8,0.17394777206391762
60735-64-0,0.6299269773497379
24151-93-7,-0.43724703900753625
2109-64-0,0.7035955237607417
22457-23-4,0.7905028033390097
541-85-5,1.1467908511801388
14355-07-8,0.061665761802443285
14355-12-5,-0.2428775826033189
10024-78-9,0.4540516917637983
32838-28-1,0.9673896562928961
57-33-0,-0.19066438711553232
71-73-8,0.14177705502948598
871-22-7,1.3007969325182844
29122-60-9,0.2610739952033983
7286-69-3,0.5135288729392945
98886-44-3,-0.8398834213484462
125-64-4,0.6414541552374275
730-07-4,0.6835293022306117
33499-11-5,0.5912691553616427
110429-62-4,0.5322914298686726
67050-64-0,0.1820993157546998
54-05-7,0.2791971265110379
1094-08-2,0.3493796163322743
30238-41-6,0.5601805935310689
64241-34-5,0.597515510503384
33499-13-7,0.5416310058635038
63867-07-2,0.6062761797631903
4630-95-9,0.4037250500532198
66968-39-6,0.06613025670178156
105-57-7,1.4589969424223892
87820-88-0,0.44335755762526585
103890-78-4,0.23439733664717818
52-60-8,-0.4917443005005644
50765-89-4,-0.30282481483619683
15763-48-1,0.417144548118413
22609-73-0,0.40116789024433724
88045-99-2,0.6756585615684179
17702-79-3,-0.6529774682720872
137-58-6,0.532851091191561
333-40-4,-0.7639944041927247
31775-20-9,0.35680237685137167
105779-78-0,0.3836929519143009
23191-75-5,0.3906931625187921
88045-98-1,0.6936956679059406
57470-78-7,0.4108183547870208
68227-46-3,0.20915963554666822
5221-49-8,-0.17652463577342276
21409-78-9,-0.6185843044143402
40374-14-9,-0.09264867436948902
29232-93-7,-0.2876883471412373
13171-21-6,-1.1023349281997876
73521-00-3,-0.12547215061622244
73512-92-2,-0.20512000504920166
73520-99-7,-0.13151329472080606
128606-48-4,-0.7194870784086707
57846-34-1,-0.2574546165704528
74639-40-0,0.30121989083771017
1716-09-2,-0.6065984043701828
14143-09-0,-1.1388964581605272
10097-26-4,1.3333409135536738
105-16-8,0.8075130318451471
1918-08-7,0.2630949802485383
14663-66-2,-0.25797915185990156
14663-67-3,-0.4317985301265432
10137-90-3,1.2755992054492082
78193-97-2,0.6248729370172496
58458-55-2,0.715139340771993
103-09-3,1.5073894018938736
23947-60-6,0.5262100005425524
6946-94-7,1.118385822392128
274671-61-3,0.6240943196709522
2728-05-4,0.8037361107647413
134-62-3,0.7968972490945403
52406-01-6,0.25122159953245227
953-32-2,-0.6702953328134745
60090-47-3,0.6257798896962631
15386-51-3,0.2730364262703299
2728-04-3,0.865721110330879
299-45-6,-0.8770719446899983
2425-15-2,-0.9992651180520615
51356-23-1,-1.0006438406859026
51356-21-9,-0.5818130280201526
3099-88-5,-0.6749482052870305
1942-78-5,-0.600448222420534
108-35-0,-1.0931266559591901
15421-84-8,0.3564129599948178
51356-11-7,-1.551800192125397
51356-09-3,-1.1212566824060557
22439-40-3,-0.6508023851408878
5633-16-9,0.35334683265094086
26662-09-9,-1.1187819753710895
63979-26-0,0.5017852692443476
2544-52-7,-1.3242461541376398
120-95-6,0.9007277118512995
51959-14-9,0.39087503985411387
79-74-3,0.7968463362976983
10508-09-5,0.9686047942766189
329-21-5,-0.28176933562889245
7795-74-6,-0.5006215195917211
69784-43-6,-0.6505881376345297
55285-14-8,-0.43091176778103807
3489-84-7,0.6750640397060265
3734-95-0,-0.6356194744548255
129927-33-9,0.24294163999146445
72590-77-3,-0.23009285319573333
13472-08-7,0.46376574764912804
78-66-0,0.9399268219934669
1338-23-4,0.8430488332101735
154619-86-0,-1.3210143536812593
154619-76-8,-1.3268864974305394
4268-36-4,0.6214397401370682
5340-36-3,1.3160656760399783
33236-05-4,0.09479147810891088
33210-49-0,0.18018199660189857
17091-21-3,0.6664550008939254
82560-06-3,0.5417186714822562
77-74-7,1.2456152019571074
55937-99-0,0.5362469535118397
1081-95-4,-1.0463289675154657
103446-98-6,0.2595479626835074
30087-47-9,-0.03883218380764657
40373-31-7,-0.25574417438909824
2631-26-7,-0.08302098759128029
3772-48-3,-1.3934011876652352
1474-80-2,-1.0256519216170121
28616-48-0,-0.9896508362779256
55769-64-7,0.37797423115465245
89591-51-5,0.3887478730377524
63580-68-7,-0.8692641636113645
60244-63-5,-1.261852797801498
60244-60-2,-0.7089613662732532
63039-90-7,0.03751796953636871
18886-42-5,-0.11114448344424288
37686-84-3,0.05826553065266125
63717-17-9,-0.4670075829592483
57647-36-6,0.37782761922848324
104907-82-6,0.5206197131326974
76597-98-3,0.21801879010597217
513-10-0,-0.6787790915821662
107-64-2,0.44538908020590534
68391-05-9,0.6449080499931573
7173-51-5,0.2977383457063279
37335-68-5,0.20483105379432723
124-03-8,0.38009851880708967
6458-13-5,0.32951033816413644
70206-24-5,0.4174473176051991
53-46-3,0.20210612928284533
50-10-2,0.29497653950423436
24789-78-4,0.5481662516045132
3700-98-9,-0.1388183460991417
3700-97-8,-0.14070134607430831
63917-07-7,-0.08036344479072194
38260-54-7,-0.8310237855930094
2830-87-7,-0.3571440936348527
21410-51-5,-0.4671015834200362
1634-78-2,-0.35808355488959936
121-75-5,-0.0768162786996103
18300-07-7,-0.7497930354895534
3344-12-5,-0.13149630455541128
51012-33-0,0.6444798514515223
4104-03-4,-0.8342266353306249
15972-60-8,0.6760181919366499
117666-91-8,0.6110010423334278
117683-18-8,0.537403013852707
90220-16-9,-0.8597200354580598
673-04-1,0.8954774376473265
64-96-0,0.3636072484657802
109410-00-6,0.18091547722925244
364-62-5,0.43176083834547924
4093-35-0,0.24923322122194544
19351-21-4,0.17486682627435302
304-84-7,0.915481457347989
19351-20-3,0.48449756225870605
55619-22-2,0.604975587778516
919-53-9,-0.5627445624494398
90245-33-3,-1.133104330963514
22082-34-4,-0.6816177378183684
78-62-6,1.1454594014067794
1067-99-8,0.7877501028415521
999-34-8,-0.09380517702460595
90220-14-7,-1.1775311051408246
996-04-3,-0.9961867618745913
996-05-4,-0.6982670653511376
63906-39-8,-0.8597970856974021
32744-43-7,-0.27927365867218834
7292-16-2,-0.3333347168141981
1014-70-6,0.5073242209458212
21923-23-9,-0.8871320335080064
2404-05-9,-0.7897799016470668
51528-03-1,0.17633917673065758
3254-62-4,-0.8069082776177801
115-90-2,-1.1292888994728425
6587-45-7,-1.2834413072755533
6132-17-8,-1.3076586179480025
101526-62-9,0.6723278447939337
109-66-0,2.0772902894188245
110-54-3,1.0581421269805766
84-76-4,1.976133837425401
50602-85-2,0.7138051831815249
119-07-3,0.9354199641347977
123-79-5,1.4581725381420203
1639-66-3,0.785904502534071
2915-53-9,1.4095346740718884
117-84-0,1.882857626651945
70729-68-9,1.2102819602988575
110-32-7,1.2595609430546657
10058-20-5,1.2368210105082935
3006-15-3,0.8049271261450088
84-75-3,1.441014930145456
2050-92-2,0.38152780618698107
13256-06-9,0.7531813166581405
3913-02-8,1.5197584373994801
17810-51-4,-0.08479480228065008
21270-08-6,-0.00023233435731761658
123-95-5,1.4206161145843328
111-92-2,0.4058499717478029
109-46-6,0.5092200571801935
102-83-0,0.3872072721158825
36167-63-2,-0.19495215074635502
102-81-8,0.9609093014597949
102207-73-8,0.6314294768217207
119-48-2,0.7084557583616428
51861-34-8,0.7142986064497049
924-16-3,0.7700802736554906
127-59-3,0.5554761021708651
142-96-1,1.2413311604693535
112-48-1,1.3655977123126288
112-98-1,1.0395519011530208
141-17-3,1.31756740193707
16672-39-2,1.0279517584428517
141-03-7,1.4764009601533141
85-70-1,1.0677772212863272
4056-77-3,1.2730914367476749
84-74-2,1.337865763119731
7483-25-2,0.7131543567813826
4092-75-5,0.4218258929434769
1809-19-4,0.9900034647496977
130525-77-8,0.7212556654667333
2528-36-1,0.22239389280376962
544-40-1,1.246502618621102
51-03-6,0.7315025038666801
2430-27-5,1.0157079639524944
123-19-3,1.3441000998892645
74550-96-2,0.6313247837486258
106-31-0,1.450510278698935
132-82-1,1.0213998798381152
105-66-8,1.7557533704792903
142-84-7,0.5169663794563876
99247-33-3,0.7248203315739263
52888-80-9,0.7230672057753537
91893-38-8,-0.052248988817542155
57-66-9,0.7520889061345655
925-15-5,1.5629543843389704
136-45-8,0.6988186231574823
16066-38-9,0.6965224557246861
104-75-6,0.5387534897599806
10137-80-1,0.7133488683817345
113-48-4,0.7120327694962842
104-76-7,1.1869409299553215
5397-31-9,0.900140229786611
10213-75-9,0.9513548631524316
4126-58-3,1.3057406518722716
1559-35-9,1.1370762665272311
2461-15-6,1.2446048674745918
103-44-6,1.3985374630446978
21270-19-9,-0.0025728862614822325
17751-71-2,-0.17537659553427687
17751-73-4,-0.10211786079752957
17751-72-3,-0.1798991729264026
17810-52-5,0.040252585116634425
17751-68-7,0.14659448324957214
21270-00-8,0.011120283196266838
21270-16-6,-0.07753410074655315
21270-12-2,-0.03483038774001551
21270-02-0,-0.06652088135887332
21270-03-1,0.07128999977819961
1928-43-4,0.38204924493968256
1928-47-8,0.32095096787621524
7659-86-1,0.6625394167777812
103-11-7,1.3937008420758255
5444-75-7,1.2563280354959534
4376-20-9,0.9997607343688991
18750-05-5,0.8879569872519858
4248-21-9,1.0548093890599899
24468-13-1,0.8446521298899331
68037-57-0,0.921570498105057
1070-03-7,1.0339109279009353
126-92-1,0.9815192310997212
123-04-6,1.2994018774728724
63834-30-0,1.1975927551460288
149-57-5,1.277174616716153
94-04-2,1.2513603841009329
589-82-2,1.1088811456580991
10138-47-3,1.128278172251439
10138-87-1,1.2073633555826262
94-96-2,1.228275176150776
10140-93-9,-0.15248760631278752
7492-37-7,1.1513494265157382
106-35-4,1.3591183068710164
645-62-5,1.3188836070535304
5309-52-4,1.20404516624331
6187-24-2,0.6770203508612285
1471-51-8,0.6440092213417046
126-93-2,0.7965786485100487
13360-63-9,0.5234999581374354
1861-40-1,0.45290553129423905
91893-68-4,-0.10813826175454336
68439-49-6,1.487665045616978
15523-43-0,1.2818749347816962
628-81-9,1.4566074669410372
4413-13-2,1.3527960730593867
33236-04-3,-0.09597452241597713
106-32-1,1.3556211485655671
79714-31-1,0.5194928701376741
3570-46-5,0.6051437185521427
64058-22-6,-0.23180250607585987
105-54-4,1.8203021888244613
101205-02-1,0.40441860466624435
40626-35-5,-0.7042645921556001
89784-60-1,-0.505469873480603
38527-91-2,-0.46955205537890576
38524-82-2,-0.34612283039241537
34643-46-4,-0.574466623085188
24017-17-2,-0.9516882741307892
18596-67-3,-0.5941223964691845
617-79-8,0.5255498348866446
97-95-0,1.1760245269872307
10232-91-4,1.2107706086745995
10213-74-8,1.3563778674092497
4468-93-3,1.09780103463511
63907-07-3,0.42059825151297886
3953-10-4,1.1396570571569866
97-96-1,1.4810546016243409
19962-50-6,0.6540377609400303
88-09-5,1.2388228702582755
4189-10-0,0.7008224228059505
584-02-1,1.284433041101334
101952-86-7,0.6481866352427879
96-22-0,1.3907161181268675
72-56-0,0.5060238628573176
579-66-8,0.655847542504964
38725-95-0,0.6640294857939413
522-40-7,0.4486279007113457
123-62-6,1.366355263473366
5837-63-8,1.1220347749576165
41340-25-4,0.1677601354582234
136572-09-3,-0.29016070716580206
105-37-3,1.730946293303225
512-48-1,0.7463396107157589
702-54-5,0.6743013131850917
1085-91-2,0.5611319480374227
77-04-3,0.6389124954718106
80733-97-7,0.5434008154622709
23192-94-1,0.5335763600619166
99233-24-6,0.4808315731866728
33236-13-4,0.175495295786561
109-89-7,0.5706236691315004
105-55-5,0.49143780318228314
122-34-9,0.4450032396837454
104-78-9,0.9217107679880606
17074-44-1,-0.4993904664635423
27312-93-2,0.15795518134179917
6009-67-2,0.26422352120100745
100-36-7,0.7009535423681219
3105-97-3,0.2663685371750319
17074-42-9,-0.40148090860551056
51-06-9,0.5280655686168559
23205-22-3,0.17688539259987493
34341-24-7,0.28267760755355337
100-37-8,1.1468528627813601
63883-13-6,0.2965303942516869
53421-38-8,0.22267726590692735
911-45-5,0.34306858105876004
2192-21-4,0.33414356959259955
2426-54-2,1.0423236385220525
31329-57-4,0.19991146949946884
34580-71-7,0.3035986425695231
1641-74-3,0.5808727946762192
2597-09-3,0.2584325950347709
57-37-4,0.5417696136462323
13352-70-0,0.3306633356039973
3735-90-8,0.450183151956828
3010-02-4,1.1071948282033697
102394-31-0,0.2205141514828759
67367-65-1,0.35858968967407046
2431-96-1,0.9072138189273273
2315-36-8,0.18018926322609666
120-21-8,0.7897606877401963
2198-58-5,0.4326318647694091
5123-63-7,0.5972471720126893
17754-90-4,0.5733414864637971
25953-06-4,0.5806302756715033
1696-17-9,0.8623059635685737
19311-91-2,0.8554634919092547
63886-92-0,0.5971766482698789
63887-51-4,0.6012431213678562
32773-96-9,0.6607553163085664
101152-94-7,0.2704274949980994
14052-72-3,0.3360916383117354
28249-77-6,0.4561209403774132
95-06-7,0.45719780948532845
95-30-7,0.3598970836116464
1331-27-7,1.0075946760228405
13056-98-9,0.3603811538193825
21600-43-1,0.37012405006389903
55-18-5,0.567239621720208
6794-94-1,0.6895822540411712
1709-50-8,0.6085103061394984
36014-71-8,-0.568039024838383
1050-48-2,0.3839426417656235
60-29-7,1.4886940016699006
629-14-1,1.4125515575442407
112-36-7,1.391035841799652
763-69-9,1.4722399071421484
110-40-7,1.4456738498871398
123-25-1,1.4320025186698966
27292-19-9,0.3689757212384277
22125-35-5,0.41142287287324436
59894-95-0,0.249772821472268
73090-70-7,0.47047731111110397
98318-25-3,0.7299726710068192
84-66-2,0.9588775705435364
1609-47-8,0.911445090663326
502-55-6,0.2538970914414563
1851-77-0,0.13475331486479664
1851-71-4,0.19964623986351157
6485-91-2,0.48103644150188224
762-04-9,0.919022416231445
999-01-9,0.41734439792122713
10419-79-1,0.10944986342894732
75889-62-2,-0.06117835420123472
679-36-7,-0.5500380515020412
21548-32-3,-0.7218031681371456
333-29-9,-1.0652158562882377
1516-67-2,-0.4460806396926403
5131-24-8,-0.5858413500182332
64050-52-8,-0.5764090411479634
311-47-7,-0.15270479644249096
38331-02-1,-0.7723521801392624
14984-58-8,-0.7165098271001928
311-45-5,-0.9665608994290864
897-83-6,-0.9538963086914548
2701-86-2,-0.4119244867615147
33399-00-7,-0.6579215701563358
2667-41-6,-0.6030816729809361
60971-95-1,-0.8126622936974682
5598-15-2,-0.41713646998972576
1491-41-4,-0.18985033896759945
16499-75-5,-0.7240276003714836
3734-92-7,-0.7512093187816828
51376-77-3,-1.5462898249432386
14734-96-4,-1.0028671848780666
1885-95-6,-0.8519824063381893
1885-98-9,-1.1197900111545043
5954-10-9,-0.37225132356707885
54593-83-8,-0.4144117284625108
33841-12-2,-0.7738879144341269
3735-01-1,-0.7719540580637196
84197-34-2,-0.9665144571688896
84197-35-3,-1.057864707290037
39624-86-7,-1.024496409089988
29689-00-7,-1.048017683261264
6012-87-9,-0.8688412773394865
97-17-6,-0.8392287713825424
1224-63-1,-0.8932341278000552
4824-78-6,-0.6683046787747935
7533-79-1,-0.5234325584393063
4935-28-8,-0.5927780695761904
297-97-2,-0.9599811449912669
13593-03-8,-0.7892384906397353
18854-01-8,-0.5918271428956581
2921-88-2,-0.688514550720519
24017-47-8,-0.7398309442809067
14816-18-3,-0.7913279997600975
2668-92-0,-0.2175441263843259
16500-53-1,-0.6560581806813698
13286-40-3,-0.87660173704699
2047-14-5,-0.31054805024711085
35461-10-0,-0.5508510714844924
16231-76-8,-0.489026590302528
30725-71-4,-0.7851978900243478
2310-17-0,-0.6731992645010814
6119-96-6,-0.863072866638007
51356-06-0,-1.0190638274568289
51356-15-1,-0.48007595461033237
51442-10-5,-0.725717371283316
25923-97-1,-0.852476607481201
3152-41-8,-0.840179739617232
2275-14-1,-0.7113199762602718
24934-91-6,-0.7522888676251283
6436-05-1,-0.9131038390076273
41219-31-2,-0.6379852083240767
3659-04-9,-0.9259210211441163
10312-20-6,-0.5328034744653164
38188-83-9,-1.0019103100685192
5823-20-1,-0.7922307924311762
973-28-4,-0.3772201834430529
4681-36-1,-0.3904254270838155
63716-53-0,-0.4788718354034943
64-67-5,0.2799449049055298
7305-61-5,1.1010802954263115
7776-66-1,-0.4904250405014864
944-21-8,-0.9955559980579269
62421-46-9,-0.8741828651144451
1497-39-8,-1.2695077812177609
3563-52-8,-0.7335804768309642
1593-27-7,-0.9391152444597777
7260-35-7,-1.0065625841844559
327-98-0,-0.8064493204650068
24017-24-1,-1.0151550687203745
18596-51-5,-0.7283563232535522
63869-31-8,-0.9044720471294905
597-88-6,-1.191984757342276
352-93-2,1.267515283091843
18771-38-5,0.31035009369488814
34491-12-8,-0.6963660158565489
110-81-6,0.6835730855621552
70-29-1,1.145616734627065
59865-13-3,-0.4281578549424802
17013-35-3,-0.07325258954679106
94-86-0,1.0222356865898197
1264-72-8,-0.21475513803930393
108050-54-0,0.3038428000394349
80214-83-1,0.24659279552795008
81103-11-9,0.053929800156661385
6683-17-6,-0.7707761713793146
4147-51-7,0.6557803920856649
7087-68-5,0.5521301930634079
5827-05-4,-1.2396824562421722
642-15-9,0.24139289739324882
1331-50-6,1.2247320656398737
131929-60-7,-0.2530165684449156
75443-99-1,-0.22883243258821528
2964-06-9,0.005404835446816742
973-21-7,0.10344014942514189
54767-75-8,0.45010622718581683
121158-58-5,0.9533973971859597
34264-24-9,0.013071949241554963
31218-83-4,-0.9448822893793571
34381-68-5,0.7066919592978095
33857-23-7,-0.6519155205133897
78193-95-0,0.6021553052031088
108419-32-5,1.2949496366139266
26748-41-4,1.007048281878527
82560-54-1,-0.3293700399913138
33236-08-7,0.26234354744874877
26685-57-4,0.07252319810553967
78-44-4,0.5374912157539081
115767-74-3,0.22268908710609822
51893-82-4,-0.7386236989958193
1610-17-9,0.5996049311428635
3853-74-5,-0.8371247579532964
834-12-8,0.6967694581633911
55837-18-8,0.8908596421910931
57-43-2,-0.0519584028384635
64-43-7,-0.2191041060662398
37205-87-1,1.0377242110836362
16537-52-3,-0.6749044739988463
24838-84-4,-0.5626998696088212
21270-25-7,0.023753435189187804
21270-04-2,0.050647331433002374
97683-31-3,0.9722777692606697
1912-24-9,0.6261169882047604
3733-84-4,-0.5229401711147629
51162-51-7,-0.2453881568200638
328-04-1,-0.642546905470717
29911-28-2,1.120625470169397
91315-15-0,0.6492861809238939
10031-58-0,0.49890130446761316
477-32-7,0.29030835029231716
1020-35-5,-0.1588018258597893
5633-25-0,0.024531454997675915
43033-72-3,-0.16195821688327616
51218-45-2,0.5759948064012702
2307-68-8,0.6710847169136894
37172-05-7,0.9339919002677565
7319-47-3,0.21330718988560168
314-40-9,0.6506703742061601
105-46-4,1.7427764542666788
50602-40-9,0.6187608464280923
5787-73-5,0.42817674947356743
2282-34-0,-0.011137998651128545
2917-19-3,-0.15934395909879157
3766-81-2,0.05876870709405155
1225-25-8,0.53609120382138
27778-78-5,0.19902368533853493
27684-90-8,0.12243570770304234
35384-89-5,0.30147453890987197
24729-96-2,0.48114555837274475
561-78-4,0.07329340176812986
30238-40-5,0.5836816223706389
89396-94-1,0.5833318430361665
64050-87-9,0.8216297992708304
3614-30-0,0.4299139143421302
2753-45-9,0.35632545648861313
79985-89-0,-0.2004278712457575
82586-52-5,0.3209009385814053
22791-12-4,-0.5448846436395308
70667-26-4,0.24717696537265096
7789-99-3,1.5196885086711451
106463-17-6,0.5124044776244769
57558-46-0,0.3180603217132381
33054-87-4,0.29382203501893456
5389-12-8,-0.0065791059424679214
105-30-6,1.3138710403589589
42615-29-2,0.7828512415509544
