CASRN,Toxic_RF_rdkit2d-0,Toxic_RF_rdkit2d-1
89427-35-0,0.01023427393552243,0.989765726064478
126-72-7,0.4916297391502708,0.5083702608497291
3194-55-6,0.6865287360930552,0.313471263906945
20566-35-2,0.5371683818883461,0.46283161811165396
2338-30-9,0.0650147591763191,0.934985240823681
87-84-3,0.42489469041827216,0.5751053095817278
608-71-9,0.4423346614980694,0.5576653385019305
32588-76-4,0.7804999999999999,0.21950000000000003
32536-52-0,0.6418832836793115,0.3581167163206884
27858-07-7,0.8921153836608883,0.10788461633911152
61262-53-1,0.6603047972323515,0.33969520276764864
84852-53-9,0.8652462068708547,0.13475379312914523
13654-09-6,0.915951509492686,0.08404849050731401
3674-13-3,0.15722562824086206,0.842774371759138
78-75-1,0.22213505062407898,0.7778649493759212
89427-38-3,0.013561157092570816,0.9864388429074299
10474-14-3,0.1384608329759137,0.8615391670240872
300-76-5,0.049685983183111224,0.9503140168168887
2872-96-0,0.17852077125833477,0.8214792287416655
106-93-4,0.12521719732528397,0.8747828026747162
1947-58-6,0.188649692619683,0.8113503073803165
96-13-9,0.20254747212148497,0.797452527878515
96-12-8,0.11463644811181263,0.8853635518881884
18791-02-1,0.1128166752358498,0.8871833247641505
75-81-0,0.11705945743279188,0.8829405425672089
590-12-5,0.19102431063754133,0.8089756893624591
2302-30-9,0.12174837438051088,0.878251625619489
14689-59-9,0.003406749710030875,0.9965932502899694
79-27-6,0.29419500762959633,0.7058049923704038
63867-08-3,0.5718441890324235,0.4281558109675762
64047-47-8,0.4036553538794777,0.5963446461205222
63938-47-6,0.3602316865235686,0.6397683134764314
613-53-6,0.33420065406961375,0.665799345930386
115-17-3,0.13381528863562345,0.866184711364376
75-25-2,0.07132376769714444,0.9286762323028561
42136-31-2,0.055779751736454615,0.9442202482635454
64050-72-2,0.08534708665219512,0.9146529133478054
42136-30-1,0.11043533146586343,0.8895646685341361
26637-71-8,0.6293406831328541,0.3706593168671456
69094-18-4,0.22938254217212908,0.7706174578278716
74-95-3,0.15772421492722385,0.8422757850727766
3252-43-5,0.08842861852336761,0.9115713814766323
598-91-4,0.13052183071098558,0.8694781692890147
124-48-1,0.07593604338315456,0.9240639566168461
25497-30-7,0.6675082087597306,0.3324917912402697
83447-96-5,0.5450504533374554,0.4549495466625449
473-49-4,0.2265377311741933,0.7734622688258067
117900-35-3,0.4356851844995617,0.564314815500438
4460-32-6,0.20532695787455732,0.7946730421254428
2260-08-4,0.5446675283148168,0.45533247168518315
386-17-4,0.5264261882026267,0.4735738117973734
67-30-1,0.5188520986396842,0.48114790136031554
16423-68-0,0.5956132739919209,0.4043867260080786
10397-75-8,0.862055555555555,0.1379444444444444
59017-64-0,0.860333333333334,0.1396666666666667
79770-24-4,0.7112222222222224,0.2887777777777779
7246-21-1,0.6116136191942074,0.38838638080579246
96-84-4,0.3529740271659032,0.6470259728340968
59939-17-2,0.5645434553666212,0.43545654463337874
16034-77-8,0.7470746817354647,0.25292531826453474
22730-89-8,0.6289889769685626,0.37101102303143696
31112-62-6,0.7494252284752285,0.25057477152477153
440-58-4,0.7623168003784638,0.2376831996215361
66108-95-0,0.8055270655270658,0.1944729344729344
3115-05-7,0.6384569156829166,0.3615430843170833
111453-32-8,0.7900738717765955,0.20992612822340473
19403-92-0,0.37531202971181155,0.6246879702881885
35453-19-1,0.7909145428645427,0.2090854571354572
37441-29-5,0.6831201734007982,0.31687982659920216
19774-82-4,0.3371204897048539,0.6628795102951461
3861-47-0,0.2528649747079293,0.7471350252920704
57808-65-8,0.5986613456792782,0.4013386543207214
577-91-3,0.42290835505970503,0.5770916449402949
14689-57-7,0.017961717523911052,0.9820382824760889
17601-49-9,0.4027811834303956,0.5972188165696043
1746-25-4,0.14906270544585062,0.8509372945541489
29717-26-8,0.6203191635129742,0.37968083648702605
75-47-8,0.18024658148017073,0.8197534185198291
68439-50-9,0.797559978606827,0.20244002139317266
9004-95-9,0.9200683359889343,0.07993166401106619
65-29-2,0.5389569208462756,0.4610430791537245
63869-27-2,0.5254550960735168,0.47454490392648313
3247-33-4,0.3434772998805256,0.6565227001194739
70682-61-0,0.8407674100996588,0.15923258990034125
3319-31-1,0.940432692497289,0.05956730750271121
301-13-3,0.9279734038877482,0.07202659611225219
78-42-2,0.7603536610343066,0.23964633896569368
56706-10-6,0.682311183261183,0.3176888167388165
160194-28-5,0.6224579676491543,0.3775420323508459
15458-87-4,0.2899007367637977,0.7100992632362021
105084-66-0,0.2255681325975445,0.7744318674024557
13080-06-3,0.629826881040529,0.37017311895947114
15180-47-9,0.33430757052510574,0.6656924294748936
35077-00-0,0.8233445479600703,0.17665545203993
63869-22-7,0.35214032810594215,0.6478596718940579
139-60-6,0.3492938314474425,0.6507061685525565
34206-40-1,0.8141674307334924,0.18583256926650799
752-56-7,0.6292711111111113,0.37072888888888905
74758-25-1,0.33363974366021604,0.666360256339784
23505-41-1,0.1207780892036674,0.8792219107963324
154702-15-5,0.7812222222222224,0.21877777777777777
3857-80-5,0.14668250693573515,0.8533174930642646
3687-16-9,0.16074425870591952,0.8392557412940803
141-94-6,0.19717151098131602,0.8028284890186842
68289-21-4,0.3301036011283253,0.6698963988716751
67762-53-2,0.7026194698622429,0.2973805301377574
4559-86-8,0.5551130690681019,0.444886930931898
10254-57-6,0.4802342188087623,0.519765781191238
53306-54-0,0.9933275459921143,0.006672454007885793
1941-30-6,0.4002723462161142,0.5997276537838861
682-01-9,0.8131069771748302,0.1868930228251703
486455-65-6,0.6301014500856992,0.36989854991430077
126-57-8,0.996431084519039,0.0035689154809611474
11138-60-6,0.991828700991957,0.008171299008043231
78-16-0,0.9799047243837696,0.020095275616230365
106-20-7,0.48018541784476915,0.5198145821552308
295800-70-3,0.8117596947886423,0.18824030521135784
10143-60-9,0.828992116165934,0.17100788383406487
22174-70-5,0.8701029587462191,0.12989704125378085
19074-24-9,0.9983517786284215,0.001648221371578494
122-62-3,0.998559021276854,0.0014409787231458883
103-24-2,0.9974917268869665,0.002508273113033477
103-23-1,0.9953806157758553,0.004619384224144587
2915-57-3,0.9773227903944053,0.022677209605594627
84731-70-4,0.956670082149703,0.043329917850297314
117-81-7,0.9738579485668994,0.026142051433100527
14858-73-2,0.8785558649952935,0.12144413500470734
3658-48-8,0.8545177812538725,0.14548221874612782
298-07-7,0.7476030186092826,0.25239698139071776
63449-80-9,0.4284248861612397,0.5715751138387606
7425-14-1,0.9617681645694494,0.03823183543055082
18268-70-7,0.9608085500774682,0.03919144992253187
94-28-0,0.9729123805720332,0.027087619427966926
3282-85-7,0.5250723648140985,0.4749276351859013
7790-07-0,0.9833656169440236,0.016634383055976344
25724-60-1,0.9644339964084319,0.03556600359156797
10022-60-3,0.9801162523249622,0.019883747675037613
468-61-1,0.17229048795472343,0.8277095120452767
4551-59-1,0.37479963872755795,0.6252003612724423
57647-13-9,0.21822048707132868,0.7817795129286716
27591-69-1,0.4109591006058222,0.5890408993941773
589-32-2,0.3600424855171781,0.6399575144828225
60012-88-6,0.5418769890587254,0.4581230109412745
78-53-5,0.0724174468379822,0.9275825531620183
115-79-7,0.6090911976911978,0.3909088023088024
122-31-6,0.7350302676400586,0.2649697323599416
78-10-4,0.5987711589845554,0.4012288410154449
17356-42-2,0.12077400260781851,0.879225997392182
3689-24-5,0.29246249078837416,0.707537509211626
563-12-2,0.2557627091625579,0.7442372908374418
6926-73-4,0.344436503421134,0.6555634965788656
78-07-9,0.7073438672452367,0.29265613275476265
20395-17-9,0.21649131107271824,0.7835086889272818
18300-10-2,0.38529961319333345,0.6147003868066667
2667-40-5,0.17706755121166382,0.8229324487883359
55134-13-9,0.5544841269841272,0.4455158730158727
33446-90-1,0.8395100964111083,0.16048990358889229
17980-47-1,0.8473321025970442,0.15266789740295558
27879-29-4,0.35447770431201375,0.6455222956879861
35435-21-3,0.8336547653741674,0.16634523462583284
55934-93-5,0.7434845631579663,0.25651543684203437
52030-05-4,0.5723036604730293,0.4276963395269708
74051-80-2,0.4288707892457338,0.5711292107542666
2224-33-1,0.7032033546588934,0.2967966453411064
34036-80-1,0.6808966556798887,0.3191033443201112
6104-58-1,0.7694825396825397,0.23051746031746048
77-90-7,0.8079254735685284,0.19207452643147144
21327-31-1,0.48308665270719703,0.5169133472928031
5826-91-5,0.09092387003409269,0.9090761299659077
22787-59-3,0.21098974889018404,0.7890102511098153
22787-58-2,0.016176254074088237,0.9838237459259125
5675-57-0,0.19886822216371797,0.8011317778362825
3730-54-9,0.4304217824297804,0.5695782175702199
655-35-6,0.3322724712795521,0.6677275287204479
77-89-4,0.7814152701538893,0.21858472984611038
24748-23-0,0.637192095202305,0.362807904797695
70833-40-8,0.7880626718415306,0.2119373281584695
14504-73-5,0.37164586191046683,0.6283541380895333
67239-04-7,0.6367466740209956,0.36325332597900456
2595-54-2,0.13081083914197075,0.8691891608580299
5137-55-3,0.43037813611440634,0.5696218638855937
1421-14-3,0.46653052628124925,0.5334694737187509
2031-67-6,0.7496807656441159,0.2503192343558841
64036-99-3,0.03119081490445222,0.9688091850955478
26523-78-4,0.8503778100072518,0.14962218999274837
68814-95-9,0.4430013813247683,0.5569986186752313
538-23-8,0.9867052183940256,0.01329478160597437
68130-53-0,0.9913393952862454,0.00866060471375483
2528-38-3,0.5612311369676074,0.4387688630323925
5343-44-2,0.9018903674215526,0.09810963257844785
5831-80-1,0.8883158541139073,0.11168414588609255
51249-05-9,0.47319435660618425,0.5268056433938156
102-85-2,0.6962376205163524,0.30376237948364765
126-73-8,0.8267873687019421,0.1732126312980577
998-40-3,0.6686462540421688,0.33135374595783107
115-78-6,0.2993889534812283,0.7006110465187717
33060-84-3,0.25707410575576517,0.742925894244235
150-50-5,0.4192145545378216,0.5807854454621785
78-48-8,0.3872124732547121,0.6127875267452875
60-01-5,0.8053048454169619,0.1946951545830377
74125-01-2,0.07696818060851912,0.9230318193914806
1496-94-2,0.550183560674897,0.44981643932510285
21270-07-5,0.20293102782546027,0.7970689721745398
29806-73-3,0.9910011062397636,0.008998893760236729
7346-61-4,0.6975654752767144,0.3024345247232861
59130-69-7,0.9848775850995758,0.015122414900424527
63907-12-0,0.810158514083182,0.18984148591681832
1114-71-2,0.21086928081055062,0.7891307191894498
64058-98-6,0.1449344277825638,0.8550655722174362
64059-01-4,0.11248947044038149,0.8875105295596183
13194-48-4,0.02526282256848737,0.9747371774315133
2511-15-1,0.17096816884571323,0.8290318311542868
90220-15-8,0.03109527326494726,0.9689047267350528
759-94-4,0.1597173196802799,0.8402826803197201
23184-66-9,0.3868289897671826,0.6131710102328177
51218-49-6,0.23261503513170492,0.7673849648682953
109965-82-4,0.16625622329554535,0.8337437767044547
20954-13-6,0.38527122701681765,0.6147287729831821
102579-43-1,0.5053585155846207,0.49464148441537925
168152-77-0,0.12273317446140618,0.8772668255385939
168152-89-4,0.12967766368898553,0.870322336311015
92953-10-1,0.2502913018163175,0.7497086981836822
17088-72-1,0.4373681360675059,0.562631863932494
60763-41-9,0.7452102884658695,0.2547897115341303
35850-79-4,0.7227709401709403,0.27722905982906004
3309-68-0,0.01506175462292376,0.9849382453770763
18109-81-4,0.2502058118969143,0.7497941881030856
52736-14-8,0.9655265754919703,0.03447342450802959
3862-08-6,0.856118421395774,0.14388157860422635
139-45-7,0.8396122568849658,0.1603877431150344
38727-55-8,0.47595928536294246,0.5240407146370575
80472-88-4,0.1707084235591664,0.8292915764408334
51356-13-9,0.023189156339916285,0.9768108436600846
33210-44-5,0.019594520265595234,0.9804054797344056
33210-40-1,0.043823056839448385,0.9561769431605522
33210-43-4,0.03586271915179374,0.9641372808482072
1912-26-1,0.09243254287376092,0.9075674571262389
7779-27-3,0.24767091553404885,0.7523290844659517
78816-48-5,0.3479405705926719,0.6520594294073282
2941-55-1,0.13827182850650516,0.8617281714934952
4740-11-8,0.07539904021078662,0.9246009597892142
125-99-5,0.23826567949769417,0.7617343205023056
5957-17-5,0.5187243730670024,0.4812756269329975
2001-81-2,0.39327068329826154,0.6067293167017385
56-37-1,0.27777783912760123,0.7222221608723988
9004-57-3,0.7661260952483638,0.23387390475163616
7789-92-6,0.7817751514133435,0.21822484858665667
10140-99-5,0.21842310782605848,0.7815768921739417
122-51-0,0.48285834612923284,0.5171416538707674
63869-26-1,0.13834620522529553,0.8616537947747052
2425-25-4,0.06396222244798708,0.9360377775520128
5823-25-6,0.17756371619047226,0.8224362838095276
919-54-0,0.10299319171990859,0.8970068082800916
1067-47-6,0.6304291906971039,0.36957080930289626
919-30-2,0.6856653705921177,0.3143346294078823
76524-94-2,0.4361809102693791,0.5638190897306208
2602-34-8,0.601685281548588,0.39831471845141164
14814-09-6,0.42505699073097997,0.5749430092690203
34708-08-2,0.380064975999586,0.6199350240004141
15129-36-9,0.4514589735119845,0.5485410264880153
15267-95-5,0.41231868784448467,0.5876813121555157
122-52-1,0.49665424050973184,0.503345759490268
78-40-0,0.35899553703347065,0.6410044629665292
78-38-6,0.2902328457097855,0.7097671542902139
126-75-0,0.029083510045542316,0.970916489954458
298-03-3,0.05920972379465539,0.9407902762053445
298-04-4,0.02628317913677109,0.9737168208632293
298-02-2,0.007234562133266664,0.9927654378667327
1186-09-0,0.011877366965629209,0.988122633034371
2524-09-6,0.009490585837490014,0.9905094141625101
2497-07-6,0.012240274498231094,0.9877597255017687
2588-03-6,0.010833950996042596,0.9891660490039569
2496-91-5,0.06612376084886386,0.9338762391511364
4891-54-7,0.09911678035599637,0.9008832196440032
2497-06-5,0.043925890752651624,0.9560741092473481
2511-11-7,0.026064718560809615,0.9739352814391903
2404-78-6,0.015558223131017073,0.9844417768689832
688-62-0,0.20903947470125278,0.7909605252987475
1486-39-1,0.14899837576078406,0.851001624239216
87310-56-3,0.22825845713006448,0.7717415428699357
55881-07-7,0.6650888888888891,0.3349111111111112
2229-55-2,0.9536620425241978,0.04633795747580235
79451-10-8,0.12042584715012364,0.8795741528498768
66996-10-9,0.11860420489381619,0.8813957951061838
30129-29-4,0.6103901970803983,0.38960980291960184
30129-30-7,0.6169735304137318,0.3830264695862685
55297-95-5,0.546007346486042,0.4539926535139579
3004-70-4,0.23701607468744298,0.7629839253125575
53521-41-8,0.7753601833576484,0.22463981664235133
139-88-8,0.42311397237873666,0.5768860276212628
33820-53-0,0.7074441034561123,0.29255589654388736
5892-41-1,0.2876598924475954,0.7123401075524051
1912-25-0,0.22456243598017503,0.7754375640198254
2275-18-5,0.07433128727383984,0.9256687127261606
87130-20-9,0.4096403070282809,0.5903596929717184
63873-23-4,0.14802453513852304,0.8519754648614776
78-52-4,0.01875102899056694,0.9812489710094333
63873-21-2,0.030930557963045308,0.969069442036955
68649-11-6,0.8635052885489894,0.13649471145101055
63990-57-8,0.5777661283752024,0.4222338716247978
26818-53-1,0.21006608583857728,0.7899339141614231
27891-14-1,0.47816305309480467,0.5218369469051952
36756-79-3,0.3988558916521691,0.6011441083478313
19072-57-2,0.3541593765810221,0.6458406234189782
27591-74-8,0.2681670769179432,0.7318329230820567
66734-13-2,0.9269280757164796,0.0730719242835205
5593-20-4,0.9021010762226039,0.09789892377739629
5534-09-8,0.9570570315326414,0.042942968467358726
27778-88-7,0.07747979018272999,0.9225202098172699
27778-86-5,0.02018119994630778,0.9798188000536919
27778-84-3,0.02541438070546901,0.9745856192945314
27778-80-9,0.024547296396111706,0.9754527036038881
27778-82-1,0.07664556689872608,0.9233544331012745
27684-92-0,0.01615155380936279,0.9838484461906383
26259-45-0,0.11544740817405237,0.8845525918259479
40618-52-8,0.09326239991853773,0.9067376000814622
69-05-6,0.7220387459045272,0.2779612540954715
9050-04-8,0.09666194119853459,0.9033380588014657
60735-64-0,0.4295436341771348,0.5704563658228653
24151-93-7,0.2426503831737944,0.7573496168262054
2109-64-0,0.40741087414942884,0.5925891258505707
22457-23-4,0.3989361848351889,0.6010638151648108
541-85-5,0.8357019573717617,0.164298042628239
14355-07-8,0.1688361962274247,0.8311638037725756
10032-15-2,0.9825051446076903,0.017494855392309893
14355-12-5,0.09223712750050335,0.9077628724994977
10024-78-9,0.13877124750673872,0.8612287524932611
32838-28-1,0.7316333776706238,0.26836662232937636
57-33-0,0.10962909437307841,0.8903709056269218
71-73-8,0.278950965831832,0.721049034168168
871-22-7,0.8907300087948138,0.10926999120518645
105-82-8,0.8251799679895162,0.17482003201048374
29122-60-9,0.11861070233604298,0.8813892976639576
186817-80-1,0.8558850795433226,0.14411492045667817
7452-79-1,0.9793809153377943,0.020619084662206046
7286-69-3,0.21957804731148367,0.7804219526885169
98886-44-3,0.1311508999001482,0.8688491000998526
125-64-4,0.3172257440805618,0.6827742559194386
82834-16-0,0.8138769846575746,0.18612301534242554
730-07-4,0.41819743016347444,0.5818025698365258
33499-11-5,0.41136247773045526,0.5886375222695447
110429-62-4,0.6686485102453859,0.3313514897546139
67050-64-0,0.1284237979940389,0.871576202005961
54-05-7,0.11925795353697745,0.8807420464630221
1094-08-2,0.13860242169113346,0.8613975783088664
30238-41-6,0.39323823726441365,0.606761762735586
64241-34-5,0.33752992953525596,0.662470070464744
33499-13-7,0.5453360072549361,0.45466399274506397
63867-07-2,0.3317855849022589,0.6682144150977413
15299-99-7,0.33037752755167715,0.6696224724483227
4630-95-9,0.29881423532859275,0.701185764671407
66968-39-6,0.3053012108174983,0.6946987891825014
105-57-7,0.7369640651068528,0.26303593489314725
137658-79-8,0.6606075250763074,0.3393924749236927
7492-66-2,0.9052478251104159,0.09475217488958429
87820-88-0,0.5050079303880846,0.4949920696119153
103890-78-4,0.6463164700319972,0.353683529968003
52-60-8,0.057836401304960885,0.9421635986950394
50765-73-6,0.08292447926637116,0.9170755207336294
50765-89-4,0.059651387108491286,0.9403486128915086
15763-48-1,0.40486614187885483,0.5951338581211452
22609-73-0,0.5163383091097141,0.4836616908902857
88045-99-2,0.7257723929141666,0.2742276070858335
56358-09-9,0.6159634391534391,0.3840365608465608
17702-79-3,0.11516127560293966,0.8848387243970595
41611-76-1,0.9455737388972687,0.054426261102731674
137-58-6,0.3086227475616212,0.6913772524383797
333-40-4,0.10557239750941882,0.8944276024905804
31775-20-9,0.948388888888889,0.05161111111111111
105779-78-0,0.25104464161937307,0.748955358380627
23191-75-5,0.5372893202779421,0.46271067972205804
88045-98-1,0.7884662482426569,0.2115337517573438
243973-20-8,0.3992280265315419,0.6007719734684581
57470-78-7,0.5717687804407966,0.42823121955920335
68227-46-3,0.3980966435129333,0.6019033564870665
5221-49-8,0.059057049168314744,0.9409429508316854
72542-60-0,0.11783604223047905,0.8821639577695206
79438-83-8,0.3324504089073597,0.6675495910926402
21409-78-9,0.24689390128772581,0.7531060987122739
40374-14-9,0.08928574523463288,0.9107142547653669
29232-93-7,0.06177653076144516,0.938223469238555
13171-21-6,0.11908637814322495,0.8809136218567749
73521-00-3,0.25544444444444425,0.7445555555555555
73512-92-2,0.07438888888888888,0.925611111111111
73520-99-7,0.15492638531059583,0.845073614689404
73512-93-3,0.19927777777777764,0.8007222222222228
73512-94-4,0.3686111111111111,0.6313888888888886
128606-48-4,0.09679655972245398,0.9032034402775462
57846-34-1,0.13114709499899532,0.8688529050010039
74639-40-0,0.5732341791000328,0.42676582089996723
1716-09-2,0.011233904002389319,0.9887660959976108
14143-09-0,0.10125251665587329,0.8987474833441266
10097-26-4,0.926202291412192,0.07379770858780847
688-84-6,0.953041634144113,0.046958365855887516
105-16-8,0.36606226334375525,0.6339377366562452
1918-08-7,0.6232182840304742,0.37678171596952614
14663-66-2,0.19662083240237216,0.803379167597628
14663-67-3,0.07201989050741985,0.92798010949258
10137-90-3,0.8915121944723149,0.10848780552768564
78193-97-2,0.568095706567776,0.4319042934322237
58458-55-2,0.32577481277630904,0.674225187223691
103-09-3,0.989821802253839,0.010178197746161263
29214-60-6,0.8236876359009982,0.17631236409900158
23947-60-6,0.3696917115875666,0.6303082884124335
437717-43-6,0.6111612024608214,0.3888387975391787
6946-94-7,0.4452757708870516,0.5547242291129483
1187-74-2,0.7743287803412163,0.22567121965878395
274671-61-3,0.2426546947397067,0.7573453052602934
2728-05-4,0.26453905908678493,0.7354609409132148
134-62-3,0.4909517966819095,0.5090482033180902
52406-01-6,0.6811476190476192,0.318852380952381
953-32-2,0.04295714908565653,0.957042850914344
60090-47-3,0.38295220361931775,0.6170477963806824
15386-51-3,0.08353917905053813,0.9164608209494611
2728-04-3,0.4294727403100441,0.570527259689956
56632-42-9,0.6247973059210684,0.37520269407893175
299-45-6,0.07596885888314052,0.9240311411168594
2425-15-2,0.04583237247523656,0.9541676275247636
51356-23-1,0.05637454276456747,0.9436254572354331
51356-21-9,0.041569755895498404,0.9584302441045027
3099-88-5,0.02530502618639081,0.974694973813609
1942-78-5,0.020086242449714298,0.9799137575502864
108-35-0,0.06109702453151875,0.9389029754684816
15421-84-8,0.13888784143301328,0.8611121585669868
51356-11-7,0.03114415801991755,0.9688558419800826
51356-09-3,0.023393804852327997,0.9766061951476727
22439-40-3,0.0606764075012746,0.9393235924987257
5633-16-9,0.24102195264427692,0.7589780473557233
26662-09-9,0.1857967203379455,0.8142032796620545
21673-86-9,0.2952650218827557,0.7047349781172438
107812-70-4,0.5022697945845005,0.4977302054154994
105435-14-1,0.5843341985712525,0.4156658014287475
63979-26-0,0.2866876958928085,0.7133123041071914
75274-20-3,0.5716546270476172,0.4283453729523829
2532-92-5,0.3491700068082134,0.6508299931917865
2544-52-7,0.08521895779250542,0.9147810422074943
88-24-4,0.9184463871178649,0.08155361288213508
120-95-6,0.4839694082581431,0.5160305917418571
51959-14-9,0.38574401282362275,0.6142559871763775
79-74-3,0.6184031413865885,0.38159685861341175
10508-09-5,0.7928345845784447,0.2071654154215556
118134-30-8,0.4090175340244263,0.5909824659755737
3006-82-4,0.8227745191467385,0.17722548085326173
329-21-5,0.11462528751058895,0.8853747124894106
7795-74-6,0.09719889501934614,0.9028011049806537
69784-43-6,0.20548280582532644,0.7945171941746735
55285-14-8,0.1400748490682318,0.8599251509317686
42222-50-4,0.9803437037037038,0.019656296296296293
3489-84-7,0.7692306087010773,0.230769391298923
919-94-8,0.766699706453225,0.23330029354677503
3734-95-0,0.16199596860926302,0.8380040313907368
129927-33-9,0.2749420409011603,0.7250579590988397
72590-77-3,0.8289071635024514,0.1710928364975487
13472-08-7,0.30270898713665706,0.6972910128633429
78-66-0,0.6076805018694857,0.39231949813051376
1338-23-4,0.5690076347452288,0.43099236525477097
154619-86-0,0.018535521698670485,0.9814644783013294
154619-76-8,0.017573708708470054,0.9824262912915298
82559-96-4,0.576425038255504,0.4235749617444965
82558-50-7,0.29751329735362975,0.7024867026463698
4268-36-4,0.4641972427506615,0.5358027572493383
5340-36-3,0.8012558461164747,0.1987441538835256
33236-05-4,0.016036369168365764,0.9839636308316349
33210-49-0,0.0378351856832201,0.9621648143167806
17091-21-3,0.6664620325785563,0.33353796742144365
82560-06-3,0.2216464979402722,0.7783535020597281
123199-92-8,0.43270443345782716,0.5672955665421727
77-74-7,0.571458831472316,0.4285411685276841
1986-53-4,0.7340104338914639,0.26598956610853614
55937-99-0,0.5369177949763791,0.46308220502362074
1081-95-4,0.030051821368448483,0.9699481786315516
103446-98-6,0.43975024034714055,0.5602497596528595
19457-00-2,0.43276934018595486,0.5672306598140449
30087-47-9,0.02649557757397186,0.9735044224260279
40373-31-7,0.036670768825879475,0.9633292311741202
2631-26-7,0.033284569628334516,0.9667154303716659
3772-48-3,0.06544308174672042,0.9345569182532795
1474-80-2,0.1299339365180028,0.8700660634819977
28616-48-0,0.08900069578564399,0.9109993042143565
55769-64-7,0.7914111111111111,0.208588888888889
89591-51-5,0.4558258571846786,0.5441741428153215
63580-68-7,0.1298152863758733,0.8701847136241269
60244-63-5,0.0845335354179041,0.9154664645820962
60244-60-2,0.11721793495099593,0.8827820650490035
7396-58-9,0.7291842036185543,0.2708157963814456
63039-90-7,0.02848337257240816,0.9715166274275912
18886-42-5,0.04332676288456449,0.9566732371154361
37686-84-3,0.1845001272646232,0.8154998727353769
63717-17-9,0.22883994029705962,0.771160059702941
57647-36-6,0.06566202063531652,0.9343379793646837
104907-82-6,0.36683185071096863,0.6331681492890313
80472-86-2,0.0912541546778884,0.9087458453221122
76597-98-3,0.5936666666666667,0.40633333333333327
513-10-0,0.08596431239242389,0.9140356876075764
107-64-2,0.17072591950533123,0.8292740804946689
68391-05-9,0.7686690207940206,0.23133097920597925
7173-51-5,0.19440585928233,0.8055941407176695
37335-68-5,0.22785722295612842,0.7721427770438718
124-03-8,0.21767575955921134,0.7823242404407879
6458-13-5,0.17733006385843827,0.8226699361415614
70206-24-5,0.6580124961745661,0.34198750382543375
53-46-3,0.1374527534313295,0.86254724656867
50-10-2,0.14071619150807108,0.859283808491929
54663-47-7,0.47174789932702826,0.5282521006729718
32358-09-1,0.3863430432955025,0.6136569567044974
24789-78-4,0.42326872500127743,0.5767312749987227
154-82-5,0.5537747898380416,0.44622521016195854
3700-98-9,0.29137749801949686,0.7086225019805034
3700-97-8,0.15759197932790506,0.8424080206720951
63917-07-7,0.17510829455173965,0.8248917054482602
38260-54-7,0.08588729767373478,0.9141127023262652
2830-87-7,0.23108228727565677,0.7689177127243434
21410-51-5,0.12628127158958216,0.8737187284104175
1634-78-2,0.032111554350874025,0.9678884456491262
121-75-5,0.17651798026424534,0.8234820197357543
18300-07-7,0.2862768904221597,0.7137231095778404
3344-12-5,0.14307906933996714,0.8569209306600332
51012-33-0,0.5261899754356696,0.47381002456433013
4104-03-4,0.056667836271988556,0.9433321637280119
816-19-3,0.9341287886848427,0.06587121131515791
