CASRN,LD50_svm_ecfp6bits
3730-54-9,0.09379210729828769
655-35-6,0.4376778795667361
77-89-4,1.1469458656795792
70833-40-8,1.0483435305716884
67239-04-7,0.8689194116627049
2595-54-2,-0.6725981303197558
5137-55-3,0.5741955551296665
64036-99-3,-1.158851708026527
26523-78-4,0.9423081629260172
68814-95-9,0.7063134506716188
538-23-8,1.1594494154215567
2528-38-3,0.5247401094057206
51249-05-9,0.14627422142079716
102-85-2,0.7317814160533277
126-73-8,0.4523824875779775
998-40-3,0.9173492250473516
115-78-6,0.7441216079833706
33060-84-3,0.4314019482776562
150-50-5,0.4838661566232727
78-48-8,-0.18431875563516475
60-01-5,1.572051246419195
74125-01-2,-0.15505274014974435
1496-94-2,0.6358242854680096
21270-07-5,0.11482234459080698
7346-61-4,0.7562129932478562
63907-12-0,0.8648705562379182
1114-71-2,0.5849729132853776
64058-98-6,-0.1113034740413249
64059-01-4,0.41179873750745855
13194-48-4,-0.34180699458938535
2511-15-1,-0.6389104697060126
90220-15-8,-0.6281523643709882
759-94-4,0.8995997707621206
23184-66-9,0.6413646058373835
51218-49-6,0.9331570709335246
109965-82-4,0.056572866356426776
92953-10-1,0.35994959227876033
17088-72-1,0.5610927405547238
35850-79-4,0.7259954090863975
3309-68-0,-1.323825726836525
18109-81-4,0.49693523681872775
139-45-7,1.0298288253159713
38727-55-8,0.9940427815254416
51356-13-9,-1.0643914344565366
33210-44-5,0.20064755155598712
33210-40-1,-0.2743844082091327
33210-43-4,0.216899827407672
1912-26-1,0.6786266383834617
7779-27-3,0.9751214918154545
78816-48-5,0.13918517316189571
2941-55-1,0.5897400641634177
4740-11-8,0.625255534148723
125-99-5,0.07902695324414799
5957-17-5,1.0582494708140409
2001-81-2,0.5798910499477133
56-37-1,0.4015282431256524
7789-92-6,1.3562832373845968
10140-99-5,0.8755188064272438
122-51-0,0.9072156825297916
63869-26-1,-0.5613225493181071
2425-25-4,-0.26532139803726296
5823-25-6,-0.44973931136843215
919-54-0,-0.732701482512468
1067-47-6,1.2866351597624313
919-30-2,1.02650600054423
14814-09-6,1.0787483225694288
34708-08-2,0.27944733891855567
15129-36-9,1.0397024117277924
15267-95-5,1.1124780084291328
122-52-1,1.1109739422080445
78-40-0,-0.3386343861713629
78-38-6,-0.1561655886005483
126-75-0,-1.2333648223709108
298-03-3,-0.5197679777559698
298-04-4,-1.2158949164597335
298-02-2,-1.3308732885122359
1186-09-0,-1.1590650071669648
2524-09-6,-1.1220619888557863
2497-07-6,-1.0799800187723294
2588-03-6,-1.0421001591816537
2496-91-5,-0.7901983074459474
4891-54-7,-0.15893906555131088
2497-06-5,-0.8947869849826485
2511-11-7,-1.0921886775400853
2404-78-6,-0.7317378269245993
688-62-0,0.6559134193501076
87310-56-3,0.6268726630796985
79451-10-8,-0.34622449189435867
66996-10-9,-0.9145181174702273
55297-95-5,-0.06024693495274425
3004-70-4,0.5909704651768811
53521-41-8,0.540428869198256
139-88-8,0.8050559492292775
1912-25-0,0.7310873451507542
2275-18-5,-0.9130803368166343
63873-23-4,-0.3643630656162965
78-52-4,-1.0167703366404197
63873-21-2,-0.35600727109885666
26818-53-1,0.7441431417901786
27891-14-1,0.6464615145831126
36756-79-3,0.4625198664418966
19072-57-2,1.1938362309057893
27591-74-8,-0.6604791750526694
66734-13-2,-0.052037903631071636
27778-88-7,0.09806023651055495
27778-86-5,0.22582061832614841
27778-84-3,0.17893533191816113
27778-80-9,0.11694167352991103
27778-82-1,0.03331332951216215
27684-92-0,0.3207834718396807
26259-45-0,0.7608342965062048
40618-52-8,0.36275834433034937
69-05-6,0.306403652751835
9050-04-8,0.2628802377455767
60735-64-0,0.6614961417101156
24151-93-7,-0.5640608561325339
2109-64-0,1.1439514982074424
22457-23-4,0.706789553256766
541-85-5,1.185923920300806
14355-07-8,-0.1551103887896691
14355-12-5,-0.4906578593978763
10024-78-9,1.039757408380022
32838-28-1,1.1813869141119593
57-33-0,0.27003692560726344
71-73-8,0.4202190068905207
871-22-7,1.001152753556069
29122-60-9,0.39538668526528964
7286-69-3,0.41895620439933234
98886-44-3,-0.005278443172822556
125-64-4,0.31808076406690067
730-07-4,0.6800121533594179
33499-11-5,0.6355442334008026
110429-62-4,0.3631363925621267
67050-64-0,0.14210822790861533
54-05-7,0.038554039246224914
1094-08-2,0.6341493170636698
30238-41-6,0.7559288156139529
64241-34-5,0.6033892903886127
33499-13-7,0.5819988693766597
63867-07-2,0.9746665132723055
4630-95-9,1.0155753226176087
66968-39-6,0.3826706243349579
105-57-7,1.31165385637791
87820-88-0,0.47157347069595346
103890-78-4,1.0538504212190745
52-60-8,-0.9219711446673386
50765-89-4,-0.09682923862131476
15763-48-1,0.05312154692523208
22609-73-0,0.7673272551774435
88045-99-2,0.9754755044129015
17702-79-3,-0.2690069511224952
137-58-6,0.33907316098869156
333-40-4,-0.4085061469782175
31775-20-9,0.38159549242466073
105779-78-0,-0.07344639585331958
23191-75-5,0.6596300005780137
88045-98-1,0.80478989756216
57470-78-7,0.6837543804267835
68227-46-3,0.5273770171214286
5221-49-8,-0.9002468996878903
21409-78-9,-0.32625944326189377
40374-14-9,-0.14746199900867907
29232-93-7,-0.027870538095587705
13171-21-6,-0.2982997617269816
73521-00-3,-0.18508038416848338
73512-92-2,-0.2735582344365657
73520-99-7,-0.3445255148800755
128606-48-4,-0.7003315382705192
57846-34-1,-0.33844146036090517
74639-40-0,0.26804458784908536
1716-09-2,-0.8413256378827253
14143-09-0,-0.5571994780957782
10097-26-4,1.21157116105287
105-16-8,1.2574021938218194
1918-08-7,0.6742515840615148
14663-66-2,0.00457027692844969
14663-67-3,-0.19438096211458467
10137-90-3,1.2716420363719139
78193-97-2,0.7563741965091951
58458-55-2,0.8798782310992845
103-09-3,1.4183619995457624
23947-60-6,0.8713449899297387
6946-94-7,0.8514190258982759
274671-61-3,0.9405296967120478
2728-05-4,0.8189215690899745
134-62-3,0.5671337804354077
52406-01-6,0.18486418686911676
953-32-2,-0.6080664087987343
60090-47-3,0.9141925338531072
15386-51-3,0.2377166235942606
2728-04-3,0.5482456769013839
299-45-6,-0.8273468786142568
2425-15-2,-0.6994211293975402
51356-23-1,-0.9129707802299228
51356-21-9,-0.8246357399528544
3099-88-5,-1.1297692578481389
1942-78-5,-0.620691153314844
108-35-0,-0.6760233384963128
15421-84-8,0.4850168727362698
51356-11-7,-1.0590544759132028
51356-09-3,-1.0381602391631057
22439-40-3,-0.6719305669642477
5633-16-9,0.31820838889161973
26662-09-9,-0.2631109932600645
63979-26-0,0.135502476280966
2544-52-7,-0.7723041497381419
120-95-6,0.9140282681763771
51959-14-9,0.6613018506327538
79-74-3,0.5364779071054754
10508-09-5,0.8526773120397385
329-21-5,-0.6387762838891067
7795-74-6,-0.6722773879162942
69784-43-6,-0.24848776673020534
55285-14-8,-0.7618069234049633
3489-84-7,0.5679688947098865
3734-95-0,-0.7555318095203654
129927-33-9,0.6031307235305303
72590-77-3,0.690499997549173
13472-08-7,0.6618391802098316
78-66-0,0.8133449074766043
1338-23-4,1.3951389910314078
154619-86-0,-1.165271491825047
154619-76-8,-1.2854882670533212
4268-36-4,0.7307314959296018
5340-36-3,0.8663902155623234
33236-05-4,0.203821065711711
33210-49-0,0.32640299982005927
17091-21-3,1.1897019533712037
82560-06-3,1.1319653292542275
77-74-7,1.1605462689448536
55937-99-0,0.7679426022801537
1081-95-4,-0.9314125709251023
103446-98-6,0.4321439395081308
30087-47-9,-0.14243731265468473
40373-31-7,-0.506011329755094
2631-26-7,-0.2990068692155622
3772-48-3,-1.3549358514691234
1474-80-2,-0.4702197568319586
28616-48-0,-0.33221557527887247
55769-64-7,0.37722641997905915
89591-51-5,0.2007639506545451
63580-68-7,-1.6336940221945078
60244-63-5,-0.3979989100322514
60244-60-2,-0.8598415657819679
63039-90-7,0.31260347257266985
18886-42-5,0.5276841227247591
37686-84-3,0.10266170221749382
63717-17-9,-0.7529394873112438
57647-36-6,0.27807357257106746
104907-82-6,0.15263848680609315
76597-98-3,0.45188017633461874
513-10-0,-1.1834960107121602
107-64-2,0.6872287237290274
68391-05-9,0.719356543953864
7173-51-5,0.6872287237290274
37335-68-5,0.14254935731428298
124-03-8,0.3571488100493738
6458-13-5,0.47860769707906703
70206-24-5,0.3687806391748699
53-46-3,0.39354718770250263
50-10-2,0.412848141826308
24789-78-4,0.255639033152006
3700-98-9,0.04962240422548847
3700-97-8,-0.16733114383590064
63917-07-7,-0.31294745888444253
38260-54-7,0.025467558305974802
2830-87-7,-0.0018113530457664062
21410-51-5,-0.15857973174083484
1634-78-2,-0.15350903315391662
121-75-5,0.16969292686977533
18300-07-7,-0.8235826553535033
3344-12-5,0.26504081742219643
51012-33-0,0.7233545821992026
4104-03-4,-0.3967675937027003
15972-60-8,0.7981814843418097
117666-91-8,0.4278853903745544
117683-18-8,0.5433394349985609
90220-16-9,-0.6674529742302047
673-04-1,0.7047994776069698
64-96-0,0.3307578494682005
109410-00-6,0.2646446365911169
364-62-5,0.6551799883536186
4093-35-0,0.2726815259376879
19351-21-4,0.4672474461344709
304-84-7,0.7052465571586864
19351-20-3,0.3166565548061787
55619-22-2,0.5296972932399872
919-53-9,-0.7362307763023953
90245-33-3,-0.7427977474164789
22082-34-4,-0.5308448271791959
78-62-6,1.2891330605178346
1067-99-8,1.270265935930638
999-34-8,0.5101821705035806
90220-14-7,-0.21061356976468193
996-04-3,-0.12953854314256308
996-05-4,-0.4399054647942997
63906-39-8,-0.0928057532045562
32744-43-7,-0.4437011529488597
7292-16-2,-0.8544659600555667
1014-70-6,0.38003036502985854
21923-23-9,-1.010507467534924
2404-05-9,-0.4845837017975735
51528-03-1,0.6074928680767858
3254-62-4,-0.81342189797481
115-90-2,-1.221199515872906
6587-45-7,-0.9438877849610263
6132-17-8,-0.605692849583537
101526-62-9,0.5503637256284132
109-66-0,1.226865833534735
110-54-3,1.1377445851367707
84-76-4,1.6324933538712654
50602-85-2,0.6650260846235594
119-07-3,1.5361426143092007
123-79-5,1.2062344852119868
1639-66-3,1.295788193305655
2915-53-9,1.291436575812671
117-84-0,1.6324933538712654
70729-68-9,1.2716352883495121
110-32-7,1.1534328523614534
10058-20-5,1.220422580531936
3006-15-3,1.234659052081852
84-75-3,1.5815411627483726
2050-92-2,0.9752285554304596
13256-06-9,0.6538856600709972
3913-02-8,1.2573899066873677
17810-51-4,-0.21333875318945383
21270-08-6,-0.20976133035985878
123-95-5,1.3277205095462867
111-92-2,0.8829919582969287
109-46-6,0.5677736575792035
102-83-0,0.6845605388526186
36167-63-2,0.13665363472639835
102-81-8,1.0817239672203374
102207-73-8,0.5851646543711668
119-48-2,1.159843711262079
51861-34-8,0.8259039589833616
924-16-3,0.8887772207195367
127-59-3,0.7280338371184574
142-96-1,1.1460540123853873
112-48-1,1.2237796166791224
112-98-1,1.208603329614259
141-17-3,1.2841382556602832
16672-39-2,1.3288764431165108
141-03-7,1.524187768816931
85-70-1,1.2424077621632392
4056-77-3,1.4250961813411172
84-74-2,1.6207510038061588
7483-25-2,1.3914853746982834
4092-75-5,0.8035039490993263
1809-19-4,1.226756204472705
130525-77-8,0.790124901363497
2528-36-1,-0.039549694771219834
544-40-1,0.5763726746908137
51-03-6,0.7322789392280512
2430-27-5,1.0811878623881443
123-19-3,1.1867548299658397
74550-96-2,0.4334859441225293
106-31-0,1.2901498918119652
132-82-1,1.303575107365321
105-66-8,1.193970907833013
142-84-7,1.1026456259658963
99247-33-3,0.8567057091130834
52888-80-9,1.083594797966539
91893-38-8,-0.22270949084652025
57-66-9,0.8489675313334789
925-15-5,1.4105379728926226
136-45-8,0.6563781464677267
16066-38-9,1.0003339704459693
104-75-6,1.068384804954368
10137-80-1,0.9812106265304648
113-48-4,0.9278876496077765
104-76-7,1.2094985760453363
5397-31-9,1.017230280445839
10213-75-9,1.193163376186947
4126-58-3,1.687453505950955
1559-35-9,1.272236782876528
2461-15-6,1.0705694583505125
103-44-6,1.4467145152323488
21270-19-9,6.4310170545534e-05
17751-71-2,-0.15035811888686956
17751-73-4,-0.20680016833901493
17751-72-3,-0.05677044345412918
17810-52-5,-0.016389766877792256
17751-68-7,-0.12753827128515272
21270-00-8,0.14784035253349292
21270-16-6,-0.0005212858087019212
21270-12-2,-0.003379798702248027
21270-02-0,0.1114136348690079
21270-03-1,0.1607972185054557
1928-43-4,0.3981127957953924
1928-47-8,0.37358530138290247
7659-86-1,0.9563813115096046
103-11-7,1.1067414879705408
5444-75-7,1.5841377439561244
4376-20-9,1.308603175369262
18750-05-5,0.94308599990812
4248-21-9,1.0966475395647195
24468-13-1,0.9781095681839893
68037-57-0,1.2111750289467293
1070-03-7,1.0657585270802015
126-92-1,1.056744921596776
123-04-6,0.7694851795696694
63834-30-0,0.8179136379529403
149-57-5,1.5617015591185575
94-04-2,1.1215617128131052
589-82-2,1.0743876975845805
10138-47-3,1.227509130959613
10138-87-1,1.2030779533951332
94-96-2,1.21665745162817
10140-93-9,0.4706769183216126
7492-37-7,0.7719577260974502
106-35-4,1.1234429658088485
645-62-5,1.0667530083958514
5309-52-4,0.7533947141801156
6187-24-2,1.0837881511027656
1471-51-8,0.9786193426352842
126-93-2,0.7929912824269856
13360-63-9,0.9897856540478543
1861-40-1,0.5819137564954583
91893-68-4,-0.2947327387494548
68439-49-6,1.1185228640778702
15523-43-0,1.1019741583384475
628-81-9,1.3044178680841387
4413-13-2,1.362862432382388
33236-04-3,0.4480620058557002
106-32-1,1.6613941305437931
79714-31-1,0.8171347328215627
3570-46-5,0.45558875421439327
64058-22-6,0.14919483773987097
105-54-4,1.507049528401042
101205-02-1,0.426423815826101
40626-35-5,-0.8851062890063475
89784-60-1,-0.7731299621114521
38527-91-2,-0.5819330212944731
38524-82-2,-0.4771002559942058
34643-46-4,-0.679799739333249
24017-17-2,-0.8038349540942276
18596-67-3,-0.4721027296301272
617-79-8,0.9155439297388986
97-95-0,1.3834441779340194
10232-91-4,1.1431697915285364
10213-74-8,1.3574189799089327
4468-93-3,1.0850587786069066
63907-07-3,0.8727613943372142
3953-10-4,0.718828072726014
97-96-1,1.039852932357615
19962-50-6,0.592428200299107
88-09-5,1.2378588743069967
4189-10-0,0.9268550108636957
584-02-1,1.0447397349966456
101952-86-7,0.28201571625555244
96-22-0,1.1206148825966942
72-56-0,0.4123172413981556
579-66-8,0.9234226959811771
38725-95-0,0.4297341582325481
522-40-7,0.30046587002068414
123-62-6,1.3317267085920963
5837-63-8,1.1651257899252405
41340-25-4,0.14033856823934376
136572-09-3,-0.238534825290588
105-37-3,1.3532367327696977
512-48-1,0.6374700029425884
702-54-5,0.4523522821469027
1085-91-2,0.456658795458193
77-04-3,0.9471222187451271
80733-97-7,0.5656132468456923
23192-94-1,1.0721450448924355
99233-24-6,0.4145117078746874
33236-13-4,0.15682204029764135
109-89-7,0.9760683413529381
105-55-5,0.6644044229709126
122-34-9,0.5588391053591164
104-78-9,0.4465155225090317
17074-44-1,-0.4826133524747649
27312-93-2,0.31145140043820396
6009-67-2,0.2693480098834671
100-36-7,0.5326559331777981
3105-97-3,0.6414397663890201
17074-42-9,-0.4672564367332861
51-06-9,0.42578867319947056
23205-22-3,0.43554777967667047
34341-24-7,0.2554236100588849
100-37-8,0.9334393010342471
63883-13-6,0.08358691090536996
53421-38-8,0.3967395152991623
911-45-5,0.49582556953480694
2192-21-4,0.8473616013464496
2426-54-2,0.5758978222168104
31329-57-4,0.0026886255828190153
34580-71-7,0.015854286645176408
1641-74-3,0.9095324641548651
2597-09-3,0.4046507846028188
57-37-4,0.7471783462853998
13352-70-0,0.16978919957043692
3735-90-8,0.2564326646069435
3010-02-4,0.6315862197013034
102394-31-0,0.2389821271216085
67367-65-1,0.7520905988765932
2431-96-1,0.7475513694731148
2315-36-8,0.7649118105353271
120-21-8,0.8230375287796572
2198-58-5,0.5987211465602998
5123-63-7,1.1135275968184026
17754-90-4,0.5670046197593157
25953-06-4,0.72922690643667
1696-17-9,0.8658506774237157
19311-91-2,0.7504847584438157
63886-92-0,0.6031699174762419
63887-51-4,0.4181951442085059
32773-96-9,0.6599034628545061
101152-94-7,0.5504859890492488
14052-72-3,0.3167767815173491
28249-77-6,0.7714217303512441
95-06-7,0.05214095676187647
95-30-7,0.5834048432390718
1331-27-7,1.3270553422804974
13056-98-9,0.6768004070890957
21600-43-1,0.3482025959099193
55-18-5,0.5809864611738741
6794-94-1,0.8011506902375242
1709-50-8,0.6696025507817187
36014-71-8,-1.591974752509373
1050-48-2,0.5496269417159556
60-29-7,1.1224560973299569
629-14-1,1.2512511923820435
112-36-7,1.2598986066550872
763-69-9,1.5389570368504053
110-40-7,1.6167663487986517
123-25-1,1.487913656879196
27292-19-9,0.8889539694972856
22125-35-5,0.5367321150676939
59894-95-0,0.4997528372924964
73090-70-7,0.786761600304222
98318-25-3,0.33524531763285237
84-66-2,1.368373959538225
1609-47-8,1.187193995865719
502-55-6,0.32822816358721973
1851-77-0,0.2607469080394388
1851-71-4,0.3767631327441331
6485-91-2,0.6854399474297225
762-04-9,0.9950267679322166
999-01-9,0.46979202617316196
10419-79-1,-0.2884482594262119
75889-62-2,0.09537745386905516
679-36-7,-0.1631151045763729
21548-32-3,-0.693162811758901
333-29-9,-0.7037110439219977
1516-67-2,-0.061762692903026384
5131-24-8,-0.03995369109893965
64050-52-8,-0.05293066820106762
311-47-7,-0.33323943973595027
38331-02-1,-0.4301070881767437
14984-58-8,-1.0592406867384412
311-45-5,-1.0288501969568526
897-83-6,-0.28562113399949196
2701-86-2,-0.25264630612063754
33399-00-7,-0.596410437477323
2667-41-6,-0.27700701744932377
60971-95-1,-0.5311784079552437
5598-15-2,-0.3338102793125569
1491-41-4,-0.4727460666769223
16499-75-5,-0.8131801167806559
3734-92-7,-1.0030758930924315
51376-77-3,-1.173410480823493
14734-96-4,-0.8210594217957137
1885-95-6,-0.5120701552275776
1885-98-9,-0.22370743925719372
5954-10-9,-0.8706897991351733
54593-83-8,-0.4701105337883774
33841-12-2,-1.1759835988722194
3735-01-1,-1.253011370460825
84197-34-2,-1.0116303740536394
84197-35-3,-0.6572997879296097
39624-86-7,-0.8561143259817284
29689-00-7,-0.5654637665348214
6012-87-9,-0.811616110295423
97-17-6,-0.4717012016540102
1224-63-1,-0.684552063529658
4824-78-6,-0.8837607990852873
7533-79-1,-0.6424608147266054
4935-28-8,-0.6973263250800747
297-97-2,-0.6942458893643866
13593-03-8,-0.7320303071101293
18854-01-8,-0.7483507098254163
2921-88-2,-0.6517693472125315
24017-47-8,-1.1058162917398193
14816-18-3,-0.6715143953622387
2668-92-0,-0.5806833008954878
16500-53-1,-0.83580321459944
13286-40-3,-0.8994450137065507
2047-14-5,-0.7030873148449639
35461-10-0,-0.6279347383188164
16231-76-8,-0.46983260763090484
30725-71-4,-0.8049376997889612
2310-17-0,-0.8940637435065244
6119-96-6,-1.0816094051836151
51356-06-0,-1.0834080123411387
51356-15-1,-0.8047356328665158
51442-10-5,-0.4761520669060184
25923-97-1,-0.9014505280127578
3152-41-8,-0.9091856590362117
2275-14-1,-0.9488787089611446
24934-91-6,-1.2210012062486328
6436-05-1,-0.4485926391887028
41219-31-2,-0.8577983472774069
3659-04-9,-0.6097503702491147
10312-20-6,-0.8536371827296823
38188-83-9,-0.9081565742822856
5823-20-1,-1.0884610887941375
973-28-4,-0.6964061494414974
4681-36-1,-0.8437330077711441
63716-53-0,-0.6301955757193761
64-67-5,0.5182032254065941
7305-61-5,-0.0752346662966008
7776-66-1,-0.27932015468879257
944-21-8,-0.4742818454757849
62421-46-9,-0.7507853554689292
1497-39-8,-1.1012233838226482
3563-52-8,-0.8614391323428559
1593-27-7,-0.48309409690208505
7260-35-7,-0.4561146942927179
327-98-0,-0.7014307021366311
24017-24-1,-1.1067084032021755
18596-51-5,-0.9282486009920698
63869-31-8,-1.2782041202518433
597-88-6,-0.9718569160374328
352-93-2,0.5723843005366139
18771-38-5,0.33973008858179254
34491-12-8,-0.5004648627663499
110-81-6,0.8223627625624662
70-29-1,0.9726113552903434
59865-13-3,0.08442660743750252
17013-35-3,0.6834867290440245
94-86-0,1.1650834508930439
1264-72-8,-0.027141870406982127
108050-54-0,0.29103106866258943
80214-83-1,0.181220024657347
81103-11-9,0.23126350583630917
6683-17-6,-0.7049831659397205
4147-51-7,0.5212488581080142
7087-68-5,1.0229165651598593
5827-05-4,-0.4209966040478412
642-15-9,0.22032460069285553
1331-50-6,1.0785759538922837
131929-60-7,-0.06764590202476073
75443-99-1,-0.435510151993951
2964-06-9,0.5400960552331774
973-21-7,-0.011011683570195885
54767-75-8,0.20613025488636705
121158-58-5,0.9533488252259268
34264-24-9,0.6204548589214965
31218-83-4,-0.35364867211079376
34381-68-5,0.8963644862974054
33857-23-7,-0.5866371613210271
78193-95-0,0.7786291616698499
108419-32-5,1.1099934245681946
26748-41-4,1.226385167263925
82560-54-1,-0.7606944177122559
33236-08-7,0.31748847054707074
26685-57-4,0.3041579276706715
78-44-4,0.4325846288376688
115767-74-3,0.7150172695129028
51893-82-4,-0.48319587263474606
1610-17-9,0.7944008985619124
3853-74-5,-0.9838718898296015
834-12-8,0.5747193648979866
55837-18-8,0.6919628951311481
57-43-2,0.5311643070052561
64-43-7,0.3968832183510873
37205-87-1,0.9268663200608426
16537-52-3,-0.8974606728974045
24838-84-4,-0.605934820790994
21270-25-7,0.02760364782268998
21270-04-2,0.09018247311667138
97683-31-3,1.1752599495771678
1912-24-9,0.788335108761527
3733-84-4,-0.5681610191142655
51162-51-7,-0.5136469069161091
328-04-1,-0.18977029473423979
29911-28-2,1.1821439960735902
91315-15-0,0.8864388832628295
10031-58-0,0.6123700483523716
477-32-7,0.7449076343230107
1020-35-5,-0.10871218194795962
5633-25-0,0.3781292306566314
43033-72-3,0.27368056178013034
51218-45-2,0.7612081484051743
2307-68-8,0.9916815591158611
37172-05-7,1.082829350431715
7319-47-3,0.46725016506750905
314-40-9,0.6935132208144054
105-46-4,1.415707432542752
50602-40-9,0.5231466657187386
5787-73-5,0.5107194802625978
2282-34-0,-0.4962089768622988
2917-19-3,-0.30168391343613854
3766-81-2,-0.14644293439372857
1225-25-8,0.6117316568691661
27778-78-5,0.2718037268869016
27684-90-8,0.45950514887203975
35384-89-5,0.31283273097710984
24729-96-2,0.03978648586290756
561-78-4,0.25117234691840584
30238-40-5,1.1246818966552077
89396-94-1,0.9864506824423532
64050-87-9,1.0484013295885513
3614-30-0,0.04836259321190961
2753-45-9,0.4345448961686479
79985-89-0,0.1962193456716983
82586-52-5,0.7478411895697835
22791-12-4,-0.28357249087786385
70667-26-4,0.6480297968770309
7789-99-3,0.9673097581395964
106463-17-6,0.694384254689112
57558-46-0,0.4712462931273057
33054-87-4,0.2731380776411685
5389-12-8,-0.18324145984325668
105-30-6,1.2302901533683959
42615-29-2,0.8886746523820537
97-61-0,1.0969645007085513
76-73-3,0.367437051215605
