CASRN,Toxic_svm_maccs-0,Toxic_svm_maccs-1
63869-22-7,0.07675411492664498,0.9232458850733551
139-60-6,0.252618286878095,0.7473817131219052
34206-40-1,0.751348951087741,0.2486510489122592
752-56-7,0.47219356663870193,0.5278064333612982
74758-25-1,0.18973919357110966,0.8102608064288904
23505-41-1,0.1509451307548196,0.8490548692451804
154702-15-5,0.5598717963069344,0.4401282036930656
3857-80-5,0.15228286712187084,0.8477171328781292
3687-16-9,0.1011276603485062,0.8988723396514938
141-94-6,0.22813668827203487,0.7718633117279652
68289-21-4,0.24340515727026735,0.7565948427297328
67762-53-2,0.9172000803101219,0.08279991968987804
4559-86-8,0.24167670899968943,0.7583232910003106
10254-57-6,0.1032207799720167,0.8967792200279833
53306-54-0,0.9046393993415438,0.0953606006584561
1941-30-6,0.19983246761586565,0.8001675323841343
682-01-9,0.9175848379490634,0.08241516205093642
486455-65-6,0.8011668015809582,0.19883319841904165
126-57-8,0.8980614129801856,0.10193858701981427
11138-60-6,0.8837684666280989,0.1162315333719011
78-16-0,0.8837684666280989,0.1162315333719011
106-20-7,0.194778364899681,0.805221635100319
295800-70-3,0.6290586467636348,0.3709413532363653
10143-60-9,0.8624414446831893,0.1375585553168105
22174-70-5,0.9002904226204905,0.09970957737950926
19074-24-9,0.9317729989198472,0.06822700108015287
122-62-3,0.9409502361606568,0.05904976383934324
103-24-2,0.9393418102366248,0.060658189763375225
103-23-1,0.9393418102366248,0.060658189763375225
2915-57-3,0.9317729989198472,0.06822700108015287
84731-70-4,0.9549801042889884,0.0450198957110116
117-81-7,0.9106353455043235,0.0893646544956763
14858-73-2,0.9126430160290115,0.08735698397098844
3658-48-8,0.86245575557362,0.13754424442637986
298-07-7,0.9415620181806166,0.05843798181938336
63449-80-9,0.548963803687353,0.4510361963126469
7425-14-1,0.955318627881896,0.0446813721181039
18268-70-7,0.9398795225550999,0.06012047744490011
94-28-0,0.9221380309150358,0.0778619690849638
3282-85-7,0.24582911435423238,0.7541708856457678
7790-07-0,0.9022279739815542,0.09777202601844574
25724-60-1,0.8990657559197982,0.10093424408020198
10022-60-3,0.8945984801116892,0.10540151988831091
468-61-1,0.18968362300264316,0.8103163769973568
4551-59-1,0.44505503068014773,0.5549449693198523
57647-13-9,0.11776378363991172,0.8822362163600883
27591-69-1,0.17964599712781,0.8203540028721901
589-32-2,0.2983808514721807,0.7016191485278195
60012-88-6,0.49079307932985544,0.5092069206701447
78-53-5,0.05771790136111993,0.9422820986388799
115-79-7,0.3499271907758295,0.6500728092241705
122-31-6,0.8702916064376921,0.12970839356230787
78-10-4,0.8516272068649083,0.14837279313509158
17356-42-2,0.08547344012897734,0.9145265598710225
3689-24-5,0.07110793757625555,0.9288920624237442
563-12-2,0.0644988442602243,0.9355011557397755
6926-73-4,0.08057694472806529,0.9194230552719347
78-07-9,0.9081084211391597,0.09189157886084051
20395-17-9,0.1805662706380816,0.8194337293619184
18300-10-2,0.09105693820449073,0.9089430617955092
2667-40-5,0.14016483666571414,0.8598351633342859
55134-13-9,0.4070493203929719,0.592950679607028
33446-90-1,0.8381596468398838,0.1618403531601162
17980-47-1,0.9586718212030553,0.04132817879694471
27879-29-4,0.4663461058506493,0.5336538941493507
35435-21-3,0.9558388997994823,0.04416110020051778
55934-93-5,0.9401935287077932,0.05980647129220678
52030-05-4,0.7527348850469472,0.2472651149530527
74051-80-2,0.29119999183182965,0.7088000081681706
2224-33-1,0.5417394740380297,0.45826052596197026
34036-80-1,0.5400698386702032,0.45993016132979686
6104-58-1,0.7966934277707022,0.20330657222929757
77-90-7,0.8987932699107742,0.10120673008922576
21327-31-1,0.27801825495425575,0.7219817450457445
5826-91-5,0.13220361014852144,0.8677963898514787
22787-59-3,0.18946808474824445,0.8105319152517555
22787-58-2,0.09169091077663889,0.908309089223361
5675-57-0,0.117249652499627,0.882750347500373
3730-54-9,0.13965093452867347,0.8603490654713264
655-35-6,0.22086307223487736,0.7791369277651226
77-89-4,0.891643449115776,0.10835655088422406
24748-23-0,0.597274746583725,0.402725253416275
70833-40-8,0.939532297027145,0.0604677029728551
14504-73-5,0.19494261012984945,0.8050573898701504
67239-04-7,0.475557637196612,0.5244423628033877
2595-54-2,0.10266788653962126,0.8973321134603787
5137-55-3,0.16652507562158317,0.8334749243784169
1421-14-3,0.45984623440914746,0.5401537655908526
2031-67-6,0.7926009544004925,0.20739904559950748
64036-99-3,0.1532359292186753,0.8467640707813248
26523-78-4,0.8567552693778013,0.14324473062219872
68814-95-9,0.22312662131332434,0.7768733786866755
538-23-8,0.9120961633587022,0.08790383664129767
68130-53-0,0.9183104484691075,0.0816895515308927
2528-38-3,0.8765052202192374,0.12349477978076262
5343-44-2,0.8422323898321441,0.15776761016785593
5831-80-1,0.816827653384545,0.18317234661545514
51249-05-9,0.4117893876232846,0.5882106123767155
102-85-2,0.7005979832635628,0.29940201673643724
126-73-8,0.7847389494360629,0.21526105056393688
998-40-3,0.7916419111655576,0.20835808883444237
115-78-6,0.4107277094553257,0.5892722905446743
33060-84-3,0.16142863762407347,0.8385713623759264
150-50-5,0.18228175471105007,0.8177182452889498
78-48-8,0.14996820959897514,0.850031790401025
60-01-5,0.8124220950971206,0.18757790490287934
74125-01-2,0.0809106142737856,0.9190893857262143
1496-94-2,0.8293426196043596,0.17065738039564032
21270-07-5,0.1322145436460926,0.8677854563539075
29806-73-3,0.9404020732484049,0.059597926751595226
7346-61-4,0.7408444645385018,0.2591555354614981
59130-69-7,0.9404020732484049,0.059597926751595226
63907-12-0,0.8971457310056303,0.1028542689943695
1114-71-2,0.2193014153213911,0.7806985846786088
64058-98-6,0.14694330107582562,0.8530566989241744
64059-01-4,0.12078732409772026,0.8792126759022799
13194-48-4,0.08120158491136106,0.9187984150886389
2511-15-1,0.160105899983513,0.8398941000164869
90220-15-8,0.10637753278936811,0.8936224672106319
759-94-4,0.21850201571188121,0.7814979842881186
23184-66-9,0.24993820374112824,0.7500617962588719
51218-49-6,0.41412310471129365,0.5858768952887062
109965-82-4,0.13980667826230572,0.8601933217376944
20954-13-6,0.2665491161816792,0.7334508838183207
102579-43-1,0.4667419341229914,0.5332580658770086
168152-77-0,0.12972460036011263,0.8702753996398872
168152-89-4,0.18986484221613906,0.8101351577838611
92953-10-1,0.1564996707022137,0.8435003292977864
17088-72-1,0.1415693765306573,0.8584306234693428
60763-41-9,0.9221576144968864,0.07784238550311379
35850-79-4,0.5196731395336284,0.4803268604663715
3309-68-0,0.11166219133980991,0.8883378086601901
18109-81-4,0.29670332307729597,0.7032966769227041
52736-14-8,0.8715466031148814,0.12845339688511853
3862-08-6,0.8630602440353122,0.1369397559646878
139-45-7,0.8325321430767271,0.16746785692327298
38727-55-8,0.7340232303080796,0.2659767696919206
80472-88-4,0.10897673493402056,0.8910232650659794
51356-13-9,0.08172647769172932,0.9182735223082706
33210-44-5,0.08499799629166745,0.9150020037083325
33210-40-1,0.10999370627113572,0.8900062937288644
33210-43-4,0.10999370627113572,0.8900062937288644
1912-26-1,0.13061388401790675,0.8693861159820935
7779-27-3,0.23670331918164836,0.7632966808183517
78816-48-5,0.5,0.5
2941-55-1,0.20292347524492707,0.7970765247550731
4740-11-8,0.1789698490164885,0.8210301509835113
125-99-5,0.1581075763728486,0.8418924236271513
5957-17-5,0.20140429526858147,0.7985957047314185
2001-81-2,0.1648916092804923,0.8351083907195076
56-37-1,0.3967611766881641,0.6032388233118359
9004-57-3,0.8799603321099975,0.12003966789000245
7789-92-6,0.8584926760892841,0.14150732391071585
10140-99-5,0.3841202127402923,0.6158797872597077
122-51-0,0.7902914399420511,0.20970856005794902
63869-26-1,0.2410793103311888,0.7589206896688113
2425-25-4,0.09812385734603227,0.9018761426539675
5823-25-6,0.1274121464318408,0.8725878535681593
919-54-0,0.12646938900374036,0.8735306109962595
1067-47-6,0.8656197380085332,0.13438026199146702
919-30-2,0.6559698253177509,0.3440301746822491
76524-94-2,0.4908443467193589,0.509155653280641
2602-34-8,0.7555146600434005,0.24448533995659943
14814-09-6,0.7041115530744111,0.295888446925589
34708-08-2,0.6439870358078268,0.35601296419217304
15129-36-9,0.48981733640800357,0.5101826635919966
15267-95-5,0.6208159988584151,0.3791840011415848
122-52-1,0.42074494438696514,0.5792550556130348
78-40-0,0.45513544462460204,0.5448645553753978
78-38-6,0.622250839868673,0.37774916013132703
126-75-0,0.16423533607518942,0.8357646639248105
298-03-3,0.11484771587659129,0.8851522841234087
298-04-4,0.11131515045104518,0.8886848495489548
298-02-2,0.09730627288323901,0.902693727116761
1186-09-0,0.051084098692585955,0.948915901307414
2524-09-6,0.03943187949901296,0.9605681205009869
2497-07-6,0.11860829345143326,0.8813917065485667
2588-03-6,0.12272484272272824,0.877275157277272
2496-91-5,0.10570421814018037,0.8942957818598196
4891-54-7,0.09905773707454307,0.900942262925457
2497-06-5,0.1130576898469428,0.8869423101530574
2511-11-7,0.0814051528750044,0.9185948471249957
2404-78-6,0.06041093397432484,0.9395890660256752
688-62-0,0.1109762069650585,0.8890237930349415
1486-39-1,0.11553394984304458,0.8844660501569553
87310-56-3,0.11891135414217169,0.8810886458578284
55881-07-7,0.724690904406409,0.275309095593591
2229-55-2,0.9390395043190228,0.06096049568097737
79451-10-8,0.10102740627541643,0.8989725937245837
66996-10-9,0.09494929641309058,0.9050507035869094
30129-29-4,0.8362838584839603,0.16371614151603966
30129-30-7,0.8362838584839603,0.16371614151603966
55297-95-5,0.4089712690185264,0.5910287309814737
3004-70-4,0.08295977786846906,0.9170402221315308
53521-41-8,0.7755658987884171,0.22443410121158297
139-88-8,0.26677391637612013,0.7332260836238799
33820-53-0,0.6538836280235231,0.34611637197647693
5892-41-1,0.1925362910340013,0.8074637089659987
1912-25-0,0.1378068940647782,0.8621931059352218
2275-18-5,0.07797384497107084,0.9220261550289292
87130-20-9,0.476487421908826,0.5235125780911739
63873-23-4,0.07714468389735459,0.9228553161026453
78-52-4,0.12360314642241498,0.876396853577585
63873-21-2,0.0861337593160213,0.9138662406839788
68649-11-6,0.9699869971751975,0.030013002824802387
63990-57-8,0.6074464253350211,0.39255357466497875
26818-53-1,0.17733399257490962,0.8226660074250906
27891-14-1,0.5461002879611961,0.45389971203880386
36756-79-3,0.24398066554325892,0.756019334456741
19072-57-2,0.1564858367312154,0.8435141632687846
27591-74-8,0.1637685656309275,0.8362314343690724
66734-13-2,0.8892456969716996,0.1107543030283005
5593-20-4,0.896982274499254,0.10301772550074577
5534-09-8,0.8512025211873651,0.14879747881263475
27778-88-7,0.05692012750654767,0.9430798724934523
27778-86-5,0.06649950877396797,0.933500491226032
27778-84-3,0.06203592610340912,0.937964073896591
27778-80-9,0.09962794398776433,0.9003720560122356
27778-82-1,0.13579442396584326,0.8642055760341568
27684-92-0,0.08209552156062717,0.9179044784393728
26259-45-0,0.17243263485564045,0.8275673651443595
40618-52-8,0.09506265768276422,0.9049373423172358
69-05-6,0.3628038095009678,0.6371961904990323
9050-04-8,0.11531585730972599,0.8846841426902741
60735-64-0,0.6592451064217567,0.34075489357824346
24151-93-7,0.17286086131972797,0.8271391386802721
2109-64-0,0.23350324756598112,0.7664967524340189
22457-23-4,0.23451346501469705,0.7654865349853028
541-85-5,0.9252911139878731,0.07470888601212695
14355-07-8,0.1392876491793504,0.8607123508206496
10032-15-2,0.9578624045864838,0.04213759541351624
14355-12-5,0.11637522814515948,0.8836247718548405
10024-78-9,0.16228113057730276,0.8377188694226971
32838-28-1,0.7193041945567858,0.2806958054432143
57-33-0,0.11269959351650413,0.8873004064834958
71-73-8,0.16758608482537338,0.8324139151746268
871-22-7,0.8789992011657601,0.12100079883423989
105-82-8,0.887769855870394,0.11223014412960566
29122-60-9,0.09305157888745125,0.9069484211125486
186817-80-1,0.9266620703428112,0.07333792965718873
7452-79-1,0.9624280055074228,0.0375719944925772
7286-69-3,0.1546343492178596,0.8453656507821403
98886-44-3,0.17111534535620798,0.8288846546437921
125-64-4,0.297287321784104,0.7027126782158958
82834-16-0,0.8856684459827706,0.11433155401722932
730-07-4,0.5184492913421163,0.4815507086578839
33499-11-5,0.2362872173059615,0.7637127826940384
110429-62-4,0.6893586396185839,0.31064136038141604
67050-64-0,0.1501371121313364,0.8498628878686636
54-05-7,0.15104691406005685,0.8489530859399432
1094-08-2,0.2297067795834178,0.7702932204165824
30238-41-6,0.6639695722244308,0.3360304277755692
64241-34-5,0.35231825999176786,0.6476817400082322
33499-13-7,0.5303752061283943,0.4696247938716057
63867-07-2,0.47938237426535546,0.5206176257346444
15299-99-7,0.35244943988546035,0.6475505601145397
4630-95-9,0.20420816432140562,0.7957918356785942
66968-39-6,0.18093714506135894,0.8190628549386411
105-57-7,0.8229295749855414,0.17707042501445866
137658-79-8,0.6984196739409637,0.3015803260590363
7492-66-2,0.9388757544304213,0.06112424556957874
87820-88-0,0.7870480621290527,0.21295193787094763
103890-78-4,0.6335994006513387,0.36640059934866126
52-60-8,0.05784998649616357,0.9421500135038363
50765-73-6,0.12794181082958384,0.8720581891704163
50765-89-4,0.11687736932855065,0.8831226306714495
15763-48-1,0.2993004508667848,0.7006995491332152
22609-73-0,0.37454160380193474,0.6254583961980653
88045-99-2,0.8695111671527196,0.1304888328472806
56358-09-9,0.38696120089781205,0.613038799102188
17702-79-3,0.12212054327572826,0.8778794567242716
41611-76-1,0.8653084346094408,0.13469156539055926
137-58-6,0.2584292974019633,0.7415707025980366
333-40-4,0.10132325982132286,0.8986767401786769
31775-20-9,0.9251513747754695,0.07484862522453033
105779-78-0,0.31074632964312043,0.6892536703568796
23191-75-5,0.5128437029824902,0.4871562970175098
88045-98-1,0.8678562073589361,0.13214379264106377
243973-20-8,0.2865685649304072,0.7134314350695927
57470-78-7,0.6081499733855954,0.39185002661440466
68227-46-3,0.5340537950703813,0.4659462049296187
5221-49-8,0.11622948229194113,0.8837705177080589
72542-60-0,0.15882422133173307,0.841175778668267
79438-83-8,0.2125576891750652,0.7874423108249347
21409-78-9,0.15305046304831763,0.8469495369516823
40374-14-9,0.11140217230648161,0.8885978276935184
29232-93-7,0.1251867813171951,0.874813218682805
13171-21-6,0.10290688318261218,0.8970931168173878
73521-00-3,0.2074614594228991,0.792538540577101
73512-92-2,0.13442999558240193,0.8655700044175979
73520-99-7,0.17512095229253224,0.8248790477074678
73512-93-3,0.14130356176518508,0.8586964382348148
73512-94-4,0.14130356176518508,0.8586964382348148
128606-48-4,0.04950077886707831,0.9504992211329215
57846-34-1,0.13934393903039288,0.8606560609696072
74639-40-0,0.44164829646230364,0.5583517035376965
1716-09-2,0.04398667340742289,0.9560133265925772
14143-09-0,0.13027781452576545,0.8697221854742344
10097-26-4,0.9589189424455076,0.0410810575544924
688-84-6,0.9588959359147077,0.04110406408529237
105-16-8,0.24496672902751598,0.7550332709724838
1918-08-7,0.6503349636755799,0.34966503632442014
14663-66-2,0.16171844025656334,0.8382815597434367
14663-67-3,0.11351322263585771,0.8864867773641422
10137-90-3,0.9262908650298821,0.07370913497011777
78193-97-2,0.3811427073020341,0.618857292697966
58458-55-2,0.5601293691288493,0.43987063087115086
103-09-3,0.9511499663102612,0.048850033689738885
29214-60-6,0.8735707466033872,0.12642925339661254
23947-60-6,0.354992899675349,0.6450071003246513
437717-43-6,0.7156205751229524,0.28437942487704765
6946-94-7,0.8566483730602574,0.14335162693974265
1187-74-2,0.9213594700003805,0.0786405299996193
274671-61-3,0.11917020632570145,0.8808297936742986
2728-05-4,0.3311220383549662,0.6688779616450337
134-62-3,0.7596703513554045,0.24032964864459527
52406-01-6,0.6982318698603718,0.30176813013962817
953-32-2,0.03888116390878531,0.9611188360912145
60090-47-3,0.4483348545676595,0.5516651454323406
15386-51-3,0.16830948823465613,0.8316905117653438
2728-04-3,0.4846339387241918,0.5153660612758084
56632-42-9,0.42153792944329826,0.5784620705567017
299-45-6,0.0835663385032135,0.9164336614967864
2425-15-2,0.08868502721494687,0.9113149727850532
51356-23-1,0.16745213798241906,0.8325478620175808
51356-21-9,0.10838065943666886,0.8916193405633314
3099-88-5,0.08458349106393664,0.9154165089360633
1942-78-5,0.12157330510129817,0.8784266948987021
108-35-0,0.12240588612964864,0.8775941138703516
15421-84-8,0.19047846475608657,0.8095215352439133
51356-11-7,0.10281729583036524,0.8971827041696349
51356-09-3,0.09579946724870274,0.9042005327512974
22439-40-3,0.17599108165897615,0.8240089183410237
5633-16-9,0.17057673411337823,0.8294232658866219
26662-09-9,0.14120558936759847,0.8587944106324015
21673-86-9,0.5468238059499834,0.4531761940500166
107812-70-4,0.17054122711927186,0.8294587728807283
105435-14-1,0.27584815212506036,0.7241518478749397
63979-26-0,0.16265258549545303,0.837347414504547
75274-20-3,0.15846307885040525,0.8415369211495946
2532-92-5,0.2536867651447752,0.7463132348552247
2544-52-7,0.19495307593479777,0.8050469240652022
88-24-4,0.789258830897929,0.21074116910207089
120-95-6,0.2590111329309536,0.7409888670690464
51959-14-9,0.07618713303252496,0.923812866967475
79-74-3,0.33134248720402926,0.6686575127959709
10508-09-5,0.8378056738444654,0.16219432615553486
118134-30-8,0.4177789586782943,0.5822210413217057
3006-82-4,0.9090024503208697,0.09099754967913043
329-21-5,0.16516140529442797,0.8348385947055722
7795-74-6,0.1967512427583614,0.8032487572416385
69784-43-6,0.14766170928881245,0.8523382907111875
55285-14-8,0.0978650318374818,0.9021349681625181
42222-50-4,0.9038031829054958,0.09619681709450437
3489-84-7,0.7584653158937397,0.24153468410626033
919-94-8,0.8831058160106466,0.11689418398935349
3734-95-0,0.20199167770604132,0.7980083222939586
129927-33-9,0.22322090506303285,0.7767790949369671
72590-77-3,0.8916324233755594,0.10836757662444046
13472-08-7,0.17176391844462094,0.8282360815553791
78-66-0,0.5635714813707744,0.43642851862922566
1338-23-4,0.8521481366573717,0.1478518633426286
154619-86-0,0.12790990054990556,0.8720900994500945
154619-76-8,0.12083470620426787,0.8791652937957323
82559-96-4,0.6313766888176983,0.3686233111823017
82558-50-7,0.32347794877402614,0.6765220512259735
4268-36-4,0.3828782516788759,0.617121748321124
5340-36-3,0.8392236159556986,0.16077638404430142
33236-05-4,0.11830347901004065,0.8816965209899593
33210-49-0,0.12423714176846017,0.8757628582315398
17091-21-3,0.4358888439059902,0.5641111560940097
82560-06-3,0.310885997615895,0.6891140023841049
123199-92-8,0.23452886498463982,0.7654711350153602
77-74-7,0.7837455400955236,0.21625445990447634
1986-53-4,0.9010738008439517,0.09892619915604828
55937-99-0,0.8886270477477765,0.11137295225222357
1081-95-4,0.18396244963031488,0.8160375503696851
103446-98-6,0.36947076942002294,0.6305292305799769
19457-00-2,0.419205442377552,0.580794557622448
30087-47-9,0.08906461480896856,0.9109353851910313
40373-31-7,0.10504741194041547,0.8949525880595847
2631-26-7,0.18019480606860616,0.8198051939313938
3772-48-3,0.10671200803328613,0.8932879919667139
1474-80-2,0.09758300372932405,0.902416996270676
28616-48-0,0.13597411889771666,0.8640258811022835
55769-64-7,0.5074570819272679,0.49254291807273193
89591-51-5,0.42004508691091275,0.5799549130890873
63580-68-7,0.07435907649823448,0.9256409235017654
60244-63-5,0.12359119482316519,0.8764088051768346
60244-60-2,0.10579630735246713,0.894203692647533
7396-58-9,0.12777313079940178,0.8722268692005982
63039-90-7,0.11956752436249862,0.8804324756375015
18886-42-5,0.16135585632742006,0.8386441436725799
37686-84-3,0.186460195655169,0.813539804344831
63717-17-9,0.2194284171063828,0.7805715828936173
57647-36-6,0.10876970138772779,0.8912302986122722
104907-82-6,0.41562620638694286,0.5843737936130573
80472-86-2,0.11073940379332613,0.8892605962066737
76597-98-3,0.29856810260921685,0.7014318973907834
513-10-0,0.10161290373395605,0.8983870962660441
107-64-2,0.12809728675961402,0.8719027132403862
68391-05-9,0.1279385316860826,0.8720614683139174
7173-51-5,0.1259822767554711,0.8740177232445289
37335-68-5,0.10096427933776046,0.8990357206622394
124-03-8,0.1259822767554711,0.8740177232445289
6458-13-5,0.13202488213142827,0.867975117868572
70206-24-5,0.2557133203337308,0.7442866796662692
53-46-3,0.08899015409104026,0.9110098459089596
50-10-2,0.06963021092957913,0.9303697890704208
54663-47-7,0.23876423569013966,0.7612357643098604
32358-09-1,0.06861405272062865,0.9313859472793715
24789-78-4,0.34946373975543693,0.6505362602445631
154-82-5,0.4149432301043628,0.5850567698956374
3700-98-9,0.09011908394580281,0.9098809160541971
3700-97-8,0.07330816056708044,0.9266918394329198
63917-07-7,0.08995111262579289,0.9100488873742072
38260-54-7,0.13434431593764234,0.8656556840623574
2830-87-7,0.18179882620115648,0.8182011737988434
21410-51-5,0.173201842369537,0.8267981576304628
1634-78-2,0.06671156435377458,0.9332884356462258
121-75-5,0.10117741393391137,0.8988225860660884
18300-07-7,0.08371752439148189,0.9162824756085178
3344-12-5,0.1038733965344791,0.8961266034655209
51012-33-0,0.44392112917280224,0.5560788708271978
4104-03-4,0.08364755068637808,0.9163524493136219
816-19-3,0.9431984398880111,0.056801560111988766
15972-60-8,0.16952211413350113,0.830477885866499
