CASRN,EPA_RF_maccs-1,EPA_RF_maccs-2,EPA_RF_maccs-3,EPA_RF_maccs-4
7682-32-8,0.9109866237297853,0.08116342211973969,0.007017804728552409,0.0008321494219250243
89427-35-0,0.929091386974168,0.05066492526698782,0.019322285738389882,0.0009214020204577651
126-72-7,0.19589903026852404,0.32904278248212415,0.20119568006751926,0.27386250718183075
3194-55-6,0.03597632277709577,0.2321090718001448,0.5145144450904302,0.2174001603323292
20566-35-2,0.0254101444837126,0.18449369799447193,0.467859157610822,0.3222369999109936
2338-30-9,0.8927312175112891,0.09176006803444225,0.014429965293354245,0.0010787491609167697
87-84-3,0.024928613854098277,0.2647616724943654,0.5472438862823541,0.16306582736918204
608-71-9,0.2705633629402164,0.18091128434784287,0.48886514602855957,0.05966020668337967
32588-76-4,0.019067460317460313,0.0723148468278903,0.37612052440313287,0.5324971684515158
32536-52-0,0.060860913138257096,0.10268336162136238,0.5453274828733811,0.2911282423669994
27858-07-7,0.007944824877571576,0.08106618996113929,0.36632309178328154,0.5446658933780062
61262-53-1,0.04616302864619555,0.10941708528116852,0.5763621552500642,0.2680577308225711
84852-53-9,0.006747719709855484,0.08148149087173757,0.5233917716268331,0.3883790177915729
13654-09-6,0.009158407629607606,0.07189563136977958,0.4111165035397471,0.5078294574608663
3674-13-3,0.02813086307590829,0.5172519109542889,0.3522005989245408,0.10241662704526218
78-75-1,0.015544930170704617,0.2494443473110913,0.6508617326237768,0.08414898989442691
89427-38-3,0.7515361390020766,0.23234468496632213,0.015050382648971156,0.0010687933826320248
10474-14-3,0.028752393009084064,0.25209581284508803,0.630477714876837,0.0886740792689903
300-76-5,0.42166226163050413,0.3008690933148262,0.23834426314486498,0.03912438190980351
2872-96-0,0.12383224489506475,0.46795201011327847,0.31781130440249244,0.09040444058916408
106-93-4,0.1012395158949915,0.3196445562032046,0.525881564162853,0.0532343637389509
1947-58-6,0.0677739304003858,0.30518723476575843,0.5201158356398036,0.10692299919405189
96-13-9,0.1297619160068654,0.35574388169107335,0.45705297087232344,0.05744123142973875
96-12-8,0.0589737759865918,0.44218784359324326,0.4270280031187854,0.07181037730137942
18791-02-1,0.07333840951282986,0.5656458714419994,0.2972177067833055,0.06379801226186373
75-81-0,0.01783690357572873,0.39259231285708657,0.40694044823891096,0.18263033532827352
590-12-5,0.044623908798272945,0.6111989022135784,0.2574445892557672,0.08673259973238127
2302-30-9,0.3575277463958078,0.3774843325773999,0.2222568250079627,0.042731096018828484
14689-59-9,0.9349081958125189,0.04478476496267198,0.019584803534948847,0.0007222356898652021
79-27-6,0.013627858082374131,0.5128269645889504,0.3690536058010682,0.10449157152760803
63867-08-3,0.014666917522519538,0.21174785848887673,0.5356252800633041,0.23795994392529937
64047-47-8,0.011785506517044856,0.18726188537308655,0.6851523930477859,0.11580021506208171
63938-47-6,0.04080099117956856,0.2552210571212467,0.554646684816687,0.1493312668824981
613-53-6,0.10851068687960441,0.24998416857469458,0.45275677145290516,0.1887483730927954
115-17-3,0.014605154252038214,0.47029789585955,0.4134259548556047,0.1016709950328088
75-25-2,0.008547830107472397,0.4831251502592693,0.40404728723782896,0.10427973239542963
42136-31-2,0.7733847599847047,0.0914653514860116,0.11445718286930567,0.020692705659975174
64050-72-2,0.07307072843473314,0.7482523265090097,0.15986200040061613,0.018814944655640525
42136-30-1,0.08376749938644819,0.703650483486285,0.20919302073735097,0.0033889963899134475
26637-71-8,0.02151206349232714,0.18045588806516316,0.49959804675216607,0.29843400169034345
69094-18-4,0.16825197266217726,0.2749540937007284,0.44242385126589245,0.1143700823712016
74-95-3,0.07940784536675723,0.499048885008034,0.2553373966974785,0.166205872927729
3252-43-5,0.08349255354640321,0.5922737037761049,0.2890480599862902,0.035185682691201245
598-91-4,0.3333422062770543,0.3532542820042619,0.2599608340252451,0.053442677693438065
124-48-1,0.006132744993385282,0.2795516605224424,0.6034235777658754,0.11089201671829596
25497-30-7,0.011288081194134344,0.2634637814823798,0.3116624747541247,0.4135856625693603
83447-96-5,0.06717792795514874,0.16546060127081857,0.6170653528547138,0.15029611791931877
473-49-4,0.1303903186482134,0.3166699890752521,0.47794788593472787,0.07499180634180633
117900-35-3,0.12563880353169563,0.2749488817324617,0.4436057240526887,0.15580659068315494
4460-32-6,0.5044981703481708,0.2010192825692823,0.2147973618973618,0.07968518518518516
2260-08-4,0.06834822602124263,0.2512953029251575,0.5609885776057999,0.11936789344779891
386-17-4,0.08534592072080963,0.13982186078127798,0.6066608773311484,0.16817134116676347
67-30-1,0.03326517991544304,0.1796012202744005,0.6753176399851089,0.11181595982504672
16423-68-0,0.23565233539515404,0.23718929035987538,0.41165659969496415,0.11550177455000579
10397-75-8,0.029756366459627336,0.07487907849231377,0.3753643318571274,0.5200002231909319
59017-64-0,0.023601587301587307,0.039845502645502656,0.4108152863218655,0.5257376237310443
79770-24-4,0.042215873015873026,0.03954841269841272,0.2999708994708991,0.6182648148148148
7246-21-1,0.028056878306878308,0.1317773508454623,0.42651829579089684,0.41364747505676297
96-84-4,0.051450105067089226,0.20420347328679467,0.6006693540279701,0.143677067618146
59939-17-2,0.030931808278867108,0.10736151142449318,0.4236977031983119,0.43800897709832814
16034-77-8,0.024797426647426648,0.09271076331076326,0.5864781292781298,0.29601368076368084
22730-89-8,0.01776249610955493,0.07229320760938403,0.5428108862814742,0.36713340999958655
31112-62-6,0.0369468253968254,0.06039159663865541,0.29782598251421766,0.6048355954503014
440-58-4,0.01893584415584415,0.0664744108614697,0.36911458404340747,0.5454751609392784
66108-95-0,0.013273015873015874,0.030744083694083702,0.3909501087479346,0.5650327916849659
3115-05-7,0.024142592592592587,0.08322667022993104,0.4007712052038138,0.4918595319736623
111453-32-8,0.013900793650793648,0.031002342646460297,0.24100121262180063,0.7140956510809443
19403-92-0,0.07359683929761744,0.4899449230680136,0.38921815186154496,0.04724008577282327
37441-29-5,0.011664286982895537,0.09312274589808675,0.6997468578610844,0.19546610925793284
19774-82-4,0.05409599104599106,0.29084158138616323,0.5737751919963997,0.08128723557144604
3861-47-0,0.023880473362464728,0.4436249611715765,0.35609751905884196,0.17639704640711662
57808-65-8,0.011295195223456093,0.15856671912954606,0.435040115175004,0.39509797047199247
577-91-3,0.09652211267235423,0.21502985382720832,0.5976900465300556,0.09075798697038034
14689-57-7,0.7885508523086187,0.1956770204014479,0.014871313054318205,0.0009008142356158695
17601-49-9,0.0514462419828985,0.2760437895100063,0.600322805950514,0.07218716255658046
1746-25-4,0.5884185815427108,0.11743679005605344,0.26474850299187747,0.029396125409355045
29717-26-8,0.17833822428680363,0.145170692444696,0.41520123405894144,0.261289849209559
75-47-8,0.03745386468047597,0.3099571296555361,0.5263381736990278,0.12625083196495826
68439-50-9,0.0001594422455865224,0.014000927699094725,0.65075552772837,0.3350841023269474
9004-95-9,0.00048014860165698276,0.017123778769074765,0.7684259998634217,0.21397007276584504
65-29-2,0.027767742121002997,0.3648368232214983,0.5433184718742666,0.06407696278323212
63869-27-2,0.7322965060502382,0.16374802602719873,0.10029517604040875,0.0036602918821537446
3247-33-4,0.7123487877040938,0.12893802396701992,0.12546744356114642,0.033245744767739394
70682-61-0,0.07718625270012971,0.08451567997281245,0.5815899717670072,0.25670809556005014
3319-31-1,0.00026691154590693483,0.0029723553454394556,0.20825941161096842,0.7885013214976856
301-13-3,0.01291477817246177,0.01711796590634058,0.2865650986047231,0.6834021573164732
78-42-2,0.04756386382748616,0.028889804920932065,0.4597498578954848,0.46379647335609636
56706-10-6,0.15173307691865798,0.10598417471591784,0.49361090410239244,0.248671844263031
160194-28-5,0.01254266247025868,0.05062677195405059,0.61242898716826,0.324401578407429
15458-87-4,0.05261672977005797,0.4535224181248178,0.43127027753521563,0.06259057456990895
105084-66-0,0.5837815763500899,0.33989319838151233,0.05862522996213267,0.017699995306264652
13080-06-3,0.009456468532246333,0.14083365490987146,0.5556951130867541,0.29401476347112815
15180-47-9,0.0605428249384245,0.13340725733204004,0.6279729288894684,0.17807698884006723
35077-00-0,0.09891296594693869,0.09858868431442223,0.6823984099815392,0.12009993975709983
63869-22-7,0.5285260755878978,0.3260997966180058,0.12218862348540117,0.02318550430869502
139-60-6,0.0879141057781907,0.2744402549874016,0.5888654481803155,0.048780191054091336
34206-40-1,0.045509185259185264,0.07147746975246973,0.7797542204871152,0.10325912450122969
752-56-7,0.03293809523809525,0.1135856864383181,0.6792262277797874,0.1742499905437987
74758-25-1,0.008645088245088245,0.1282754451660024,0.8352433145744291,0.027836152014480198
23505-41-1,0.1146428275428276,0.48913791763791725,0.3519453490953487,0.04427390572390573
154702-15-5,0.04139452864936737,0.1426336450676974,0.5214417339094394,0.29453009237349564
3857-80-5,0.018165494184192926,0.3087638029748533,0.6314371216494151,0.04163358119153864
3687-16-9,0.012130767195767196,0.33216991789785044,0.6075550795021492,0.04814423540423256
141-94-6,0.02087112940565962,0.2650281463593316,0.6559607501167067,0.05813997411830226
68289-21-4,0.022221957671957667,0.15900890590890615,0.7552577126577126,0.0635114237614237
67762-53-2,0.0025361515847486834,0.01732309515093709,0.6725538007135852,0.30758695255072815
4559-86-8,0.016891115025325545,0.16024926571138032,0.7338938367305812,0.08896578253271165
10254-57-6,0.036851923853044484,0.22200846539060856,0.6680295582814234,0.07311005247492341
53306-54-0,0.0009429225783802514,0.00268528950229562,0.5882545876221777,0.4081172002971468
1941-30-6,0.05674056269644101,0.45414809567093084,0.31893495229016694,0.17017638934246113
682-01-9,0.012990643186019982,0.03975521349672553,0.6661043572160008,0.2811497861012534
486455-65-6,0.022112558356675995,0.07644083302318595,0.6550315615241309,0.24641504709600665
126-57-8,0.0011884653807725477,0.008337923794538784,0.45286099765266513,0.5376126131720238
11138-60-6,0.0010103814777691923,0.005615860843224849,0.4450161594830447,0.5483575981959602
78-16-0,0.0013874088148077843,0.009424792642696175,0.7564628790315794,0.2327249195109154
106-20-7,0.009313295993777065,0.40641938292188867,0.5227975763476878,0.06146974473664651
295800-70-3,0.018599867724867714,0.08645200878026964,0.5740229107925864,0.32092521270227514
10143-60-9,0.003929086466919126,0.015403325139647938,0.6738374910789291,0.3068300973145037
22174-70-5,0.0006963570051430501,0.01763870592579094,0.3480159768768894,0.6336489601921756
19074-24-9,0.0007817673295884701,0.004452461389069532,0.5048196714167597,0.4899460998645821
122-62-3,0.0016876463203897136,0.0034124376800798084,0.39910780520668365,0.5957921107928462
103-24-2,0.0016281186552707908,0.005550934535969722,0.401132830358115,0.5916881164506451
103-23-1,0.001337165797576851,0.003659665588382089,0.4347402734096008,0.5602628952044411
2915-57-3,0.001337165797576851,0.003659665588382089,0.4347402734096008,0.5602628952044411
84731-70-4,0.0014160574626966346,0.004249691491385605,0.4366633885821166,0.5576708624638002
117-81-7,0.0009429225783802514,0.00268528950229562,0.5882545876221777,0.4081172002971468
14858-73-2,0.004544089286120895,0.032497837017218555,0.3592330726769781,0.6037250010196819
3658-48-8,0.013370057527768589,0.034862888129572465,0.43235721205551053,0.5194098422871479
298-07-7,0.013317918152714008,0.045060192474432416,0.5809484170734582,0.3606734722993946
63449-80-9,0.15529073758222617,0.11383725398446641,0.2851532673006024,0.4457187411327053
7425-14-1,0.0013333429652903535,0.004254862331703021,0.41728438366840853,0.5771274110345983
18268-70-7,0.0006321112570979683,0.005089289598500293,0.4043368709793928,0.5899417281650084
94-28-0,0.0008329431815934245,0.004511850719253923,0.43625491645322784,0.558400289645925
3282-85-7,0.014219808926621752,0.05822896126441522,0.8093433876932064,0.11820784211575705
7790-07-0,0.0013228944521471188,0.021711903391995947,0.4633842132202278,0.5135809889356291
25724-60-1,0.002797858872728885,0.019094003573785847,0.4802894136133395,0.4978187239401458
10022-60-3,0.005103244088538919,0.021075166873417542,0.5625325649287598,0.4112890241092842
468-61-1,0.006711692861692861,0.16532798385298392,0.7905103842333712,0.03744993905195146
4551-59-1,0.04514990379990381,0.13842455507455523,0.6555640692640693,0.16086147186147193
57647-13-9,0.013360582010582005,0.09943618748248725,0.8648078147518371,0.022395415755093163
27591-69-1,0.017903323800382617,0.16360527471299807,0.754927968129708,0.06356343335691006
589-32-2,0.0645448925362586,0.22020748873621918,0.543395330334447,0.17185228839307506
60012-88-6,0.052161159211159214,0.16697467997951881,0.5833101164665678,0.19755404434275392
78-53-5,0.7001297399879748,0.17058635349190715,0.11187024708791503,0.01741365943220222
115-79-7,0.03728362193362196,0.22386445994093015,0.5840826849620964,0.1547692331633508
122-31-6,0.005857983823020245,0.05710963293894887,0.4754149375185293,0.4616174457195018
78-10-4,0.046332742164329366,0.01794163028191118,0.780971721819485,0.15475390573427286
17356-42-2,0.8169026891113275,0.07211985537953992,0.10410750335586728,0.006869952153265243
3689-24-5,0.6026396069418907,0.15301674289170022,0.2300260715122037,0.014317578654204674
563-12-2,0.7621735035412857,0.09838299678973798,0.13232915028481995,0.007114349384157832
6926-73-4,0.5740749668097248,0.26308325466726684,0.14645641781041968,0.016385360712589815
78-07-9,0.001787109785308348,0.0064555953857049755,0.8414552300543144,0.1503020647746728
20395-17-9,0.8132360660091938,0.11016158947356444,0.06976548619670789,0.006836858320533637
18300-10-2,0.8746779968293308,0.10786024337759195,0.01643380861490879,0.0010279511781684071
2667-40-5,0.5381769441529641,0.23342117313852195,0.2030092732038832,0.02539260950463128
55134-13-9,0.3147914274740524,0.1381861174171546,0.3264830285946839,0.22053942651410796
33446-90-1,0.04143710142814595,0.05088377978442985,0.44722472954885945,0.4604543892385649
27879-29-4,0.07587268034907313,0.1686336984896994,0.7080396872615436,0.047453933899682874
35435-21-3,0.010069592593447765,0.024867806597201187,0.5925116758447905,0.3725509249645599
55934-93-5,0.049696239928216965,0.018028056866219038,0.41279331503881556,0.519482388166748
52030-05-4,0.010407571175834462,0.0848490859413231,0.7049558922284376,0.19978745065440376
74051-80-2,0.04772885589896153,0.07547755196787793,0.6762351727260922,0.2005584194070678
2224-33-1,0.04706837971317941,0.0740726055258877,0.7884031706587119,0.0904558441022209
34036-80-1,0.03701211069632124,0.09121702981114745,0.8147412228351858,0.05702963665734562
6104-58-1,0.009033333333333334,0.029278066378066393,0.7234156793312755,0.238272920957325
77-90-7,0.0018206025099174218,0.012420634435190193,0.45857125459809017,0.5271875084568023
21327-31-1,0.36078580624455253,0.39599939888399593,0.046944985809588495,0.19626980906186287
5826-91-5,0.4176204265723386,0.3730757530378117,0.19168759178729772,0.017616228602552134
22787-59-3,0.6973124160439944,0.11838529769450828,0.08443639231139226,0.09986589395010453
22787-58-2,0.8449779084358287,0.12923305912162988,0.0223174580617563,0.0034715743807849074
5675-57-0,0.3355108545333364,0.5151131957657541,0.11581619910993857,0.03355975059097036
3730-54-9,0.5172851126528166,0.1432395162512958,0.2989059637742381,0.040569407321649056
655-35-6,0.06040376382876381,0.2677638026423675,0.5601985649011118,0.1116338686277566
77-89-4,0.004663053722408073,0.029155638799578446,0.4312294961473264,0.5349518113306873
24748-23-0,0.0467402996426386,0.19681549832139902,0.4081863825680099,0.3482578194679525
70833-40-8,0.013939565121077491,0.03067317090609889,0.3496931903703456,0.6056940736024774
14504-73-5,0.026157887142097665,0.22372012208064818,0.6582320894505104,0.0918899013267434
67239-04-7,0.08160914913446884,0.15685896140896152,0.6343570734536839,0.12717481600288513
2595-54-2,0.24855516521176402,0.5327017801824799,0.20811902061505533,0.010624033990700658
5137-55-3,0.016625779885600756,0.3254599014942669,0.5099259686014402,0.14798835001869073
1421-14-3,0.012968807118807118,0.08045579227747421,0.8330977190260374,0.07347768157768159
2031-67-6,0.027280776815412147,0.04558076348778294,0.4457252715114714,0.48141318818533363
64036-99-3,0.8529652498133148,0.10511470879183522,0.02957245607862969,0.012347585316220313
26523-78-4,0.029209917228256905,0.16096238992605058,0.4587043857835543,0.35112330706213885
68814-95-9,0.05506160299276855,0.3951893454003432,0.5100041925440778,0.03974485906281072
538-23-8,0.005089810151300556,0.011574092497452443,0.2150018827264267,0.7683342146248212
68130-53-0,0.00039776073871769366,0.008987236441383347,0.22574269720787796,0.7648723056120204
2528-38-3,0.026529577810823664,0.019730109362356345,0.5223378391745817,0.4314024736522381
5343-44-2,0.002517368361486009,0.07320568004914102,0.8418861723958939,0.08239077919347862
5831-80-1,0.005697529213705682,0.0882209218804113,0.8240264233443374,0.08205512556154584
51249-05-9,0.1321775047065658,0.19909908234959947,0.4461514870177109,0.22257192592612376
102-85-2,0.02656142614939505,0.09169929429914335,0.5559568521826345,0.32578242736882806
126-73-8,0.057956884929368346,0.06673195814003136,0.5931724211995641,0.2821387357310355
998-40-3,0.04853231156652523,0.14757115340606192,0.4773192755221489,0.3265772595052643
115-78-6,0.05077950859284151,0.3781183411350776,0.42694979303166886,0.1441523572404124
33060-84-3,0.13217495284798758,0.40512277074422637,0.325496024784834,0.1372062516229519
150-50-5,0.31606960111582083,0.4916400722745922,0.12805837601553613,0.06423195059405136
78-48-8,0.3915028563637799,0.3850086239883238,0.18990359034378618,0.03358492930410996
60-01-5,0.013404331621203722,0.11945356088162391,0.5186941820199661,0.3484479254772061
74125-01-2,0.6718557979592888,0.2172373559126188,0.10147860429379614,0.009428241834296613
1496-94-2,0.04011730382637137,0.052583416375519915,0.39395007369418433,0.5133492061039231
21270-07-5,0.0012138815262600427,0.8934147231100563,0.05825146652522059,0.047119928838463235
29806-73-3,0.0011424059362219062,0.0062852364978820486,0.21303839129678123,0.7795339662691144
7346-61-4,0.0427309111562982,0.1723167847740921,0.4697117528728192,0.3152405511967906
59130-69-7,0.0011249968003047815,0.007040975988715316,0.16133935706684005,0.830494670144139
63907-12-0,0.026536771894963798,0.03431425839483508,0.38920629694295295,0.5499426727672475
1114-71-2,0.005567562339135776,0.19461141694402692,0.581830298238807,0.21799072247803003
64058-98-6,0.019705889079473977,0.6766572710131975,0.27826414593463394,0.02537269397269398
64059-01-4,0.01656016853516853,0.6233317886820204,0.3365661193467691,0.02354192343604107
13194-48-4,0.5980036024873696,0.2870908864789513,0.10189358755896179,0.013011923474717387
2511-15-1,0.8140904461889085,0.14620190543015524,0.032917312054122044,0.00679033632681492
90220-15-8,0.6995507749254037,0.23922150027188535,0.05541582501469543,0.0058118997880138535
759-94-4,0.008338480310539133,0.1819845481772408,0.619649762581062,0.19002720893115824
23184-66-9,0.04113182722364308,0.02626649572465296,0.9150201648324003,0.017581512219303302
51218-49-6,0.029371913816031457,0.04099907499907504,0.9095386598695423,0.020090351315351307
109965-82-4,0.013750565950565952,0.5826770707370442,0.3672105983006236,0.03636176501176504
20954-13-6,0.004079629629629629,0.03836363636363637,0.8928233285233284,0.06473340548340549
102579-43-1,0.04525119047619051,0.1290929894179895,0.6378602665852667,0.1877955535205535
168152-77-0,0.014008730158730158,0.7048637418137415,0.24533808598808582,0.035789442039442065
168152-89-4,0.012734386347131444,0.6923476746746351,0.24650492024315535,0.04841301873507757
92953-10-1,0.04449100014843647,0.2618997526354821,0.6776359611394696,0.01597328607660999
17088-72-1,0.015027045526575739,0.1522736413558705,0.8038522516777313,0.028847061439822123
60763-41-9,0.003126719482342309,0.02049072676459941,0.20168294490901872,0.77469960884404
35850-79-4,0.03758096518177165,0.0855160230152165,0.4624135225885226,0.41448948921448936
3309-68-0,0.8073227314502833,0.1559106308867223,0.028955037765971067,0.0078115998970230555
18109-81-4,0.009023190337559267,0.2915157464278977,0.6446599600500189,0.05480110318452249
52736-14-8,0.03713588674639228,0.0830047197706867,0.2534034129922009,0.6264559804907184
3862-08-6,0.016233464499890354,0.04975398245388753,0.3311860162968561,0.602826536749364
139-45-7,0.006032860306927347,0.060074885581358234,0.3416097132887666,0.5922825408229483
38727-55-8,0.015197239475500344,0.04797360534202641,0.8417031936330086,0.09512596154946443
80472-88-4,0.00293968253968254,0.08714526214526212,0.8999150553150552,0.010000000000000002
51356-13-9,0.7142136054646531,0.12339315947232263,0.13625593736935865,0.026137297693664876
33210-44-5,0.007592332939391761,0.6313216945208348,0.3546488693651686,0.0064371031746031735
33210-40-1,0.0016755531505531504,0.8558497523746752,0.1380100310880498,0.00446466338672221
33210-43-4,0.002350777000777001,0.8896706496979144,0.10488543996405823,0.0030931333372509837
1912-26-1,0.059794049741108544,0.14090528969940752,0.7561889454227678,0.04311171513671517
7779-27-3,0.04214208754208758,0.298920232184997,0.5424102065059534,0.11652747376696156
78816-48-5,0.05652804232804231,0.1564148148148149,0.635153661932609,0.15190348092453368
2941-55-1,0.010578562146106007,0.12532916383554626,0.748790178923642,0.11530209509470538
4740-11-8,0.02910936048318722,0.34409679537434523,0.46069436622742127,0.16609947791504592
125-99-5,0.016469600769600766,0.2756357035727209,0.6878685156153651,0.020026180042312332
5957-17-5,0.026411277611277612,0.12824866382835695,0.8133070508770383,0.03203300768332739
2001-81-2,0.012249335699335695,0.11309138509840437,0.8389746181428713,0.03568466105938885
56-37-1,0.13255060526326076,0.27058078902061206,0.5386467997582949,0.05822180595783155
9004-57-3,0.053284399229326776,0.03722608136028928,0.611104677723831,0.2983848416865523
7789-92-6,0.002903106066034712,0.022240717015708417,0.5553784127419005,0.4194777641763558
10140-99-5,0.01901376894326157,0.38730125719297076,0.4148357995120421,0.1788491743517255
122-51-0,0.008085771501891019,0.09695707554536555,0.6306543322009148,0.26430282075182865
63869-26-1,0.7360973286479541,0.07953258289231252,0.16688710729009185,0.017482981169642326
2425-25-4,0.1991651496405223,0.40537049972854805,0.3921866868304832,0.0032776638004469428
5823-25-6,0.37433326716618437,0.20209004564387606,0.4088103565389252,0.014766330651014655
919-54-0,0.3075800508460189,0.19193537099468438,0.49739363844658663,0.0030909397127107433
998-30-1,0.011424895762004655,0.09792299952185032,0.43884000773128384,0.45181209698486113
1067-47-6,0.008274401246557463,0.037391673116542845,0.8131092864445999,0.14122463919230005
919-30-2,0.01996818410116282,0.19033385170778788,0.5254256545740399,0.2642723096170093
76524-94-2,0.03615424539340951,0.09865184965080599,0.6084215762768321,0.256772328678952
2602-34-8,0.07090287230154735,0.09839482583844335,0.5369034910523287,0.29379881080767956
14814-09-6,0.043301844960694266,0.06218032295390586,0.7261035954798146,0.16841423660558452
34708-08-2,0.06412640689011259,0.06954027293331906,0.6093261720136492,0.2570071481629187
15129-36-9,0.047072222222222244,0.12545060577710174,0.5783656162201934,0.24911155578048272
15267-95-5,0.04437945816101947,0.07591013798861693,0.6254719658595933,0.25423843799076895
122-52-1,0.059301169089211785,0.12465476820178385,0.6008366526256569,0.21520741008334685
78-40-0,0.20896165123057234,0.12745166453938114,0.41645146829773294,0.2471352159323126
78-38-6,0.04942068551199113,0.052697122620635896,0.5045252664445408,0.39335692542283196
126-75-0,0.8829257604328525,0.0777146882930913,0.02999682602812745,0.009362725245930384
298-03-3,0.7391050023417713,0.19525508030764682,0.06038124168716164,0.0052586756634188155
298-04-4,0.7848226637241615,0.1656409313716745,0.0458556397676539,0.0036807651365099183
298-02-2,0.8124752597828959,0.15880401483040618,0.02515794346327983,0.0035627819234178635
1186-09-0,0.4868831025896032,0.40933299377518567,0.09500461687841162,0.00877928675679997
2524-09-6,0.5604964610310392,0.23149407179256024,0.19611819960812624,0.011891267568274617
2497-07-6,0.7250673902804255,0.22676404009170456,0.04309790316545599,0.0050706664624129965
2588-03-6,0.8601144489409543,0.1086252588164126,0.023120273003155906,0.008140019239477445
2496-91-5,0.5300021117607128,0.41650213878888437,0.045743140381963476,0.0077526090684406765
4891-54-7,0.7232646539335442,0.22724198473052404,0.040839793596873675,0.008653567739056603
2497-06-5,0.5577078527605618,0.3448980748817471,0.08803963376032137,0.009354438597369452
2511-11-7,0.6485862358998751,0.27265674764782044,0.07550550226634331,0.003251514185961587
2404-78-6,0.5922934869101129,0.3090523977784018,0.0916027771211273,0.007051338190357588
688-62-0,0.2252589143400804,0.38537444172214297,0.3441271002685594,0.045239543669215704
1486-39-1,0.36638267926699725,0.4687742740984811,0.14092440677968784,0.02391863985483358
87310-56-3,0.01733086782498547,0.07358003738951109,0.8886770768034855,0.020412017982017982
