CASRN,EPA_knn_rdkit2d-1,EPA_knn_rdkit2d-2,EPA_knn_rdkit2d-3,EPA_knn_rdkit2d-4
125-99-5,0.0,0.5224894706815415,0.47751052931845855,0.0
5957-17-5,0.0,0.0,0.8945181843272122,0.10548181567278787
2001-81-2,0.0,0.0,0.40814691161841776,0.5918530883815823
56-37-1,0.1727451938570952,0.3385200931998009,0.3921963409347155,0.09653837200838829
9004-57-3,0.0,0.0,0.4077563646993106,0.5922436353006894
7789-92-6,0.0,0.0,0.7686476109921928,0.23135238900780708
10140-99-5,0.0,0.31405094355869434,0.3920910283628036,0.29385802807850203
122-51-0,0.0,0.0,0.7027682972493401,0.29723170275065985
63869-26-1,0.645149200803615,0.12156060739389753,0.2332901918024875,0.0
2425-25-4,0.17718682755392595,0.4239389514691486,0.3988742209769254,0.0
5823-25-6,0.3176964558618464,0.35716471956148865,0.24185933677438098,0.0832794878022839
919-54-0,0.27073530389110706,0.09348366002890945,0.6357810360799836,0.0
998-30-1,0.0,0.0,0.35363715481126773,0.6463628451887323
1067-47-6,0.0,0.0,0.8979383213730381,0.10206167862696189
919-30-2,0.0,0.11306543183745135,0.5284394521791662,0.3584951159833825
76524-94-2,0.0,0.09949094714154656,0.5588391471915396,0.3416699056669139
2602-34-8,0.0,0.10677151952930312,0.5610853607698488,0.3321431197008482
14814-09-6,0.0,0.0,0.7755541074109256,0.22444589258907438
34708-08-2,0.17935884051201728,0.1071494870291544,0.5145055347389232,0.19898613771990503
15129-36-9,0.0,0.0,0.6822531784249406,0.31774682157505946
15267-95-5,0.0,0.0,0.6605412995244639,0.33945870047553595
122-52-1,0.0,0.0,0.666144270596887,0.33385572940311303
78-40-0,0.0,0.0,0.9006974300197432,0.09930256998025669
78-38-6,0.23054165242623795,0.0,0.66747894121268,0.10197940636108213
126-75-0,0.8997826519535118,0.10021734804648828,0.0,0.0
298-03-3,0.6063877758077855,0.29380693590966916,0.0998052882825454,0.0
298-04-4,0.7211956397498887,0.2788043602501114,0.0,0.0
298-02-2,0.7629573096562987,0.2370426903437012,0.0,0.0
1186-09-0,0.37647952114152755,0.5464710243519669,0.07704945450650542,0.0
2524-09-6,0.8904590003066677,0.0,0.1095409996933323,0.0
2497-07-6,0.639832191551066,0.36016780844893403,0.0,0.0
2588-03-6,0.6772839400380765,0.3227160599619236,0.0,0.0
2496-91-5,0.40086221382260906,0.5187175676171675,0.0,0.08042021856022344
4891-54-7,0.5750566848616205,0.19111179985091106,0.23383151528746848,0.0
2497-06-5,0.47857070600207313,0.3570072265552763,0.16442206744265056,0.0
2511-11-7,0.8051094110526076,0.19489058894739242,0.0,0.0
2404-78-6,0.4712351222438335,0.5287648777561664,0.0,0.0
688-62-0,0.27856123932666493,0.25771882006526386,0.46371994060807126,0.0
1486-39-1,0.36523914054643636,0.5363472084634197,0.09841365099014399,0.0
87310-56-3,0.0,0.0,1.0,0.0
55881-07-7,0.0,0.0,0.440517285970947,0.5594827140290529
2229-55-2,0.0,0.0,0.07859524457440434,0.9214047554255957
79451-10-8,0.2896705013979929,0.47579593640580226,0.14031047935275545,0.09422308284344928
66996-10-9,0.3453171266496652,0.3276377576543827,0.2282257799558583,0.0988193357400938
30129-29-4,0.0,0.0,0.8084926271615744,0.19150737283842564
30129-30-7,0.0,0.0,0.8527199041150515,0.14728009588494848
55297-95-5,0.0,0.11265013865267784,0.4455048732282342,0.441844988119088
3004-70-4,0.0,0.0,1.0,0.0
53521-41-8,0.0,0.0,0.6372516239448315,0.3627483760551685
139-88-8,0.0,0.0,0.8077907218652925,0.19220927813470753
33820-53-0,0.07094796793368004,0.07593931992004721,0.47622398073778577,0.376888731408487
5892-41-1,0.0,0.2366110472917193,0.5676516579868157,0.195737294721465
1912-25-0,0.0,0.0,1.0,0.0
2275-18-5,0.5732050903333625,0.21056302562937876,0.21623188403725865,0.0
87130-20-9,0.5640161720005631,0.21268731890030665,0.10672667597625167,0.11656983312287857
63873-23-4,0.20475538986832817,0.5890913884315424,0.09877474798505113,0.10737847371507836
78-52-4,0.8195709741838382,0.18042902581616185,0.0,0.0
63873-21-2,0.37510469018189796,0.49262960896872104,0.1322657008493809,0.0
68649-11-6,0.0,0.0,0.3112969088581944,0.6887030911418055
63990-57-8,0.0,0.0,0.6913406369331849,0.3086593630668152
26818-53-1,0.0,0.5748914621645326,0.42510853783546754,0.0
27891-14-1,0.0,0.10248498540100275,0.5410600833145126,0.3564549312844846
36756-79-3,0.0,0.0,0.7182769739393254,0.2817230260606745
19072-57-2,0.08971488398693367,0.617654291298443,0.1974022381464124,0.09522858656821101
27591-74-8,0.3065138763430951,0.6026727739278227,0.09081334972908209,0.0
66734-13-2,0.0,0.0,0.7812490895051919,0.21875091049480816
5593-20-4,0.0,0.0,0.9095769161324061,0.09042308386759401
5534-09-8,0.0,0.0,0.782559094761749,0.217440905238251
27778-88-7,0.0,0.44211836578956587,0.5578816342104341,0.0
27778-86-5,0.0,0.4400058519495112,0.5599941480504889,0.0
27778-84-3,0.0,0.37750860227158195,0.6224913977284181,0.0
27778-80-9,0.0,0.19270140640219696,0.807298593597803,0.0
27778-82-1,0.0,0.32789717170785243,0.6721028282921476,0.0
27684-92-0,0.0,0.4721784905991696,0.5278215094008304,0.0
26259-45-0,0.0,0.07006050715934332,0.9299394928406567,0.0
40618-52-8,0.3107838005035762,0.3516666475301131,0.3375495519663107,0.0
69-05-6,0.0,0.4613934913809068,0.43535636925156973,0.10325013936752356
9050-04-8,0.0,0.3566958925307625,0.5359248035676735,0.10737930390156401
60735-64-0,0.10087248082957848,0.18488350261804665,0.5810011629981596,0.13324285355421528
24151-93-7,0.6811989136492224,0.0,0.31880108635077764,0.0
2109-64-0,0.0,0.0,0.45420686103298963,0.5457931389670104
22457-23-4,0.0,0.0,0.8107873886836157,0.18921261131638428
541-85-5,0.09193430513754686,0.0,0.7655848974200293,0.142480797442424
14355-07-8,0.0475139515853431,0.3617420597817561,0.5465679023368512,0.044176086296049626
10032-15-2,0.0,0.0,0.0,1.0
14355-12-5,0.15522695993054042,0.7577690359129625,0.046533249978501834,0.04047075417799531
10024-78-9,0.0,0.626517243864657,0.2811539595439167,0.09232879659142636
32838-28-1,0.0,0.0,0.7902009782275524,0.2097990217724476
57-33-0,0.0,0.8249662341279843,0.17503376587201563,0.0
71-73-8,0.0,0.6975575770808156,0.30244242291918444,0.0
871-22-7,0.0,0.0,0.5586287729708359,0.44137122702916404
105-82-8,0.0,0.0,0.7014027601193058,0.2985972398806942
29122-60-9,0.0,0.3129420132673265,0.6870579867326734,0.0
186817-80-1,0.10266081451568819,0.0,0.47316608923160436,0.42417309625270744
7452-79-1,0.0,0.0,0.08902236284309241,0.9109776371569076
7286-69-3,0.0,0.1021781932306769,0.8978218067693231,0.0
98886-44-3,0.32331702431940335,0.3452130063567297,0.3314699693238669,0.0
125-64-4,0.0,0.0,0.9037521724537029,0.09624782754629706
82834-16-0,0.0,0.0,0.3571460572261484,0.6428539427738515
730-07-4,0.0,0.0,0.865816776807734,0.13418322319226608
33499-11-5,0.0,0.21452184665697793,0.6351548089062756,0.15032334443674653
110429-62-4,0.0,0.088553326392054,0.44964622688090133,0.46180044672704484
67050-64-0,0.0,0.6814833660636616,0.3185166339363385,0.0
54-05-7,0.0,0.4558229880585338,0.5441770119414663,0.0
1094-08-2,0.0,0.6811526131322527,0.31884738686774716,0.0
30238-41-6,0.0,0.40111742317117904,0.4742765531632787,0.12460602366554217
64241-34-5,0.11390789118955451,0.10496997126116417,0.34356137330070136,0.43756076424858
33499-13-7,0.0739864277689368,0.2872512794097133,0.4791586672739686,0.15960362554738136
63867-07-2,0.0,0.0,0.9362507186788461,0.06374928132115382
15299-99-7,0.0,0.10970160425682397,0.7558544382375857,0.13444395750559024
4630-95-9,0.0,0.4553004568854766,0.5446995431145234,0.0
