CASRN,LD50_knn_ecfp6bits
78-48-8,-0.4382987884427827
60-01-5,1.3840362684429026
74125-01-2,-0.9443387898518834
1496-94-2,0.4675974260690034
21270-07-5,-0.019418884205692218
7346-61-4,1.097812520982565
63907-12-0,1.2897018551990134
1114-71-2,0.7017475317662093
64058-98-6,0.31566738048389453
64059-01-4,0.25364848702341103
13194-48-4,-0.7667556302300467
2511-15-1,-0.5980625645317602
90220-15-8,-1.2869661015719402
759-94-4,0.7936431979688001
23184-66-9,0.8013389158981297
51218-49-6,0.7534227749669207
109965-82-4,0.3297815667610009
92953-10-1,0.7853746659294359
17088-72-1,0.8366938449714159
35850-79-4,0.8575603503251976
3309-68-0,-1.4073561803082721
18109-81-4,0.628709926089678
139-45-7,1.2400304801827795
38727-55-8,0.8066873154452631
51356-13-9,-0.7656411636088317
33210-44-5,0.21377433916544317
33210-40-1,-0.022158136953199258
33210-43-4,0.2619126557848756
1912-26-1,0.6364580217386
7779-27-3,0.9696955582340743
78816-48-5,0.3313617805716069
2941-55-1,0.7495479994905616
4740-11-8,0.637829174858923
125-99-5,0.4579698720960165
5957-17-5,1.4936592361363246
2001-81-2,0.9041007598974631
56-37-1,0.6162456986585098
7789-92-6,1.3483583814053817
10140-99-5,1.3073295611478186
122-51-0,1.3318956423281243
63869-26-1,0.07609022688788548
2425-25-4,-0.6877175013217113
5823-25-6,0.22311236608410148
919-54-0,-0.8693824996558064
1067-47-6,1.123198565365139
919-30-2,1.0395655681282265
14814-09-6,1.0486785542975845
34708-08-2,0.8331893708171113
15129-36-9,0.679611900006374
15267-95-5,1.0671208057660422
122-52-1,1.106100636913423
78-40-0,-0.08678837839190709
78-38-6,-0.13441493017962824
126-75-0,-1.3449387655606266
298-03-3,-0.9183872673632849
298-04-4,-1.4099815566455602
298-02-2,-1.434637723276438
1186-09-0,-1.1441977278109223
2524-09-6,-1.1790110825116369
2497-07-6,-1.1713681663754874
2588-03-6,-1.27427673833458
2496-91-5,-1.237941468370223
4891-54-7,-0.6420240413321491
2497-06-5,-1.1572096013646345
2511-11-7,-0.6050269644283686
2404-78-6,-0.5679031865586651
688-62-0,-0.011297925709405911
87310-56-3,0.7676779826816061
79451-10-8,-0.47747359898789127
66996-10-9,-0.724653186062261
55297-95-5,0.2729143571089994
3004-70-4,0.6877110063728477
53521-41-8,0.923759453754284
139-88-8,1.1541050535833737
1912-25-0,0.6689898256666237
2275-18-5,-1.2093758815872153
63873-23-4,-0.31012667431259827
78-52-4,-1.2095555229766557
63873-21-2,-0.6235374670828258
26818-53-1,1.2319534931435439
27891-14-1,0.623033443866454
36756-79-3,0.7815809918536184
19072-57-2,0.7159996928258789
27591-74-8,0.0010959158581785944
66734-13-2,0.051277532951587886
27778-88-7,0.2779516845846769
27778-86-5,0.29011256848554046
27778-84-3,0.23760558850338453
27778-80-9,0.2737441869355592
27778-82-1,0.3648301859242543
27684-92-0,0.26920536711590975
26259-45-0,0.710995569808117
40618-52-8,0.19679870880132602
69-05-6,0.40904353582376557
9050-04-8,0.1055407844331419
60735-64-0,0.7505463313976696
24151-93-7,-0.41585030674569456
2109-64-0,1.1179134488553024
22457-23-4,0.9817470289550279
541-85-5,1.418141860679734
14355-07-8,-0.22929415493212107
14355-12-5,-0.3755443235049458
10024-78-9,1.1658985328095475
32838-28-1,1.2508816114130588
57-33-0,0.09041708834134071
71-73-8,0.11113744862083395
871-22-7,0.9642938791394003
29122-60-9,0.41987379219206306
7286-69-3,0.47205065386648737
98886-44-3,-0.9049939398617346
125-64-4,0.1516063260887801
730-07-4,0.7554351295808058
33499-11-5,0.7923670763107152
110429-62-4,0.655548385353736
67050-64-0,0.0743623364241934
54-05-7,0.3567393117785495
1094-08-2,0.1484192553491361
30238-41-6,0.8556895521305522
64241-34-5,0.9394221993098169
33499-13-7,0.8168085512862233
63867-07-2,0.8875869726359455
4630-95-9,0.815910675897066
66968-39-6,-0.06953203202237684
105-57-7,1.298460379039277
87820-88-0,0.8180179527786149
103890-78-4,0.7634249509833198
52-60-8,-0.7829206166086681
50765-89-4,-0.23437652021836033
15763-48-1,0.8291101189397921
22609-73-0,0.351179059417021
88045-99-2,0.756738508504071
17702-79-3,-0.5640179251100546
137-58-6,0.33703012536390914
333-40-4,-0.7591424819985833
31775-20-9,0.6714114526440285
105779-78-0,0.5956401218032314
23191-75-5,0.7940084221427689
88045-98-1,0.8936126839797334
57470-78-7,0.6060544533112082
68227-46-3,1.2065203684608998
5221-49-8,-0.6386114376165857
21409-78-9,-0.9366957539082981
40374-14-9,-0.856052493041626
29232-93-7,-0.23214635997355104
13171-21-6,-0.26895874465595215
73521-00-3,-0.3821426689501445
73512-92-2,-0.3115284733411165
73520-99-7,-0.38651372481472185
128606-48-4,-0.699074250530806
57846-34-1,-0.4326294841674226
74639-40-0,0.7176333957097435
1716-09-2,-0.5229746192366217
14143-09-0,-1.0523577953958436
10097-26-4,1.3631529874554182
105-16-8,1.0610346957008348
1918-08-7,0.47882999342418825
14663-66-2,-0.24288086529619168
14663-67-3,-0.37312884487852527
10137-90-3,1.3049426835419582
78193-97-2,0.771266848695094
58458-55-2,1.0468846813893675
103-09-3,1.2887211732599024
23947-60-6,0.5921646758826128
6946-94-7,0.8150163048353706
274671-61-3,0.5313402587306859
2728-05-4,0.7529871589748438
134-62-3,0.9002430981817207
52406-01-6,0.7468592449001358
953-32-2,-0.8770372393815011
60090-47-3,0.7742930691747532
15386-51-3,0.2476843288937169
2728-04-3,1.0027489237539557
299-45-6,-0.7708876388756631
2425-15-2,-0.7175562191588749
51356-23-1,-0.8567395594077238
51356-21-9,-0.6909034548914443
3099-88-5,-0.9928428642199051
1942-78-5,-0.6826130524003503
108-35-0,-0.7602459900157053
15421-84-8,0.19195404958131412
51356-11-7,-1.1488235407466878
51356-09-3,-0.8411868807102661
22439-40-3,-0.8735516823140662
5633-16-9,0.43307684662068074
26662-09-9,-0.9266957232385327
63979-26-0,0.6038224350973648
2544-52-7,-1.4575080054324538
120-95-6,0.6657822563368588
51959-14-9,0.47175457941638815
79-74-3,0.7629800473002599
10508-09-5,0.9289655059036981
329-21-5,-0.7921117840297247
7795-74-6,-0.8667122191580051
69784-43-6,-0.4003177292899913
55285-14-8,-1.0376860932533762
3489-84-7,0.38322395874062504
3734-95-0,-1.208909788036518
129927-33-9,0.5190151263982892
72590-77-3,0.7672449339922145
13472-08-7,0.5416778511533898
78-66-0,1.0457216885396008
1338-23-4,1.1854303964531823
154619-86-0,-0.939730667187914
154619-76-8,-0.8911332915531203
4268-36-4,0.7834344663200471
5340-36-3,1.273431604895467
33236-05-4,0.21169143980102642
33210-49-0,0.09878062636143593
17091-21-3,1.062883148229454
82560-06-3,0.8042805972904455
77-74-7,1.296383088806369
55937-99-0,0.6067837760472652
1081-95-4,-1.2169306058733
103446-98-6,0.46776701300434553
30087-47-9,-0.243338508480634
40373-31-7,-0.3671816620815458
2631-26-7,-0.2707345843894805
3772-48-3,-1.184659421513713
1474-80-2,-0.3998089830048555
28616-48-0,-0.15821110002806002
55769-64-7,0.6995201253077518
89591-51-5,0.27486989074905527
63580-68-7,-1.2520206198269426
60244-63-5,-0.7677666583422906
60244-60-2,-0.872050287505808
63039-90-7,0.1004199759060789
18886-42-5,0.20816372660683582
37686-84-3,-0.03288438308619861
63717-17-9,-0.7726702097403219
57647-36-6,0.5223035592853472
104907-82-6,0.7218528294654848
76597-98-3,1.009680861195111
513-10-0,-1.0720232503933889
107-64-2,0.3261678354818714
68391-05-9,0.36104742070432566
7173-51-5,0.3261678354818714
37335-68-5,0.37956233984452653
124-03-8,0.3350890113220368
6458-13-5,0.618307360666126
70206-24-5,0.7807311854838479
53-46-3,0.644715455920788
50-10-2,0.39519494152934725
24789-78-4,0.5024298235344883
3700-98-9,0.6281614543019679
3700-97-8,0.27814342568237177
63917-07-7,-0.7234353791460085
38260-54-7,-0.2959931156785102
2830-87-7,0.03355536047704913
21410-51-5,-0.5437060282510859
1634-78-2,-0.02087762605818059
121-75-5,0.06867233494585157
18300-07-7,-1.2075545138256396
3344-12-5,-0.009215196007210536
51012-33-0,0.15725647690845523
4104-03-4,-1.0449637994462873
15972-60-8,0.8223398488515967
117666-91-8,0.8817261977688562
117683-18-8,0.8039880495590034
90220-16-9,-1.2111608505917026
673-04-1,0.8424266520045213
64-96-0,0.30754369160099637
109410-00-6,0.3250091389689775
364-62-5,0.5995949317954928
4093-35-0,0.5820537592409882
19351-21-4,0.76414910212446
304-84-7,0.9439699242921082
19351-20-3,0.7639365330583818
55619-22-2,0.5233587928261751
919-53-9,-0.8838821730996974
90245-33-3,-1.010180903355667
22082-34-4,-0.8812582697676824
78-62-6,1.245753865457587
1067-99-8,1.1271720221910884
999-34-8,-0.00290736309268126
90220-14-7,-0.8683144214414316
996-04-3,-0.7655146414773292
996-05-4,-0.8813882224787696
63906-39-8,0.07348474980009158
32744-43-7,-0.0810513219103197
7292-16-2,-0.4850899091217191
1014-70-6,0.6979904725113869
21923-23-9,-0.6792395831139715
2404-05-9,-0.8477123664065755
51528-03-1,0.3961739905679442
3254-62-4,-1.1433807791950075
115-90-2,-0.8731750510304523
6587-45-7,-0.9941584873892653
6132-17-8,-0.6551269693592141
101526-62-9,0.56955815173652
109-66-0,1.154850541055135
110-54-3,1.064143674792256
84-76-4,2.0313946153039577
50602-85-2,0.48518912266836545
119-07-3,1.3799174190672892
123-79-5,1.334929071440465
1639-66-3,1.0515531855941762
2915-53-9,1.3553119585581515
117-84-0,2.0313946153039577
70729-68-9,1.1730429868853445
110-32-7,1.2004146335098296
10058-20-5,1.1239761697824229
3006-15-3,1.0518949657376635
84-75-3,1.5057614050932557
2050-92-2,0.8563820569927086
13256-06-9,0.8137370905934777
3913-02-8,1.4283425297803385
17810-51-4,0.022828530784938805
21270-08-6,0.2198468909462732
123-95-5,1.3226571520974164
111-92-2,0.7796125331408162
109-46-6,0.652535772135144
102-83-0,0.6665507212598119
36167-63-2,0.6483667657987755
102-81-8,1.2783396966117597
102207-73-8,0.5293289975165687
119-48-2,0.6776082706960607
51861-34-8,0.8232463165087187
924-16-3,0.7259407935445477
127-59-3,0.5916760227591553
142-96-1,1.2217136122280277
112-48-1,1.3265636513205117
112-98-1,1.2706258420883942
141-17-3,1.3321918644123671
16672-39-2,1.384817450523772
141-03-7,1.6179050095972758
85-70-1,1.3808060869377374
4056-77-3,1.592769162279045
84-74-2,1.34630124315578
7483-25-2,1.3778400350434143
4092-75-5,1.3893491432389744
1809-19-4,1.2246876508098363
130525-77-8,0.8343844804518513
2528-36-1,0.08592498009903903
544-40-1,0.521734046366528
51-03-6,1.1995001587551193
2430-27-5,0.9922662999191784
123-19-3,1.3050518009025946
74550-96-2,0.7645928698212993
106-31-0,1.4212554648205236
132-82-1,1.3628417278423086
105-66-8,1.3850692465718641
142-84-7,0.9628302415875567
99247-33-3,0.5265413845021264
52888-80-9,0.8480898170890164
91893-38-8,-0.27598440641403726
57-66-9,0.7456891803347186
925-15-5,1.6211813924366105
136-45-8,1.332343544513417
16066-38-9,1.1963140141168158
104-75-6,1.1834920940003322
10137-80-1,0.684109386857757
113-48-4,1.3775190757728755
104-76-7,1.3245186297672802
5397-31-9,1.3301795397670848
10213-75-9,1.3381697144447555
4126-58-3,1.3790030211999749
1559-35-9,1.2826729143230966
2461-15-6,1.4143096167518288
103-44-6,1.2665201859392892
21270-19-9,-0.14784126112543786
17751-71-2,-0.1708110052262856
17751-73-4,-0.17552355574496223
17751-72-3,-0.15658986748155362
17810-52-5,-0.14769278775868563
17751-68-7,-0.14225721687609288
21270-00-8,0.12256723149494315
21270-16-6,-0.16248761265156733
21270-12-2,-0.1607092431439787
21270-02-0,0.12179141879559248
21270-03-1,0.2636833325451618
1928-43-4,0.5911129391862134
1928-47-8,0.6661928616036432
7659-86-1,1.4121524321863554
103-11-7,1.2610582587138386
5444-75-7,1.3363688048041444
4376-20-9,1.567131256632313
18750-05-5,1.2762659265335714
4248-21-9,1.475951806404456
24468-13-1,1.2711982550157015
68037-57-0,1.2869280468995976
1070-03-7,1.3493438548166359
126-92-1,1.3347789144493316
123-04-6,1.2520140086158609
63834-30-0,1.2627618693987173
149-57-5,1.3157747999899039
94-04-2,1.3464109271553522
589-82-2,1.3704657495005892
10138-47-3,1.1890113129513902
10138-87-1,1.2032313584433276
94-96-2,1.4762852514438882
10140-93-9,0.48611733874022095
7492-37-7,0.7962105988936539
106-35-4,1.2325489327468448
645-62-5,1.4927493307142838
5309-52-4,1.3292352466242816
6187-24-2,1.0832173077888358
1471-51-8,0.9763150070754005
126-93-2,1.028892461858732
13360-63-9,0.8619382601154437
1861-40-1,0.399191048632496
91893-68-4,-0.285203980099804
68439-49-6,1.1351830919274173
15523-43-0,1.0348485671391576
628-81-9,1.3667708776549246
4413-13-2,1.3778305993095492
33236-04-3,0.39504829407764347
106-32-1,1.407778271602933
79714-31-1,0.8253800980623575
3570-46-5,0.5496280434951717
64058-22-6,0.12277956465356314
105-54-4,1.343921681064301
101205-02-1,0.7874397558253405
40626-35-5,-0.3019777864018373
89784-60-1,-0.8327050309915346
38527-91-2,-0.12894179182246496
38524-82-2,-0.7631541037199195
34643-46-4,-0.2835650352681521
24017-17-2,-0.7996445919634962
18596-67-3,-0.1272888117048442
617-79-8,1.09947602452459
97-95-0,1.367738196359739
10232-91-4,1.1898398331242808
10213-74-8,1.2065863106223258
4468-93-3,1.3071228353706463
63907-07-3,1.1422965733312458
3953-10-4,0.6525258199435987
97-96-1,1.4885094067207503
19962-50-6,0.7955778597656925
88-09-5,1.0859291725208489
4189-10-0,1.0372377252200125
584-02-1,1.4591868978397273
101952-86-7,-0.15664945301570393
96-22-0,1.2274875113938806
72-56-0,0.6381032287811852
579-66-8,0.6691601773486641
38725-95-0,0.7465491692519477
522-40-7,0.10778077007298618
123-62-6,1.0588591300114516
5837-63-8,1.4806501452761283
41340-25-4,0.6361485784624202
136572-09-3,0.33862310036723026
105-37-3,1.2335679456427433
512-48-1,1.0161364611385784
702-54-5,0.06347495507562607
1085-91-2,0.10873616967304432
77-04-3,0.18367661559085027
80733-97-7,0.6405006742669764
23192-94-1,0.5893034359283468
99233-24-6,0.7102703223953167
33236-13-4,0.5034441654945224
109-89-7,0.790381342449249
105-55-5,0.35288655411124237
122-34-9,0.608959162077388
104-78-9,0.6361610024285168
17074-44-1,-0.11314253264560409
27312-93-2,-0.002341057127513968
6009-67-2,0.4646667015844982
100-36-7,0.5845094679572759
3105-97-3,0.27584395067201245
17074-42-9,-0.17727632150019368
51-06-9,0.4644422506248278
23205-22-3,0.35331778469389363
34341-24-7,0.3595972829003042
100-37-8,0.7643069026974891
63883-13-6,0.07739250007280726
53421-38-8,0.4540294294726829
911-45-5,0.3943061364509487
2192-21-4,0.6528986045057552
2426-54-2,0.7066838669435301
31329-57-4,0.3749417112825056
34580-71-7,0.445181284680815
1641-74-3,0.9637072998941726
2597-09-3,0.44598450305870213
57-37-4,0.6473891727244777
13352-70-0,0.26586114143353695
3735-90-8,0.7874725681398339
3010-02-4,0.46636305015661944
102394-31-0,0.4685897225577482
67367-65-1,0.5394710033905555
2431-96-1,1.1339328932770951
2315-36-8,0.4597689357003813
120-21-8,0.7419249475562724
2198-58-5,0.3676123108668321
5123-63-7,0.8552766895344635
17754-90-4,0.49233191337816984
25953-06-4,0.49289256993272346
1696-17-9,0.7612208788414365
19311-91-2,0.8527648984367482
63886-92-0,0.7911691053246904
63887-51-4,0.7692758781242361
32773-96-9,0.6211540284800592
101152-94-7,0.46032181396386407
14052-72-3,0.35171054220426046
28249-77-6,0.6949198359687687
95-06-7,0.3534362211712516
95-30-7,0.5871600237471741
1331-27-7,1.2768513036330291
13056-98-9,0.6546204048770392
21600-43-1,0.3787732754441885
55-18-5,0.45518189674995596
6794-94-1,0.9145053256422133
1709-50-8,0.8504874615959189
36014-71-8,-1.7020648777784182
1050-48-2,0.3607715036652861
60-29-7,1.4793414379498893
629-14-1,1.4239718847267921
112-36-7,1.494113270259994
763-69-9,1.3582674731524649
110-40-7,1.422583637898032
123-25-1,1.2988834929100455
27292-19-9,1.0736052801128066
22125-35-5,0.840937413048225
59894-95-0,0.1989995967067807
73090-70-7,0.6308310679983551
98318-25-3,0.8718958540808275
84-66-2,1.276706797517143
1609-47-8,1.352399042326756
502-55-6,0.7926696259437287
1851-77-0,0.6092641169179276
1851-71-4,0.5423059229363291
6485-91-2,1.045134217421028
762-04-9,1.0767077442776596
999-01-9,0.7335505079010703
10419-79-1,0.08760538310857195
75889-62-2,0.2974406279757493
679-36-7,-0.22950885099693327
21548-32-3,-0.38800859939477034
333-29-9,-0.5846206340002758
1516-67-2,-0.40804324776436857
5131-24-8,-0.756911854658831
64050-52-8,-0.44100098260668263
311-47-7,-0.083550752822162
38331-02-1,-0.4330366001610857
14984-58-8,-0.5493851510179909
311-45-5,-1.0226863906438586
897-83-6,-0.5398593718311331
2701-86-2,-0.21513425695557678
33399-00-7,-0.30212977402103863
2667-41-6,-0.6633690097639022
60971-95-1,-0.2922902578340816
5598-15-2,-0.4966896833092396
1491-41-4,-0.22948197674161838
16499-75-5,-1.198483921991575
3734-92-7,-1.0320600839131624
51376-77-3,-1.2462127198659079
14734-96-4,-0.5066183533559043
1885-95-6,-0.4965302684936057
1885-98-9,-0.5923269888424136
5954-10-9,-0.8533547280652403
54593-83-8,-0.4959981424080659
33841-12-2,-0.8139049090962036
3735-01-1,-0.7465258096026027
84197-34-2,-0.8923557830522773
84197-35-3,-0.833395563835499
39624-86-7,-0.866834650933778
29689-00-7,-0.7091044606526883
6012-87-9,-0.5847135325371321
97-17-6,-0.41962048843130345
1224-63-1,-0.1658264725088476
4824-78-6,-0.6085506919613797
7533-79-1,-0.5870608944825456
4935-28-8,-0.7722528190944896
297-97-2,-0.8637419098941388
13593-03-8,-0.7761000687306497
18854-01-8,-0.8151816001382667
2921-88-2,-0.39200971517095945
24017-47-8,-0.6438067517124295
14816-18-3,-0.27856047616217605
2668-92-0,-0.37993566292351916
16500-53-1,-1.2282823123666988
13286-40-3,-0.7166433910905624
2047-14-5,-0.8427803394024385
35461-10-0,-0.9913835101702463
16231-76-8,-0.6136272201320493
30725-71-4,-0.8447779348063336
2310-17-0,-0.6040729056330393
6119-96-6,-1.0056802743175202
51356-06-0,-0.8962934330810409
51356-15-1,-0.6173920790429692
51442-10-5,-0.5208458164596567
25923-97-1,-1.099436009752098
3152-41-8,-1.1539569013662856
2275-14-1,-0.8879449455084683
24934-91-6,-1.0274889365805804
6436-05-1,-0.6302376340369248
41219-31-2,-0.3782775097741738
3659-04-9,-1.3028987221177841
10312-20-6,-0.608303398286229
38188-83-9,-0.8686844256455694
5823-20-1,-0.7166085724860989
973-28-4,-0.7728687071092636
4681-36-1,-0.37700827593071823
63716-53-0,-1.1344384377730843
64-67-5,0.8072310586428395
7305-61-5,-0.2941916495899614
7776-66-1,-0.0655126237529533
944-21-8,-0.9468393530211966
62421-46-9,-0.7466545184477111
1497-39-8,-1.1442651960792096
3563-52-8,-0.5578355860225714
1593-27-7,-0.35642689345131595
7260-35-7,-0.5385014846268873
327-98-0,-0.7741340612364846
24017-24-1,-0.7114473328156353
18596-51-5,-0.20398023233795737
63869-31-8,-0.7568919230653849
597-88-6,-0.8285136270383429
352-93-2,0.2655600242540571
18771-38-5,0.4763965643972602
34491-12-8,-0.9557087366275012
110-81-6,0.8348224419929601
70-29-1,0.6014109963655595
59865-13-3,-0.419247686413225
17013-35-3,0.022282719528045655
94-86-0,0.9383640167841062
1264-72-8,0.03196325622819005
108050-54-0,0.33021889778589264
80214-83-1,-0.11775161889364358
81103-11-9,-0.13301235806058676
6683-17-6,-0.5897691863236593
4147-51-7,0.7588837499786688
7087-68-5,1.084688826313065
5827-05-4,-0.793416852055992
642-15-9,0.8607410314184878
1331-50-6,1.1726167086188621
131929-60-7,0.2691002234650068
75443-99-1,-0.24909336313549382
2964-06-9,0.01782511854596064
973-21-7,-0.2284074157038471
54767-75-8,0.8411292572864956
121158-58-5,1.0438769798377134
34264-24-9,-0.05832522813078546
31218-83-4,-0.6689625496544161
34381-68-5,0.6562334032166213
33857-23-7,-0.5794226894521827
78193-95-0,0.7558019234654871
108419-32-5,1.538745500310297
26748-41-4,1.2238871158941427
82560-54-1,-1.0452217602270828
33236-08-7,0.20907467792173465
26685-57-4,0.3280411650650812
78-44-4,0.642860223671491
115767-74-3,0.640053105436252
51893-82-4,-0.9565697230072667
1610-17-9,0.6828332649367792
3853-74-5,-0.2645335471504091
834-12-8,0.7705328367447631
55837-18-8,0.7487139958130274
57-43-2,0.10407151688511085
64-43-7,0.06765186270537094
37205-87-1,0.9692326689354839
16537-52-3,-0.6846543452303646
24838-84-4,-0.5911473563548806
21270-25-7,-0.14439610229976707
21270-04-2,-0.15339518718404482
97683-31-3,0.8934537079574393
1912-24-9,0.6940603090671336
3733-84-4,-0.5114544117587859
51162-51-7,-0.49593338244504065
328-04-1,-0.30412423085175794
29911-28-2,1.3636354182678128
91315-15-0,0.7893312226512101
10031-58-0,0.8189660646169402
477-32-7,0.522675275917788
1020-35-5,-0.43692376760606566
5633-25-0,0.562878167543634
43033-72-3,0.5437849901915885
51218-45-2,0.7195100027802906
2307-68-8,0.7751391337949719
37172-05-7,1.3116980578738076
7319-47-3,0.3739826159939359
314-40-9,0.5590947160922766
105-46-4,1.2974026407592334
50602-40-9,1.1560235005380417
5787-73-5,0.8600899251383883
2282-34-0,-0.2662638202400031
2917-19-3,-0.19654714962702785
3766-81-2,-0.08859920800489611
1225-25-8,0.6620393563519633
27778-78-5,0.2763658234258405
27684-90-8,0.24117327271793598
35384-89-5,0.43019506300628035
24729-96-2,-0.09556231019256316
561-78-4,0.0715793902388179
30238-40-5,0.8683085860118539
89396-94-1,0.7547892593814031
64050-87-9,1.2172657326147447
3614-30-0,0.7827561906075602
2753-45-9,0.764164768004142
79985-89-0,0.2017759692718959
82586-52-5,0.8449974507221145
22791-12-4,-0.7881968954056777
70667-26-4,0.7643863691091277
7789-99-3,0.8676491610323133
106463-17-6,0.5685828990278073
57558-46-0,0.45888634577348475
33054-87-4,0.3987310893291549
5389-12-8,-0.2300680617115059
105-30-6,1.2828743578091142
42615-29-2,0.9833052447964398
97-61-0,0.9926322248664685
76-73-3,0.0055617832581457945
