CASRN,EPA_xgboost_ecfp6counts-1,EPA_xgboost_ecfp6counts-2,EPA_xgboost_ecfp6counts-3,EPA_xgboost_ecfp6counts-4
61262-53-1,0.0016312422,0.12652898,0.357725,0.5141148
84852-53-9,0.0044094687,0.008733955,0.16389091,0.8229657
13654-09-6,0.0012604378,0.00027831685,0.0023427198,0.99611855
3674-13-3,0.00022989705,0.4863743,0.45981532,0.053580493
78-75-1,0.0018297135,0.137999,0.8483068,0.011864473
89427-38-3,0.98113054,0.015456545,0.0010573324,0.0023555732
10474-14-3,0.08121703,0.46948612,0.42492068,0.024376173
300-76-5,0.044890776,0.3115338,0.6402775,0.0032978957
2872-96-0,0.0027987268,0.5715807,0.27592045,0.14970009
106-93-4,0.0073847636,0.6872331,0.2732505,0.032131713
1947-58-6,0.005600289,0.26525652,0.45649242,0.27265072
96-13-9,0.009754733,0.21038446,0.7660175,0.0138433045
96-12-8,0.028272048,0.13499366,0.81944567,0.017288586
18791-02-1,0.009066301,0.886846,0.09916585,0.00492185
75-81-0,0.022259794,0.18475097,0.7564744,0.036514826
590-12-5,0.034467626,0.31293204,0.625762,0.026838312
2302-30-9,0.33066437,0.032793134,0.61536556,0.02117693
14689-59-9,0.9989858,0.0007868677,6.426666e-05,0.00016301844
79-27-6,0.0018616068,0.69080997,0.22058673,0.08674176
63867-08-3,0.006817472,0.09697209,0.7987592,0.09745116
64047-47-8,3.02057e-05,0.0017601516,0.9963193,0.001890295
63938-47-6,0.0021677313,0.78771996,0.20567882,0.0044335076
613-53-6,0.004509015,0.86643547,0.12074045,0.008315055
115-17-3,0.020502876,0.38421145,0.49853814,0.09674759
75-25-2,0.0024084179,0.313473,0.6679302,0.01618845
42136-31-2,0.8172442,0.12257023,0.05468028,0.0055053146
64050-72-2,0.068785325,0.6252393,0.2816251,0.024350297
42136-30-1,0.00051333115,0.96685356,0.03230648,0.00032661084
26637-71-8,0.0061278604,0.014918597,0.95066524,0.028288323
69094-18-4,0.27947983,0.24106826,0.45315236,0.026299588
74-95-3,0.032003887,0.67995065,0.18626405,0.10178146
3252-43-5,0.014587223,0.87081575,0.11351194,0.0010851556
598-91-4,0.088650346,0.8053479,0.09542493,0.0105767585
124-48-1,0.001601067,0.2467742,0.7137024,0.03792236
25497-30-7,0.027219333,0.3251613,0.51858485,0.12903446
83447-96-5,0.0018044077,0.12750101,0.8148184,0.05587625
473-49-4,0.15289538,0.14205605,0.6650599,0.03998865
117900-35-3,0.0222914,0.28559622,0.44175738,0.250355
4460-32-6,0.30808154,0.20227969,0.48571298,0.00392578
2260-08-4,0.0025306686,0.016863765,0.96295035,0.017655242
386-17-4,0.00037414607,0.0037493943,0.80006,0.19581652
67-30-1,0.007179269,0.0600981,0.6910376,0.24168505
16423-68-0,0.0068442225,0.04160254,0.72303087,0.22852238
10397-75-8,0.001211906,0.0041723405,0.17441294,0.8202028
59017-64-0,0.0005860193,0.002841219,0.020696394,0.9758764
79770-24-4,0.014503264,0.060809307,0.28582817,0.6388593
7246-21-1,4.9272137e-05,0.0122958645,0.9728152,0.014839673
96-84-4,0.011596008,0.014164765,0.6945778,0.27966145
59939-17-2,0.00036476555,0.0028966733,0.5989285,0.39781007
16034-77-8,0.0005108621,0.027562113,0.851603,0.120324075
22730-89-8,0.00025175305,0.013304233,0.36881924,0.61762476
31112-62-6,0.0007294148,0.010434639,0.032622825,0.9562131
440-58-4,0.0027479127,0.0112936525,0.14618944,0.839769
66108-95-0,9.149624e-06,0.00052264583,0.0036324856,0.99583566
3115-05-7,0.0015565701,0.005284982,0.9850482,0.008110276
111453-32-8,3.144849e-05,0.0036626325,0.017410673,0.9788953
19403-92-0,0.012846793,0.19923596,0.7436409,0.04427636
37441-29-5,0.00023555373,0.08800019,0.9089135,0.0028508052
19774-82-4,0.0006078769,0.121396564,0.86980164,0.008193941
3861-47-0,0.012485292,0.36338544,0.5292644,0.094864905
57808-65-8,0.016968833,0.12566115,0.49588817,0.36148185
577-91-3,0.035190623,0.11911402,0.7032167,0.14247869
14689-57-7,0.95400274,0.04061241,0.0048773764,0.0005074385
17601-49-9,0.0021319003,0.3296346,0.51091915,0.15731438
1746-25-4,0.30662477,0.13177681,0.36900896,0.19258949
29717-26-8,0.0004707309,0.033409122,0.25546536,0.7106548
75-47-8,0.0038288278,0.2583006,0.13376597,0.6041046
68439-50-9,4.60154e-06,0.0005329281,0.96719646,0.032266058
9004-95-9,6.242508e-06,8.929346e-05,0.9965436,0.0033608591
65-29-2,0.0016254488,0.0035308073,0.9910595,0.0037842048
63869-27-2,0.9860692,0.00065040664,0.01302003,0.000260336
3247-33-4,0.9969901,0.00051690097,0.0020749997,0.00041803945
70682-61-0,0.0001690097,0.00046138788,0.55005014,0.44931948
3319-31-1,0.0001884143,0.002187451,0.793106,0.20451808
301-13-3,1.2039767e-05,0.00021225629,0.18628828,0.8134874
78-42-2,0.00012744147,0.0009954163,0.8181901,0.18068701
56706-10-6,0.007851835,0.13704951,0.65656656,0.1985321
160194-28-5,0.011997258,0.22122777,0.7096169,0.05715803
15458-87-4,0.002324084,0.15732373,0.77575386,0.06459836
105084-66-0,0.7136493,0.030597195,0.2551551,0.0005984296
13080-06-3,0.00039130522,0.027879799,0.26289192,0.708837
15180-47-9,0.00047494817,0.006534949,0.9565025,0.036487684
35077-00-0,3.606955e-05,0.0016941982,0.31164935,0.68662035
63869-22-7,0.47537467,0.46450946,0.05744941,0.0026664792
139-60-6,0.010997811,0.85708404,0.114151545,0.017766641
34206-40-1,0.0062644216,0.0007651833,0.966736,0.026234435
752-56-7,0.0011881684,0.00021510242,0.25906146,0.7395353
74758-25-1,6.378923e-05,0.12890495,0.87056774,0.00046354352
23505-41-1,0.14133543,0.7520735,0.10013059,0.0064604455
154702-15-5,3.605074e-05,0.0001735708,0.9294396,0.07035077
3857-80-5,0.00096870953,0.1571776,0.8282135,0.013640134
3687-16-9,0.0003604928,0.01541983,0.98111665,0.003103027
141-94-6,2.7225751e-05,0.102865174,0.51422185,0.38288575
68289-21-4,0.0033141316,0.012606148,0.90576154,0.078318186
67762-53-2,3.2993141e-06,3.0011031e-05,0.99685943,0.0031073005
4559-86-8,0.00024155194,0.07169954,0.26090896,0.66714996
10254-57-6,0.02742273,0.64637583,0.26706636,0.059135087
53306-54-0,0.0008463717,0.0006803905,0.0646436,0.9338296
1941-30-6,0.00025979377,0.009744591,0.97618175,0.013813904
682-01-9,3.1040003e-05,0.00056950434,0.59584963,0.40354985
486455-65-6,0.09869115,0.046095826,0.8394338,0.015779244
126-57-8,0.00013386035,0.00010446112,0.9378922,0.061869487
11138-60-6,0.00012332395,0.00068383303,0.938116,0.06107679
78-16-0,0.00054848735,0.00053912966,0.94896877,0.049943548
106-20-7,0.00024097446,0.029305225,0.7908739,0.1795799
295800-70-3,8.8085435e-05,0.0028879237,0.8635948,0.13342924
10143-60-9,2.2524935e-05,0.033134088,0.5512632,0.4155802
22174-70-5,3.655066e-06,0.0012872749,0.12335177,0.87535733
19074-24-9,3.651345e-05,0.0004925909,0.9833956,0.016075298
122-62-3,0.00036207525,0.0012039223,0.27826032,0.72017366
103-24-2,0.00027091417,0.00242851,0.64104784,0.35625273
103-23-1,0.00012534428,0.0003547205,0.29831067,0.7012093
2915-57-3,0.00010950483,0.0002971611,0.31264398,0.6869494
84731-70-4,0.00013160285,0.00087206485,0.9085955,0.09040085
117-81-7,0.00019431645,0.0011073708,0.16721703,0.8314812
14858-73-2,2.1942988e-05,0.00018802109,0.22426128,0.7755287
3658-48-8,3.0899953e-06,0.0006205673,0.49930084,0.50007546
298-07-7,2.4367393e-05,0.00040273747,0.69638646,0.30318642
63449-80-9,0.00026169617,0.00466203,0.19770719,0.79736906
7425-14-1,0.00030546688,0.00012401181,0.9907577,0.008812738
18268-70-7,8.824141e-05,2.169443e-05,0.0523695,0.94752055
94-28-0,0.00013343884,2.9545903e-05,0.026899347,0.97293764
3282-85-7,6.0134582e-05,0.00012478775,0.99784994,0.0019652043
7790-07-0,0.0007591912,0.00066271663,0.8012203,0.19735777
25724-60-1,5.9699167e-05,0.0003201382,0.9192351,0.080385014
10022-60-3,0.0009980964,0.0003187769,0.19662535,0.80205774
468-61-1,0.00036645154,0.011705913,0.9730023,0.014925337
4551-59-1,0.00024399404,0.08913744,0.8891939,0.021424633
57647-13-9,4.155505e-05,0.0037188744,0.993228,0.0030115573
27591-69-1,0.009942437,0.048054762,0.11876972,0.823233
589-32-2,0.0037198912,0.005821839,0.9898976,0.0005606509
60012-88-6,0.0015508105,0.005603077,0.9496497,0.043196388
78-53-5,0.97762305,0.021414323,0.0007043075,0.00025836792
115-79-7,0.00040728872,0.3280675,0.6519949,0.019530289
122-31-6,1.8788818e-05,0.018826729,0.8730238,0.108130656
78-10-4,2.9206225e-05,0.0002624156,0.5830385,0.41666988
17356-42-2,0.99824154,0.001214661,0.00050626375,3.751382e-05
3689-24-5,0.27021983,0.22640827,0.28313366,0.22023822
563-12-2,0.97324646,0.00855931,0.018060612,0.00013364117
6926-73-4,0.9933027,0.0034773524,0.0020248776,0.0011950653
78-07-9,0.00018177668,0.0049412614,0.87693065,0.11794628
20395-17-9,0.99958557,0.000316899,8.938369e-05,8.13118e-06
18300-10-2,0.9898516,0.004229142,0.0057251262,0.00019413925
2667-40-5,0.863429,0.007675344,0.12544672,0.0034489809
55134-13-9,0.0123417955,0.00079880236,0.978905,0.0079544345
33446-90-1,0.00025412044,0.0008166235,0.18428177,0.81464744
27879-29-4,0.007997996,0.006959769,0.97050077,0.014541457
35435-21-3,0.00044800254,0.0028079029,0.769123,0.2276211
55934-93-5,0.003572822,0.0011040466,0.7522138,0.2431094
52030-05-4,0.0017270943,0.0022897068,0.9518317,0.044151463
74051-80-2,0.0033462266,0.006566998,0.9827907,0.0072960793
2224-33-1,0.05089137,0.041282665,0.74605507,0.16177092
34036-80-1,0.020499708,0.0050449017,0.9712857,0.0031696893
6104-58-1,0.00075067807,0.0037729675,0.9746368,0.02083963
77-90-7,0.0060302923,0.0010532077,0.054596946,0.93831956
21327-31-1,0.078719914,0.059683416,0.29244098,0.5691557
5826-91-5,0.5988234,0.3349676,0.06130545,0.0049035447
22787-59-3,0.73008144,0.0072886255,0.074342616,0.18828735
22787-58-2,0.97060835,0.023346536,0.0059461305,9.896725e-05
5675-57-0,0.86599684,0.08215526,0.046748444,0.005099518
3730-54-9,0.59604937,0.22737952,0.12433447,0.052236665
655-35-6,0.0025839391,0.021648183,0.8869933,0.08877452
77-89-4,0.00065615954,0.0011815028,0.59868264,0.39947972
24748-23-0,0.18787839,0.07281674,0.52538925,0.21391562
70833-40-8,0.000729466,0.0012523651,0.9566957,0.04132248
14504-73-5,0.039956816,0.19551516,0.7488478,0.01568021
67239-04-7,0.0014974836,0.13590756,0.84361327,0.018981665
2595-54-2,0.24450113,0.5898831,0.1616992,0.0039165965
5137-55-3,0.00035430616,0.31596714,0.662315,0.02136353
1421-14-3,0.015921172,0.17432033,0.60944587,0.20031261
2031-67-6,0.000175165,0.0020751744,0.8126733,0.18507639
64036-99-3,0.9974256,0.0017580867,0.00017731027,0.0006389544
26523-78-4,2.9555858e-05,0.005311067,0.070162244,0.9244971
68814-95-9,0.0012123174,0.008417759,0.39955074,0.5908192
538-23-8,0.004325298,0.00060535944,0.026697876,0.96837145
68130-53-0,0.00035782912,0.0005255079,0.008352749,0.99076396
2528-38-3,0.0018026618,0.025612501,0.9494226,0.023162242
5343-44-2,0.0006933701,0.0051475056,0.69018006,0.30397907
5831-80-1,0.0002375441,0.0018919487,0.91209245,0.08577813
51249-05-9,0.23757245,0.29988563,0.42373192,0.03880997
102-85-2,0.0018806956,0.020031545,0.86022896,0.11785876
126-73-8,0.0010409491,0.012772666,0.852209,0.13397738
998-40-3,0.00015620275,0.032510635,0.7906337,0.17669949
115-78-6,0.0014485595,0.19149941,0.80227184,0.0047801966
33060-84-3,0.0002118989,0.9733839,0.021713564,0.0046905805
150-50-5,0.34548533,0.5004576,0.09723921,0.056817863
78-48-8,0.38687634,0.31640136,0.2841148,0.012607517
60-01-5,6.506443e-05,0.0024225395,0.04944004,0.9480724
74125-01-2,0.9873125,0.010869292,0.0012808095,0.0005373464
1496-94-2,0.12249227,0.17193156,0.66443086,0.041145317
21270-07-5,9.381065e-05,0.9759688,0.013130641,0.010806771
29806-73-3,2.9769997e-05,0.00019807213,0.02049987,0.9792723
7346-61-4,0.0005360376,0.034258574,0.6212888,0.34391662
59130-69-7,0.00025502796,0.00010879792,0.013948312,0.98568785
63907-12-0,0.01742111,0.07650922,0.057368185,0.8487015
1114-71-2,0.01616077,0.067568414,0.77221316,0.14405765
64058-98-6,0.0016989547,0.9086642,0.08625065,0.0033861557
64059-01-4,0.001741298,0.524164,0.41076162,0.063333005
13194-48-4,0.9788481,0.017841676,0.0031572208,0.00015295521
2511-15-1,0.962272,0.0241787,0.012982529,0.0005667558
90220-15-8,0.97498,0.022435587,0.0025039078,8.0553255e-05
759-94-4,0.0037597052,0.11877595,0.8526165,0.024847843
23184-66-9,0.00041945642,0.017111765,0.9735988,0.008869948
51218-49-6,0.0019698788,0.022667898,0.93622315,0.039139114
109965-82-4,7.044529e-05,0.35651523,0.6430354,0.00037893924
20954-13-6,3.9252136e-05,0.0005797277,0.99174994,0.0076311035
102579-43-1,0.00081871176,0.09216382,0.85656005,0.05045744
168152-77-0,3.2637927e-05,0.9995696,0.00038377024,1.396484e-05
168152-89-4,1.6958601e-06,0.9988482,0.0010697835,8.034041e-05
92953-10-1,0.0035071007,0.75011265,0.24055032,0.005829956
17088-72-1,0.004106697,0.042665366,0.93306315,0.020164847
60763-41-9,0.0003689578,0.0012653562,0.04090229,0.95746344
35850-79-4,0.00026027462,0.020794617,0.6490461,0.32989895
3309-68-0,0.98481303,0.0070911846,0.008044384,5.1334697e-05
18109-81-4,0.0024348553,0.13564366,0.857803,0.00411851
52736-14-8,0.0024588427,0.0003749418,0.07492558,0.9222407
3862-08-6,0.011047576,0.016078198,0.017234245,0.95564
139-45-7,0.0003350065,0.015931552,0.104754806,0.8789786
38727-55-8,0.0003590263,0.008650818,0.9675171,0.023473104
80472-88-4,4.0192617e-06,0.00069459144,0.9989015,0.00039983424
51356-13-9,0.78830826,0.009144823,0.20121759,0.0013293696
33210-44-5,0.0004109884,0.68803364,0.31141472,0.00014064558
33210-40-1,3.7872895e-05,0.9995437,0.0004064777,1.1894186e-05
33210-43-4,0.0001003882,0.9897842,0.010005102,0.00011031893
1912-26-1,0.018501047,0.08688683,0.8698807,0.02473142
7779-27-3,0.0023464477,0.05826317,0.8752041,0.0641863
78816-48-5,0.0015842508,0.049999814,0.9444328,0.0039831633
2941-55-1,0.0012929556,0.025704581,0.9424048,0.030597692
4740-11-8,0.0013394587,0.7047344,0.29224432,0.00168185
125-99-5,0.0011368418,0.005441033,0.9928254,0.00059679005
5957-17-5,0.00014829349,0.005912597,0.99373347,0.00020560395
2001-81-2,3.7144764e-05,0.00063417916,0.99925894,6.968656e-05
56-37-1,0.4176015,0.11489575,0.428123,0.039379727
9004-57-3,0.0001289454,0.0012022196,0.50883347,0.48983538
7789-92-6,7.854456e-05,0.0018011918,0.90074205,0.097378224
10140-99-5,0.0014003115,0.08431687,0.83373284,0.08055002
122-51-0,4.6974976e-05,0.249628,0.7141446,0.03618042
63869-26-1,0.8754276,0.10166869,0.020742415,0.0021613464
2425-25-4,0.76184,0.08990715,0.13898808,0.009264768
5823-25-6,0.5924544,0.15877141,0.19658808,0.05218615
919-54-0,0.8475871,0.011273852,0.14017846,0.0009605615
998-30-1,2.9543138e-05,0.0059514213,0.65338373,0.3406353
1067-47-6,0.00025914342,0.0006122881,0.99366117,0.0054674326
919-30-2,0.00026572318,0.016838318,0.96591926,0.01697671
76524-94-2,0.0011521442,0.048798848,0.4477129,0.50233614
2602-34-8,2.0533285e-05,0.0008157543,0.9942179,0.004945835
14814-09-6,0.0010483201,0.006443689,0.9901958,0.0023121634
34708-08-2,0.003674576,0.033960886,0.9179326,0.044431943
15129-36-9,0.00021653838,0.029880103,0.8712332,0.09867014
15267-95-5,0.0010149765,0.01649717,0.7169773,0.26551056
122-52-1,0.00030474106,0.061895046,0.9070187,0.030781483
78-40-0,0.78295857,0.106343456,0.09776243,0.012935558
78-38-6,0.6277301,0.037719887,0.3060562,0.028493863
126-75-0,0.9993345,0.00058965205,5.1141527e-05,2.4718142e-05
298-03-3,0.8862325,0.07888835,0.03476817,0.00011100769
298-04-4,0.99041665,0.00056624506,0.008996079,2.1040942e-05
298-02-2,0.96535814,0.016850512,0.017727524,6.385868e-05
1186-09-0,0.8934739,0.104855865,0.001300827,0.00036939388
2524-09-6,0.9922421,0.0031596872,0.004390644,0.00020757574
2497-07-6,0.8651481,0.072321534,0.054603834,0.007926517
2588-03-6,0.92773205,0.012992569,0.058223933,0.0010514702
2496-91-5,0.99925655,0.0006230992,5.4116874e-05,6.617505e-05
4891-54-7,0.90014946,0.0830827,0.013670616,0.0030971896
2497-06-5,0.95914286,0.01429379,0.025796436,0.00076691475
2511-11-7,0.9815347,0.011984522,0.006404907,7.590146e-05
2404-78-6,0.48426816,0.51054525,0.005071923,0.00011467357
688-62-0,0.009158434,0.18294314,0.8065416,0.0013568115
1486-39-1,0.052006718,0.93726885,0.009693236,0.00103113
87310-56-3,0.00033826553,0.0013214746,0.9951953,0.0031449227
55881-07-7,6.230403e-05,7.917145e-05,0.007745976,0.9921125
2229-55-2,0.0035492461,0.0045106458,0.16091403,0.8310261
79451-10-8,0.013397413,0.9717891,0.013228928,0.0015845166
66996-10-9,0.034013856,0.8415474,0.12200371,0.0024349424
30129-29-4,4.9364677e-05,0.0003893404,0.99221945,0.0073418496
30129-30-7,8.5174644e-05,0.0054387613,0.9784545,0.016021602
55297-95-5,0.01194427,0.1912457,0.7685594,0.028250687
3004-70-4,0.00031250875,0.008051672,0.9885938,0.0030420166
53521-41-8,0.00018793247,0.019343212,0.08342483,0.89704406
139-88-8,2.042134e-05,0.00036615838,0.9406628,0.05895061
33820-53-0,0.0026716737,0.008082311,0.98621666,0.003029319
5892-41-1,0.0014925582,0.028197149,0.8194034,0.1509069
1912-25-0,0.00036689715,0.010323496,0.9879689,0.0013407364
2275-18-5,0.75368804,0.08398769,0.16149133,0.0008329594
87130-20-9,5.508588e-05,0.007424905,0.9739984,0.018521562
63873-23-4,0.8740751,0.039109737,0.06456861,0.022246568
78-52-4,0.20942384,0.76997715,0.019791704,0.00080723426
63873-21-2,0.5030039,0.12906231,0.35226423,0.015669549
68649-11-6,0.000114597955,0.00018672213,0.011135194,0.98856354
63990-57-8,0.0004110505,0.020121913,0.9639953,0.015471743
26818-53-1,0.0009325536,0.1421196,0.8443964,0.012551448
27891-14-1,0.00011036475,0.0380027,0.8695183,0.092368625
36756-79-3,0.0017066016,0.11066729,0.87469006,0.012936095
19072-57-2,0.00028918608,0.19381513,0.75297326,0.052922405
27591-74-8,0.86691827,0.102566555,0.01622464,0.014290495
66734-13-2,0.0021453067,0.019810772,0.9192828,0.058761116
5593-20-4,2.0359419e-06,3.285684e-05,0.9972717,0.0026933206
5534-09-8,0.00026417506,0.0049493187,0.9472476,0.04753891
27778-88-7,0.0011076006,0.642803,0.35429212,0.001797293
27778-86-5,9.89037e-05,0.40207493,0.5928094,0.0050167986
27778-84-3,0.0009329019,0.011274058,0.9876416,0.00015143408
27778-80-9,0.00035942026,0.017917393,0.97743577,0.0042873854
27778-82-1,0.01850047,0.10517595,0.87575734,0.0005662438
27684-92-0,0.0011088401,0.5975788,0.4010191,0.00029320313
26259-45-0,0.0006578886,0.018894207,0.9761671,0.004280812
40618-52-8,0.11092537,0.66955054,0.15684725,0.062676825
69-05-6,0.005133056,0.24883345,0.69265014,0.053383358
9050-04-8,0.0026184858,0.43590873,0.5543145,0.007158266
60735-64-0,0.0023633,0.15595144,0.7981746,0.043510605
24151-93-7,0.02489558,0.053930916,0.899836,0.021337455
2109-64-0,0.0001915284,0.023241216,0.85053223,0.12603506
22457-23-4,0.00032408567,0.056403436,0.94289047,0.00038201924
541-85-5,0.00015583908,0.007121625,0.85663825,0.13608426
14355-07-8,0.0007418614,0.12348985,0.8740377,0.001730615
10032-15-2,0.00017733507,0.0005361678,0.010697729,0.9885888
14355-12-5,0.015285622,0.97738934,0.006954,0.00037109948
10024-78-9,3.921394e-05,0.11433628,0.8714609,0.014163605
32838-28-1,0.0002480202,0.028562825,0.6441418,0.3270474
57-33-0,0.022769935,0.7558285,0.21629076,0.005110827
71-73-8,0.0036943655,0.118411146,0.86688334,0.01101113
871-22-7,0.00026175348,0.006517716,0.5826835,0.41053697
105-82-8,0.00029121662,0.011926014,0.6117304,0.37605238
29122-60-9,3.0210058e-05,0.026562482,0.9725319,0.00087540806
186817-80-1,9.401764e-05,0.0006739003,0.8971193,0.10211278
7452-79-1,0.0002612447,0.03372215,0.5139575,0.4520591
7286-69-3,0.025585368,0.124026544,0.8359779,0.014410197
98886-44-3,0.28922698,0.37039256,0.33864456,0.0017359214
125-64-4,0.0042540897,0.1116511,0.79120934,0.09288542
82834-16-0,0.0012400042,0.003110473,0.9708047,0.024844782
730-07-4,0.004775489,0.021822434,0.93739,0.036011998
33499-11-5,0.000162403,0.011669767,0.97804207,0.010125771
110429-62-4,0.011893316,0.08455118,0.8077354,0.095820144
67050-64-0,0.0025913834,0.08044734,0.9158061,0.0011551271
54-05-7,9.809818e-05,0.064394966,0.93535364,0.00015323413
1094-08-2,0.001268689,0.7829951,0.20136586,0.014370299
30238-41-6,0.00051820395,0.19716144,0.7997269,0.0025935005
64241-34-5,0.0030012068,0.20353417,0.78197074,0.011493901
33499-13-7,0.000102420374,0.009597763,0.95218974,0.038110014
63867-07-2,0.0015261299,0.011260545,0.96620566,0.021007696
15299-99-7,0.0025695038,0.48420677,0.48489085,0.028332911
4630-95-9,0.0020922723,0.0030800994,0.97995675,0.014870863
66968-39-6,0.15109135,0.36968645,0.47704986,0.0021723192
105-57-7,1.3873234e-05,0.0010628405,0.15575437,0.8431689
137658-79-8,1.2203505e-05,0.0019704862,0.98982507,0.008192273
7492-66-2,0.00013964367,0.0001765972,0.124993846,0.87468994
87820-88-0,0.0026346855,0.03378037,0.9322933,0.031291626
103890-78-4,0.0014778135,0.016041756,0.66221064,0.32026982
52-60-8,0.9015237,0.059492793,0.012397365,0.02658608
50765-73-6,0.0074109053,0.48255464,0.49496493,0.01506957
50765-89-4,6.276679e-05,0.9963276,0.0034795466,0.00013012195
15763-48-1,0.0057375133,0.2965709,0.20948035,0.4882112
22609-73-0,0.00050923397,0.019871378,0.97410655,0.005512842
88045-99-2,0.0013859271,0.0017304143,0.9781762,0.018707465
56358-09-9,0.001453591,0.3832628,0.19105406,0.42422953
17702-79-3,0.00063400884,0.99467033,0.004205851,0.00048975396
41611-76-1,6.3096886e-05,0.0017429844,0.595049,0.40314487
137-58-6,0.0008703729,0.043883882,0.9544152,0.0008305196
333-40-4,0.008059917,0.989593,0.0021684226,0.00017866962
31775-20-9,5.6367422e-05,0.00039486418,0.99562526,0.003923503
105779-78-0,0.00040745072,0.03924023,0.9568695,0.0034828682
23191-75-5,0.0030736143,0.010774183,0.9730671,0.013085123
88045-98-1,0.0012693175,0.003226066,0.9748224,0.020682206
243973-20-8,0.0007923254,0.030388253,0.46107975,0.50773966
57470-78-7,5.6606987e-05,0.014496607,0.9612649,0.024181848
68227-46-3,0.00096976565,0.0033956782,0.98696077,0.0086737815
5221-49-8,0.5554449,0.42307082,0.02071336,0.00077092607
72542-60-0,0.03237683,0.830567,0.13384657,0.003209564
79438-83-8,0.29835325,0.57780206,0.10140244,0.022442244
21409-78-9,0.7990991,0.11102196,0.0612857,0.02859326
40374-14-9,0.015527786,0.043024283,0.9383401,0.0031077273
29232-93-7,0.014660604,0.91311646,0.067974135,0.0042487937
13171-21-6,0.0035844762,0.9281752,0.06721915,0.0010212201
73521-00-3,0.014275122,0.36733675,0.5969363,0.021451855
73512-92-2,0.016690385,0.14481209,0.7683787,0.070118874
73520-99-7,0.0044320743,0.77168924,0.19539289,0.028485788
