CASRN,EPA_RF_mordred-1,EPA_RF_mordred-2,EPA_RF_mordred-3,EPA_RF_mordred-4
89427-29-2,0.965305291005291,0.013826984126984127,0.015064021164021163,0.005803703703703702
15287-51-1,0.17819206349206343,0.2692640211640211,0.3945126984126981,0.158031216931217
94847-66-2,0.15730873015873026,0.26497142857142836,0.41864391534391515,0.15907592592592593
2034-22-2,0.13013968253968258,0.4626309523809521,0.34204576719576707,0.06518359788359798
52907-07-0,0.13344312169312175,0.15553994708994717,0.324394444444444,0.38662248677248634
50585-41-6,0.365557671957672,0.13620661375661378,0.2581079365079365,0.24012777777777758
3322-93-8,0.04047936507936512,0.18419312169312166,0.5378539682539684,0.23747354497354478
21850-44-2,0.08162936507936518,0.15604179894179898,0.27284206349206375,0.48948677248677247
7682-32-8,0.9877309523809522,0.00632989417989418,0.003717724867724867,0.0022214285714285712
89427-35-0,0.9783817460317461,0.011458465608465614,0.005957671957671958,0.004202116402116402
126-72-7,0.17058703703703706,0.3053814814814815,0.2875468253968253,0.2364846560846562
3194-55-6,0.040809788359788386,0.1963251322751322,0.409467724867725,0.3533973544973543
20566-35-2,0.07011587301587305,0.1438603174603175,0.36823862433862403,0.41778518518518526
2338-30-9,0.8692880952380951,0.05256190476190479,0.04670899470899473,0.0314410052910053
87-84-3,0.06321587301587307,0.27219523809523805,0.45506137566137544,0.20952751322751312
608-71-9,0.1431060846560848,0.20850952380952376,0.3679764550264548,0.2804079365079364
32588-76-4,0.10859920634920635,0.13348280423280423,0.3105444444444442,0.4473735449735452
32536-52-0,0.15488835978835971,0.1528301587301588,0.2157873015873015,0.4764941798941799
27858-07-7,0.051273809523809576,0.10961349206349215,0.17814973544973547,0.6609629629629641
61262-53-1,0.1573838624338624,0.14008597883597879,0.2566330687830687,0.44589708994708965
84852-53-9,0.03503227513227517,0.09953359788359796,0.18524735449735466,0.6801867724867727
13654-09-6,0.07002010582010587,0.16100582010582012,0.1627841269841269,0.6061899470899473
3674-13-3,0.044755026455026464,0.33136190476190464,0.5781328042328043,0.04575026455026458
78-75-1,0.04754629629629634,0.42361507936507936,0.4838785714285718,0.04496005291005297
89427-38-3,0.8528894179894178,0.07693280423280426,0.0529087301587302,0.017269047619047614
10474-14-3,0.04817354497354503,0.2880997354497354,0.5934558201058203,0.07027089947089958
300-76-5,0.5653880952380953,0.2066529100529101,0.16257089947089942,0.06538809523809533
2872-96-0,0.1999584656084654,0.5623685185185187,0.18614179894179889,0.051531216931216976
106-93-4,0.089352380952381,0.49304814814814835,0.36122248677248686,0.05637698412698419
1947-58-6,0.09211031746031752,0.2634383597883598,0.5818253968253967,0.06262592592592599
96-13-9,0.12234629629629634,0.505243386243387,0.336435185185185,0.03597513227513231
96-12-8,0.11164947089947094,0.40788835978836,0.4327719576719578,0.04769021164021173
18791-02-1,0.09141111111111111,0.619574074074074,0.24871746031746025,0.040297354497354554
75-81-0,0.05129153439153445,0.5304814814814818,0.3287515873015868,0.08947539682539694
590-12-5,0.07489708994708999,0.7454457671957692,0.14277883597883595,0.03687830687830691
2302-30-9,0.22128412698412708,0.43010158730158726,0.30875370370370386,0.03986058201058205
14689-59-9,0.9880097883597884,0.00681269841269841,0.004627513227513227,0.0005499999999999999
79-27-6,0.039525396825396866,0.636766931216933,0.23553888888888888,0.08816878306878317
63867-08-3,0.07989312169312174,0.14756375661375665,0.4307544973544977,0.3417886243386242
64047-47-8,0.053254232804232825,0.08696746031746039,0.7758640211640208,0.08391428571428576
63938-47-6,0.12717777777777783,0.22456534391534383,0.45366878306878317,0.19458809523809514
613-53-6,0.0734883597883599,0.267251058201058,0.44215264550264505,0.2171079365079363
115-17-3,0.07274867724867731,0.47233121693121727,0.3766939153439151,0.0782261904761905
75-25-2,0.02367037037037035,0.7428642857142862,0.2035920634920635,0.02987328042328044
42136-31-2,0.626943650793651,0.19920291005291,0.12577407407407415,0.04807936507936511
64050-72-2,0.08028201058201066,0.7612253968253971,0.11829047619047617,0.04020211640211648
42136-30-1,0.09288809523809533,0.6989589947089951,0.17556349206349206,0.03258941798941801
26637-71-8,0.055923280423280486,0.236152116402116,0.4980894179894177,0.2098351851851852
69094-18-4,0.1376484126984126,0.35514920634920644,0.36014761904761894,0.14705476190476188
74-95-3,0.06926137566137576,0.5865867724867727,0.21774656084656108,0.12640529100529088
3252-43-5,0.09645370370370374,0.6797002645502646,0.19161560846560846,0.03223042328042331
598-91-4,0.2309738095238091,0.40439894179894137,0.2533986772486773,0.1112285714285715
124-48-1,0.02770978835978836,0.241970105820106,0.6786370370370377,0.051683068783068886
25497-30-7,0.13647962962962973,0.21680767195767184,0.28318968253968285,0.3635230158730152
83447-96-5,0.044745238095238116,0.23456428571428575,0.5585875661375669,0.16210291005291003
473-49-4,0.14916269841269839,0.33428862433862466,0.3927582010582009,0.12379047619047623
117900-35-3,0.11739179894179898,0.3274703703703703,0.4223386243386242,0.13279920634920633
4460-32-6,0.25812804232804226,0.30180687830687813,0.30736481481481476,0.13270026455026449
2260-08-4,0.14836904761904765,0.16904708994708997,0.41937010582010575,0.2632137566137564
386-17-4,0.08440317460317467,0.09876322751322757,0.590084391534392,0.22674920634920637
67-30-1,0.0444923280423281,0.15877142857142865,0.5817261904761902,0.21501005291005298
16423-68-0,0.12568068783068786,0.11918068783068782,0.5220243386243388,0.23311428571428544
10397-75-8,0.026220370370370383,0.04284603174603179,0.1721087301587301,0.7588248677248686
59017-64-0,0.03533095238095241,0.033262962962962966,0.14973809523809536,0.781667989417989
79770-24-4,0.04797883597883601,0.054129100529100554,0.2543523809523809,0.6435396825396831
7246-21-1,0.07039629629629635,0.1551240740740741,0.39343677248677217,0.38104285714285707
96-84-4,0.08459788359788371,0.1484235449735449,0.3837285714285713,0.3832499999999999
59939-17-2,0.07961851851851856,0.12160026455026457,0.3568661375661376,0.44191507936507896
16034-77-8,0.0714669312169313,0.11795158730158731,0.44726005291005294,0.3633214285714287
22730-89-8,0.0683444444444445,0.11563359788359802,0.4162904761904759,0.3997314814814815
31112-62-6,0.04567248677248681,0.0434814814814815,0.20008968253968246,0.7107563492063492
440-58-4,0.07892539682539688,0.11133571428571422,0.4578870370370371,0.35185185185185186
66108-95-0,0.029645238095238117,0.053761904761904816,0.23344100529100542,0.683151851851853
3115-05-7,0.04823518518518525,0.12358121693121686,0.4304259259259255,0.39775767195767187
111453-32-8,0.04546005291005298,0.08196640211640217,0.2967338624338624,0.5758396825396829
19403-92-0,0.11185714285714285,0.31219523809523814,0.49423465608465617,0.08171296296296306
37441-29-5,0.11954444444444447,0.21340634920634913,0.4130674603174602,0.25398174603174595
19774-82-4,0.07214100529100537,0.23663730158730148,0.41655079365079367,0.27467089947089945
3861-47-0,0.0592568783068784,0.4003738095238092,0.3469132275132271,0.1934560846560846
57808-65-8,0.07626613756613765,0.13582962962962963,0.536523015873016,0.2513812169312168
577-91-3,0.10700211640211638,0.2667775132275132,0.4737949735449738,0.1524253968253967
14689-57-7,0.7233883597883596,0.17459100529100532,0.07277592592592595,0.029244708994708997
17601-49-9,0.11848809523809528,0.2821486772486771,0.39136190476190486,0.2080013227513227
1746-25-4,0.2828410052910052,0.2882687830687832,0.30451269841269846,0.12437751322751328
29717-26-8,0.10386666666666668,0.13029312169312177,0.44898941798941794,0.3168507936507936
75-47-8,0.06123941798941805,0.32194259259259217,0.5329634920634925,0.08385449735449746
68439-50-9,0.02518439153439154,0.057980687830687896,0.6903944444444448,0.22644047619047614
9004-95-9,0.01848148148148147,0.05926613756613763,0.7447793650793662,0.1774730158730159
65-29-2,0.08846269841269844,0.2556634920634919,0.4694867724867729,0.18638703703703713
63869-27-2,0.408431746031746,0.14648201058201044,0.29161428571428605,0.15347195767195768
3247-33-4,0.5505777777777773,0.14542460317460318,0.1898309523809523,0.11416666666666668
70682-61-0,0.03572962962962965,0.12095687830687844,0.5178158730158734,0.3254976190476188
3319-31-1,0.017055555555555546,0.03594126984126988,0.3108674603174603,0.6361357142857142
301-13-3,0.006149735449735448,0.023704232804232804,0.15827989417989416,0.8118661375661381
78-42-2,0.01269814814814814,0.07727248677248685,0.3441875661375663,0.5658417989417989
56706-10-6,0.12932910052910052,0.17672089947089933,0.4626108465608462,0.23133915343915334
160194-28-5,0.040825661375661404,0.17246507936507927,0.5100891534391536,0.2766201058201056
15458-87-4,0.07053439153439162,0.35791005291005257,0.3498100529100526,0.22174550264550277
105084-66-0,0.21609523809523803,0.3747801587301585,0.3186468253968252,0.0904777777777779
13080-06-3,0.02143121693121692,0.13659629629629622,0.6067298941798944,0.2352425925925927
15180-47-9,0.040324338624338645,0.1437502645502645,0.6657031746031751,0.15022222222222234
35077-00-0,0.05830317460317463,0.09387619047619057,0.6288431216931218,0.21897751322751302
63869-22-7,0.33339179894179877,0.2693431216931217,0.25744682539682523,0.13981825396825406
139-60-6,0.013940211640211635,0.12897010582010585,0.7467626984126984,0.11032698412698416
34206-40-1,0.07811349206349212,0.14228835978835983,0.60002671957672,0.17957142857142863
752-56-7,0.054489153439153476,0.10604074074074082,0.5058740740740739,0.3335960317460315
74758-25-1,0.024544708994708994,0.1702814814814816,0.7416375661375668,0.06353624338624343
23505-41-1,0.2821314814814816,0.409926455026455,0.22698703703703696,0.08095502645502654
154702-15-5,0.057243915343915375,0.14260052910052914,0.38503544973544973,0.41512010582010594
3857-80-5,0.008396825396825396,0.18055423280423277,0.7722497354497349,0.03879920634920637
3687-16-9,0.009519312169312167,0.24959100529100528,0.6871574074074075,0.053732275132275166
141-94-6,0.012774074074074071,0.1883349206349206,0.7170473544973547,0.08184365079365086
68289-21-4,0.04347407407407414,0.2506269841269841,0.5747034391534397,0.13119550264550264
67762-53-2,0.011572486772486772,0.05115873015873021,0.4966224867724869,0.44064629629629604
4559-86-8,0.02104100529100528,0.18026349206349207,0.6464111111111112,0.15228439153439155
10254-57-6,0.0633841269841271,0.29251428571428567,0.45247883597883615,0.19162275132275117
53306-54-0,0.008053174603174602,0.018099206349206337,0.3646031746031747,0.6092444444444448
1941-30-6,0.02985343915343916,0.5697645502645503,0.35078809523809523,0.049593915343915364
682-01-9,0.023930423280423278,0.08605000000000007,0.5827624338624346,0.307257142857143
486455-65-6,0.018108730158730147,0.09316375661375666,0.5776187830687832,0.3111087301587299
126-57-8,0.006625925925925924,0.017956878306878303,0.7200886243386257,0.2553285714285715
11138-60-6,0.008627777777777776,0.015767724867724858,0.6711169312169313,0.304487566137566
78-16-0,0.006617989417989417,0.019631216931216913,0.6698179894179896,0.3039328042328044
106-20-7,0.008238095238095234,0.3431597883597886,0.5505375661375657,0.09806455026455028
295800-70-3,0.0762828042328043,0.13248042328042325,0.4559306878306877,0.33530608465608475
10143-60-9,0.005537566137566138,0.03154497354497355,0.4781264550264552,0.48479100529100555
22174-70-5,0.0033597883597883595,0.017497619047619043,0.3381642857142857,0.6409783068783073
19074-24-9,0.0016468253968253965,0.0060777777777777766,0.8400476190476206,0.15222777777777774
122-62-3,0.004147354497354498,0.00815343915343915,0.513503439153439,0.47419576719576717
103-24-2,0.002566931216931217,0.00705291005291005,0.5125846560846559,0.4777955026455029
103-23-1,0.004031746031746031,0.010619841269841265,0.5785232804232807,0.406825132275132
2915-57-3,0.005573015873015871,0.010764550264550256,0.4539500000000003,0.5297124338624339
84731-70-4,0.006100264550264549,0.01683597883597883,0.27190899470899466,0.7051547619047622
117-81-7,0.007808201058201058,0.020684920634920622,0.2741547619047621,0.6973521164021161
14858-73-2,0.00794153439153439,0.020555555555555542,0.3890113756613757,0.5824915343915347
3658-48-8,0.012474603174603168,0.06404788359788363,0.5359976190476193,0.38747989417989415
298-07-7,0.011830952380952378,0.07820423280423291,0.5873592592592595,0.32260555555555537
63449-80-9,0.05627486772486779,0.18041111111111116,0.4741664021164018,0.28914761904761904
7425-14-1,0.002466402116402116,0.009798677248677242,0.2693907407407409,0.7183441798941802
18268-70-7,0.009575925925925922,0.026273015873015868,0.3097309523809521,0.6544201058201062
94-28-0,0.006442857142857141,0.02546666666666667,0.49392169312169343,0.47416878306878313
3282-85-7,0.01481666666666666,0.0732171957671958,0.669980158730159,0.24198597883597886
7790-07-0,0.00831164021164021,0.02423306878306878,0.5635140211640216,0.40394126984126993
25724-60-1,0.008829894179894177,0.02579206349206349,0.6758738095238097,0.2895042328042328
10022-60-3,0.008279100529100527,0.016992063492063485,0.4126037037037036,0.5621251322751324
468-61-1,0.02633783068783071,0.2101367724867724,0.6720002645502652,0.09152513227513229
4551-59-1,0.03170264550264553,0.20318915343915334,0.6345804232804235,0.13052777777777783
57647-13-9,0.021833333333333323,0.16938253968253963,0.7263642857142861,0.08241984126984139
27591-69-1,0.047289153439153485,0.2739380952380952,0.5802312169312169,0.09854153439153443
589-32-2,0.0815103174603175,0.30948306878306875,0.5065986772486777,0.10240793650793657
60012-88-6,0.05669708994708997,0.1133857142857143,0.6568304232804235,0.17308677248677248
78-53-5,0.42643862433862445,0.24278121693121665,0.2767584656084655,0.054021693121693186
115-79-7,0.06030687830687835,0.23589999999999978,0.5048552910052913,0.1989378306878306
122-31-6,0.008856613756613754,0.05466613756613761,0.5855037037037043,0.35097354497354466
78-10-4,0.049747619047619075,0.057287037037037074,0.6955600529100535,0.19740529100529097
17356-42-2,0.7157761904761906,0.13785132275132267,0.12862010582010594,0.01775238095238094
3689-24-5,0.5261285714285718,0.21762301587301575,0.20500634920634916,0.05124206349206354
563-12-2,0.5560746031746036,0.17204391534391528,0.23826825396825374,0.033613227513227525
6926-73-4,0.580358201058201,0.23636534391534378,0.13627486772486772,0.04700158730158736
78-07-9,0.007178042328042326,0.029440476190476204,0.7844037037037042,0.17897777777777768
20395-17-9,0.7746296296296302,0.12159179894179897,0.07541560846560855,0.02836296296296297
18300-10-2,0.5867129629629628,0.26811878306878306,0.10880396825396826,0.03636428571428575
2667-40-5,0.44270608465608474,0.3100555555555552,0.19477037037037034,0.05246798941798944
55134-13-9,0.20819814814814813,0.09056031746031754,0.40693439153439165,0.29430714285714255
33446-90-1,0.03023677248677251,0.07205132275132282,0.3698997354497355,0.5278121693121693
27879-29-4,0.020194179894179883,0.2585367724867723,0.6687788359788364,0.052490211640211656
35435-21-3,0.02863227513227514,0.0673534391534392,0.7074730158730164,0.19654126984126996
55934-93-5,0.014592857142857131,0.04333333333333339,0.5128473544973549,0.42922645502645485
52030-05-4,0.009483862433862428,0.09804021164021173,0.7449251322751329,0.14755079365079357
74051-80-2,0.03978068783068786,0.1534539682539682,0.5972917989417993,0.20947354497354506
2224-33-1,0.058482010582010614,0.1147537037037037,0.7118111111111112,0.11495317460317458
34036-80-1,0.05973306878306882,0.15048888888888895,0.6349407407407408,0.1548373015873016
6104-58-1,0.04244814814814819,0.09797407407407412,0.5513899470899468,0.3081878306878304
77-90-7,0.024142063492063482,0.04220105820105822,0.36643730158730137,0.5672195767195767
21327-31-1,0.32234867724867705,0.40907883597883565,0.10372751322751325,0.16484497354497338
5826-91-5,0.4114264550264552,0.384822222222222,0.12730502645502648,0.0764462962962964
22787-59-3,0.5770828042328042,0.20055105820105817,0.1341632275132275,0.08820291005291019
22787-58-2,0.7369513227513222,0.18779761904761905,0.06466455026455031,0.010586507936507932
5675-57-0,0.47021825396825373,0.23883227513227484,0.21819682539682553,0.07275264550264557
3730-54-9,0.2990291005291007,0.2052185185185184,0.380869312169312,0.11488306878306882
655-35-6,0.043124603174603225,0.1403587301587303,0.6666896825396823,0.14982698412698406
77-89-4,0.04391428571428573,0.07441322751322757,0.3754928571428571,0.5061796296296295
24748-23-0,0.052827777777777855,0.22962804232804193,0.39499232804232787,0.32255185185185165
70833-40-8,0.02532592592592594,0.05591693121693128,0.5081732804232809,0.4105838624338622
14504-73-5,0.06732857142857149,0.18980052910052916,0.5733957671957675,0.1694751322751322
67239-04-7,0.057044708994709044,0.1678716931216931,0.5780111111111117,0.19707248677248668
2595-54-2,0.42003412698412684,0.3812693121693121,0.17996481481481472,0.01873174603174602
5137-55-3,0.01034523809523809,0.33196349206349185,0.473559523809524,0.18413174603174587
1421-14-3,0.021667724867724857,0.09753148148148157,0.7215357142857148,0.15926507936507936
2031-67-6,0.01891851851851851,0.04653306878306887,0.34272857142857116,0.5918198412698418
64036-99-3,0.7087206349206349,0.177249470899471,0.08485423280423288,0.02917566137566138
26523-78-4,0.04267354497354501,0.12847910052910053,0.4159978835978837,0.412849470899471
68814-95-9,0.0073174603174603154,0.2289780423280421,0.6205539682539685,0.14315052910052917
538-23-8,0.005811375661375661,0.010255026455026451,0.2504214285714283,0.7335121693121688
68130-53-0,0.0034791005291005287,0.011820634920634914,0.27938650793650777,0.7053137566137567
2528-38-3,0.016277777777777773,0.05761428571428576,0.7274674603174608,0.19864047619047603
5343-44-2,0.012353439153439142,0.0750253968253969,0.5987582010582011,0.31386296296296246
5831-80-1,0.010708730158730154,0.06329338624338635,0.5585433862433862,0.36745449735449787
51249-05-9,0.04980000000000002,0.19325211640211637,0.516165608465609,0.24078227513227535
102-85-2,0.014594179894179889,0.08216269841269848,0.5685105820105826,0.3347325396825396
126-73-8,0.017219312169312162,0.05668121693121701,0.5897417989417992,0.33635767195767197
998-40-3,0.02996296296296298,0.12428174603174601,0.4550703703703712,0.39068492063492044
115-78-6,0.040468518518518556,0.44325026455026445,0.3075370370370368,0.20874417989417998
33060-84-3,0.06731296296296302,0.4276388888888885,0.32985423280423265,0.1751939153439154
150-50-5,0.1933373015873014,0.4665158730158729,0.23585211640211612,0.10429470899470908
78-48-8,0.2869473544973541,0.3079820105820105,0.32330873015872996,0.08176190476190483
60-01-5,0.0235404761904762,0.07667804232804241,0.43297328042328076,0.4668082010582006
74125-01-2,0.6104063492063495,0.2847034391534391,0.08197539682539695,0.022914814814814808
1496-94-2,0.06762645502645508,0.1588703703703704,0.55050291005291,0.2230002645502643
21270-07-5,0.012280423280423279,0.8267986772486775,0.08699417989417992,0.07392671957671959
29806-73-3,0.002450793650793651,0.010171957671957662,0.6116195767195761,0.3757576719576718
7346-61-4,0.025215343915343903,0.12477830687830695,0.46031349206349204,0.3896928571428571
59130-69-7,0.0027867724867724868,0.008576190476190475,0.20897433862433876,0.779662698412698
63907-12-0,0.017474603174603167,0.044792063492063515,0.4534465608465605,0.48428677248677254
1114-71-2,0.035162962962963,0.2560851851851849,0.6151492063492061,0.0936026455026456
64058-98-6,0.022971428571428577,0.6256997354497351,0.30628015873015857,0.04504867724867729
64059-01-4,0.02403174603174603,0.5858354497354497,0.34082857142857126,0.04930423280423285
13194-48-4,0.6557664021164022,0.26846084656084634,0.062381216931216975,0.013391534391534383
2511-15-1,0.27433941798941774,0.29574470899470867,0.33293465608465606,0.09698121693121695
90220-15-8,0.6136320105820109,0.2322769841269838,0.10585396825396826,0.04823703703703707
759-94-4,0.03349470899470901,0.37338783068783027,0.5323891534391533,0.06072830687830694
23184-66-9,0.016976984126984115,0.09000582010582017,0.8333830687830698,0.05963412698412706
51218-49-6,0.022522486772486763,0.14211666666666664,0.7708031746031745,0.06455767195767197
109965-82-4,0.040245767195767244,0.3848121693121692,0.5118071428571428,0.06313492063492068
20954-13-6,0.012267724867724863,0.062121428571428605,0.8659455026455029,0.059665343915343956
102579-43-1,0.0307994708994709,0.19467883597883587,0.6624513227513229,0.11207037037037038
168152-77-0,0.00891455026455026,0.8769989417989417,0.08473412698412702,0.02935238095238096
168152-89-4,0.012826719576719573,0.8060320105820102,0.12804365079365077,0.05309761904761909
92953-10-1,0.018659259259259254,0.29024656084656053,0.6239007936507937,0.0671933862433863
17088-72-1,0.018578306878306868,0.11488544973544966,0.6498976190476192,0.21663862433862432
60763-41-9,0.007934126984126983,0.07918809523809531,0.2998158730158729,0.6130619047619048
35850-79-4,0.04215317460317465,0.06385079365079369,0.34693306878306857,0.5470629629629632
3309-68-0,0.9097603174603179,0.07349656084656092,0.013556084656084653,0.0031870370370370373
18109-81-4,0.01632883597883596,0.2400317460317459,0.6321597883597885,0.11147962962962968
52736-14-8,0.024566137566137562,0.07154391534391544,0.175068253968254,0.7288216931216941
3862-08-6,0.018010582010582005,0.04655687830687835,0.18822724867724863,0.7472052910052916
139-45-7,0.01967645502645501,0.07005714285714292,0.4300648148148146,0.480201587301587
38727-55-8,0.015775661375661363,0.09616798941798942,0.7662944444444443,0.12176190476190477
80472-88-4,0.019408465608465608,0.13064047619047625,0.7677841269841276,0.08216693121693125
51356-13-9,0.6877658730158727,0.22570899470899466,0.06350740740740754,0.023017724867724864
33210-44-5,0.020645767195767186,0.7011999999999998,0.25441269841269837,0.02374153439153439
33210-40-1,0.014610582010582001,0.872439682539683,0.09865317460317467,0.014296560846560837
33210-43-4,0.011248677248677244,0.8487931216931219,0.12721587301587303,0.012742328042328036
1912-26-1,0.035874074074074086,0.09319444444444448,0.843810052910053,0.02712142857142857
7779-27-3,0.033986507936507954,0.2511698412698411,0.6432809523809522,0.07156269841269848
78816-48-5,0.05118783068783069,0.24304656084656065,0.5529579365079366,0.15280767195767192
2941-55-1,0.04280026455026456,0.2171148148148147,0.6911544973544979,0.04893042328042334
4740-11-8,0.06191111111111115,0.36545211640211595,0.49311613756613787,0.07952063492063496
125-99-5,0.018797089947089934,0.23425370370370371,0.661703174603175,0.0852460317460318
5957-17-5,0.01624100529100529,0.1379828042328042,0.7704759259259254,0.0753002645502646
2001-81-2,0.017142063492063486,0.14068756613756622,0.7086865079365091,0.13348386243386245
56-37-1,0.06575211640211646,0.376951587301587,0.5128746031746031,0.04442169312169314
9004-57-3,0.026494973544973557,0.06273941798941805,0.40976481481481475,0.5010007936507941
7789-92-6,0.004717724867724868,0.03654365079365081,0.6907166666666669,0.26802195767195736
10140-99-5,0.02931719576719577,0.14205873015873016,0.6390661375661376,0.1895579365079365
122-51-0,0.010494444444444438,0.07849391534391544,0.5522320105820111,0.35877962962962956
63869-26-1,0.6501026455026454,0.19475582010582007,0.12465317460317465,0.030488359788359815
2425-25-4,0.4529814814814816,0.20084021164021165,0.323813492063492,0.022364814814814806
5823-25-6,0.6227436507936511,0.15460264550264552,0.1919925925925924,0.030661111111111115
919-54-0,0.6500497354497358,0.10581481481481486,0.23186349206349216,0.012271957671957665
998-30-1,0.029171693121693144,0.09686031746031752,0.42161190476190424,0.45235608465608496
1067-47-6,0.024822486772486763,0.0645256613756614,0.8303724867724873,0.08027936507936508
919-30-2,0.02744179894179893,0.13208465608465608,0.5639719576719578,0.2765015873015871
76524-94-2,0.03407936507936509,0.1023558201058201,0.7353582010582007,0.12820661375661388
2602-34-8,0.047151322751322805,0.10135423280423282,0.6639402116402119,0.18755423280423272
14814-09-6,0.04893359788359789,0.06918624338624345,0.7904851851851858,0.09139497354497364
34708-08-2,0.12673915343915346,0.11687195767195768,0.6226108465608473,0.13377804232804244
15129-36-9,0.041790740740740795,0.12449285714285716,0.6721280423280421,0.1615883597883598
15267-95-5,0.06693439153439158,0.09720714285714291,0.5956608465608464,0.24019761904761872
122-52-1,0.0446399470899471,0.12197777777777785,0.7039285714285723,0.1294537037037038
78-40-0,0.25168624338624335,0.10137354497354509,0.53865925925926,0.10828095238095246
78-38-6,0.12012645502645507,0.08342671957671963,0.6761433862433863,0.12030343915343934
126-75-0,0.8858809523809524,0.0654830687830688,0.03771216931216934,0.010923809523809525
298-03-3,0.6461116402116399,0.21372671957671965,0.12226322751322757,0.017898412698412688
298-04-4,0.8621941798941807,0.11702962962962965,0.017587830687830677,0.0031883597883597885
298-02-2,0.825914285714286,0.15078227513227513,0.01967248677248677,0.0036309523809523814
1186-09-0,0.579630423280423,0.3089611111111109,0.09933650793650806,0.012071957671957663
2524-09-6,0.6700727513227513,0.25308544973544955,0.0669492063492064,0.009892592592592588
2497-07-6,0.8921531746031751,0.07688756613756617,0.02770370370370372,0.003255555555555556
2588-03-6,0.8310859788359797,0.10996216931216939,0.053709259259259304,0.005242592592592591
2496-91-5,0.5751703703703704,0.3374126984126984,0.06707433862433865,0.020342592592592582
4891-54-7,0.7836698412698415,0.12720423280423276,0.0715047619047619,0.01762116402116401
2497-06-5,0.7293037037037042,0.19150264550264542,0.06699894179894184,0.012194708994708987
2511-11-7,0.7337227513227516,0.20227513227513214,0.051366137566137594,0.01263597883597883
2404-78-6,0.5911568783068785,0.34764179894179886,0.05493068783068791,0.006270634920634919
688-62-0,0.35766825396825397,0.36910449735449735,0.2114373015873017,0.06178994708994717
1486-39-1,0.4194973544973546,0.45077089947089927,0.10842751322751326,0.021304232804232798
87310-56-3,0.012157671957671954,0.10917539682539688,0.8162142857142862,0.06245264550264554
55881-07-7,0.09153333333333341,0.08667195767195776,0.2690113756613755,0.5527833333333338
