CASRN,LD50_RF_ecfp6counts
19074-24-9,1.3327726715505919
103-23-1,1.4016446595392984
117-81-7,1.1288719800115887
3658-48-8,1.0478106077784148
298-07-7,0.8710959814464515
63449-80-9,1.280975678545686
7425-14-1,0.8969293234489013
18268-70-7,1.4892221365891531
94-28-0,1.3379748322388845
3282-85-7,0.8060509324140469
7790-07-0,1.0980858460731808
25724-60-1,1.0818924615119048
10022-60-3,1.1564906380674216
468-61-1,0.6238519402048135
4551-59-1,0.4754293694805796
57647-13-9,0.42679453072014023
27591-69-1,0.06802003857462871
589-32-2,0.4268171569529788
78-53-5,-1.2589271341688126
115-79-7,0.31248351724922635
122-31-6,1.0239092645730665
78-10-4,1.065876401125625
17356-42-2,-1.463668281991083
3689-24-5,-0.582898408983543
563-12-2,-1.4236057832719753
78-07-9,0.9472144486231557
20395-17-9,-1.1284911142517313
18300-10-2,-1.2724978086874228
2667-40-5,-0.7104286210409896
55134-13-9,0.24076362438892235
33446-90-1,0.9667666472970445
27879-29-4,0.4247272277227995
55934-93-5,0.9624990903878606
52030-05-4,0.7934582629391875
74051-80-2,0.34199852785002205
2224-33-1,0.4763269468763803
77-90-7,0.8272532837764208
21327-31-1,-0.22845554663127537
5826-91-5,-0.6946544668613459
22787-59-3,-0.7593616194206294
22787-58-2,-1.3498559014765188
5675-57-0,-0.6491147487331537
3730-54-9,-0.2098948119376728
655-35-6,0.33756991019358773
77-89-4,1.0391618974034134
70833-40-8,0.8202688861049106
67239-04-7,0.5396104789321797
2595-54-2,-0.6087058912642364
5137-55-3,0.6317230916598846
64036-99-3,-1.446075318795284
26523-78-4,0.7363563880558992
68814-95-9,0.7983577254231354
538-23-8,1.0727152906375863
2528-38-3,0.6676824971526113
51249-05-9,0.05621564062544634
102-85-2,0.8763846926455731
126-73-8,0.8646277280549755
998-40-3,1.0031832229719213
115-78-6,0.48390741980081686
33060-84-3,0.4730235713756067
150-50-5,0.2150948785044786
78-48-8,-0.2221721606266353
60-01-5,1.194840967045731
74125-01-2,-0.8371967667543034
1496-94-2,0.6788044266418232
21270-07-5,0.17353103799801514
7346-61-4,0.7703174954383323
63907-12-0,0.7115567821762744
1114-71-2,0.6041578288811508
64058-98-6,0.23372453450840308
64059-01-4,0.3854517038366817
13194-48-4,-0.6399733176845973
2511-15-1,-0.43022635564277256
90220-15-8,-0.8796014879428367
759-94-4,0.6717068755080565
23184-66-9,0.6569647079303831
51218-49-6,0.6178627546202594
109965-82-4,0.16514503601880956
92953-10-1,0.3209008812058026
17088-72-1,0.42630680908388996
35850-79-4,0.7469004673696904
3309-68-0,-1.3826340551749532
18109-81-4,0.44033330559442896
139-45-7,1.0791568806609497
38727-55-8,0.6982671804373123
51356-13-9,-0.8546147931180338
33210-44-5,0.23170495720701123
33210-40-1,-0.11611427737046165
33210-43-4,0.16303733339414878
1912-26-1,0.5605797628207451
7779-27-3,0.8286069140764906
78816-48-5,0.19341359660083665
2941-55-1,0.7320133901538765
4740-11-8,0.5276292365631324
125-99-5,0.47216225765654074
5957-17-5,0.7433886610927122
2001-81-2,0.5089542157102439
56-37-1,0.3428162933530223
7789-92-6,1.1967801566425096
10140-99-5,0.8588720343086139
122-51-0,0.9546530641513387
63869-26-1,-0.6127170006989745
2425-25-4,-1.111218897559042
5823-25-6,-0.7237067341916072
919-54-0,-0.8448393827217242
1067-47-6,0.9226523619349635
919-30-2,0.8530387119782681
14814-09-6,0.9483736532097685
34708-08-2,0.6504696910858336
15129-36-9,0.8240438367043232
15267-95-5,0.8152842633449372
122-52-1,1.0238233902839675
78-40-0,-0.7782456522465516
78-38-6,-0.21873142431653916
126-75-0,-1.4562186630553458
298-03-3,-0.7371249300699242
298-04-4,-1.2459750637842553
298-02-2,-1.4018073039343384
1186-09-0,-1.17527769097862
2524-09-6,-1.105273401962316
2497-07-6,-1.3048692992104562
2588-03-6,-1.085350497696905
2496-91-5,-1.3330936662435553
4891-54-7,-0.7161958465156634
2497-06-5,-1.0421132608835644
2511-11-7,-0.6470200562080205
2404-78-6,-0.47005082933280967
688-62-0,0.5133792754624078
87310-56-3,0.6076138108740606
79451-10-8,-0.49104288912934285
66996-10-9,-0.6268580258553517
55297-95-5,0.12802483383047855
3004-70-4,0.531311389270779
53521-41-8,0.7094370105325318
139-88-8,0.9573396902017614
1912-25-0,0.4672406493401386
2275-18-5,-0.7891543331506864
63873-23-4,-0.7709035398281753
78-52-4,-0.9614530463480684
63873-21-2,-0.943440260046561
26818-53-1,0.6373445442864523
27891-14-1,0.5855303563319645
36756-79-3,0.5711058228612279
19072-57-2,0.8316873632157856
27591-74-8,-0.42816841482926454
66734-13-2,0.27047051177181874
27778-88-7,0.2867370168052739
27778-86-5,0.34491638469623087
27778-84-3,0.27464519496641127
27778-80-9,0.34091541616559895
27778-82-1,0.24746381040934762
27684-92-0,0.21126953441006438
26259-45-0,0.6512388922973087
40618-52-8,0.06922260596726372
69-05-6,0.43115027978875203
9050-04-8,0.2520272197412113
60735-64-0,0.5496028832693539
24151-93-7,-0.14564367581191726
2109-64-0,0.8260997727551471
22457-23-4,0.7952526760929299
541-85-5,1.1866858147583461
14355-07-8,0.05421746271955744
14355-12-5,-0.17631454887310782
10024-78-9,1.0372160935211285
32838-28-1,0.8761672263877988
57-33-0,0.10664552534954294
71-73-8,0.20190089940912972
871-22-7,1.0301301450905636
29122-60-9,0.358169827057965
7286-69-3,0.25903593478408277
98886-44-3,0.007653559862391756
125-64-4,0.4372779807034145
730-07-4,0.5589919286850996
33499-11-5,0.5260099054342366
110429-62-4,0.3330909808347745
67050-64-0,0.28578551403655106
54-05-7,0.37619328783103184
1094-08-2,0.37246605135170646
30238-41-6,0.5561089626345093
64241-34-5,0.45811080023002054
33499-13-7,0.6353024035403627
63867-07-2,0.8342150298908029
4630-95-9,0.5623546167505808
66968-39-6,0.24382532257463727
105-57-7,1.2164389700384157
87820-88-0,0.4334510691360174
103890-78-4,0.5813514348007158
52-60-8,-0.8131686791087069
50765-89-4,-0.07657352557980802
15763-48-1,0.4430323479764059
22609-73-0,0.46661128349153014
88045-99-2,0.7077887376773216
17702-79-3,-0.2850863589249295
137-58-6,0.4983235285162189
333-40-4,-0.5761489286296467
31775-20-9,0.4399624874554191
105779-78-0,0.3613223589853644
23191-75-5,0.43284157771518644
88045-98-1,0.6616172331505273
57470-78-7,0.4796976812559767
68227-46-3,0.418340567874728
5221-49-8,-0.6138783919923165
21409-78-9,-0.5313565375088063
40374-14-9,0.08355203049639304
29232-93-7,-0.03439802052324449
13171-21-6,-0.180173098187292
73521-00-3,-0.14003963222010732
73512-92-2,-0.19747707553906407
73520-99-7,-0.09077288943968917
128606-48-4,-0.6086266834512266
57846-34-1,-0.37570764809320645
74639-40-0,0.13503712081204203
1716-09-2,-0.5861350892671616
14143-09-0,-0.9021868948524003
10097-26-4,1.251986437634881
105-16-8,0.981398706182677
1918-08-7,0.4198220518581753
14663-66-2,0.11334860297499018
14663-67-3,-0.11963513099034816
10137-90-3,1.073671949596887
78193-97-2,0.5251599373214089
58458-55-2,0.7626919667997458
103-09-3,1.2494099622189523
23947-60-6,0.6132791938647084
6946-94-7,0.9334757338458042
274671-61-3,0.5410316794778637
2728-05-4,0.7247065657295686
134-62-3,0.685135586011263
52406-01-6,-0.0693647870404614
953-32-2,-0.5942633006139092
60090-47-3,0.6892953949893889
15386-51-3,0.4537863602153457
2728-04-3,0.5746369074402694
299-45-6,-0.8933819223874234
2425-15-2,-0.8131458598527977
51356-23-1,-1.2240700780064782
51356-21-9,-0.49931295385385654
3099-88-5,-0.48061350640243755
1942-78-5,-0.4478406557446021
108-35-0,-0.6829643779132795
15421-84-8,0.3806316095287106
51356-11-7,-1.3387333986530714
51356-09-3,-0.812857376033487
22439-40-3,-0.7437347271027865
5633-16-9,0.3311578622267623
26662-09-9,-0.9066174717207597
63979-26-0,0.420932518685368
2544-52-7,-1.172146390140031
120-95-6,0.66151637900137
51959-14-9,0.5613141731188346
79-74-3,0.654510942183454
10508-09-5,0.7279950137424053
329-21-5,-0.6327697137634957
7795-74-6,-0.8113106973280328
69784-43-6,-0.31245987763706284
55285-14-8,-0.7637053122249227
3489-84-7,0.4488935879362485
3734-95-0,-0.8620336845878162
129927-33-9,0.45158522037118487
72590-77-3,0.4259405539894942
13472-08-7,0.5426601879170712
78-66-0,0.7747380137509182
1338-23-4,1.0716118523352638
154619-86-0,-1.0151092456239672
154619-76-8,-1.021375271886972
4268-36-4,0.6712318011954644
5340-36-3,0.8888833545328955
33236-05-4,0.12716663254098567
33210-49-0,0.15222218729747353
17091-21-3,1.0312089364025743
82560-06-3,0.7105056997321464
77-74-7,1.1370736512501216
55937-99-0,0.6971427025524097
1081-95-4,-1.0707683437641444
103446-98-6,0.42945260933820667
30087-47-9,0.16660544987202014
40373-31-7,-0.2503732258430937
2631-26-7,0.0004774028798231904
3772-48-3,-1.0920006947573022
1474-80-2,-0.6272634631252486
28616-48-0,-0.4137152821267008
55769-64-7,0.3031273101018472
89591-51-5,0.29386870187891445
63580-68-7,-1.2893721423666864
60244-63-5,-0.3835528702799532
60244-60-2,-0.6376677994839135
63039-90-7,0.2255268670660496
18886-42-5,0.5121797748764719
37686-84-3,0.02103495270687745
63717-17-9,-0.6419099844456903
57647-36-6,0.4180931923951999
104907-82-6,0.5739152372936563
76597-98-3,0.4072058125139713
513-10-0,-1.240194000217246
107-64-2,0.29366290714947724
68391-05-9,0.3341764316132168
7173-51-5,0.2966033898596062
37335-68-5,0.40837042524200806
124-03-8,0.37522992406098515
6458-13-5,0.40598665919815663
70206-24-5,0.5002139041590112
53-46-3,0.24480055755185173
50-10-2,0.36711964263730884
24789-78-4,0.321785850714553
3700-98-9,0.05138326677618266
3700-97-8,0.01819774077562214
63917-07-7,-0.620242794696522
38260-54-7,0.052275211183456814
2830-87-7,0.11140780400869052
21410-51-5,-0.040742727663670104
1634-78-2,-0.14437252844536896
121-75-5,0.06793180367912623
18300-07-7,-0.45753683523338984
3344-12-5,0.04715042641400034
51012-33-0,0.37225748143754567
4104-03-4,-0.4961582356206116
15972-60-8,0.7338437657665161
117666-91-8,0.5872102833463393
117683-18-8,0.41042547912292404
90220-16-9,-0.7591539233114752
673-04-1,0.6295788948490881
64-96-0,0.27081259231727467
109410-00-6,0.22355989129137488
364-62-5,0.3917517273158399
4093-35-0,0.4054408015501177
19351-21-4,0.39641630180596243
304-84-7,0.761842558514862
19351-20-3,0.5339432378850587
55619-22-2,0.3445541410481102
919-53-9,-0.8694409989482634
90245-33-3,-0.6752439434790851
22082-34-4,-0.5116402732337786
78-62-6,1.0714575667647426
1067-99-8,0.9586753767072805
999-34-8,0.37465502546686125
90220-14-7,-0.4723858875256944
996-04-3,-0.4463257929488449
996-05-4,-0.5445676377978999
63906-39-8,-0.210917106873773
32744-43-7,-0.6069649537385451
7292-16-2,-0.3567213230859333
1014-70-6,0.5898920974903611
21923-23-9,-0.7018860829851166
2404-05-9,-0.9369633147053837
51528-03-1,0.4769517202227845
3254-62-4,-0.7922504082860969
115-90-2,-0.8448262826007995
6587-45-7,-0.7682320221254832
6132-17-8,-0.8453955672740864
101526-62-9,0.6257881156159912
109-66-0,1.2335406967479783
110-54-3,0.9916131722618465
84-76-4,1.7743435286987068
50602-85-2,0.4685861358617063
119-07-3,1.49541395314891
123-79-5,1.13203425650755
1639-66-3,0.9684596359768316
2915-53-9,1.027247406609494
117-84-0,1.7731748371576732
70729-68-9,1.0903904334193069
110-32-7,1.2202773386671295
10058-20-5,1.21476652966392
3006-15-3,0.8528415646086025
84-75-3,1.4603018093672784
2050-92-2,0.8854245862640174
13256-06-9,0.7482087585970254
3913-02-8,1.1263008075144652
17810-51-4,0.04156122282888499
21270-08-6,0.13318766753724723
123-95-5,1.254324439599104
111-92-2,0.7350331303301838
109-46-6,0.6551153647858589
102-83-0,0.6949779698621071
36167-63-2,0.21024292061631908
102-81-8,0.9642924740819862
102207-73-8,0.5520434979272236
119-48-2,0.7799697851387235
51861-34-8,0.6943169033722797
924-16-3,0.8393904737178056
127-59-3,0.5973424214005185
142-96-1,1.2154158987293056
112-48-1,1.2924725742768945
112-98-1,1.1520783009770796
141-17-3,1.2824494781424292
16672-39-2,1.1516853978457873
141-03-7,1.3546307967991875
85-70-1,1.3288651831310474
4056-77-3,0.9116667512031127
84-74-2,1.371447804182634
7483-25-2,1.1642112163159661
4092-75-5,0.5973716504999318
1809-19-4,1.0750582071142305
130525-77-8,0.8789822074761087
2528-36-1,-0.008140823627886368
544-40-1,0.7019935795850983
51-03-6,0.5393946624792766
2430-27-5,0.987018582256052
123-19-3,0.9474661323254364
74550-96-2,0.6640910892286996
106-31-0,1.2763523343991379
132-82-1,1.0278754653703686
105-66-8,1.184780086181169
142-84-7,0.9393844700614002
99247-33-3,0.6793467750497305
52888-80-9,0.8081736743632775
91893-38-8,-0.11602680571734529
57-66-9,0.7005705653072684
925-15-5,1.319913800056164
136-45-8,0.6780289656320252
16066-38-9,0.9064351854580052
104-75-6,0.9531490365396162
10137-80-1,0.7200090984094139
113-48-4,0.6972013174752518
104-76-7,1.1760665290311825
5397-31-9,1.044641382684498
10213-75-9,1.082059416244302
4126-58-3,1.2427800172689965
1559-35-9,1.1454895761061255
2461-15-6,1.0225057817040402
103-44-6,1.0867472389056374
21270-19-9,0.10687767926753512
17751-71-2,-0.1542329177689645
17751-73-4,-0.1642231538251739
17751-72-3,0.008549193243474546
17810-52-5,-0.0013507656813336677
17751-68-7,0.0466584458375949
21270-00-8,0.2079529839025068
21270-16-6,0.015433509538761487
21270-12-2,0.02244232183682125
21270-02-0,0.10132089191351747
21270-03-1,0.15885853100748487
1928-43-4,0.3422313422638759
1928-47-8,0.3818677475677872
7659-86-1,1.1825082817065709
103-11-7,1.0686309943310066
5444-75-7,0.9967602626572918
4376-20-9,1.0817403359907778
18750-05-5,0.963262485914805
4248-21-9,1.1694892581501415
24468-13-1,0.976227654838326
68037-57-0,1.017026017623804
1070-03-7,0.9184358383410474
126-92-1,0.9624551662264563
123-04-6,0.8129534133480907
63834-30-0,0.9120795046001131
149-57-5,1.130718101308141
94-04-2,0.9384458430877316
589-82-2,1.1583708170737645
10138-47-3,1.1018304732965234
10138-87-1,1.1275111534670466
94-96-2,1.1277736824721043
10140-93-9,0.64476426053833
7492-37-7,0.6992285285618826
106-35-4,1.0839995358611325
645-62-5,0.8295485653784981
5309-52-4,1.0519768515744923
6187-24-2,1.0669435981184665
1471-51-8,0.8329755993123233
126-93-2,0.7390512834679465
13360-63-9,0.8331519801050431
1861-40-1,0.42043390950766174
91893-68-4,-0.16246806184501358
68439-49-6,1.1500263444827976
15523-43-0,1.0786344509983743
628-81-9,1.2323821975894373
4413-13-2,1.3124135149535157
33236-04-3,0.3803248619498042
106-32-1,1.3118027100031115
79714-31-1,0.5191488626086542
3570-46-5,0.4110107779674557
64058-22-6,-0.05603080704292335
105-54-4,1.251247103590117
101205-02-1,0.31900516649124144
40626-35-5,-0.3534058061513008
89784-60-1,-0.34524764558537907
38527-91-2,-0.26277570172147285
38524-82-2,-0.18528097107795533
34643-46-4,-0.414776965994575
24017-17-2,-0.7127483857592003
18596-67-3,-0.3277348504062663
617-79-8,1.0271833756061586
97-95-0,1.2280284887203927
10232-91-4,1.0875242124919928
10213-74-8,1.1508602526908966
4468-93-3,1.1341322550773556
63907-07-3,0.553143708836739
3953-10-4,0.8726084757441726
97-96-1,1.0669201570694675
19962-50-6,0.5483069853040957
88-09-5,1.0512226898741555
4189-10-0,0.8145601571119919
584-02-1,1.035201434878847
101952-86-7,0.44363531333375084
96-22-0,1.0775278226900953
72-56-0,0.4728909192733203
579-66-8,0.7528829246696492
38725-95-0,0.6999922394032826
522-40-7,0.4698658300931355
123-62-6,1.2082425699152577
5837-63-8,1.0372150637614987
41340-25-4,0.4152760547977208
136572-09-3,0.021752965181136848
105-37-3,1.206860922220335
512-48-1,0.7917887105335322
702-54-5,0.48065327572249905
1085-91-2,0.5039218030836518
77-04-3,0.583303298279521
80733-97-7,0.4644598513036384
23192-94-1,0.5314580580853241
99233-24-6,0.5061230920776016
33236-13-4,0.3668211862711727
109-89-7,0.9380726332030017
105-55-5,0.5725867985765055
122-34-9,0.45529490268562395
104-78-9,0.8390238294482175
17074-44-1,-0.3088985856041345
27312-93-2,0.2568099956547518
6009-67-2,0.43154482454770565
100-36-7,0.6799109808802943
3105-97-3,0.3882871605667509
17074-42-9,-0.2538970470791503
51-06-9,0.5041742078576077
23205-22-3,0.3024502098094191
34341-24-7,0.46161361927332406
100-37-8,1.0263907095662643
63883-13-6,0.06037282573043917
53421-38-8,0.3034215059898439
911-45-5,0.38972820613028547
2192-21-4,0.544621238528515
2426-54-2,0.7760502963326212
31329-57-4,0.2865381263496057
34580-71-7,0.19060203764606998
1641-74-3,0.5626595400845245
2597-09-3,0.5007135307865883
57-37-4,0.6304438780328901
13352-70-0,0.32342753881875863
3735-90-8,0.3354528863608829
3010-02-4,0.8117190518212278
102394-31-0,0.3227374638252266
67367-65-1,0.4975329279901372
2431-96-1,0.8494455107384922
2315-36-8,0.7593831561704121
120-21-8,0.37385839777270835
2198-58-5,0.6075408319612855
5123-63-7,0.6337206763960672
17754-90-4,0.4295653467345309
25953-06-4,0.6106173043093149
1696-17-9,0.7388432595854424
19311-91-2,0.6730290385228243
63886-92-0,0.4639138315705069
63887-51-4,0.5936373718348077
32773-96-9,0.5694227973865617
101152-94-7,0.48699370092808975
14052-72-3,0.3386720761278361
28249-77-6,0.5228348902423049
95-06-7,0.5388067377609547
95-30-7,0.3953251855118996
1331-27-7,0.929698886319084
13056-98-9,0.4814078669239098
21600-43-1,0.4182702903643989
55-18-5,0.6162459097669315
6794-94-1,0.8343350034687942
1709-50-8,0.7077494073297809
36014-71-8,-1.0796670198631664
1050-48-2,0.34161552617647156
60-29-7,1.2127006627388774
629-14-1,1.288723874688365
112-36-7,1.2467761237562678
763-69-9,1.1430060309647214
110-40-7,1.2503004633839438
123-25-1,1.1937973387379743
27292-19-9,0.5654798789260106
22125-35-5,0.541143396092119
59894-95-0,0.27033030079295306
73090-70-7,0.5899277054266435
98318-25-3,0.5663674266170564
84-66-2,1.1194190502851256
1609-47-8,1.001023143022673
502-55-6,0.05346822139732661
1851-77-0,0.12842763803032203
1851-71-4,0.12642595476370722
6485-91-2,0.9527194352267931
762-04-9,0.9869478321320686
999-01-9,0.737613405449334
10419-79-1,-0.28336017946842396
75889-62-2,-0.14136665225147096
679-36-7,-0.32444780826880787
21548-32-3,-0.473635498589024
333-29-9,-0.5553698394953163
1516-67-2,-0.40342388331471146
5131-24-8,-0.4876920688909743
64050-52-8,-0.31916666162766455
311-47-7,-0.4152803902065365
38331-02-1,-0.8765955434599094
14984-58-8,-1.1133205536859565
311-45-5,-0.9295825175246234
897-83-6,-0.8593151522324938
2701-86-2,-0.49728324790728723
33399-00-7,-0.5972322256531554
2667-41-6,-0.6568228521059719
60971-95-1,-0.5736346455236806
5598-15-2,-0.5326538367605601
1491-41-4,-0.3557821548936096
16499-75-5,-1.2058264204515474
3734-92-7,-0.9497059028980933
51376-77-3,-1.338393928991652
14734-96-4,-0.8540466799169145
1885-95-6,-0.7171282877346746
1885-98-9,-0.5934513074382131
5954-10-9,-0.8053453343047542
54593-83-8,-0.7107877956623204
33841-12-2,-0.6991656772014414
3735-01-1,-0.8254867521893596
84197-34-2,-0.9163872531625668
84197-35-3,-1.0436841193662711
39624-86-7,-0.6870721066588719
29689-00-7,-0.8681110587478338
6012-87-9,-0.7287763289894964
97-17-6,-0.9058442027266842
1224-63-1,-0.6786755724008506
4824-78-6,-0.6902671216451579
7533-79-1,-0.7868514925633384
4935-28-8,-0.4851379610659237
297-97-2,-0.8753740175288132
13593-03-8,-0.7751722322551092
18854-01-8,-0.6789799221487333
2921-88-2,-0.6121595403927486
24017-47-8,-0.629978663152616
14816-18-3,-0.5863335708973538
2668-92-0,-0.3795589050762469
16500-53-1,-1.0434391920977932
13286-40-3,-0.7413277314892536
2047-14-5,-0.48298491969238694
35461-10-0,-0.760866321534848
16231-76-8,-0.5340262650492301
30725-71-4,-0.5524260361542305
2310-17-0,-0.559720232623649
6119-96-6,-0.7608614845664018
51356-06-0,-0.9312311575783159
51356-15-1,-0.6248827445835946
51442-10-5,-0.5665394405002565
25923-97-1,-0.9840850472858377
3152-41-8,-0.910967386817408
2275-14-1,-0.7603471066423559
24934-91-6,-0.7164734436003684
6436-05-1,-0.5850511315734847
41219-31-2,-0.5042860942479048
3659-04-9,-0.8258148097033572
10312-20-6,-0.44863400152917504
38188-83-9,-0.5691121288948555
5823-20-1,-0.6881955209769482
973-28-4,-0.7525199551633409
4681-36-1,-0.4414830817026146
63716-53-0,-0.7240881451366026
64-67-5,0.8322787611692475
7305-61-5,0.33444888969656983
7776-66-1,0.06059156000540443
944-21-8,-0.40299314524422214
62421-46-9,-0.4807326994717209
1497-39-8,-0.921199523295264
3563-52-8,-0.6363711589392608
1593-27-7,-0.6149516053940216
7260-35-7,-0.6754089054329622
327-98-0,-0.465205803757742
24017-24-1,-0.7506064477658418
18596-51-5,-0.4911108205684231
63869-31-8,-0.5034622718325579
597-88-6,-0.6417911081427475
352-93-2,0.8348861225255012
18771-38-5,0.4421083679082028
34491-12-8,-0.07901947265622195
110-81-6,0.5649597726871345
70-29-1,0.9091648770467006
59865-13-3,0.05569056603129236
17013-35-3,0.2631362173282401
94-86-0,0.7508412217672994
1264-72-8,-0.08391526502604967
108050-54-0,0.03867260146453549
80214-83-1,0.008328452132610091
81103-11-9,0.026984109211862128
6683-17-6,-0.5430419092289558
4147-51-7,0.609550704779778
7087-68-5,0.8789595374378513
5827-05-4,-0.4630017219068594
642-15-9,0.23574611920077038
1331-50-6,1.0390545216944493
131929-60-7,0.07414052545363822
75443-99-1,-0.04284127149466181
2964-06-9,0.183888449205143
973-21-7,-0.009786634457540808
54767-75-8,0.5020749157561788
121158-58-5,0.7264762389427091
34264-24-9,0.32938449243075646
31218-83-4,-0.04031346363762946
34381-68-5,0.6233869309506728
33857-23-7,-0.1896238511284484
78193-95-0,0.5716581057189088
108419-32-5,1.157224752418973
26748-41-4,0.8324731095675898
82560-54-1,-0.6647893931406248
33236-08-7,0.2670636416448075
26685-57-4,0.3304857182237046
78-44-4,0.6482379212701304
115767-74-3,0.31231642886757666
51893-82-4,-0.30598035351058256
1610-17-9,0.6322314016954397
3853-74-5,-0.37686017577823056
834-12-8,0.7115512809030309
55837-18-8,0.6882980501730123
57-43-2,0.31144416394790886
64-43-7,0.3283321954504256
37205-87-1,0.8333085904967595
16537-52-3,-0.8250775981795916
24838-84-4,-0.37498564730544165
21270-25-7,0.05387168478272194
21270-04-2,0.22658296791321259
97683-31-3,0.572065708146771
1912-24-9,0.5578138529263129
3733-84-4,-0.06754721645491117
51162-51-7,-0.0021121757215621204
328-04-1,-0.2078899367910847
29911-28-2,1.0661985686960653
91315-15-0,0.7738238409465376
10031-58-0,0.5326233085229518
477-32-7,0.3485393576769341
1020-35-5,-0.07541017530055219
5633-25-0,0.342811712605022
43033-72-3,0.22749320046606825
51218-45-2,0.5628132006257598
2307-68-8,0.6437313532219341
37172-05-7,0.7184237651503809
7319-47-3,0.5581039563034252
314-40-9,0.6994840238592124
105-46-4,1.2163947602874008
50602-40-9,0.6185562335881519
5787-73-5,0.8545276630090506
2282-34-0,-0.18587644673570972
2917-19-3,-0.013634790070719808
3766-81-2,-0.10408860163840486
1225-25-8,0.2753126283944255
27778-78-5,0.325960094356684
27684-90-8,0.099220831707763
35384-89-5,0.29997987404218723
24729-96-2,0.33414621461259364
561-78-4,0.284324997355626
30238-40-5,0.6345889129342103
89396-94-1,0.524046896775525
64050-87-9,0.6186858120092983
3614-30-0,0.4332800946654733
2753-45-9,0.31566503822433484
79985-89-0,0.10227465417316473
82586-52-5,0.4019878783674273
22791-12-4,-0.12483318886559423
70667-26-4,0.4296217122051118
7789-99-3,0.8369575202543845
106463-17-6,0.2930019793215564
57558-46-0,0.3073472711762442
33054-87-4,0.5279133579942636
5389-12-8,-0.08489094271203468
105-30-6,1.1672389406080117
42615-29-2,0.6971298041661165
97-61-0,1.0990563846302919
76-73-3,0.13094881539785322
