CASRN,LD50_knn_mordred
27684-92-0,0.260188758423417
26259-45-0,0.6733689830308681
40618-52-8,-1.0306479240202755
69-05-6,0.6305075513060464
9050-04-8,0.060467319974081675
60735-64-0,0.6764657650966875
24151-93-7,-1.0201882885445934
2109-64-0,0.8443526700074204
22457-23-4,1.1932516731670249
541-85-5,1.1204783352374594
14355-07-8,0.0107520494037862
14355-12-5,-0.3152888663187371
10024-78-9,0.5452625207304582
32838-28-1,1.3888957201156038
57-33-0,-0.19597902926609392
71-73-8,-0.04815072553894881
871-22-7,1.2689213936012016
29122-60-9,0.24584963876623706
7286-69-3,0.7479311665500088
98886-44-3,-1.2459159290941098
125-64-4,0.14696414438931343
730-07-4,0.8914899736485893
33499-11-5,0.6247389580787918
110429-62-4,0.49012949964968977
67050-64-0,0.030178605013774864
54-05-7,0.25660576821134495
1094-08-2,0.12634622446026716
30238-41-6,0.6112547765649209
64241-34-5,0.8858416838513411
33499-13-7,0.67376351466723
63867-07-2,0.8020126357571065
4630-95-9,0.45939986761703416
66968-39-6,-0.19459926582801884
105-57-7,1.3725211146109317
87820-88-0,0.7508536274355255
103890-78-4,0.4457545942940494
52-60-8,-0.6253253253880023
50765-89-4,-0.35942648514129755
15763-48-1,-0.05863030644611287
22609-73-0,0.2721696791529331
88045-99-2,0.7702444571319728
17702-79-3,-0.7556501487533042
137-58-6,0.7545282267034048
333-40-4,-0.7657762175264015
31775-20-9,0.5069079889862786
105779-78-0,0.5183479052341055
23191-75-5,0.840121659834033
88045-98-1,0.6992078794698395
57470-78-7,0.6613435689142027
68227-46-3,0.6189739630136556
5221-49-8,-0.24745041382562552
21409-78-9,-0.36152381280535106
40374-14-9,-0.6843468098929627
29232-93-7,-0.49078661824007846
13171-21-6,-1.6154653555558431
73521-00-3,-0.21737081227390417
73512-92-2,-0.27885438883578806
73520-99-7,-0.19218939778921426
128606-48-4,-0.534756843988509
57846-34-1,-0.5113029249788316
74639-40-0,0.635240273531494
1716-09-2,-0.6219703740283388
14143-09-0,-1.4599723115857344
10097-26-4,1.2296889479234154
105-16-8,1.095589906274134
1918-08-7,-0.06716687341626221
14663-66-2,-0.7075726102176669
14663-67-3,-0.7262030656253657
10137-90-3,1.1048738199802663
78193-97-2,0.7925644226898617
58458-55-2,0.8772849938579751
103-09-3,1.5542851233441546
23947-60-6,0.15627875900178306
6946-94-7,1.595058072690299
274671-61-3,0.6071123123439864
2728-05-4,0.9042816307193271
134-62-3,0.843529132181743
52406-01-6,0.15620825465477567
953-32-2,-1.1168438931584257
60090-47-3,0.7472263601398796
15386-51-3,0.39450232681288927
2728-04-3,0.8868295675144363
299-45-6,-0.914163622419005
2425-15-2,-0.9310487548230617
51356-23-1,-1.113814811277962
51356-21-9,-0.7935131549356078
3099-88-5,-0.4549270232011885
1942-78-5,-0.72383212082735
108-35-0,-0.7734743061846585
15421-84-8,-0.22122109202082837
51356-11-7,-1.4967347581034145
51356-09-3,-1.0197216822492468
22439-40-3,-0.8351494662623865
5633-16-9,0.3097603040258919
26662-09-9,-1.208730325800644
63979-26-0,0.5950391687844525
2544-52-7,-1.6591994969077044
120-95-6,0.9616584710793589
51959-14-9,0.5659470568859898
79-74-3,0.8744814455855239
10508-09-5,1.1949157930421783
329-21-5,-0.46389922920460247
7795-74-6,-0.1296186743304383
69784-43-6,-0.8734249244331709
55285-14-8,-0.8433706643465616
3489-84-7,0.8807163602824055
3734-95-0,-0.6649741788188969
129927-33-9,0.3252387196886026
72590-77-3,0.0948914674984014
13472-08-7,0.6603632429882248
78-66-0,1.2244074521495465
1338-23-4,1.1083049797102709
154619-86-0,-1.3391344916899777
154619-76-8,-1.2606655469460508
4268-36-4,0.8547677213846258
5340-36-3,1.2530827432720621
33236-05-4,0.14562343045945614
33210-49-0,0.0603151147842567
17091-21-3,0.6985379136085273
82560-06-3,0.6146037503121209
77-74-7,1.261678932380398
55937-99-0,0.7800191522990064
1081-95-4,-1.6264077222105267
103446-98-6,0.22033805037400883
30087-47-9,-0.16775265597460573
40373-31-7,-0.7797069523882673
2631-26-7,-0.3253402192220347
3772-48-3,-1.7817373268208463
1474-80-2,-0.8314867566953769
28616-48-0,-0.9173564985121753
55769-64-7,0.5269889032415659
89591-51-5,0.6819823727721153
63580-68-7,-1.6121498653169088
60244-63-5,-1.486531828738915
60244-60-2,-0.5055426544477283
63039-90-7,-0.10805618550117956
18886-42-5,0.004780765766973321
37686-84-3,-0.19743994651895627
63717-17-9,-0.18933513353263545
57647-36-6,0.41582038314907543
104907-82-6,0.5477241959950395
76597-98-3,0.48311637530469925
513-10-0,-0.8564305195611022
107-64-2,0.5572857432151138
68391-05-9,0.46447361764247846
7173-51-5,0.4778414245179764
37335-68-5,0.10307530767453878
124-03-8,0.292537534809666
6458-13-5,0.47233117563801225
70206-24-5,0.9414723487754804
53-46-3,0.12610690280203526
50-10-2,0.3299926368893364
24789-78-4,0.46891138114351166
3700-98-9,-0.2919145794793538
3700-97-8,-0.19633205216893093
63917-07-7,0.06316983662848356
38260-54-7,-0.7624844865256963
2830-87-7,-0.28742686892147895
21410-51-5,-1.3852593854452204
1634-78-2,-0.2361494293940904
121-75-5,-0.07571688744826985
18300-07-7,-1.4242415184315456
3344-12-5,0.06578257227384021
51012-33-0,0.5223920292224138
4104-03-4,-1.4835825991678424
15972-60-8,0.7987521543795236
117666-91-8,0.7533555825894739
117683-18-8,0.7493348749141058
90220-16-9,-1.067549353021276
673-04-1,0.7338472261141891
64-96-0,0.25054242266229804
109410-00-6,0.08465181277386893
364-62-5,0.6448482261540249
4093-35-0,0.4262710836038677
19351-21-4,0.29189174751708363
304-84-7,0.7128878614346864
19351-20-3,0.4116103684762836
55619-22-2,0.8990676736306649
919-53-9,-0.4916098010911613
90245-33-3,-1.1788419761038473
22082-34-4,-0.8655699645830541
78-62-6,1.0855739080771472
1067-99-8,1.168500332817987
999-34-8,0.04432012472591173
90220-14-7,-1.3819637533992417
996-04-3,-1.3368000215220808
996-05-4,-0.9442954971898758
63906-39-8,-1.5968973969789126
32744-43-7,-0.009159883615975523
7292-16-2,-0.39166851267210473
1014-70-6,0.7814079292012283
21923-23-9,-0.8806585554695412
2404-05-9,-0.34269869793232877
51528-03-1,0.4100192108038644
3254-62-4,-1.0881324818586628
115-90-2,-1.0255356772642084
6587-45-7,-1.233650216802593
6132-17-8,-1.2507344146378045
101526-62-9,0.654689622414463
109-66-0,1.9217773693042126
110-54-3,1.1716788430862908
84-76-4,2.004242967512237
50602-85-2,0.8859797538723938
119-07-3,0.7547268667333673
123-79-5,1.576944793699645
1639-66-3,1.0554590084409392
2915-53-9,1.4753540690472908
117-84-0,1.8385734456142784
70729-68-9,1.2281794743648453
110-32-7,1.3107725916714628
10058-20-5,1.2910829104881827
3006-15-3,0.82069367952574
84-75-3,1.4581971632242452
2050-92-2,0.5265154948600992
13256-06-9,1.0217827007596023
3913-02-8,1.4081298517944234
17810-51-4,-0.15762548521103487
21270-08-6,-0.17619715234871727
123-95-5,1.2488332536532893
111-92-2,0.5966843889939545
109-46-6,0.6419079930774152
102-83-0,0.4480578171925801
36167-63-2,0.12304719076138924
102-81-8,1.1914584086579254
102207-73-8,0.9960156184734017
119-48-2,1.0350059710809891
51861-34-8,0.8999814445401311
924-16-3,0.8053715864840211
127-59-3,0.9027919727250865
142-96-1,1.0883478260929857
112-48-1,1.3400518273633348
112-98-1,1.3837472146712777
141-17-3,1.3436426713897567
16672-39-2,1.553739297046003
141-03-7,1.5336587480231374
85-70-1,1.3512259699262585
4056-77-3,1.3639808660848696
84-74-2,1.4122138643697517
7483-25-2,1.2157843782604807
4092-75-5,0.17552834566463696
1809-19-4,1.0081184708425084
130525-77-8,1.1373350621449132
2528-36-1,0.4547663769939777
544-40-1,1.223139458408383
51-03-6,0.7666112571683995
2430-27-5,1.1995099547879369
123-19-3,1.1293205698901236
74550-96-2,0.552802920176546
106-31-0,1.6896531327007462
132-82-1,1.33548664991065
105-66-8,1.6421288328531345
142-84-7,0.6121305336444863
99247-33-3,0.8740468824779074
52888-80-9,1.2199721278875482
91893-38-8,-0.30574665759485303
57-66-9,0.7951736867566488
925-15-5,1.6683057231440752
136-45-8,0.948914121034551
16066-38-9,1.2307729450270972
104-75-6,0.6396306466010513
10137-80-1,0.9221153853662057
113-48-4,0.9651978544918057
104-76-7,1.060173698570517
5397-31-9,1.2013728968072732
10213-75-9,1.1511717703377584
4126-58-3,1.4501359443729784
1559-35-9,1.0375273695438778
2461-15-6,1.244581977516898
103-44-6,1.2905094382693298
21270-19-9,-0.13299860674104144
17751-71-2,-0.18289096833923862
17751-73-4,-0.17496863596981269
17751-72-3,-0.1716714371178189
17810-52-5,-0.12156791361704442
17751-68-7,-0.022965266415786164
21270-00-8,-0.1258135524110994
21270-16-6,-0.16023713844230011
21270-12-2,-0.15629990422738313
21270-02-0,-0.11414470425192684
21270-03-1,-0.05860311315799245
1928-43-4,0.29752624046339715
1928-47-8,0.29045638284864045
7659-86-1,0.974069610538519
103-11-7,1.0704101079129025
5444-75-7,1.3506996569438379
4376-20-9,1.4986057897652203
18750-05-5,0.9877321120785714
4248-21-9,1.404101720825932
24468-13-1,1.1862758882602453
68037-57-0,1.3188027886828968
1070-03-7,1.1782905062511242
126-92-1,0.9994200369504874
123-04-6,1.2837352408846772
63834-30-0,1.3647063886324529
149-57-5,1.336788788619324
94-04-2,1.0897269476006104
589-82-2,1.1316086581233578
10138-47-3,1.1634124195165754
10138-87-1,1.1776980259531438
94-96-2,1.2696153319268977
10140-93-9,0.20472094228361845
7492-37-7,1.2059863255557977
106-35-4,1.115222511925693
645-62-5,1.4155644896627633
5309-52-4,1.3257896349398142
6187-24-2,1.5305431151799942
1471-51-8,0.5625710009080774
126-93-2,0.8033968706048891
13360-63-9,0.6195000840084063
1861-40-1,0.3264107758033245
91893-68-4,-0.13866094963015746
68439-49-6,1.372216836545434
15523-43-0,1.2520190373872553
628-81-9,1.3337063350287615
4413-13-2,1.2641767584563959
33236-04-3,-0.02487177693705763
106-32-1,1.4002976192227037
79714-31-1,0.49701166528306984
3570-46-5,0.6388606563462595
64058-22-6,-0.23083949903494738
105-54-4,1.8260555214549854
101205-02-1,0.518001855592392
40626-35-5,-0.5395680152653769
89784-60-1,-0.47977929141524617
38527-91-2,-0.6661307742203858
38524-82-2,-0.6664355284673859
34643-46-4,-0.6323212919113121
24017-17-2,-1.022091514691202
18596-67-3,-0.552981492799815
617-79-8,0.7868030835889382
97-95-0,1.23059094220009
10232-91-4,1.387224318728763
10213-74-8,1.6140602983385972
4468-93-3,1.1025935130697544
63907-07-3,0.6317905978183449
3953-10-4,1.1080679033690028
97-96-1,1.5341406948303482
19962-50-6,0.6794298357916829
88-09-5,1.2686431045921818
4189-10-0,0.8465004610545803
584-02-1,1.3158602557609953
101952-86-7,0.06907029512383944
96-22-0,1.3709546275441795
72-56-0,0.8944188637714264
579-66-8,0.8132922588006805
38725-95-0,0.771402635426941
522-40-7,0.08818115850930784
123-62-6,1.6680774445084925
5837-63-8,1.2010201075257319
41340-25-4,-0.07533192540104082
136572-09-3,0.020693433076504328
105-37-3,1.5906458250288178
512-48-1,0.7550295492257789
702-54-5,-0.40067523129252436
1085-91-2,0.6401479377560583
77-04-3,0.24916684341065037
80733-97-7,0.29546784357698846
23192-94-1,0.3352349636667241
99233-24-6,0.5465980812671429
33236-13-4,0.1196212274437028
109-89-7,0.7714174050025143
105-55-5,0.29527764960841413
122-34-9,0.679655973376502
104-78-9,0.9244089340460712
17074-44-1,-0.4356640217071836
27312-93-2,0.06894149076045299
6009-67-2,0.48202161427436024
100-36-7,0.7713758327023412
3105-97-3,-0.2645608314526633
17074-42-9,-0.43758970427083294
51-06-9,0.5172808445678733
23205-22-3,-0.12386005755495598
34341-24-7,0.19204453240200525
100-37-8,0.9546446215957971
63883-13-6,-0.039616260806060344
53421-38-8,0.20442825063847783
911-45-5,0.54466503026186
2192-21-4,0.3724816947633577
2426-54-2,1.0112149008347504
31329-57-4,0.1062202711710996
34580-71-7,0.45043759574684866
1641-74-3,0.7345816068631745
2597-09-3,0.2384773720046941
57-37-4,0.7117437158261075
13352-70-0,0.07961822020791402
3735-90-8,0.664928758985277
3010-02-4,1.18678555578907
102394-31-0,0.13072285346315754
67367-65-1,0.5322509389510752
2431-96-1,1.1377008188609032
2315-36-8,0.4027480828716533
120-21-8,0.9641583676538218
2198-58-5,0.5136714216522731
5123-63-7,0.5076795747076983
17754-90-4,0.44184545078047077
25953-06-4,0.6973897192815861
1696-17-9,0.9424254922113422
19311-91-2,0.6832895739605664
63886-92-0,0.6342039165146645
63887-51-4,0.8081387947524219
32773-96-9,0.8590171413109169
101152-94-7,0.2499172012335366
14052-72-3,0.4232729710865442
28249-77-6,0.48013081112014494
95-06-7,0.33840471569083524
95-30-7,0.7094628992509966
1331-27-7,1.2108292526550137
13056-98-9,0.20250297988826724
21600-43-1,0.2381838769967957
55-18-5,0.5926430591273087
6794-94-1,0.9486937795216902
1709-50-8,0.7827919523166212
36014-71-8,-1.0810507593427965
1050-48-2,0.4196009449970226
60-29-7,1.34989079546884
629-14-1,1.401507696396997
112-36-7,1.5022171813153216
763-69-9,1.445440666385376
110-40-7,1.5057864452408778
123-25-1,1.5652502277897082
27292-19-9,0.4169923978452669
22125-35-5,0.48759420939459014
59894-95-0,0.3078188597190267
73090-70-7,0.5937829870535408
98318-25-3,0.8029392279563211
84-66-2,0.7991966791437101
1609-47-8,0.9041965528504974
502-55-6,0.1031953627149802
1851-77-0,-0.2701835182170142
1851-71-4,-0.5644678571297838
6485-91-2,1.1033983441014956
762-04-9,0.6831076939800413
999-01-9,-0.13689370055104103
10419-79-1,0.2435520394059769
75889-62-2,0.15213998108679735
679-36-7,-0.1666026398897759
21548-32-3,-1.1042908368670283
333-29-9,-1.5745355760662374
1516-67-2,-0.15772515750002364
5131-24-8,-1.0006000467318288
64050-52-8,-0.5095763742133842
311-47-7,-0.22824994319420205
38331-02-1,-0.548212743665972
14984-58-8,-0.8705079520393377
311-45-5,-1.2605014078290095
897-83-6,-0.8694075371224805
2701-86-2,-0.34204509085872437
33399-00-7,-0.5707697991506359
2667-41-6,-0.45825183630554794
60971-95-1,-0.6775889470375879
5598-15-2,-0.21380502774341234
1491-41-4,-0.08271732049880662
16499-75-5,-0.5740009741486
3734-92-7,-0.6070827788781057
51376-77-3,-1.4930330548913515
14734-96-4,-0.8319162355992781
1885-95-6,-1.2422427163559302
1885-98-9,-1.0726268280483582
5954-10-9,-0.8116798271638529
54593-83-8,-0.5873794673697116
33841-12-2,-0.8708252993272358
3735-01-1,-0.8458853427351666
84197-34-2,-0.9143721546118967
84197-35-3,-1.187015667677452
39624-86-7,-0.9533434947899642
29689-00-7,-1.0930815381382821
6012-87-9,-1.0982226568126068
97-17-6,-0.747219815904909
1224-63-1,-0.8996986923852579
4824-78-6,-0.6429931512486254
7533-79-1,-0.4884475147741902
4935-28-8,-0.898881479592959
297-97-2,-0.789914846819548
13593-03-8,-1.177733853616247
18854-01-8,-0.6585347821349825
2921-88-2,-0.6050779172671464
24017-47-8,-0.6735208377152824
14816-18-3,-0.8532292834196626
2668-92-0,-0.37027374724732826
16500-53-1,-0.7071455433943808
13286-40-3,-1.0079023357116526
2047-14-5,-0.16801124632776068
35461-10-0,-0.7540899008571191
16231-76-8,-0.586675096521874
30725-71-4,-0.6328505265199095
2310-17-0,-0.6581180857298086
6119-96-6,-1.0103121119948155
51356-06-0,-1.0584418732809187
51356-15-1,-0.3467479727539249
51442-10-5,-0.7343008819734631
25923-97-1,-0.9467399262373921
3152-41-8,-0.6599763479016656
2275-14-1,-0.5220511919894718
24934-91-6,-1.0269625377184328
6436-05-1,-1.1674306548238318
41219-31-2,-0.5341059552653892
3659-04-9,-1.2156152771344144
10312-20-6,-0.8807694598521767
38188-83-9,-1.6728387189893563
5823-20-1,-0.6186877737780925
973-28-4,-0.5210838803181935
4681-36-1,-0.3042791925712332
63716-53-0,-0.685269879522532
64-67-5,0.23222066808495664
7305-61-5,0.3152665434674934
7776-66-1,-1.162713693633044
944-21-8,-0.6549594059645772
62421-46-9,-0.8240114045928394
1497-39-8,-1.292481783199383
3563-52-8,-1.073665214055457
1593-27-7,-0.9016494696825967
7260-35-7,-0.8818612861074969
327-98-0,-0.7812953639330456
24017-24-1,-1.0170745736920566
18596-51-5,-0.5741464037055309
63869-31-8,-0.744933600041019
597-88-6,-1.308337377790175
352-93-2,1.2122878634701486
18771-38-5,0.8535039997080571
34491-12-8,-0.9404177236486956
110-81-6,0.6670726289443781
70-29-1,1.5471440271939552
59865-13-3,-0.4086688777062448
17013-35-3,-0.1449932163764523
94-86-0,1.0168477492322645
1264-72-8,-0.08504766331958914
108050-54-0,0.1169468995639514
80214-83-1,-0.11276935953824253
81103-11-9,-0.08546952580764851
6683-17-6,-0.5835087562061522
4147-51-7,0.797944616666461
7087-68-5,0.624598980316289
5827-05-4,-1.9979573884102961
642-15-9,0.595605656776613
1331-50-6,1.285011511475224
131929-60-7,-0.0029071071492223527
75443-99-1,-0.5923636877241761
2964-06-9,-0.25158875319004653
973-21-7,-0.1704046173049137
54767-75-8,0.7742422658339364
121158-58-5,1.1667927656689685
34264-24-9,0.08698645233412414
31218-83-4,-0.9565630246826934
34381-68-5,0.7367201524625011
33857-23-7,-0.9896171867204379
78193-95-0,0.7704954167251306
108419-32-5,1.713375845093446
26748-41-4,1.3866550466474308
82560-54-1,-0.9488641746111707
33236-08-7,0.1701846431822928
26685-57-4,0.29011628738281653
78-44-4,0.5529490438665723
115767-74-3,0.8132997721682267
51893-82-4,-0.9699404326921529
1610-17-9,0.6539673357947303
3853-74-5,-0.6619399743064316
834-12-8,0.7973420968359783
55837-18-8,1.1513543770501178
57-43-2,-0.381478843257953
64-43-7,-0.4141074731958655
37205-87-1,1.0631506978144478
16537-52-3,-1.000003089187089
24838-84-4,-0.6788333278861657
21270-25-7,-0.17323608755916642
21270-04-2,-0.13859516153714216
97683-31-3,1.0616192345682898
1912-24-9,0.6915352663080149
3733-84-4,-0.7405144668168079
51162-51-7,-0.377853353808133
328-04-1,-0.6994422298289258
29911-28-2,1.2200561481627996
91315-15-0,0.9514474924416988
10031-58-0,0.5249274331577456
477-32-7,0.2402109318424926
1020-35-5,-0.08598202946945771
5633-25-0,-0.06021990181807515
43033-72-3,-0.08500193733993609
51218-45-2,0.707104359312254
2307-68-8,0.4386406004785167
37172-05-7,1.2258041801227244
7319-47-3,0.535168725715348
314-40-9,0.31677520897017125
105-46-4,1.9234282823034625
50602-40-9,0.6765263718395809
5787-73-5,0.5468430768299369
2282-34-0,-0.07232934872827966
2917-19-3,-0.37081522701023006
3766-81-2,-0.12824835722796782
1225-25-8,0.5302698636340987
27778-78-5,0.30896331746423794
27684-90-8,0.29572779603445415
35384-89-5,0.42970561499888443
24729-96-2,0.45632254989308046
561-78-4,0.01670761611682017
30238-40-5,0.6827061030284224
89396-94-1,0.7036548044328298
64050-87-9,0.7867559180131346
3614-30-0,0.41956840123928485
2753-45-9,0.3448781665860183
79985-89-0,-0.2637858593003525
82586-52-5,0.5408638205412132
22791-12-4,-0.41860328729207
70667-26-4,0.4728882348501041
7789-99-3,1.71394682661081
106463-17-6,0.33268217281607015
57558-46-0,0.36082193046640804
33054-87-4,0.5241412870352665
5389-12-8,-0.2777005338274473
105-30-6,1.3037487664965772
42615-29-2,1.1310515857519579
