CASRN,Toxic_svm_mordred-0,Toxic_svm_mordred-1
3689-24-5,0.106683594657082,0.893316405342918
563-12-2,0.09441450815703076,0.9055854918429692
6926-73-4,0.15230649500004573,0.8476935049999543
78-07-9,0.8736017800992443,0.1263982199007558
20395-17-9,0.08517714790728195,0.9148228520927179
18300-10-2,0.3152127137577853,0.6847872862422149
2667-40-5,0.17345422719888412,0.8265457728011159
55134-13-9,0.5144156909513158,0.4855843090486841
33446-90-1,0.7941456799283697,0.20585432007163046
17980-47-1,0.9265129864563831,0.07348701354361682
27879-29-4,0.17656680854952572,0.8234331914504743
35435-21-3,0.9447990178526536,0.0552009821473463
55934-93-5,0.8463214073572906,0.15367859264270933
52030-05-4,0.6652450924473613,0.33475490755263865
74051-80-2,0.6572893819259309,0.34271061807406905
2224-33-1,0.6342387493631266,0.3657612506368733
34036-80-1,0.7746645798572698,0.22533542014273034
6104-58-1,0.7267789852717289,0.27322101472827115
77-90-7,0.8945342420210636,0.10546575797893647
21327-31-1,0.06608600131028255,0.9339139986897177
5826-91-5,0.0790156478700101,0.9209843521299901
22787-59-3,0.12334940184543951,0.8766505981545606
22787-58-2,0.0442939448942199,0.9557060551057802
5675-57-0,0.1848465205991541,0.815153479400846
3730-54-9,0.2452123498399336,0.7547876501600665
655-35-6,0.33424790335847854,0.6657520966415214
77-89-4,0.8882008217222154,0.1117991782777845
24748-23-0,0.06999247841291689,0.9300075215870832
70833-40-8,0.778710952963775,0.22128904703622498
14504-73-5,0.10277131021481399,0.8972286897851861
67239-04-7,0.9480867891341305,0.051913210865869495
2595-54-2,0.047887757246292316,0.9521122427537078
5137-55-3,0.2955867184364037,0.7044132815635965
1421-14-3,0.5320435088017289,0.46795649119827115
2031-67-6,0.8351147711382894,0.16488522886171061
64036-99-3,0.10871588521327363,0.8912841147867264
26523-78-4,0.9766472954227778,0.02335270457722214
68814-95-9,0.49380226572709646,0.5061977342729036
538-23-8,0.9522211227345243,0.04777887726547573
68130-53-0,0.9555322724489742,0.044467727551025786
2528-38-3,0.7042855554216418,0.29571444457835816
5343-44-2,0.8457515896850674,0.15424841031493278
5831-80-1,0.8624149479335242,0.13758505206647575
51249-05-9,0.27970053955763324,0.7202994604423665
102-85-2,0.6599817466521714,0.34001825334782854
126-73-8,0.6508108105424061,0.349189189457594
998-40-3,0.6306823267671421,0.36931767323285797
115-78-6,0.18119877841088028,0.8188012215891197
33060-84-3,0.23046078175881685,0.7695392182411832
150-50-5,0.2005637338091337,0.7994362661908664
78-48-8,0.17522334804408327,0.8247766519559167
60-01-5,0.828437036423222,0.1715629635767779
74125-01-2,0.11034325603241495,0.8896567439675851
1496-94-2,0.6545945487299386,0.3454054512700614
21270-07-5,0.22971183113213822,0.7702881688678617
29806-73-3,0.9224583828730026,0.07754161712699739
7346-61-4,0.713684075638539,0.2863159243614609
59130-69-7,0.9183568091232197,0.08164319087678013
63907-12-0,0.7909448805428537,0.20905511945714608
1114-71-2,0.2993811040530762,0.7006188959469241
64058-98-6,0.12452135360405236,0.8754786463959477
64059-01-4,0.18556749004123044,0.8144325099587697
13194-48-4,0.06587895313209492,0.934121046867905
2511-15-1,0.19391898767074472,0.8060810123292553
90220-15-8,0.19923122340084815,0.8007687765991517
759-94-4,0.17156077937646766,0.8284392206235325
23184-66-9,0.20354854275753603,0.7964514572424639
51218-49-6,0.18472579132765563,0.8152742086723447
109965-82-4,0.06062416811382515,0.9393758318861746
20954-13-6,0.4818760796293474,0.5181239203706527
102579-43-1,0.4429705259171125,0.5570294740828875
168152-77-0,0.1975397817562094,0.8024602182437907
168152-89-4,0.20911486951645705,0.790885130483543
92953-10-1,0.20933885719742015,0.7906611428025797
17088-72-1,0.18274838993911882,0.817251610060881
60763-41-9,0.7586149913918582,0.2413850086081418
35850-79-4,0.6966904580279649,0.303309541972035
3309-68-0,0.07240681102516174,0.9275931889748382
18109-81-4,0.2925685648711773,0.7074314351288226
52736-14-8,0.9319546552080986,0.06804534479190126
3862-08-6,0.8693940031349993,0.1306059968650009
139-45-7,0.9424457695562778,0.05755423044372205
38727-55-8,0.48963327506149146,0.5103667249385085
80472-88-4,0.19457818447420455,0.8054218155257953
51356-13-9,0.10882068964691356,0.8911793103530864
33210-44-5,0.10133270845424308,0.8986672915457569
33210-40-1,0.09327835567783344,0.9067216443221666
33210-43-4,0.09611541082668705,0.9038845891733128
1912-26-1,0.1658509909137945,0.8341490090862055
7779-27-3,0.09141637586481097,0.908583624135189
78816-48-5,0.5180721334142697,0.48192786658573034
2941-55-1,0.14888905951254716,0.8511109404874527
4740-11-8,0.07025633412589107,0.929743665874109
125-99-5,0.20399993281000203,0.7960000671899979
5957-17-5,0.5056349167278147,0.49436508327218537
2001-81-2,0.16746811123890015,0.8325318887610997
56-37-1,0.12893334972248324,0.8710666502775167
9004-57-3,0.7628554374612956,0.23714456253870433
7789-92-6,0.8798448096904609,0.12015519030953935
10140-99-5,0.36296264332832073,0.6370373566716793
122-51-0,0.6567520403184488,0.343247959681551
63869-26-1,0.04297778869809212,0.9570222113019078
2425-25-4,0.12901814356831787,0.8709818564316821
5823-25-6,0.10600830742596618,0.8939916925740338
919-54-0,0.09251245395948239,0.9074875460405176
1067-47-6,0.8133839215448039,0.18661607845519623
919-30-2,0.6243630788942338,0.37563692110576613
76524-94-2,0.4936875742704673,0.5063124257295327
2602-34-8,0.9224381690067487,0.07756183099325165
14814-09-6,0.661235201768726,0.3387647982312741
34708-08-2,0.5050298491739923,0.49497015082600787
15129-36-9,0.6106034139634057,0.3893965860365943
15267-95-5,0.6431252079626076,0.35687479203739225
122-52-1,0.30669176056520603,0.6933082394347941
78-40-0,0.1777913077485716,0.8222086922514285
78-38-6,0.2915869938285141,0.7084130061714858
126-75-0,0.11662057682281973,0.8833794231771803
298-03-3,0.111079390533181,0.888920609466819
298-04-4,0.09685906116225036,0.9031409388377496
298-02-2,0.10935439781871698,0.8906456021812832
1186-09-0,0.08922103503474368,0.9107789649652562
2524-09-6,0.0636282682540324,0.9363717317459676
2497-07-6,0.1445725206542273,0.8554274793457727
2588-03-6,0.14389995246004988,0.8561000475399503
2496-91-5,0.0852510418721058,0.9147489581278944
4891-54-7,0.09803086118890443,0.9019691388110956
2497-06-5,0.08283756800549415,0.9171624319945058
2511-11-7,0.13460724136212476,0.8653927586378752
2404-78-6,0.06622681224471104,0.933773187755289
688-62-0,0.14701821121419567,0.8529817887858044
1486-39-1,0.07849609606177942,0.9215039039382207
87310-56-3,0.19146834194573706,0.8085316580542631
55881-07-7,0.8179389519131816,0.18206104808681847
2229-55-2,0.9372516504640085,0.06274834953599152
79451-10-8,0.017597601868704075,0.9824023981312957
66996-10-9,0.02170037218311225,0.9782996278168876
30129-29-4,0.7778967119414747,0.22210328805852536
30129-30-7,0.811569527519938,0.18843047248006195
55297-95-5,0.7621561357492922,0.23784386425070767
3004-70-4,0.13183209922762318,0.8681679007723769
53521-41-8,0.6400827526862036,0.3599172473137963
139-88-8,0.7365467697439334,0.2634532302560667
33820-53-0,0.43101240989260914,0.5689875901073911
5892-41-1,0.27229713721895343,0.7277028627810463
1912-25-0,0.22319198981674732,0.7768080101832527
2275-18-5,0.07914962039948752,0.9208503796005124
87130-20-9,0.40404233230447206,0.5959576676955279
63873-23-4,0.07637585675631124,0.9236241432436888
78-52-4,0.10497072657887319,0.8950292734211268
63873-21-2,0.09733493747757577,0.9026650625224242
68649-11-6,0.8362130691686225,0.16378693083137774
63990-57-8,0.5,0.5
26818-53-1,0.2253336475458212,0.7746663524541788
27891-14-1,0.35228876147410254,0.6477112385258976
36756-79-3,0.3650834675622893,0.6349165324377108
19072-57-2,0.08182199945389325,0.9181780005461069
27591-74-8,0.5492195417100141,0.45078045828998586
66734-13-2,0.9140867003246429,0.08591329967535732
5593-20-4,0.8857567904140697,0.11424320958593043
5534-09-8,0.9180741223738981,0.08192587762610197
27778-88-7,0.04390097040487044,0.9560990295951296
27778-86-5,0.0366721913685731,0.9633278086314268
27778-84-3,0.04870229664407834,0.9512977033559216
27778-80-9,0.05685079071811297,0.9431492092818871
27778-82-1,0.03569118215970581,0.9643088178402941
27684-92-0,0.07524299155732615,0.924757008442674
26259-45-0,0.15991083398324338,0.8400891660167565
40618-52-8,0.12395566878613615,0.8760443312138638
69-05-6,0.3335797331091668,0.6664202668908332
9050-04-8,0.1898703538209306,0.8101296461790695
60735-64-0,0.5916885023619288,0.40831149763807123
24151-93-7,0.13258277591415882,0.8674172240858412
2109-64-0,0.5398859607476413,0.46011403925235855
22457-23-4,0.34795655051818686,0.6520434494818133
541-85-5,0.8732098689969577,0.1267901310030424
14355-07-8,0.20282254389361545,0.7971774561063845
10032-15-2,0.925491891598194,0.07450810840180608
14355-12-5,0.20014947951517462,0.7998505204848252
10024-78-9,0.2236423114074777,0.7763576885925221
32838-28-1,0.8094994826159112,0.19050051738408894
57-33-0,0.16129526332318198,0.8387047366768181
71-73-8,0.05977291231339662,0.9402270876866032
871-22-7,0.8609554713564403,0.13904452864355973
105-82-8,0.8379393279532233,0.16206067204677663
29122-60-9,0.06873418517179612,0.931265814828204
186817-80-1,0.9322529137318157,0.06774708626818429
7452-79-1,0.866881986295961,0.13311801370403883
7286-69-3,0.13088537187420357,0.8691146281257964
98886-44-3,0.031137681601466242,0.9688623183985339
125-64-4,0.32128778490051463,0.6787122150994853
82834-16-0,0.9108943177906325,0.08910568220936764
730-07-4,0.5080304844235338,0.491969515576466
33499-11-5,0.6266198867168232,0.37338011328317666
110429-62-4,0.5745589909720138,0.42544100902798637
67050-64-0,0.2881547723041421,0.7118452276958579
54-05-7,0.16444866810739456,0.8355513318926053
1094-08-2,0.19380090698857239,0.8061990930114278
30238-41-6,0.6472282526482869,0.35277174735171307
64241-34-5,0.2423373831242784,0.7576626168757217
33499-13-7,0.6949322400381497,0.3050677599618502
63867-07-2,0.32594778522317425,0.6740522147768259
15299-99-7,0.5860086173808212,0.41399138261917884
4630-95-9,0.22459906590510473,0.7754009340948953
66968-39-6,0.21345283920089353,0.7865471607991066
105-57-7,0.7727961659522105,0.2272038340477897
137658-79-8,0.8906582014875654,0.10934179851243485
7492-66-2,0.9054010612282338,0.09459893877176603
87820-88-0,0.7577663612218712,0.242233638778129
103890-78-4,0.739449528413514,0.2605504715864861
52-60-8,0.10551576736184998,0.89448423263815
50765-73-6,0.13283313442177275,0.8671668655782273
50765-89-4,0.08372000087198089,0.9162799991280192
15763-48-1,0.37416115371404157,0.6258388462859585
22609-73-0,0.42889554706611493,0.5711044529338852
88045-99-2,0.7380290763892381,0.26197092361076163
56358-09-9,0.9336510738470742,0.06634892615292581
17702-79-3,0.12029857471868563,0.8797014252813143
41611-76-1,0.828497100078345,0.17150289992165507
137-58-6,0.3132378473278934,0.6867621526721065
333-40-4,0.1335464392632553,0.8664535607367447
31775-20-9,0.9316278601411211,0.06837213985887902
105779-78-0,0.32331820140638595,0.6766817985936138
23191-75-5,0.41890011528819393,0.581099884711806
88045-98-1,0.8141574122884943,0.18584258771150572
243973-20-8,0.855603491844971,0.14439650815502925
57470-78-7,0.3173135521437492,0.6826864478562505
68227-46-3,0.3636633190165704,0.6363366809834295
5221-49-8,0.027583491422959037,0.9724165085770411
72542-60-0,0.05453600999480194,0.9454639900051982
79438-83-8,0.08852362484774129,0.9114763751522588
21409-78-9,0.05922798130866305,0.9407720186913371
40374-14-9,0.15205160119079889,0.8479483988092011
29232-93-7,0.0405890883297909,0.9594109116702091
13171-21-6,0.07591017279007042,0.9240898272099295
73521-00-3,0.16870101488333455,0.8312989851166656
73512-92-2,0.11027174477948476,0.8897282552205152
73520-99-7,0.07573889083580847,0.9242611091641915
73512-93-3,0.18724707108398592,0.8127529289160141
73512-94-4,0.2871905318158873,0.7128094681841127
128606-48-4,0.07385878942825051,0.9261412105717495
57846-34-1,0.16071312529267184,0.8392868747073283
74639-40-0,0.4710107170335727,0.5289892829664274
1716-09-2,0.07044423518485642,0.9295557648151435
14143-09-0,0.17382011032615483,0.8261798896738453
10097-26-4,0.9331993465605456,0.06680065343945432
688-84-6,0.8998678540344011,0.10013214596559895
105-16-8,0.4437559791936965,0.5562440208063034
1918-08-7,0.3996152255658251,0.6003847744341749
14663-66-2,0.22421606771560312,0.7757839322843968
14663-67-3,0.14225982180576152,0.8577401781942386
10137-90-3,0.864342057573414,0.1356579424265862
78193-97-2,0.19230072422970879,0.8076992757702912
58458-55-2,0.5862826115633243,0.4137173884366755
103-09-3,0.914572246211361,0.08542775378863887
29214-60-6,0.8547199007155938,0.14528009928440627
23947-60-6,0.22731312524056196,0.772686874759438
437717-43-6,0.950321324694985,0.04967867530501495
6946-94-7,0.6808317354674123,0.3191682645325878
1187-74-2,0.896396447575918,0.10360355242408185
274671-61-3,0.30986474093103883,0.6901352590689612
2728-05-4,0.47641896214918145,0.5235810378508186
134-62-3,0.40946554270862706,0.5905344572913728
52406-01-6,0.8417897550338815,0.15821024496611844
953-32-2,0.08579855790157451,0.9142014420984254
60090-47-3,0.3875787030916259,0.6124212969083741
15386-51-3,0.24322640411751265,0.7567735958824874
2728-04-3,0.37950453070841506,0.6204954692915851
56632-42-9,0.24967201087295268,0.7503279891270471
299-45-6,0.09986684728847509,0.900133152711525
2425-15-2,0.04901661461604372,0.9509833853839561
51356-23-1,0.08461028598292406,0.9153897140170761
51356-21-9,0.10453844353567689,0.8954615564643231
3099-88-5,0.07028272335612214,0.9297172766438779
1942-78-5,0.09692860675254043,0.9030713932474597
108-35-0,0.030333948324216025,0.969666051675784
15421-84-8,0.0710943219972275,0.9289056780027725
51356-11-7,0.11834712079039358,0.8816528792096064
51356-09-3,0.08863925561315293,0.9113607443868472
22439-40-3,0.10135092760692095,0.8986490723930791
5633-16-9,0.10888392790058714,0.8911160720994127
26662-09-9,0.06643970116552719,0.9335602988344727
21673-86-9,0.786569337626128,0.21343066237387204
107812-70-4,0.12095453191570286,0.8790454680842973
105435-14-1,0.5196138505729443,0.48038614942705576
63979-26-0,0.1277300014124468,0.8722699985875529
75274-20-3,0.714424096960737,0.28557590303926284
2532-92-5,0.358097615371137,0.641902384628863
2544-52-7,0.06188075384879522,0.9381192461512048
88-24-4,0.8197318940233456,0.18026810597665455
120-95-6,0.38900506557293246,0.6109949344270676
51959-14-9,0.1141335641826174,0.8858664358173826
79-74-3,0.5097635068054421,0.4902364931945578
10508-09-5,0.7774955759729452,0.2225044240270548
118134-30-8,0.7332423812872028,0.2667576187127973
3006-82-4,0.8550082920086269,0.14499170799137281
329-21-5,0.24040347831268727,0.7595965216873128
7795-74-6,0.06424022165992084,0.9357597783400792
69784-43-6,0.16287608165040207,0.837123918349598
55285-14-8,0.11333537096402527,0.8866646290359749
42222-50-4,0.9562666263406471,0.04373337365935287
3489-84-7,0.6427908172362675,0.3572091827637326
919-94-8,0.8193887112484928,0.18061128875150712
3734-95-0,0.09655325134474509,0.903446748655255
129927-33-9,0.1998167779489914,0.8001832220510087
72590-77-3,0.8281926089848191,0.1718073910151809
13472-08-7,0.12689502107246267,0.8731049789275372
78-66-0,0.2420967007956962,0.7579032992043038
1338-23-4,0.6099309582531929,0.3900690417468071
154619-86-0,0.18372616248762905,0.8162738375123709
154619-76-8,0.1443076902819128,0.8556923097180873
82559-96-4,0.6621866218623662,0.3378133781376338
82558-50-7,0.2741409008744507,0.7258590991255492
4268-36-4,0.5339509297033298,0.4660490702966701
5340-36-3,0.7507500990294937,0.24924990097050653
33236-05-4,0.09310007766714577,0.9068999223328541
33210-49-0,0.06548276342132742,0.9345172365786725
17091-21-3,0.4496015023966355,0.5503984976033646
82560-06-3,0.03236933007380311,0.9676306699261968
123199-92-8,0.39246825125854984,0.6075317487414501
77-74-7,0.8022185839310295,0.19778141606897048
1986-53-4,0.8059150657596075,0.19408493424039228
55937-99-0,0.7298870213621164,0.2701129786378836
1081-95-4,0.03878846812783892,0.9612115318721612
103446-98-6,0.3437410467436964,0.6562589532563035
19457-00-2,0.35447192134048366,0.6455280786595164
30087-47-9,0.2639069064218973,0.7360930935781029
40373-31-7,0.09666251710553271,0.9033374828944674
2631-26-7,0.15568991177662908,0.8443100882233708
3772-48-3,0.05044919353805742,0.9495508064619428
1474-80-2,0.03788490917195819,0.9621150908280417
28616-48-0,0.04286917335107112,0.957130826648929
55769-64-7,0.4484274731238916,0.5515725268761085
89591-51-5,0.2813194353911764,0.7186805646088238
63580-68-7,0.06677543765103543,0.9332245623489644
60244-63-5,0.10571975695673821,0.8942802430432619
60244-60-2,0.07194390209789206,0.9280560979021076
7396-58-9,0.34828038202619166,0.6517196179738085
63039-90-7,0.1151351618139049,0.8848648381860951
18886-42-5,0.0957964871509694,0.9042035128490306
37686-84-3,0.040715450094552304,0.9592845499054476
63717-17-9,0.08214212019615183,0.9178578798038483
57647-36-6,0.05270764035948292,0.947292359640517
104907-82-6,0.33821181288511293,0.6617881871148872
80472-86-2,0.12017033597966745,0.8798296640203324
76597-98-3,0.11909731549752256,0.8809026845024772
513-10-0,0.044402103056449725,0.9555978969435504
107-64-2,0.43858545103057406,0.5614145489694259
68391-05-9,0.4725138995357257,0.5274861004642744
7173-51-5,0.16929653267161238,0.8307034673283877
37335-68-5,0.17459214070549908,0.8254078592945008
124-03-8,0.12679233283317579,0.8732076671668242
6458-13-5,0.1418195018987733,0.8581804981012264
70206-24-5,0.277826767932428,0.7221732320675719
53-46-3,0.030355616122643876,0.9696443838773563
50-10-2,0.18437713966470962,0.8156228603352904
54663-47-7,0.5203021116022835,0.47969788839771654
32358-09-1,0.40549456931379485,0.5945054306862051
24789-78-4,0.12954959548402226,0.8704504045159778
154-82-5,0.7382425046562376,0.2617574953437624
3700-98-9,0.2655752009851082,0.7344247990148918
3700-97-8,0.21738898170273344,0.7826110182972668
63917-07-7,0.15427588704199757,0.8457241129580025
38260-54-7,0.0399332472272954,0.9600667527727045
2830-87-7,0.12513281114091204,0.8748671888590879
21410-51-5,0.1047673777258897,0.8952326222741102
1634-78-2,0.17583057321291512,0.8241694267870847
121-75-5,0.15747928799862507,0.842520712001375
18300-07-7,0.1779773449054436,0.8220226550945563
3344-12-5,0.10357143750255586,0.896428562497444
51012-33-0,0.4259202538073041,0.574079746192696
4104-03-4,0.06738766657061457,0.9326123334293854
816-19-3,0.8543521861320159,0.1456478138679841
15972-60-8,0.2121867354201174,0.7878132645798828
