CASRN,EPA_RF_ecfp6bits-1,EPA_RF_ecfp6bits-2,EPA_RF_ecfp6bits-3,EPA_RF_ecfp6bits-4
31112-62-6,0.05454611094129979,0.1322554659199771,0.32338172856247416,0.4898166945762492
440-58-4,0.054047414409080785,0.22253753147117913,0.44149368147421314,0.28192137264552697
66108-95-0,0.036616499556738326,0.0963963957095634,0.3922204019241975,0.47476670280950106
3115-05-7,0.04111952124518033,0.15732666248206653,0.6035020688109618,0.19805174746179166
111453-32-8,0.033968553077458635,0.09530070387074985,0.2935081751365495,0.5772225679152408
19403-92-0,0.059068017644391894,0.1982393709973157,0.6005770667859579,0.1421155445723341
37441-29-5,0.05399434020826449,0.20281471928540828,0.5644669747541254,0.17872396575220115
19774-82-4,0.043792428002870774,0.17882166461321572,0.5789527647260824,0.19843314265783132
3861-47-0,0.04771916621120545,0.3233644024389999,0.4015293974832263,0.22738703386656833
57808-65-8,0.051210519876428134,0.23464198516844806,0.4568370788919502,0.25731041606317234
577-91-3,0.060366809394922075,0.17804161057923287,0.6097939717582388,0.1517976082676076
14689-57-7,0.7736734186912649,0.17643207507631894,0.04192066318869889,0.007973843043716797
17601-49-9,0.051325449035903394,0.16664505201642668,0.569279551033194,0.21274994791447696
1746-25-4,0.11762521575455229,0.2359836634128829,0.48839268292543503,0.15799843790712986
29717-26-8,0.035235311986139606,0.19892895674631939,0.4275215217452222,0.3383142095223191
75-47-8,0.05370114043761575,0.3702816763482141,0.44365046974656547,0.13236671346760454
68439-50-9,0.0014797199831701375,0.014355384977625651,0.8325380649550378,0.15162683008416875
9004-95-9,0.0013407688715390527,0.014498408430402987,0.8437291658989,0.1404316567991595
65-29-2,0.056516882324781345,0.18171334891443583,0.6153914271447178,0.1463783416160643
63869-27-2,0.638516300006371,0.22678982608959936,0.11596959173165258,0.01872428217237678
3247-33-4,0.6059507401209014,0.1946841679762471,0.1719143438542458,0.02745074804860534
70682-61-0,0.014408059723367547,0.08430354835138672,0.5789337830706356,0.32235460885461004
3319-31-1,0.011462156163360786,0.0571123761129866,0.6491158205598373,0.2823096471638162
301-13-3,0.011678583771366992,0.11286393521616528,0.4359385569175928,0.43951892409487503
78-42-2,0.05630532580685175,0.0866907525758368,0.6580144898610815,0.19898943175622927
56706-10-6,0.046475790743048785,0.12088391805396756,0.6241809874788974,0.2084593037240857
160194-28-5,0.1215212928576347,0.1989796627319022,0.4698221752547018,0.20967686915576167
15458-87-4,0.057956443618552296,0.2594618318408277,0.5558859061288729,0.12669581841174715
105084-66-0,0.3606398798948376,0.2682484071887424,0.297965108793269,0.07314660412315058
13080-06-3,0.020966462276480437,0.1458592080808335,0.5237927035520907,0.30938162609059594
15180-47-9,0.031422567986699824,0.15332056383283071,0.6388571563180149,0.17639971186245465
35077-00-0,0.02677506784591768,0.18935998815759053,0.642720909372497,0.14114403462399586
63869-22-7,0.2890854488247133,0.3616180905268783,0.25380876656175144,0.09548769408665633
139-60-6,0.06835094688579726,0.18282934005822024,0.636631538678969,0.11218817437701366
34206-40-1,0.0528845212937566,0.13101469731668314,0.6467364940865955,0.1693642873029637
752-56-7,0.04806032262035355,0.13817704321762547,0.4099499670700026,0.4038126670920182
74758-25-1,0.027559377820195952,0.16515583546047913,0.7060662864017463,0.10121850031757887
23505-41-1,0.18437837413537328,0.6803979492254619,0.11808059684982326,0.01714307978934159
154702-15-5,0.014890445388010274,0.07953796553735093,0.6353956213238333,0.2701759677508056
3857-80-5,0.03960368957209914,0.19143808453779146,0.5830874306456908,0.18587079524441882
3687-16-9,0.023779762033173397,0.15142992780362918,0.6439656997486864,0.1808246104145113
141-94-6,0.03172179484118407,0.21844324058218384,0.5243396439502074,0.22549532062642436
68289-21-4,0.0316299267695815,0.20385495705414444,0.6113430594592691,0.15317205671700512
67762-53-2,0.01266301093993289,0.05614966075409437,0.6817889716134401,0.24939835669253207
4559-86-8,0.024728229987153877,0.16003331226803047,0.6223652390905812,0.1928732186542338
10254-57-6,0.06672449339688373,0.17040447787821236,0.6624269055732243,0.10044412315167926
53306-54-0,0.021151904408562204,0.053577340315905095,0.4895923060987489,0.4356784491767838
1941-30-6,0.03693817774465361,0.22850317349152507,0.5568349871336752,0.17772366163014636
682-01-9,0.02279914430518847,0.09841550460679309,0.5857956183547276,0.29298973273329015
486455-65-6,0.01700018217272915,0.10846745135501155,0.6278218023329516,0.2467105641393073
126-57-8,0.021693970631717106,0.02161176841986594,0.46163761294539224,0.49505664800302546
11138-60-6,0.020467212587918907,0.022619507694806685,0.47242472790858975,0.48448855180868544
78-16-0,0.02071566578350645,0.01962927936425581,0.7645808989668216,0.19507415588541505
106-20-7,0.014552991695031825,0.14165737846846588,0.6318140234232598,0.21197560641324226
295800-70-3,0.02124464564109457,0.11826904313526672,0.617378017874219,0.24310829334941866
10143-60-9,0.008709829794395807,0.13603052527372694,0.4425867806011447,0.4126728643307327
22174-70-5,0.014890120322945618,0.09220412537126627,0.41614799871193175,0.47675775559385686
19074-24-9,0.005673322285510061,0.02959077840687839,0.6042177536397519,0.36051814566785645
122-62-3,0.00582961855291302,0.02674509366115768,0.3568071213144498,0.6106181664714773
103-24-2,0.006840034264655042,0.02585373353784856,0.3608047508341798,0.6065014813633136
103-23-1,0.008638920547040907,0.0673526580527013,0.4706214684684097,0.4533869529318475
2915-57-3,0.008864472464587905,0.07641639416706739,0.48445717639356767,0.4302619569747767
84731-70-4,0.009405657487332762,0.07193942105010914,0.5470738906740873,0.37158103078847105
117-81-7,0.011588852424604008,0.029351996058360332,0.6058614296371373,0.3531977218798982
14858-73-2,0.006707182580972539,0.06503113522148836,0.5755148765410845,0.3527468056564544
3658-48-8,0.012712190603822343,0.11218296107379512,0.5653340549588631,0.30977079336352037
298-07-7,0.037598981846498625,0.12017971853817823,0.6023383080155564,0.23988299159976603
63449-80-9,0.059008703120646,0.1369199703681727,0.4594090833110217,0.34466224320016015
7425-14-1,0.014417936520430769,0.05158703218259537,0.6577518986650349,0.2762431326319382
18268-70-7,0.007051875147570707,0.031702871689512205,0.4155233419716689,0.5457219111912471
94-28-0,0.009890194195372707,0.03410576276484017,0.3358186275009626,0.6201854155388239
3282-85-7,0.04641186696718564,0.12030988034229295,0.6692415514664414,0.16403670122408004
7790-07-0,0.012965328589118379,0.0678663542375452,0.40007967653942683,0.5190886406339088
25724-60-1,0.016122131140817245,0.0761509749291806,0.4896207809146826,0.4181061130153198
10022-60-3,0.014728541992915848,0.0766181875500875,0.47094215992382077,0.4377111105331757
468-61-1,0.050819416354977706,0.14165455082470943,0.6868816747240067,0.120644358096307
4551-59-1,0.025889414562436906,0.17037884896687683,0.6758557595424955,0.12787597692819114
57647-13-9,0.022954606488855365,0.10402953453761332,0.8073392845773482,0.06567657439618244
27591-69-1,0.02739620703602689,0.1313460989377744,0.6944343248305614,0.1468233691956368
589-32-2,0.06502721581432891,0.28087818401956854,0.5685384431280817,0.08555615703802054
60012-88-6,0.04087122381671125,0.14802794467899213,0.5711604198170831,0.23994041168721358
78-53-5,0.6373336209074021,0.1631751588115781,0.15719680870263456,0.04229441157838556
115-79-7,0.09850071886740466,0.21081860681209064,0.5769050984207857,0.11377557589971857
122-31-6,0.021751613128750104,0.13049449907795735,0.6576489702279055,0.19010491756538625
78-10-4,0.014351935295903274,0.08601657344584251,0.6887562326331316,0.21087525862512257
17356-42-2,0.7641906144984987,0.16197197916852102,0.0680560243224616,0.005781382010518739
3689-24-5,0.4049535859180964,0.26461034029779884,0.2902856137592671,0.040150460024837034
563-12-2,0.7284314920357391,0.1819529422076451,0.08387164528507339,0.005743920471542861
6926-73-4,0.5523011151052231,0.2407995032116482,0.18120068977173923,0.02569869191138955
78-07-9,0.020879483627563863,0.103286699990968,0.6918550368548682,0.18397877952660038
20395-17-9,0.7245549769963769,0.1333683756697966,0.11470663177943564,0.027370015554391267
18300-10-2,0.7102526992880687,0.16978017739180992,0.10764758142898646,0.012319541891135507
2667-40-5,0.44203553318770455,0.2348852283573734,0.2418928075695635,0.0811864308853587
55134-13-9,0.09873470585933491,0.17295063666903512,0.41175310593183023,0.3165615515397994
33446-90-1,0.06682743637663689,0.13207986504040362,0.33750972780856786,0.4635829707743908
27879-29-4,0.042267154115639645,0.21448510865502363,0.6458024363402145,0.09744530088912311
35435-21-3,0.017308807409540244,0.09218571087579967,0.6565863529797108,0.23391912873495002
55934-93-5,0.04005623552341146,0.11073903627752685,0.5344607294133915,0.31474399878567005
52030-05-4,0.02942834131958782,0.13726116258541482,0.6064529579512342,0.22685753814376253
74051-80-2,0.09377756837392669,0.16792938016557085,0.5226862525949957,0.21560679886550638
2224-33-1,0.0646406172470328,0.14522280760101905,0.6013648085572761,0.18877176659467204
34036-80-1,0.036286459562295086,0.13995192040717813,0.6883465224153927,0.13541509761513443
6104-58-1,0.04785767857718078,0.13988706137646031,0.5614586517447013,0.2507966083016572
77-90-7,0.02739287329560518,0.04771170136949777,0.3555848594027782,0.5693105659321185
21327-31-1,0.43956858108744395,0.25340092915750656,0.07175471877713074,0.2352757709779184
5826-91-5,0.43833122228805926,0.39966630504318934,0.12393444918144922,0.03806802348730214
22787-59-3,0.5137192715198231,0.17798011435489683,0.16219107521765028,0.14610953890762865
22787-58-2,0.733201427441386,0.20992169466329566,0.04187172183408079,0.015005156061235685
5675-57-0,0.34572499213834107,0.28073415322890954,0.2460587954472243,0.12748205918552452
3730-54-9,0.3001113647711457,0.22409687457300492,0.34794852898563805,0.1278432316702111
655-35-6,0.04693294711328803,0.1582453535462964,0.5633264127810844,0.23149528655933124
77-89-4,0.03492029528828319,0.10758344847689928,0.44714500761305637,0.4103512486217619
24748-23-0,0.05852146914643417,0.1990448683684061,0.5629033851289575,0.17953027735620208
70833-40-8,0.020357744478889637,0.08791944743722968,0.6182334587961118,0.27348934928776775
14504-73-5,0.06837230311221908,0.18991381118837505,0.558008833458117,0.1837050522412893
67239-04-7,0.06328088146226733,0.18531927622677613,0.5921405603412185,0.15925928196973815
2595-54-2,0.4905026822768398,0.3157794756666644,0.16471280757560117,0.029005034480893106
5137-55-3,0.014646496861677044,0.27285388211105654,0.4901485880152111,0.22235103301205383
1421-14-3,0.05982695257519226,0.12665209553637985,0.6405276513846425,0.1729933005037862
2031-67-6,0.014865052869511317,0.08133139528172105,0.6085027923778884,0.295300759470879
64036-99-3,0.7280495816275023,0.1914151613925388,0.054623952244962255,0.025911304734998773
26523-78-4,0.01654151972073818,0.13501054038344906,0.578409813199791,0.27003812669602223
68814-95-9,0.02338271537382952,0.11636716158918926,0.5310895116899205,0.32916061134706043
538-23-8,0.02069251719944739,0.03639176500694105,0.19075203283377695,0.7521636849598349
68130-53-0,0.005451551856426611,0.03588375333944702,0.17696420837700608,0.7817004864271199
2528-38-3,0.08381274329569229,0.10840713561041684,0.6021726998354415,0.20560742125844872
5343-44-2,0.014852349851946452,0.030405494510738765,0.7131375498254469,0.241604605811868
5831-80-1,0.01329868766458621,0.02985026563213194,0.7240961542376244,0.23275489246565606
51249-05-9,0.11151092297939573,0.16886498300021408,0.5039226526528505,0.21570144136753874
102-85-2,0.023222231304724342,0.15083427187152396,0.5169052082696391,0.3090382885541139
126-73-8,0.07313429777073935,0.13406826823580842,0.5299803237784142,0.2628171102150379
998-40-3,0.06066563062653751,0.22444228577866815,0.5394625228286333,0.17542956076616179
115-78-6,0.03397475833287957,0.3272875452630087,0.5469546032217566,0.09178309318235531
33060-84-3,0.0352043246719083,0.34947796006968534,0.5045977585198929,0.11071995673851434
150-50-5,0.10728805356876493,0.27153015193423535,0.47221676559399467,0.14896502890300417
78-48-8,0.2830661614322066,0.32022751957184503,0.3041356585937134,0.09257066040223463
60-01-5,0.016450036343685737,0.0951477810146309,0.36538369001987236,0.5230184926218114
74125-01-2,0.5623079629938348,0.2694934307484445,0.12000270092743291,0.04819590533028664
1496-94-2,0.15397065465436233,0.18177991537918273,0.491404371863758,0.17284505810269638
21270-07-5,0.006414929235696721,0.7531680663048345,0.15648853633531642,0.08392846812415257
29806-73-3,0.012853168362913659,0.016537752950537683,0.3629550998733586,0.6076539788131917
7346-61-4,0.02618099311336985,0.17950324296170625,0.49259364404690587,0.3017221198780178
59130-69-7,0.019180959743116007,0.017894443828925504,0.2576701332755932,0.7052544631523662
63907-12-0,0.020811708468112585,0.05183680104959188,0.3015167461706913,0.6258347443116047
1114-71-2,0.04696480030511639,0.18497570328932042,0.45681618330681273,0.31124331309875025
64058-98-6,0.0475333145702376,0.3492115033902912,0.44849584636809847,0.15475933567137298
64059-01-4,0.0530265330167809,0.3721148295715225,0.45278283141694653,0.12207580599475061
13194-48-4,0.5704312671641654,0.28770680406364046,0.11397745908209261,0.027884469690100586
2511-15-1,0.4221624905529443,0.25700601226368647,0.253948888607113,0.06688260857625632
90220-15-8,0.6077492058887981,0.2336816943515781,0.11902033824943072,0.03954876151019393
759-94-4,0.031771138507911224,0.2547407964550726,0.5432733487581062,0.1702147162789099
23184-66-9,0.027002902394942813,0.09224735514378059,0.7517337511217289,0.12901599133954805
51218-49-6,0.01703641813573839,0.08627155651665934,0.7995151467272491,0.09717687862035293
109965-82-4,0.021016886675364763,0.30009058886408646,0.5500993733065429,0.12879315115400664
20954-13-6,0.011600635346875327,0.0339738808688612,0.8282422035072784,0.12618328027698553
102579-43-1,0.021989234548495426,0.17752444009826676,0.5662453515624865,0.23424097379075104
168152-77-0,0.009419746323960743,0.9024651624933182,0.07570963728714332,0.012405453895579049
168152-89-4,0.003698642423408671,0.9419767630107566,0.044228962858305604,0.010095631707529237
92953-10-1,0.02979843489997423,0.20984587434085272,0.5622265520414486,0.1981291387177247
17088-72-1,0.029113837268064494,0.1511699011609362,0.49170392474100505,0.3280123368299951
60763-41-9,0.03121484730833401,0.1325657743871106,0.47939710187725004,0.3568222764273047
35850-79-4,0.020509366657877198,0.06385311808742843,0.5970613690687053,0.31857614618598873
3309-68-0,0.6898144924673439,0.16334487503652603,0.11384942770785636,0.03299120478827465
18109-81-4,0.019211915039228342,0.18993869138090042,0.6748803805847388,0.11596901299513193
52736-14-8,0.12582200154568723,0.1734463267057363,0.36622770168295876,0.3345039700656174
3862-08-6,0.09848052040814112,0.2014039185549115,0.44301527972840443,0.2571002813085433
139-45-7,0.022180868322875805,0.173104805211708,0.5051785841309235,0.2995357423344933
38727-55-8,0.02119743264634687,0.10575851597034353,0.7550915591942509,0.11795249218905976
80472-88-4,0.05000746990907354,0.16538651603286597,0.6660375004823724,0.11856851357568857
51356-13-9,0.5947226564247216,0.16682281463699622,0.21325689294750816,0.025197635990773133
33210-44-5,0.017151182922530102,0.40232653638881744,0.5459889373272759,0.03453334336137536
33210-40-1,0.011690495885817559,0.755430165679288,0.18630969915102025,0.04656963928387375
33210-43-4,0.01141649614803938,0.6618546698617211,0.2819610498045796,0.04476778418565824
1912-26-1,0.045779574541120534,0.176053763691853,0.6741350435353449,0.10403161823168197
7779-27-3,0.05914281540993658,0.2253928989549999,0.6002682666373507,0.11519601899771431
78816-48-5,0.0398335774067334,0.32231002785905993,0.4957271078791702,0.14212928685503687
2941-55-1,0.029182346861103346,0.12100229138585893,0.7289157994755765,0.12089956227746132
4740-11-8,0.07508274886363395,0.2459335127501731,0.548851653395731,0.13013208499046203
125-99-5,0.055855127554960346,0.16248734464647566,0.6904864116612527,0.09117111613731137
5957-17-5,0.03306669505227334,0.1332811419912904,0.610847472741667,0.2228046902147695
2001-81-2,0.05369755831027442,0.17647801314091388,0.5869448677123607,0.18287956083645088
56-37-1,0.06207783068929042,0.1984399398079069,0.6323672087670418,0.10711502073576107
9004-57-3,0.03383122431412884,0.09995155520975656,0.39485704326946436,0.4713601772066504
7789-92-6,0.014338686333375216,0.07807947662940669,0.7048294677621342,0.202752369275084
10140-99-5,0.07408737588624995,0.24546373790744697,0.5074336920061953,0.17301519420010827
122-51-0,0.020229953193363653,0.0995206560107622,0.7188647781287474,0.1613846126671266
63869-26-1,0.30126575952719836,0.29279588595564415,0.317286635627403,0.08865171888975378
2425-25-4,0.5105986314702428,0.29262592659002756,0.15558630361346615,0.041189138326264044
5823-25-6,0.3589411678866482,0.21727209017975513,0.3193070381520029,0.10447970378159308
919-54-0,0.5203456311429364,0.23324003150856806,0.22733604891191928,0.01907828843657487
998-30-1,0.024989647866218438,0.12538793133862186,0.6303042638957517,0.21931815689940806
1067-47-6,0.0288875180333925,0.11054542191237776,0.7854984723477964,0.07506858770643442
919-30-2,0.026374464122572012,0.19410404717399365,0.6351505132626402,0.14437097544079494
76524-94-2,0.036846296807044585,0.16668433970735924,0.5866399591118437,0.2098294043737512
2602-34-8,0.017542893930943958,0.08318849150166127,0.6992500619936078,0.20001855257378684
14814-09-6,0.01821812124806754,0.1002314141447352,0.767557726414643,0.11399273819255454
34708-08-2,0.0653214329557635,0.19406723649653349,0.5940696777186878,0.14654165282901546
15129-36-9,0.015966476160821752,0.21821486367812,0.5878019646638999,0.17801669549715846
15267-95-5,0.04719477779029927,0.1955853041321373,0.6140653616403838,0.14315455643717986
122-52-1,0.02443389586000103,0.159835765279245,0.615979354607584,0.19975098425316992
78-40-0,0.44578023020003804,0.184897743338617,0.26837067277893895,0.1009513536824062
78-38-6,0.38800367773340927,0.16480112291594404,0.35810724911442876,0.08908795023621832
126-75-0,0.8001525432399906,0.14731780654582322,0.04293352473901137,0.00959612547517567
298-03-3,0.4064189880633387,0.3824866654902227,0.19285229682749555,0.0182420496189438
298-04-4,0.6857365206106686,0.17623483001618104,0.13104297968106368,0.006985669692087192
298-02-2,0.7303088036762093,0.18674844399540963,0.07752991986759024,0.005412832460791589
1186-09-0,0.7476993525340327,0.1905029262892291,0.050012720390202596,0.011785000786537145
2524-09-6,0.732304189896704,0.12268824822484205,0.13469819352090756,0.010309368357546773
2497-07-6,0.6083231101008308,0.23163940177072728,0.13773278804911138,0.0223047000793309
2588-03-6,0.6656340379304166,0.1888250860848142,0.12112297669628767,0.024417899288481797
2496-91-5,0.7231804942478367,0.19341600030891887,0.05757592815454735,0.02582757728869886
4891-54-7,0.46063149195397396,0.23919865505052348,0.25862509231006287,0.041544760685439705
2497-06-5,0.5764707134381347,0.23211598783102272,0.1666412686910983,0.024772030039742682
2511-11-7,0.674512019468051,0.1905508690186416,0.1064484102096127,0.02848870130369602
2404-78-6,0.5846230831750403,0.2600708437791237,0.11878202263841466,0.036524050407420926
688-62-0,0.09808543542357542,0.22043216314140232,0.5615182788082588,0.1199641226267635
1486-39-1,0.3955950894277901,0.29573845644966823,0.23979926929279283,0.06886718482974868
87310-56-3,0.029063132734940305,0.09494118080335684,0.7705791571290708,0.10541652933263197
55881-07-7,0.050386083823044193,0.06443727096280367,0.26152789016864936,0.6236487550455022
