CASRN,Toxic_RF_ecfp6bits-0,Toxic_RF_ecfp6bits-1
68814-95-9,0.552315143571018,0.44768485642898137
538-23-8,0.8423669931104736,0.15763300688952628
68130-53-0,0.8739668656302677,0.12603313436973265
2528-38-3,0.48674302738633474,0.5132569726136652
5343-44-2,0.8110247586103819,0.1889752413896188
5831-80-1,0.8178513771449275,0.18214862285507363
51249-05-9,0.44658723421543517,0.5534127657845648
102-85-2,0.5386789031810031,0.46132109681899663
126-73-8,0.47453068274409793,0.5254693172559017
998-40-3,0.40977831009982907,0.5902216899001714
115-78-6,0.3262379998841452,0.6737620001158554
33060-84-3,0.3240227495915938,0.6759772504084067
150-50-5,0.3682504736092516,0.6317495263907484
78-48-8,0.25622346205832675,0.7437765379416731
60-01-5,0.7562358294546181,0.24376417054538185
74125-01-2,0.1260111193173203,0.8739888806826793
1496-94-2,0.41712975584354856,0.5828702441564508
21270-07-5,0.3413149378755005,0.6586850621245
29806-73-3,0.93081700704602,0.06918299295397969
7346-61-4,0.6710759510437023,0.3289240489562976
59130-69-7,0.8672664200729525,0.13273357992704707
63907-12-0,0.7655913652921134,0.23440863470788692
1114-71-2,0.3939986573657384,0.606001342634262
64058-98-6,0.33769146288250246,0.6623085371174974
64059-01-4,0.3626745326100588,0.6373254673899412
13194-48-4,0.08505430549074369,0.9149456945092562
2511-15-1,0.20432352108795127,0.7956764789120494
90220-15-8,0.12324586127669379,0.8767541387233059
759-94-4,0.38421984214236193,0.6157801578576385
23184-66-9,0.4961106379728116,0.5038893620271884
51218-49-6,0.39517277602842393,0.6048272239715762
109965-82-4,0.39185332375510057,0.6081466762448997
20954-13-6,0.4658143865548245,0.5341856134451757
102579-43-1,0.519187772802487,0.4808122271975129
168152-77-0,0.07749596012952562,0.9225040398704742
168152-89-4,0.09300937900199585,0.9069906209980041
92953-10-1,0.4542831655213331,0.5457168344786666
17088-72-1,0.5382236436865391,0.4617763563134612
60763-41-9,0.6693094203340977,0.3306905796659031
35850-79-4,0.5574349216578491,0.44256507834215114
3309-68-0,0.10443101154720837,0.8955689884527922
18109-81-4,0.36741664700008864,0.6325833529999114
52736-14-8,0.5610864183586954,0.43891358164130395
3862-08-6,0.3681351970202214,0.6318648029797787
139-45-7,0.7265809382145918,0.2734190617854081
38727-55-8,0.45533550726298133,0.5446644927370191
80472-88-4,0.3699441890861267,0.6300558109138724
51356-13-9,0.05043994886774156,0.9495600511322588
33210-44-5,0.09531877088339301,0.9046812291166064
33210-40-1,0.11486397726554701,0.8851360227344522
33210-43-4,0.16117711140198912,0.8388228885980108
1912-26-1,0.2585518628366775,0.7414481371633236
7779-27-3,0.3490771644101266,0.6509228355898737
78816-48-5,0.3958902999697435,0.6041097000302563
2941-55-1,0.35651448315344547,0.6434855168465544
4740-11-8,0.2546294978481458,0.7453705021518547
125-99-5,0.30058176944606513,0.6994182305539349
5957-17-5,0.6136174239573282,0.38638257604267234
2001-81-2,0.472427067737703,0.5275729322622972
56-37-1,0.4385482886586282,0.5614517113413715
9004-57-3,0.6694312082161075,0.33056879178389265
7789-92-6,0.6669578482075974,0.3330421517924031
10140-99-5,0.38975819231927555,0.6102418076807248
122-51-0,0.5275702338733537,0.4724297661266463
63869-26-1,0.15769136717640184,0.8423086328235987
2425-25-4,0.13630413547761935,0.863695864522381
5823-25-6,0.20565902158546986,0.7943409784145307
919-54-0,0.11104723595953656,0.888952764040464
1067-47-6,0.6553805834881984,0.3446194165118016
919-30-2,0.48198867689446184,0.5180113231055384
76524-94-2,0.5685699747687858,0.4314300252312143
2602-34-8,0.6032114072901512,0.3967885927098484
14814-09-6,0.5771137955460531,0.4228862044539469
34708-08-2,0.542292285463552,0.45770771453644804
15129-36-9,0.3957084704393084,0.604291529560692
15267-95-5,0.32759155376988075,0.6724084462301193
122-52-1,0.5145146074315257,0.48548539256847445
78-40-0,0.17812756963400073,0.8218724303659991
78-38-6,0.1795788116844134,0.8204211883155874
126-75-0,0.048784572135869994,0.9512154278641303
298-03-3,0.11223910989786935,0.8877608901021306
298-04-4,0.04461080487548939,0.955389195124511
298-02-2,0.034832799930778806,0.9651672000692209
1186-09-0,0.040905312795999224,0.9590946872040013
2524-09-6,0.029071379298103998,0.970928620701896
2497-07-6,0.04407655380437909,0.9559234461956209
2588-03-6,0.06201119229559125,0.9379888077044087
2496-91-5,0.09854013052494281,0.9014598694750573
4891-54-7,0.11914381141585863,0.8808561885841412
2497-06-5,0.06827088040488122,0.931729119595118
2511-11-7,0.09513915064987917,0.904860849350121
2404-78-6,0.08988580465275622,0.9101141953472441
688-62-0,0.3464834457551704,0.6535165542448295
1486-39-1,0.200590576087334,0.7994094239126659
87310-56-3,0.3587471765819927,0.6412528234180078
55881-07-7,0.7487479959609492,0.2512520040390511
2229-55-2,0.6793064805106444,0.3206935194893565
79451-10-8,0.14864374261276192,0.8513562573872386
66996-10-9,0.12071540013748061,0.8792845998625202
30129-29-4,0.6056723053583408,0.3943276946416596
30129-30-7,0.558616411624772,0.44138358837522823
55297-95-5,0.46063550640767553,0.5393644935923246
3004-70-4,0.3232768558046786,0.6767231441953214
53521-41-8,0.6754059966236943,0.3245940033763054
139-88-8,0.5540101840363831,0.4459898159636171
33820-53-0,0.5176365542505643,0.48236344574943574
5892-41-1,0.525873038038707,0.474126961961293
1912-25-0,0.3126818442979844,0.6873181557020149
2275-18-5,0.06937587187479843,0.9306241281252018
87130-20-9,0.5089504952350362,0.49104950476496373
63873-23-4,0.0991067712753496,0.9008932287246505
78-52-4,0.05662919566829839,0.9433708043317024
63873-21-2,0.12638926190722716,0.873610738092774
68649-11-6,0.818044290025496,0.18195570997450355
63990-57-8,0.46804930719285254,0.5319506928071471
26818-53-1,0.2758067946345235,0.7241932053654777
27891-14-1,0.44437514556974267,0.5556248544302569
36756-79-3,0.3136551035042708,0.6863448964957302
19072-57-2,0.45917304076760784,0.5408269592323924
27591-74-8,0.22933110930858874,0.770668890691412
66734-13-2,0.7576950965971991,0.2423049034028009
5593-20-4,0.869265825567817,0.13073417443218396
5534-09-8,0.8144441117969171,0.18555588820308325
27778-88-7,0.15059477212699476,0.8494052278730058
27778-86-5,0.08649147716357705,0.9135085228364231
27778-84-3,0.11778973257872705,0.8822102674212735
27778-80-9,0.07972295846742354,0.9202770415325773
27778-82-1,0.12724472509929902,0.8727552749007018
27684-92-0,0.08405227787524969,0.9159477221247507
26259-45-0,0.34360228807341087,0.6563977119265898
40618-52-8,0.1921334865663583,0.8078665134336421
69-05-6,0.45541578453823106,0.5445842154617686
9050-04-8,0.2376951001423379,0.7623048998576616
60735-64-0,0.6106367665114921,0.3893632334885085
24151-93-7,0.20602774706505916,0.793972252934941
2109-64-0,0.531081846446715,0.4689181535532852
22457-23-4,0.3889846051029394,0.6110153948970607
541-85-5,0.6735190428454886,0.3264809571545116
14355-07-8,0.267756938024026,0.732243061975974
10032-15-2,0.8353521368327382,0.16464786316726232
14355-12-5,0.16751914846488344,0.8324808515351163
10024-78-9,0.4070575537336092,0.5929424462663906
32838-28-1,0.7514114232107086,0.24858857678929164
57-33-0,0.20951626354236558,0.7904837364576346
71-73-8,0.2545460697374532,0.7454539302625466
871-22-7,0.6614355960610202,0.33856440393897985
105-82-8,0.692383826594621,0.3076161734053788
29122-60-9,0.24113710096507987,0.7588628990349202
186817-80-1,0.8501580615186686,0.14984193848133223
7452-79-1,0.6507770950496806,0.3492229049503197
7286-69-3,0.3766044349954604,0.6233955650045391
98886-44-3,0.22784059779301,0.7721594022069899
125-64-4,0.3128716546816337,0.6871283453183665
82834-16-0,0.6307861931292866,0.3692138068707141
730-07-4,0.4904088377659564,0.5095911622340437
33499-11-5,0.3434375168687282,0.656562483131272
110429-62-4,0.4884729235143488,0.5115270764856511
67050-64-0,0.2033407655045593,0.796659234495441
54-05-7,0.30201615491670025,0.6979838450833006
1094-08-2,0.2908945521617663,0.7091054478382345
30238-41-6,0.5126775360167921,0.4873224639832079
64241-34-5,0.43312033875529965,0.5668796612447007
33499-13-7,0.5255093165274525,0.47449068347254725
63867-07-2,0.4393998996183958,0.5606001003816041
15299-99-7,0.33423948155825967,0.6657605184417408
4630-95-9,0.5115030699282658,0.48849693007173434
66968-39-6,0.25016174251269085,0.7498382574873081
105-57-7,0.6453679693783394,0.3546320306216613
137658-79-8,0.6667830748375466,0.3332169251624536
7492-66-2,0.8350429624051592,0.16495703759484084
87820-88-0,0.5630598377861108,0.4369401622138891
103890-78-4,0.5369518534869373,0.4630481465130624
52-60-8,0.04967637843659814,0.9503236215634017
50765-73-6,0.12102107329258344,0.8789789267074168
50765-89-4,0.11692622800236246,0.8830737719976373
15763-48-1,0.492421970206892,0.5075780297931081
22609-73-0,0.49182009395239373,0.5081799060476061
88045-99-2,0.7031791064259669,0.2968208935740333
56358-09-9,0.49967985521397024,0.5003201447860297
17702-79-3,0.12064760645540291,0.8793523935445982
41611-76-1,0.6441934468348803,0.35580655316511933
137-58-6,0.3438533542073938,0.6561466457926072
333-40-4,0.1001023069704456,0.8998976930295556
31775-20-9,0.8313199005250838,0.16868009947491638
105779-78-0,0.40059659161967953,0.5994034083803211
23191-75-5,0.4288188084296035,0.5711811915703959
88045-98-1,0.6680745164302483,0.3319254835697519
243973-20-8,0.41917501415806796,0.5808249858419318
57470-78-7,0.4536483566368424,0.5463516433631573
68227-46-3,0.5130853026767981,0.4869146973232019
5221-49-8,0.09062715304408037,0.9093728469559192
72542-60-0,0.18928846742561278,0.8107115325743874
79438-83-8,0.18186001702246596,0.8181399829775349
21409-78-9,0.21516655768555107,0.7848334423144492
40374-14-9,0.14086251605843275,0.8591374839415673
29232-93-7,0.1394246218831294,0.860575378116871
13171-21-6,0.21179032308869583,0.788209676911305
73521-00-3,0.1650239236205241,0.8349760763794767
73512-92-2,0.10155275960555617,0.8984472403944435
73520-99-7,0.13666805690638864,0.8633319430936123
73512-93-3,0.18865495680184788,0.8113450431981528
73512-94-4,0.17800194579622602,0.8219980542037749
128606-48-4,0.11686653749199298,0.8831334625080074
57846-34-1,0.10001505338444042,0.8999849466155599
74639-40-0,0.5010100731443663,0.49898992685563365
1716-09-2,0.04214867963194713,0.9578513203680529
14143-09-0,0.25212637856915643,0.7478736214308446
10097-26-4,0.8082277838030306,0.19177221619696994
688-84-6,0.8282913875841803,0.17170861241582
105-16-8,0.5160045907087482,0.48399540929125184
1918-08-7,0.4626395228369401,0.5373604771630598
14663-66-2,0.20861718397618187,0.7913828160238183
14663-67-3,0.12898552789163195,0.8710144721083687
10137-90-3,0.6735846326631856,0.3264153673368145
78193-97-2,0.4159880081120469,0.5840119918879532
58458-55-2,0.37528072651654154,0.624719273483458
103-09-3,0.864207426218264,0.13579257378173673
29214-60-6,0.797459376266542,0.2025406237334589
23947-60-6,0.44101505293027027,0.5589849470697299
437717-43-6,0.699659478789665,0.30034052121033544
6946-94-7,0.4787766546557337,0.5212233453442663
1187-74-2,0.6950949960682412,0.30490500393175873
274671-61-3,0.28766266391413914,0.7123373360858611
2728-05-4,0.37457557655030244,0.6254244234496983
134-62-3,0.39707207771563746,0.6029279222843629
52406-01-6,0.48034075160722933,0.5196592483927707
953-32-2,0.05102596554733294,0.9489740344526671
60090-47-3,0.4485909696962519,0.551409030303748
15386-51-3,0.29348017170831914,0.7065198282916807
2728-04-3,0.413454434693868,0.5865455653061331
56632-42-9,0.43830774360905356,0.5616922563909466
299-45-6,0.1099472785017685,0.8900527214982321
2425-15-2,0.05979457129218384,0.940205428707816
51356-23-1,0.13463720108640612,0.8653627989135942
51356-21-9,0.10030821755923137,0.8996917824407693
3099-88-5,0.07711445779580069,0.922885542204199
1942-78-5,0.05626333329987619,0.9437366667001241
108-35-0,0.06645811106027354,0.9335418889397272
15421-84-8,0.222793014256217,0.7772069857437829
51356-11-7,0.0872596060782507,0.9127403939217499
51356-09-3,0.047504836082960675,0.9524951639170386
22439-40-3,0.07522728870599141,0.9247727112940082
5633-16-9,0.2424232531163777,0.7575767468836232
26662-09-9,0.19407268459394192,0.8059273154060582
21673-86-9,0.3789803470004832,0.6210196529995163
107812-70-4,0.33433619669286707,0.665663803307133
105435-14-1,0.3983231091012575,0.6016768908987428
63979-26-0,0.3093960559469392,0.6906039440530608
75274-20-3,0.2727375395177689,0.7272624604822306
2532-92-5,0.44025401688407334,0.5597459831159267
2544-52-7,0.11793112325416362,0.8820688767458366
88-24-4,0.5608124859227029,0.43918751407729734
120-95-6,0.43685006721929287,0.5631499327807074
51959-14-9,0.3516712569622208,0.6483287430377784
79-74-3,0.41557358442954395,0.5844264155704566
10508-09-5,0.5429307279700311,0.4570692720299687
118134-30-8,0.4598713724200744,0.5401286275799255
3006-82-4,0.8482785958272836,0.15172140417271715
329-21-5,0.10722570386524252,0.892774296134758
7795-74-6,0.16472108351406126,0.8352789164859387
69784-43-6,0.28399734864477116,0.7160026513552292
55285-14-8,0.1002492340722564,0.8997507659277437
42222-50-4,0.8644360548675192,0.13556394513248152
3489-84-7,0.5707141868857402,0.4292858131142602
919-94-8,0.5302928810528184,0.4697071189471816
3734-95-0,0.15355942869927527,0.8464405713007249
129927-33-9,0.32024762896900144,0.6797523710309991
72590-77-3,0.756182984810679,0.24381701518932158
13472-08-7,0.3469945038996137,0.6530054961003865
78-66-0,0.41641385513228707,0.5835861448677134
1338-23-4,0.5489935021322327,0.45100649786776703
154619-86-0,0.10656938321255574,0.8934306167874446
154619-76-8,0.08287606373108777,0.917123936268913
82559-96-4,0.5695705915845978,0.43042940841540206
82558-50-7,0.4822677137425158,0.517732286257484
4268-36-4,0.44647047371626364,0.5535295262837365
5340-36-3,0.5406951658266455,0.45930483417335427
33236-05-4,0.11599329542447473,0.8840067045755251
33210-49-0,0.13876995081971902,0.8612300491802811
17091-21-3,0.6078125734433788,0.3921874265566207
82560-06-3,0.38459298622059174,0.615407013779408
123199-92-8,0.3667930414336412,0.6332069585663588
77-74-7,0.5220257041993162,0.47797429580068396
1986-53-4,0.6224409302137596,0.3775590697862406
55937-99-0,0.5145923419436625,0.48540765805633745
1081-95-4,0.0844152794317998,0.9155847205682004
103446-98-6,0.47754176538294213,0.5224582346170578
19457-00-2,0.5117476056914112,0.4882523943085888
30087-47-9,0.15535201426536907,0.8446479857346313
40373-31-7,0.0540835197498761,0.9459164802501236
2631-26-7,0.16809744309784022,0.8319025569021595
3772-48-3,0.07276258600660102,0.9272374139933992
1474-80-2,0.15827588469359904,0.8417241153064008
28616-48-0,0.18626070202548703,0.8137392979745128
55769-64-7,0.4788088449697705,0.5211911550302295
89591-51-5,0.34908762172492563,0.6509123782750749
63580-68-7,0.09921861138127862,0.9007813886187214
60244-63-5,0.19939299681921488,0.8006070031807857
60244-60-2,0.09448617949625543,0.9055138205037441
7396-58-9,0.5358996599898427,0.4641003400101575
63039-90-7,0.24574838721003817,0.7542516127899622
18886-42-5,0.24758756400736773,0.7524124359926323
37686-84-3,0.22941171822280076,0.7705882817772003
63717-17-9,0.16927809733393234,0.8307219026660675
57647-36-6,0.204294736536486,0.7957052634635142
104907-82-6,0.49624307792381744,0.5037569220761825
80472-86-2,0.24364389811434295,0.7563561018856568
76597-98-3,0.5475511481656241,0.452448851834376
513-10-0,0.059938954867159173,0.9400610451328414
107-64-2,0.2833222424516364,0.7166777575483634
68391-05-9,0.46370706512549414,0.5362929348745056
7173-51-5,0.39704357984427435,0.602956420155726
37335-68-5,0.3427448675688479,0.6572551324311531
124-03-8,0.36580859680582506,0.634191403194175
6458-13-5,0.45148504495905173,0.5485149550409486
70206-24-5,0.6236443301101018,0.37635566988989877
53-46-3,0.37443481468254003,0.6255651853174601
50-10-2,0.3196509333984772,0.6803490666015227
54663-47-7,0.3266875295772125,0.6733124704227875
32358-09-1,0.18019532527817095,0.8198046747218293
24789-78-4,0.39052569242586016,0.6094743075741398
154-82-5,0.45389794273074224,0.546102057269258
3700-98-9,0.3981883174963556,0.6018116825036441
3700-97-8,0.22241365431174925,0.7775863456882512
63917-07-7,0.1297673498778436,0.8702326501221577
38260-54-7,0.12401821520599042,0.8759817847940103
2830-87-7,0.20107578705886622,0.7989242129411342
21410-51-5,0.2239115912919324,0.7760884087080675
1634-78-2,0.10996984719838565,0.8900301528016141
121-75-5,0.19386460000396244,0.8061353999960379
18300-07-7,0.0576887776011732,0.9423112223988271
3344-12-5,0.21526696119145453,0.7847330388085458
51012-33-0,0.5026762798803607,0.4973237201196392
4104-03-4,0.08313698066008325,0.9168630193399165
816-19-3,0.822909299671296,0.17709070032870414
