CASRN,EPA_xgboost_mordred-1,EPA_xgboost_mordred-2,EPA_xgboost_mordred-3,EPA_xgboost_mordred-4
63869-27-2,0.9664207,0.0019192012,0.020462295,0.0111978315
3247-33-4,0.9891845,0.001621393,0.005968758,0.0032253524
70682-61-0,0.00063869095,0.0023675067,0.9672615,0.029732304
3319-31-1,1.5384096e-05,5.567923e-05,0.049727116,0.95020187
301-13-3,2.0211244e-05,6.6885244e-05,0.006673052,0.9932399
78-42-2,5.8564812e-05,0.0005283929,0.17286193,0.82655114
56706-10-6,0.0074867276,0.005478185,0.6102272,0.37680784
160194-28-5,0.0026360655,0.11205435,0.6314987,0.25381094
15458-87-4,0.0147584565,0.29760337,0.49672157,0.19091663
105084-66-0,0.07771431,0.46816644,0.42357367,0.030545555
13080-06-3,0.00011184732,0.005688774,0.9852445,0.008954871
15180-47-9,0.0001785807,0.004022251,0.99502975,0.0007693977
35077-00-0,0.0013556735,0.008157186,0.9300337,0.060453504
63869-22-7,0.764377,0.04969597,0.15658624,0.029340774
139-60-6,0.00020468583,0.0013380124,0.99242944,0.006027856
34206-40-1,0.002259694,0.0026714038,0.9618581,0.03321073
752-56-7,0.0053719175,0.0033015888,0.20712398,0.7842025
74758-25-1,0.000110463654,0.000706314,0.99893683,0.00024640147
23505-41-1,0.20038766,0.5016815,0.29205084,0.005879991
154702-15-5,0.0027880538,0.003978005,0.058718044,0.9345159
3857-80-5,6.424363e-05,0.0023888885,0.9973506,0.00019629812
3687-16-9,0.0003712678,0.016336368,0.9803883,0.002904081
141-94-6,0.00023810183,0.0028273743,0.99486005,0.0020745094
68289-21-4,0.00036921067,0.011776915,0.9771706,0.010683322
67762-53-2,0.00027152084,0.00037249632,0.9566028,0.04275316
4559-86-8,0.00010385833,0.012934879,0.9750421,0.011919164
10254-57-6,0.003570108,0.091478534,0.84431595,0.060635455
53306-54-0,2.2619513e-05,5.837854e-05,0.01775046,0.9821685
1941-30-6,0.00084255467,0.52804404,0.4680744,0.0030390194
682-01-9,0.0022833338,0.0037943874,0.84187186,0.1520504
486455-65-6,0.0011743532,0.006605019,0.626348,0.36587265
126-57-8,1.9894149e-05,3.873404e-05,0.995972,0.0039693723
11138-60-6,4.8389582e-05,0.00025258228,0.9879782,0.011720833
78-16-0,3.933389e-05,0.0004459603,0.9679445,0.03157012
106-20-7,0.0001723499,0.7262693,0.26271164,0.010846735
295800-70-3,0.0028863903,0.007103564,0.81708837,0.17292166
10143-60-9,8.2528975e-05,0.0018408585,0.85344905,0.14462751
22174-70-5,1.1663068e-05,0.000108890585,0.1465825,0.85329694
19074-24-9,1.6995431e-05,1.1908844e-05,0.9982248,0.0017462774
122-62-3,5.3121446e-05,6.611966e-05,0.67126966,0.32861105
103-24-2,4.594445e-05,4.7296042e-05,0.82515985,0.1747469
103-23-1,0.00023787869,0.00011692602,0.8952488,0.10439647
2915-57-3,7.155265e-05,0.00027866857,0.34369472,0.6559551
84731-70-4,3.4012948e-05,0.00014237521,0.08565767,0.914166
117-81-7,4.435125e-05,0.0001234456,0.20668879,0.7931434
14858-73-2,0.00020944915,0.00057090825,0.082856506,0.9163631
3658-48-8,6.0828846e-05,0.0015367663,0.7793905,0.2190119
298-07-7,0.00013845411,0.00076314656,0.92521584,0.07388258
63449-80-9,0.0005694262,0.02199501,0.047931693,0.92950386
7425-14-1,1.698955e-05,0.000101588324,0.09142405,0.90845734
18268-70-7,1.6475631e-05,0.00016264881,0.016767556,0.98305327
94-28-0,7.705876e-05,0.0035429234,0.52072936,0.4756506
3282-85-7,4.357946e-05,0.010200568,0.860973,0.12878284
7790-07-0,0.00023958538,0.0006420755,0.8881094,0.11100899
25724-60-1,2.3000977e-05,0.00010911094,0.9836609,0.01620694
10022-60-3,4.4632005e-05,0.00032599023,0.17580675,0.8238227
468-61-1,0.00026032506,0.051935185,0.94501257,0.0027919563
4551-59-1,0.00017492502,0.017548796,0.9817123,0.00056392036
57647-13-9,8.8231995e-05,0.0005216246,0.9991572,0.00023292615
27591-69-1,0.00016351392,0.003379495,0.9954568,0.0010001713
589-32-2,0.0017213188,0.04246098,0.95540905,0.00040866193
60012-88-6,0.00038885637,0.0022122576,0.99632096,0.001077941
78-53-5,0.9460946,0.04174984,0.010876714,0.0012788718
115-79-7,0.002302608,0.05972314,0.916942,0.021032281
122-31-6,6.082385e-05,0.0013651808,0.9675382,0.031035865
78-10-4,9.024166e-05,0.0007098022,0.9952851,0.003914844
17356-42-2,0.99806005,0.00067469414,0.001219387,4.5802713e-05
3689-24-5,0.91762847,0.021024514,0.058337703,0.00300933
563-12-2,0.75146264,0.021027617,0.22490719,0.0026025514
6926-73-4,0.9860534,0.010909173,0.0015899045,0.0014475224
78-07-9,4.708298e-05,5.7406283e-05,0.9884658,0.01142967
20395-17-9,0.99907887,0.00069623627,0.00018010175,4.4728466e-05
18300-10-2,0.9773516,0.01667719,0.0027966485,0.003174588
2667-40-5,0.93505204,0.055960927,0.00845524,0.00053181127
55134-13-9,0.067411356,0.0027782193,0.5035568,0.42625368
33446-90-1,0.0003997666,0.0026607492,0.17945367,0.8174858
27879-29-4,0.000110550885,0.01942719,0.98041725,4.4972636e-05
35435-21-3,0.0002185118,0.0011100873,0.9756074,0.02306404
55934-93-5,0.00016786499,0.0006261364,0.32443577,0.6747702
52030-05-4,0.0005382164,0.0008166199,0.9887328,0.0099123465
74051-80-2,6.1054976e-05,0.00072757713,0.9929671,0.006244221
2224-33-1,0.0004901275,0.00048686087,0.99779356,0.0012294478
34036-80-1,0.0013468475,0.0053215134,0.9802287,0.013102924
6104-58-1,0.003992122,0.007159392,0.8688638,0.11998473
77-90-7,0.0024658197,0.0008398006,0.20238328,0.79431117
21327-31-1,0.4668728,0.4654939,0.005117045,0.06251631
5826-91-5,0.81870604,0.16594835,0.013033694,0.0023119096
22787-59-3,0.9543622,0.0056839935,0.001530039,0.038423758
22787-58-2,0.98861027,0.011295102,8.726509e-05,7.367983e-06
5675-57-0,0.8911421,0.07182804,0.03324541,0.0037845264
3730-54-9,0.01971042,0.024834575,0.95293057,0.0025243934
655-35-6,0.0003571613,0.008990842,0.9786072,0.012044785
77-89-4,0.00032288808,0.0011941848,0.12430858,0.87417436
24748-23-0,0.005455765,0.44913653,0.3525988,0.19280888
70833-40-8,0.0005591764,0.0018833763,0.7525639,0.24499352
14504-73-5,0.001732763,0.009530942,0.9799168,0.008819457
67239-04-7,0.00017455801,0.002619553,0.9874293,0.009776594
2595-54-2,0.0718809,0.8350828,0.092685334,0.0003509704
5137-55-3,0.00021747198,0.23242587,0.6939285,0.07342813
1421-14-3,5.8404617e-05,0.0004431313,0.9054214,0.09407701
2031-67-6,0.00024888432,0.00017268592,0.061844848,0.93773353
64036-99-3,0.998481,0.0011840491,0.00030957625,2.5380083e-05
26523-78-4,0.0011931051,0.008488553,0.4847115,0.50560683
68814-95-9,0.00019008343,0.008947023,0.98338175,0.0074812016
538-23-8,3.287522e-06,1.676661e-05,0.0027767373,0.99720323
68130-53-0,4.4318626e-06,1.39116355e-05,0.011090758,0.9888909
2528-38-3,0.000297135,0.0017796132,0.8859692,0.11195404
5343-44-2,8.010059e-05,0.0014194188,0.882713,0.11578752
5831-80-1,0.00010767316,0.0024778175,0.47942644,0.5179881
51249-05-9,0.009973384,0.2524717,0.57901096,0.15854399
102-85-2,0.00016339599,0.0011077398,0.96390504,0.034823887
126-73-8,0.00011814187,0.0002616172,0.98212254,0.017497668
998-40-3,0.00016432132,0.0055859475,0.7845477,0.20970209
115-78-6,0.0016964675,0.89923817,0.07881738,0.020247962
33060-84-3,0.01292069,0.8192876,0.13311109,0.03468059
150-50-5,0.019496907,0.9024317,0.05150401,0.026567409
78-48-8,0.10314958,0.03777553,0.84461635,0.014458573
60-01-5,8.8362336e-05,0.0013878531,0.87489444,0.123629294
74125-01-2,0.83283424,0.15903132,0.007014813,0.0011195936
1496-94-2,0.0016189342,0.006766744,0.8042463,0.18736804
21270-07-5,1.6426895e-05,0.99891484,0.00046742262,0.00060133723
29806-73-3,2.9094961e-05,0.00023950022,0.9133427,0.08638866
7346-61-4,0.0003000955,0.005772961,0.49579704,0.49812996
59130-69-7,5.350766e-06,0.00017352834,0.018730216,0.9810909
63907-12-0,0.0012481419,0.0011799517,0.69143873,0.30613315
1114-71-2,0.0021741106,0.06399648,0.9302513,0.0035781108
64058-98-6,3.7274418e-05,0.9875689,0.012085491,0.00030834533
64059-01-4,0.00016695607,0.79686195,0.20171429,0.001256764
13194-48-4,0.96509635,0.03405615,0.00076201954,8.546162e-05
2511-15-1,0.41322932,0.43610683,0.12237063,0.028293187
90220-15-8,0.93682665,0.061477184,0.0016230602,7.317467e-05
759-94-4,0.0038024199,0.102241494,0.8932412,0.0007148304
23184-66-9,2.856508e-05,0.00053815095,0.9987362,0.0006970493
51218-49-6,0.00014636635,0.002372965,0.9967108,0.00076985866
109965-82-4,0.0016848581,0.079255186,0.91846156,0.00059838174
20954-13-6,2.228742e-05,0.0011765694,0.99712175,0.0016793341
102579-43-1,0.0008280328,0.010156984,0.95941436,0.0296006
168152-77-0,0.00024039617,0.99258053,0.00688591,0.00029316748
168152-89-4,0.0002859611,0.9161973,0.07395261,0.009564163
92953-10-1,7.435685e-05,0.10210466,0.8974745,0.00034651873
17088-72-1,0.00024946016,0.0085263355,0.977849,0.0133752255
60763-41-9,1.819316e-05,0.0011885666,0.02797153,0.9708217
35850-79-4,0.0005246796,0.0039455174,0.2597263,0.73580354
3309-68-0,0.9929751,0.0069661564,4.4636472e-05,1.4069472e-05
18109-81-4,0.00047093924,0.16014981,0.8339665,0.0054127034
52736-14-8,7.921812e-05,0.0004561317,0.01860767,0.980857
3862-08-6,4.317852e-05,0.00044830784,0.014386927,0.9851216
139-45-7,1.877233e-05,0.00047259324,0.06983446,0.92967415
38727-55-8,2.4290315e-05,7.698486e-05,0.99966264,0.00023610581
80472-88-4,7.523564e-05,0.0012961556,0.99824584,0.00038273568
51356-13-9,0.96905017,0.029128576,0.0015652053,0.00025609834
33210-44-5,0.00015703482,0.978837,0.020950913,5.5067612e-05
33210-40-1,1.3686448e-05,0.99888474,0.0010891713,1.2452731e-05
33210-43-4,0.00011477359,0.98878586,0.010872516,0.00022683923
1912-26-1,0.0005193087,0.0021196676,0.9972982,6.2848914e-05
7779-27-3,0.00010357956,0.011455048,0.98761034,0.00083104905
78816-48-5,0.012201816,0.3494818,0.61378056,0.024535831
2941-55-1,0.0050510825,0.026994945,0.9674343,0.00051976275
4740-11-8,0.00067852973,0.24333625,0.7555645,0.00042069276
125-99-5,0.00042322095,0.007503935,0.9914268,0.0006460905
5957-17-5,0.00034500114,0.009114421,0.9902895,0.00025105162
2001-81-2,0.00012641042,0.0055861045,0.9918445,0.0024429732
56-37-1,0.0022865143,0.3399873,0.6575682,0.000158022
9004-57-3,0.00018265283,0.0008281817,0.7534122,0.24557696
7789-92-6,6.2796855e-05,0.0002677321,0.9805565,0.019112976
10140-99-5,0.00050841086,0.0042031794,0.9344342,0.06085424
122-51-0,0.00013214635,0.0035026988,0.7630378,0.23332739
63869-26-1,0.9764464,0.020252429,0.0027255206,0.00057566894
2425-25-4,0.82645947,0.013639552,0.15938155,0.0005194151
5823-25-6,0.95912457,0.015063511,0.02569856,0.00011341628
919-54-0,0.8849848,0.0074445866,0.10748982,8.0852195e-05
998-30-1,0.000108767,0.001966833,0.45012572,0.54779863
1067-47-6,0.00012865088,0.00016587897,0.9991289,0.00057655235
919-30-2,0.008523681,0.08390382,0.70302075,0.20455179
76524-94-2,0.00013877313,0.000119598204,0.9992119,0.0005297394
2602-34-8,0.0017156085,0.0011126796,0.85245377,0.14471798
14814-09-6,0.00042822552,0.00010824119,0.9984731,0.0009904605
34708-08-2,0.011517686,0.0006237326,0.9859702,0.0018884132
15129-36-9,0.00018671875,0.00054246176,0.99842286,0.00084800157
15267-95-5,0.008704626,0.003552578,0.84764,0.1401028
122-52-1,0.0004467343,0.0015652594,0.99443674,0.0035512554
78-40-0,0.06162853,0.0012391988,0.9318697,0.005262596
78-38-6,0.005485511,0.0010602851,0.98543763,0.008016542
126-75-0,0.99948126,0.00047891118,3.2985616e-05,6.8440168e-06
298-03-3,0.96293473,0.027099771,0.009671142,0.0002942783
298-04-4,0.99908626,0.00088790845,2.3871651e-05,1.933409e-06
298-02-2,0.99626875,0.0036960368,3.239013e-05,2.7735796e-06
1186-09-0,0.6484184,0.34421942,0.007047999,0.00031412824
2524-09-6,0.85708326,0.14004973,0.0027974711,6.960405e-05
2497-07-6,0.99982697,0.00016499535,6.437523e-06,1.6742047e-06
2588-03-6,0.99967813,0.00020212818,0.00011151278,8.2693405e-06
2496-91-5,0.9576964,0.041694343,0.0005433258,6.602287e-05
4891-54-7,0.99599755,0.0033877576,0.0005269007,8.784309e-05
2497-06-5,0.9942878,0.00549994,0.00018176902,3.0472196e-05
2511-11-7,0.991176,0.008386657,0.0003613927,7.5916265e-05
2404-78-6,0.24351512,0.75308245,0.0032343245,0.0001680874
688-62-0,0.4671166,0.282985,0.23534937,0.014549014
1486-39-1,0.1970955,0.75200874,0.0489145,0.0019812582
87310-56-3,4.2729585e-05,0.0009347863,0.9987023,0.00032014874
55881-07-7,0.005826308,0.016833488,0.27433702,0.7030031
2229-55-2,2.4393912e-05,0.00013020841,0.0110708345,0.98877454
79451-10-8,0.058098227,0.8994831,0.042008486,0.00041019646
66996-10-9,0.02121489,0.7515289,0.22639668,0.00085950893
30129-29-4,1.2464953e-05,4.815249e-05,0.9363841,0.06355528
30129-30-7,3.186291e-05,0.00010875619,0.95345527,0.04640417
55297-95-5,0.009877549,0.14405924,0.79722077,0.048842452
3004-70-4,7.790996e-05,0.0010855019,0.9987404,9.628545e-05
53521-41-8,0.0010180292,0.019030003,0.8691052,0.11084671
139-88-8,1.1521113e-05,2.3941133e-05,0.99941754,0.0005470058
33820-53-0,0.0014764672,0.0040158276,0.9916825,0.0028251603
5892-41-1,0.00011249649,0.056022428,0.9383958,0.0054692985
1912-25-0,6.6098604e-05,0.0012383322,0.9985505,0.00014503599
2275-18-5,0.8834011,0.09701583,0.018833617,0.0007494221
87130-20-9,0.0010071544,0.008911068,0.98758996,0.0024918455
63873-23-4,0.07428961,0.85936457,0.0650744,0.0012713944
78-52-4,0.9706829,0.02899964,0.00023472801,8.265023e-05
63873-21-2,0.16604298,0.8139308,0.019569756,0.00045642466
68649-11-6,2.3478315e-05,0.0005835059,0.10939928,0.88999367
63990-57-8,3.4970162e-05,0.00027075177,0.9815579,0.018136322
26818-53-1,0.006425685,0.121237844,0.8373375,0.034998927
27891-14-1,4.601156e-05,0.01974511,0.9628828,0.017326048
36756-79-3,0.0009217259,0.010590562,0.9491757,0.039311986
19072-57-2,0.0016442945,0.25218514,0.7439221,0.0022484595
27591-74-8,0.14191277,0.5716145,0.19777492,0.0886978
66734-13-2,0.0005558233,0.00072331436,0.98626965,0.012451254
5593-20-4,0.00013778154,2.895007e-05,0.9995136,0.00031965645
5534-09-8,0.000623401,0.0006952986,0.98791146,0.010769827
27778-88-7,6.5979075e-05,0.06967381,0.9301694,9.081541e-05
27778-86-5,7.5921154e-05,0.16242413,0.8374633,3.667486e-05
27778-84-3,5.99369e-05,0.010089786,0.9897742,7.596486e-05
27778-80-9,0.00017146568,0.008975994,0.99075127,0.000101263795
27778-82-1,0.0010513938,0.004044605,0.9948879,1.6102525e-05
27684-92-0,3.359355e-05,0.96668875,0.03326857,9.110358e-06
26259-45-0,3.261196e-05,9.1841925e-05,0.9998312,4.432435e-05
40618-52-8,0.50678897,0.40677437,0.083565556,0.002871096
69-05-6,0.004207276,0.51599085,0.47882053,0.0009812964
9050-04-8,0.0031598264,0.5485337,0.44752204,0.0007844201
60735-64-0,0.0017599408,0.048276514,0.946408,0.0035555917
24151-93-7,0.73006195,0.08995403,0.16033065,0.019653378
2109-64-0,0.00010936956,0.024780594,0.9737249,0.0013851733
22457-23-4,9.5452044e-05,0.0015392624,0.9982267,0.0001385858
541-85-5,0.00019802288,0.00041820618,0.9916893,0.007694377
14355-07-8,0.0005028481,0.029558577,0.96453243,0.0054061264
10032-15-2,2.0766483e-06,2.251179e-06,0.0013590183,0.99863666
14355-12-5,0.0004955233,0.9924663,0.002563229,0.0044749896
10024-78-9,0.0018398477,0.21227685,0.7766453,0.00923804
32838-28-1,0.0012186413,0.00075339753,0.9199135,0.07811447
57-33-0,0.0064516026,0.9817375,0.009783951,0.0020269307
71-73-8,0.0013216785,0.14556497,0.8414884,0.011624949
871-22-7,8.973963e-05,0.0005046782,0.181917,0.8174886
105-82-8,5.9704267e-05,0.0003121883,0.6218869,0.37774122
29122-60-9,0.0011268224,0.083396904,0.9151982,0.0002781109
186817-80-1,0.00034728437,9.0123554e-05,0.98551303,0.014049587
7452-79-1,1.0044296e-05,0.00024109047,0.074722596,0.92502624
7286-69-3,0.00039393213,0.00847948,0.9898086,0.001317995
98886-44-3,0.7984877,0.18680571,0.014360489,0.0003460178
125-64-4,4.1534724e-05,0.0018772462,0.99571854,0.0023627032
82834-16-0,0.0004309078,0.00036923515,0.7887372,0.21046269
730-07-4,0.00087202265,0.025185402,0.96885407,0.0050884644
33499-11-5,0.00049323525,0.0019990387,0.996128,0.0013797506
110429-62-4,0.002049812,0.034914836,0.95425624,0.008779152
67050-64-0,0.0029606395,0.040696356,0.95352036,0.0028225926
54-05-7,0.00017049583,0.6402271,0.3593143,0.00028815478
1094-08-2,0.00019849373,0.04093275,0.9548143,0.0040544597
30238-41-6,0.00032708008,0.19365996,0.80380785,0.0022050582
64241-34-5,0.00655898,0.062423788,0.91733664,0.013680586
33499-13-7,0.0003541164,0.0041974573,0.9926058,0.0028426144
63867-07-2,0.0001358137,0.005143448,0.99345523,0.0012654829
15299-99-7,6.699626e-05,0.0024247633,0.91430545,0.08320282
4630-95-9,0.0019893784,0.027356979,0.97037673,0.00027692327
66968-39-6,0.1560986,0.39004415,0.37729335,0.07656394
105-57-7,8.5594256e-05,0.0017499077,0.86958355,0.12858099
137658-79-8,0.0004441624,0.0029329862,0.9410652,0.055557672
7492-66-2,9.896738e-07,4.32233e-06,0.0008116029,0.9991831
87820-88-0,0.0004392276,0.0022282896,0.9946089,0.0027236354
103890-78-4,0.0012148217,0.02233706,0.91950667,0.056941405
52-60-8,0.8070241,0.16346437,0.017532432,0.011979057
50765-73-6,0.00017776064,0.4539085,0.5458311,8.265439e-05
50765-89-4,0.000105248495,0.99381554,0.0060604834,1.8719096e-05
15763-48-1,0.039583407,0.09196583,0.83202314,0.036427587
22609-73-0,0.0015432608,0.092449486,0.8915986,0.014408696
88045-99-2,0.00010721536,0.0008809724,0.9959396,0.003072255
56358-09-9,0.00017849778,0.0049724113,0.74246204,0.25238708
17702-79-3,0.021355512,0.97363436,0.0041541173,0.000855999
41611-76-1,0.0009830707,0.010240168,0.5617079,0.42706883
137-58-6,0.0013743876,0.12094279,0.84599763,0.031685147
333-40-4,0.16331343,0.8256415,0.008801447,0.0022435558
31775-20-9,0.00015344052,0.0014461968,0.9526722,0.04572823
105779-78-0,0.00017051797,0.009390379,0.9875566,0.0028824885
23191-75-5,0.0024641631,0.036776926,0.39191526,0.56884366
88045-98-1,7.712844e-05,0.00048147296,0.99645954,0.0029818304
243973-20-8,0.0037125254,0.01613109,0.88049084,0.099665575
57470-78-7,0.0008712009,0.010595479,0.98215204,0.006381192
68227-46-3,0.008012886,0.21576788,0.74539244,0.030826787
5221-49-8,0.22022839,0.51837325,0.25633982,0.005058523
72542-60-0,0.034867685,0.93957204,0.019082038,0.006478238
